lamore|true|2402
555.3094482421875,23.494104385375977,-559.936279296875|-0.8019952178001404,-9.483306229185473e-08,0.5973304510116577|-7.568274895675131e-08,1,5.7147364174170434e-08|Running
554.9144287109375,23.494104385375977,-559.6295776367188|-0.7987706065177917,-9.797322775284556e-08,0.6016356945037842|-7.77799229467746e-08,1,5.957909365861269e-08|Running
554.6182250976562,23.494104385375977,-559.3995361328125|-0.7969465255737305,-1.057375911273084e-07,0.6040499210357666|-8.381437055504648e-08,1,6.446821743111286e-08|Running
554.322021484375,23.494104385375977,-559.1694946289062|-0.7955004572868347,-1.0574800057838729e-07,0.6059530377388|-8.37657836427752e-08,1,6.4546725297987e-08|Running
553.927001953125,23.494104385375977,-558.8628540039062|-0.7939661145210266,-3.548392513152976e-08,0.6079620718955994|-2.806894983109487e-08,1,2.1708808972675797e-08|Running
553.5320434570312,23.494104385375977,-558.55615234375|-0.7928364276885986,1.5419390209103767e-08,0.6094344854354858|1.2298001728083818e-08,1,-9.302207892858405e-09|Running
553.1370239257812,23.494104385375977,-558.24951171875|-0.792011559009552,5.596613661396077e-08,0.6105061173439026|4.4476944793814255e-08,1,-3.3971623736306356e-08|Running
552.8407592773438,23.494104385375977,-558.0194702148438|-0.7915575504302979,8.259221573325704e-08,0.6110946536064148|6.562300569612489e-08,1,-5.015235160499287e-08|Running
552.5444946289062,23.494104385375977,-557.7894897460938|-0.7911988496780396,1.0744115996885739e-07,0.6115589737892151|8.536624562793804e-08,1,-6.524225426574048e-08|Running
552.248291015625,23.494104385375977,-557.5595092773438|-0.7909129858016968,1.3115935360019648e-07,0.6119286417961121|1.0421722151932045e-07,1,-7.963770798369296e-08|Running
551.853271484375,23.494104385375977,-557.2528686523438|-0.7906103134155273,2.1324899179830936e-08,0.6123195886611938|1.6955546300323476e-08,1,-1.2933880633170247e-08|Running
551.5570068359375,23.494121551513672,-557.0228881835938|-0.7904426455497742,-6.143190489638073e-08,0.6125360727310181|-4.878737414060197e-08,1,3.7333773406089676e-08|Running
551.0626220703125,23.4941349029541,-556.6405029296875|-0.790630042552948,-7.999017981319412e-08,0.6122941970825195|-6.353743486897656e-08,1,4.859686342228997e-08|Running
550.6658935546875,23.494155883789062,-556.3359985351562|-0.7913399338722229,-3.379298618710891e-08,0.6113764643669128|-2.683403899084169e-08,1,2.0540767309285002e-08|Running
550.3683471679688,23.494171142578125,-556.107666015625|-0.7917607426643372,-2.2367712126936112e-09,0.6108313202857971|-1.7422695508528818e-09,1,1.4035145268209703e-09|Running
549.9706420898438,23.494182586669922,-555.8046875|-0.7927467226982117,3.3592773007740107e-08,0.609551191329956|2.67854964874914e-08,1,-2.027501011525601e-08|Running
549.6723022460938,23.494186401367188,-555.5774536132812|-0.7933183312416077,5.469631148002918e-08,0.6088070869445801|4.3627878199004044e-08,1,-3.299159345715452e-08|Running
549.3740234375,23.494186401367188,-555.3502197265625|-0.7937697768211365,7.298891091522819e-08,0.6082183122634888|5.8248982526265536e-08,1,-4.3985245667954587e-08|Running
548.976318359375,23.494186401367188,-555.0473022460938|-0.7942467927932739,9.470215189821829e-08,0.6075952649116516|7.562712767139601e-08,1,-5.700431060517985e-08|Running
548.67724609375,23.494186401367188,-554.8211059570312|-0.7949102520942688,1.0781085535427337e-07,0.6067270040512085|8.614622970526398e-08,1,-6.482706282895379e-08|Running
548.27685546875,23.494186401367188,-554.5215454101562|-0.7964661121368408,1.0943910666583179e-07,0.6046831607818604|8.760989089751092e-08,1,-6.558938991929608e-08|Running
547.8778686523438,23.424814224243164,-554.22314453125|-0.7976582050323486,8.993914235588818e-08,0.6031097769737244|7.23064701446674e-08,1,-5.349490450612393e-08|Running
547.4805297851562,23.357770919799805,-553.9269409179688|-0.7987948060035706,5.600777441827631e-08,0.6016035676002502|4.5527148273549756e-08,1,-3.264761971877306e-08|Running
546.9791870117188,23.273710250854492,-553.5587158203125|-0.8012014627456665,-2.5828198246813372e-08,0.5983947515487671|-1.9364385650533222e-08,1,1.7235151972272433e-08|Running
546.5740966796875,23.285037994384766,-553.2664794921875|-0.8038666248321533,-1.117953303264585e-07,0.5948095917701721|-8.808724771824927e-08,1,6.890428494443768e-08|Running
546.2684936523438,23.322416305541992,-553.0508422851562|-0.8065603971481323,-1.1000889088563781e-07,0.5911516547203064|-8.775935356197806e-08,1,6.635465865656442e-08|Running
545.9638671875,23.373842239379883,-552.836181640625|-0.8087865710258484,-1.0280240303472965e-07,0.5881022810935974|-8.331546297313253e-08,1,6.022417409212721e-08|Running
545.5557861328125,23.44146156311035,-552.5485229492188|-0.8111315965652466,-8.889941227607778e-08,0.5848636627197266|-7.287916048426268e-08,1,5.0926090011671477e-08|Running
545.1470947265625,23.477766036987305,-552.260498046875|-0.81284499168396,-5.038904049570192e-08,0.5824800133705139|-4.166150091577947e-08,1,2.836954848817186e-08|Running
544.840576171875,23.487709045410156,-552.0444946289062|-0.8137840628623962,-3.917086388582902e-08,0.5811673998832703|-3.2549415607263654e-08,1,2.1822748053068608e-08|Running
544.4318237304688,23.492328643798828,-551.7564697265625|-0.8147659301757812,-3.6575670492311474e-08,0.5797900557518005|-3.0425752584051224e-08,1,2.0327709293610496e-08|Running
544.0231323242188,23.4936580657959,-551.4683837890625|-0.8154851198196411,-4.2596091986979445e-08,0.578778088092804|-3.529869019303078e-08,1,2.3861540299208173e-08|Running
543.7166137695312,23.493982315063477,-551.2523193359375|-0.8158799409866333,-5.025647809020484e-08,0.578221321105957|-4.151056032242195e-08,1,2.8343546176756718e-08|Running
543.307373046875,23.49413299560547,-550.9650268554688|-0.8165653347969055,-6.435595167886277e-08,0.5772530436515808|-5.295439464703122e-08,1,3.657881819663089e-08|Running
542.898193359375,23.49417495727539,-550.6776733398438|-0.8170853853225708,-8.286870922802336e-08,0.5765166878700256|-6.799159990578119e-08,1,4.737723813263983e-08|Running
542.59130859375,23.494184494018555,-550.462158203125|-0.8173711895942688,-9.839563830382758e-08,0.576111376285553|-8.060817435762146e-08,1,5.6428049788337376e-08|Running
542.284423828125,23.494190216064453,-550.2466430664062|-0.8175966739654541,-1.1467864169389941e-07,0.5757912993431091|-9.384169885606752e-08,1,6.591620405060894e-08|Running
541.875244140625,23.494190216064453,-549.9592895507812|-0.8178350329399109,-1.3709204438328015e-07,0.5754526853561401|-1.1206024197463194e-07,1,7.897302367609882e-08|Running
541.568359375,23.494190216064453,-549.7437744140625|-0.8179669976234436,-4.72105803339673e-08,0.575265109539032|-3.8544516911542814e-08,1,2.7261233270792218e-08|Running
541.261474609375,23.494190216064453,-549.5283203125|-0.8180711269378662,4.238965800595906e-08,0.5751170516014099|3.474308840623053e-08,1,-2.4286082478397475e-08|Running
540.8512573242188,23.494190216064453,-549.2423706054688|-0.8186965584754944,8.566438935986298e-08,0.574226438999176|7.01083280318926e-08,1,-4.9226123621792794e-08|Running
540.5436401367188,23.2642879486084,-549.0279541015625|-0.8190675973892212,6.013875974986149e-08,0.573697030544281|4.918414120425041e-08,1,-3.4606465248998575e-08|Running
540.1334838867188,22.723617553710938,-548.7421264648438|-0.8194571137428284,2.416718380970906e-08,0.5731405019760132|1.9701580811215536e-08,1,-1.399758620124203e-08|Running
539.7745971679688,22.29489517211914,-548.4922485351562|-0.8197202086448669,-8.482432534151485e-09,0.5727641582489014|-7.0561552156789276e-09,1,4.71111860633755e-09|Running
539.3644409179688,21.971454620361328,-548.2066040039062|-0.8199428915977478,-4.649415075164143e-08,0.5724453330039978|-3.820770544393781e-08,1,2.6493381710679387e-08|Running
538.9542846679688,21.52777671813965,-547.9209594726562|-0.8201040625572205,-8.488699165809521e-08,0.5722144246101379|-6.96716853099133e-08,1,4.8493991045006624e-08|Running
538.4404296875,21.52056884765625,-547.5654907226562|-0.820827066898346,-1.0095347846572622e-07,0.5711767673492432|-8.281166685719654e-08,1,5.773942390874254e-08|Running
538.0292358398438,21.04991340637207,-547.2813720703125|-0.8213139772415161,-7.006264013398322e-09,0.5704764723777771|-5.709391182051604e-09,1,4.061624370166328e-09|Running
537.6694946289062,20.490402221679688,-547.03271484375|-0.821619987487793,7.329597195848692e-08,0.5700355768203735|6.020117382377066e-08,1,-4.181051949103676e-08|Running
537.3097534179688,20.164859771728516,-546.7840576171875|-0.8218464255332947,8.154640340762853e-08,0.5697091221809387|6.695485410546098e-08,1,-4.654971164086419e-08|Running
536.8984985351562,19.827104568481445,-546.499755859375|-0.8220381736755371,2.9523155475885687e-08,0.5694323182106018|2.4215859539822304e-08,1,-1.688838580093943e-08|Running
536.5899658203125,19.704626083374023,-546.2864379882812|-0.8221387267112732,-9.652940669013788e-09,0.5692872405052185|-7.968998794183335e-09,1,5.447720496931652e-09|Running
536.2814331054688,19.5660457611084,-546.0731201171875|-0.8222178816795349,-4.8876923841589814e-08,0.5691728591918945|-4.019349120198967e-08,1,2.781073682456281e-08|Running
535.8700561523438,19.134458541870117,-545.7886962890625|-0.8223016262054443,-1.0119020998899941e-07,0.5690518617630005|-8.317197597307313e-08,1,5.7635798356159285e-08|Running
535.4579467773438,18.764934539794922,-545.5059204101562|-0.8228771686553955,-6.788442874494649e-08,0.5682192444801331|-5.5782873431553526e-08,1,3.868571951670674e-08|Running
534.9427490234375,18.45111846923828,-545.152587890625|-0.8234761953353882,3.421418526272646e-08,0.5673508048057556|2.8160144438516e-08,1,-1.9432382813988625e-08|Running
534.5306396484375,18.135120391845703,-544.869873046875|-0.82380211353302,1.1336732086419943e-07,0.5668774843215942|9.324635641405621e-08,1,-6.447738343240417e-08|Running
534.1700439453125,17.715280532836914,-544.6224975585938|-0.8240021467208862,5.675235925650668e-08,0.5665866732597351|4.667086983545232e-08,1,-3.2290664364609256e-08|Running
533.7579345703125,17.408113479614258,-544.3397827148438|-0.8241696357727051,-8.288338015915997e-09,0.5663430690765381|-6.837502564138731e-09,1,4.684574950175602e-09|Running
533.3973388671875,17.151609420776367,-544.0924072265625|-0.8242764472961426,-6.532390273150668e-08,0.5661875009536743|-5.376125500333728e-08,1,3.7107430017613297e-08|Running
533.0882568359375,16.797985076904297,-543.88037109375|-0.8243449926376343,-1.1422967105545467e-07,0.5660877227783203|-9.399716560665183e-08,1,6.490792969771064e-08|Running
532.62353515625,16.339162826538086,-543.5638427734375|-0.8249296545982361,-4.322715341231742e-08,0.5652353763580322|-3.5562102596031764e-08,1,2.4575459889319973e-08|Running
532.210205078125,16.36736297607422,-543.2823486328125|-0.8253796100616455,3.248235103114894e-08,0.5645781755447388|2.6752525528195292e-08,1,-1.842324515166638e-08|Running
531.7968139648438,16.25946044921875,-543.0008544921875|-0.8257076740264893,1.061668939428273e-07,0.5640982389450073|8.740561696640725e-08,1,-6.026504451028813e-08|Running
531.48681640625,16.070537567138672,-542.7897338867188|-0.82588791847229,8.504927251351546e-08,0.5638343691825867|7.001630564218431e-08,1,-4.828306288118256e-08|Running
531.1768188476562,15.850650787353516,-542.57861328125|-0.8260301351547241,2.5857209706714457e-08,0.5636259913444519|2.1280589734828936e-08,1,-1.4688465554968388e-08|Running
530.8668212890625,15.770750045776367,-542.3675537109375|-0.8261433243751526,-3.3461919457522526e-08,0.5634599924087524|-2.7561066318071425e-08,1,1.8976551885430126e-08|Running
530.4525756835938,15.779629707336426,-542.0875244140625|-0.8267666101455688,-1.1482741513191286e-07,0.5625450611114502|-9.455850857875703e-08,1,6.514962080927944e-08|Running
530.1411743164062,15.785731315612793,-541.8785400390625|-0.8275062441825867,-7.108604904715321e-08,0.5614565014839172|-5.8538326186408085e-08,1,4.0332988504587775e-08|Running
529.8296508789062,15.789398193359375,-541.669677734375|-0.8281247019767761,-3.331410525220235e-08,0.560543954372406|-2.7437522476247977e-08,1,1.8896672671075976e-08|Running
529.5181884765625,15.791942596435547,-541.4607543945312|-0.8286172747612,5.21432619304818e-10,0.559815526008606|4.174078582774854e-10,1,-3.1360553043313644e-10|Running
529.1029052734375,15.794550895690918,-541.1821899414062|-0.8291377425193787,4.185631041764282e-08,0.5590444207191467|3.443954454951381e-08,1,-2.3792720682536128e-08|Running
528.7914428710938,15.796178817749023,-540.9733276367188|-0.8294256925582886,7.102402577174871e-08,0.5586170554161072|5.8442900296995504e-08,1,-4.036751377611836e-08|Running
528.3751831054688,15.79804515838623,-540.6961669921875|-0.8302263617515564,1.0527806892923763e-07,0.557426393032074|8.66160334567212e-08,1,-5.985930329188704e-08|Running
528.06298828125,15.800187110900879,-540.4883422851562|-0.8306933641433716,1.2637657675895753e-07,0.5567302107810974|1.0394966665216998e-07,1,-7.189527906348303e-08|Running
527.7507934570312,15.803520202636719,-540.2805786132812|-0.8310622572898865,7.53439621803409e-08,0.556179404258728|6.195390511720689e-08,1,-4.2893372409480435e-08|Running
527.3345336914062,15.810103416442871,-540.0034790039062|-0.8314520120620728,-4.125166341850672e-08,0.5555965304374695|-3.3988179382049566e-08,1,2.338409821334153e-08|Running
527.0214233398438,15.817195892333984,-539.7973022460938|-0.8322166800498962,-9.528082500764867e-08,0.5544505715370178|-7.845842731057928e-08,1,5.408312730992293e-08|Running
526.708251953125,15.825578689575195,-539.5913696289062|-0.8328709006309509,-8.08767737225935e-08,0.553467333316803|-6.662352802777605e-08,1,4.587078805684541e-08|Running
526.290283203125,15.837697982788086,-539.3173828125|-0.8338136672973633,-7.095782450505794e-08,0.552046000957489|-5.85535566699491e-08,1,4.009642040614381e-08|Running
525.872314453125,15.85048770904541,-539.0435180664062|-0.8345204591751099,-7.009216318465405e-08,0.5509769320487976|-5.800648494869165e-08,1,3.93565677825336e-08|Running
525.4542846679688,15.863409996032715,-538.7695922851562|-0.8350383639335632,-7.415278702183059e-08,0.5501917004585266|-6.155640619454061e-08,1,4.135072018129904e-08|Running
524.9318237304688,15.879589080810547,-538.4271850585938|-0.8355079889297485,-8.279878471739721e-08,0.5494783520698547|-6.89654839902687e-08,1,4.5820872429658266e-08|Running
524.6183471679688,15.889302253723145,-538.2218017578125|-0.8356977701187134,-8.906075521508683e-08,0.5491896271705627|-7.430566739685673e-08,1,4.909720274781648e-08|Running
524.1994018554688,15.90191650390625,-537.9492797851562|-0.8363835215568542,-1.0063647692959421e-07,0.5481447577476501|-8.411579699441063e-08,1,5.5247113550649374e-08|Running
523.8851928710938,15.910806655883789,-537.7449340820312|-0.8367865085601807,-1.1279382050588538e-07,0.5475293397903442|-9.437207637574829e-08,1,6.177667444262624e-08|Running
523.4659423828125,15.92176342010498,-537.4725341796875|-0.8372092843055725,-1.3155082001503615e-07,0.5468826293945312|-1.1017281309477767e-07,1,7.188584305595214e-08|Running
523.1515502929688,15.929251670837402,-537.2681884765625|-0.8374432325363159,-7.624374376291598e-08,0.5465243458747864|-6.388973616822113e-08,1,4.1607876255511655e-08|Running
522.7323608398438,15.938270568847656,-536.9957275390625|-0.8376882672309875,4.3538136651477544e-08,0.5461486577987671|3.640381152081318e-08,1,-2.3881939981151845e-08|Running
522.41796875,15.944731712341309,-536.7913818359375|-0.8378238677978516,9.537019707295258e-08,0.545940637588501|7.98174539795582e-08,1,-5.2198405597891906e-08|Running
522.1035766601562,15.951109886169434,-536.5870361328125|-0.8379308581352234,7.207970043054956e-08,0.5457763671875|6.035390498482229e-08,1,-3.9406792495810805e-08|Running
521.7891845703125,15.9574556350708,-536.3826904296875|-0.8380160927772522,4.86962861145912e-08,0.5456454753875732|4.0812448531823975e-08,1,-2.6564494604031097e-08|Running
521.4747924804688,15.963541984558105,-536.1783447265625|-0.8380840420722961,2.526492437482375e-08,0.5455411672592163|2.1230629698720804e-08,1,-1.3696258349682466e-08|Running
521.0556030273438,15.9708833694458,-535.9058837890625|-0.8381558060646057,-6.0044773597667245e-09,0.5454308986663818|-4.90194906888064e-09,1,3.475931542595845e-09|Running
520.6364135742188,15.977156639099121,-535.6334228515625|-0.8382084965705872,-3.7272613440109126e-08,0.5453498959541321|-3.10338386100284e-08,1,2.0646904630439167e-08|Running
