lamore|true|2402
-295.3872985839844,347.8031311035156,1069.1221923828125|-0.3600820302963257,1.3519618846657977e-07,0.9329206347465515|5.75575676009521e-08,1,-1.227014791993497e-07|Running
-295.3872985839844,347.8031311035156,1069.1221923828125|-0.3600820302963257,1.3929127362644067e-07,0.9329206347465515|5.994162677325221e-08,1,-1.2617083200439083e-07|Running
-295.3872985839844,347.8031311035156,1069.1221923828125|-0.3600820302963257,4.1346403634179296e-08,0.9329206347465515|1.833604379442022e-08,1,-3.724209918232191e-08|Running
-295.3872985839844,347.8031311035156,1069.1221923828125|-0.3600820302963257,-2.3880422972410997e-08,0.9329206347465515|-9.37138100454149e-09,1,2.1980387288067504e-08|Running
-295.3872985839844,347.8031311035156,1069.1221923828125|-0.3600820302963257,-8.639728577009009e-08,0.9329206347465515|-3.6115459067787015e-08,1,7.866987772331413e-08|Running
-295.3872985839844,347.8031311035156,1069.1221923828125|-0.3600820302963257,-7.84414311283399e-08,0.9329206347465515|-3.32988641105203e-08,1,7.122910972157115e-08|Running
-295.3872985839844,347.8031311035156,1069.1221923828125|-0.3600820302963257,-7.049577277484786e-08,0.9329206347465515|-3.0485878710351244e-08,1,6.379787009791471e-08|Running
-295.44073486328125,347.8112487792969,1069.31005859375|-0.3443451523780823,-2.1657221793702774e-07,0.9388431310653687|-7.65791625667589e-08,1,2.0259247435205907e-07|Running
-295.5251159667969,347.8873596191406,1069.6531982421875|-0.32353803515434265,-3.684782541313325e-07,0.9462151527404785|-1.2111236458167696e-07,1,3.480115253751137e-07|Running
-295.6144714355469,347.98858642578125,1069.99951171875|-0.3086009919643402,-2.44224736434262e-07,0.9511916041374207|-7.594655215825696e-08,1,2.3211678978896089e-07|Running
-295.71893310546875,349.4673767089844,1070.40380859375|-0.29157835245132446,-9.670771987657645e-07,0.9565469622612|-2.843185313849972e-07,1,9.243415775017638e-07|Jumping
-295.83929443359375,350.77923583984375,1070.8228759765625|-0.28585365414619446,-3.063868518893287e-07,0.9582732915878296|-8.915080940141706e-08,1,2.9313432037270104e-07|Freefall
-295.9441223144531,351.7708435058594,1071.1832275390625|-0.2843053638935089,3.412963067717101e-08,0.9587337970733643|1.0207658718286439e-08,1,-3.257164493675191e-08|Freefall
-296.0507507324219,352.63983154296875,1071.5428466796875|-0.28410547971725464,1.3705309243050579e-07,0.958793044090271|4.0014825231082796e-08,1,-1.3108632401781506e-07|Freefall
-296.1587219238281,353.3861999511719,1071.9017333984375|-0.2847670316696167,1.1319861670244791e-07,0.9585967659950256|3.2915913550368714e-08,1,-1.0830962082764017e-07|Freefall
-296.2859802246094,354.1019592285156,1072.3204345703125|-0.2861338257789612,8.030507103740092e-08,0.9581896662712097|2.320997971594352e-08,1,-7.687821579338561e-08|Freefall
-296.376953125,354.51104736328125,1072.6195068359375|-0.2870129346847534,5.2026443597696925e-08,0.9579266905784607|1.4926959224226266e-08,1,-4.983910883993303e-08|Freefall
-296.4684753417969,354.8349609375,1072.9185791015625|-0.2879870533943176,2.0252365118267335e-08,0.9576343297958374|5.653042922659779e-09,1,-1.944830252398333e-08|Freefall
-296.578369140625,355.11126708984375,1073.2774658203125|-0.2890594005584717,-2.2908178465286255e-08,0.9573111534118652|-6.908448479947538e-09,1,2.184370906377353e-08|Freefall
-296.6699523925781,355.2478332519531,1073.5765380859375|-0.2897888720035553,-6.201585023291045e-08,0.9570906162261963|-1.8275143176538222e-08,1,5.9262852403207944e-08|Freefall
-296.77984619140625,355.29931640625,1073.935302734375|-0.29049643874168396,-1.113133549779377e-07,0.9568760991096497|-3.259640735109315e-08,1,1.0643407222232781e-07|Freefall
-296.87139892578125,355.2485656738281,1074.234375|-0.2909702956676483,-1.5370754624655092e-07,0.9567320942878723|-4.4909544527627077e-08,1,1.470006196768736e-07|Freefall
-296.96295166015625,355.1126403808594,1074.533447265625|-0.29135578870773315,-1.2619626943433104e-07,0.9566147923469543|-3.682525573367457e-08,1,1.2070378829776018e-07|Freefall
-297.0728454589844,354.8371276855469,1074.892333984375|-0.2917327880859375,-7.272446822526035e-08,0.9564998745918274|-2.1151372209260444e-08,1,6.958069320717186e-08|Freefall
-297.1643981933594,354.51385498046875,1075.19140625|-0.29198554158210754,-2.8604370427842696e-08,0.956422746181488|-8.215280900003563e-09,1,2.7399627455793052e-08|Freefall
-297.2742614746094,354.0135498046875,1075.55029296875|-0.2922303080558777,2.3986821418020554e-08,0.9563480019569397|7.207518581964223e-09,1,-2.2879294903077607e-08|Freefall
-297.3841247558594,353.3905944824219,1075.9091796875|-0.2924250662326813,7.630202247810303e-08,0.9562884569168091|2.255155528985142e-08,1,-7.289367687235426e-08|Freefall
-297.4939880371094,352.64501953125,1076.26806640625|-0.2925786077976227,1.284195576545244e-07,0.9562414884567261|3.7839182454035836e-08,1,-1.2271860327928152e-07|Freefall
-297.6038513183594,351.7768249511719,1076.626953125|-0.29264840483665466,1.4487856958567136e-07,0.9562200903892517|4.2638117037085976e-08,1,-1.3846246815774066e-07|Freefall
-297.7116394042969,350.60894775390625,1076.978759765625|-0.2926601469516754,8.120393601984688e-08,0.9562165141105652|2.3857383624203976e-08,1,-7.762031373204081e-08|Freefall
-297.74072265625,350.11407470703125,1077.07373046875|-0.2926603853702545,3.57802250050554e-08,0.9562164545059204|1.0459712207477878e-08,1,-3.421723349106287e-08|Landed
-297.741455078125,350.2305908203125,1077.076171875|-0.2926603853702545,-9.594978145344157e-09,0.9562164545059204|-2.923664865761566e-09,1,9.139496270904601e-09|Landed
-297.741455078125,350.34088134765625,1077.076171875|-0.2926603853702545,-6.39773887201045e-08,0.9562164545059204|-1.8963723036335978e-08,1,6.110275307946722e-08|Running
-297.741455078125,350.3781433105469,1077.076171875|-0.2926603853702545,-1.0019231666547057e-07,0.9562164545059204|-2.964529599580601e-08,1,9.570669590175385e-08|Running
-297.741455078125,350.4049072265625,1077.076171875|-0.2926603853702545,-8.189112321588254e-08,0.9562164545059204|-2.420186717699835e-08,1,7.823354053471121e-08|Running
-297.741455078125,350.4154968261719,1077.076171875|-0.2926603853702545,-2.735384541097119e-08,0.9562164545059204|-8.04794808573206e-09,1,2.614316940707795e-08|Running
-297.741455078125,350.4186706542969,1077.076171875|-0.2926603853702545,8.965514552983223e-09,0.9562164545059204|2.7098308041928476e-09,1,-8.54665760385842e-09|Running
-297.741455078125,350.4208679199219,1077.076171875|-0.2926603853702545,6.338638058878132e-08,0.9562164545059204|1.8829270587161773e-08,1,-6.052583501059416e-08|Running
-297.741455078125,350.4215393066406,1077.076171875|-0.2926603853702545,9.962820968212327e-08,0.9562164545059204|2.9564089842892827e-08,1,-9.51416083694312e-08|Running
-297.741455078125,350.4220275878906,1077.076171875|-0.2926603853702545,8.162376019527073e-08,0.9562164545059204|2.4204812376638074e-08,1,-7.795302536806048e-08|Running
-297.741455078125,350.4221496582031,1077.076171875|-0.2926603853702545,4.554085819563625e-08,0.9562164545059204|1.349072586975808e-08,1,-4.349711701934211e-08|Running
-297.741455078125,350.4222412109375,1077.076171875|-0.2926603853702545,-8.525693928618239e-09,0.9562164545059204|-2.56324317327028e-09,1,8.131562978519469e-09|Running
-297.741455078125,350.4222717285156,1077.076171875|-0.2926603853702545,-6.252297168884979e-08,0.9562164545059204|-1.8596642448187595e-08,1,5.96940878949681e-08|Running
-297.741455078125,350.4222717285156,1077.076171875|-0.2926603853702545,-9.848270821066762e-08,0.9562164545059204|-2.9274163537706954e-08,1,9.403239431549082e-08|Running
-297.741455078125,350.4222717285156,1077.076171875|-0.2926603853702545,-9.862083061307203e-08,0.9562164545059204|-2.9307472004802548e-08,1,9.416664425998533e-08|Running
-297.741455078125,350.4222717285156,1077.076171875|-0.2926603853702545,-4.517585594498996e-08,0.9562164545059204|-1.3414966915092918e-08,1,4.31385878130186e-08|Running
-297.741455078125,350.4222717285156,1077.076171875|-0.2926603853702545,-9.58392298855415e-09,0.9562164545059204|-2.831276990633569e-09,1,9.156211788763358e-09|Running
-297.741455078125,350.4222717285156,1077.076171875|-0.2926603853702545,4.374696516151744e-08,0.9562164545059204|1.3027307232960084e-08,1,-4.176291668045451e-08|Running
-297.741455078125,350.4222717285156,1077.076171875|-0.2926603853702545,7.926291800686158e-08,0.9562164545059204|2.358840589522515e-08,1,-7.567275162045917e-08|Running
-297.741455078125,350.4222717285156,1077.076171875|-0.2926603853702545,7.965584813973692e-08,0.9562164545059204|2.3696200557310476e-08,1,-7.605067509075525e-08|Running
-297.741455078125,350.4222717285156,1077.076171875|-0.2926603853702545,4.459314695282046e-08,0.9562164545059204|1.3260841313922356e-08,1,-4.2576367320634745e-08|Running
-297.7681579589844,350.4278869628906,1077.17529296875|-0.28677353262901306,-7.699603088440199e-08,0.9579983949661255|-2.2084133632915837e-08,1,7.376096533562304e-08|Running
-297.833984375,350.4573974609375,1077.4613037109375|-0.2740621864795685,-1.5389095153750532e-07,0.9617119431495667|-4.27557580451321e-08,1,1.4783347523916746e-07|Running
-297.8990173339844,350.5541076660156,1077.813232421875|-0.2557578682899475,-2.831430094829557e-07,0.9667408466339111|-7.374778476787469e-08,1,2.733735868787335e-07|Running
-297.9619445800781,350.6326599121094,1078.165771484375|-0.23961634933948517,-2.209861236224242e-07,0.9708676338195801|-5.374542055847087e-08,1,2.1435242558709433e-07|Running
-298.0456237792969,352.30908203125,1078.6356201171875|-0.21824124455451965,-0.0000013076784171062172,0.9758948683738708|-2.9508368015740416e-07,1,0.000001273988686989469|Jumping
-298.12298583984375,353.4233093261719,1079.000732421875|-0.21349722146987915,-5.445153874461539e-07,0.9769436717033386|-1.213859377457993e-07,1,5.308390313985001e-07|Freefall
-298.2177734375,354.5682678222656,1079.427978515625|-0.21370990574359894,2.8662215711960926e-08,0.9768971800804138|6.7021752592211215e-09,1,-2.7873859664850897e-08|Freefall
-298.31817626953125,355.54632568359375,1079.853515625|-0.21699751913547516,1.165791729818011e-07,0.976172149181366|2.6149361787020098e-08,1,-1.1361195362269427e-07|Freefall
-298.3946533203125,356.1427307128906,1080.156494140625|-0.22132150828838348,9.789435750917619e-08,0.975200891494751|2.2417546929887067e-08,1,-9.529613009817695e-08|Freefall
-298.4879150390625,356.74603271484375,1080.519775390625|-0.2268223613500595,-3.8653126921417424e-08,0.973936140537262|-6.886931913641092e-09,1,3.8083623365992025e-08|Freefall
-298.565673828125,357.1551208496094,1080.822509765625|-0.2306830734014511,-1.1612824124540566e-07,0.9730289578437805|-2.4453866487306186e-08,1,1.1354970297361433e-07|Freefall
-298.67730712890625,357.5847473144531,1081.2454833984375|-0.23631785809993744,-1.518441052894559e-07,0.9716758131980896|-3.405382997812012e-08,1,1.479882172361613e-07|Freefall
-298.7738952636719,357.8201904296875,1081.60791015625|-0.24071930348873138,-1.4497827294235321e-07,0.9705947637557983|-3.3804280263893816e-08,1,1.4098667122652841e-07|Freefall
-298.8704833984375,357.9329833984375,1081.970458984375|-0.2442924976348877,-1.5131618624764087e-07,0.9697015881538391|-3.642346868559798e-08,1,1.4686807503494492e-07|Freefall
-298.967041015625,357.92315673828125,1082.3330078125|-0.2471143752336502,-1.279851602475901e-07,0.9689863324165344|-3.160095118914796e-08,1,1.2402250604282017e-07|Freefall
-299.0475158691406,357.8212890625,1082.6351318359375|-0.2489839494228363,-1.2941599436544493e-07,0.9685075879096985|-3.26325135802108e-08,1,1.252349761671212e-07|Freefall
-299.1279602050781,357.63427734375,1082.937255859375|-0.2505023777484894,-1.4282916538377322e-07,0.9681159853935242|-3.6590865448715704e-08,1,1.380651326599036e-07|Freefall
-299.2425537109375,357.2294006347656,1083.359375|-0.2530730068683624,-1.6321573070854356e-07,0.9674471616744995|-4.2289958201990885e-08,1,1.5764507566018438e-07|Freefall
-299.37371826171875,356.56231689453125,1083.841796875|-0.25558874011039734,-9.381748355963282e-08,0.9667856097221375|-2.433532131362881e-08,1,9.060710937092153e-08|Freefall
-299.4879150390625,355.7997741699219,1084.2637939453125|-0.2570057213306427,-4.901800210177498e-08,0.9664098620414734|-1.2605071653126743e-08,1,4.736957848194834e-08|Freefall
-299.5721740722656,355.0133361816406,1084.575439453125|-0.25724929571151733,-1.4235738809986742e-08,0.9663450717926025|-3.4608567123228795e-09,1,1.381021785817893e-08|Freefall
-299.63311767578125,354.104248046875,1084.8009033203125|-0.25725889205932617,2.042997238049793e-08,0.9663425087928772|5.653659762572261e-09,1,-1.9636431147773692e-08|Freefall
-299.6460876464844,353.4300842285156,1084.8487548828125|-0.2572592496871948,4.351567284288649e-08,0.9663424491882324|1.1723497728155508e-08,1,-4.191029390199219e-08|Landed
-299.646484375,352.7314453125,1084.8502197265625|-0.2572592496871948,7.810724866885721e-08,0.9663424491882324|2.08185308991915e-08,1,-7.528541345891426e-08|Landed
-299.646484375,352.8357238769531,1084.8502197265625|-0.2572592496871948,1.1840440805599428e-07,0.9663424491882324|3.141371252013414e-08,1,-1.1416547351927875e-07|Running
-299.646484375,352.87982177734375,1084.8502197265625|-0.2572592496871948,1.0503682545959236e-07,0.9663424491882324|2.783046149090751e-08,1,-1.0128623273431003e-07|Running
-299.646484375,352.9124450683594,1084.8502197265625|-0.2572592496871948,3.049112962116851e-08,0.9663424491882324|8.024922948379754e-09,1,-2.9416739266707737e-08|Running
-299.646484375,352.9254455566406,1084.8502197265625|-0.2572592496871948,-4.395906216814183e-08,0.9663424491882324|-1.175524033669717e-08,1,4.236067852048109e-08|Running
-299.646484375,352.9293518066406,1084.8502197265625|-0.2572592496871948,-9.353952634683083e-08,0.9663424491882324|-2.4927935271534807e-08,1,9.016119406624057e-08|Running
-299.646484375,352.93206787109375,1084.8502197265625|-0.2572592496871948,-8.968851972213088e-08,0.9663424491882324|-2.3867821496992292e-08,1,8.645827875852774e-08|Running
-299.646484375,352.9328918457031,1084.8502197265625|-0.2572592496871948,-6.108762562462289e-08,0.9663424491882324|-1.623211076662301e-08,1,5.889399190550648e-08|Running
-299.646484375,352.9334716796875,1084.8502197265625|-0.2572592496871948,-1.823208783946484e-08,0.9663424491882324|-4.790774887908356e-09,1,1.759171119886105e-08|Running
-299.646484375,352.9336242675781,1084.8502197265625|-0.2572592496871948,1.0307763531614e-08,0.9663424491882324|2.828637546414825e-09,1,-9.913742715639273e-09|Running
-299.646484375,352.9337463378906,1084.8502197265625|-0.2572592496871948,5.307182959768397e-08,0.9663424491882324|1.4245552293346009e-08,1,-5.112786993777263e-08|Running
-299.646484375,352.9338073730469,1084.8502197265625|-0.2572592496871948,8.15507661400261e-08,0.9663424491882324|2.1848700626492246e-08,1,-7.857461525873077e-08|Running
-299.646484375,352.9338073730469,1084.8502197265625|-0.2572592496871948,1.2422356121533085e-07,0.9663424491882324|3.324124620007751e-08,1,-1.197007719611065e-07|Running
-299.646484375,352.9338073730469,1084.8502197265625|-0.2572592496871948,5.853553020074287e-08,0.9663424491882324|1.564829865685624e-08,1,-5.640843170340304e-08|Running
-299.646484375,352.9338073730469,1084.8502197265625|-0.2572592496871948,1.4790273894504935e-08,0.9663424491882324|3.932189684974219e-09,1,-1.4258591640725626e-08|Running
-299.646484375,352.9338073730469,1084.8502197265625|-0.2572592496871948,-2.8917611416545697e-08,0.9663424491882324|-7.773911292474622e-09,1,2.7855239892460304e-08|Running
-299.646484375,352.9338073730469,1084.8502197265625|-0.2572592496871948,-9.440943671279456e-08,0.9663424491882324|-2.5314314200386434e-08,1,9.095853670260112e-08|Running
-299.646484375,352.9338073730469,1084.8502197265625|-0.2572592496871948,-8.516013849657611e-08,0.9663424491882324|-2.282300926026437e-08,1,8.20503203158296e-08|Running
-299.646484375,352.9338073730469,1084.8502197265625|-0.2572592496871948,-3.86180047939888e-08,0.9663424491882324|-1.0336690614565214e-08,1,3.721123675859417e-08|Running
-299.646484375,352.9338073730469,1084.8502197265625|-0.2572592496871948,-7.623048858818038e-09,0.9663424491882324|-2.0213686280357024e-09,1,7.350430486496862e-09|Running
-299.646484375,352.9338073730469,1084.8502197265625|-0.2572592496871948,3.881974208752581e-08,0.9663424491882324|1.043829378488681e-08,1,-3.739294740512378e-08|Running
-299.71875,352.94195556640625,1085.0244140625|-0.2808862626552582,-4.0860336980586e-07,0.9597410559654236|-1.0861094068559396e-07,1,3.9395629869432014e-07|Running
-299.8567810058594,352.9914245605469,1085.3465576171875|-0.30411496758461,-4.832751869798813e-07,0.9526353478431702|-1.3801655995848705e-07,1,4.6324367986017023e-07|Running
-300.0059814453125,353.1033020019531,1085.6712646484375|-0.3274201452732086,-4.5436570417223265e-07,0.944878876209259|-1.4202917952843563e-07,1,4.316558488426381e-07|Running
-300.18060302734375,354.58209228515625,1086.049560546875|-0.35436469316482544,-0.000002519571125958464,0.9351072907447815|-8.368775183953403e-07,1,0.000002377279315624037|Jumping
-300.31634521484375,355.5361633300781,1086.3291015625|-0.3697981536388397,-0.000001617379439267097,0.9291121363639832|-5.460968282022804e-07,1,0.0000015234263628371991|Freefall
-300.4818115234375,356.56866455078125,1086.665771484375|-0.3847705125808716,-3.821815255378169e-07,0.9230122566223145|-1.542260719133992e-07,1,3.4976770280081837e-07|Freefall
-300.6469421386719,357.4785461425781,1087.0025634765625|-0.3965592086315155,-6.132345475862166e-08,0.9180091619491577|-8.617995206350315e-08,1,2.9572692739066042e-08|Freefall
-300.8135681152344,358.2657775878906,1087.338623046875|-0.4065065383911133,-1.4049433616492024e-07,0.9136478900909424|-1.0906374114938444e-07,1,1.0524756532959145e-07|Freefall
-300.9526062011719,358.828125,1087.6187744140625|-0.41327354311943054,-1.6196375440813426e-07,0.9106069207191467|-7.308182858878354e-08,1,1.44695761150615e-07|Freefall
-301.1194152832031,359.39056396484375,1087.954833984375|-0.4198211431503296,-1.6608927921879513e-07,0.907606840133667|-5.299915883938411e-08,1,1.584817397315419e-07|Freefall
-301.2861633300781,359.8303527832031,1088.291015625|-0.4250178933143616,-1.6115487255774497e-07,0.9051849246025085|-5.1925059807444995e-08,1,1.5365456818017265e-07|Freefall
-301.45343017578125,360.14752197265625,1088.6263427734375|-0.42938151955604553,-1.5270572362169332e-07,0.9031231999397278|-5.718795392795073e-08,1,1.418967769950541e-07|Freefall
-301.70404052734375,360.39337158203125,1089.1295166015625|-0.43437331914901733,-1.5216976123610948e-07,0.9007329344749451|-7.079353281369549e-08,1,1.3480016036737652e-07|Freefall
-301.87109375,360.40399169921875,1089.46484375|-0.43676164746284485,-1.2122129078306898e-07,0.899577260017395|-6.156810883339858e-08,1,1.0486113666274832e-07|Freefall
-302.12139892578125,360.1899719238281,1089.9691162109375|-0.43934276700019836,-1.1116287623735843e-07,0.8983194828033447|-6.343167058275867e-08,1,9.272271483951045e-08|Freefall
-302.2880859375,359.89404296875,1090.3052978515625|-0.44049787521362305,-1.182585904757616e-07,0.8977536559104919|-7.066145002454505e-08,1,9.70559952406802e-08|Freefall
-302.5378112792969,359.2201843261719,1090.8095703125|-0.4416086673736572,-1.365604589409486e-07,0.8972077369689941|-8.483889502031161e-08,1,1.1044807735061113e-07|Freefall
-302.7318115234375,358.5053405761719,1091.2017822265625|-0.44210880994796753,-1.5362661542894784e-07,0.8969614505767822|-9.709878412422768e-08,1,1.2341487831690756e-07|Freefall
-302.92578125,357.62359619140625,1091.593994140625|-0.44244322180747986,-1.7148701658697973e-07,0.8967965245246887|-1.0970151720357535e-07,1,1.370994624494415e-07|Freefall
-303.1197509765625,356.5749206542969,1091.9862060546875|-0.44269096851348877,-1.5552866727830406e-07,0.8966742753982544|-1.0032070463239506e-07,1,1.2392192161314597e-07|Freefall
-303.3414611816406,355.1720886230469,1092.4344482421875|-0.44290176033973694,-3.994070496560198e-08,0.8965701460838318|-2.651289321420336e-08,1,3.1451076409894085e-08|Freefall
-303.4311218261719,355.3783874511719,1092.61572265625|-0.44293642044067383,8.974233622893735e-08,0.8965530395507812|5.631620680901506e-08,1,-7.227440335100255e-08|Landed
-303.4312438964844,355.5826110839844,1092.6160888671875|-0.44293662905693054,7.432263515738669e-08,0.8965529203414917|4.731996128271021e-08,1,-5.95200688735531e-08|Running
-303.4312438964844,355.64739990234375,1092.6160888671875|-0.44293662905693054,4.0305291548747846e-08,0.8965529203414917|2.656548936386116e-08,1,-3.18313233549361e-08|Running
-303.4312438964844,355.66619873046875,1092.6160888671875|-0.44293662905693054,6.346086323105737e-09,0.8965529203414917|5.846479744775479e-09,1,-4.189899094342309e-09|Running
-303.4312438964844,355.6708068847656,1092.6160888671875|-0.44293662905693054,-1.9085227620507794e-08,0.8965529203414917|-9.669541611856403e-09,1,1.651016212633749e-08|Running
-303.4312438964844,355.672607421875,1092.6160888671875|-0.44293662905693054,-4.448394008704781e-08,0.8965529203414917|-2.516567398913594e-08,1,3.718368546401507e-08|Running
-303.4312438964844,355.6733093261719,1092.6160888671875|-0.44293662905693054,-6.98500954854353e-08,0.8965529203414917|-4.06419431442373e-08,1,5.783070378129196e-08|Running
-303.4312438964844,355.673583984375,1092.6160888671875|-0.44293662905693054,-9.518372934280706e-08,0.8965529203414917|-5.609837572251308e-08,1,7.845125793437546e-08|Running
-303.4312438964844,355.6737060546875,1092.6160888671875|-0.44293662905693054,-1.204848842917272e-07,0.8965529203414917|-7.153499126388851e-08,1,9.904536568683397e-08|Running
-303.4312438964844,355.6737365722656,1092.6160888671875|-0.44293662905693054,-7.6081150268692e-08,0.8965529203414917|-4.540330067470677e-08,1,6.242839845072012e-08|Running
-303.4312438964844,355.6737365722656,1092.6160888671875|-0.44293662905693054,-2.329607085016505e-08,0.8965529203414917|-1.4157199856867919e-08,1,1.8989764427601585e-08|Running
-303.4312438964844,355.6737365722656,1092.6160888671875|-0.44293662905693054,8.213874735929494e-08,0.8965529203414917|4.825489696713703e-08,1,-6.777612782116194e-08|Running
-303.4312438964844,355.6737365722656,1092.6160888671875|-0.44293662905693054,8.644232707410993e-08,0.8965529203414917|5.098081246046604e-08,1,-7.122954315263996e-08|Running
-303.45196533203125,355.6849060058594,1092.759033203125|-0.37106701731681824,-0.0000028751910576829687,0.9286060929298401|-0.0000011561085102584912,1,0.000002634267957546399|Running
-303.4934387207031,355.76971435546875,1093.1729736328125|-0.2994271516799927,-0.00000248413925874047,0.9541191458702087|-8.07459457519144e-07,1,0.0000023501927444158355|Running
-303.540283203125,355.8552551269531,1093.64892578125|-0.24556109309196472,-0.0000012658125569942058,0.9693810939788818|-3.239444197333796e-07,1,0.0000012237337614351418|Running
-303.5689392089844,355.89306640625,1093.8863525390625|-0.22816704213619232,-7.498018135265738e-07,0.9736220240592957|-1.7450238942728902e-07,1,7.292215400411806e-07|Running
-303.6124267578125,357.1708068847656,1094.242431640625|-0.20303918421268463,-0.0000016634568282825057,0.9791706204414368|-3.2874146427275264e-07,1,0.0000016306754559991532|Jumping
-303.6873474121094,358.6837158203125,1094.7352294921875|-0.18634305894374847,-4.786612066709495e-07,0.982484757900238|-9.208526563497799e-08,1,4.6972917289167526e-07|Freefall
-303.74566650390625,359.6753234863281,1095.1058349609375|-0.179414764046669,-1.2327065590511666e-08,0.9837735295295715|-9.725418248507367e-10,1,1.2353023493005821e-08|Freefall
-303.8046569824219,360.5443115234375,1095.4764404296875|-0.1746719479560852,8.997608347272035e-08,0.9846267104148865|1.9521568361824393e-08,1,-8.79177974866252e-08|Freefall
-303.874755859375,361.40313720703125,1095.907958984375|-0.17103880643844604,1.098803892318756e-07,0.9852643013000488|2.5726215824306564e-08,1,-1.0705777953035067e-07|Freefall
-303.94775390625,362.0950622558594,1096.3394775390625|-0.16970635950565338,1.0014311868644654e-07,0.9854946732521057|2.69693707366514e-08,1,-9.697286884602363e-08|Freefall
-304.0142517089844,362.5552978515625,1096.7086181640625|-0.1708948165178299,8.740394008555086e-08,0.9852892756462097|2.7300695037979494e-08,1,-8.397370265811333e-08|Freefall
-304.0838623046875,362.8929138183594,1097.0770263671875|-0.1736573874950409,5.630710830928365e-08,0.9848061203956604|2.4551749078227658e-08,1,-5.2846459652755584e-08|Freefall
-304.15557861328125,363.10791015625,1097.4454345703125|-0.17710164189338684,-1.511857483649237e-08,0.9841925501823425|1.4945880977279558e-08,1,1.805085148021135e-08|Freefall
-304.2276306152344,363.20025634765625,1097.813232421875|-0.1801828294992447,-1.1280128120461086e-07,0.9836331605911255|-1.1272989208777062e-09,1,1.1447170322753664e-07|Freefall
-304.3134765625,363.1530456542969,1098.2421875|-0.1838855892419815,-1.5010351717137382e-07,0.9829476475715637|-1.8135271062647007e-08,1,1.4931487157809897e-07|Freefall
-304.38714599609375,362.9797058105469,1098.60986328125|-0.18653160333633423,-1.2828272133447172e-07,0.982448935508728|-2.4676896970277085e-08,1,1.2588918707479024e-07|Freefall
-304.4650573730469,362.68377685546875,1098.976806640625|-0.19051039218902588,-1.4946888882150233e-07,0.9816851615905762|-3.904158774048483e-08,1,1.4468085396401875e-07|Freefall
-304.5482177734375,362.26519775390625,1099.34228515625|-0.1964862197637558,-1.598489944854009e-07,0.9805065989494324|-4.117587693031055e-08,1,1.5477560566523607e-07|Freefall
-304.6493835449219,361.62188720703125,1099.767822265625|-0.20455043017864227,-1.650334837677292e-07,0.9788560271263123|-3.435039630517167e-08,1,1.6142016079356836e-07|Freefall
-304.75732421875,360.8116455078125,1100.1917724609375|-0.21425995230674744,-1.742569963880669e-07,0.976776659488678|-3.3364070617381e-08,1,1.7108149563682673e-07|Freefall
-304.8373107910156,359.9843444824219,1100.504638671875|-0.21618400514125824,-1.563073084298594e-07,0.9763526320457458|-3.0987369115109686e-08,1,1.5323185209581425e-07|Freefall
-304.86334228515625,359.3646545410156,1100.6064453125|-0.2162536084651947,-6.778682859476248e-08,0.976337194442749|-1.4088056943251104e-08,1,6.63092976083135e-08|Landed
-304.8653259277344,358.3329772949219,1100.6142578125|-0.21626237034797668,6.484172843101987e-08,0.9763352870941162|1.1232214269796259e-08,1,-6.392540541355629e-08|Landed
-304.8653259277344,358.0400695800781,1100.6142578125|-0.21626266837120056,1.008155265935784e-07,0.9763352274894714|1.8935738310688066e-08,1,-9.90647848198023e-08|Running
-304.8653259277344,358.12542724609375,1100.6142578125|-0.21626266837120056,1.1468281968518568e-07,0.9763352274894714|2.241777785627619e-08,1,-1.124969060128933e-07|Running
-304.8653259277344,358.1658630371094,1100.6142578125|-0.21626266837120056,1.2853234920839895e-07,0.9763352274894714|2.5895358746197417e-08,1,-1.2591182496635156e-07|Running
-304.8653259277344,358.17828369140625,1100.6142578125|-0.21626266837120056,1.377555065573688e-07,0.9763352274894714|2.8211269764710778e-08,1,-1.3484554983733688e-07|Running
-304.8653259277344,358.18707275390625,1100.6142578125|-0.21626266837120056,4.54108537439879e-08,0.9763352274894714|9.672974421448544e-09,1,-4.436893163983768e-08|Running
-304.8653259277344,358.189697265625,1100.6142578125|-0.21626266837120056,-1.6086493914713174e-08,0.9763352274894714|-2.672690957439272e-09,1,1.588439246802409e-08|Running
-304.8653259277344,358.1915283203125,1100.6142578125|-0.21626266837120056,-1.0823399065884587e-07,0.9763352274894714|-2.1171416619836236e-08,1,1.0616784607009322e-07|Running
-304.8653259277344,358.1922607421875,1100.6142578125|-0.21626266837120056,-8.301450549197398e-08,0.9763352274894714|-1.6514322354055366e-08,1,8.136864693142343e-08|Running
-304.8653259277344,358.1925354003906,1100.6142578125|-0.21626266837120056,-5.7827339361438135e-08,0.9763352274894714|-1.1863195759076461e-08,1,5.6601230369324185e-08|Running
-304.8653259277344,358.192626953125,1100.6142578125|-0.21626266837120056,-4.105383055730272e-08,0.9763352274894714|-8.765755232786887e-09,1,4.010725263015047e-08|Running
-304.8653259277344,358.19268798828125,1100.6142578125|-0.21626266837120056,-1.592043652465236e-08,0.9763352274894714|-4.124554919826551e-09,1,1.5392714658446494e-08|Running
-304.8653259277344,358.19268798828125,1100.6142578125|-0.21626266837120056,9.180746829429154e-09,0.9763352274894714|5.106993161696494e-10,1,-9.290150870810976e-09|Running
