pargoy|true|979
228.6036376953125,456.4893493652344,-681.6746215820312|-0.9635400176048279,-0.0016977866180241108,-0.2675587832927704|-0.0019679339602589607,0.9999977946281433,0.0007415204891003668|Jumping
228.63233947753906,457.5536193847656,-682.01220703125|-0.7459790110588074,-0.0025148349814116955,-0.6659647226333618|-0.004056461155414581,0.9999914765357971,0.0007676405366510153|Jumping
228.6497344970703,458.1442565917969,-682.2265014648438|-0.6337147951126099,-0.001628367230296135,-0.7735650539398193|-0.003084053983911872,0.9999951720237732,0.000421491771703586|Freefall
228.6736602783203,459.0488586425781,-682.6303100585938|-0.5211885571479797,-0.0003411301877349615,-0.8534414768218994|-0.0007287090411409736,0.9999997615814209,0.000045304470404516906|Freefall
228.68797302246094,459.70062255859375,-682.9971313476562|-0.45066678524017334,-0.0000467074460175354,-0.8926922678947449|-0.00005937498281127773,1,-0.000022347136109601706|Freefall
228.69876098632812,460.2884826660156,-683.4031982421875|-0.3898303806781769,4.323238727010903e-07,-0.9208866953849792|0.00005285520455799997,1,-0.000021905236280872487|Freefall
228.70645141601562,460.8124694824219,-683.8486938476562|-0.3364954888820648,-0.0000018089643845087267,-0.9416850805282593|0.000029694672775804065,1,-0.000012531883839983493|Freefall
228.71194458007812,461.2725830078125,-684.3328857421875|-0.28964588046073914,-0.000004814028670807602,-0.9571338891983032|0.0000065745584834076,1,-0.000007019209078862332|Freefall
228.7168426513672,461.66876220703125,-684.8326416015625|-0.24871215224266052,-0.0000047524044930469245,-0.9685774445533752|-0.0000011667759736155858,1,-0.000004606975835486082|Freefall
228.7243194580078,462.1432800292969,-685.5829467773438|-0.19602152705192566,-0.0000032788207136036362,-0.980599582195282|-0.0000014790105069550918,1,-0.000003048035978281405|Freefall
228.73081970214844,462.4289245605469,-686.2081298828125|-0.1598508059978485,-0.000002317950020369608,-0.9871411919593811|-6.310038997980882e-07,1,-0.0000022459639694716316|Freefall
228.7361297607422,462.5855407714844,-686.708251953125|-0.13582046329975128,-0.0000016919640302148764,-0.9907334446907043|-3.0342602030941634e-07,1,-0.0000016661923609717633|Freefall
228.7415313720703,462.6782531738281,-687.2083129882812|-0.11534587293863297,-0.0000012092665429008775,-0.993325412273407|-1.6372462141589494e-07,1,-0.0000011983803460680065|Freefall
228.74691772460938,462.7071228027344,-687.7083740234375|-0.0977451503276825,-8.720822393115668e-07,-0.9952114820480347|-1.0069553724179059e-07,1,-8.663884614179551e-07|Freefall
228.75225830078125,462.67205810546875,-688.2084350585938|-0.08260627835988998,-6.379884212037723e-07,-0.9965822696685791|-6.538775920716944e-08,1,-6.347564180941845e-07|Freefall
228.75645446777344,462.5731201171875,-688.7084350585938|-0.06981448829174042,-4.648904052828584e-07,-0.9975599646568298|-4.1902286085360174e-08,1,-4.6309497747643036e-07|Freefall
228.7604217529297,462.4103088378906,-689.2084350585938|-0.05891893804073334,-3.353766260261182e-07,-0.9982627630233765|-2.6087937143870477e-08,1,-3.344205197208794e-07|Freefall
228.764892578125,462.38250732421875,-689.833251953125|-0.04736866429448128,-1.3883376936973946e-07,-0.9988774657249451|-4.4399524057325834e-09,1,-1.387792281093425e-07|Landed
228.76856994628906,462.1164245605469,-690.359619140625|-0.03777724504470825,-1.280740491438337e-07,-0.9992861747741699|-1.6916128497967975e-09,1,-1.2810158978027175e-07|Landed
228.7709503173828,461.7244567871094,-690.721923828125|-0.03538006171584129,-1.0566711239334836e-07,-0.9993739128112793|-4.663743613519955e-09,1,-1.055681977391032e-07|Running
228.7718505859375,461.4413757324219,-690.860595703125|-0.03524111583828926,-9.634265296654121e-08,-0.9993788599967957|-6.616750702903573e-09,1,-9.616920948474217e-08|Running
228.77244567871094,461.0653381347656,-690.95361328125|-0.03521072119474411,-8.395851125442277e-08,-0.9993799328804016|-9.220479491034439e-09,1,-8.368574100359183e-08|Running
228.7725067138672,461.0323181152344,-690.962646484375|-0.03520841896533966,-6.8496127880735e-08,-0.9993799924850464|-1.2471802257607578e-08,1,-6.809924002482148e-08|Running
228.7725067138672,461.0521545410156,-690.9627075195312|-0.03520840033888817,-5.613839704210477e-08,-0.9993799924850464|-1.5070307668452187e-08,1,-5.564229610399707e-08|Running
228.7725067138672,461.06622314453125,-690.9627075195312|-0.03520840033888817,-4.379122842124161e-08,-0.9993799924850464|-1.7666591745069127e-08,1,-4.319599966606802e-08|Running
228.7725067138672,461.07086181640625,-690.9627075195312|-0.03520840033888817,-3.7621603610205057e-08,-0.9993799924850464|-1.8963902448376757e-08,1,-3.697683936820795e-08|Running
228.7725067138672,461.0787048339844,-690.9627075195312|-0.03520840033888817,-1.912854230567973e-08,-0.9993799924850464|-2.285250921829629e-08,1,-1.8335310159045548e-08|Running
228.7725067138672,461.080078125,-690.9627075195312|-0.03520840033888817,-1.2969457507949755e-08,-0.9993799924850464|-2.414760302826835e-08,1,-1.2126777804155608e-08|Running
228.7725067138672,461.0818176269531,-690.9627075195312|-0.03520840033888817,-6.59184429263604e-10,-0.9993799924850464|-2.6736129754567628e-08,1,2.823270228713426e-10|Running
228.7725067138672,461.082763671875,-690.9627075195312|-0.03520840033888817,1.1640567620929687e-08,-0.9993799924850464|-2.9322444916601853e-08,1,1.2680826166899806e-08|Running
228.7725067138672,461.08343505859375,-690.9627075195312|-0.03520840033888817,3.007048832159853e-08,-0.9993799924850464|-3.319777164279003e-08,1,3.1258707622328075e-08|Running
228.7725067138672,461.0837097167969,-690.9627075195312|-0.03520840033888817,4.847678525266019e-08,-0.9993799924850464|-3.706813700432576e-08,1,4.981277967885944e-08|Running
228.7725067138672,461.0837707519531,-690.9627075195312|-0.03520840033888817,6.073454272836898e-08,-0.9993799924850464|-3.964562012015449e-08,1,6.216894377075732e-08|Running
228.80081176757812,461.07647705078125,-690.7764282226562|0.514506459236145,-0.00017427296552341431,-0.8574864864349365|0.00004852367055718787,1,-0.00017412194574717432|Running
228.8301239013672,460.88568115234375,-690.4429931640625|0.8313280940055847,-0.00020539050456136465,-0.5557819604873657|0.00012858254194725305,1,-0.000177220965269953|Running
228.8597869873047,461.9897766113281,-690.0416259765625|0.9866244792938232,-0.0006051372038200498,-0.1630086749792099|0.0005655045970343053,0.9999998211860657,-0.0002895331708714366|Jumping
228.88539123535156,463.0939025878906,-689.6395263671875|0.9660360217094421,-0.0015156816225498915,0.2584029734134674|0.0016966748517006636,0.9999984502792358,-0.00047743157483637333|Jumping
228.8988037109375,463.75238037109375,-689.3986206054688|0.8696914315223694,-0.0021066993940621614,0.4935913383960724|0.002700262935832143,0.9999962449073792,-0.0004896845202893019|Jumping
228.92381286621094,464.9696350097656,-688.8712158203125|0.7070562243461609,-0.0006670599686913192,0.7071570158004761|0.0010374621488153934,0.999999463558197,-0.00009401657007401809|Freefall
228.94161987304688,465.7012939453125,-688.4718627929688|0.6235252618789673,-0.00014551087224390358,0.7818031907081604|0.00022164978145156056,1,0.000009345857506559696|Freefall
228.9603729248047,466.3690185546875,-688.033447265625|0.5505442023277283,-0.00001694470120128244,0.8348060250282288|-0.000006868903255963232,1,0.00002482772833900526|Freefall
228.98411560058594,467.11383056640625,-687.4312744140625|0.4689800441265106,-0.0000054007450671633705,0.8832087516784668|-0.000019570290533010848,1,0.00001650665217312053|Freefall
229.0030059814453,467.6378173828125,-686.9313354492188|0.411702960729599,-0.000008301251000375487,0.9113181233406067|-0.000003795897782765678,1,0.000010823918273672462|Freefall
229.0784454345703,469.0948791503906,-684.9315185546875|0.21440662443637848,-0.0000058066520978172775,0.9767444729804993|0.0000017124494888776098,1,0.000005569001586991362|Freefall
229.10752868652344,469.3777160644531,-684.1820678710938|0.17077025771141052,-0.000003220384769520024,0.9853108525276184|7.155745151976589e-07,1,0.000003144373977193027|Freefall
229.17416381835938,469.42919921875,-682.52099609375|0.1623154878616333,1.0839885788982428e-07,0.986738920211792|-2.0664650435264775e-08,1,-1.0645639036965804e-07|Freefall
229.19265747070312,469.1849670410156,-682.0618896484375|0.1623140275478363,1.603989403520245e-07,0.9867391586303711|-2.366787832386308e-08,1,-1.5866129388086847e-07|Freefall
229.2041015625,470.2776184082031,-681.7776489257812|0.16231396794319153,7.626588427456227e-08,0.9867391586303711|-7.561601123029504e-09,1,-7.60469802685293e-08|Landed
229.20657348632812,471.50518798828125,-681.7164306640625|0.16231396794319153,-8.688088826147577e-08,0.9867391586303711|2.025009848694026e-08,1,8.471744195048814e-08|Running
229.20657348632812,471.6016845703125,-681.7164306640625|0.16231396794319153,-1.1978365854758977e-08,0.9867391586303711|-7.743123475734137e-09,1,1.3413051114241625e-08|Running
229.20657348632812,471.6078796386719,-681.7164306640625|0.16231396794319153,2.537693966075949e-08,0.9867391586303711|-2.1703868924305425e-08,1,-2.214779826203994e-08|Running
229.20657348632812,471.61016845703125,-681.7164306640625|0.16231396794319153,9.989618376948783e-08,0.9867391586303711|-4.955382593152535e-08,1,-9.308732273893838e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,7.650253763813453e-08,0.9867391586303711|-3.487204480734363e-08,1,-7.179436778415038e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,-7.705286719783544e-08,0.9867391586303711|4.030220779327465e-08,1,7.145885660975182e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,-3.2392826199156843e-08,0.9867391586303711|1.4053929575652546e-08,1,3.0516350335574316e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,1.763177692737372e-08,0.9867391586303711|-1.355982615081075e-08,1,-1.563820184458109e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,4.7595250407539424e-08,0.9867391586303711|-3.009975912959817e-08,1,-4.32836166908146e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,1.0740702549583148e-07,0.9867391586303711|-6.311604039410668e-08,1,-9.846818471714869e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,-1.8832245984867768e-08,0.9867391586303711|1.2143540395470609e-08,1,1.708777830344843e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,-6.4152331447076e-08,0.9867391586303711|3.90155499019329e-08,1,5.859660134888145e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,-8.263159401167286e-08,0.9867391586303711|4.9497696608113984e-08,1,7.559994230632583e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,-5.585241424910237e-08,0.9867391586303711|3.314479002369808e-08,1,5.115085599527447e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,-1.572655428105918e-08,0.9867391586303711|8.64164562131009e-09,1,1.4516393420649365e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,2.434787660376969e-08,0.9867391586303711|-1.5830085686729944e-08,1,-2.2071112937283033e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,6.43709441305873e-08,0.9867391586303711|-4.027044298027249e-08,1,-5.8611725251012103e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,1.0434270336645568e-07,0.9867391586303711|-6.46794688918817e-08,1,-9.510550569302723e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,9.681843238240617e-08,0.9867391586303711|-5.985092599303243e-08,1,-8.827438335856641e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,5.517153311984657e-08,0.9867391586303711|-3.395168590714093e-08,1,-5.03280936925421e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,1.3560229383813294e-08,0.9867391586303711|-8.074588109252545e-09,1,-1.2414234085156295e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,-2.801551168829519e-08,0.9867391586303711|1.7780386940557946e-08,1,2.5467222997122008e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,-6.95557176300099e-08,0.9867391586303711|4.361325878221578e-08,1,6.33162997587533e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,-3.66252379535581e-08,0.9867391586303711|2.269961818512911e-08,1,3.3383464881353575e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,-6.895691573305385e-09,0.9867391586303711|4.037801648593131e-09,1,6.324163859261489e-09|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,2.2808444910538128e-08,0.9867391586303711|-1.4608060538989776e-08,1,-2.0712011661316865e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,6.731705326501469e-08,0.9867391586303711|-4.254697216765635e-08,1,-6.122295559407576e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,9.695776270746137e-08,0.9867391586303711|-6.115300976716753e-08,1,-8.820139640874913e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,7.471123097957388e-08,0.9867391586303711|-4.704711997760569e-08,1,-6.797625218268877e-08|Running
229.20657348632812,471.6103515625,-681.7164306640625|0.16231396794319153,3.7685527587427714e-08,0.9867391586303711|-2.3664187054350805e-08,1,-3.429933670417995e-08|Running
229.20657348632812,473.07232666015625,-681.7164306640625|0.16231396794319153,-2.7040226058261396e-08,0.9867391586303711|1.721220499462106e-08,1,2.457229442143216e-08|Jumping
229.20657348632812,473.996826171875,-681.7164306640625|0.16231396794319153,-7.321362716083968e-08,0.9867391586303711|4.637217188019349e-08,1,6.6569540990713e-08|Freefall
229.20657348632812,474.6645202636719,-681.7164306640625|0.16231396794319153,-1.1011681522177241e-07,0.9867391586303711|6.967769650145783e-08,1,1.0013502560468623e-07|Freefall
229.21112060546875,475.4093017578125,-681.75439453125|0.2822672128677368,-0.000012360007531242445,0.9593358039855957|0.0000028424021820683265,1,0.000012047597010678146|Freefall
229.21682739257812,475.93328857421875,-681.8300170898438|0.4046928882598877,-0.00002875746213248931,0.9144526720046997|0.000008765706297708675,1,0.000027568450605031103|Freefall
229.22682189941406,476.59942626953125,-682.018798828125|0.5779313445091248,-0.00003859653224935755,0.8160853981971741|0.000017543603462399915,1,0.00003487077992758714|Freefall
229.23956298828125,477.121826171875,-682.2977294921875|0.7284627556800842,-0.000039395039493683726,0.6850854158401489|0.000024476070393575355,1,0.00003147802271996625|Freefall
229.25927734375,477.5495910644531,-682.7367553710938|0.8670690655708313,-0.00003917463618563488,0.49818798899650574|0.00003098776869592257,1,0.00002470171602908522|Freefall
229.2805938720703,477.7605285644531,-683.2103271484375|0.9487276673316956,-0.000039143746107583866,0.3160945773124695|0.000035258050047559664,1,0.00001801188409444876|Freefall
229.30599975585938,477.8277282714844,-683.7734375|0.9926021695137024,-0.00003914491753675975,0.12141233682632446|0.00003813345028902404,1,0.000010654372090357356|Freefall
229.3249053955078,477.7926330566406,-684.1985473632812|0.9999332427978516,-0.00003914549597539008,-0.011552149429917336|0.00003921159077435732,1,0.000005494796823768411|Freefall
229.34909057617188,477.6589660644531,-684.7857055664062|0.9841760993003845,-0.00003914559056283906,-0.17719309031963348|0.00003958010711357929,1,-0.0000010824146556842607|Freefall
