pargoy|true|979
-0.11452625691890717,457.4945068359375,-55.80192565917969|-0.7573108077049255,1.0939798045228599e-07,-0.6530546545982361|8.117002181506905e-08,1,7.338903174058942e-08|Running
-0.11452851444482803,457.1506652832031,-55.80192947387695|-0.7573104500770569,-3.4688984129616074e-08,-0.6530550718307495|-4.1286817520358454e-08,1,-5.240056832889195e-09|Running
-0.11452852189540863,456.6309814453125,-55.80192947387695|-0.7573103904724121,-8.392416361857613e-08,-0.6530550718307495|-7.533226664691028e-08,1,-4.115158702688859e-08|Running
-0.11452852189540863,456.14337158203125,-55.80192947387695|-0.7573103904724121,-8.172201404477164e-08,-0.6530550718307495|-6.647412931215513e-08,1,-4.8051784773406325e-08|Running
-0.11452851444482803,455.91973876953125,-55.80192947387695|-0.7573103904724121,-7.89719720728499e-08,-0.6530550718307495|-5.5412108679320227e-08,1,-5.666873548193507e-08|Running
-0.11452850699424744,455.9239501953125,-55.80192947387695|-0.7573103904724121,-7.73233566064846e-08,-0.6530550718307495|-4.8780570693907066e-08,1,-6.183447709418033e-08|Climbing
-0.11452850699424744,455.9241943359375,-55.80192947387695|-0.7573103904724121,-7.512684163657468e-08,-0.6530550718307495|-3.9945131646845766e-08,1,-6.871698587929131e-08|Climbing
-0.11452849209308624,455.9241943359375,-55.80192947387695|-0.7573103904724121,-7.293220249948718e-08,-0.6530550718307495|-3.1117245669065596e-08,1,-7.559359715969549e-08|Climbing
-0.11452849209308624,455.9241943359375,-55.80192947387695|-0.7573103904724121,-7.128744528017705e-08,-0.6530550718307495|-2.4501286333133976e-08,1,-8.074719914930029e-08|Climbing
-0.11452848464250565,455.9241943359375,-55.80192947387695|-0.7573103904724121,-6.90960817451014e-08,-0.6530550718307495|-1.5686604015741068e-08,1,-8.76135146654633e-08|Climbing
-0.11452847719192505,455.9241943359375,-55.80192947387695|-0.7573103904724121,-6.635950455802231e-08,-0.6530550718307495|-4.6788475316361655e-09,1,-9.618815255407753e-08|Climbing
-0.11452845484018326,455.9241943359375,-55.80192947387695|-0.7573103904724121,-5.980361095225817e-08,-0.6530550718307495|2.1691807461365897e-08,1,-1.1672987909605581e-07|Climbing
-0.11452844738960266,455.9241943359375,-55.80192947387695|-0.7573103904724121,-3.428053574339174e-08,-0.6530550718307495|2.8765857251755733e-08,1,-8.58506723488972e-08|Climbing
-0.11452846974134445,455.9241943359375,-55.80192947387695|-0.7573103904724121,2.2084584827553044e-08,-0.6530550718307495|8.817901964164321e-10,1,3.279477667206265e-08|Climbing
-0.11452848464250565,455.9241943359375,-55.80192947387695|-0.7573103904724121,4.822839372309318e-08,-0.6530550718307495|-1.348655143118549e-08,1,8.949000118718686e-08|Climbing
-0.11452848464250565,455.9241943359375,-55.80192947387695|-0.7573103904724121,4.022229305178371e-08,-0.6530550718307495|-1.526240644977861e-08,1,7.92898973145384e-08|Climbing
-0.11452848464250565,455.9241943359375,-55.80192947387695|-0.7573103904724121,3.0224288849467484e-08,-0.6530550718307495|-1.7480093816857334e-08,1,6.655203321770387e-08|Climbing
-0.11452848464250565,455.9241943359375,-55.80192947387695|-0.7573103904724121,2.223357675745774e-08,-0.6530550718307495|-1.9252539118497225e-08,1,5.637154742998973e-08|Climbing
-0.11452849209308624,455.9241943359375,-55.80192947387695|-0.7573103904724121,1.2254798065214345e-08,-0.6530550718307495|-2.146596322916139e-08,1,4.3658179293970534e-08|Climbing
-0.11452849209308624,455.9241943359375,-55.80192947387695|-0.7573103904724121,4.279452348043833e-09,-0.6530550718307495|-2.323500147838331e-08,1,3.349726895862659e-08|Climbing
-0.11452849209308624,455.9241943359375,-55.80192947387695|-0.7573103904724121,-5.680142578512459e-09,-0.6530550718307495|-2.544417476713079e-08,1,2.080834526907438e-08|Climbing
-0.11452849209308624,455.9241943359375,-55.80192947387695|-0.7573103904724121,-1.3640153895266849e-08,-0.6530550718307495|-2.72098130693621e-08,1,1.0666972194428581e-08|Climbing
-0.11452849209308624,455.9241943359375,-55.80192947387695|-0.7573103904724121,-1.960569662173839e-08,-0.6530550718307495|-2.8533053253454455e-08,1,3.066634945980695e-09|Climbing
-0.11452849209308624,455.9241943359375,-55.80192947387695|-0.7573103904724121,-2.755380101859828e-08,-0.6530550718307495|-3.0296053665779255e-08,1,-7.059565376721366e-09|Climbing
-0.11452849954366684,455.9241943359375,-55.80192947387695|-0.7573103904724121,-3.7479377823501636e-08,-0.6530550718307495|-3.249768454338664e-08,1,-1.9705140630321694e-08|Climbing
-0.11452849954366684,455.9241943359375,-55.80192947387695|-0.7573103904724121,-4.5412203775185844e-08,-0.6530550718307495|-3.425730099593238e-08,1,-2.981186852935025e-08|Climbing
-0.11452849954366684,455.9241943359375,-55.80192947387695|-0.7573103904724121,-5.5318697178563525e-08,-0.6530550718307495|-3.6454704144261996e-08,1,-4.2433129010532866e-08|Climbing
-0.11452849954366684,456.0771789550781,-55.80192947387695|-0.7573103904724121,-6.52145999424647e-08,-0.6530550718307495|-3.864975894884992e-08,1,-5.504089273244972e-08|Climbing
-0.11452850699424744,456.4831237792969,-55.80192947387695|-0.7573103904724121,-7.509992627774409e-08,-0.6530550718307495|-4.084246896240984e-08,1,-6.763518456409656e-08|Climbing
-0.11452850699424744,456.8328857421875,-55.80192947387695|-0.7573103904724121,-8.300058595978044e-08,-0.6530550718307495|-4.259494801317487e-08,1,-7.77009248054128e-08|Climbing
-0.11452850699424744,457.182861328125,-55.80192947387695|-0.7573103904724121,-9.089448838039971e-08,-0.6530550718307495|-4.4345938476908486e-08,1,-8.775806037419898e-08|Climbing
-0.14330121874809265,457.4929504394531,-55.86132049560547|-0.733021080493927,-0.0000012602305332620745,-0.6802059412002563|-9.290274078921357e-07,1,-8.515566491951176e-07|Running
-0.24712732434272766,457.7557067871094,-56.066749572753906|-0.6925540566444397,-0.000003341783440191648,-0.7213659882545471|-0.000002421899807814043,1,-0.000002307409658897086|Running
-0.3253478705883026,458.1839294433594,-56.21849822998047|-0.6822081804275513,-0.0000018372571730651543,-0.7311580181121826|-0.0000013020978713029763,1,-0.0000012978799759366666|Running
-0.35556599497795105,458.594482421875,-56.27675247192383|-0.6810030341148376,-1.386534904668224e-07,-0.7322806119918823|-9.12493831606298e-08,1,-1.0448506770899257e-07|Running
-0.3573722541332245,459.0177917480469,-56.280216217041016|-0.6808559894561768,1.5580955903260474e-07,-0.7324173450469971|1.1136489774798974e-07,1,1.0920837212324841e-07|Running
-0.35738590359687805,459.2845764160156,-56.280242919921875|-0.6808465719223022,7.656789335896974e-08,-0.7324260473251343|5.1615014484696076e-08,1,5.655995494180388e-08|Running
-0.35738605260849,459.1866455078125,-56.280242919921875|-0.6808462142944336,-2.597700055062546e-09,-0.7324264049530029|-8.077496005398643e-09,1,3.961944106123383e-09|Running
-0.35738605260849,458.8465270996094,-56.280242919921875|-0.6808462142944336,-8.329577383392461e-08,-0.7324264049530029|-6.818191877755453e-08,1,-5.034549488414086e-08|Running
-0.35738605260849,458.41455078125,-56.280242919921875|-0.6808462142944336,-9.129132649832172e-08,-0.7324264049530029|-7.049511907553097e-08,1,-5.911172706873913e-08|Running
-0.35738605260849,457.9971008300781,-56.280242919921875|-0.6808462142944336,-9.768161390866226e-08,-0.7324264049530029|-7.234389443055989e-08,1,-6.611796976585538e-08|Running
-0.35738605260849,457.7999267578125,-56.280242919921875|-0.6808462142944336,-1.0406644435079215e-07,-0.7324264049530029|-7.419109238071542e-08,1,-7.311822969313653e-08|Running
-0.35738605260849,457.8518981933594,-56.280242919921875|-0.6808462142944336,-1.1044581782471141e-07,-0.7324264049530029|-7.603671292599756e-08,1,-8.011249974515522e-08|Running
-0.35738605260849,457.8940124511719,-56.280242919921875|-0.6808462142944336,-1.1522676857111946e-07,-0.7324264049530029|-7.741989094256496e-08,1,-8.535428008826784e-08|Running
-0.35738605260849,457.931884765625,-56.280242919921875|-0.6808462142944336,-1.2159659945609747e-07,-0.7324264049530029|-7.9262747476605e-08,1,-9.233809095121615e-08|Running
-0.35738605260849,457.9534606933594,-56.280242919921875|-0.6808462142944336,-1.2796098758371954e-07,-0.7324264049530029|-8.110403371119901e-08,1,-9.931593325518406e-08|Running
-0.35738605260849,457.9674072265625,-56.280242919921875|-0.6808462142944336,-1.3590883440883772e-07,-0.7324264049530029|-8.340343526924698e-08,1,-1.0802985883628935e-07|Running
-0.3573860228061676,457.9730224609375,-56.280242919921875|-0.6808462142944336,-9.01572008160656e-08,-0.7324264049530029|-5.409831160818612e-08,1,-7.280535641029928e-08|Running
-0.3573859930038452,457.9761047363281,-56.280242919921875|-0.6808462142944336,-2.7084160691970283e-08,-0.7324264049530029|-1.4441722484548336e-08,1,-2.355399608688913e-08|Running
-0.3573859632015228,457.9777526855469,-56.280242919921875|-0.6808462142944336,3.5934963449335555e-08,-0.7324264049530029|2.5180963092452657e-08,1,2.5655271684854597e-08|Running
-0.35738593339920044,457.9786682128906,-56.280242919921875|-0.6808462142944336,9.890022312220026e-08,-0.7324264049530029|6.47697788735968e-08,1,7.48224877611392e-08|Running
-0.3573859632015228,457.9791564941406,-56.280242919921875|-0.6808462142944336,8.753187330512446e-08,-0.7324264049530029|5.636477240500426e-08,1,6.711409383797218e-08|Running
-0.3573859632015228,457.9794616699219,-56.280242919921875|-0.6808462142944336,7.333510154694522e-08,-0.7324264049530029|4.5868617348787666e-08,1,5.748786691128771e-08|Running
-0.3573859632015228,457.9795837402344,-56.280242919921875|-0.6808462142944336,6.19892119857468e-08,-0.7324264049530029|3.748021626392983e-08,1,4.979469636623435e-08|Running
-0.3573859632015228,457.9797058105469,-56.280242919921875|-0.6808462142944336,3.93277268528891e-08,-0.7324264049530029|2.0725817506672684e-08,1,3.442889351390477e-08|Running
-0.3573859930038452,457.9797058105469,-56.280242919921875|-0.6808462142944336,2.8011507779979183e-08,-0.7324264049530029|1.2359358869673542e-08,1,2.6755841986414453e-08|Running
-0.3573859930038452,457.9797058105469,-56.280242919921875|-0.6808462142944336,1.67049609700598e-08,-0.7324264049530029|4.000051401220617e-09,1,1.9089346992018363e-08|Running
-0.3573859930038452,457.9797058105469,-56.280242919921875|-0.6808462142944336,5.408077541346756e-09,-0.7324264049530029|-4.352111115935031e-09,1,1.1429402313467563e-08|Running
-0.3573859930038452,457.9797058105469,-56.280242919921875|-0.6808462142944336,-5.879151387944148e-09,-0.7324264049530029|-1.269713489904234e-08,1,3.776003509869952e-09|Running
-0.3573860228061676,457.9797058105469,-56.280242919921875|-0.6808462142944336,-1.715673469959711e-08,-0.7324264049530029|-2.1035026165350246e-08,1,-3.870855636023407e-09|Running
-0.3573860228061676,457.9797058105469,-56.280242919921875|-0.6808462142944336,-3.405503790077091e-08,-0.7324264049530029|-3.3528500864576927e-08,1,-1.532889370992052e-08|Running
-0.3573860228061676,457.9797058105469,-56.280242919921875|-0.6808462142944336,-4.5308539142752124e-08,-0.7324264049530029|-4.1848583265391426e-08,1,-2.2959426360102952e-08|Running
-0.3573860228061676,457.9797058105469,-56.280242919921875|-0.6808462142944336,-5.093168198300191e-08,-0.7324264049530029|-4.6005958154182736e-08,1,-2.6772246641826314e-08|Running
-0.3573860228061676,457.9797058105469,-56.280242919921875|-0.6808462142944336,-6.217076276016087e-08,-0.7324264049530029|-5.4315378861247154e-08,1,-3.4393000447607847e-08|Running
-0.35738605260849,457.9797058105469,-56.280242919921875|-0.6808462142944336,-7.340023699953235e-08,-0.7324264049530029|-6.261769414095397e-08,1,-4.200724390557298e-08|Running
-0.35738605260849,457.9797058105469,-56.280242919921875|-0.6808462142944336,-9.022645031109278e-08,-0.7324264049530029|-7.505786214778709e-08,1,-5.341641440281819e-08|Running
-0.35738605260849,457.9797058105469,-56.280242919921875|-0.6808462142944336,-1.0703109865062288e-07,-0.7324264049530029|-8.74820784702024e-08,1,-6.481096193056146e-08|Running
-0.35738605260849,457.9797058105469,-56.280242919921875|-0.6808462142944336,-1.1262786614452125e-07,-0.7324264049530029|-9.161994540818341e-08,1,-6.860589962798258e-08|Running
-0.3573860824108124,457.9797058105469,-56.280242919921875|-0.6808462142944336,-1.2381421754525945e-07,-0.7324264049530029|-9.989037152990932e-08,1,-7.619091491051222e-08|Running
-0.35738605260849,457.9797058105469,-56.280242919921875|-0.6808462142944336,-1.0543750761371484e-07,-0.7324264049530029|-8.427423381363042e-08,1,-6.56171224022728e-08|Running
-0.3573860824108124,457.9797058105469,-56.280242919921875|-0.6808462142944336,-4.636839179283925e-08,-0.7324264049530029|-3.654585611911898e-08,1,-2.933575693475632e-08|Running
-0.3573860228061676,459.4416809082031,-56.280242919921875|-0.6808462142944336,5.6892140776199085e-08,-0.7324264049530029|4.68895713368056e-08,1,3.4088820655142626e-08|Jumping
-0.3573859632015228,460.7080078125,-56.280242919921875|-0.6808462142944336,1.2506426116942748e-07,-0.7324264049530029|1.0181349097138082e-07,1,7.610993435491764e-08|Freefall
-0.3573859930038452,461.3437805175781,-56.280242919921875|-0.6808462142944336,1.1408960176595428e-07,-0.7324264049530029|9.262658551278946e-08,1,6.966589438661686e-08|Freefall
-0.35000115633010864,461.9156494140625,-56.30596923828125|-0.6123220324516296,-0.00000754284292270313,-0.7906084656715393|-0.000004907338734483346,1,-0.000005739846983487951|Freefall
-0.32316169142723083,462.6536560058594,-56.41769790649414|-0.46943044662475586,-0.000025385730623384006,-0.8829694390296936|-0.000014582854419131763,1,-0.00002099743505823426|Freefall
-0.2803995609283447,463.2479248046875,-56.61640167236328|-0.3393106460571289,-0.000023046002752380446,-0.940674364566803|-0.000010755494258773979,1,-0.00002061983286694158|Freefall
-0.19555281102657318,463.8166809082031,-57.016441345214844|-0.19053123891353607,-0.00001397726282448275,-0.9816811084747314|-0.000004074217940797098,1,-0.000013447336641547736|Freefall
-0.05199551209807396,464.15106201171875,-57.64911651611328|-0.05428517237305641,-0.00000843276302475715,-0.9985255002975464|-0.000001096150413104624,1,-0.000008385623004869558|Freefall
0.0796644389629364,464.1943054199219,-58.176109313964844|0.01740778237581253,-0.00000589014234719798,-0.999848484992981|-2.813343940033519e-07,1,-0.000005895933099964168|Freefall
0.18810240924358368,464.14324951171875,-58.57236099243164|0.057787276804447174,-0.0000044581775000551715,-0.9983289241790771|2.9979170257377064e-09,1,-0.00000446546619059518|Freefall
0.388815313577652,463.9468994140625,-59.230533599853516|0.11089308559894562,-0.0000030672297270939453,-0.9938323497772217|1.9830146413823968e-07,1,-0.000003064137899855268|Freefall
0.545986533164978,463.73614501953125,-59.701881408691406|0.1408941149711609,-0.0000024615587790322024,-0.9900246858596802|2.4516330654478224e-07,1,-0.0000024514708911738126|Freefall
0.7490299344062805,463.3828430175781,-60.29307556152344|0.17321503162384033,-0.0000017779732388589764,-0.9848840236663818|2.430313656986982e-07,1,-0.0000017625186501391|Freefall
0.9137654304504395,463.0283203125,-60.765254974365234|0.19552738964557648,-0.0000013827891507389722,-0.9806982278823853|2.2549834000074043e-07,1,-0.0000013650458186020842|Freefall
1.209366798400879,462.2541809082031,-61.58894348144531|0.22989851236343384,-9.45648821470968e-07,-0.9732146263122559|1.917796623729373e-07,1,-9.263721949537285e-07|Freefall
1.4234148263931274,461.5814208984375,-62.17621612548828|0.25015339255332947,-7.311805916287994e-07,-0.9682062268257141|1.6496754540185066e-07,1,-7.125686920517182e-07|Freefall
1.6829432249069214,460.6423645019531,-62.879940032958984|0.2703092098236084,-4.885617386207741e-07,-0.9627735614776611|1.2170680463441386e-07,1,-4.7328185814876633e-07|Freefall
1.901046633720398,459.7500305175781,-63.46568298339844|0.2842828333377838,-3.535662926879013e-07,-0.9587404727935791|9.404273271229613e-08,1,-3.4089680411852896e-07|Freefall
2.0668280124664307,459.9389343261719,-63.9109992980957|0.2875905930995941,-1.4289419425494998e-07,-0.9577534198760986|4.03288780148614e-08,1,-1.3708745427720714e-07|Climbing
2.233130931854248,460.37322998046875,-64.35797119140625|0.2879936099052429,5.362553068266607e-08,-0.957632303237915|-1.1593344950711071e-08,1,5.251150980711827e-08|Climbing
2.4151313304901123,461.498291015625,-64.83403778076172|0.2973552644252777,-1.714130348773324e-08,-0.9547669291496277|8.256987094057422e-09,1,-1.5381811380166255e-08|Running
2.6387972831726074,462.28375244140625,-65.40872192382812|0.30857396125793457,-1.5313119661186647e-07,-0.9512003660202026|4.588240543057509e-08,1,-1.4610284893024073e-07|Running
2.8593943119049072,462.69256591796875,-65.97579956054688|0.31154486536979675,-7.420170788918767e-08,-0.9502314329147339|2.19795666112077e-08,1,-7.088176801062218e-08|Running
2.9588351249694824,462.8272705078125,-66.2315444946289|0.3116523325443268,-1.6830973947890016e-08,-0.9501962065696716|4.6938049003131255e-09,1,-1.6173647310324668e-08|Running
3.0202202796936035,462.9033508300781,-66.38941192626953|0.31166473031044006,4.0473906892657396e-08,-0.9501921534538269|-1.257240977992069e-08,1,3.847172536097787e-08|Running
3.0411744117736816,462.9506530761719,-66.44330596923828|0.31166592240333557,9.77265202095623e-08,-0.9501917362213135|-2.982291391617764e-08,1,9.306725701208052e-08|Running
3.0419139862060547,462.9893798828125,-66.44520568847656|0.31166595220565796,7.652259625956503e-08,-0.9501917362213135|-2.315900182736641e-08,1,7.293762394056102e-08|Running
3.0419158935546875,463.0014953613281,-66.4452133178711|0.31166595220565796,6.240175309812912e-08,-0.9501917362213135|-1.87211401936338e-08,1,5.953220849619356e-08|Running
3.0419158935546875,463.01007080078125,-66.4452133178711|0.31166595220565796,4.124312269482289e-08,-0.9501917362213135|-1.2071462052176685e-08,1,3.944557391832859e-08|Running
3.0419158935546875,463.0115661621094,-66.4452133178711|0.31166595220565796,3.4196276033071626e-08,-0.9501917362213135|-9.85679804443862e-09,1,3.275575366501471e-08|Running
3.0419158935546875,463.0134582519531,-66.4452133178711|0.31166595220565796,2.0111620813167974e-08,-0.9501917362213135|-5.43031042354869e-09,1,1.9384696514634925e-08|Running
3.0419158935546875,463.01446533203125,-66.4452133178711|0.31166595220565796,6.0390092926354555e-09,-0.9501917362213135|-1.0076078860166149e-09,1,6.0250706646058916e-09|Running
3.0419158935546875,463.0149841308594,-66.4452133178711|0.31166595220565796,-8.021570074845386e-09,-0.9501917362213135|3.4113136759827967e-09,1,-7.3231318786781685e-09|Running
3.0419158935546875,463.015380859375,-66.44522094726562|0.31166595220565796,-2.9089900266399127e-08,-0.9501917362213135|1.003261296261826e-08,1,-2.7324039919562892e-08|Running
3.0419158935546875,463.0155029296875,-66.44522094726562|0.31166595220565796,-4.312044410426097e-08,-0.9501917362213135|1.444209463130619e-08,1,-4.064373015921774e-08|Running
3.0419158935546875,463.01556396484375,-66.44522094726562|0.31166595220565796,-5.71389904280295e-08,-0.9501917362213135|1.8847806870780914e-08,1,-5.395202862246151e-08|Running
3.0419158935546875,463.0155944824219,-66.44522094726562|0.31166595220565796,-7.814433899966389e-08,-0.9501917362213135|2.5449311991110335e-08,1,-7.389314760075649e-08|Running
3.0419158935546875,463.0155944824219,-66.44522094726562|0.31166595220565796,-9.213294305254749e-08,-0.9501917362213135|2.9845612203871497e-08,1,-8.717301369642882e-08|Running
3.0419158935546875,463.0155944824219,-66.44522094726562|0.31166595220565796,-1.0610958156576089e-07,-0.9501917362213135|3.423815542191733e-08,1,-1.0044153242461107e-07|Running
3.0419158935546875,463.0155944824219,-66.44522094726562|0.31166595220565796,-1.2705214658126351e-07,-0.9501917362213135|4.081993054683153e-08,1,-1.2032303686737578e-07|Running
3.0419158935546875,463.0155944824219,-66.4452133178711|0.31166595220565796,8.402659013029279e-09,-0.9501917362213135|-2.8315179090299125e-09,1,7.914372268658099e-09|Running
3.0419158935546875,463.0155944824219,-66.4452133178711|0.31166595220565796,6.967433563431769e-08,-0.9501917362213135|-2.2429510693200427e-08,1,6.596965818062017e-08|Running
3.0419158935546875,463.0155944824219,-66.4452133178711|0.31166595220565796,1.7311029054667415e-08,-0.9501917362213135|-5.452293727614688e-09,1,1.6430089289087846e-08|Running
3.0419158935546875,463.0155944824219,-66.44522094726562|0.31166595220565796,-2.1902705427123692e-08,-0.9501917362213135|7.261572232408753e-09,1,-2.0669007838591824e-08|Running
3.0924596786499023,463.0159912109375,-66.57344818115234|0.3200652301311493,-1.0991302445972906e-07,-0.9473955035209656|3.473905962891877e-08,1,-1.0427984875605034e-07|Running
3.1645634174346924,464.0802307128906,-66.75666809082031|0.32869821786880493,-3.671983108688437e-07,-0.9444350004196167|1.1596517168754872e-07,1,-3.4844194374272774e-07|Jumping
3.2334787845611572,464.8597412109375,-66.92539978027344|0.33960437774658203,-3.915917829999671e-07,-0.9405683875083923|1.2566336238251097e-07,1,-3.709628799697384e-07|Freefall
3.3452954292297363,465.7442932128906,-67.18592071533203|0.35509756207466125,-3.8408779801102355e-07,-0.9348292350769043|1.2898821921680792e-07,1,-3.6186756346978655e-07|Freefall
3.4873006343841553,466.5290222167969,-67.50064849853516|0.3712262809276581,-4.111621478841698e-07,-0.92854243516922|1.4494575850676483e-07,1,-3.848552978524822e-07|Freefall
3.6242361068725586,467.0849304199219,-67.79051971435547|0.38428640365600586,-4.3364499902054376e-07,-0.9232138991355896|1.5846147505271801e-07,1,-4.0375300613959553e-07|Freefall
3.7831008434295654,467.5769348144531,-68.1135025024414|0.39684852957725525,-4.318757191867917e-07,-0.917884111404419|1.6319160067723715e-07,1,-3.9995614997678786e-07|Freefall
4.0643744468688965,468.1951599121094,-68.65877532958984|0.4144138693809509,-3.843539957415487e-07,-0.9100885391235352|1.522455050917415e-07,1,-3.530001038143382e-07|Freefall
4.34172248840332,468.6005554199219,-69.1661148071289|0.4281848669052124,-3.4545789162621077e-07,-0.9036911725997925|1.4194000641509774e-07,1,-3.1502057140642137e-07|Freefall
4.653223514556885,468.9060974121094,-69.70375061035156|0.4411314129829407,-3.104729557890096e-07,-0.8974425196647644|1.3185470493226603e-07,1,-2.81140785318712e-07|Freefall
4.94891357421875,469.3231506347656,-70.21145629882812|0.44445469975471497,-1.1226295981714429e-07,-0.895801305770874|4.989568935798161e-08,1,-1.0056536581259934e-07|Climbing
5.182498931884766,469.760498046875,-70.61267852783203|0.44467857480049133,5.73682470417225e-08,-0.8956902027130127|-2.1293187657533963e-08,1,5.3477890560316155e-08|Climbing
5.432172775268555,471.0207214355469,-71.037841796875|0.4525590240955353,4.713934131927999e-08,-0.8917344212532043|-1.5547593434916962e-08,1,4.497206163023293e-08|Running
5.806779861450195,472.092041015625,-71.66902160644531|0.4643888771533966,-1.3707989410249866e-07,-0.8856313824653625|6.337152314017658e-08,1,-1.2155267370417278e-07|Running
6.125514507293701,472.6679382324219,-72.20655822753906|0.4726209044456482,-1.2943863225700625e-07,-0.8812658190727234|5.9283106423890786e-08,1,-1.1508468844567687e-07|Running
6.346914291381836,473.0567932128906,-72.58025360107422|0.47455033659935,-1.017879043274661e-07,-0.8802283406257629|4.718961932326238e-08,1,-9.019711200153324e-08|Running
6.514753818511963,473.3817443847656,-72.86363220214844|0.4747732877731323,-6.124106732841028e-08,-0.880108118057251|2.913657404235437e-08,1,-5.3865885973891636e-08|Running
6.642610549926758,473.6900939941406,-73.07952117919922|0.47479015588760376,-1.071486810388933e-08,-0.8800990581512451|6.642061123329768e-09,1,-8.591400479929234e-09|Running
6.683362007141113,473.51080322265625,-73.14833068847656|0.4747902452945709,2.9666015421980774e-08,-0.8800989985466003|-1.1335783867139071e-08,1,2.7592232498818703e-08|Running
6.686758041381836,473.0718994140625,-73.15406799316406|0.4747902452945709,9.017696100954709e-08,-0.8800989985466003|-3.82756795147543e-08,1,8.181357458170169e-08|Running
6.686773300170898,472.81121826171875,-73.15409088134766|0.4747902452945709,9.526667810177969e-08,-0.8800989985466003|-4.099655015465942e-08,1,8.612885693537464e-08|Running
6.686773300170898,472.7875671386719,-73.15409088134766|0.4747902452945709,6.515783468330483e-08,-0.8800989985466003|-2.8501071724917892e-08,1,5.865908647706419e-08|Running
6.686773300170898,472.8082275390625,-73.15409088134766|0.4747902452945709,2.7557957693602475e-08,-0.8800989985466003|-1.2896725465338932e-08,1,2.4354894989642162e-08|Running
6.686773300170898,472.8262023925781,-73.15409088134766|0.4747902452945709,-2.5014417204261008e-08,-0.8800989985466003|8.921387184557261e-09,1,-2.3609423749348935e-08|Running
6.686773300170898,472.8354797363281,-73.15409088134766|0.4747902452945709,-9.090083352703004e-08,-0.8800989985466003|3.679716087390261e-08,1,-8.343368307350829e-08|Running
6.686773300170898,472.8362121582031,-73.15409088134766|0.4747902452945709,2.4571372492232513e-08,-0.8800989985466003|-9.176919668618666e-09,1,2.296816781210964e-08|Running
6.686773300170898,472.8362731933594,-73.15409088134766|0.4747902452945709,7.696905868215254e-08,-0.8800989985466003|-3.0038545872912437e-08,1,7.124999257257514e-08|Running
6.686773300170898,472.8362731933594,-73.15409088134766|0.4747902452945709,9.424833535831567e-08,-0.8800989985466003|-3.706539075665205e-08,1,8.709253762617664e-08|Running
6.686773300170898,472.8363342285156,-73.15409088134766|0.4747902452945709,6.600455293437335e-08,-0.8800989985466003|-2.61147050650834e-08,1,6.090854753892927e-08|Running
6.686773300170898,472.8363342285156,-73.15409088134766|0.4747902452945709,3.778491119987848e-08,-0.8800989985466003|-1.517337544498787e-08,1,3.474693244243099e-08|Running
6.686773300170898,472.8363342285156,-73.15409088134766|0.4747902452945709,-4.499350669817659e-09,-0.8800989985466003|1.22109644618007e-09,1,-4.453573954066314e-09|Running
6.686773300170898,472.8363342285156,-73.15409088134766|0.4747902452945709,-3.265875037072874e-08,-0.8800989985466003|1.2139072858019517e-08,1,-3.0559331065660444e-08|Running
6.686773300170898,472.8363342285156,-73.15409088134766|0.4747902452945709,-7.485274267082787e-08,-0.8800989985466003|2.8498549298205944e-08,1,-6.967614751829387e-08|Running
6.686773300170898,472.8363342285156,-73.15409088134766|0.4747902452945709,-1.1699265911602197e-07,-0.8800989985466003|4.4837069168579546e-08,1,-1.0874283162820575e-07|Running
6.686773300170898,474.1014404296875,-73.15409088134766|0.4747902452945709,-1.5908307204881567e-07,-0.8800989985466003|6.115640616144447e-08,1,-1.4776361467738752e-07|Jumping
6.686773300170898,475.0458984375,-73.15409088134766|0.4747902452945709,-1.247852310370945e-07,-0.8800989985466003|4.804011055625779e-08,1,-1.1586907788796452e-07|Freefall
6.686773300170898,475.8905029296875,-73.15409088134766|0.4747902452945709,-7.320029737911682e-08,-0.8800989985466003|2.8266434526358353e-08,1,-6.792379991793496e-08|Freefall
6.686773300170898,476.49432373046875,-73.15409088134766|0.4747902452945709,-3.197202147475764e-08,-0.8800989985466003|1.2462687770664616e-08,1,-2.9604464657495555e-08|Freefall
6.7355241775512695,477.2802734375,-73.17620086669922|0.5560315251350403,-0.0000063046813920664135,-0.8311612010002136|0.000003236687234675628,1,-0.000005420105480880011|Freefall
6.860450267791748,477.9224548339844,-73.24414825439453|0.6272931694984436,-0.000008875736057234462,-0.7787832021713257|0.000005012915153201902,1,-0.000007359131814155262|Freefall
7.052341938018799,478.4208984375,-73.3702163696289|0.6617369055747986,-0.000003920300514437258,-0.7497361302375793|0.0000023946131477714516,1,-0.0000031153581403486896|Freefall
7.4056830406188965,478.8618469238281,-73.63732147216797|0.6870871186256409,-6.853641707493807e-07,-0.7265750765800476|4.812171141566068e-07,1,-4.882167559117079e-07|Freefall
7.684963703155518,479.0076904296875,-73.85977172851562|0.7014200687408447,-5.024909910389397e-07,-0.7127481698989868|3.638849364051566e-07,1,-3.4690344818955055e-07|Freefall
8.011716842651367,479.0537109375,-74.12217712402344|0.7149143815040588,-5.172607870918e-07,-0.6992120146751404|3.659739888917102e-07,1,-3.655840146166156e-07|Freefall
8.387146949768066,478.9998779296875,-74.42304992675781|0.7270637154579163,-4.74679268336331e-07,-0.6865699887275696|3.378968926881498e-07,1,-3.335518385938485e-07|Freefall
