age|true|1209
29.738256454467773,286.8280334472656,-81.38235473632812|-0.713499903678894,-7.327242457222383e-08,0.7006553411483765|-6.344932046431495e-08,1,3.9964508147249944e-08|Running
29.738256454467773,286.834716796875,-81.38235473632812|-0.713499903678894,-8.773235293801918e-08,0.7006553411483765|-7.402252322208369e-08,1,4.983518664403164e-08|Running
29.738256454467773,286.84033203125,-81.38235473632812|-0.713499903678894,-1.093990675826717e-07,0.7006553411483765|-8.986538801991628e-08,1,6.4625389484263e-08|Running
29.738256454467773,286.8413391113281,-81.38235473632812|-0.713499903678894,-1.1661513354965791e-07,0.7006553411483765|-9.514182863767928e-08,1,6.95512412107746e-08|Running
29.738256454467773,286.8430480957031,-81.38235473632812|-0.713499903678894,-1.0339119427271726e-07,0.7006553411483765|-8.30729547374176e-08,1,6.296769328173468e-08|Running
29.738256454467773,286.84356689453125,-81.38235473632812|-0.713499903678894,-4.813298559724899e-08,0.7006553411483765|-3.7871945579581734e-08,1,3.0130873795997104e-08|Running
29.738256454467773,286.84393310546875,-81.38235473632812|-0.713499903678894,3.46658026728619e-08,0.7006553411483765|2.985715497061392e-08,1,-1.9071750401167264e-08|Running
29.738256454467773,286.84405517578125,-81.38235473632812|-0.713499903678894,8.980603638519824e-08,0.7006553411483765|7.496166176679253e-08,1,-5.183846241152423e-08|Running
29.738256454467773,286.8440856933594,-81.38235473632812|-0.713499903678894,1.173584749381007e-07,0.7006553411483765|9.74994591729228e-08,1,-6.821132103596028e-08|Running
29.738256454467773,286.8441467285156,-81.38235473632812|-0.713499903678894,9.24354992548615e-08,0.7006553411483765|7.638322330194569e-08,1,-5.4143708183573835e-08|Running
29.738256454467773,286.8441467285156,-81.38235473632812|-0.713499903678894,6.753382564284038e-08,0.7006553411483765|5.528503876917057e-08,1,-4.008811771427645e-08|Running
29.738256454467773,286.8441467285156,-81.38235473632812|-0.713499903678894,4.265342568032793e-08,0.7006553411483765|3.420488425831536e-08,1,-2.604453896992709e-08|Running
29.738256454467773,286.8441467285156,-81.38235473632812|-0.713499903678894,1.7794288709183093e-08,0.7006553411483765|1.3142743782168509e-08,1,-1.2012957739671037e-08|Running
29.738256454467773,286.8441467285156,-81.38235473632812|-0.713499903678894,-7.043605254608565e-09,0.7006553411483765|-7.90139775830312e-09,1,2.006634636231297e-09|Running
29.762083053588867,286.8468933105469,-81.31790161132812|-0.6123149991035461,-0.00002033346208918374,0.7906138896942139|-0.000013609553207061253,1,0.000015178241483226884|Running
29.81171226501465,286.8153381347656,-81.18159484863281|-0.49800100922584534,-0.00003431920413277112,0.8671764731407166|-0.000020936980945407413,1,0.000027552137908060104|Running
29.88787269592285,287.92266845703125,-80.97322082519531|-0.34492355585098267,-0.00010517774353502318,0.9386307597160339|-0.000050162558181909844,1,0.00009362093987874687|Jumping
29.948965072631836,288.80853271484375,-80.80696868896484|-0.21528105437755585,-0.0002388350694673136,0.9765521287918091|-0.0001000680131255649,1,0.00022250969777815044|Jumping
30.025442123413086,289.9158630371094,-80.5997314453125|-0.048151373863220215,-0.0004909473937004805,0.9988399147987366|-0.0001783048501238227,0.9999998807907104,0.0004829218960367143|Jumping
30.08664894104004,290.80169677734375,-80.43441772460938|0.08663894236087799,-0.0007479677442461252,0.9962394833564758|-0.00024045475583989173,0.9999997019767761,0.0007717022090218961|Jumping
30.147817611694336,291.68756103515625,-80.26951599121094|0.21974195539951324,-0.0010395784629508853,0.9755575060844421|-0.0002906275913119316,0.9999993443489075,0.0011310874251648784|Jumping
30.217988967895508,292.5393981933594,-80.0827407836914|0.27651262283325195,-0.0005937740206718445,0.9610100984573364|-0.0001545147824799642,0.9999997615814209,0.0006623230292461812|Freefall
30.32819175720215,293.527587890625,-79.79837799072266|0.3016793429851532,-0.00010303650924470276,0.9534094333648682|-0.00002414720984234009,1,0.00011571231880225241|Freefall
30.434539794921875,294.25677490234375,-79.5298843383789|0.31400761008262634,0.0000034936801966978237,0.9494204521179199|0.0000021797052340843948,1,-0.000004400710167828947|Freefall
30.556913375854492,294.9314880371094,-79.22499084472656|0.32359492778778076,0.000013214574209996499,0.9461957216262817|0.0000038553894228243735,1,-0.00001528453140053898|Freefall
30.695789337158203,295.55169677734375,-78.88394927978516|0.33199343085289,0.000005664370746671921,0.9432817101478577|0.0000016048744555519079,1,-0.000006569806828338187|Freefall
30.934480667114258,296.37982177734375,-78.30828094482422|0.34296825528144836,1.3481384542046726e-07,0.939346969127655|1.038143722098539e-07,1,-1.8142272040222451e-07|Freefall
31.10030174255371,296.86376953125,-77.90817260742188|0.34879496693611145,-3.230250058550155e-07,0.937199056148529|-2.2663686038981723e-08,1,3.5310532098264957e-07|Freefall
31.30935287475586,297.39208984375,-77.40845489501953|0.3551977574825287,-2.2793791742969916e-07,0.9347912073135376|4.3783017211751485e-09,1,2.4217467853304697e-07|Freefall
31.47677230834961,297.75341796875,-77.00878143310547|0.3596113622188568,-1.9328615508129587e-07,0.9331021904945374|5.6430419448361135e-08,1,1.853957058983724e-07|Freefall
31.644882202148438,298.06024169921875,-76.60939025878906|0.36354678869247437,-1.6665192958953412e-07,0.9315759539604187|8.913244187169767e-08,1,1.44108611266347e-07|Freefall
31.814294815063477,298.3125915527344,-76.21054077148438|0.3672957420349121,-1.5467827552129165e-07,0.9301041960716248|1.0383803328295471e-07,1,1.2529672233085876e-07|Freefall
31.984310150146484,298.5104064941406,-75.81195068359375|0.3707580268383026,-1.5025048583083844e-07,0.9287294745445251|1.021960898128782e-07,1,1.2098298896034976e-07|Freefall
32.15317153930664,298.65374755859375,-75.41285705566406|0.37349265813827515,-1.5603829695010063e-07,0.9276331067085266|9.310603132917095e-08,1,1.3072396143343212e-07|Freefall
32.36459732055664,298.75628662109375,-74.91416931152344|0.3764033317565918,-1.4780458457153145e-07,0.9264559149742126|7.204317142850414e-08,1,1.3026772194280056e-07|Freefall
32.53404998779297,298.7769775390625,-74.51534271240234|0.3784545361995697,-1.36739572553779e-07,0.925619900226593|5.152221049797845e-08,1,1.2666188808907464e-07|Freefall
32.7031364440918,298.7431945800781,-74.1163558959961|0.380129337310791,-1.4173819806728716e-07,0.9249333143234253|3.71920769737244e-08,1,1.379563201453493e-07|Freefall
32.87215042114258,298.6549072265625,-73.71735382080078|0.3815247416496277,-1.5742577375021938e-07,0.924358606338501|2.7009839698166616e-08,1,1.5915992435111548e-07|Freefall
33.04115676879883,298.5121154785156,-73.31835174560547|0.38271564245224,-1.4665000946934015e-07,0.9238662123680115|1.729093490610012e-08,1,1.5157228006046353e-07|Freefall
33.16790771484375,298.3692626953125,-73.01909637451172|0.3834904730319977,-1.1680260314506086e-07,0.9235448241233826|9.585772176023966e-09,1,1.2249167014033446e-07|Freefall
33.33979034423828,298.131103515625,-72.62130737304688|0.38511088490486145,-8.427834075064311e-08,0.9228702783584595|2.1325461396770606e-09,1,9.043207427339439e-08|Freefall
33.55872344970703,297.7567443847656,-72.1258544921875|0.38814276456832886,-7.189117212647034e-08,0.921599268913269|3.836008843904892e-09,1,7.639139454340693e-08|Freefall
33.82670593261719,297.19512939453125,-71.53366088867188|0.392869234085083,-1.33830667436996e-07,0.9195943474769592|3.608224830031759e-08,1,1.3011722899136657e-07|Freefall
34.01542282104492,296.7525939941406,-71.14360809326172|0.3981753885746002,-1.5516290829964419e-07,0.9173092842102051|5.389794921484281e-08,1,1.457546119354447e-07|Freefall
34.26166915893555,296.1227722167969,-70.66114044189453|0.40732795000076294,-1.7925587769695994e-07,0.9132819771766663|7.187342987435841e-08,1,1.6422072235400265e-07|Freefall
34.414939880371094,295.7040100097656,-70.37454986572266|0.4137585163116455,-1.8179387950567616e-07,0.9103866815567017|7.472957719301121e-08,1,1.657250550124445e-07|Freefall
34.625823974609375,295.0979919433594,-69.99597930908203|0.4234546422958374,-2.1736738631261687e-07,0.9059172868728638|9.119565902437898e-08,1,1.9731399447664444e-07|Freefall
34.898372650146484,294.2637939453125,-69.52786254882812|0.4368542432785034,-2.848007341071934e-07,0.8995323181152344|1.2259803838787775e-07,1,2.5707052486723114e-07|Freefall
35.12128448486328,293.5351257324219,-69.15624237060547|0.44759219884872437,-3.154257228743518e-07,0.894237756729126|1.388005301805606e-07,1,2.832576342370885e-07|Freefall
35.34792709350586,292.7519836425781,-68.78689575195312|0.4580276310443878,-3.1600498573425284e-07,0.8889379501342773|1.422399549255715e-07,1,2.821964528720855e-07|Freefall
35.57709503173828,291.914306640625,-68.41909790039062|0.4678884744644165,-2.969391914575681e-07,0.8837875127792358|1.3667204257217236e-07,1,2.636288627400063e-07|Freefall
35.984580993652344,290.3172607421875,-67.77951049804688|0.4844837188720703,-2.637738418798108e-07,0.8748002648353577|1.260422664017824e-07,1,2.3171965324308985e-07|Freefall
36.22142028808594,290.1770935058594,-67.41663360595703|0.4933432340621948,-1.8623043729348865e-07,0.8698347210884094|9.208501694502047e-08,1,1.618708722617157e-07|Landed
36.71782302856445,289.68743896484375,-66.70626068115234|0.5146814584732056,-2.445960092245514e-07,0.8573814630508423|1.250208185865631e-07,1,2.1023326723934588e-07|Running
37.23525619506836,288.9534606933594,-66.01103973388672|0.5374611020088196,-2.913076002641901e-07,0.8432885408401489|1.5500205563512282e-07,1,2.466534283485089e-07|Running
37.559627532958984,290.0267639160156,-65.5772476196289|0.5516120791435242,-9.713110102893552e-07,0.8341007828712463|5.303268153511453e-07,1,8.137821509990317e-07|Jumping
37.89530944824219,291.0149230957031,-65.15214538574219|0.564147412776947,-7.629520837326709e-07,0.8256740570068359|4.2076032968907384e-07,1,6.365480089698394e-07|Freefall
38.165836334228516,291.7441101074219,-64.81360626220703|0.5727779269218445,-4.333229242092784e-07,0.8197106122970581|2.435289729874057e-07,1,3.584617616070318e-07|Freefall
38.57354736328125,292.7357177734375,-64.3073501586914|0.5841525793075562,-2.636363660712959e-07,0.8116438388824463|1.5429931465860136e-07,1,2.1376621361923753e-07|Freefall
38.9145393371582,293.4683837890625,-63.886474609375|0.5922235250473022,-2.1712878606194863e-07,0.8057737350463867|1.2879101518592506e-07,1,1.7480803649050358e-07|Freefall
39.326351165771484,294.2351989746094,-63.383567810058594|0.6008263230323792,-1.9090153102752083e-07,0.7993795871734619|1.1438994818036008e-07,1,1.5283482923678093e-07|Freefall
39.67066955566406,294.780517578125,-62.96540832519531|0.6069932579994202,-1.9042893484311207e-07,0.7947070002555847|1.1520872078563116e-07,1,1.5162571287419269e-07|Freefall
39.946205139160156,295.15545654296875,-62.630958557128906|0.6111248135566711,-1.7420259723621712e-07,0.7915342450141907|1.062195664758292e-07,1,1.380725933586291e-07|Freefall
40.29061508178711,295.5475158691406,-62.2128791809082|0.6154565215110779,-1.6908633426737651e-07,0.7881708145141602|1.04136084644324e-07,1,1.3321363212526194e-07|Freefall
40.56643295288086,295.7998352050781,-61.878662109375|0.6184359788894653,-1.5739563252736843e-07,0.7858352065086365|9.757655305975277e-08,1,1.235001718669082e-07|Freefall
40.84228515625,295.9976501464844,-61.544471740722656|0.6209961175918579,-1.5937585828851297e-07,0.7838135957717896|9.947223134076921e-08,1,1.2452449027477996e-07|Freefall
41.049171447753906,296.1102600097656,-61.2938232421875|0.6226618885993958,-1.4994876096352527e-07,0.7824910283088684|9.392367417149217e-08,1,1.1689088807997905e-07|Freefall
41.323486328125,296.21270751953125,-60.9583740234375|0.6242218017578125,-1.3413654187388602e-07,0.7812471389770508|8.443021926041183e-08,1,1.042350774582701e-07|Freefall
41.59674072265625,296.2606506347656,-60.62205505371094|0.6252038478851318,-1.2889029221696546e-07,0.7804614901542664|8.156926156743793e-08,1,9.980360005101829e-08|Freefall
42.00568389892578,296.23040771484375,-60.116817474365234|0.626081645488739,-1.2801950788343675e-07,0.7797574996948242|8.167956622173733e-08,1,9.85965868949279e-08|Freefall
42.27835464477539,296.14208984375,-59.78002166748047|0.6265341639518738,-1.295934737299831e-07,0.7793939709663391|8.31095903208734e-08,1,9.946506906999275e-08|Freefall
42.55104064941406,295.9992980957031,-59.4432373046875|0.6269189119338989,-1.3229697515271255e-07,0.7790845036506653|8.525164929551465e-08,1,1.0120995597162619e-07|Freefall
42.890846252441406,295.7441711425781,-59.02141571044922|0.6270582675933838,-1.363785457897393e-07,0.7789723873138428|8.837272957862297e-08,1,1.0393655003326785e-07|Freefall
43.094642639160156,295.5502014160156,-58.76824951171875|0.6270711421966553,-1.3884911709283188e-07,0.7789620161056519|9.025896474668116e-08,1,1.0558965612972315e-07|Freefall
43.43324661254883,295.1588134765625,-58.34546661376953|0.6268036365509033,-1.4314788643332577e-07,0.7791772484779358|9.351741425689397e-08,1,1.0848729914414434e-07|Freefall
43.70402145385742,294.7843933105469,-58.00714111328125|0.6265416145324707,-1.470538819603462e-07,0.7793879508972168|9.64182689244808e-08,1,1.1116904374830483e-07|Freefall
43.97480010986328,294.35546875,-57.668819427490234|0.6263077855110168,-1.5135778141939227e-07,0.7795758843421936|9.956945490330327e-08,1,1.1416035050615392e-07|Freefall
44.2451171875,293.8720397949219,-57.330142974853516|0.6259955167770386,-1.5612077675086766e-07,0.7798266410827637|1.0300945518793014e-07,1,1.1750984896252703e-07|Freefall
44.51552200317383,293.3341369628906,-56.99153137207031|0.6257150173187256,-1.6148810288996174e-07,0.7800517082214355|1.0682907003456421e-07,1,1.213298475022384e-07|Freefall
44.786865234375,292.74169921875,-56.65366744995117|0.6257086396217346,-1.6711196337837464e-07,0.7800568342208862|1.1080820172537642e-07,1,1.2534766824501276e-07|Freefall
45.10288619995117,291.9245300292969,-56.260498046875|0.6257302165031433,-1.741514381592424e-07,0.7800395488739014|1.1578747916018983e-07,1,1.3037762869316794e-07|Freefall
45.327701568603516,291.2095031738281,-55.980796813964844|0.6257315874099731,-1.7977816924030776e-07,0.7800384163856506|1.1976753455655853e-07,1,1.3439829160688532e-07|Freefall
45.573726654052734,290.2390441894531,-55.67470932006836|0.6257317662239075,-1.8680481161936768e-07,0.7800382971763611|1.247378378366193e-07,1,1.394192850057152e-07|Freefall
45.72384262084961,289.4013671875,-55.48794174194336|0.6257317662239075,-9.39875022254455e-08,0.7800382971763611|6.293567622606133e-08,1,7.000508617238665e-08|Landed
45.83439636230469,288.27764892578125,-55.350399017333984|0.6257317662239075,2.1922575754729223e-08,0.7800382971763611|-1.4242732326863461e-08,1,-1.6679239323025286e-08|Landed
45.86101531982422,287.8616027832031,-55.31727981567383|0.6257317662239075,8.388295213990205e-08,0.7800382971763611|-5.562802130043565e-08,1,-6.291323018103867e-08|Running
45.86143112182617,287.93212890625,-55.31676483154297|0.6257317662239075,1.0471021028024552e-07,0.7800382971763611|-6.966787680084963e-08,1,-7.83510358814965e-08|Running
45.8614387512207,287.9983825683594,-55.31675338745117|0.6257317662239075,1.2551967643048556e-07,0.7800382971763611|-8.369573123445662e-08,1,-9.377563969792391e-08|Running
45.8614387512207,288.0388488769531,-55.31675338745117|0.6257317662239075,7.664934997819728e-08,0.7800382971763611|-5.1198018269360546e-08,1,-5.719349971400334e-08|Running
45.8614387512207,288.0570983886719,-55.31675338745117|0.6257317662239075,4.002401965408353e-08,0.7800382971763611|-2.6842968736673356e-08,1,-2.9777414312093242e-08|Running
45.8614387512207,288.0716552734375,-55.31675338745117|0.6257317662239075,-8.773226589653405e-09,0.7800382971763611|5.6061435493859335e-09,1,6.750033865188243e-09|Running
45.8614387512207,288.0795593261719,-55.31675338745117|0.6257317662239075,-5.752876219844438e-08,0.7800382971763611|3.802751180614905e-08,1,4.324625990648201e-08|Running
45.8614387512207,288.0846252441406,-55.31675338745117|0.6257317662239075,-1.0043041953622378e-07,0.7800382971763611|6.658386553226592e-08,1,7.533832757644632e-08|Running
45.8614387512207,288.086669921875,-55.31675338745117|0.6257317662239075,-7.719401651229418e-08,0.7800382971763611|5.12428712795554e-08,1,5.785577883443693e-08|Running
45.8614387512207,288.0877685546875,-55.31675338745117|0.6257317662239075,-5.397747671054276e-08,0.7800382971763611|3.591499009303334e-08,1,4.038817635887426e-08|Running
45.8614387512207,288.0885314941406,-55.31675338745117|0.6257317662239075,-1.9189867472846345e-08,0.7800382971763611|1.294773532833915e-08,1,1.4214761812070265e-08|Running
45.8614387512207,288.0888671875,-55.31675338745117|0.6257317662239075,1.5553146326396927e-08,0.7800382971763611|-9.990072769028302e-09,1,-1.1925107124000078e-08|Running
45.8614387512207,288.0889587402344,-55.31675338745117|0.6257317662239075,3.290794836630084e-08,0.7800382971763611|-2.1447945641739352e-08,1,-2.4982474755574913e-08|Running
45.8614387512207,288.0889892578125,-55.31675338745117|0.6257317662239075,6.180788858500819e-08,0.7800382971763611|-4.052807511811807e-08,1,-4.672615361300814e-08|Running
45.8614387512207,288.0889892578125,-55.31675338745117|0.6257317662239075,8.490561498319948e-08,0.7800382971763611|-5.57774981757575e-08,1,-6.410436981241219e-08|Running
45.8289680480957,288.0889892578125,-55.23832702636719|0.5200533270835876,-0.00001280814285564702,0.8541337847709656|0.000007403620202239836,1,0.000010487660802027676|Running
45.76468276977539,288.0889892578125,-55.0846061706543|0.40687769651412964,-0.000025139335775747895,0.913482666015625|0.000012826485544792376,1,0.000021807229131809436|Running
45.600582122802734,288.0889892578125,-54.70551681518555|0.2440245896577835,-0.00002248708187835291,0.9697690606117249|0.00000800402085587848,1,0.000021174015273572877|Running
45.44175338745117,288.0889892578125,-54.3559684753418|0.1484253704547882,-0.000017265707356273197,0.9889236092567444|0.000004089349658897845,1,0.00001684532981016673|Running
45.223167419433594,289.1963195800781,-53.88363265991211|0.03223191201686859,-0.00004277966945664957,0.9994804263114929|0.0000035971784200228285,1,0.00004268590419087559|Jumping
45.04829025268555,290.0821838378906,-53.5059928894043|-0.06102544069290161,-0.00010127123823622242,0.9981362223625183|0.000004409858775034081,1,0.00010172995825996622|Jumping
44.69858932495117,291.8539123535156,-52.75130844116211|-0.2449091374874115,-0.0003127958334516734,0.9695459604263306|-0.00000591678190176026,0.9999999403953552,0.0003211263392586261|Jumping
44.436431884765625,293.1827087402344,-52.18581008911133|-0.37740153074264526,-0.0005433846381492913,0.926049530506134|-0.00003779917096835561,0.9999998211860657,0.0005713723367080092|Jumping
44.24439239501953,294.0345458984375,-51.80255889892578|-0.4110761880874634,-0.000313709897454828,0.9116009473800659|-0.00002666585896804463,0.9999999403953552,0.00033210605033673346|Freefall
43.991722106933594,295.022705078125,-51.32374572753906|-0.424290269613266,-0.00005422810500022024,0.9055262207984924|-0.000005405373030953342,1,0.000057353012380190194|Freefall
43.78544998168945,295.75189208984375,-50.94268798828125|-0.4317767918109894,0.000002225626076324261,0.901980459690094|-1.0843810827054767e-07,1,-0.0000025193974124704255|Freefall
43.57413101196289,296.4266052246094,-50.564361572265625|-0.4393523931503296,0.000007175287009886233,0.8983147740364075|5.370450253394665e-07,1,-0.000007724836905254051|Freefall
43.3548469543457,297.04681396484375,-50.19060134887695|-0.44818565249443054,0.0000029809864372509765,0.8939405083656311|2.0828369429182203e-07,1,-0.000003230233687645523|Freefall
43.06965255737305,297.74542236328125,-49.730072021484375|-0.46123066544532776,8.311301513685976e-08,0.887280285358429|-8.140649754295737e-08,1,-1.3598881309917488e-07|Freefall
42.64793014526367,298.5804443359375,-49.099769592285156|-0.4834780991077423,-5.368640358938137e-07,0.8753564357757568|-2.1188269272442994e-07,1,4.962817001796793e-07|Freefall
42.19819259643555,299.24853515625,-48.48918151855469|-0.509864091873169,-6.511722858704161e-07,0.8602549433708191|-3.140362423437182e-07,1,5.708266712645127e-07|Freefall
41.788291931152344,299.6883544921875,-47.98469924926758|-0.5352172255516052,-8.230020966948359e-07,0.8447144627571106|-4.2304506564505573e-07,1,7.062517966005544e-07|Freefall
41.43890380859375,299.961181640625,-47.57068634033203|-0.5548705458641052,-8.338644761352043e-07,0.8319367170333862|-4.4418513311939023e-07,1,7.06062451172329e-07|Freefall
41.00850296020508,300.1761779785156,-47.083492279052734|-0.5774229168891907,-7.599942364322487e-07,0.8164452314376831|-4.2255086896147986e-07,1,6.320126431091921e-07|Freefall
40.720863342285156,300.25140380859375,-46.75932693481445|-0.5901625752449036,-6.628449114032264e-07,0.807284414768219|-3.7782808703923365e-07,1,5.448698630061699e-07|Freefall
40.43327713012695,300.2720947265625,-46.43513107299805|-0.6008056402206421,-5.05404273098975e-07,0.7993951439857483|-2.943484105344396e-07,1,4.110083580144419e-07|Freefall
40.07384490966797,300.2213439941406,-46.029850006103516|-0.6119794249534607,-3.3920863984349126e-07,0.790873646736145|-2.023792688987669e-07,1,2.7230225896346383e-07|Freefall
39.64353561401367,300.04803466796875,-45.54264450073242|-0.6226738691329956,-2.3553030814582598e-07,0.7824814319610596|-1.4409070558940584e-07,1,1.8634152354479738e-07|Freefall
39.29376983642578,299.8099365234375,-45.12904739379883|-0.6274375915527344,-1.7558888032453979e-07,0.7786668539047241|-1.0918493131839568e-07,1,1.375198479536266e-07|Freefall
39.02348327636719,299.5581359863281,-44.79037094116211|-0.6277230381965637,-1.502319406654351e-07,0.7784367799758911|-9.511420984154029e-08,1,1.1629276031044355e-07|Freefall
38.77503204345703,299.2518310546875,-44.436187744140625|-0.6186630725860596,-2.3897959522400924e-07,0.7856564521789551|-1.5063638159062975e-07,1,1.85560040222299e-07|Freefall
38.561790466308594,298.89105224609375,-44.062416076660156|-0.5879011750221252,-0.000001593310230418865,0.8089327216148376|-9.60213696998835e-07,1,0.0000012717983963739243|Freefall
38.38587188720703,298.4757385253906,-43.6737060546875|-0.5395013093948364,-0.000004888472176389769,0.841984748840332|-0.000002802383050948265,1,0.000004010265911347233|Freefall
38.21949768066406,297.8799743652344,-43.1710319519043|-0.468570739030838,-0.000008554624400858302,0.8834260106086731|-0.000004483857992454432,1,0.000007305218787223566|Freefall
38.112979888916016,297.1990661621094,-42.65224838256836|-0.3984309434890747,-0.000009148890967480838,0.9171983599662781|-0.000004251207428751513,1,0.00000812809776107315|Freefall
38.07102584838867,296.593017578125,-42.226749420166016|-0.3474983870983124,-0.000007984310286701657,0.9376806020736694|-0.00000329707472701557,1,0.000007293082489923108|Freefall
38.06281661987305,295.9324645996094,-41.79424285888672|-0.30167296528816223,-0.000006350463536364259,0.9534114599227905|-0.000002291617647642852,1,0.000005935678927926347|Freefall
38.0625114440918,295.2174377441406,-41.360633850097656|-0.2608073651790619,-0.00000490488355353591,0.9653908610343933|-0.0000015267003163899062,1,0.000004668273504648823|Freefall
38.06346893310547,294.4478759765625,-40.92728042602539|-0.22461357712745667,-0.00000230427986025461,0.9744479060173035|-4.795250561073772e-07,1,0.0000022541707949130796|Landed
38.06673812866211,293.62384033203125,-40.49397659301758|-0.19250991940498352,-9.430100931240304e-07,0.9812950491905212|-2.6837577493665776e-08,1,9.55720338424726e-07|Landed
38.090370178222656,292.806884765625,-39.952884674072266|-0.15290792286396027,-0.000001424851689080242,0.9882404208183289|-2.108405396938906e-07,1,0.0000014091838238527998|Running
38.13618469238281,292.87353515625,-39.41321563720703|-0.1128193736076355,-0.0000017038778423739132,0.9936155080795288|-2.402810821422463e-07,1,0.0000016875436585905845|Running
38.189144134521484,292.9629821777344,-38.98318099975586|-0.08074206858873367,-0.000001690906856310903,0.9967350363731384|-1.7820785558342322e-07,1,0.0000016820097243908094|Running
38.25495147705078,293.01904296875,-38.554908752441406|-0.048985134810209274,-0.0000016381891327910125,0.9987995028495789|-1.141434111673334e-07,1,0.0000016345601352441008|Running
38.339202880859375,294.09234619140625,-38.019874572753906|-0.00937438290566206,-0.000005271171175991185,0.9999560713768005|-1.5625704463673173e-07,1,0.000005269937901175581|Jumping
38.42109680175781,294.8896789550781,-37.594303131103516|0.01929285004734993,-0.000004726432962343097,0.9998138546943665|-8.75243770792622e-08,1,0.000004729001830128254|Freefall
38.5149040222168,295.63250732421875,-37.171138763427734|0.04638543352484703,-0.0000027008532015315723,0.9989235997200012|7.040531269097983e-09,1,0.0000027034366212319583|Freefall
38.62282943725586,296.3208312988281,-36.75135803222656|0.07387733459472656,-0.0000018030814317171462,0.9972673058509827|7.433178694782328e-08,1,0.0000018025156123258057|Freefall
38.74429702758789,296.95465087890625,-36.33528518676758|0.10196869820356369,-0.0000016684734873706475,0.9947876334190369|1.3064386905625724e-07,1,0.0000016638243778288597|Freefall
38.90766906738281,297.6702880859375,-35.81869125366211|0.13619720935821533,-0.000001696734102552,0.9906817674636841|1.9017467423054768e-07,1,0.0000016865485577000072|Freefall
39.039283752441406,298.1814880371094,-35.405731201171875|0.1600915640592575,-0.0000015309766467908048,0.9871021509170532|2.072957556720212e-07,1,0.0000015173609426710755|Freefall
39.22629165649414,298.74383544921875,-34.897342681884766|0.19178569316864014,-0.0000014297928601081367,0.9814368486404419|2.40504391513241e-07,1,0.0000014098385463512386|Freefall
39.393245697021484,299.1324157714844,-34.497379302978516|0.21850058436393738,-0.000001549827061353426,0.9758368134498596|3.0217574931157287e-07,1,0.0000015205425825115526|Freefall
39.7891960144043,299.80743408203125,-33.606136322021484|0.2762577533721924,-0.000001577374860062264,0.9610835909843445|3.967712416397262e-07,1,0.0000015271967868102365|Freefall
39.973716735839844,300.0188903808594,-33.21397399902344|0.29834407567977905,-0.0000014041852409718558,0.9544584155082703|3.860188826365629e-07,1,0.0000013505238030120381|Freefall
40.16258239746094,300.17584228515625,-32.823890686035156|0.3178303837776184,-0.000001125923063227674,0.9481475949287415|3.341406795698276e-07,1,0.0000010754897630249616|Freefall
40.35212707519531,300.2782897949219,-32.43415451049805|0.33484283089637756,-8.764682206674479e-07,0.9422739744186401|2.780695069759531e-07,1,8.313490980071947e-07|Freefall
40.541656494140625,300.32623291015625,-32.0444221496582|0.3494466245174408,-6.653753530372342e-07,0.9369562864303589|2.2305431457425584e-07,1,6.269553978199838e-07|Freefall
40.68376159667969,300.3264465332031,-31.752113342285156|0.3589271605014801,-5.335978130460717e-07,0.9333655834197998|1.8515395083795738e-07,1,5.004909553463222e-07|Freefall
40.873199462890625,300.2790222167969,-31.36236000061035|0.36995068192481995,-3.9004760310490383e-07,0.929051399230957|1.4065176401345525e-07,1,3.6382635926202056e-07|Freefall
41.0152473449707,300.2076721191406,-31.070035934448242|0.37716132402420044,-3.1032288916321704e-07,0.9261475801467896|1.1467237470697e-07,1,2.883697050037881e-07|Freefall
41.204612731933594,300.06488037109375,-30.68025779724121|0.3855644166469574,-2.4488392114108137e-07,0.9226809144020081|9.32656476493321e-08,1,2.2643148156475945e-07|Freefall
41.48518753051758,299.7485046386719,-30.093921661376953|0.3953520953655243,-2.0083260210412845e-07,0.9185296297073364|7.923366496243034e-08,1,1.8454211669904907e-07|Freefall
41.7124137878418,299.39117431640625,-29.602222442626953|0.4001144468784332,-1.7056930801118142e-07,0.916465163230896|6.878556035871952e-08,1,1.5608580383741355e-07|Freefall
41.9317626953125,298.9486999511719,-29.106966018676758|0.40153005719184875,-1.7497301030289236e-07,0.9158458709716797|7.224998910260183e-08,1,1.5937450825731503e-07|Freefall
42.13499069213867,298.4210510253906,-28.604900360107422|0.3980575203895569,-1.672203637781422e-07,0.9173604846000671|7.008895863691578e-08,1,1.5187153223905625e-07|Freefall
42.27336502075195,297.9376220703125,-28.194665908813477|0.386891633272171,-2.387241693213582e-07,0.9221251606941223|9.699900971327224e-08,1,2.1818736684053874e-07|Freefall
42.376426696777344,297.39971923828125,-27.774330139160156|0.3655187487602234,-6.881272156533669e-07,0.9308039546012878|2.650828605510469e-07,1,6.351868933052174e-07|Freefall
42.44511795043945,296.8072814941406,-27.346574783325195|0.33823299407958984,-0.000001402249040438619,0.9410623908042908|5.130274871589791e-07,1,0.0000013056798024990712|Freefall
42.495765686035156,296.1603698730469,-26.91606903076172|0.3093074858188629,-0.000001905809426716587,0.9509620666503906|6.552676268256619e-07,1,0.0000017909549114847323|Freefall
