age|true|1209
42.536888122558594,295.4589538574219,-26.484539031982422|0.2808193266391754,-0.000002041349944192916,0.9597606658935547|6.510009598059696e-07,1,0.0000019364581476111198|Freefall
42.58106994628906,294.5055236816406,-25.94450569152832|0.2474336475133896,-0.0000018583913288239273,0.9689048528671265|5.306486627887352e-07,1,0.000001782518666004762|Freefall
42.59646224975586,293.6814880371094,-25.511505126953125|0.21936942636966705,-0.0000013657351018991903,0.9756418466567993|3.1900475505608483e-07,1,0.000001328105327047524|Landed
42.581817626953125,292.9110107421875,-25.078561782836914|0.18654580414295197,-0.000001573715735503356,0.9824462532997131|2.967819909827085e-07,1,0.0000015454812682946795|Landed
42.519813537597656,292.8948974609375,-24.540645599365234|0.13747166097164154,-0.0000023987481654330622,0.9905056953430176|4.092155734269909e-07,1,0.000002364946112720645|Running
42.44193649291992,292.9718017578125,-24.114498138427734|0.0948185920715332,-0.0000028608303637156496,0.995494544506073|3.914839226126787e-07,1,0.0000028364900117594516|Running
42.340572357177734,293.0234375,-23.69328498840332|0.05027908831834793,-0.000003133936843369156,0.9987351894378662|2.9339176421672164e-07,1,0.0000031231354569172254|Running
42.22014617919922,293.0530700683594,-23.2770938873291|0.005216766148805618,-0.0000032514642498426838,0.9999864101409912|1.5689933263729472e-07,1,0.0000032506900424777996|Running
42.0843505859375,293.0694885253906,-22.865646362304688|-0.03904737904667854,-0.000003194614691892639,0.9992373585700989|9.928259103730852e-09,1,0.000003197440946678398|Running
41.91218566894531,294.1734313964844,-22.352142333984375|-0.09393392503261566,-0.000010185912287852261,0.995578408241272|-5.378217338147806e-07,1,0.000010180406206927728|Jumping
41.75870895385742,295.0116271972656,-21.946794509887695|-0.13267049193382263,-0.000009052000677911565,0.9911602139472961|-6.206399802977103e-07,1,0.000009049656910065096|Freefall
41.59620666503906,295.79534912109375,-21.54486656188965|-0.16704943776130676,-0.000004939983682561433,0.9859485030174255|-4.742425403492234e-07,1,0.0000049300360842607915|Freefall
41.4278564453125,296.5245361328125,-21.145383834838867|-0.19831568002700806,-0.0000028177130388939986,0.9801381826400757|-4.0683050883671967e-07,1,0.000002792496161418967|Freefall
41.25542449951172,297.1992492675781,-20.747671127319336|-0.2265596091747284,-0.000002035822944890242,0.9739972949028015|-3.900935894307622e-07,1,0.0000019994342892459827|Freefall
41.07756805419922,297.8194580078125,-20.352386474609375|-0.2524593770503998,-0.000001708589820736961,0.9676074981689453|-3.805227208886208e-07,1,0.0000016665055682096863|Freefall
40.89765167236328,298.3851623535156,-19.958053588867188|-0.2755548059940338,-0.0000014570722441931139,0.9612853527069092|-3.5779584095507744e-07,1,0.0000014131910575088114|Freefall
40.71758270263672,298.8963623046875,-19.56381607055664|-0.2955229580402374,-0.0000011739167575797183,0.9553356170654297|-3.124006298094173e-07,1,0.0000011321624242555117|Freefall
40.52912139892578,299.3530578613281,-19.173542022705078|-0.3148106038570404,-9.779361107575824e-07,0.9491544961929321|-2.8093552373320563e-07,1,9.371441365146893e-07|Freefall
40.3388557434082,299.7552490234375,-18.784143447875977|-0.33236420154571533,-8.545386549485556e-07,0.9431511163711548|-2.6227112925880647e-07,1,8.136227052091272e-07|Freefall
40.14855194091797,300.10296630859375,-18.394779205322266|-0.34755969047546387,-7.013711638137465e-07,0.9376578330993652|-2.271372068207711e-07,1,6.638107947765093e-07|Freefall
39.95829772949219,300.3961486816406,-18.005401611328125|-0.36057335138320923,-5.386988846112217e-07,0.9327308535575867|-1.8263536105678213e-07,1,5.069473445473704e-07|Freefall
39.768096923828125,300.6348571777344,-17.616010665893555|-0.3717009127140045,-3.996999851096916e-07,0.9283525347709656|-1.4098220901814784e-07,1,3.7410009667837585e-07|Freefall
39.57793426513672,300.8190612792969,-17.226606369018555|-0.3812170922756195,-2.935613849786023e-07,0.9244855642318726|-1.0706039432761827e-07,1,2.733932547016593e-07|Freefall
39.435340881347656,300.92144775390625,-16.93454360961914|-0.3873967230319977,-2.3270108329143113e-07,0.9219130873680115|-8.667144157925577e-08,1,2.159909087140477e-07|Freefall
39.19811248779297,301.0239562988281,-16.447574615478516|-0.3962153494358063,-2.0268436173864757e-07,0.9181575775146484|-7.812490565584085e-08,1,1.8703769910644041e-07|Freefall
39.00839614868164,301.0446472167969,-16.057968139648438|-0.4021453559398651,-1.808973451034035e-07,0.9155758619308472|-7.102852350726607e-08,1,1.6638004751712288e-07|Freefall
38.82109832763672,301.0108642578125,-15.667198181152344|-0.40657249093055725,-1.8003730417603947e-07,0.9136185050010681|-7.186797290614777e-08,1,1.6507739530879917e-07|Freefall
38.63611602783203,300.92254638671875,-15.27532958984375|-0.409621000289917,-1.6596811747149331e-07,0.9122558236122131|-6.706925148591836e-08,1,1.518161383273764e-07|Freefall
38.451473236083984,300.7797546386719,-14.88330078125|-0.41198107600212097,-1.6743980779665435e-07,0.9111924171447754|-6.842152799890755e-08,1,1.528233042336069e-07|Freefall
38.268455505371094,300.58245849609375,-14.490513801574707|-0.4135650098323822,-1.3353097472190711e-07,0.9104745984077454|-5.5064838022644835e-08,1,1.2164873908204754e-07|Freefall
38.07450866699219,300.550048828125,-14.072196960449219|-0.41474729776382446,-1.0160252372770628e-07,0.9099366068840027|-4.264052932967388e-08,1,9.222343066994654e-08|Landed
37.94212341308594,300.5498046875,-13.779714584350586|-0.4146665036678314,-7.853749650621467e-08,0.9099734425544739|-3.3715039648996026e-08,1,7.094382681316347e-08|Landed
37.81350326538086,300.5498046875,-13.487762451171875|-0.41338178515434265,-5.892618659686377e-08,0.9105578064918518|-2.6206597780742413e-08,1,5.281691528580268e-08|Running
37.658592224121094,300.5498046875,-13.121562957763672|-0.4097634255886078,-6.801873553285986e-08,0.9121918082237244|-3.0530483030588584e-08,1,6.085173964720525e-08|Running
37.53923416137695,300.5498046875,-12.82763385772705|-0.40551143884658813,-1.04895008234962e-07,0.9140899777412415|-4.505875494942302e-08,1,9.476438123101616e-08|Running
37.424530029296875,300.5498046875,-12.532756805419922|-0.3999999463558197,-1.2776018820659374e-07,0.9165151715278625|-5.228970323400972e-08,1,1.1657669318765329e-07|Running
37.31442642211914,300.5498046875,-12.236983299255371|-0.39336496591567993,-1.332800536602008e-07,0.9193823933601379|-5.251979118270356e-08,1,1.2249593339674902e-07|Running
37.207157135009766,300.5498046875,-11.940673828125|-0.38630229234695435,-1.357194321371935e-07,0.9223722219467163|-5.2314810261577804e-08,1,1.2523153714028012e-07|Running
37.10022735595703,301.4152526855469,-11.644302368164062|-0.37917232513427734,-2.831536960457015e-07,0.9253260493278503|-1.0740874500925202e-07,1,2.61991175420917e-07|Jumping
36.95258712768555,302.4204406738281,-11.239324569702148|-0.3731600046157837,-2.3373921465008607e-07,0.9277669787406921|-8.791781169747992e-08,1,2.1657571380728768e-07|Freefall
36.81126403808594,303.16326904296875,-10.877699851989746|-0.37383946776390076,-1.8941007340345095e-07,0.9274934530258179|-7.024446091463687e-08,1,1.759041197146871e-07|Freefall
36.58620071411133,304.0151672363281,-10.421737670898438|-0.40706855058670044,-0.0000011359724112480762,0.9133976101875305|-4.3847856545653485e-07,1,0.0000010482636980668758|Freefall
36.364173889160156,304.6353454589844,-10.072948455810547|-0.4457370340824127,-0.0000028277854653424583,0.8951639533042908|-0.0000011596653166634496,1,0.000002581515673227841|Freefall
36.0373649597168,305.3339538574219,-9.663450241088867|-0.49742749333381653,-0.000004459980573301436,0.8675055503845215|-0.0000020074389794899616,1,0.000003990090135630453|Freefall
35.8155517578125,305.7122497558594,-9.432612419128418|-0.5249631404876709,-0.000004621155312634073,0.8511249423027039|-0.0000021970211037114495,1,0.000004074372554896399|Freefall
35.32527542114258,306.3768615722656,-9.00912857055664|-0.5796312689781189,-0.00000431562693847809,0.8148788809776306|-0.000002297340188306407,1,0.000003661914433905622|Freefall
34.985843658447266,306.7518005371094,-8.739343643188477|-0.6113967895507812,-0.000003964976713177748,0.7913241386413574|-0.0000022530457499669865,1,0.0000032697998904041015|Freefall
34.645240783691406,307.072265625,-8.471113204956055|-0.6381848454475403,-0.0000032225120776274707,0.7698831558227539|-0.000001931463202708983,1,0.0000025846538846963085|Freefall
34.30366516113281,307.33819580078125,-8.204201698303223|-0.6609840393066406,-0.0000024692224087630166,0.7503999471664429|-0.00000154942517838208,1,0.000001925742481034831|Freefall
33.96099090576172,307.5496520996094,-7.938755035400391|-0.6805358529090881,-0.0000018762461877486203,0.7327147722244263|-0.0000012238983799761627,1,0.0000014239366237234208|Freefall
33.617698669433594,307.70660400390625,-7.674154281616211|-0.6972570419311523,-0.0000014334115121528157,0.7168211936950684|-9.650800620875088e-07,1,0.0000010609378477965947|Freefall
33.27438735961914,307.8090515136719,-7.409623146057129|-0.7114138603210449,-0.0000010879687124543125,0.7027732729911804|-7.514133812946966e-07,1,7.874556899878371e-07|Freefall
33.01694107055664,307.8501281738281,-7.211195468902588|-0.7204978466033936,-8.751874247536762e-07,0.6934571862220764|-6.141971766737697e-07,1,6.23916946551617e-07|Freefall
32.50212097167969,307.8403015136719,-6.814281463623047|-0.7359118461608887,-5.623474521598837e-07,0.6770774126052856|-4.052234316986869e-07,1,3.9011604258121224e-07|Freefall
32.15702819824219,307.765625,-6.552145004272461|-0.7447939515113831,-4.4944948740521795e-07,0.6672945022583008|-3.2863184173947957e-07,1,3.067408727019938e-07|Freefall
31.722370147705078,307.59564208984375,-6.22886323928833|-0.7550201416015625,-3.634275174135837e-07,0.6557015776634216|-2.6988675472239265e-07,1,2.4349122895728215e-07|Freefall
31.280248641967773,307.34051513671875,-5.915882587432861|-0.765715479850769,-3.6524022561934544e-07,0.6431794762611389|-2.7528477630767156e-07,1,2.401357903636381e-07|Freefall
30.924386978149414,307.0750732421875,-5.668566703796387|-0.7737442255020142,-3.693294559070637e-07,0.6334981322288513|-2.81300458482292e-07,1,2.394243381331762e-07|Freefall
30.568470001220703,307.92919921875,-5.421377182006836|-0.7807199358940125,-2.3465004517220223e-07,0.6248810887336731|-1.8187395767199632e-07,1,1.482800797703021e-07|Landed
30.301549911499023,308.638671875,-5.2359619140625|-0.7852351665496826,-1.4353214794482483e-07,0.61919766664505|-1.1389565912622857e-07,1,8.73667289624791e-08|Landed
29.92418670654297,309.39105224609375,-4.973581790924072|-0.7871260046958923,-9.458861427447118e-08,0.6167922616004944|-7.754852759944697e-08,1,5.439132877427255e-08|Running
29.703153610229492,309.7069091796875,-4.8198370933532715|-0.787246584892273,-4.909823658749701e-08,0.6166383028030396|-4.295333511095123e-08,1,2.4784979402170393e-08|Running
29.553955078125,309.8806457519531,-4.716055393218994|-0.7872605323791504,-3.6958784921381493e-09,0.6166204810142517|-8.426575881514964e-09,1,-4.764733496642748e-09|Running
29.476593017578125,309.97552490234375,-4.662241458892822|-0.7872621417045593,4.166712486153301e-08,0.6166184544563293|2.6070178904546992e-08,1,-3.4288721195707694e-08|Running
29.46537208557129,310.0355529785156,-4.6544365882873535|-0.7872622609138489,9.831151714934094e-08,0.6166183352470398|6.914596895057912e-08,1,-7.115504985222287e-08|Running
29.46531867980957,310.0497131347656,-4.6543989181518555|-0.7872622609138489,1.2095183876681403e-07,0.6166183352470398|8.63630305047991e-08,1,-8.589023536842433e-08|Running
29.465309143066406,310.0679016113281,-4.654392719268799|-0.7872622609138489,8.855707278598857e-08,0.6166183352470398|6.445752376293967e-08,1,-6.132172813977377e-08|Running
29.465309143066406,310.0807800292969,-4.654392719268799|-0.7872622609138489,4.001682185617028e-08,0.6166183352470398|3.1634353803156046e-08,1,-2.4508338469786395e-08|Running
29.465309143066406,310.0830078125,-4.654392719268799|-0.7872622609138489,2.3850567743011197e-08,0.6166183352470398|2.0702646708059547e-08,1,-1.2247698855105682e-08|Running
29.465309143066406,310.0858154296875,-4.654392242431641|-0.7872622609138489,-8.461218392596948e-09,0.6166183352470398|-1.1467536920051202e-09,1,1.2257861392583891e-08|Running
29.465309143066406,310.08734130859375,-4.654392242431641|-0.7872622609138489,-4.0745391061136615e-08,0.6166183352470398|-2.2977483027375456e-08,1,3.6742477504958515e-08|Running
29.465309143066406,310.088134765625,-4.654392242431641|-0.7872622609138489,-7.300197069071146e-08,0.6166183352470398|-4.478955517583927e-08,1,6.12061725746571e-08|Running
29.465309143066406,310.08856201171875,-4.654392242431641|-0.7872622609138489,-1.0523098126213881e-07,0.6166183352470398|-6.658298445927358e-08,1,8.564894926621491e-08|Running
29.465309143066406,310.08880615234375,-4.654392242431641|-0.7872622609138489,-1.012311869885707e-07,0.6166183352470398|-6.499023186279373e-08,1,8.119582872723186e-08|Running
29.465309143066406,310.08892822265625,-4.654392242431641|-0.7872622609138489,-6.10490289432164e-08,0.6166183352470398|-4.004125742085307e-08,1,4.7883851550523104e-08|Running
29.519697189331055,310.0889892578125,-4.614319801330566|-0.6316142082214355,-0.00005459843305288814,0.7752828598022461|-0.00003962879054597579,1,0.00003813875810010359|Running
29.63416862487793,310.0889892578125,-4.532965660095215|-0.4433479309082031,-0.00009016110561788082,0.8963496088981628|-0.00005749972478952259,1,0.00007214675861177966|Running
29.878978729248047,310.0889892578125,-4.3639607429504395|-0.20933662354946136,-0.00006954269338166341,0.9778436422348022|-0.000028171600206405856,1,0.00006508744991151616|Running
30.227638244628906,311.41778564453125,-4.12686824798584|0.07859913259744644,-0.00023652068921364844,0.9969062805175781|-0.000012734952179016545,1,0.00023825875541660935|Jumping
30.46001625061035,312.30364990234375,-3.9698755741119385|0.26820093393325806,-0.0005184003966860473,0.9633628726005554|0.000012907055861433037,0.9999998807907104,0.0005345219979062676|Jumping
30.750141143798828,313.41094970703125,-3.7747857570648193|0.4902257025241852,-0.0010128285503014922,0.8715949654579163|0.00011614083632593974,0.9999994039535522,0.0010967167327180505|Jumping
31.039609909057617,314.5182800292969,-3.580855131149292|0.683768093585968,-0.0015858877450227737,0.7296976447105408|0.0003489259397611022,0.9999982118606567,0.0018463818123564124|Jumping
31.362850189208984,315.5745544433594,-3.3832414150238037|0.761522650718689,-0.0006911353557370603,0.6481379866600037|0.00019056310702580959,0.9999996423721313,0.0008424394764006138|Freefall
31.746992111206055,316.54571533203125,-3.181572198867798|0.7987846732139587,-0.00009399731789017096,0.6016170382499695|0.000032036365155363455,1,0.00011370548600098118|Freefall
32.098854064941406,317.2613220214844,-3.019681692123413|0.8208272457122803,0.00001003781653707847,0.5711765289306641|-1.6131141933328763e-07,1,-0.000017342121282126755|Freefall
32.59004211425781,318.07916259765625,-2.826641321182251|0.8444268703460693,0.000010363673936808482,0.535670816898346|-0.000001705740942270495,1,-0.000016658177628414705|Freefall
32.99885177612305,318.672119140625,-2.6830430030822754|0.8608691692352295,0.000001593104002495238,0.5088263750076294|7.224713840514596e-07,1,-0.0000043532663767109625|Freefall
33.410980224609375,319.2106018066406,-2.5487143993377686|0.875666081905365,-0.0000017351965198031394,0.48291710019111633|0.0000016881001556612318,1,5.321506364452944e-07|Freefall
33.825889587402344,319.6945495605469,-2.423265218734741|0.8891359567642212,-0.0000021900766569160623,0.4576431214809418|0.0000017804229628382018,1,0.0000013264456129036262|Freefall
34.242950439453125,320.1240234375,-2.305222749710083|0.9012689590454102,-0.000001927579432958737,0.4332599937915802|0.0000016301860341627616,1,0.0000010578942237771116|Freefall
34.661956787109375,320.4989929199219,-2.1942989826202393|0.9121636748313904,-0.0000016477506505907513,0.4098260998725891|0.0000014620637784901191,1,7.664448276045732e-07|Freefall
35.18802261352539,320.89105224609375,-2.0647597312927246|0.9243008494377136,-0.000001416310396962217,0.3816646337509155|0.0000012962835853613797,1,5.715862698707497e-07|Freefall
