mount prambanan|true|43504
635.2225952148438,204.90797424316406,654.897216796875|0.7138490676879883,0,-0.7002996206283569|-5.102873501527938e-08,1,-5.20160412520454e-08|Running
635.2225952148438,204.90797424316406,654.897216796875|0.7126390933990479,0,-0.7015308141708374|-6.452358292108329e-08,1,-6.554527232083274e-08|Running
635.1151733398438,204.9091339111328,654.7879638671875|0.7113663554191589,0,-0.7028214335441589|-5.793708979240364e-08,1,-5.8641489886213094e-08|Running
634.8386840820312,204.91925048828125,654.5078735351562|0.7077168822288513,0,-0.7064961791038513|-3.114646673907373e-08,1,-3.12002832458802e-08|Running
634.490966796875,204.94578552246094,654.1590576171875|0.701499879360199,0,-0.7126696705818176|-3.921886815305697e-09,1.0000001192092896,-3.860418651413511e-09|Running
634.137939453125,204.98703002929688,653.8106079101562|0.6889659762382507,0,-0.7247936725616455|2.4336824111514943e-08,1,2.3133816640097393e-08|Running
633.730712890625,205.0384521484375,653.6061401367188|0.6632189750671387,0,-0.7484254837036133|5.5122125530715493e-08,1.0000001192092896,4.884660143034125e-08|Running
633.254638671875,205.1027374267578,653.6004028320312|0.6312748193740845,0,-0.7755591869354248|5.535488156738211e-08,1.0000001192092896,4.505670503363035e-08|Running
632.768798828125,205.1828155517578,653.6466064453125|0.5798516869544983,0,-0.8147221207618713|4.3693244577980295e-08,1.0000001192092896,3.109723323291291e-08|Running
632.2867431640625,205.274658203125,653.7230224609375|0.5095865726470947,0,-0.8604194521903992|2.988629432820744e-08,1.0000001192092896,1.7700266141673637e-08|Running
631.8125610351562,205.3739776611328,653.8392944335938|0.39568647742271423,0,-0.9183856844902039|1.3917431829213456e-07,1,5.996325569412875e-08|Running
631.356689453125,205.47938537597656,654.0084838867188|0.26654502749443054,0,-0.9638224840164185|3.860897095364635e-07,1,1.0677307926698631e-07|Running
630.92724609375,205.58999633789062,654.2364501953125|0.10375703126192093,0,-0.9946026802062988|6.164074193293345e-07,1,6.430366994436554e-08|Running
630.5386352539062,205.70242309570312,654.5303344726562|-0.06793276220560074,0,-0.997689962387085|7.766372505102481e-07,1.0000001192092896,-5.288127269409415e-08|Running
630.1025390625,205.81394958496094,654.6900024414062|-0.26885560154914856,0,-0.9631805419921875|9.294173537455208e-07,1.0000001192092896,-2.5943117520910164e-07|Running
629.6337280273438,205.9269561767578,654.8071899414062|-0.4511156380176544,0,-0.8924655318260193|9.807755532165174e-07,1,-4.95753795348719e-07|Running
629.1923828125,206.04286193847656,655.0074462890625|-0.5881971120834351,0,-0.808717668056488|7.712424689998443e-07,1.0000001192092896,-5.609406343864975e-07|Running
628.7890014648438,206.15957641601562,655.2793579101562|-0.6952597498893738,0,-0.7187585830688477|4.952825634063629e-07,1,-4.790899765794165e-07|Running
628.4276123046875,206.27406311035156,655.60791015625|-0.7711897492408752,0,-0.6366053819656372|2.9794230727020476e-07,1,-3.6093013022764353e-07|Running
628.105224609375,206.38316345214844,655.9776611328125|-0.8137004971504211,0,-0.5812844038009644|1.1122408238861681e-07,1,-1.5569503375445493e-07|Running
627.81396484375,206.48597717285156,656.37353515625|-0.8333907127380371,0,-0.5526844263076782|-1.2579126185130463e-08,1.0000001192092896,1.8968016490816808e-08|Running
627.53955078125,206.58387756347656,656.781982421875|-0.8361310958862305,0,-0.5485298037528992|-4.449546864293552e-08,1.0000001192092896,6.782502026680959e-08|Running
627.268798828125,206.67701721191406,657.19384765625|-0.8361310958862305,0,-0.5485298037528992|-5.696599814086767e-08,1.0000001192092896,8.683400665177032e-08|Running
626.9978637695312,206.7650604248047,657.6068115234375|-0.8361310958862305,0,-0.5485298037528992|-4.01980955189174e-08,1.0000001192092896,6.127447704784572e-08|Running
626.72705078125,206.84886169433594,658.0196533203125|-0.8361310958862305,0,-0.5485298037528992|-2.3444497898594818e-08,1.0000001192092896,3.5736754000481596e-08|Running
626.456298828125,206.93035888671875,658.4324951171875|-0.8361310958862305,0,-0.5485298037528992|-6.7052110530596565e-09,1.0000001192092896,1.0220840174213208e-08|Running
626.0990600585938,207.01048278808594,658.7188110351562|-0.8361310958862305,0,-0.5485298037528992|1.0019772567204654e-08,1.0000001192092896,-1.527327064820838e-08|Running
625.630859375,207.0891571044922,658.8425903320312|-0.8361310958862305,0,-0.5485298037528992|2.673046495260678e-08,1.0000001192092896,-4.074559356581631e-08|Running
625.147705078125,207.16705322265625,658.9434204101562|-0.8361310958862305,0,-0.5485298037528992|4.342687986991223e-08,1.0000001192092896,-6.619615788849842e-08|Running
624.664306640625,207.24542236328125,659.0437622070312|-0.8361310958862305,0,-0.5485298037528992|6.010902353636993e-08,1.0000001192092896,-9.162496894532524e-08|Running
624.1798095703125,207.324462890625,659.1443481445312|-0.8361310958862305,0,-0.5485298037528992|4.813820453364315e-08,1.0000001192092896,-7.337769147852669e-08|Running
623.694091796875,207.3989715576172,659.2451782226562|-0.8361310958862305,0,-0.5485298037528992|2.663545473069462e-08,1.0000001192092896,-4.0600767192700005e-08|Running
623.2069091796875,207.46383666992188,659.3463745117188|-0.8361310958862305,0,-0.5485298037528992|5.151077786536007e-09,1.0000001192092896,-7.851854277873827e-09|Running
622.7180786132812,207.51441955566406,659.4478759765625|-0.8361310958862305,0,-0.5485298037528992|-1.6314936956973725e-08,1.0000001192092896,2.486907035859076e-08|Running
622.2290649414062,207.5529327392578,659.5494384765625|-0.8361310958862305,0,-0.5485298037528992|-3.776260371068929e-08,1.0000001192092896,5.756202980933267e-08|Running
621.7400512695312,207.58448791503906,659.6510009765625|-0.8361310958862305,0,-0.5485298037528992|-5.9191943790892765e-08,1.0000001192092896,9.022704716699081e-08|Running
621.2510375976562,207.61175537109375,659.7525634765625|-0.8361310958862305,0,-0.5485298037528992|-5.038379313759833e-08,1.0000001192092896,7.680067426463211e-08|Running
620.7620239257812,207.63717651367188,659.8541259765625|-0.8361310958862305,0,-0.5485298037528992|-3.151441774207342e-08,1.0000001192092896,4.8037833266789676e-08|Running
620.2730102539062,207.66201782226562,659.9556884765625|-0.8361310958862305,0,-0.5485298037528992|-1.2661166337579743e-08,1.0000001192092896,1.9299578823961383e-08|Running
619.7836303710938,207.68394470214844,660.0572509765625|-0.8361310958862305,0,-0.5485298037528992|6.175968625399264e-09,1.0000001192092896,-9.414109491956424e-09|Running
619.2941284179688,207.70066833496094,660.1588134765625|-0.8361310958862305,0,-0.5485298037528992|2.4997001801807528e-08,1.0000001192092896,-3.810325566178108e-08|Running
618.8046264648438,207.71170043945312,660.2603759765625|-0.8361310958862305,0,-0.5485298037528992|4.380195051112423e-08,1.0000001192092896,-6.676788188997307e-08|Running
618.3151245117188,207.71807861328125,660.3619384765625|-0.8361310958862305,0,-0.5485298037528992|6.259082141468753e-08,1.0000001192092896,-9.540800505192237e-08|Running
617.8256225585938,207.72171020507812,660.4635009765625|-0.8361310958862305,0,-0.5485298037528992|4.312361667757614e-08,1.0000001192092896,-6.573388589004026e-08|Running
617.3361206054688,207.72377014160156,660.5650634765625|-0.8361310958862305,0,-0.5485298037528992|2.3673047522265733e-08,1.0000001192092896,-3.6085133103824774e-08|Running
616.8466186523438,207.7249298095703,660.6666259765625|-0.8361310958862305,0,-0.5485298037528992|4.239102402436856e-09,1.0000001192092896,-6.4617187156557065e-09|Running
616.3571166992188,207.7256317138672,660.7681884765625|-0.8361310958862305,0,-0.5485298037528992|-1.517823200458679e-08,1.0000001192092896,2.313637459394613e-08|Running
615.8676147460938,207.72605895996094,660.8697509765625|-0.8361310958862305,0,-0.5485298037528992|-3.457896724512466e-08,1.0000001192092896,5.270916858535202e-08|Running
615.3781127929688,207.728515625,660.9713134765625|-0.8361310958862305,0,-0.5485298037528992|-5.3963123747280406e-08,1.0000001192092896,8.225669034800376e-08|Running
614.8887329101562,207.73507690429688,661.0728759765625|-0.8361310958862305,0,-0.5485298037528992|-5.3827207580070535e-08,1.0000001192092896,8.204951029711083e-08|Running
614.3994750976562,207.74615478515625,661.1744384765625|-0.8361310958862305,0,-0.5485298037528992|-3.419624405864852e-08,1.0000001192092896,5.212577747215619e-08|Running
613.9102172851562,207.76043701171875,661.2760009765625|-0.8361310958862305,0,-0.5485298037528992|-1.4582058227574635e-08,1.0000001192092896,2.222762063297523e-08|Running
613.4209594726562,207.7770538330078,661.3775634765625|-0.8361310958862305,0,-0.5485298037528992|5.015366344451877e-09,1.0000001192092896,-7.64498775396305e-09|Running
612.9319458007812,207.79556274414062,661.4791259765625|-0.8361310958862305,0,-0.5485298037528992|2.4596042536018103e-08,1.0000001192092896,-3.749206811676231e-08|Running
612.4482421875,207.8335418701172,661.57958984375|-0.8361310958862305,0,-0.5485298037528992|4.415998589024639e-08,1.0000001192092896,-6.731364265988304e-08|Running
611.965576171875,207.8917694091797,661.679931640625|-0.8361310958862305,0,-0.5485298037528992|6.370721195025908e-08,1.0000001192092896,-9.710972648235838e-08|Running
611.4815063476562,207.95848083496094,661.780517578125|-0.8361310958862305,0,-0.5485298037528992|4.413942278347349e-08,1.0000001192092896,-6.728229351438131e-08|Running
610.9965209960938,208.026611328125,661.8812866210938|-0.8370953798294067,0,-0.5470569133758545|2.453109715361279e-08,1,-3.7536985075803386e-08|Running
610.5107421875,208.0919189453125,661.98291015625|-0.8399368524551392,0,-0.5426842570304871|5.044312967328324e-09,1.0000001192092896,-7.807310353769026e-09|Running
610.0255126953125,208.1547088623047,662.0868530273438|-0.8446452617645264,0,-0.5353265404701233|-1.3992212721802844e-08,1.0000001192092896,2.2077097483474972e-08|Running
609.5411987304688,208.21661376953125,662.1947631835938|-0.8502196073532104,0,-0.5264281630516052|-3.234152856634864e-08,1,5.223390786568416e-08|Running
609.0582275390625,208.27894592285156,662.3075561523438|-0.8592596650123596,0,-0.5115396976470947|-4.937552944284107e-08,1,8.293862663322216e-08|Running
608.5775146484375,208.34228515625,662.4281005859375|-0.8698013424873352,0,-0.4934021532535553|-4.756472549161117e-08,1,8.385018190892879e-08|Running
608.0989990234375,208.4059295654297,662.5586547851562|-0.8807903528213501,0,-0.47350645065307617|-2.916470975833363e-08,1,5.4250570258318476e-08|Running
607.6231079101562,208.4682159423828,662.7000122070312|-0.8928960561752319,0,-0.45026278495788574|-1.2210274569213198e-08,1.0000001192092896,2.421365152827093e-08|Running
607.150146484375,208.5269317626953,662.8538208007812|-0.9021270275115967,0,-0.4314706325531006|3.0496387637413136e-09,1.0000001192092896,-6.376243089079026e-09|Running
606.68017578125,208.5810546875,663.01806640625|-0.9116849303245544,0,-0.41088995337486267|1.681677552767269e-08,1,-3.73131570086116e-08|Running
606.2140502929688,208.63162231445312,663.1928100585938|-0.9180396199226379,0,-0.39648863673210144|2.9554861669112142e-08,1,-6.843205824225151e-08|Running
605.7511596679688,208.67930603027344,663.2156372070312|-0.9228076934814453,0,-0.38526105880737305|4.159074862286616e-08,1.0000001192092896,-9.962144531527883e-08|Running
605.289794921875,208.71878051757812,663.0474853515625|-0.9254838228225708,0,-0.3787873387336731|2.8372911131668843e-08,1.0000001192092896,-6.932298646233903e-08|Running
604.8273315429688,208.7474365234375,662.8580932617188|-0.9268047213554382,0,-0.37554359436035156|1.574850472252365e-08,1,-3.886576394052099e-08|Running
604.3642578125,208.7688751220703,662.670166015625|-0.9274630546569824,0,-0.37391501665115356|3.372848000893214e-09,1.0000001192092896,-8.366050074926079e-09|Running
603.900634765625,208.78416442871094,662.4830932617188|-0.9274630546569824,0,-0.37391501665115356|-8.923924710302344e-09,1.0000001192092896,2.213500494008258e-08|Running
603.43701171875,208.79347229003906,662.2960815429688|-0.9274630546569824,0,-0.37391501665115356|-2.1210189160569826e-08,1.0000001192092896,5.260999103029462e-08|Running
602.973388671875,208.79541015625,662.1090698242188|-0.928105890750885,0,-0.3723165690898895|-3.333346398903814e-08,1.0000001192092896,8.309322652166884e-08|Running
602.509521484375,208.78318786621094,661.9228515625|-0.928105890750885,0,-0.3723165690898895|-3.3410181288218155e-08,1.0000001192092896,8.328446199357131e-08|Running
602.045654296875,208.77304077148438,661.73681640625|-0.9287669062614441,0,-0.37066447734832764|-2.1280087025843386e-08,1.0000001192092896,5.332110575295701e-08|Running
601.5813598632812,208.7652587890625,661.5513916015625|-0.9287669062614441,0,-0.37066447734832764|-9.30897581241652e-09,1.0000001192092896,2.3325323894596295e-08|Running
601.1170043945312,208.75950622558594,661.3660888671875|-0.9293957352638245,0,-0.3690849244594574|2.630949680337835e-09,1.0000001192092896,-6.625015647188093e-09|Running
600.6524047851562,208.75584411621094,661.1814575195312|-0.9293957352638245,0,-0.3690849244594574|1.4521233104858311e-08,1.0000001192092896,-3.656603553281457e-08|Running
600.1878051757812,208.7473907470703,660.9968872070312|-0.9293957352638245,0,-0.3690849244594574|2.6401361097327936e-08,1.0000001192092896,-6.648148342947025e-08|Running
599.7232055664062,208.73297119140625,660.8124389648438|-0.9300509095191956,0,-0.36743053793907166|3.80895102125578e-08,1,-9.641328091447576e-08|Running
599.2586059570312,208.71446228027344,660.6287841796875|-0.930695116519928,0,-0.36579591035842896|2.6336651970382263e-08,1,-6.700838639517315e-08|Running
598.7937622070312,208.69398498535156,660.4458618164062|-0.9326058626174927,0,-0.360896497964859|1.4594113473265224e-08,1,-3.77131819107035e-08|Running
598.3281860351562,208.67010498046875,660.2651977539062|-0.9350868463516235,0,-0.35441872477531433|3.1945972533975464e-09,1,-8.428521880432527e-09|Running
597.8612060546875,208.6508026123047,660.087646484375|-0.939950168132782,0,-0.3413117527961731|-7.565743587178986e-09,1,2.083556260856767e-08|Running
597.3917846679688,208.63555908203125,659.9161376953125|-0.9446350336074829,0,-0.3281228840351105|-1.7421729836542e-08,1,5.015552773102172e-08|Running
596.919921875,208.62387084960938,659.7511596679688|-0.9496735334396362,0,-0.31324148178100586|-2.6230344118971516e-08,1.0000001192092896,7.952415614909114e-08|Running
596.4454956054688,208.6187286376953,659.5934448242188|-0.9528985619544983,0,-0.3032893240451813|-2.9739730678102205e-08,1.0000001192092896,9.343865059463496e-08|Running
595.9695434570312,208.6044464111328,659.4411010742188|-0.9549944400787354,0,-0.2966238260269165|-1.9027524444936716e-08,1,6.1260017503173e-08|Running
595.4934692382812,208.56878662109375,659.292724609375|-0.9560307264328003,0,-0.2932665944099426|-8.894915026758099e-09,1,2.8996867129649218e-08|Running
595.0178833007812,208.51904296875,659.146484375|-0.9560307264328003,0,-0.2932665944099426|1.0136681494188338e-09,1,-3.304494677891512e-09|Running
594.5435791015625,208.45704650878906,659.0009765625|-0.9560307264328003,0,-0.2932665944099426|1.0913779213694852e-08,1,-3.5578239021560876e-08|Running
594.0694580078125,208.39321899414062,658.85546875|-0.9560307264328003,0,-0.2932665944099426|2.0805424938430406e-08,1,-6.78243807783474e-08|Running
593.5953369140625,208.32937622070312,658.7099609375|-0.9560307264328003,0,-0.2932665944099426|2.6229882266193272e-08,1,-8.55077786354741e-08|Running
593.1204223632812,208.27279663085938,658.5642700195312|-0.9560307264328003,0,-0.2932665944099426|1.8279218139127806e-08,1,-5.958910520575955e-08|Running
592.6449584960938,208.2210693359375,658.4185180664062|-0.9560307264328003,0,-0.2932665944099426|1.0335350353329886e-08,1,-3.3692593603973364e-08|Running
592.1697387695312,208.1671905517578,658.2727661132812|-0.9560307264328003,0,-0.2932665944099426|2.3982735797289934e-09,1,-7.818221625655042e-09|Running
591.6948852539062,208.11004638671875,658.1270141601562|-0.9560307264328003,0,-0.2932665944099426|-5.532017510745391e-09,1,1.803403115729907e-08|Running
591.2216796875,208.03952026367188,657.9818725585938|-0.9560307264328003,0,-0.2932665944099426|-1.3455527358985364e-08,1,4.386417629120842e-08|Running
590.7496948242188,207.96035766601562,657.8370971679688|-0.9560307264328003,0,-0.2932665944099426|-2.1372267511310383e-08,1,6.967225374410191e-08|Running
590.2783813476562,207.8727569580078,657.6925659179688|-0.9555200934410095,0,-0.29492640495300293|-2.9455538452793917e-08,1.0000001192092896,9.543180112814298e-08|Running
589.8121337890625,207.75454711914062,657.5487670898438|-0.9555200934410095,0,-0.29492640495300293|-2.3462872533741574e-08,1.0000001192092896,7.601640561460954e-08|Running
589.3490600585938,207.586181640625,657.4058837890625|-0.9555200934410095,0,-0.29492640495300293|-1.2827888973276913e-08,1.0000001192092896,4.156055766202371e-08|Running
588.8888549804688,207.4436798095703,657.2638549804688|-0.9555200934410095,0,-0.29492640495300293|-2.20200346845445e-09,1.0000001192092896,7.134181245760374e-09|Running
588.4302978515625,207.3031463623047,657.1222534179688|-0.9555200934410095,0,-0.29492640495300293|8.414791530242383e-09,1.0000001192092896,-2.7262743174105708e-08|Running
587.970703125,207.16659545898438,656.9804077148438|-0.9555200934410095,0,-0.29492640495300293|1.902250623686541e-08,1.0000001192092896,-6.16302457956408e-08|Running
587.5099487304688,207.0345001220703,656.838134765625|-0.9555200934410095,0,-0.29492640495300293|2.9621144648217523e-08,1.0000001192092896,-9.596833905334279e-08|Running
587.0477905273438,206.9076385498047,656.695556640625|-0.9555200934410095,0,-0.29492640495300293|2.140290078500584e-08,1.0000001192092896,-6.934239138445264e-08|Running
586.584716796875,206.78480529785156,656.5525512695312|-0.9555200934410095,0,-0.29492640495300293|1.3191687742164504e-08,1.0000001192092896,-4.2739213057529923e-08|Running
586.1211547851562,206.66392517089844,656.4094848632812|-0.9555200934410095,0,-0.29492640495300293|4.987498858355366e-09,1.0000001192092896,-1.6158795190790443e-08|Running
585.6571655273438,206.54466247558594,656.2662353515625|-0.9555200934410095,0,-0.29492640495300293|-3.2096731938935363e-09,1.0000001192092896,1.0398889749296814e-08|Running
585.1930541992188,206.42564392089844,656.1229248046875|-0.9555200934410095,0,-0.29492640495300293|-1.1399834853875745e-08,1.0000001192092896,3.69338621908355e-08|Running
584.728759765625,206.30764770507812,655.9796142578125|-0.9555200934410095,0,-0.29492640495300293|-1.9582991228617175e-08,1.0000001192092896,6.344613723285875e-08|Running
584.2636108398438,206.19361877441406,655.8360595703125|-0.9555200934410095,0,-0.29492640495300293|-2.7759147869232947e-08,1.0000001192092896,8.993573175075653e-08|Running
583.7976684570312,206.0830535888672,655.6922607421875|-0.9555200934410095,0,-0.29492640495300293|-2.2512152142439845e-08,1.0000001192092896,7.293620996051686e-08|Running
583.3305053710938,205.99049377441406,655.5480346679688|-0.9555200934410095,0,-0.29492640495300293|-1.2799507231875396e-08,1.0000001192092896,4.1468606326589e-08|Running
582.8627319335938,205.90382385253906,655.4037475585938|-0.9549944400787354,0,-0.2966238260269165|-3.1033546843417525e-09,1,9.991397043052075e-09|Running
582.3953247070312,205.8019256591797,655.2587280273438|-0.9528985619544983,0,-0.3032893240451813|6.847201472481856e-09,1.0000001192092896,-2.151308287068332e-08|Running
581.9287109375,205.7001953125,655.1107788085938|-0.9480097889900208,0,-0.3182412385940552|1.7780866556904584e-08,1.0000001192092896,-5.2967479291510244e-08|Running
581.4638671875,205.60009765625,654.9559936523438|-0.9428991079330444,0,-0.3330787420272827|2.9782121657717653e-08,1.0000001192092896,-8.430900066969116e-08|Running
581.01416015625,205.46763610839844,654.9527587890625|-0.9350868463516235,0,-0.35441872477531433|2.7303562077918286e-08,1,-7.203683338730116e-08|Running
580.5792846679688,205.31419372558594,655.1300048828125|-0.9254838228225708,0,-0.3787873387336731|1.8505389220990764e-08,1.0000001192092896,-4.521386287592577e-08|Running
580.140380859375,205.1632080078125,655.3156127929688|-0.9095285534858704,0,-0.4156414866447449|8.364821724171634e-09,1,-1.8304342930264283e-08|Running
579.6939086914062,205.0150146484375,655.4849853515625|-0.8928960561752319,0,-0.45026278495788574|-4.088742677765822e-09,1.0000001192092896,8.108203886081355e-09|Running
579.2400512695312,204.8710174560547,655.637451171875|-0.8757761120796204,0,-0.48271748423576355|-1.8681090452332683e-08,1,3.3892398221269104e-08|Running
578.7789916992188,204.73370361328125,655.7735595703125|-0.8672121167182922,0,-0.49793893098831177|-3.410284321603285e-08,1,5.939362779372459e-08|Running
578.314697265625,204.59814453125,655.9005126953125|-0.8672121167182922,0,-0.49793893098831177|-4.892286753488406e-08,1,8.520422767333002e-08|Running
577.8499755859375,204.4630889892578,656.0262451171875|-0.8672121167182922,0,-0.49793893098831177|-4.695595379189399e-08,1,8.177865140623908e-08|Running
577.3851318359375,204.32846069335938,656.1519775390625|-0.8672121167182922,0,-0.49793893098831177|-2.8223622550171967e-08,1,4.9154358805481024e-08|Running
576.9202880859375,204.1942596435547,656.2777099609375|-0.8672121167182922,0,-0.49793893098831177|-9.50730072446504e-09,1,1.6557946125317358e-08|Running
576.4552001953125,204.0608367919922,656.4034423828125|-0.8672121167182922,0,-0.49793893098831177|9.193026784259928e-09,1,-1.6010606174177155e-08|Running
575.9859008789062,203.96653747558594,656.5303955078125|-0.8672121167182922,0,-0.49793893098831177|2.787737329867923e-08,1,-4.8551328291068785e-08|Running
575.5132446289062,203.8712158203125,656.6582641601562|-0.8672121167182922,0,-0.49793893098831177|4.654574681239865e-08,1,-8.106422910714173e-08|Running
575.03857421875,203.78082275390625,656.78662109375|-0.8672121167182922,0,-0.49793893098831177|4.773322359596932e-08,1,-8.313234189927243e-08|Running
574.5595703125,203.7206573486328,656.9161376953125|-0.8672121167182922,0,-0.49793893098831177|3.146219995642241e-08,1,-5.479467191094045e-08|Running
574.077392578125,203.70968627929688,657.0465698242188|-0.8672121167182922,0,-0.49793893098831177|1.5205083414571163e-08,1,-2.6481222548113692e-08|Running
573.6144409179688,203.71524047851562,657.0252075195312|-0.8672121167182922,0,-0.49793893098831177|-1.0381394632830165e-09,1,1.8080272834453126e-09|Running
573.177001953125,203.7200927734375,656.805908203125|-0.8663400411605835,0,-0.4994547367095947|-1.732928645026277e-08,1.0000001192092896,3.005888871143725e-08|Running
572.7437133789062,203.72300720214844,656.5568237304688|-0.8628365993499756,0,-0.5054829716682434|-3.4045644525804164e-08,1,5.811437731040314e-08|Running
572.3120727539062,203.7246551513672,656.3045654296875|-0.8619357943534851,0,-0.5070174932479858|-5.0701824960697195e-08,1,8.619370817086747e-08|Running
571.8810424804688,203.72557067871094,656.0512084960938|-0.8619357943534851,0,-0.5070174932479858|-4.946255316440329e-08,1,8.408693474848405e-08|Running
571.4501342773438,203.72605895996094,655.7977905273438|-0.8619357943534851,0,-0.5070174932479858|-3.045433771831085e-08,1,5.1772737208466424e-08|Running
571.0192260742188,203.726318359375,655.5443725585938|-0.8619357943534851,0,-0.5070174932479858|-1.146237771365577e-08,1,1.948617978086986e-08|Running
570.4805908203125,203.72650146484375,655.2276000976562|-0.8619357943534851,0,-0.5070174932479858|1.225472523458393e-08,1,-2.0833178737689195e-08|Running
570.0496826171875,203.7265625,654.9741821289062|-0.8619357943534851,0,-0.5070174932479858|3.121015268447991e-08,1,-5.3057632953823486e-08|Running
569.6187744140625,203.72659301757812,654.7207641601562|-0.8619357943534851,0,-0.5070174932479858|5.014936732550268e-08,1,-8.525451988816712e-08|Running
569.2955932617188,203.72659301757812,654.5307006835938|-0.8619357943534851,0,-0.5070174932479858|4.7062151509180694e-08,1,-8.000621676274022e-08|Running
568.8646850585938,203.72659301757812,654.2772827148438|-0.8610747456550598,0,-0.5084784030914307|3.1514790777009694e-08,1,-5.336822894719262e-08|Running
568.43408203125,203.72659301757812,654.023193359375|-0.8601685762405396,0,-0.5100098252296448|1.5885465387555087e-08,1,-2.6791990848096248e-08|Running
568.00390625,203.72659301757812,653.7683715820312|-0.8574767708778381,0,-0.5145226716995239|1.506804681028484e-10,1,-2.511162666696265e-10|Running
567.5516357421875,203.72659301757812,653.6649780273438|-0.852963387966156,0,-0.5219708681106567|-1.5980074152821544e-08,1.0000001192092896,2.611336924474017e-08|Running
567.06982421875,203.72659301757812,653.7549438476562|-0.8465171456336975,0,-0.5323615670204163|-3.279544102952059e-08,1.0000001192092896,5.2148589446687765e-08|Running
566.5825805664062,203.72659301757812,653.8662719726562|-0.8370953798294067,0,-0.5470569133758545|-5.0718259814175326e-08,1,7.76080497644216e-08|Running
566.093505859375,203.72659301757812,653.9700927734375|-0.8224447965621948,0,-0.5688449144363403|-6.064868784960709e-08,1,8.768681425408431e-08|Running
565.6019897460938,203.72659301757812,654.0616455078125|-0.806218683719635,0,-0.5916176438331604|-4.030214739714211e-08,1,5.4921187597756216e-08|Running
565.1080932617188,203.72659301757812,654.1395874023438|-0.7872409224510193,0,-0.6166456341743469|-1.811677741159201e-08,1.0000001192092896,2.312879132659873e-08|Running
564.6119995117188,203.72659301757812,654.2021484375|-0.7641081213951111,0,-0.6450881958007812|6.196997581753294e-09,1,-7.3403549905037835e-09|Running
564.114013671875,203.72659301757812,654.2469482421875|-0.7363809943199158,0,-0.6765671968460083|3.302415052530705e-08,1.0000001192092896,-3.594374220483587e-08|Running
563.6146850585938,203.72659301757812,654.2711791992188|-0.7061601877212524,0,-0.7080522179603577|6.243045902465383e-08,1.0000001192092896,-6.226363780115207e-08|Running
563.11474609375,203.72659301757812,654.2737426757812|-0.6835329532623291,0,-0.7299196720123291|7.968926496459972e-08,1,-7.462497819687997e-08|Running
562.614990234375,203.72659301757812,654.2597045898438|-0.6615671515464783,0,-0.7498859763145447|5.616065124058878e-08,1.0000001192092896,-4.954625509867583e-08|Running
562.1159057617188,203.72659301757812,654.2306518554688|-0.6430675387382507,0,-0.7658094763755798|3.1107063591662154e-08,1,-2.612130600709861e-08|Running
561.61767578125,203.72659301757812,654.1890258789062|-0.6282390356063843,0,-0.7780203223228455|4.9613202435239145e-09,1,-4.006186937743905e-09|Running
561.1203002929688,203.72659301757812,654.1375122070312|-0.6131501793861389,0,-0.7899664640426636|-2.1980117281827916e-08,1,1.7060360235632288e-08|Running
560.6240234375,203.72659301757812,654.0764770507812|-0.600654125213623,0,-0.7995090484619141|-4.9550674674492257e-08,1,3.722636776615218e-08|Running
560.1288452148438,203.72659301757812,654.0073852539062|-0.5880193114280701,0,-0.8088469505310059|-7.770715626520541e-08,1.0000001192092896,5.6491906264000136e-08|Running
559.634765625,203.72659301757812,653.9304809570312|-0.5766736268997192,0,-0.8169746398925781|-7.804597146332526e-08,1,5.508990241764877e-08|Running
559.1419067382812,203.72659301757812,653.8465576171875|-0.5637382864952087,0,-0.8259535431861877|-4.996724456418633e-08,1.0000001192092896,3.410415416738033e-08|Running
558.6503295898438,203.72659301757812,653.7550048828125|-0.5477935671806335,0,-0.8366135954856873|-2.1406005856761112e-08,1.0000001192092896,1.4016115379433813e-08|Running
558.1605834960938,203.72659301757812,653.6542358398438|-0.5345394015312195,0,-0.8451435565948486|7.781398636552694e-09,1,-4.921606677754653e-09|Running
557.6725463867188,203.72659301757812,653.5455932617188|-0.5226937532424927,0,-0.8525205850601196|3.741499909892809e-08,1.0000001192092896,-2.2939723010040325e-08|Running
557.1860961914062,203.72659301757812,653.4299926757812|-0.5092083811759949,0,-0.8606433272361755|6.750471470695629e-08,1.0000001192092896,-3.993984876160539e-08|Running
556.7014770507812,203.72659301757812,653.3069458007812|-0.5001891255378723,0,-0.8659161925315857|9.774595355338533e-08,1,-5.6462116759803394e-08|Running
556.2183227539062,203.72659301757812,653.1783447265625|-0.4941394329071045,0,-0.8693826794624329|6.787266926266966e-08,1,-3.8577447014631616e-08|Running
555.736083984375,203.72659301757812,653.0462036132812|-0.4910956025123596,0,-0.8711056709289551|3.7734331215233397e-08,1.0000001192092896,-2.1273153905099207e-08|Running
555.25439453125,203.72659301757812,652.912109375|-0.4834597110748291,0,-0.8753666281700134|7.591387074512568e-09,1,-4.192677316439131e-09|Running
554.7738037109375,203.72659301757812,652.774169921875|-0.4773033559322357,0,-0.8787386417388916|-2.274162369531041e-08,1.0000001192092896,1.2352538547588665e-08|Running
554.2942504882812,203.72659301757812,652.6327514648438|-0.4696058928966522,0,-0.8828761577606201|-5.3255721610412365e-08,1,2.8326963885660916e-08|Running
