mount prambanan|true|43504
553.8158569335938,203.72659301757812,652.4872436523438|-0.4603242874145508,0,-0.8877508640289307|-8.400858320101179e-08,1,4.356086336088083e-08|Running
553.3389892578125,203.72659301757812,652.3368530273438|-0.44787266850471497,0,-0.8940973877906799|-8.450195565501417e-08,1.0000001192092896,4.232885331134639e-08|Running
552.8641357421875,203.72659301757812,652.1800537109375|-0.43378445506095886,0,-0.9010167717933655|-5.434124972225618e-08,1,2.6161988131434555e-08|Running
552.391845703125,203.72659301757812,652.0159912109375|-0.42273175716400146,0,-0.9062548875808716|-2.381066188661407e-08,1.0000001192092896,1.1106724429055248e-08|Running
551.921630859375,203.72659301757812,651.8458862304688|-0.4116128981113434,0,-0.9113588333129883|6.922181050583731e-09,1.0000001192092896,-3.1263853728091817e-09|Running
551.45361328125,203.72659301757812,651.6701049804688|-0.4052774906158447,0,-0.9141937494277954|3.7806277219942785e-08,1,-1.6760161258844164e-08|Running
550.9868774414062,203.72659301757812,651.4906616210938|-0.40045061707496643,0,-0.916318416595459|6.87438515001304e-08,1.0000001192092896,-3.004252491223269e-08|Running
550.521240234375,203.72659301757812,651.30859375|-0.39726826548576355,0,-0.9177024960517883|9.968049852204786e-08,1.0000001192092896,-4.315112889230477e-08|Running
550.0562744140625,203.72659301757812,651.1248168945312|-0.39244556427001953,0,-0.9197752475738525|6.932948082294388e-08,1,-2.9581192606542572e-08|Running
549.5921630859375,203.72659301757812,650.9387817382812|-0.3876340389251709,0,-0.921813428401947|3.892811051287026e-08,1.0000001192092896,-1.6369755329037616e-08|Running
549.1290893554688,203.72659301757812,650.7503051757812|-0.382759690284729,0,-0.9238479733467102|8.480474100736046e-09,1,-3.5135472309377747e-09|Running
548.6669921875,203.72659301757812,650.5593872070312|-0.376278817653656,0,-0.926506519317627|-2.2003934674330594e-08,1.0000001192092896,8.936380524460219e-09|Running
548.2061767578125,203.72659301757812,650.3653564453125|-0.36658698320388794,0,-0.9303838610649109|-5.257549418047347e-08,1.0000001192092896,2.0715633652912402e-08|Running
547.7473754882812,203.72659301757812,650.166748046875|-0.3535168766975403,0,-0.9354281425476074|-8.329564593623218e-08,1,3.147907889911039e-08|Running
547.291259765625,203.72659301757812,649.9619750976562|-0.3371520936489105,0,-0.9414502382278442|-8.381032756688e-08,1.0000001192092896,3.0014149388080114e-08|Running
546.8386840820312,203.72659301757812,649.7495727539062|-0.3190278708934784,0,-0.9477453231811523|-5.4026447315891346e-08,1,1.8186259609365152e-08|Running
546.3901977539062,203.72659301757812,649.528564453125|-0.2940601408481598,0,-0.955786943435669|-2.42834055086405e-08,1,7.471101959311e-09|Running
545.947509765625,203.72659301757812,649.29638671875|-0.27398747205734253,0,-0.9617332220077515|5.6114450863731236e-09,1.0000001192092896,-1.5986405532686376e-09|Running
545.5098876953125,203.72659301757812,649.0546264648438|-0.262203186750412,0,-0.9650127291679382|3.556185035336057e-08,1.0000001192092896,-9.662494804274502e-09|Running
545.0755615234375,203.72659301757812,648.8069458007812|-0.2605031728744507,0,-0.9654731154441833|6.547054454131285e-08,1.0000001192092896,-1.7665207963091234e-08|Running
544.6420288085938,203.72659301757812,648.5578002929688|-0.2605031728744507,0,-0.9654731154441833|9.533690104035486e-08,1.0000001192092896,-2.5723725372017725e-08|Running
544.2086791992188,203.72659301757812,648.3085327148438|-0.2605031728744507,0,-0.9654731154441833|6.641201366619498e-08,1.0000001192092896,-1.7919235872909667e-08|Running
543.7787475585938,203.74449157714844,648.061279296875|-0.2605031728744507,0,-0.9654731154441833|3.75117608086839e-08,1.0000001192092896,-1.0121392612916225e-08|Running
543.3494873046875,203.78427124023438,647.814453125|-0.2605031728744507,0,-0.9654731154441833|8.636206416667846e-09,1.0000001192092896,-2.330214243784212e-09|Running
542.9205322265625,203.8383331298828,647.56787109375|-0.2605031728744507,0,-0.9654731154441833|-2.0214660167994225e-08,1.0000001192092896,5.454303231289259e-09|Running
542.4920654296875,203.9013671875,647.321533203125|-0.2605031728744507,0,-0.9654731154441833|-4.9040888683293815e-08,1.0000001192092896,1.3232172690891275e-08|Running
542.0711669921875,203.98309326171875,647.0795288085938|-0.2605031728744507,0,-0.9654731154441833|-7.784237254782056e-08,1.0000001192092896,2.1003366157401615e-08|Running
541.6593017578125,204.09169006347656,646.8427124023438|-0.2655593454837799,0,-0.9640945196151733|-9.147917268137462e-08,1,2.5197891773132142e-08|Running
541.2431030273438,204.2190704345703,646.6058959960938|-0.26892805099487305,0,-0.9631603956222534|-5.988007956148067e-08,1.0000001192092896,1.6719369000384177e-08|Running
540.8212280273438,204.34815979003906,646.3678588867188|-0.2655593454837799,0,-0.9640945196151733|-2.8491879078273996e-08,1,7.848073302341163e-09|Running
540.3928833007812,204.46327209472656,646.1248168945312|-0.2554395794868469,0,-0.9668251276016235|2.728918202521413e-09,1.0000001192092896,-7.209925434459308e-10|Running
539.9636840820312,204.55752563476562,645.8758544921875|-0.24359825253486633,0,-0.9698762893676758|3.3864761661561715e-08,1.0000001192092896,-8.505617543619337e-09|Running
539.5381469726562,204.63803100585938,645.6221923828125|-0.2300359606742859,0,-0.9731821417808533|6.489968740197583e-08,1,-1.5340665626695227e-08|Running
539.1171875,204.71597290039062,645.3634033203125|-0.2163681834936142,0,-0.9763118624687195|9.580292470445784e-08,1,-2.1231642222119262e-08|Running
538.698974609375,204.7909698486328,645.09814453125|-0.2044660598039627,0,-0.9788736701011658|6.716049938404467e-08,1,-1.4028412209654562e-08|Running
538.2822875976562,204.857177734375,644.8265380859375|-0.1958579123020172,0,-0.9806323051452637|3.852701624396104e-08,1,-7.694852754980275e-09|Running
537.8672485351562,204.91259765625,644.5504760742188|-0.18731684982776642,0,-0.9822995662689209|9.990784199942482e-09,1,-1.9051644706280513e-09|Running
537.45458984375,204.9606475830078,644.2708129882812|-0.17871356010437012,0,-0.9839011430740356|-1.844106911619292e-08,1,3.349593713508625e-09|Running
537.0451049804688,205.00732421875,643.988037109375|-0.17010723054409027,0,-0.9854256510734558|-4.675849396562626e-08,1.0000001192092896,8.071595836156575e-09|Running
536.6390991210938,205.05648803710938,643.702392578125|-0.1614982932806015,0,-0.9868729710578918|-7.495273735003138e-08,1.0000001192092896,1.2265751081486087e-08|Running
536.2339477539062,205.10337829589844,643.4119873046875|-0.15460215508937836,0,-0.9879767894744873|-8.843827714599684e-08,1.0000001192092896,1.3839138723881206e-08|Running
535.8305053710938,205.14495849609375,643.1183471679688|-0.14600004255771637,0,-0.9892845749855042|-5.836388083935162e-08,1.0000001192092896,8.613425528380958e-09|Running
535.4308471679688,205.1862335205078,642.822265625|-0.14080610871315002,0,-0.990037202835083|-2.8335000124002363e-08,1,4.029890199319652e-09|Running
535.0331420898438,205.23216247558594,642.524169921875|-0.13561706244945526,0,-0.9907613396644592|1.5950490928062777e-09,1,-2.1833297669804352e-10|Running
534.636962890625,205.28155517578125,642.223876953125|-0.12695644795894623,0,-0.9919083118438721|3.135746240445769e-08,1,-4.013508192457493e-09|Running
534.24267578125,205.33193969726562,641.919921875|-0.11828596144914627,0,-0.9929795265197754|6.095694971008925e-08,1,-7.261329315610965e-09|Running
533.8504028320312,205.3784942626953,641.612060546875|-0.1061430349946022,0,-0.9943508505821228|9.033672654368274e-08,1,-9.643089882160893e-09|Running
533.4610595703125,205.41619873046875,641.299072265625|-0.09399107843637466,0,-0.9955730438232422|6.341816316535187e-08,1,-5.987247142513752e-09|Running
533.0753784179688,205.44273376464844,640.9810791015625|-0.07653781026601791,0,-0.9970667362213135|3.6836873107404244e-08,1.0000001192092896,-2.827707845654004e-09|Running
532.6950073242188,205.46080017089844,640.65673828125|-0.06262147426605225,0,-0.9980373382568359|1.0500355251963356e-08,1,-6.588408152374825e-10|Running
532.3197631835938,205.47898864746094,640.3272705078125|-0.05041554942727089,0,-0.9987283945083618|-1.5590590152214645e-08,1.0000001192092896,7.870089580030992e-10|Running
531.9486083984375,205.4995880126953,639.9929809570312|-0.038208093494176865,0,-0.9992698431015015|-4.141499232446222e-08,1.0000001192092896,1.5835441846689946e-09|Running
531.5819702148438,205.51736450195312,639.6546020507812|-0.026001708582043648,0,-0.999661922454834|-6.695793786093418e-08,1,1.7416096342870446e-09|Running
531.2194213867188,205.53890991210938,639.3117065429688|-0.018981989473104477,0,-0.9998198747634888|-7.92246055425494e-08,1.0000001192092896,1.5041116130376508e-09|Running
530.8597412109375,205.56655883789062,638.9662475585938|-0.01202379073947668,0,-0.9999277591705322|-5.2399304451000717e-08,1.0000001192092896,6.300838184536417e-10|Running
530.4140625,205.6116485595703,638.5319213867188|-0.0050048199482262135,0,-0.9999874830245972|-1.9101399573173694e-08,1,9.560026381638664e-11|Running
530.2314453125,205.64251708984375,638.2349243164062|0.005432048812508583,0,-0.9999852180480957|6.673026020642681e-10,1.0000001192092896,3.6248740554328807e-12|Running
530.1716918945312,205.68161010742188,637.7614135742188|0.017700662836432457,0,-0.9998433589935303|2.6696474364484857e-08,1,4.726193325588213e-10|Running
530.1802368164062,205.71766662597656,637.1373291015625|0.03338595852255821,0,-0.9994425773620605|5.868290031685319e-08,1.0000001192092896,1.9602777179272834e-09|Running
530.191650390625,205.73211669921875,636.7625122070312|0.05432065948843956,0,-0.9985235929489136|7.738878338159338e-08,1.0000001192092896,4.2100252173327135e-09|Running
530.2172241210938,205.7460174560547,636.263427734375|0.06829727441072464,0,-0.9976651072502136|6.380970063446512e-08,1.0000001192092896,4.36822800153891e-09|Running
530.250244140625,205.7628173828125,635.7654418945312|0.08221203088760376,0,-0.996614933013916|3.793815750441354e-08,1.0000001192092896,3.1295668279085476e-09|Running
530.3003540039062,205.79869079589844,635.1453857421875|0.08746451884508133,0,-0.9961677193641663|5.882572651216833e-09,1.0000001192092896,5.164957350700661e-10|Running
530.3323364257812,205.8326873779297,634.7764282226562|0.0891708955168724,0,-0.9960163235664368|-1.3287106526149728e-08,1.0000001192092896,-1.1895620044555244e-09|Running
530.3761596679688,205.8929443359375,634.2854614257812|0.0891708955168724,0,-0.9960163235664368|-3.882662014120797e-08,1.0000001192092896,-3.476052112816319e-09|Running
530.4201049804688,205.9633026123047,633.7940673828125|0.0891708955168724,0,-0.9960163235664368|-6.434435562141516e-08,1.0000001192092896,-5.760592003412057e-09|Running
530.4640502929688,206.03793334960938,633.3021850585938|0.0891708955168724,0,-0.9960163235664368|-6.579224276492823e-08,1.0000001192092896,-5.890217646964402e-09|Running
530.5082397460938,206.11322021484375,632.809814453125|0.0891708955168724,0,-0.9960163235664368|-4.3201019650496164e-08,1.0000001192092896,-3.867681286351399e-09|Running
530.5524291992188,206.18707275390625,632.3169555664062|0.0891708955168724,0,-0.9960163235664368|-2.0629313368658586e-08,1.0000001192092896,-1.8468918616676433e-09|Running
530.6073608398438,206.28089904785156,631.7024536132812|0.0891708955168724,0,-0.9960163235664368|7.55829709930822e-09,1.0000001192092896,6.766757709719684e-10|Running
530.6403198242188,206.34014892578125,631.3345336914062|0.0891708955168724,0,-0.9960163235664368|2.4456396019445492e-08,1.0000001192092896,2.189521230988589e-09|Running
530.68408203125,206.42404174804688,630.8450927734375|0.0891708955168724,0,-0.9960163235664368|4.6970299649728986e-08,1.0000001192092896,4.205135795132264e-09|Running
530.727783203125,206.51417541503906,630.3568725585938|0.0891708955168724,0,-0.9960163235664368|6.946497421722597e-08,1.0000001192092896,6.219028403364746e-09|Running
530.771484375,206.6087188720703,629.8688354492188|0.0891708955168724,0,-0.9960163235664368|6.764428661654165e-08,1.0000001192092896,6.05602723524612e-09|Running
530.815185546875,206.70486450195312,629.3798828125|0.0891708955168724,0,-0.9960163235664368|4.153946520091267e-08,1.0000001192092896,3.7189265000847627e-09|Running
530.859130859375,206.7994842529297,628.8899536132812|0.0891708955168724,0,-0.9960163235664368|1.545699390703703e-08,1.0000001192092896,1.3838267198806875e-09|Running
530.903076171875,206.89041137695312,628.3990478515625|0.0891708955168724,0,-0.9960163235664368|-1.0603231181960382e-08,1.0000001192092896,-9.492812091949077e-10|Running
530.947021484375,206.97872924804688,627.9082641601562|0.0891708955168724,0,-0.9960163235664368|-3.664117187440752e-08,1.0000001192092896,-3.280393956472949e-09|Running
530.9908447265625,207.06729125976562,627.4187622070312|0.0891708955168724,0,-0.9960163235664368|-6.2656837940267e-08,1.0000001192092896,-5.609512854221066e-09|Running
531.0345458984375,207.1590118408203,626.9305419921875|0.0891708955168724,0,-0.9960163235664368|-7.595894402356862e-08,1.0000001192092896,-6.800417562402572e-09|Running
531.0780639648438,207.25625610351562,626.4439697265625|0.0891708955168724,0,-0.9960163235664368|-5.119184365298679e-08,1.0000001192092896,-4.583080137621209e-09|Running
531.2562255859375,207.38294982910156,626.0308227539062|0.0891708955168724,0,-0.9960163235664368|-2.6445871270652788e-08,1.0000001192092896,-2.3676338667399932e-09|Running
531.5985717773438,207.551513671875,625.714599609375|0.0891708955168724,0,-0.9960163235664368|-1.721148445987808e-09,1.0000001192092896,-1.54090198933865e-10|Running
531.9513549804688,207.75062561035156,625.419189453125|0.0891708955168724,0,-0.9960163235664368|2.2982463931953134e-08,1.0000001192092896,2.057563674995322e-09|Running
532.2904052734375,207.9716339111328,625.1358642578125|0.0891708955168724,0,-0.9960163235664368|4.766497951891324e-08,1.0000001192092896,4.267328712614926e-09|Running
532.6033325195312,208.209716796875,624.8743286132812|0.0891708955168724,0,-0.9960163235664368|7.232635113041397e-08,1.0000001192092896,6.475200375888335e-09|Running
532.9039306640625,208.4734649658203,624.6231689453125|0.0891708955168724,0,-0.9960163235664368|6.0656276446025e-08,1.0000001192092896,5.430407234996437e-09|Running
533.21484375,208.74949645996094,624.3634643554688|0.0891708955168724,0,-0.9960163235664368|3.68980828113763e-08,1.0000001192092896,3.3033946689187133e-09|Running
533.5379638671875,209.0336456298828,624.093505859375|0.0891708955168724,0,-0.9960163235664368|1.3160074807672117e-08,1.0000001192092896,1.1781892128581717e-09|Running
533.871826171875,209.3260498046875,623.8145751953125|0.0891708955168724,0,-0.9960163235664368|-1.055762322010878e-08,1.0000001192092896,-9.451981419772437e-10|Running
534.207275390625,209.61366271972656,623.5343017578125|0.0891708955168724,0,-0.9960163235664368|-3.4255045022746344e-08,1.0000001192092896,-3.0667701711450945e-09|Running
534.5554809570312,209.87625122070312,623.2433471679688|0.0891708955168724,0,-0.9960163235664368|-5.793220836380897e-08,1.0000001192092896,-5.186528539979918e-09|Running
534.9157104492188,210.1047821044922,622.9423217773438|0.0891708955168724,0,-0.9960163235664368|-8.158913544775714e-08,1.0000001192092896,-7.304474802793948e-09|Running
535.2775268554688,210.30633544921875,622.6398315429688|0.0891708955168724,0,-0.9960163235664368|-5.572643146933842e-08,1.0000001192092896,-4.989050506054582e-09|Running
535.6395263671875,210.49185180664062,622.3373413085938|0.0891708955168724,0,-0.9960163235664368|-2.988582537000184e-08,1.0000001192092896,-2.6756044047004934e-09|Running
536.0015869140625,210.66847229003906,622.0348510742188|0.0891708955168724,0,-0.9960163235664368|-4.067292724840854e-09,1.0000001192092896,-3.6413472237484257e-10|Running
536.366455078125,210.83570861816406,621.7299194335938|0.0891708955168724,0,-0.9960163235664368|2.172918200926688e-08,1.0000001192092896,1.94536031727921e-09|Running
536.73193359375,210.99606323242188,621.4244995117188|0.0891708955168724,0,-0.9960163235664368|4.750362592176316e-08,1.0000001192092896,4.2528829347077135e-09|Running
537.097412109375,211.15277099609375,621.1190795898438|0.0891708955168724,0,-0.9960163235664368|7.325604656216456e-08,1.0000001192092896,6.558433796044483e-09|Running
537.4598388671875,211.31085205078125,620.8162841796875|0.0891708955168724,0,-0.9960163235664368|6.189715406890173e-08,1.0000001192092896,5.541500591732529e-09|Running
