wasabi|true|3418
-1313.3555908203125,657.2412109375,-498.7094421386719|-0.9970393776893616,-1.1960800350152567e-07,-0.07689230144023895|-1.1929846266411914e-07,1,-8.618862068487942e-09|Freefall
-1313.5799560546875,657.5172119140625,-498.7259216308594|-0.9970730543136597,-1.2969569240794954e-07,-0.07645506411790848|-1.293583835604295e-07,1,-9.364173436665624e-09|Freefall
-1313.8043212890625,657.7796630859375,-498.7424011230469|-0.9970951080322266,-1.4244426438381197e-07,-0.07616633921861649|-1.4207202525540197e-07,1,-1.0305528874710035e-08|Freefall
-1313.91650390625,657.90576171875,-498.7506408691406|-0.9971218109130859,-1.375955775984039e-07,-0.07581597566604614|-1.3723621350436588e-07,1,-9.94994575620467e-09|Freefall
-1314.140869140625,658.147705078125,-498.7671203613281|-0.9971423149108887,-1.4756295740880887e-07,-0.07554609328508377|-1.4717599583491392e-07,1,-1.068927701908251e-08|Freefall
-1314.365234375,658.3760986328125,-498.7835998535156|-0.9971553683280945,-1.4290510819137126e-07,-0.07537346333265305|-1.4252928792757302e-07,1,-1.0365143410240307e-08|Freefall
-1314.4774169921875,658.4851684570312,-498.7918395996094|-0.9971746802330017,-1.200083943331265e-07,-0.07511776685714722|-1.1969321178639802e-07,1,-8.69786109802817e-09|Freefall
-1314.7017822265625,658.6930541992188,-498.8083190917969|-0.9971916079521179,-9.404783440913889e-08,-0.07489269971847534|-9.380028132000007e-08,1,-6.822846732035259e-09|Freefall
-1314.9261474609375,658.8873901367188,-498.8247985839844|-0.997204601764679,-7.260295831201802e-08,-0.0747193694114685|-7.241092703225149e-08,1,-5.279022996518279e-09|Freefall
-1315.038330078125,658.9794311523438,-498.8330383300781|-0.9972145557403564,-6.029100063642545e-08,-0.07458620518445969|-6.013105746660585e-08,1,-4.389970609253169e-09|Freefall
-1315.2626953125,659.1532592773438,-498.8495178222656|-0.9972251057624817,-4.2386073317857154e-08,-0.07444482296705246|-4.227224081887471e-08,1,-3.104745793791608e-09|Freefall
-1315.487060546875,659.3134765625,-498.8659973144531|-0.997234582901001,-2.6359776583717576e-08,-0.0743182897567749|-2.6287121812629266e-08,1,-1.955782424900576e-09|Freefall
-1315.5992431640625,659.3884887695312,-498.8742370605469|-0.9972435832023621,-1.761670453959141e-08,-0.07419711351394653|-1.756682799225473e-08,1,-1.3248202535010023e-09|Freefall
-1315.8236083984375,659.5282592773438,-498.8907165527344|-0.9972500205039978,-4.445547929776694e-09,-0.07411032170057297|-4.42930092603433e-09,1,-3.835806394736352e-10|Freefall
-1315.935791015625,659.593017578125,-498.8989562988281|-0.9972578287124634,1.8785131228327145e-09,-0.07400524616241455|1.8782495558866685e-09,1,7.315835437449181e-11|Freefall
-1316.16015625,659.71240234375,-498.9154357910156|-0.9972630143165588,1.328511523013276e-08,-0.07393592596054077|1.3255807118639495e-08,1,8.871149370648368e-10|Freefall
-1316.384521484375,659.818115234375,-498.9319152832031|-0.9972692131996155,2.3259534742692267e-08,-0.07385188341140747|2.3204719923342054e-08,1,1.600273136226349e-09|Freefall
-1316.60888671875,659.9102172851562,-498.9483947753906|-0.997273325920105,3.272915094498785e-08,-0.07379607856273651|3.2650262937750085e-08,1,2.275355903691434e-09|Freefall
-1316.7210693359375,659.951171875,-498.9566345214844|-0.9972776770591736,3.5068715931174665e-08,-0.07373720407485962|3.49836604129905e-08,1,2.4450548252730187e-09|Freefall
-1316.9454345703125,660.0228271484375,-498.9731140136719|-0.9972816109657288,4.2939721112134066e-08,-0.073684461414814|4.283462828880147e-08,1,3.0065034906101573e-09|Freefall
-1317.1697998046875,660.0808715820312,-498.9895935058594|-0.9972856044769287,4.933308161980676e-08,-0.0736304447054863|4.9211667629833755e-08,1,3.4632079426444307e-09|Freefall
-1317.281982421875,660.1047973632812,-498.9978332519531|-0.9972882270812988,5.06615869255711e-08,-0.07359492778778076|5.053665930176976e-08,1,3.5596479097677047e-09|Freefall
-1317.50634765625,660.1423950195312,-499.0143127441406|-0.9972910284996033,5.688060156217034e-08,-0.07355707138776779|5.673986080978466e-08,1,4.002988163165355e-09|Freefall
-1317.730712890625,660.1663818359375,-499.0307922363281|-0.9972938299179077,6.158628451657933e-08,-0.07351844757795334|6.143352493381826e-08,1,4.3391197301900775e-09|Freefall
-1317.955078125,660.1767578125,-499.0472717285156|-0.9973362684249878,6.572160771156632e-08,-0.07294052094221115|6.555926290729985e-08,1,4.619816085238426e-09|Freefall
-1318.0672607421875,660.1768188476562,-499.0552062988281|-0.9973687529563904,6.457714363250489e-08,-0.07249569892883301|6.441825917136157e-08,1,4.529713937273527e-09|Freefall
-1318.2916259765625,660.1666870117188,-499.0707702636719|-0.9973852634429932,7.2225930125569e-08,-0.07226806879043579|7.204806706795353e-08,1,5.067914088385805e-09|Freefall
-1318.40380859375,660.1565551757812,-499.0785217285156|-0.9974162578582764,6.927222528929633e-08,-0.07183849811553955|6.910226346690251e-08,1,4.851173240894013e-09|Freefall
-1318.628173828125,660.1260375976562,-499.0939636230469|-0.997473955154419,7.350737263323026e-08,-0.07103341817855835|7.332801033044234e-08,1,5.1326978223187325e-09|Freefall
-1318.852783203125,660.0818481445312,-499.1086730957031|-0.9975250363349915,7.729212114782058e-08,-0.07031243294477463|7.71042891756224e-08,1,5.385502710453238e-09|Freefall
-1318.965087890625,660.0546875,-499.11590576171875|-0.9975767135620117,7.375704313972165e-08,-0.06957530230283737|7.357904507898638e-08,1,5.1210991003358686e-09|Freefall
-1319.189697265625,659.9901123046875,-499.13037109375|-0.9976105093955994,7.861643780415761e-08,-0.06908898800611496|7.842668736657288e-08,1,5.458953289405599e-09|Freefall
-1319.414306640625,659.911865234375,-499.14483642578125|-0.9976410269737244,8.303277354571037e-08,-0.06864636391401291|8.283232233452509e-08,1,5.766487287672817e-09|Freefall
-1319.526611328125,659.86767578125,-499.1520690917969|-0.9976778626441956,7.88013707619939e-08,-0.06810969114303589|7.861195427949497e-08,1,5.461311847199113e-09|Freefall
-1319.751220703125,659.76904296875,-499.1665344238281|-0.9977059364318848,8.200946410852339e-08,-0.0676964521408081|8.181213928537545e-08,1,5.687299520218403e-09|Freefall
-1319.975830078125,659.65673828125,-499.1809997558594|-0.9977273941040039,8.610751933701977e-08,-0.0673796534538269|8.589998401475896e-08,1,5.977379036181674e-09|Freefall
-1320.200439453125,659.5308837890625,-499.1954650878906|-0.9977500438690186,8.85372415382335e-08,-0.067043237388134|8.832364528643666e-08,1,6.149994291604344e-09|Freefall
-1320.312744140625,659.4628295898438,-499.20269775390625|-0.9977731108665466,8.363548431589152e-08,-0.06669913977384567|8.343413782085918e-08,1,5.804308145229697e-09|Freefall
-1320.537353515625,659.3164672851562,-499.2171630859375|-0.9977882504463196,8.757461245068043e-08,-0.06647223234176636|8.736327572478331e-08,1,6.086160908580496e-09|Freefall
-1320.761962890625,659.156494140625,-499.23162841796875|-0.9978065490722656,8.852170907402979e-08,-0.06619709730148315|8.830780728885657e-08,1,6.1573728338260025e-09|Freefall
-1320.874267578125,659.0714111328125,-499.2388610839844|-0.9978206157684326,8.494587433460765e-08,-0.06598501652479172|8.4740726435939e-08,1,5.907893729784064e-09|Freefall
-1321.098876953125,658.8909912109375,-499.2533264160156|-0.9978297352790833,8.989408684101363e-08,-0.0658465027809143|8.967637654677674e-08,1,6.261986484901172e-09|Freefall
-1321.211181640625,658.795654296875,-499.26055908203125|-0.9978429675102234,8.480776614305796e-08,-0.06564605236053467|8.460249745212423e-08,1,5.906805711219931e-09|Freefall
-1321.435791015625,658.5948486328125,-499.2750244140625|-0.9978216886520386,8.73377032917233e-08,-0.06596850603818893|8.712445520586698e-08,1,6.109460493064489e-09|Freefall
-1321.6602783203125,658.38037109375,-499.29022216796875|-0.997799813747406,8.828253328374558e-08,-0.06629842519760132|8.8065306158569e-08,1,6.1989631205960904e-09|Freefall
-1321.7724609375,658.2680053710938,-499.29791259765625|-0.9977580308914185,8.604030909964422e-08,-0.06692487001419067|8.582646415788986e-08,1,6.0705174220743174e-09|Freefall
-1321.996826171875,658.0331420898438,-499.3141174316406|-0.9977030158042908,9.101704989689097e-08,-0.06774008274078369|9.078813434371114e-08,1,6.457899104361786e-09|Freefall
-1322.22119140625,657.7846069335938,-499.331298828125|-0.9975039958953857,8.876931900658747e-08,-0.07060974091291428|8.85377957615674e-08,1,6.408597652551862e-09|Freefall
-1322.4453125,657.5224609375,-499.3502502441406|-0.9974170327186584,9.353112773169414e-08,-0.07182841747999191|9.328454808610331e-08,1,6.787463036062036e-09|Freefall
-1322.557373046875,657.3862915039062,-499.3599548339844|-0.9969493746757507,8.37731590763724e-08,-0.0780511423945427|8.353528357929463e-08,1,6.312634415195362e-09|Freefall
-1322.7811279296875,657.1036987304688,-499.3832092285156|-0.9968212246894836,9.142350876345517e-08,-0.07967095822095871|9.116333643532926e-08,1,6.90293333605041e-09|Freefall
-1322.8929443359375,656.957275390625,-499.39569091796875|-0.9963443875312805,8.613545787738985e-08,-0.08542740345001221|8.587625188738457e-08,1,6.7090142330528124e-09|Freefall
-1323.1162109375,656.654296875,-499.42340087890625|-0.9960073828697205,9.107906606686811e-08,-0.08927064388990402|9.08017483425283e-08,1,7.16754167129352e-09|Freefall
-1323.339111328125,656.337646484375,-499.45343017578125|-0.9952952861785889,9.016302016107147e-08,-0.0968882292509079|8.98778864666383e-08,1,7.3072121686834635e-09|Freefall
-1323.561767578125,656.00732421875,-499.4855041503906|-0.9946520924568176,9.071889905953867e-08,-0.10328220576047897|9.042879156595518e-08,1,7.491220088695627e-09|Freefall
-1323.6729736328125,655.8370971679688,-499.5021057128906|-0.9942052364349365,8.823013786241063e-08,-0.10749834030866623|8.794490469199445e-08,1,7.394055590026483e-09|Freefall
-1323.7794189453125,655.6634521484375,-499.51678466796875|-0.993865430355072,8.746852842023145e-08,-0.1105962023139|8.718665611695542e-08,1,7.384737266136199e-09|Landed
-1323.9935302734375,655.305908203125,-499.54815673828125|-0.9934425354003906,9.082123142434284e-08,-0.11433230340480804|9.053459137930986e-08,1,7.699586745957276e-09|Landed
-1324.2078857421875,654.9347534179688,-499.579833984375|-0.9930703043937683,9.794118938089014e-08,-0.11752188205718994|9.76274776576247e-08,1,8.42605540896102e-09|Landed
-1324.3150634765625,654.7440795898438,-499.595703125|-0.9926993250846863,9.814751678050015e-08,-0.12061519175767899|9.782161924931643e-08,1,8.622947689218563e-09|Landed
-1324.5296630859375,654.3524780273438,-499.62750244140625|-0.9923969507217407,1.13608848550939e-07,-0.12307855486869812|1.1320484816224052e-07,1,1.0275547523974637e-08|Landed
-1324.7442626953125,653.947265625,-499.6594543457031|-0.9921736717224121,1.172139150185103e-07,-0.12486547976732254|1.167609013918991e-07,1,1.0946353157237354e-08|Landed
-1324.8515625,653.7395629882812,-499.67547607421875|-0.9917858242988586,1.0168179187530768e-07,-0.12790943682193756|1.0125654625880998e-07,1,9.827123115258019e-09|Landed
-1325.066162109375,653.420654296875,-499.70758056640625|-0.9916555285453796,1.0014159101956466e-07,-0.12891577184200287|9.965592795424527e-08,1,1.0217796386768896e-08|Running
-1325.2774658203125,653.3692016601562,-499.7391052246094|-0.9914065003395081,1.0158006347182891e-07,-0.1308172643184662|1.0100098535303914e-07,1,1.1061479732177304e-08|Running
-1325.3818359375,653.371826171875,-499.7546691894531|-0.9911422729492188,9.864695016403857e-08,-0.13280421495437622|9.803686396026023e-08,1,1.1132653909839973e-08|Running
-1325.5897216796875,653.3941040039062,-499.78570556640625|-0.9910126328468323,1.1278095968236812e-07,-0.13376852869987488|1.1199951899243388e-07,1,1.3366572737538718e-08|Running
-1325.7972412109375,653.4212036132812,-499.81683349609375|-0.9908614158630371,9.470006290257516e-08,-0.13488389551639557|9.399580847002653e-08,1,1.1589522230792682e-08|Running
-1326.0047607421875,653.4462890625,-499.84808349609375|-0.9907262325286865,8.476603596818677e-08,-0.13587325811386108|8.407948115518593e-08,1,1.0791587179426188e-08|Running
-1326.1085205078125,653.4579467773438,-499.86376953125|-0.9905364513397217,7.706297111553795e-08,-0.13724982738494873|7.640596777491737e-08,1,1.0055177135370741e-08|Running
-1326.3160400390625,653.4799194335938,-499.89520263671875|-0.9904518127441406,7.955054570629727e-08,-0.13785922527313232|7.881814667598519e-08,1,1.077161559948081e-08|Running
-1326.5234375,653.501708984375,-499.9267272949219|-0.9903597235679626,8.798467376891494e-08,-0.13851943612098694|8.713021060202664e-08,1,1.223239376457741e-08|Running
-1326.7305908203125,653.5250244140625,-499.95831298828125|-0.990279495716095,1.0293039309772212e-07,-0.13909170031547546|1.0190171906288015e-07,1,1.4517125279667198e-08|Running
-1326.833984375,653.537841796875,-499.9740905761719|-0.9901183247566223,1.0399651273473864e-07,-0.14023441076278687|1.0294327523752145e-07,1,1.476446254145003e-08|Running
-1327.04052734375,653.5659790039062,-500.0057373046875|-0.9901090860366821,9.572624293241461e-08,-0.1402994990348816|9.47567500020341e-08,1,1.3590357283987942e-08|Running
-1327.1436767578125,653.5816650390625,-500.0215759277344|-0.9899932742118835,8.722830813212568e-08,-0.1411147564649582|8.634412296260052e-08,1,1.2388588821465873e-08|Running
-1327.349609375,653.6162109375,-500.0532531738281|-0.9899803400039673,9.245029275462002e-08,-0.141205295920372|9.152942936907493e-08,1,1.3016221878103806e-08|Running
-1327.55517578125,653.6550903320312,-500.0849304199219|-0.9899351596832275,1.0435923059048946e-07,-0.1415216326713562|1.0334135680523104e-07,1,1.4541868154083204e-08|Running
-1327.76025390625,653.69873046875,-500.1166076660156|-0.9899359345436096,9.391349919951608e-08,-0.14151643216609955|9.301211179035818e-08,1,1.2984124886372683e-08|Running
-1327.86279296875,653.9202270507812,-500.1324462890625|-0.9898462295532227,8.633985970618596e-08,-0.14214226603507996|8.551688779334654e-08,1,1.18985665764626e-08|Jumping
-1328.06787109375,654.3529663085938,-500.16412353515625|-0.989822268486023,9.199512618351946e-08,-0.1423090696334839|9.113812637906449e-08,1,1.2540191107746068e-08|Jumping
-1328.1728515625,654.564208984375,-500.18023681640625|-0.9897722601890564,9.642693754585707e-08,-0.14265656471252441|9.553639301884687e-08,1,1.3092066097897259e-08|Freefall
-1328.39013671875,654.9765014648438,-500.21331787109375|-0.9896919131278992,1.1049799297779828e-07,-0.14321276545524597|1.0949325712772406e-07,1,1.48967087554297e-08|Freefall
-1328.6119384765625,655.3751831054688,-500.2469482421875|-0.9895853996276855,1.2180207420442457e-07,-0.14394716918468475|1.2070634625160892e-07,1,1.6345175879450835e-08|Freefall
-1328.72314453125,655.5693969726562,-500.2637939453125|-0.9895174503326416,1.2425697093476629e-07,-0.14441339671611786|1.2314303887706046e-07,1,1.6652133894012877e-08|Freefall
-1328.945556640625,655.9476318359375,-500.2974853515625|-0.989435613155365,1.3589026082172495e-07,-0.1449730545282364|1.346819828995649e-07,1,1.8148927694028316e-08|Freefall
-1329.16796875,656.312255859375,-500.3312072753906|-0.9893607497215271,1.4629377176333946e-07,-0.14548316597938538|1.450014508463937e-07,1,1.9486991575945467e-08|Freefall
-1329.2791748046875,656.4894409179688,-500.34808349609375|-0.9893026947975159,1.4546273519044917e-07,-0.145877406001091|1.4418004923300032e-07,1,1.936566995652811e-08|Freefall
-1329.5015869140625,656.8335571289062,-500.3818359375|-0.9892319440841675,1.5266508057720785e-07,-0.14635616540908813|1.5132600594824908e-07,1,2.028317780400357e-08|Freefall
-1329.7239990234375,657.1641235351562,-500.41558837890625|-0.9891850352287292,1.4530742475926672e-07,-0.1466728299856186|1.4403778436644643e-07,1,1.927684145641706e-08|Freefall
-1329.835205078125,657.3242797851562,-500.4324645996094|-0.9891279935836792,1.2193599729926063e-07,-0.14705722033977509|1.208704674127148e-07,1,1.6181674666881918e-08|Freefall
-1330.0576171875,657.6343383789062,-500.4662170410156|-0.9890839457511902,9.725527405635148e-08,-0.1473531424999237|9.640911002861685e-08,1,1.288446682679023e-08|Freefall
-1330.280029296875,657.9308471679688,-500.4999694824219|-0.9889897704124451,7.66275434216368e-08,-0.14798405766487122|7.596351991878691e-08,1,1.013890926770955e-08|Freefall
-1330.3912353515625,658.073974609375,-500.51715087890625|-0.9888893365859985,6.264818352974544e-08,-0.14865367114543915|6.210574099441146e-08,1,8.290914621511547e-09|Freefall
-1330.6136474609375,658.3499755859375,-500.5517883300781|-0.9887990355491638,4.420205002020339e-08,-0.14925293624401093|4.382364693356067e-08,1,5.824138060717132e-09|Freefall
-1330.8360595703125,658.6124267578125,-500.5865173339844|-0.9886465072631836,2.7696838600377305e-08,-0.15026013553142548|2.7464709617674998e-08,1,3.620050925690066e-09|Freefall
-1330.9471435546875,658.738525390625,-500.60418701171875|-0.9885090589523315,1.8858944628163954e-08,-0.1511615514755249|1.87042559218753e-08,1,2.4451884961251835e-09|Freefall
-1331.1693115234375,658.98046875,-500.63983154296875|-0.9883853793144226,5.0213269098264846e-09,-0.15196824073791504|4.990606594645897e-09,1,5.83571801993088e-10|Freefall
-1331.3914794921875,659.2088623046875,-500.675537109375|-0.9882581830024719,-7.434147519802536e-09,-0.15279321372509003|-7.353063047332853e-09,1,-1.0957476037631864e-09|Freefall
