wasabi|true|3418
-1282.6527099609375,655.77880859375,-496.9604187011719|-0.995640754699707,1.646081528861032e-07,-0.09327109903097153|1.6405080316417298e-07,1,1.364293567007735e-08|Freefall
-1282.7647705078125,655.9696044921875,-496.9697265625|-0.9957628846168518,1.4453812013925926e-07,-0.09195774048566818|1.4405291892671812e-07,1,1.1913743769298435e-08|Freefall
-1282.9888916015625,656.341064453125,-496.98828125|-0.9958285689353943,1.333011852011623e-07,-0.09124366194009781|1.3285175270993932e-07,1,1.0999160693359045e-08|Freefall
-1283.1009521484375,656.5216674804688,-496.9975280761719|-0.9959380030632019,1.1517883535816509e-07,-0.09004140645265579|1.1479294670380114e-07,1,9.464269368208988e-09|Freefall
-1283.3250732421875,656.8726196289062,-497.0160217285156|-0.9959900379180908,1.0618542489737592e-07,-0.08946412801742554|1.0582659371038972e-07,1,8.754259539500708e-09|Freefall
-1283.5491943359375,657.2099609375,-497.0345153808594|-0.996066689491272,9.310348048074957e-08,-0.08860672265291214|9.278656420974585e-08,1,7.69554997503974e-09|Freefall
-1283.6612548828125,657.37353515625,-497.04376220703125|-0.9961169362068176,8.456176914251046e-08,-0.08804010599851608|8.427312536696263e-08,1,6.99548996507815e-09|Freefall
-1283.8853759765625,657.6904296875,-497.062255859375|-0.9961774945259094,7.406511315366515e-08,-0.0873521938920021|7.380902644626985e-08,1,6.161539278792816e-09|Freefall
-1284.1094970703125,657.9937133789062,-497.08074951171875|-0.9962172508239746,6.703724153567236e-08,-0.08689772337675095|6.680141950710095e-08,1,5.621745291506386e-09|Freefall
-1284.2215576171875,658.1402587890625,-497.0899963378906|-0.9962592124938965,5.983103790185851e-08,-0.0864151269197464|5.961911853091806e-08,1,5.03315922273373e-09|Freefall
-1284.4456787109375,658.423095703125,-497.1084899902344|-0.9962965846061707,5.3185495119123516e-08,-0.08598305284976959|5.29928421144632e-08,1,4.523057928196295e-09|Freefall
-1284.6697998046875,658.6923217773438,-497.1269836425781|-0.9963299036026001,4.723528945760336e-08,-0.08559620380401611|4.705973921659279e-08,1,4.068672510015858e-09|Freefall
-1284.7818603515625,658.8218383789062,-497.13623046875|-0.9963638782501221,4.139482356890767e-08,-0.08520018309354782|4.123907615394273e-08,1,3.5879910154079653e-09|Freefall
-1285.0059814453125,659.0706176757812,-497.15472412109375|-0.9963787794113159,3.8534174962023826e-08,-0.08502572029829025|3.8384250444778445e-08,1,3.398087811135042e-09|Freefall
-1285.1180419921875,659.1898803710938,-497.1639709472656|-0.9964101910591125,3.315820862326291e-08,-0.08465670794248581|3.3027127699369885e-08,1,2.9488682606881866e-09|Freefall
-1285.3421630859375,659.4182739257812,-497.1824645996094|-0.996425211429596,3.029460771131198e-08,-0.08447926491498947|3.0169822196057794e-08,1,2.7537581104297715e-09|Freefall
-1285.5662841796875,659.6329956054688,-497.2009582519531|-0.9964507818222046,2.5746093257339453e-08,-0.08417761325836182|2.5635104705656886e-08,1,2.3993758091478412e-09|Freefall
-1285.6783447265625,659.7352294921875,-497.210205078125|-0.9964651465415955,2.3240289692694205e-08,-0.08400756120681763|2.313761449102003e-08,1,2.1957990981036346e-09|Freefall
-1285.9024658203125,659.9295654296875,-497.22869873046875|-0.9964803457260132,2.041892166460002e-08,-0.08382683992385864|2.032349577518744e-08,1,1.9917083537990266e-09|Freefall
-1286.1265869140625,660.1102294921875,-497.2471923828125|-0.996493935585022,1.7893418302605824e-08,-0.08366500586271286|1.780445835208866e-08,1,1.8093955223008606e-09|Freefall
-1286.2386474609375,660.1954345703125,-497.2564392089844|-0.9965060949325562,1.5825351695752943e-08,-0.08352022618055344|1.5744008763363126e-08,1,1.6325485407975293e-09|Freefall
-1286.4627685546875,660.3556518554688,-497.2749328613281|-0.9965153932571411,1.4018491256706511e-08,-0.08340919017791748|1.3940872456430498e-08,1,1.5129850705619674e-09|Freefall
-1286.6868896484375,660.5022583007812,-497.2934265136719|-0.9965266585350037,1.1954308654082979e-08,-0.08327442407608032|1.1882425710041389e-08,1,1.3588126179797655e-09|Freefall
-1286.9110107421875,660.6351928710938,-497.3119201660156|-0.9965353012084961,1.0316536069865379e-08,-0.08317059278488159|1.0248603743434614e-08,1,1.2437157970168755e-09|Freefall
-1287.0230712890625,660.6965942382812,-497.3211669921875|-0.9965431094169617,9.04288732783698e-09,-0.08307760953903198|8.980314269990686e-09,1,1.1268661559427073e-09|Freefall
-1287.2471923828125,660.8091430664062,-497.33966064453125|-0.996550977230072,7.575098770473687e-09,-0.08298254013061523|7.516433697674074e-09,1,1.0193664801150248e-09|Freefall
-1287.4713134765625,660.9080200195312,-497.358154296875|-0.9965562224388123,6.510137318116449e-09,-0.08291970938444138|6.453137579853774e-09,1,9.554195212757577e-10|Freefall
-1287.5833740234375,660.952392578125,-497.3674011230469|-0.9965617656707764,5.635642175150224e-09,-0.08285290002822876|5.582837303563792e-09,1,8.690059227767222e-10|Freefall
-1287.8074951171875,661.0308837890625,-497.3858947753906|-0.9965667128562927,4.660773544884478e-09,-0.08279330283403397|4.6099022377177334e-09,1,8.056032507752775e-10|Freefall
-1288.0316162109375,661.095703125,-497.4043884277344|-0.9965705275535583,3.858031227821357e-09,-0.08274763077497482|3.808124038329197e-09,1,7.609495256133414e-10|Freefall
-1288.1436767578125,661.123046875,-497.41363525390625|-0.9965745806694031,3.261708236834693e-09,-0.08269887417554855|3.21524495916492e-09,1,6.950143793815755e-10|Freefall
-1288.3677978515625,661.16748046875,-497.43212890625|-0.9965784549713135,2.51455056776706e-09,-0.0826525017619133|2.469663362703045e-09,1,6.453184098198506e-10|Freefall
-1288.4798583984375,661.1845703125,-497.4413757324219|-0.996582567691803,1.9824504260412823e-09,-0.08260279893875122|1.9418513463875797e-09,1,5.718377438235223e-10|Freefall
-1288.7039794921875,661.2085571289062,-497.4598693847656|-0.9965841770172119,1.4796824876484038e-09,-0.08258341997861862|1.437917229729635e-09,1,5.652097123665101e-10|Freefall
-1288.9281005859375,661.2189331054688,-497.4783630371094|-0.9965871572494507,9.183204197071859e-10,-0.08254742622375488|8.779818538862116e-10,1,5.24971288662357e-10|Freefall
-1289.1522216796875,661.2156372070312,-497.4968566894531|-0.9965894222259521,4.384504426191427e-10,-0.08251965045928955|3.987597474441884e-10,1,4.974659018053273e-10|Freefall
-1289.2642822265625,661.2088623046875,-497.506103515625|-0.9965917468070984,1.9416053487208984e-10,-0.08249151706695557|1.574523428304886e-10,1,4.51498977094289e-10|Freefall
-1289.4884033203125,661.1851806640625,-497.52459716796875|-0.9965933561325073,-2.063304110899722e-10,-0.08247261494398117|-2.433241108601436e-10,1,4.3850650888188625e-10|Freefall
-1289.7125244140625,661.1478271484375,-497.5430908203125|-0.9966400861740112,-5.644691936090851e-10,-0.08190571516752243|-6.003584851477228e-10,1,4.13550554911879e-10|Freefall
-1289.82470703125,661.1240234375,-497.5520324707031|-0.9967252016067505,-6.881774039513289e-10,-0.08086305111646652|-7.211005681462268e-10,1,3.7794381513300834e-10|Freefall
-1290.049072265625,661.0662841796875,-497.5688781738281|-0.9967715740203857,-1.0192519050988835e-09,-0.08028965443372726|-1.0529552785243368e-09,1,3.774330292749539e-10|Freefall
-1290.2734375,660.994873046875,-497.58538818359375|-0.9968689680099487,-1.2948332406281793e-09,-0.07907116413116455|-1.3279297661483724e-09,1,3.659835490221752e-10|Freefall
-1290.3856201171875,660.9540405273438,-497.59332275390625|-0.9969670176506042,-1.330623611295323e-09,-0.07782536745071411|-1.3609424698302064e-09,1,3.3653721476234466e-10|Freefall
-1290.6099853515625,660.8622436523438,-497.60888671875|-0.9970202445983887,-1.6132007951696892e-09,-0.07714027166366577|-1.6442779360303916e-09,1,3.393501868398374e-10|Freefall
-1290.8343505859375,660.7567749023438,-497.6243591308594|-0.9971078634262085,-1.7775083627213917e-09,-0.07599972933530807|-1.8072002783142693e-09,1,3.219119415476257e-10|Freefall
-1290.946533203125,660.6989135742188,-497.632080078125|-0.9971469044685364,-1.8434139770207025e-09,-0.07548563927412033|-1.872419108650547e-09,1,3.1347469064968436e-10|Freefall
-1291.1708984375,660.5730590820312,-497.64752197265625|-0.9972156286239624,-1.9771062564899466e-09,-0.07457166910171509|-2.005029031693084e-09,1,2.995768633162754e-10|Freefall
-1291.395263671875,660.4335327148438,-497.6629638671875|-0.9972614645957947,-2.151850697629243e-09,-0.07395654171705246|-2.179735947294148e-09,1,2.9633445697285765e-10|Freefall
-1291.5074462890625,660.358642578125,-497.6706848144531|-0.9973021745681763,-2.117164665804694e-09,-0.0734056755900383|-2.143471178328582e-09,1,2.7959401460719846e-10|Freefall
-1291.7318115234375,660.1986694335938,-497.6861267089844|-0.9973280429840088,-2.3404382876179852e-09,-0.07305347174406052|-2.36770270056752e-09,1,2.8660937512192675e-10|Freefall
-1291.843994140625,660.1135864257812,-497.69384765625|-0.9973660707473755,-2.250774899792418e-09,-0.07253259420394897|-2.2761064144560805e-09,1,2.6658950047497854e-10|Freefall
-1292.068359375,659.9331665039062,-497.70928955078125|-0.9973868727684021,-2.4638209250582577e-09,-0.07224594801664352|-2.4901607442728846e-09,1,2.7451449446935783e-10|Freefall
-1292.292724609375,659.7391357421875,-497.7247314453125|-0.9974175095558167,-2.5499904410253293e-09,-0.07182161509990692|-2.5760098498750494e-09,1,2.696523837553144e-10|Freefall
-1292.4049072265625,659.6370239257812,-497.7324523925781|-0.9974443316459656,-2.4349935401346556e-09,-0.07144831866025925|-2.459250136865876e-09,1,2.515312680362314e-10|Freefall
-1292.6292724609375,659.4225463867188,-497.7478942871094|-0.9974619150161743,-2.5973738715379113e-09,-0.071201853454113|-2.622311034983227e-09,1,2.567589196811326e-10|Freefall
-1292.8536376953125,659.1944580078125,-497.7633361816406|-0.9974832534790039,-2.6671449493420596e-09,-0.0709027573466301|-2.6919204643149897e-09,1,2.5387647539787395e-10|Freefall
-1293.0780029296875,658.9527587890625,-497.7787780761719|-0.9974995851516724,-2.768367091121604e-09,-0.07067244499921799|-2.7933779733757547e-09,1,2.550655797683987e-10|Freefall
-1293.190185546875,658.8267822265625,-497.7864990234375|-0.9975141286849976,-2.6683890652634545e-09,-0.07046639919281006|-2.6921576079530496e-09,1,2.423306277865578e-10|Freefall
-1293.41455078125,658.5646362304688,-497.80194091796875|-0.9975252747535706,-2.809240173817784e-09,-0.0703083872795105|-2.8337074908790783e-09,1,2.4826196654004207e-10|Freefall
-1293.638916015625,658.2888793945312,-497.8173828125|-0.997536838054657,-2.9020770231369397e-09,-0.07014452666044235|-2.926861197849462e-09,1,2.5055268970675115e-10|Freefall
-1293.7510986328125,658.1458740234375,-497.8251037597656|-0.9975805878639221,-2.7884734521421706e-09,-0.06951981037855148|-2.8118833927948117e-09,1,2.388814701603792e-10|Freefall
-1293.9757080078125,657.8496704101562,-497.8398132324219|-0.9976138472557068,-2.918658870143531e-09,-0.06904035806655884|-2.9426332481818918e-09,1,2.455493586239754e-10|Freefall
-1294.2003173828125,657.5398559570312,-497.8542785644531|-0.9976539611816406,-2.949684718700496e-09,-0.06845860928297043|-2.973391755034527e-09,1,2.44397779791683e-10|Freefall
-1294.3126220703125,657.3798217773438,-497.86151123046875|-0.9976845979690552,-2.8308935196008633e-09,-0.06801044195890427|-2.8533555518350795e-09,1,2.3313415087322653e-10|Freefall
-1294.5372314453125,657.0494995117188,-497.8759765625|-0.9977439045906067,-2.9146736135743367e-09,-0.06713490933179855|-2.9372317911224854e-09,1,2.3730584164383117e-10|Freefall
-1294.64794921875,656.9869384765625,-497.885986328125|-0.9978898763656616,-2.28213559161361e-09,-0.06492903083562851|-2.303229384992278e-09,1,2.500242235470296e-10|Landed
-1294.8681640625,656.9547119140625,-497.9068603515625|-0.9980095028877258,4.721186552814061e-09,-0.06306394189596176|4.690966726172974e-09,1,6.272579677890633e-10|Landed
-1295.088134765625,656.9501953125,-497.92779541015625|-0.9982282519340515,2.6204821423903013e-08,-0.059501200914382935|2.6150564380600372e-08,1,1.6905457034255278e-09|Landed
-1295.3123779296875,656.9495239257812,-497.9445495605469|-0.9984679222106934,6.25611136229054e-08,-0.05533347651362419|6.246889938665845e-08,1,3.396147807421812e-09|Landed
-1295.425048828125,656.949462890625,-497.9516906738281|-0.9986215829849243,8.157164188560273e-08,-0.052487850189208984|8.146388807972471e-08,1,4.192398428415345e-09|Landed
-1295.650634765625,656.949462890625,-497.96502685546875|-0.9987612962722778,1.1759674833911049e-07,-0.04975815489888191|1.1745871830726173e-07,1,5.698039817758627e-09|Landed
-1295.7635498046875,656.949462890625,-497.97113037109375|-0.9989342093467712,1.2002328730886802e-07,-0.0461573489010334|1.1989658332822728e-07,1,5.513475453966521e-09|Landed
-1295.9893798828125,656.8701782226562,-497.9819641113281|-0.9990829229354858,1.1157901980141105e-07,-0.042817726731300354|1.1147526635113536e-07,1,4.8109036754340195e-09|Running
-1296.5545654296875,656.5435791015625,-498.00567626953125|-0.9993267059326172,1.1079531248014973e-07,-0.036690179258584976|1.1072744143802993e-07,1,3.8817242753452774e-09|Running
-1296.6676025390625,656.4677124023438,-498.0097351074219|-0.9995536804199219,8.58004156611969e-08,-0.029873738065361977|8.576180476893569e-08,1,2.5736810460585957e-09|Running
-1297.1202392578125,656.1302490234375,-498.02459716796875|-0.9996367692947388,1.0414012052706312e-07,-0.026949798688292503|1.0411195461301759e-07,1,2.4483604033065376e-09|Running
-1297.2333984375,656.037353515625,-498.02801513671875|-0.9997197985649109,8.64516991327946e-08,-0.023671526461839676|8.643372950700723e-08,1,1.7822975317827172e-09|Running
-1297.3465576171875,655.9410400390625,-498.0312805175781|-0.9997536540031433,8.928938655117236e-08,-0.022196119651198387|8.927447225914875e-08,1,1.662751492048642e-09|Running
-1297.5731201171875,655.7382202148438,-498.0367736816406|-0.9997918009757996,9.41399207476934e-08,-0.020404543727636337|9.412872969960517e-08,1,1.5086986104861921e-09|Running
-1297.6864013671875,655.6317138671875,-498.0392761230469|-0.9998224377632141,8.922457794824368e-08,-0.01884344406425953|8.921598038114098e-08,1,1.2968456308826148e-09|Running
-1297.9129638671875,655.408447265625,-498.0433044433594|-0.9998831748962402,9.290373270687269e-08,-0.01528566051274538|9.289867364259408e-08,1,1.041141506341603e-09|Running
-1298.1397705078125,655.1715698242188,-498.0453186035156|-0.9999194145202637,9.570831593919138e-08,-0.012693685479462147|9.570521086743611e-08,1,8.519537852968995e-10|Running
-1298.253173828125,655.0480346679688,-498.0457763671875|-0.9999574422836304,8.493845626844632e-08,-0.00922821182757616|8.493691439070972e-08,1,5.586481832686729e-10|Running
-1298.47998046875,654.9843139648438,-498.0455322265625|-0.9999861121177673,8.461989153829563e-08,-0.005270672496408224|8.461973521889377e-08,1,2.525684106302606e-10|Running
-1298.7132568359375,654.975341796875,-498.0443115234375|-0.9999959468841553,9.851515159198243e-08,-0.0028466475196182728|9.851551396877767e-08,1,1.2415767199069894e-11|Running
-1298.830810546875,654.9744262695312,-498.04351806640625|-1,1.0042958820122294e-07,-0.000060809648857684806|1.0042960241207766e-07,1,-1.890065742804481e-10|Running
-1299.0662841796875,654.9739379882812,-498.04168701171875|-0.9999960064888,1.0464722066672039e-07,0.00282913981936872|1.0464646749142048e-07,1,-4.149114385398889e-10|Running
-1299.3018798828125,654.973876953125,-498.0386962890625|-0.9999846816062927,9.661891198220474e-08,0.00553114153444767|9.661702193852761e-08,1,-6.084117654125976e-10|Running
-1299.415771484375,654.9752807617188,-498.0362548828125|-0.9999687671661377,9.004261158906957e-08,0.007901541888713837|9.00396059932973e-08,1,-7.364484022609474e-10|Running
-1299.640380859375,654.9769287109375,-498.0307312011719|-0.9999522566795349,1.0230416336298731e-07,0.009770077653229237|1.0229828006913522e-07,1,-1.1019836154702034e-09|Running
-1299.864013671875,654.9769897460938,-498.02484130859375|-0.9999272227287292,1.0235194025653982e-07,0.012065399438142776|1.0234307268319753e-07,1,-1.351904144186733e-09|Running
-1300.08740234375,654.9765625,-498.0184631347656|-0.9999028444290161,9.753549790048055e-08,0.01393879670649767|9.752342577939999e-08,1,-1.5453948121191274e-09|Running
-1300.198974609375,654.976318359375,-498.0151062011719|-0.9998825788497925,9.36107369398087e-08,0.015323575586080551|9.359649766338407e-08,1,-1.646057179449656e-09|Running
-1300.422119140625,654.9757080078125,-498.0080261230469|-0.9998614192008972,1.1190036985908591e-07,0.016649141907691956|1.1187832882342263e-07,1,-2.2553854339690815e-09|Running
-1300.64501953125,654.97509765625,-498.0005187988281|-0.9998358488082886,9.943462231376543e-08,0.01811719313263893|9.941132361745986e-08,1,-2.1865207422422372e-09|Running
-1300.75634765625,654.9747314453125,-497.9965515136719|-0.9998195767402649,9.277790979922429e-08,0.01899632066488266|9.275380108419995e-08,1,-2.1501691538361456e-09|Running
-1300.97900390625,654.9739990234375,-497.98834228515625|-0.9997982382774353,1.0464335531423785e-07,0.020085865631699562|1.0461155142138523e-07,1,-2.6340996051033017e-09|Running
-1301.2012939453125,654.97314453125,-497.97967529296875|-0.9997772574424744,1.0651391590954518e-07,0.021106401458382607|1.0647796955254307e-07,1,-2.8269071528086442e-09|Running
-1301.3123779296875,654.97265625,-497.9751281738281|-0.99976646900177,9.64754320875727e-08,0.02160918153822422|9.644140419595715e-08,1,-2.617021266360098e-09|Running
-1301.5343017578125,654.8925170898438,-497.9657287597656|-0.9997478127479553,9.963589064909684e-08,0.022457556799054146|9.959763502820351e-08,1,-2.8218616332509328e-09|Running
-1301.643310546875,654.840576171875,-497.9608459472656|-0.9997398853302002,9.939451217633177e-08,0.02280808798968792|9.935493494594994e-08,1,-2.8682796138213007e-09|Running
-1301.85986328125,654.7265625,-497.9507751464844|-0.9997238516807556,1.0029000918621023e-07,0.023498328402638435|1.0024790952911644e-07,1,-2.96954616452183e-09|Running
-1302.0755615234375,654.598876953125,-497.9404296875|-0.999709963798523,9.330568673249218e-08,0.024082887917757034|9.326484473604069e-08,1,-2.819200872750116e-09|Running
-1302.2977294921875,654.45751953125,-497.9302673339844|-0.9996986389160156,9.57392316536243e-08,0.02454809844493866|9.569568959477692e-08,1,-2.948346233822008e-09|Running
-1302.4036865234375,654.3817749023438,-497.93023681640625|-0.9997043013572693,9.493611941024938e-08,0.024316949769854546|9.489266972195765e-08,1,-2.940663490491602e-09|Running
-1302.6104736328125,654.2200317382812,-497.9346618652344|-0.9997182488441467,1.0756886581475555e-07,0.023736396804451942|1.075189857147052e-07,1,-3.377600865661634e-09|Running
-1302.71728515625,654.134033203125,-497.92987060546875|-0.999744713306427,1.1596419113857337e-07,0.022593654692173004|1.1591146886757997e-07,1,-3.6431153649374437e-09|Running
-1302.933837890625,653.9518432617188,-497.9186706542969|-0.999800980091095,1.433202072576023e-07,0.019950998947024345|1.432614880059191e-07,1,-4.3721648523842305e-09|Running
-1303.1513671875,653.7560424804688,-497.9082946777344|-0.9998505115509033,1.8224082509732398e-07,0.01729051023721695|1.8217814101717522e-07,1,-5.200663455440235e-09|Running
-1303.260498046875,653.6530151367188,-497.9034423828125|-0.9998686909675598,1.9624886249403062e-07,0.016205137595534325|1.961870594868742e-07,1,-5.403448355423279e-09|Running
-1303.4794921875,653.436767578125,-497.8941955566406|-0.9999057054519653,2.357428030563824e-07,0.013731082901358604|2.3568290430375782e-07,1,-5.98073635060814e-09|Running
-1303.6995849609375,653.2069091796875,-497.8857421875|-0.9999342560768127,2.624379362714535e-07,0.011468020267784595|2.6238504347020353e-07,1,-6.116118278498561e-09|Running
-1303.81005859375,653.0868530273438,-497.8818359375|-0.9999378323554993,2.541435435432504e-07,0.011148877441883087|2.54095112950381e-07,1,-5.759514642988961e-09|Running
-1304.0316162109375,652.8365478515625,-497.8746032714844|-0.9999600648880005,2.753190244675352e-07,0.008934822864830494|2.752794046045892e-07,1,-5.664613667022422e-09|Running
-1304.254150390625,652.5726318359375,-497.8681945800781|-0.9999749064445496,2.856943979168136e-07,0.007088084239512682|2.856636456272099e-07,1,-5.3525606169557705e-09|Running
-1304.3658447265625,652.435546875,-497.8653869628906|-0.9999739527702332,2.7153171799909614e-07,0.00721634179353714|2.71502784698896e-07,1,-4.98858332420582e-09|Running
-1304.5899658203125,652.220947265625,-497.8602600097656|-0.9999859929084778,2.8740737434418406e-07,0.005294009577482939|2.8738605806211126e-07,1,-4.788492269369726e-09|Running
-1304.818115234375,652.1827392578125,-497.8577880859375|-0.9999902844429016,2.8453922595872427e-07,0.004408748354762793|2.845225139935792e-07,1,-4.422084032285056e-09|Running
-1305.0506591796875,652.1852416992188,-497.8580017089844|-0.9999955296516418,2.811128183566325e-07,0.0029831002466380596|2.811021033721772e-07,1,-4.014677035257819e-09|Running
-1305.1678466796875,652.1925659179688,-497.8587951660156|-0.9999947547912598,2.556120080043911e-07,0.0032451520673930645|2.55601634080449e-07,1,-3.6104137457471097e-09|Running
-1305.4033203125,652.2127685546875,-497.8619689941406|-0.9999987483024597,2.510811896172527e-07,0.0015765057178214192|2.5107650003519666e-07,1,-3.1873017558581296e-09|Running
-1305.64013671875,652.2364501953125,-497.8664245605469|-1,2.430253971397178e-07,-0.00000831074248708319|2.4302542556142726e-07,1,-2.713851809943435e-09|Running
-1305.759033203125,652.248779296875,-497.86944580078125|-0.9999997615814209,2.3342086308275611e-07,-0.0007263896404765546|2.3342269628301437e-07,1,-2.4319399827277266e-09|Running
-1305.9976806640625,652.2741088867188,-497.877197265625|-0.9999946355819702,2.404707686309848e-07,-0.003277781419456005|2.404786130227876e-07,1,-2.0043000592551152e-09|Running
-1306.117431640625,652.2869873046875,-497.88189697265625|-0.9999923706054688,2.2701526347645995e-07,-0.00390633475035429|2.2702369051330606e-07,1,-1.7109785810376366e-09|Running
-1306.3577880859375,652.3131103515625,-497.89227294921875|-0.9999781847000122,2.4037993284764525e-07,-0.006605162750929594|2.403934615813341e-07,1,-1.2536015558950453e-09|Running
-1306.59912109375,652.3397216796875,-497.904541015625|-0.999950647354126,2.4765958528405463e-07,-0.009934653528034687|2.4767763306954294e-07,1,-5.86354576004311e-10|Running
-1306.72021484375,652.3531494140625,-497.9118347167969|-0.9999217391014099,2.3410225935549533e-07,-0.012509924359619617|2.3412168559389102e-07,1,-8.883726393404956e-11|Running
-1306.9630126953125,652.3804321289062,-497.9290771484375|-0.9998664855957031,2.4919032171055733e-07,-0.01633918471634388|2.492104158591246e-07,1,8.072212898113662e-10|Running
-1307.206787109375,652.4083862304688,-497.94842529296875|-0.9997428059577942,2.491347856903303e-07,-0.022678697481751442|2.4915050289564533e-07,1,2.1332511312976976e-09|Running
-1307.3289794921875,652.4225463867188,-497.95989990234375|-0.9996637105941772,2.460956523009372e-07,-0.025932611897587776|2.461053725255624e-07,1,2.817208244465519e-09|Running
-1307.573974609375,652.4515380859375,-497.9850769042969|-0.9995015263557434,2.5498817990410316e-07,-0.03157029300928116|2.5497743649793847e-07,1,4.366678130196533e-09|Running
-1307.8197021484375,652.4813842773438,-498.0130310058594|-0.9992381930351257,2.5468622766311455e-07,-0.03902638331055641|2.546416055793088e-07,1,6.1142899632216086e-09|Running
-1307.94287109375,652.49658203125,-498.02850341796875|-0.9990267753601074,2.4313320068358735e-07,-0.04410763084888458|2.4306737600454653e-07,1,6.855866541144451e-09|Running
-1308.189697265625,652.527587890625,-498.0615234375|-0.9987412691116333,2.49517967176871e-07,-0.050158146768808365|2.4939524223555054e-07,1,8.705784537710315e-09|Running
-1308.4373779296875,652.5595092773438,-498.09576416015625|-0.9984552264213562,2.5297759975728695e-07,-0.05556183308362961|2.527906985960726e-07,1,1.0391950411303696e-08|Running
-1308.5615234375,652.5757446289062,-498.1133117675781|-0.9982327818870544,2.341021456686576e-07,-0.05942477658390999|2.3389389980366104e-07,1,1.0460099453268867e-08|Running
-1308.810302734375,652.6089477539062,-498.1491394042969|-0.9979865550994873,2.4682304911038955e-07,-0.06342624872922897|2.4653951413711184e-07,1,1.2296566431757583e-08|Running
-1309.0596923828125,652.64306640625,-498.1859436035156|-0.9977254271507263,2.485798802354111e-07,-0.06740890443325043|2.4823387434480537e-07,1,1.3509213303564138e-08|Running
-1309.1846923828125,652.660400390625,-498.2048034667969|-0.9975826144218445,2.3597236520345177e-07,-0.06949048489332199|2.35614834309672e-07,1,1.3341413307443872e-08|Running
-1309.4351806640625,652.6957397460938,-498.2431335449219|-0.9973453879356384,2.397276546162175e-07,-0.07281631976366043|2.39310082861266e-07,1,1.4458750641210827e-08|Running
-1309.5606689453125,652.7137451171875,-498.2627258300781|-0.9972347617149353,2.3205879529086815e-07,-0.07431576400995255|2.316305227623161e-07,1,1.438170205148026e-08|Running
-1309.8121337890625,652.7504272460938,-498.3025207519531|-0.997022271156311,2.3638476420728693e-07,-0.0771140530705452|2.3590150988184178e-07,1,1.5375977824305664e-08|Running
-1310.0640869140625,652.7880249023438,-498.34320068359375|-0.9968264102935791,2.3821883132768562e-07,-0.07960626482963562|2.3768805590407283e-07,1,1.61433426626445e-08|Running
-1310.316650390625,652.8265380859375,-498.3847961425781|-0.9966620802879333,2.3274020577446208e-07,-0.0816379114985466|2.3218395028834493e-07,1,1.630713342137824e-08|Running
-1310.5697021484375,652.865966796875,-498.42724609375|-0.9964765906333923,2.3821623074127274e-07,-0.08387156575918198|2.3760888723245444e-07,1,1.7223264592303167e-08|Running
-1310.6962890625,653.0874633789062,-498.44854736328125|-0.9964772462844849,2.556998595082405e-07,-0.08386357128620148|2.5502836820123775e-07,1,1.871945087827953e-08|Jumping
-1310.949462890625,653.5202026367188,-498.4911193847656|-0.9963427782058716,4.4166802126710536e-07,-0.08544603735208511|4.4044315927749267e-07,1,3.3186651648975385e-08|Jumping
-1311.07421875,653.7314453125,-498.5107116699219|-0.9963813424110413,4.5350586219683464e-07,-0.08499521762132645|4.522480594459921e-07,1,3.4052781927584874e-08|Freefall
-1311.3182373046875,654.1437377929688,-498.544921875|-0.9963759779930115,3.960251433454687e-07,-0.08505809307098389|3.949193114749505e-07,1,2.982679347951489e-08|Freefall
-1311.554931640625,654.5424194335938,-498.57244873046875|-0.9964593648910522,2.9007230750721646e-07,-0.08407603204250336|2.892637382956309e-07,1,2.1798470584144525e-08|Freefall
-1311.67041015625,654.7366333007812,-498.5837097167969|-0.9965637922286987,2.2334916138788685e-07,-0.08282889425754547|2.2273172817222076e-07,1,1.6694428950358997e-08|Freefall
-1311.8968505859375,655.1148681640625,-498.60205078125|-0.996654748916626,1.3293444567352708e-07,-0.08172714710235596|1.3256499187264126e-07,1,9.946889534262482e-09|Freefall
-1312.12158203125,655.4794921875,-498.6187744140625|-0.996715784072876,5.744438524857287e-08,-0.08097899705171585|5.727778784603288e-08,1,4.380249052360341e-09|Freefall
-1312.2337646484375,655.6566772460938,-498.6270446777344|-0.9967719912528992,2.052463266011273e-08,-0.08028438687324524|2.0457711968902004e-08,1,1.6561068072462604e-09|Freefall
-1312.4581298828125,656.0007934570312,-498.6435241699219|-0.9968396425247192,-4.539852582752246e-08,-0.07944010198116302|-4.528977015638702e-08,1,-3.1707600989250295e-09|Freefall
-1312.6824951171875,656.3313598632812,-498.6600036621094|-0.9968913793563843,-8.455282340946724e-08,-0.07878827303647995|-8.433959663989299e-08,1,-6.03401995036279e-09|Freefall
-1312.794677734375,656.4915161132812,-498.6682434082031|-0.9969242811203003,-9.040906689961048e-08,-0.07837093621492386|-9.017978186420805e-08,1,-6.4648437714254214e-09|Freefall
-1313.01904296875,656.8015747070312,-498.6847229003906|-0.9969750642776489,-1.0340215084170268e-07,-0.07772231101989746|-1.0313718235011038e-07,1,-7.423263337358321e-09|Freefall
-1313.1312255859375,656.9515380859375,-498.6929626464844|-0.997006356716156,-1.0633260671966127e-07,-0.07731972634792328|-1.060594883028898e-07,1,-7.638693233502636e-09|Freefall
