mulu|true|2508
255.73724365234375,1847.2828369140625,-589.0249633789062|-0.9504791498184204,1.3644908847254555e-07,-0.3107883334159851|1.3019797506785835e-07,1,4.0859397643089324e-08|Running
255.45875549316406,1847.3062744140625,-589.109619140625|-0.9509325623512268,1.313714790285303e-07,-0.30939817428588867|1.2541424609935348e-07,1,3.914367852075884e-08|Running
255.18023681640625,1847.328369140625,-589.1943359375|-0.9513511061668396,1.2478145094974025e-07,-0.30810877680778503|1.1917972386754627e-07,1,3.6998912378294335e-08|Running
254.90185546875,1847.3494873046875,-589.279052734375|-0.9517382383346558,1.2806472682314052e-07,-0.3069108724594116|1.223729952926078e-07,1,3.778837509571531e-08|Running
254.62351989746094,1847.3701171875,-589.3637084960938|-0.9520966410636902,1.1933097709970752e-07,-0.305797278881073|1.1407023237097746e-07,1,3.5072542203806734e-08|Running
254.34518432617188,1847.3907470703125,-589.4484252929688|-0.9524286389350891,1.163177572038876e-07,-0.30476173758506775|1.1123880483410176e-07,1,3.402898585136427e-08|Running
254.06686401367188,1847.4112548828125,-589.5331420898438|-0.9527361989021301,1.1496643992359168e-07,-0.30379876494407654|1.0998944333096006e-07,1,3.349424915199961e-08|Running
253.78836059570312,1847.4315185546875,-589.6178588867188|-0.9530212879180908,1.1254540055460893e-07,-0.30290326476097107|1.0771229597139609e-07,1,3.26615392509666e-08|Running
253.50967407226562,1847.450927734375,-589.70263671875|-0.9532855749130249,1.251786869715943e-07,-0.3020704686641693|1.1984718639723724e-07,1,3.61839198603775e-08|Running
253.23092651367188,1847.46923828125,-589.7874755859375|-0.9535306692123413,1.1226288876287072e-07,-0.3012959957122803|1.0750575540896534e-07,1,3.236969448039417e-08|Running
253.09149169921875,1847.477783203125,-589.8298950195312|-0.9536459445953369,1.1012575384938827e-07,-0.3009309768676758|1.0547333317845187e-07,1,3.1706747449788963e-08|Running
252.8126220703125,1847.49365234375,-589.9147338867188|-0.9538638591766357,1.1340416250504859e-07,-0.3002394437789917|1.0864412303135396e-07,1,3.254889335835287e-08|Running
252.3943634033203,1847.5150146484375,-590.0419921875|-0.954164981842041,1.1616157280514017e-07,-0.29928120970726013|1.1132369337474302e-07,1,3.321424912883231e-08|Running
252.11557006835938,1847.528564453125,-590.1268310546875|-0.9543481469154358,1.0261921090659598e-07,-0.29869651794433594|9.836439573973621e-08,1,2.9278298896429078e-08|Running
251.83700561523438,1847.5426025390625,-590.2115478515625|-0.9545170068740845,9.543563095348873e-08,-0.2981564402580261|9.150130608759355e-08,1,2.7153811643643166e-08|Running
251.5587921142578,1847.5577392578125,-590.296142578125|-0.9546733498573303,9.369751552412708e-08,-0.2976555824279785|8.985968946717549e-08,1,2.6577264833349545e-08|Running
251.28067016601562,1847.57470703125,-590.3807373046875|-0.9548182487487793,9.664690736599368e-08,-0.2971903383731842|9.271369805219365e-08,1,2.732988413356452e-08|Running
251.00216674804688,1847.5931396484375,-590.4654541015625|-0.9549527168273926,1.0364041713728511e-07,-0.29675793647766113|9.944667311856392e-08,1,2.922767983193353e-08|Running
250.72354125976562,1847.611572265625,-590.5501708984375|-0.955077588558197,1.1412481626393856e-07,-0.2963559627532959|1.0952888374049508e-07,1,3.211083310361573e-08|Running
250.44461059570312,1847.6275634765625,-590.635009765625|-0.9551934599876404,1.101606414977141e-07,-0.2959822118282318|1.0573825903748002e-07,1,3.094831768635231e-08|Running
250.16580200195312,1847.6387939453125,-590.7198486328125|-0.95530104637146,9.13478075403873e-08,-0.2956347167491913|8.769097092908851e-08,1,2.5628020594581358e-08|Running
249.8878936767578,1847.6422119140625,-590.8043823242188|-0.9554010033607483,7.479814456701206e-08,-0.2953116297721863|7.181566274994111e-08,1,2.0945307710462657e-08|Running
249.6101531982422,1847.6319580078125,-590.8888549804688|-0.9554938077926636,6.020439258236365e-08,-0.2950111925601959|5.781758360967615e-08,1,1.6813091363587773e-08|Running
249.33462524414062,1847.6080322265625,-590.9727172851562|-0.9555799961090088,4.730152980414459e-08,-0.29473185539245605|4.544260789884902e-08,1,1.3155968758837844e-08|Running
249.0597381591797,1847.570556640625,-591.0563354492188|-0.9556600451469421,3.586056962490147e-08,-0.2944721579551697|3.4471142384973064e-08,1,9.908826648086233e-09|Running
248.78594970703125,1847.51953125,-591.1396484375|-0.9557344317436218,2.5683082327532247e-08,-0.2942306697368622|2.471257509739644e-08,1,7.01634039756982e-09|Running
248.51344299316406,1847.454833984375,-591.2225952148438|-0.9558035135269165,1.65979834321206e-08,-0.2940061688423157|1.6002877245568925e-08,1,4.429762334723364e-09|Running
248.24037170410156,1847.37646484375,-591.3056030273438|-0.9558677077293396,8.457010203244408e-09,-0.29379743337631226|8.19964984799526e-09,1,2.1076755896132227e-09|Running
247.9673614501953,1847.284423828125,-591.3886108398438|-0.955927312374115,1.1322399684488005e-09,-0.2936033308506012|1.1801942756406447e-09,1,1.3828260585213581e-11|Running
247.69456481933594,1847.214111328125,-591.4716186523438|-0.9559827446937561,-5.486878951188601e-09,-0.2934228777885437|-5.161518323859582e-09,1,-1.883140532399352e-09|Running
247.42169189453125,1847.1517333984375,-591.5546264648438|-0.956034243106842,-1.1495792762161727e-08,-0.29325512051582336|-1.0917261761278496e-08,1,-3.6095431088511987e-09|Running
247.14793395996094,1847.0950927734375,-591.637939453125|-0.9560820460319519,-1.697712903592219e-08,-0.2930991053581238|-1.616638378720836e-08,1,-5.188483420681678e-09|Running
246.873291015625,1847.0435791015625,-591.7214965820312|-0.9561265110969543,-2.2002538457854826e-08,-0.29295408725738525|-2.0977594772375596e-08,1,-6.6403056386832304e-09|Running
246.598388671875,1846.99365234375,-591.8051147460938|-0.9561678171157837,-2.6633621530436358e-08,-0.2928192615509033|-2.5410127335590005e-08,1,-7.981969751824636e-09|Running
246.3234100341797,1846.944091796875,-591.8887329101562|-0.956206202507019,-3.092374001312237e-08,-0.2926939129829407|-2.9515037525129628e-08,1,-9.229025543788794e-09|Running
246.0484161376953,1846.89453125,-591.9723510742188|-0.9562418460845947,-3.491916444886556e-08,-0.29257732629776|-3.3336668536776415e-08,1,-1.0394686000836373e-08|Running
245.77337646484375,1846.8453369140625,-592.0559692382812|-0.9562749862670898,-3.8659734968859993e-08,-0.29246896505355835|-3.691350869416965e-08,1,-1.1489317941482113e-08|Running
245.498291015625,1846.79638671875,-592.1397094726562|-0.9563058018684387,-4.217982407794807e-08,-0.29236823320388794|-4.027855737831487e-08,1,-1.2522573200612896e-08|Running
245.22320556640625,1846.74755859375,-592.2234497070312|-0.9563344717025757,-4.5509235491181244e-08,-0.2922745645046234|-4.3460442356035855e-08,1,-1.350278200362709e-08|Running
244.9481201171875,1846.69873046875,-592.3071899414062|-0.9563610553741455,-4.867357716875631e-08,-0.29218748211860657|-4.648365603543425e-08,1,-1.4437378403897583e-08|Running
244.67222595214844,1846.6551513671875,-592.39111328125|-0.9563857913017273,-5.169518502157189e-08,-0.2921065092086792|-4.936975628311302e-08,1,-1.5332261682488024e-08|Running
244.395751953125,1846.6136474609375,-592.4742431640625|-0.9564563035964966,-5.4183875164426354e-08,-0.2918755114078522|-5.1744095230787934e-08,1,-1.607845057094437e-08|Running
244.11849975585938,1846.57763671875,-592.5572509765625|-0.9565503001213074,-5.512636747084798e-08,-0.29156726598739624|-5.263288826995449e-08,1,-1.639539171094384e-08|Running
243.8416290283203,1846.5384521484375,-592.64013671875|-0.9566482901573181,-5.4056215503806015e-08,-0.291245698928833|-5.15879285956089e-08,1,-1.6153757442793903e-08|Running
243.5648651123047,1846.4984130859375,-592.7230224609375|-0.9567432403564453,-5.0968978371201956e-08,-0.2909335494041443|-4.860471491952012e-08,1,-1.5353146309848853e-08|Running
243.28805541992188,1846.4586181640625,-592.805908203125|-0.9568329453468323,-4.6035577128122895e-08,-0.29063844680786133|-4.3847521169482206e-08,1,-1.4040891116451348e-08|Running
243.01123046875,1846.4188232421875,-592.8887939453125|-0.9569168090820312,-3.947116056224331e-08,-0.2903622090816498|-3.75226711923915e-08,1,-1.2278071892524167e-08|Running
242.73451232910156,1846.3746337890625,-592.969482421875|-0.9570893049240112,-2.925598963088305e-08,-0.2897930443286896|-2.76882676786272e-08,1,-9.509696141662971e-09|Running
242.45643615722656,1846.3297119140625,-593.0449829101562|-0.9575409889221191,4.4373815732967614e-09,-0.2882971465587616|4.718164525741031e-09,1,-2.7906835176061406e-10|Running
242.17715454101562,1846.2850341796875,-593.1162109375|-0.9582595825195312,8.90761100436066e-08,-0.28589949011802673|8.607293011664297e-08,1,2.3070690247095627e-08|Running
241.89659118652344,1846.240966796875,-593.1826171875|-0.9592492580413818,1.9417541352595435e-07,-0.2825613021850586|1.8708401228195726e-07,1,5.207798636774896e-08|Running
241.61444091796875,1846.203369140625,-593.2460327148438|-0.9604113698005676,3.2809936101330095e-07,-0.27858564257621765|3.160485277931002e-07,1,8.81695783050418e-08|Running
241.3312225341797,1846.1737060546875,-593.3089599609375|-0.9615903496742249,4.507433004619088e-07,-0.2744886577129364|4.3443668573672767e-07,1,1.2019870609947247e-07|Running
241.0475311279297,1846.146240234375,-593.370849609375|-0.9627565145492554,5.271335226098017e-07,-0.27036982774734497|5.084984309178253e-07,1,1.3897003725560353e-07|Running
240.76327514648438,1846.125,-593.4325561523438|-0.9638663530349731,5.523581876332173e-07,-0.2663861811161041|5.333574222277093e-07,1,1.4367455491992587e-07|Running
240.4784393310547,1846.10986328125,-593.4933471679688|-0.9649414420127869,5.406321861300967e-07,-0.262465238571167|5.225956556387246e-07,1,1.3852482538823097e-07|Running
240.19305419921875,1846.1021728515625,-593.5529174804688|-0.9659996628761292,5.185044074096368e-07,-0.25854331254959106|5.017832336307038e-07,1,1.3066274107131903e-07|Running
239.92239379882812,1846.090087890625,-593.6344604492188|-0.9595360159873962,0.000003930008006136632,-0.2815859019756317|0.0000037987194900779286,1,0.0000010121235618498758|Running
239.67132568359375,1846.08056640625,-593.745361328125|-0.9479586482048035,0.000016915048036025837,-0.3183935284614563|0.00001627355595701374,1,0.00000467468953502248|Running
239.4396514892578,1846.0657958984375,-593.885498046875|-0.9338994026184082,0.00003344041761010885,-0.35753583908081055|0.00003197737896698527,1,0.0000100039233075222|Running
239.2270965576172,1846.0491943359375,-594.054931640625|-0.9186921715736389,0.00004511481893132441,-0.3949742615222931|0.00004281272413209081,1,0.000014641719644714613|Running
239.12786865234375,1846.0401611328125,-594.1506958007812|-0.910953164100647,0.000047974594053812325,-0.4125097393989563|0.00004531822196440771,1,0.000016222196791204624|Running
238.85438537597656,1846.021728515625,-594.4795532226562|-0.8877529501914978,0.00004597269435180351,-0.46032020449638367|0.00004266720134182833,1,0.000017585063687874936|Running
238.67893981933594,1846.0096435546875,-594.7115478515625|-0.8725442886352539,0.000040128481487045065,-0.48853495717048645|0.000036654928408097476,1,0.000016673178834025748|Running
238.50218200683594,1846.0029296875,-594.9432373046875|-0.8579463958740234,0.00003335113433422521,-0.513739287853241|0.000029896671549067833,1,0.00001499085919931531|Running
238.3249969482422,1845.99560546875,-595.1748046875|-0.8438961505889893,0.00002711704837565776,-0.5365065336227417|0.000023810463972040452,1,0.000013091154869471211|Running
238.23634338378906,1845.99365234375,-595.2905883789062|-0.8370940685272217,0.000024451979697914794,-0.5470589995384216|0.000021244472009129822,1,0.000012189468179713003|Running
237.9691162109375,1845.9908447265625,-595.6369018554688|-0.8174492120742798,0.000018280568838235922,-0.5760006904602051|0.000015414867448271252,1,0.000009860574209596962|Running
237.79075622558594,1845.9903564453125,-595.8676147460938|-0.8050201535224915,0.000015540279491688125,-0.5932474136352539|0.00001288239309360506,1,0.000008714228897588328|Running
237.70156860351562,1845.9906005859375,-595.9829711914062|-0.7990760803222656,0.000014397680388356093,-0.6012298464775085|0.000011842819731100462,1,0.000008207121027226094|Running
237.52243041992188,1845.991455078125,-596.213134765625|-0.7877364754676819,0.000012332747246546205,-0.6160123944282532|0.00001000292832031846,1,0.000007228873528219992|Running
237.25335693359375,1845.99267578125,-596.5580444335938|-0.7717140913009644,0.000009781806511455216,-0.6359695792198181|0.000007782420652802102,1,0.00000593739423493389|Running
237.07394409179688,1845.993408203125,-596.7879638671875|-0.7617209553718567,0.000008458994670945685,-0.6479052305221558|0.000006645938356086845,1,0.000005242501174507197|Running
236.8937530517578,1845.993896484375,-597.017333984375|-0.752442479133606,0.00000726549478713423,-0.658657968044281|0.000005638412403641269,1,0.000004589505351759726|Running
236.71258544921875,1845.9942626953125,-597.245849609375|-0.7438810467720032,0.0000061473688219848555,-0.6683120131492615|0.00000471372777610668,1,0.000003951621692976914|Running
236.53111267089844,1845.9945068359375,-597.4742431640625|-0.7359114289283752,0.000005141768269822933,-0.6770777702331543|0.000003896683665516321,1,0.0000033587780308153015|Running
236.34963989257812,1845.9947509765625,-597.7025146484375|-0.728447675704956,0.000004301272838347359,-0.6851013898849487|0.0000032228952022705926,1,0.000002851493718480924|Running
236.16738891601562,1845.9949951171875,-597.9302368164062|-0.7215573787689209,0.0000036088765682507074,-0.6923546195030212|0.000002675319592526648,1,0.0000024243065581686096|Running
235.9849090576172,1845.9949951171875,-598.15771484375|-0.7151604294776917,0.000003031000233022496,-0.6989603638648987|0.000002224877789558377,1,0.0000020599961771949893|Running
235.80239868164062,1845.9949951171875,-598.38525390625|-0.7091867327690125,0.0000025593444661353715,-0.7050207257270813|0.0000018616772194945952,1,0.0000017574911908013746|Running
235.61988830566406,1845.9949951171875,-598.6127319335938|-0.7035974264144897,0.0000021794182885059854,-0.7105988264083862|0.00000157208137352427,1,0.0000015104246813280042|Running
235.43736267089844,1845.9949951171875,-598.8402709960938|-0.6983656287193298,0.000001871145173026889,-0.7157411575317383|0.0000013392588016358786,1,0.0000013075297147224774|Running
235.25485229492188,1845.9949951171875,-599.0677490234375|-0.6934694051742554,0.0000016157233631020063,-0.720486044883728|0.0000011480797184049152,1,0.0000011375169606253621|Running
235.07232666015625,1845.9949951171875,-599.2952270507812|-0.6888890266418457,0.0000013991107152833138,-0.7248668074607849|9.873948556560208e-07,1,9.917756642607856e-07|Running
234.88978576660156,1845.9949951171875,-599.522705078125|-0.6846060156822205,0.0000012122874295528163,-0.7289133071899414|8.500230705976719e-07,1,8.647895128888194e-07|Running
234.70726013183594,1845.9949951171875,-599.7501831054688|-0.6806028485298157,0.000001049826892085548,-0.7326525449752808|7.315701395782526e-07,1,7.533150778726849e-07|Running
234.52471923828125,1845.9949951171875,-599.9776611328125|-0.6768627762794495,9.083282179744856e-07,-0.73610919713974|6.292677312558226e-07,1,6.553379421347927e-07|Running
234.43345642089844,1845.9949951171875,-600.0913696289062|-0.6750942468643188,8.445476851193234e-07,-0.7377314567565918|5.834407375004957e-07,1,6.108865022724785e-07|Running
