mulu|true|2508
-468.784423828125,904.5089721679688,311.6912841796875|0.3670561611652374,0.0000020606230464181863,-0.9301987886428833|-7.6000964099876e-07,1,0.0000019153505945723737|Freefall
-468.7045593261719,904.5125122070312,311.4107666015625|0.36090028285980225,0.0000018937694221676793,-0.9326044321060181|-6.854008347545459e-07,1,0.0000017653873101153295|Freefall
-468.63037109375,904.5023803710938,311.12872314453125|0.35408079624176025,0.0000018823747041096794,-0.9352148175239563|-6.677643114016973e-07,1,0.0000017599509192223195|Freefall
-468.56243896484375,904.4786987304688,310.8450927734375|0.3463815748691559,0.0000020690520159405423,-0.9380937218666077|-7.183319326031778e-07,1,0.0000019403553324082168|Freefall
-468.5010070800781,904.4413452148438,310.5599670410156|0.33775946497917175,0.0000024498353923263494,-0.941232442855835|-8.3131590145058e-07,1,0.0000023044790395942982|Freefall
-468.446533203125,904.390380859375,310.2734375|0.32807961106300354,0.0000030109511044429382,-0.9446500539779663|-9.9692192634393e-07,1,0.0000028411382118065376|Freefall
-468.399658203125,904.3258056640625,309.9856262207031|0.3172982931137085,0.000003743435854630661,-0.9483257532119751|-0.0000012062363339282456,1,0.0000035438233680906706|Freefall
-468.3600769042969,904.24755859375,309.6966552734375|0.30559486150741577,0.000004595924110617489,-0.9521616101264954|-0.0000014371028100867989,1,0.000004365595486888196|Freefall
-468.3273620605469,904.15576171875,309.4068298339844|0.29310110211372375,0.000005489532668434549,-0.9560814499855042|-0.0000016605314385742531,1,0.000005232638613961171|Freefall
-468.2993469238281,904.05029296875,309.11651611328125|0.28020453453063965,0.000006312642199191032,-0.9599403142929077|-0.0000018417537148707197,1,0.00000603847365709953|Freefall
-468.2734069824219,903.9312133789062,308.8259582519531|0.2674412727355957,0.00000689693706590333,-0.9635741710662842|-0.0000019368026187294163,1,0.000006620098702114774|Freefall
-468.2498474121094,903.7985229492188,308.5352478027344|0.2549091577529907,0.000007162137080740649,-0.9669650197029114|-0.000001931680344569031,1,0.000006897596449562116|Freefall
-468.2279052734375,903.6521606445312,308.244384765625|0.24275587499141693,0.0000071409922384191304,-0.9700874090194702|-0.0000018450463130648131,1,0.000006899477739352733|Freefall
-468.1988525390625,903.4071044921875,307.807861328125|0.2250136137008667,0.000006774748726456892,-0.9743556380271912|-0.0000016314980939569068,1,0.000006576284249604214|Freefall
-468.1897888183594,903.318603515625,307.66229248046875|0.219327911734581,0.0000066082966441172175,-0.975651204586029|-0.0000015520873830610071,1,0.0000064243045017065015|Freefall
-468.173095703125,903.13134765625,307.3711242675781|0.20828905701637268,0.000006206698799360311,-0.9780673384666443|-0.0000013847072750650113,1,0.000006050993761164136|Freefall
-468.15679931640625,902.9305419921875,307.07989501953125|0.19782215356826782,0.0000057422389545536134,-0.9802379012107849|-0.000001215090264850005,1,0.000005612787390418816|Freefall
-468.14251708984375,902.716064453125,306.7885437011719|0.1876833736896515,0.000005267158030619612,-0.9822295904159546|-0.0000010552829508014838,1,0.000005160808541404549|Freefall
-468.1297912597656,902.4879760742188,306.4971618652344|0.17786145210266113,0.000004839763732888969,-0.9840555191040039|-9.1614202801793e-07,1,0.000004752595032186946|Freefall
-468.11846923828125,902.2462768554688,306.2056884765625|0.1683756411075592,0.000004464109224500135,-0.9857228994369507|-7.971875675139017e-07,1,0.000004392595656099729|Freefall
-468.1074523925781,901.9909057617188,305.91424560546875|0.15937942266464233,0.000004111430371267488,-0.9872174263000488|-6.923544333403697e-07,1,0.000004052889835293172|Freefall
-468.0909729003906,901.5823974609375,305.4770812988281|0.14683565497398376,0.0000035682617181009846,-0.9891608953475952|-5.504780915543961e-07,1,0.000003525646889102063|Freefall
-468.0854797363281,901.4393920898438,305.3313293457031|0.14293710887432098,0.000003387828883205657,-0.9897317886352539|-5.075863782622037e-07,1,0.000003349671260366449|Freefall
-468.0744934082031,901.1431884765625,305.0398864746094|0.13559143245220184,0.0000030118212634988595,-0.990764856338501|-4.258634476173029e-07,1,0.000002981613533847849|Freefall
-468.0634765625,900.8333740234375,304.7484436035156|0.12876155972480774,0.000002638843852764694,-0.9916755557060242|-3.52143814552619e-07,1,0.0000026152717964578187|Freefall
-468.0524597167969,900.5098876953125,304.4570007324219|0.12240862846374512,0.0000022901160718902247,-0.9924798011779785|-2.8831868803536054e-07,1,0.000002271908670081757|Freefall
-468.04144287109375,900.1727905273438,304.1655578613281|0.11649864912033081,0.000001977081865334185,-0.9931908249855042|-2.3471784516004845e-07,1,0.000001963104523383663|Freefall
-468.0304260253906,899.8220825195312,303.8741149902344|0.11100074648857117,0.000001703134216768376,-0.993820309638977|-1.9067904588609963e-07,1,0.0000016924274177654297|Freefall
-468.0193786621094,899.4577026367188,303.5826721191406|0.10588640719652176,0.0000014667135701529332,-0.9943782091140747|-1.5492774707581702e-07,1,0.0000014585082226403756|Freefall
-468.0083312988281,899.0797729492188,303.29119873046875|0.10112912952899933,0.00000126391921639879,-0.9948732852935791|-1.261079916048402e-07,1,0.0000012576134622577229|Freefall
-467.9972839355469,898.6881713867188,302.999755859375|0.09670422226190567,0.000001090182763618941,-0.9953131675720215|-1.0285076257332548e-07,1,0.0000010853233334273682|Freefall
-467.9862365722656,898.282958984375,302.70831298828125|0.09258866310119629,9.411486416865955e-07,-0.9957044720649719|-8.406274076833142e-08,1,9.373919738209224e-07|Freefall
-467.9751892089844,897.8641357421875,302.4168701171875|0.08876100182533264,8.130235755743342e-07,-0.9960529804229736|-6.885374403964306e-08,1,8.101096113932726e-07|Freefall
-467.9641418457031,897.431640625,302.12542724609375|0.08520124852657318,7.026342814242525e-07,-0.9963637590408325|-5.650564460779606e-08,1,7.003666269156383e-07|Freefall
-467.9530944824219,896.985595703125,301.833984375|0.081890769302845,6.073655640648212e-07,-0.9966413378715515|-4.643802498094374e-08,1,6.055967105567106e-07|Freefall
-467.9420166015625,896.52587890625,301.54254150390625|0.07881219685077667,5.250570893622353e-07,-0.9968894720077515|-3.821319793928524e-08,1,5.236743163550273e-07|Freefall
-467.9254150390625,895.810791015625,301.1053771972656|0.07456032186746597,4.2299257074773777e-07,-0.997216522693634|-2.86542345406815e-08,1,4.2203083694403176e-07|Freefall
-467.9143371582031,895.3170166015625,300.8139343261719|0.0719689354300499,3.679787141663837e-07,-0.9974068999290466|-2.379531949259217e-08,1,3.672184334391204e-07|Freefall
-467.90325927734375,894.8095703125,300.5224914550781|0.0695759579539299,3.190648385498207e-07,-0.9975766539573669|-1.972460772492468e-08,1,3.184642309861374e-07|Freefall
-467.8977355957031,894.55078125,300.37677001953125|0.06845086067914963,2.9661347866749566e-07,-0.9976544976234436|-1.794016313283464e-08,1,2.960799179163587e-07|Freefall
-467.88665771484375,894.02294921875,300.0853271484375|0.06632192432880402,2.5527765501465183e-07,-0.9977982640266418|-1.4790846769585642e-08,1,2.548578095229459e-07|Freefall
-467.8757019042969,893.4814453125,299.79742431640625|0.0643378421664238,1.8549239655385463e-07,-0.9979282021522522|-1.0025574148642136e-08,1,1.8523114420077036e-07|Landed
-467.86474609375,892.9263916015625,299.5092468261719|0.06249131262302399,1.226406283194592e-07,-0.9980455040931702|-5.658714830047984e-09,1,1.225264867343867e-07|Landed
-467.8537292480469,892.357666015625,299.2198181152344|0.06077376380562782,1.1818512746231136e-07,-0.9981515407562256|-4.133990483268235e-09,1,1.1815228617706452e-07|Landed
-467.8371276855469,891.619384765625,298.7839660644531|0.058401621878147125,1.3088535411043267e-07,-0.9982931613922119|-4.023455346668925e-09,1,1.3087375805298507e-07|Landed
-467.8260192871094,891.5195922851562,298.4927978515625|0.05695599690079689,1.283422648157284e-07,-0.9983766674995422|-4.3391934489989126e-09,1,1.2830339812808234e-07|Landed
-467.81494140625,891.5365600585938,298.20147705078125|0.05562117323279381,1.2327639353770792e-07,-0.9984519481658936|-4.6464156966408154e-09,1,1.2320867881498998e-07|Running
-467.8038635253906,891.583740234375,297.91015625|0.054383572190999985,1.271768468313894e-07,-0.9985201358795166|-5.240465394962257e-09,1,1.2707991459137702e-07|Running
-467.7983093261719,891.6082153320312,297.7644958496094|0.053800903260707855,1.284695798631219e-07,-0.9985516667366028|-5.458391960644349e-09,1,1.2836181895181653e-07|Running
-467.7872009277344,891.6515502929688,297.4731750488281|0.05269769951701164,1.1369996855137288e-07,-0.9986104965209961|-4.976789647059832e-09,1,1.1359554008549821e-07|Running
-467.776123046875,891.6849365234375,297.1818542480469|0.051669202744960785,1.197972352429133e-07,-0.9986642599105835|-5.29853894093435e-09,1,1.1968332103151624e-07|Running
-467.7650146484375,891.7088623046875,296.8905334472656|0.05071191117167473,1.0834511243729139e-07,-0.9987133145332336|-4.7233310596084266e-09,1,1.08244861962703e-07|Running
-467.7539367675781,891.7247924804688,296.5992126464844|0.049821484833955765,1.1256418730454243e-07,-0.9987581372261047|-4.721253166195538e-09,1,1.1246863351743741e-07|Running
-467.7428283691406,891.7350463867188,296.3078308105469|0.04899347200989723,1.1204318894897369e-07,-0.9987990856170654|-4.502158201802331e-09,1,1.1195705695854485e-07|Running
-467.73175048828125,891.7415771484375,296.0163879394531|0.0482235811650753,1.0495244850972085e-07,-0.9988365769386292|-3.992671970820538e-09,1,1.0488193424862402e-07|Running
-467.72064208984375,891.7459106445312,295.7249450683594|0.047507766634225845,1.0799085004009612e-07,-0.998870849609375|-3.82677489696448e-09,1,1.0793091576033476e-07|Running
-467.70953369140625,891.7493896484375,295.4335021972656|0.046842243522405624,1.197809780251191e-07,-0.9989023208618164|-3.949645943635005e-09,1,1.197274031028428e-07|Running
-467.6984558105469,891.753173828125,295.1421203613281|0.046223483979701996,1.0344066936340823e-07,-0.9989311099052429|-3.250455460346302e-09,1,1.0340094291905189e-07|Running
-467.6873474121094,891.7578735351562,294.85089111328125|0.04564820975065231,9.364644171228065e-08,-0.9989575743675232|-2.76217448913485e-09,1,9.361794184314931e-08|Running
-467.6762390136719,891.7638549804688,294.5596618652344|0.04511335864663124,8.950850372002606e-08,-0.9989818930625916|-2.4508488571939324e-09,1,8.948904905992094e-08|Running
-467.6651306152344,891.7711181640625,294.2684631347656|0.04461609572172165,9.025772129689358e-08,-0.9990041851997375|-2.288645717385407e-09,1,9.024547864555643e-08|Running
-467.654052734375,891.7794189453125,293.9772644042969|0.04415378347039223,9.522926092131456e-08,-0.9990247488021851|-2.2520183495799984e-09,1,9.522268840100878e-08|Running
-467.6429443359375,891.7886352539062,293.6860656738281|0.04372395947575569,1.0384855642087132e-07,-0.9990436434745789|-2.3214012934147377e-09,1,1.0384636794924518e-07|Running
-467.6318359375,891.7984008789062,293.3948669433594|0.04332434758543968,1.1561902368839583e-07,-0.9990610480308533|-2.4813577859106317e-09,1,1.1562008239707211e-07|Running
-467.6207275390625,891.8086547851562,293.1036071777344|0.04295282065868378,1.1219518114558014e-07,-0.9990770816802979|-2.354632266943213e-09,1,1.1219758988545436e-07|Running
-467.609619140625,891.8192138671875,292.8123474121094|0.04260740801692009,9.321696836650517e-08,-0.9990918636322021|-1.929763904229276e-09,1,9.321939842266147e-08|Running
-467.5985412597656,891.8311157226562,292.52142333984375|0.04228626936674118,7.628366205381099e-08,-0.9991055130958557|-1.5637519057420946e-09,1,7.628577236573619e-08|Running
-467.5875244140625,891.8455200195312,292.23114013671875|0.04198770225048065,6.111812211884171e-08,-0.9991181492805481|-1.2472227695070615e-09,1,6.111965689115095e-08|Running
-467.5765075683594,891.8630981445312,291.9417724609375|0.04171011969447136,4.748073223481697e-08,-0.9991297721862793|-9.721746740964932e-10,1,4.748150317368527e-08|Running
-467.5655212402344,891.8843994140625,291.6524963378906|0.04145205020904541,3.516442248496787e-08,-0.9991405010223389|-7.328533890849087e-10,1,3.5164269718279684e-08|Running
-467.5545349121094,891.9102172851562,291.3641357421875|0.04121212288737297,2.3990248010363757e-08,-0.9991503953933716|-5.243927514442248e-10,1,2.3989016995074053e-08|Running
-467.5436096191406,891.9408569335938,291.0771484375|0.04098905995488167,1.3803448162263976e-08,-0.999159574508667|-3.417785221504488e-10,1,1.380103764603291e-08|Running
-467.5326843261719,891.9763793945312,290.7904052734375|0.04078167304396629,4.470316117277662e-09,-0.9991680979728699|-1.8150628222635135e-10,1,4.466630176835906e-09|Running
-467.5218505859375,892.0186157226562,290.50628662109375|0.0405888631939888,-4.124719232834195e-09,-0.9991759061813354|-3.99884812762874e-11,1,-4.129745878600488e-09|Running
-467.5111999511719,892.0691528320312,290.22637939453125|0.04040960967540741,-1.208151889642295e-08,-0.999183177947998|8.498975828663546e-11,1,-1.2087958189965775e-08|Running
-467.500732421875,892.128662109375,289.95172119140625|0.04024295508861542,-1.9486437352611574e-08,-0.9991899132728577|1.956307477124497e-10,1,-1.949435635140162e-08|Running
-467.4903564453125,892.1976928710938,289.678466796875|0.04008801653981209,-2.6414102904936954e-08,-0.9991961717605591|2.935211518284575e-10,1,-2.6423577992318315e-08|Running
-467.4801330566406,892.2769165039062,289.4102478027344|0.039943963289260864,-3.292905148555292e-08,-0.9992018938064575|3.809430548784576e-10,1,-3.294012174137606e-08|Running
-467.4701843261719,892.3662719726562,289.1489562988281|0.03981004282832146,-3.9087030501150366e-08,-0.9992072582244873|4.594620517384129e-10,1,-3.9099735005265757e-08|Running
-467.4602966308594,892.4655151367188,288.8895263671875|0.039685532450675964,-4.49362538290643e-08,-0.9992122054100037|5.306534656135398e-10,1,-4.4950603239612974e-08|Running
-467.4504089355469,892.5730590820312,288.63031005859375|0.03956977650523186,-5.0518366379037616e-08,-0.9992167949676514|5.953569859329377e-10,1,-5.053438556501533e-08|Running
-467.4404602050781,892.6864624023438,288.3687744140625|0.03946215659379959,-5.586939622048703e-08,-0.9992210865020752|6.547997699613006e-10,1,-5.588708873460746e-08|Running
-467.4303894042969,892.8035278320312,288.1044006347656|0.0393621027469635,-6.10204722306662e-08,-0.9992250204086304|7.099623666739774e-10,1,-6.103983452021566e-08|Running
-467.4203186035156,892.92236328125,287.8392028808594|0.03926907852292061,-6.599848489940996e-08,-0.9992286562919617|7.611799524021023e-10,1,-6.601951696438846e-08|Running
-467.4101257324219,893.0413818359375,287.57177734375|0.039182595908641815,-7.08266796323187e-08,-0.9992320537567139|8.0886120024104e-10,1,-7.084939568358095e-08|Running
-467.39984130859375,893.1595458984375,287.3017578125|0.03910219669342041,-7.552515057795972e-08,-0.999235212802887|8.532491380108809e-10,1,-7.554956482636044e-08|Running
-467.3895263671875,893.2759399414062,287.031005859375|0.03902744501829147,-8.0111263400795e-08,-0.999238133430481|8.949599394902918e-10,1,-8.01373900571889e-08|Running
-467.379150390625,893.3897705078125,286.75836181640625|0.038957949727773666,-8.460006739596793e-08,-0.9992408752441406|9.346556861800082e-10,1,-8.462789935492765e-08|Running
-467.3687744140625,893.500732421875,286.4851379394531|0.03889333829283714,-8.90045015466967e-08,-0.9992433786392212|9.725090732715103e-10,1,-8.90340459136496e-08|Running
-467.3583984375,893.609375,286.2118225097656|0.038833267986774445,-9.333579953363369e-08,-0.9992457032203674|1.0088652135920029e-09,1,-9.336704920315242e-08|Running
-467.3480224609375,893.7161865234375,285.9385070800781|0.0387774258852005,-9.760366737054937e-08,-0.9992478489875793|1.0439690223407183e-09,1,-9.763662234263393e-08|Running
-467.3385314941406,893.8215942382812,285.6651611328125|0.0385628268122673,-1.0147890350253874e-07,-0.9992561936378479|1.0698734120850872e-09,1,-1.0151315166240238e-07|Running
-467.3293151855469,893.9259033203125,285.39178466796875|0.038265667855739594,-1.0406654382677516e-07,-0.999267578125|1.064720644983197e-09,1,-1.0410204964728109e-07|Running
-467.3201904296875,894.0294189453125,285.1182556152344|0.037952836602926254,-1.0492115620763798e-07,-0.9992795586585999|1.0186751442375908e-09,1,-1.0495811864075222e-07|Running
-467.31378173828125,894.1322021484375,284.8446044921875|0.0371602326631546,-9.979824255879066e-08,-0.9993093013763428|8.347533775321381e-10,1,-9.98361784354529e-08|Running
-467.3155822753906,894.234375,284.5707702636719|0.03482364863157272,-4.399072039973362e-08,-0.9993934631347656|-4.555626431645976e-10,1,-4.4033292567746685e-08|Running
-467.328125,894.335205078125,284.29541015625|0.03029370866715908,1.528160993302663e-07,-0.9995410442352295|-3.786970292907199e-09,1,1.5277149145731528e-07|Running
-467.35198974609375,894.4339599609375,284.01873779296875|0.023403318598866463,5.74820944621024e-07,-0.9997261166572571|-8.88747830884995e-09,1,5.747703539782378e-07|Running
-467.3872375488281,894.5302734375,283.7425231933594|0.01419747807085514,0.0000012876721484644804,-0.9998992085456848|-1.164974161582677e-08,1,0.0000012876365644842735|Running
-467.43304443359375,894.6233520507812,283.4662170410156|0.0029564264696091413,0.0000022799285943619907,-0.9999956488609314|-3.2937466087901157e-09,1,0.000002279928821735666|Running
-467.4892578125,894.7127685546875,283.18994140625|-0.01009505894035101,0.000003474962340987986,-0.999949038028717|2.731178128101419e-08,1,0.0000034748636608128436|Running
-467.5521240234375,894.7982788085938,282.9134826660156|-0.024145949631929398,0.00000467468407805427,-0.9997084140777588|8.643712590128416e-08,1,0.000004673959665524308|Running
-467.6193542480469,894.8797607421875,282.6375427246094|-0.03855784237384796,0.000005610617336060386,-0.9992563724517822|1.6913560330067412e-07,1,0.000005608266292256303|Running
-467.6894836425781,894.9575805664062,282.3622131347656|-0.05289102718234062,0.000006136493539088406,-0.9986003041267395|2.620099905925599e-07,1,0.000006131217560323421|Running
-467.76123046875,895.032470703125,282.0873107910156|-0.0667949691414833,0.0000062362505559576675,-0.9977667331695557|3.488888467018114e-07,1,0.000006226853201951599|Running
-467.8333740234375,895.1050415039062,281.8125|-0.07996656000614166,0.00000596875815972453,-0.9967975616455078|4.1535156469763024e-07,1,0.000005954613243375206|Running
-467.9055480957031,895.1759033203125,281.5376892089844|-0.09229575842618942,0.000005444660018838476,-0.9957316517829895|4.536846631708613e-07,1,0.0000054259467106021475|Running
-467.9777526855469,895.2454833984375,281.26287841796875|-0.10378151386976242,0.0000048010128921305295,-0.9946001172065735|4.6518545104845543e-07,1,0.0000047785388233023696|Running
-468.0494689941406,895.314697265625,280.9898681640625|-0.11446091532707214,0.00000414985424868064,-0.9934277534484863|4.564195990042208e-07,1,0.000004124720362597145|Running
-468.1208801269531,895.385009765625,280.71795654296875|-0.12438278645277023,0.000003556523779479903,-0.9922342896461487|4.3480852696120564e-07,1,0.000003529852847350412|Running
-468.1917724609375,895.4578857421875,280.44805908203125|-0.13359792530536652,0.0000030451665224973112,-0.9910356402397156|4.0641270970809273e-07,1,0.0000030179244276951067|Running
-468.2621154785156,895.5340576171875,280.1802978515625|-0.14215564727783203,0.00000261457216765848,-0.9898443222045898|3.752654436084413e-07,1,0.0000025875040137179894|Running
-468.33258056640625,895.61376953125,279.9121398925781|-0.15010252594947815,0.0000022527963210450253,-0.9886704087257385|3.4360863310212153e-07,1,0.000002226444394182181|Running
-468.4023742675781,895.6976928710938,279.6463928222656|-0.15748219192028046,0.0000019462772797851358,-0.9875218272209167|3.126498597794125e-07,1,0.000001921011062222533|Running
-468.47149658203125,895.7858276367188,279.38323974609375|-0.164335235953331,0.0000016837800558278104,-0.986404538154602|2.8299820087340777e-07,1,0.0000016598397678535548|Running
-468.5384521484375,895.8776245117188,279.11749267578125|-0.17021818459033966,0.0000014180508287608973,-0.9854063987731934|2.4778626084298594e-07,1,0.0000013962494449515361|Running
-468.6002502441406,895.9714965820312,278.84979248046875|-0.17459210753440857,0.000001086179395315412,-0.9846408367156982|1.9602293832576834e-07,1,0.000001068364554157597|Running
-468.65472412109375,896.0652465820312,278.5779724121094|-0.17694519460201263,6.906179237375909e-07,-0.9842206835746765|1.2811305794002692e-07,1,6.786576705053449e-07|Running
-468.6964416503906,896.1572875976562,278.30096435546875|-0.17631584405899048,3.2841103347891476e-07,-0.9843336343765259|6.421282705559861e-08,1,3.2213600320574187e-07|Running
-468.7214660644531,896.2467041015625,278.0211181640625|-0.17199662327766418,2.0718064774882805e-07,-0.9850975275039673|4.257342212099502e-08,1,2.0288159419123986e-07|Running
-468.7297668457031,896.33203125,277.7381896972656|-0.16398347914218903,6.195716082402214e-07,-0.9864630699157715|1.1622148576861946e-07,1,6.087539077270776e-07|Running
-468.716552734375,896.4122924804688,277.4535217285156|-0.1513359695672989,0.0000019213921405025758,-0.9884823560714722|3.370589922724321e-07,1,0.0000018921763285106863|Running
-468.6802673339844,896.4871215820312,277.16961669921875|-0.13413818180561066,0.000004418170192366233,-0.9909626245498657|7.239505066536367e-07,1,0.0000043604682105069514|Running
-468.6209716796875,896.5569458007812,276.88916015625|-0.11238511651754379,0.000008192958375730086,-0.9936647415161133|0.0000012341425872364198,1,0.000008105610504571814|Running
-468.5376892089844,896.6221923828125,276.6143493652344|-0.08602353930473328,0.000013268256225273944,-0.9962931275367737|0.0000017618879155634204,1,0.000013165496056899428|Running
-468.42962646484375,896.6824340820312,276.34716796875|-0.055028509348630905,0.00001963455906661693,-0.9984847903251648|0.0000021653622752637602,1,0.000019545017494237982|Running
-468.2976379394531,896.7371826171875,276.0894470214844|-0.020050911232829094,0.000026976200388162397,-0.9997989535331726|0.0000022525450731336605,1,0.00002693645001272671|Running
-468.1448059082031,896.785888671875,275.8427429199219|0.018046153709292412,0.000034552991564851254,-0.9998371601104736|0.0000018302943090020563,1,0.000034591656003613025|Running
-468.0111083984375,896.8283081054688,275.5931091308594|0.030070869252085686,0.00003195406679878943,-0.9995477795600891|0.0000010329030146749574,1,0.00003199959610356018|Running
-467.90673828125,896.8646850585938,275.3360900878906|0.029053879901766777,0.000019647693989099935,-0.9995778203010559|3.771762919768662e-07,1,0.000019666955267894082|Running
-467.83111572265625,896.895263671875,275.07049560546875|0.025882843881845474,0.000008284147952508647,-0.9996649622917175|9.410984880275919e-09,1,0.000008287168384413235|Running
-467.7837219238281,896.9200439453125,274.7947082519531|0.024132806807756424,0.0000014219241393220727,-0.9997087717056274|-1.2259916104540025e-07,1,0.0000014193788047123235|Running
-467.75946044921875,896.939208984375,274.50726318359375|0.02478667162358761,-0.0000014246822956920369,-0.9996927380561829|-1.2260656490070687e-07,1,-0.0000014281600897447788|Running
-467.7340393066406,896.9536743164062,274.2171936035156|0.02771846577525139,-0.0000018056325643556193,-0.9996157884597778|-7.779915733863163e-08,1,-0.000001808483943932515|Running
-467.7005310058594,896.9644775390625,273.92755126953125|0.032710179686546326,-0.0000010594296782073798,-0.9994648694992065|-3.733962117280498e-08,1,-0.0000010612188816594426|Running
-467.6609191894531,896.9725341796875,273.6386413574219|0.039106450974941254,-2.400505216826332e-08,-0.9992350339889526|-1.8591750361451886e-08,1,-2.475104210475365e-08|Running
-467.617919921875,896.978515625,273.3501892089844|0.04618116095662117,8.566935889575689e-07,-0.9989330768585205|-2.014498790003927e-08,1,8.566772748963558e-07|Running
-467.5740966796875,896.9829711914062,273.0617980957031|0.053252652287483215,0.0000013961130207462702,-0.998581051826477|-3.256317882005533e-08,1,0.0000013963602896183147|Running
-467.53021240234375,896.9862670898438,272.7734680175781|0.06001036986708641,0.000001586756184224214,-0.9981977343559265|-4.624996563507011e-08,1,0.0000015868405398578034|Running
-467.4862976074219,896.9886474609375,272.4851379394531|0.06636008620262146,0.0000015325327922255383,-0.9977957606315613|-5.590397833543648e-08,1,0.0000015322003719120403|Running
-467.4423828125,896.9904174804688,272.1968078613281|0.07228704541921616,0.0000013570527244155528,-0.9973838925361633|-6.030644073007352e-08,1,0.0000013562414551415714|Running
-467.3984680175781,896.9917602539062,271.9084777832031|0.0778048038482666,0.0000011515678579598898,-0.9969686269760132|-6.04782854907171e-08,1,0.0000011503494761200272|Running
-467.3545837402344,896.99267578125,271.6201477050781|0.08293618261814117,9.642502618589788e-07,-0.9965548515319824|-5.801965841101264e-08,1,9.627551662561018e-07|Running
-467.3096923828125,896.9933471679688,271.33197021484375|0.08786840736865997,8.209802331293758e-07,-0.9961320757865906|-5.501637190263864e-08,1,8.193150620172673e-07|Running
-467.2625732421875,896.993896484375,271.04412841796875|0.09287397563457489,7.426858701364836e-07,-0.9956778883934021|-5.4182152098292136e-08,1,7.408558531096787e-07|Running
-467.2090148925781,896.9943237304688,270.7574462890625|0.0987287387251854,7.803585617693898e-07,-0.9951143860816956|-6.125235785248151e-08,1,7.78112791977037e-07|Running
-467.14788818359375,896.99462890625,270.4722595214844|0.1058097705245018,9.958152986655477e-07,-0.9943863749504089|-8.389238814743294e-08,1,9.92510194919305e-07|Running
-467.0762023925781,896.994873046875,270.18963623046875|0.11467689275741577,0.0000014551012554875342,-0.9934028387069702|-1.3245343666312692e-07,1,0.0000014494743254545028|Running
-466.9950256347656,896.9949951171875,269.9095153808594|0.12522739171981812,0.000002183886181228445,-0.9921280741691589|-2.161958292390409e-07,1,0.0000021739256226283032|Running
-466.9012145996094,896.9951171875,269.6334228515625|0.13791780173778534,0.000003215175865989295,-0.9904437065124512|-3.494244538160274e-07,1,0.0000031975407637219178|Running
-466.7984924316406,896.9952392578125,269.3605041503906|0.15214253962039948,0.0000044906250877829734,-0.9883585572242737|-5.37828498181625e-07,1,0.000004460727723198943|Running
-466.68634033203125,896.9952392578125,269.09130859375|0.16775459051132202,0.0000058420068853592966,-0.9858287572860718|-7.725417390247458e-07,1,0.000005794524895463837|Running
-466.5654602050781,896.9952392578125,268.825927734375|0.18454255163669586,0.000007182993158494355,-0.9828245043754578|-0.0000010504666079214076,1,0.0000071112767727754544|Running
-466.4379577636719,896.9952392578125,268.56365966796875|0.20201396942138672,0.000008376834557566326,-0.9793826341629028|-0.0000013526766906579724,1,0.000008274166248156689|Running
-466.30615234375,896.9952392578125,268.303466796875|0.21956871449947357,0.000009224207133229356,-0.9755970239639282|-0.0000016371507172152633,1,0.000009086476893571671|Running
-466.171630859375,896.9952392578125,268.0447082519531|0.2367599755525589,0.000009583941391611006,-0.9715681672096252|-0.0000018588649481898756,1,0.000009411420251126401|Running
-466.03558349609375,896.9952392578125,267.7867126464844|0.2532534897327423,0.000009443955605092924,-0.9673999547958374|-0.0000019896647245332133,1,0.000009241333827958442|Running
-465.8982849121094,896.9952392578125,267.5294189453125|0.2689291834831238,0.000008912525117921177,-0.9631599187850952|-0.0000020275469978514593,1,0.000008687299668963533|Running
-465.7607116699219,896.9952392578125,267.2722473144531|0.2836264967918396,0.000008134348718158435,-0.9589348435401917|-0.000001985672952287132,1,0.000007895384442235809|Running
-465.6230773925781,896.9952392578125,267.01507568359375|0.29730096459388733,0.000007230511528177885,-0.9547837972640991|-0.0000018812804682966089,1,0.000006987136657699011|Running
-465.4845886230469,896.9952392578125,266.7584228515625|0.31014055013656616,0.000006337748345686123,-0.9506906867027283|-0.0000017463264612160856,1,0.000006096769084251719|Running
-465.344970703125,896.9952392578125,266.5023193359375|0.32228344678878784,0.000005565410447161412,-0.9466432332992554|-0.0000016140418210852658,1,0.000005329601663106587|Running
-465.2033386230469,896.9952392578125,266.24737548828125|0.3339625298976898,0.00000496978191222297,-0.942586362361908|-0.0000015081949413797702,1,0.000004738134975923458|Running
-465.0585632324219,896.9952392578125,265.9941711425781|0.34546518325805664,0.00000458701424577157,-0.9384315609931946|-0.0000014494695506073185,1,0.000004354364591563353|Running
-464.910400390625,896.9952392578125,265.7429504394531|0.35692957043647766,0.000004409620487422217,-0.9341312646865845|-0.0000014452508594331448,1,0.000004168330178799806|Running
-464.75885009765625,896.9952392578125,265.4937744140625|0.36840108036994934,0.000004381037797429599,-0.9296669363975525|-0.000001485082293584128,1,0.00000412398412663606|Running
-464.6039123535156,896.9952392578125,265.2466735839844|0.3798907697200775,0.000004434128641150892,-0.9250313639640808|-0.000001551886498418753,1,0.000004156162958679488|Running
-464.4464416503906,896.9952392578125,265.0011291503906|0.3912474811077118,0.000004491656454774784,-0.9202855229377747|-0.0000016211045021918835,1,0.000004191529114905279|Running
