yareu|true|1270
-806.4696655273438,40.0072021484375,-140.32647705078125|0.35172563791275024,-1.1352062756486703e-07,0.936103105545044|4.071549497552951e-08,1,1.0597117494626218e-07|Running
-806.1880493164062,40.0072021484375,-139.63137817382812|0.35661759972572327,-1.1017389311973602e-07,0.9342504143714905|3.99394615158144e-08,1,1.0268207972785603e-07|Running
-805.9043579101562,40.0072021484375,-138.93707275390625|0.3611009418964386,-1.176135384639565e-07,0.9325267672538757|4.2827263513345315e-08,1,1.0953957030324091e-07|Running
-805.5738525390625,40.0072021484375,-138.12693786621094|0.36523211002349854,-9.371564857474368e-08,0.9309164881706238|3.436429096836946e-08,1,8.718795641016186e-08|Running
-805.018798828125,40.0072021484375,-136.73338317871094|0.36753469705581665,-1.1649698450355572e-07,0.9300098419189453|4.330205172209389e-08,1,1.0815152506893355e-07|Running
-804.3135986328125,40.0072021484375,-134.8619384765625|0.360179603099823,-1.1923042109174276e-08,0.9328829646110535|4.646777185257633e-09,1,1.0986767051690549e-08|Running
-803.9141235351562,40.0072021484375,-133.54637145996094|0.33625027537345886,-1.7237876193121338e-07,0.9417726397514343|6.022226983759538e-08,1,1.6153474291513703e-07|Running
-803.7484741210938,40.0072021484375,-132.9437713623047|0.32406166195869446,-1.7226460613528616e-07,0.9460359811782837|5.800238866981999e-08,1,1.6222242038566037e-07|Running
-803.5299072265625,40.0072021484375,-132.0965118408203|0.3066643476486206,-1.751142946204709e-07,0.9518177509307861|5.587334328538418e-08,1,1.659770845208186e-07|Running
-803.3759155273438,39.97650909423828,-131.49180603027344|0.29605069756507874,-1.403455769377615e-07,0.9551722407341003|4.3207620592511375e-08,1,1.3354024019918143e-07|Running
-803.1922607421875,39.887001037597656,-130.7699737548828|0.28568652272224426,-1.3963800427063688e-07,0.9583231210708618|4.1099770697883287e-08,1,1.3345848515200487e-07|Running
-802.9182739257812,39.65937805175781,-129.69252014160156|0.27349042892456055,-1.1747137307338562e-07,0.9618747234344482|3.303522433384387e-08,1,1.1273458966343242e-07|Running
-802.6748657226562,39.498741149902344,-128.7353057861328|0.2657589316368103,-1.159960447694175e-07,0.9640395045280457|3.1577251036196685e-08,1,1.1161795043790335e-07|Running
-802.2698364257812,39.221290588378906,-127.18631744384766|0.2597167193889618,-6.553882059279204e-08,0.9656848311424255|1.7062914636767346e-08,1,6.32787120480316e-08|Running
-802.0789794921875,39.02824401855469,-126.48098754882812|0.2595280110836029,-1.6408977288051574e-08,0.9657355546951294|3.6676663928147946e-09,1,1.6005536451757507e-08|Running
-801.8773193359375,38.85173034667969,-125.77933502197266|0.2624531388282776,1.738109212112704e-08,0.9649447202682495|-5.65851987488486e-09,1,-1.6473476804890197e-08|Running
-801.6392822265625,38.65275192260742,-124.961181640625|0.26646459102630615,-3.831773565110552e-09,0.9638447165489197|-3.1731575700355563e-10,1,4.063234193552034e-09|Running
-801.3672485351562,38.42673110961914,-124.02587127685547|0.27013033628463745,-9.663394706649342e-08,0.962823748588562|2.4394523734372342e-08,1,9.352100960313692e-08|Running
-801.0924682617188,38.252967834472656,-123.08221435546875|0.27280277013778687,-8.874198442754277e-08,0.9620699882507324|2.3875726284927623e-08,1,8.547051777441084e-08|Running
-800.8843383789062,38.220985412597656,-122.3674087524414|0.27426567673683167,-9.831018132899771e-08,0.9616539478302002|2.7778943589851224e-08,1,9.430770120388843e-08|Running
-800.6375732421875,38.124515533447266,-121.5336685180664|0.2764449417591095,-1.238440745510161e-07,0.9610297679901123|3.635122780565325e-08,1,1.1840940317142667e-07|Running
-800.3168334960938,37.998477935791016,-120.46279907226562|0.2796395719051361,-4.7305995565238845e-08,0.9601050615310669|1.4291352101736265e-08,1,4.510919637823463e-08|Running
-800.0676879882812,37.864688873291016,-119.63487243652344|0.2817552983760834,-9.609778528485435e-10,0.9594863057136536|6.723249179607649e-10,1,8.041248222845354e-10|Running
-799.8011474609375,37.58518600463867,-118.7529067993164|0.2838207185268402,3.216616306644937e-08,0.9588773846626282|-9.219371932545073e-09,1,-3.08167820151084e-08|Running
-799.6640625,37.26013946533203,-118.29943084716797|0.2848244607448578,4.50087505043939e-08,0.9585797190666199|-1.3137682053354638e-08,1,-4.304995826487357e-08|Running
-799.5074462890625,36.75539779663086,-117.7808609008789|0.2857707738876343,5.5984454405688666e-08,0.9582980275154114|-1.6555345538904476e-08,1,-5.348380227587768e-08|Running
-799.3233642578125,36.01153564453125,-117.17124938964844|0.2866392731666565,6.494681059621144e-08,0.9580385684967041|-1.9425531405659058e-08,1,-6.197943491770275e-08|Running
-799.1213989257812,34.983699798583984,-116.50973510742188|0.288053035736084,6.944545560827464e-08,0.9576144814491272|-2.1028752072993484e-08,1,-6.619372072691476e-08|Running
-798.9124145507812,34.211509704589844,-115.8365478515625|0.29054176807403564,5.6884555732494846e-08,0.9568623304367065|-1.7659186113405667e-08,1,-5.408701397868754e-08|Running
-798.7652587890625,33.86698532104492,-115.37994384765625|0.29362010955810547,2.0706597325670373e-08,0.9559221863746643|-7.179897121289969e-09,1,-1.9456013689023166e-08|Running
-798.6192016601562,33.37620544433594,-114.93257904052734|0.29703766107559204,-6.320625800526614e-08,0.9548657536506653|1.7572645560903766e-08,1,6.072740177387459e-08|Running
-798.404296875,32.648658752441406,-114.29195404052734|0.3019554615020752,-1.1101488439635432e-07,0.9533220529556274|3.286151084580524e-08,1,1.0604199474073539e-07|Running
-798.1898803710938,31.892194747924805,-113.65818786621094|0.3058386445045471,-1.1708628733231308e-07,0.9520833492279053|3.6169478079273176e-08,1,1.113602792202073e-07|Running
-797.7811279296875,31.553924560546875,-112.48461151123047|0.31346699595451355,-1.1516495845853569e-07,0.9495990872383118|3.702947282135938e-08,1,1.0905385749993002e-07|Running
-797.48828125,31.762481689453125,-111.67578887939453|0.3198135197162628,-1.163706286888555e-07,0.9474804997444153|3.759864242169897e-08,1,1.1013004552751227e-07|Running
-797.0498657226562,31.973289489746094,-110.51387023925781|0.33089005947113037,-1.1827480506099164e-07,0.943669319152832|3.897382683248907e-08,1,1.1166915214744222e-07|Running
-796.7147827148438,32.00357437133789,-109.70610046386719|0.3428463339805603,-1.2915687364056794e-07,0.9393914937973022|4.404660103318747e-08,1,1.2141440208779386e-07|Running
-796.3128051757812,32.006412506103516,-108.79043579101562|0.3587903082370758,-1.2174356811556208e-07,0.9334182143211365|4.3416221728875826e-08,1,1.1373921182666891e-07|Running
-795.47705078125,32.00712966918945,-106.97350311279297|0.3908262848854065,-1.1927782850307267e-07,0.9204644560813904|4.639344197698847e-08,1,1.0988588883265038e-07|Running
-794.9336547851562,32.00718688964844,-105.84774017333984|0.4065364599227905,-1.3123222686317604e-07,0.9136345386505127|5.330517538482127e-08,1,1.1991855330961698e-07|Running
-794.5667724609375,32.00718688964844,-105.19380187988281|0.4225613474845886,-2.2104133279299276e-07,0.9063343405723572|9.253604815739891e-08,1,2.0074179474249831e-07|Running
-794.0475463867188,32.00718688964844,-104.33917236328125|0.44880273938179016,-3.49972054891623e-07,0.893630862236023|1.5472294023766153e-07,1,3.139237776395021e-07|Running
-793.5169677734375,32.00718688964844,-103.49165344238281|0.4719614088535309,-2.6851981260733737e-07,0.8816192150115967|1.254497021818679e-07,1,2.374181633513217e-07|Running
-792.9368286132812,32.00718688964844,-102.52774047851562|0.48671969771385193,-1.468585253405763e-07,0.8735582232475281|7.243272648338461e-08,1,1.2775804236753174e-07|Running
-792.3880615234375,32.00718688964844,-101.54572296142578|0.48851558566093445,-5.852368190062407e-08,0.8725551962852478|3.057205333334423e-08,1,4.995530389351188e-08|Running
-792.0314331054688,32.00718688964844,-100.88590240478516|0.48629525303840637,-1.3426253886450468e-08,0.8737945556640625|9.453532179293234e-09,1,1.010425876302179e-08|Running
-791.5610961914062,32.00718688964844,-100.0034408569336|0.48210078477859497,-1.886435008202625e-08,0.8761157393455505|1.3421517230938207e-08,1,1.4146334770259728e-08|Running
-791.1519775390625,32.00718688964844,-99.23001098632812|0.4786129891872406,-9.587457583393189e-08,0.8780259490013123|5.202683794891527e-08,1,8.083343772113949e-08|Running
-790.7467651367188,32.00718688964844,-98.45442962646484|0.47493937611579895,-1.1066312310958892e-07,0.8800185322761536|5.50785017594535e-08,1,9.602545247844319e-08|Running
-790.4012451171875,32.00718688964844,-97.78875732421875|0.4719884693622589,-8.624574121540718e-08,0.8816047310829163|4.021422483901915e-08,1,7.629846265899687e-08|Running
-789.9996337890625,32.00718688964844,-97.01139831542969|0.46888160705566406,-8.694141939713518e-08,0.8832610249519348|3.6770408939901245e-08,1,7.891262754355921e-08|Running
-789.7099609375,32.00718688964844,-96.45758056640625|0.46772128343582153,-1.0884082968232178e-07,0.8838760256767273|4.444858348051639e-08,1,9.96194913227555e-08|Running
-789.3621215820312,32.00718688964844,-95.79322052001953|0.466915488243103,-1.0425343788256214e-07,0.8843019604682922|4.1735624733973964e-08,1,9.585689042523882e-08|Running
-789.0142211914062,32.00718688964844,-95.12886047363281|0.46630844473838806,-3.048216257184322e-08,0.8846222162246704|1.165438945349706e-08,1,2.831448675522097e-08|Running
-788.5466918945312,32.00718688964844,-94.24486541748047|0.4664985239505768,6.642359551278787e-08,0.8845219612121582|-2.777149354926678e-08,1,-6.044873401833684e-08|Running
-788.19482421875,32.00718688964844,-93.5824966430664|0.4669835865497589,8.592459010969833e-08,0.8842659592628479|-3.540323589845684e-08,1,-7.847396688021036e-08|Running
-787.7802124023438,32.00718688964844,-92.81200408935547|0.4684896469116211,4.183418056413757e-08,0.8834689855575562|-1.6430071525519452e-08,1,-3.86395733187328e-08|Running
-787.3652954101562,32.00718688964844,-92.04169464111328|0.4699212908744812,-1.4157748751131294e-08,0.8827083110809326|8.186417765898568e-09,1,1.168084207137099e-08|Running
-786.8861694335938,32.00718688964844,-91.16392517089844|0.47230076789855957,-9.694186076103506e-08,0.8814374804496765|4.5266009607303204e-08,1,8.5726661325225e-08|Running
-786.3414916992188,32.00718688964844,-90.17960357666016|0.4758569300174713,-8.855385402739557e-08,0.8795226812362671|4.083167581825364e-08,1,7.859242145968892e-08|Running
-785.7965087890625,32.00718688964844,-89.19548034667969|0.4786341190338135,-1.1599844640386436e-07,0.8780144453048706|5.39240438968136e-08,1,1.0271876504930333e-07|Running
-785.4280395507812,32.00718688964844,-88.54226684570312|0.48111867904663086,-8.822802755048542e-08,0.8766554594039917|4.147857879388539e-08,1,7.78776936272152e-08|Running
-784.993408203125,32.00718688964844,-87.78285217285156|0.48474255204200745,-6.570249411197437e-08,0.8746568560600281|3.248524294008348e-08,1,5.711441630751324e-08|Running
-784.6171875,32.00718688964844,-87.13406372070312|0.488175630569458,-1.060139069863908e-07,0.8727453947067261|5.392668001036327e-08,1,9.130751266184234e-08|Running
-784.300537109375,32.00718688964844,-86.59520721435547|0.49128761887550354,-1.0072208311839859e-07,0.870997428894043|5.1059139138942555e-08,1,8.683993968361392e-08|Running
-783.9105834960938,32.00718688964844,-85.9546127319336|0.49685239791870117,-1.2418702510785806e-07,0.8678350448608398|6.20923117367056e-08,1,1.0755075408042103e-07|Running
-783.51904296875,32.00718688964844,-85.31494140625|0.5021423697471619,-1.1390367404828794e-07,0.8647849559783936|5.678094439076631e-08,1,9.874310080704163e-08|Running
-783.0581665039062,32.00718688964844,-84.5711441040039|0.5080252289772034,-1.1291058399365284e-07,0.861342191696167|5.7130510100478205e-08,1,9.739084561033451e-08|Running
-782.3994140625,32.00718688964844,-83.5089111328125|0.5146868228912354,-1.084860841160662e-07,0.8573782444000244|5.653295076513132e-08,1,9.25954424246811e-08|Running
-781.934326171875,32.00718688964844,-82.76780700683594|0.5188329815864563,-1.064882724222116e-07,0.8548756241798401|5.608762876363471e-08,1,9.052563854083928e-08|Running
-781.5303955078125,32.00718688964844,-82.1358871459961|0.5228109359741211,-1.0734056843375583e-07,0.8524486422538757|5.665305380375685e-08,1,9.117468380281935e-08|Running
-781.1245727539062,32.00718688964844,-81.50513458251953|0.5265962481498718,-9.95122704239293e-08,0.8501154780387878|5.254158352840932e-08,1,8.45109511260489e-08|Running
-780.71826171875,32.00718688964844,-80.87476348876953|0.5298060774803162,-1.0535303118786032e-07,0.848118782043457|5.5817761079879347e-08,1,8.935121087461084e-08|Running
-780.3756103515625,32.00718688964844,-80.35208892822266|0.5328773260116577,-1.0208859890781241e-07,0.846192479133606|5.4323074039075436e-08,1,8.643549165299191e-08|Running
-779.9620971679688,32.00718688964844,-79.72640228271484|0.536658763885498,-1.0814809314751983e-07,0.8437994122505188|5.809199166151302e-08,1,9.122135224970407e-08|Running
-779.5435180664062,32.00718688964844,-79.10409545898438|0.5409698486328125,-1.1511299646826956e-07,0.8410419821739197|6.253055317984035e-08,1,9.66489821507821e-08|Running
-779.0526733398438,32.00718688964844,-78.37979888916016|0.5458133220672607,-1.2448562358713389e-07,0.8379067778587341|6.831597687551039e-08,1,1.0406628803139029e-07|Running
-778.48828125,32.00718688964844,-77.55431365966797|0.5509337186813354,-1.0974191866353067e-07,0.8345490097999573|6.07360632898235e-08,1,9.14031090815115e-08|Running
-777.846435546875,32.00718688964844,-76.63032531738281|0.5568931102752686,-1.0169598851916817e-07,0.8305841684341431|5.68585711846481e-08,1,8.431636899786099e-08|Running
-777.487060546875,32.00718688964844,-76.11901092529297|0.56008380651474,-1.1443351155548953e-07,0.8284359574317932|6.434520116727072e-08,1,9.462988970199149e-08|Running
-777.0521240234375,32.00718688964844,-75.50801086425781|0.5641003251075745,-1.1207919214939466e-07,0.8257062435150146|6.33878087796802e-08,1,9.24325149753713e-08|Running
-776.6135864257812,32.00718688964844,-74.89955139160156|0.5682929158210754,-1.1012749467909089e-07,0.8228263258934021|6.270401797792147e-08,1,9.053337635123171e-08|Running
-776.2427368164062,32.00718688964844,-74.39649200439453|0.572467029094696,-1.1193562698963433e-07,0.8199277520179749|6.417339193376392e-08,1,9.171354520276509e-08|Running
-775.8685913085938,32.00718688964844,-73.89583587646484|0.5769186019897461,-1.1658659815338979e-07,0.8168016672134399|6.737544566703946e-08,1,9.51472713950352e-08|Running
-775.3318481445312,32.00718688964844,-73.2048110961914|0.585328996181488,-1.2857771025664988e-07,0.8107958436012268|7.520151967810307e-08,1,1.0429268115785817e-07|Running
-774.710693359375,32.00718688964844,-72.42108154296875|0.595169186592102,-1.1923077636311064e-07,0.8036004304885864|7.094624265846505e-08,1,9.582593207824175e-08|Running
-773.9177856445312,32.00718688964844,-71.45481872558594|0.6084868907928467,-1.207913982170794e-07,0.7935639023780823|7.341090224599611e-08,1,9.592400118663136e-08|Running
-773.0289916992188,32.00718688964844,-70.40567016601562|0.6228300929069519,-1.4236411516321823e-07,0.7823570966720581|8.859255729021243e-08,1,1.1144015843456145e-07|Running
-772.6201171875,32.00718688964844,-69.9330062866211|0.6285579800605774,-1.3734586445934838e-07,0.7777627110481262|8.637820059220758e-08,1,1.0678341766379162e-07|Running
-772.2086181640625,32.00718688964844,-69.46259307861328|0.6337780356407166,-1.237151678878945e-07,0.773514986038208|7.85478988518662e-08,1,9.558087299410545e-08|Running
-771.5402221679688,32.00718688964844,-68.71870422363281|0.6430800557136536,-1.2630219714537816e-07,0.7657989263534546|8.120954930745938e-08,1,9.673289014244801e-08|Running
-771.0357055664062,32.00718688964844,-68.16373443603516|0.6493780016899109,-1.232465649536607e-07,0.7604658007621765|8.006271912108787e-08,1,9.369994558028338e-08|Running
-770.6082763671875,32.00718688964844,-67.70772552490234|0.6551988124847412,-1.3199552029163897e-07,0.7554565072059631|8.6473285421107e-08,1,9.972556114234976e-08|Running
-769.9171142578125,32.00718688964844,-66.9850845336914|0.6650322079658508,-1.359265695555223e-07,0.7468146681785583|9.034605596980327e-08,1,1.015560329165055e-07|Running
-769.304443359375,32.00718688964844,-66.36050415039062|0.6735960245132446,-1.344873652442402e-07,0.7390996813774109|9.051645832869326e-08,1,9.946674595084914e-08|Running
-768.5072631835938,32.00718688964844,-65.56658935546875|0.6844089031219482,-1.3676324783773453e-07,0.729098379611969|9.357712826840725e-08,1,9.97371856215068e-08|Running
-767.7017211914062,32.00718688964844,-64.78141784667969|0.694360613822937,-1.3023100109421648e-07,0.7196272015571594|9.050757654449626e-08,1,9.364029551761632e-08|Running
-766.9779052734375,32.00718688964844,-64.0912857055664|0.7025424838066101,-1.2163380347374186e-07,0.711641788482666|8.548777685746245e-08,1,8.652527583308256e-08|Running
-766.33349609375,32.00718688964844,-63.4993896484375|0.7106225490570068,-1.3271306897877366e-07,0.70357346534729|9.426834424175468e-08,1,9.341435003307197e-08|Running
-765.77490234375,32.00718688964844,-62.99897003173828|0.7177527546882629,-1.2352010969607363e-07,0.6962980628013611|8.855354138859184e-08,1,8.6113345787453e-08|Running
-764.9290161132812,32.00718688964844,-62.257381439208984|0.7283474206924438,-1.246768874807458e-07,0.6852080225944519|9.073372808643398e-08,1,8.550865260303908e-08|Running
-764.07373046875,32.00718688964844,-61.5264892578125|0.7383311986923218,-1.3636072537792643e-07,0.6744382977485657|1.0066130329278167e-07,1,9.198668493581863e-08|Running
