Replay 1|true|381
881.1098022460938,52.80891036987305,772.3741455078125|-0.9883527755737305,8.061702061468168e-08,-0.1521800011396408|8.627794301219183e-08,1,-3.059551190176535e-08|Freefall
880.6486206054688,52.799808502197266,772.3031005859375|-0.9896301031112671,6.365790028439733e-08,-0.14363953471183777|6.777541727842618e-08,1,-2.3772651402964584e-08|Freefall
880.186767578125,52.736202239990234,772.2359008789062|-0.9903067946434021,4.7974392458627335e-08,-0.1388973742723465|5.073412623346485e-08,1,-1.6328273844123942e-08|Freefall
879.724609375,52.61809158325195,772.171142578125|-0.9914908409118652,3.326767838984779e-08,-0.13017645478248596|3.471929233000992e-08,1,-8.881665181093013e-09|Freefall
879.261962890625,52.445491790771484,772.1102905273438|-0.9921054244041443,1.9855960431414132e-08,-0.12540683150291443|2.0137507661388554e-08,1,-9.773666320711527e-10|Freefall
878.7989501953125,52.218387603759766,772.0517578125|-0.9926819801330566,7.058582607299968e-09,-0.12075783312320709|6.2493201724578284e-09,1,7.080243058510405e-09|Freefall
878.335693359375,51.9367790222168,771.995361328125|-0.992734432220459,-5.412693404593938e-09,-0.12032604217529297|-7.3029529090717915e-09,1,1.526850645916511e-08|Freefall
877.872314453125,51.60067367553711,771.939208984375|-0.9927545785903931,-1.7859294487720945e-08,-0.12015990167856216|-2.0828739621947534e-08,1,2.345651317625652e-08|Freefall
877.408935546875,51.2100715637207,771.883056640625|-0.9927569031715393,-3.029553496958215e-08,-0.12014070153236389|-3.4345138288927046e-08,1,3.163656359106426e-08|Freefall
876.945556640625,50.76496505737305,771.826904296875|-0.9927571415901184,-4.2721229220887835e-08,-0.12013845890760422|-4.785042406751927e-08,1,3.9809251006772683e-08|Freefall
876.482177734375,50.26535415649414,771.770751953125|-0.9937134385108948,-5.478957731952505e-08,-0.11195369809865952|-6.059444501715916e-08,1,4.844803669357134e-08|Freefall
876.0184326171875,49.71125411987305,771.71826171875|-0.9950713515281677,-6.46710560658903e-08,-0.09916163235902786|-7.07451164316808e-08,1,5.7737832293014435e-08|Freefall
875.5541381835938,49.1026496887207,771.6718139648438|-0.9963117837905884,-7.05220770669257e-08,-0.08580660074949265|-7.660376155627091e-08,1,6.758401838169448e-08|Freefall
875.0891723632812,48.43954086303711,771.6316528320312|-0.9973860383033752,-7.194691420409072e-08,-0.07225731760263443|-7.777703814326742e-08,1,7.787200217990176e-08|Freefall
874.6237182617188,47.7219352722168,771.5978393554688|-0.9977594017982483,-7.032086557501316e-08,-0.066904217004776|-7.635883036982705e-08,1,8.769069381742156e-08|Freefall
874.1581420898438,46.949832916259766,771.5668334960938|-0.998073399066925,-6.792497941887632e-08,-0.062044668942689896|-7.411613012209273e-08,1,9.748391249786437e-08|Freefall
873.6923217773438,46.123226165771484,771.5377807617188|-0.9989811182022095,-6.322536449943073e-08,-0.04513018578290939|-6.818398645691559e-08,1,1.083343192931352e-07|Freefall
873.1095581054688,45.01332473754883,771.5111694335938|-0.9997974038124084,-4.313094947860918e-08,-0.020126983523368835|-4.560506994266689e-08,1,1.224665595600527e-07|Freefall
872.7596435546875,44.306514739990234,771.5037841796875|-0.9999911189079285,-1.9500326686738845e-08,0.004220250062644482|-1.8947227786725307e-08,1,1.3109821850321168e-07|Freefall
872.2930908203125,43.316410064697266,771.5051879882812|-0.9999033212661743,1.980020059022536e-08,0.01390316616743803|2.1765542257412562e-08,1,1.412080194995724e-07|Freefall
871.8265380859375,42.27180099487305,771.5118408203125|-0.9998120665550232,6.138503039210264e-08,0.01938559114933014|6.432328092387252e-08,1,1.5094553873495897e-07|Freefall
871.3694458007812,42.115203857421875,771.5208129882812|-0.999799370765686,6.263812935003443e-08,0.020029187202453613|6.425612752991583e-08,1,8.013856955813026e-08|Landed
870.9102172851562,42.11210632324219,771.5300903320312|-0.9997955560684204,6.389518603100441e-08,0.02022070810198784|6.409903363646663e-08,1,9.433113845602747e-09|Landed
870.450927734375,42.01890182495117,771.5393676757812|-0.9997950792312622,6.515109163274246e-08,0.02024284191429615|6.392533435928272e-08,1,-6.119966400319754e-08|Running
870.000244140625,42.01460647583008,771.5484619140625|-0.9997950196266174,4.2151523160782745e-08,0.020245367661118507|4.0520472310845435e-08,1,-8.097433834564072e-08|Running
869.551025390625,42.0406608581543,771.5574951171875|-0.9997950196266174,1.1090243390299293e-08,0.020245686173439026|9.395437317039068e-09,1,-8.380708038657758e-08|Running
869.1044921875,42.10506820678711,771.5665283203125|-0.9997950196266174,-1.9944490503576162e-08,0.020245801657438278|-2.1702980745885725e-08,1,-8.663737105507607e-08|Running
868.6612548828125,42.20420455932617,771.5755615234375|-0.9997950196266174,-5.0952696284412013e-08,0.020245801657438278|-5.2774812075995214e-08,1,-8.946524587827298e-08|Running
868.2249755859375,42.3306999206543,771.5843505859375|-0.9999780058860779,-8.197856971037254e-08,0.0066308146342635155|-8.259705452928756e-08,1,-9.300099179654353e-08|Running
867.7894287109375,42.475677490234375,771.5880737304688|-0.9999756217002869,-6.024322374287294e-08,-0.006979443598538637|-5.98955267605561e-08,1,-5.002663527875484e-08|Running
867.3536376953125,42.63091278076172,771.5859375|-0.9999336004257202,-3.832727202279784e-08,-0.011521595530211926|-3.82578484448004e-08,1,-6.245985506581064e-09|Running
866.9178466796875,42.791534423828125,771.581298828125|-0.9999336004257202,-1.6430057314664737e-08,-0.011521595530211926|-1.6866330554421438e-08,1,3.7768572269669676e-08|Running
866.4820556640625,42.9549560546875,771.576171875|-0.9999336004257202,5.44843725691635e-09,-0.011521595530211926|4.506897521849851e-09,1,8.174552590389794e-08|Running
866.0462646484375,43.11985778808594,771.571044921875|-0.9999336004257202,1.8773116394754652e-08,-0.011521595530211926|1.7722097567229866e-08,1,9.132385514476482e-08|Running
865.6104736328125,43.285560607910156,771.56591796875|-0.9999336004257202,2.3554946437798208e-08,-0.011521595530211926|2.278972388580769e-08,1,6.654763495816951e-08|Running
865.1746826171875,43.45168685913086,771.560791015625|-0.9999336004257202,2.8332687307397464e-08,-0.011521595530211926|2.7853019446411054e-08,1,4.179258539238617e-08|Running
864.7388916015625,43.6180419921875,771.5556640625|-0.9999336004257202,3.31063425562661e-08,-0.011521595530211926|3.291198424903996e-08,1,1.7058686907489573e-08|Running
864.3031005859375,43.784542083740234,771.550537109375|-0.9999336004257202,3.7875906855333596e-08,-0.011522072367370129|3.796661829369441e-08,1,-7.654063161055547e-09|Running
863.8673095703125,43.95112609863281,771.54541015625|-0.9999336004257202,4.264139619181151e-08,-0.011522072367370129|4.3016942896656474e-08,1,-3.234572076848963e-08|Running
863.4315185546875,44.11774444580078,771.540283203125|-0.9999336004257202,4.7402817671127195e-08,-0.011522072367370129|4.8062950952498795e-08,1,-5.701628680299109e-08|Running
862.9957275390625,44.28438186645508,771.53515625|-0.9999336004257202,5.21601641878533e-08,-0.011522072367370129|5.310464956664873e-08,1,-8.166577458723623e-08|Running
862.5599365234375,44.451026916503906,771.530029296875|-0.9999336004257202,5.691344995284453e-08,-0.011522072367370129|5.814203873910628e-08,1,-1.0629421609564815e-07|Running
862.1241455078125,44.61768341064453,771.52490234375|-0.9995598196983337,3.873283560551499e-08,-0.029666634276509285|4.117001495274053e-08,1,-8.154140118676878e-08|Running
861.6883544921875,45.49079513549805,771.519775390625|-0.9956600666046143,1.5701838051995765e-08,-0.09306465834379196|1.9416958707552112e-08,1,-3.901430645214532e-08|Jumping
861.2376098632812,46.31281280517578,771.494873046875|-0.9898435473442078,9.017556479307132e-09,-0.14216116070747375|8.558024511273743e-09,1,3.843890095112101e-09|Freefall
860.776611328125,47.08033752441406,771.436279296875|-0.9825899004936218,5.4146379824260293e-08,-0.1857878863811493|4.483895565954299e-08,1,5.429889071706384e-08|Freefall
860.31787109375,47.793357849121094,771.351806640625|-0.973127543926239,1.065762020857619e-07,-0.23026680946350098|9.040252280101413e-08,1,8.078896485130826e-08|Freefall
859.8634033203125,48.451873779296875,771.24609375|-0.9605386257171631,1.416186847791323e-07,-0.27814656496047974|1.2391706150083337e-07,1,8.12217635370871e-08|Freefall
859.4146118164062,49.0558967590332,771.11865234375|-0.9507549405097961,1.4808486525907938e-07,-0.30994367599487305|1.3480936900123197e-07,1,6.4251004516791e-08|Freefall
858.9710083007812,49.60541915893555,770.9739990234375|-0.9456980228424072,1.5673082032208185e-07,-0.3250465393066406|1.5029510791464418e-07,1,4.4907508822689124e-08|Freefall
858.5298461914062,50.10043716430664,770.8220825195312|-0.9450496435165405,1.700269081084116e-07,-0.32692691683769226|1.7126791362898075e-07,1,2.4990988833906158e-08|Freefall
858.0889282226562,50.54095458984375,770.6692504882812|-0.9448594450950623,1.3414103250397602e-07,-0.3274762034416199|1.3989814817705337e-07,1,5.9758629156192455e-09|Freefall
857.6480102539062,50.926979064941406,770.5164184570312|-0.9448373913764954,8.184215261053396e-08,-0.32753971219062805|9.104204679033501e-08,1,-1.2755029032973653e-08|Freefall
857.2070922851562,51.25849914550781,770.3635864257812|-0.9434767961502075,2.9696552772406903e-08,-0.3314385414123535|4.2375972952868324e-08,1,-3.102896428686108e-08|Freefall
856.7667846679688,51.53551483154297,770.2090454101562|-0.9363611936569214,-1.923101855538789e-08,-0.3510381281375885|-2.69568145583321e-09,1,-4.759280258781473e-08|Freefall
856.3296508789062,51.75803756713867,770.0457153320312|-0.9205582737922668,-4.792743268922095e-08,-0.39060527086257935|-2.768207529868505e-08,1,-5.746073838963639e-08|Freefall
855.8993530273438,51.92605972290039,769.865478515625|-0.9058049321174622,-3.786587754461834e-08,-0.4236949384212494|-1.7219804249180015e-08,1,-5.2556906382505986e-08|Freefall
855.4764404296875,52.03957748413086,769.6683349609375|-0.889726459980011,6.317542489142625e-09,-0.4564940333366394|2.3659971759570908e-08,1,-3.227503597713621e-08|Freefall
855.06103515625,52.098594665527344,769.4558715820312|-0.8643900156021118,9.454307559053632e-08,-0.5028219223022461|1.0274570882984335e-07,1,1.139709659980781e-08|Freefall
854.6561889648438,52.103118896484375,769.2239990234375|-0.8338343501091003,1.3378679852849018e-07,-0.5520147681236267|1.2687249295595393e-07,1,5.0716341348788774e-08|Freefall
854.264892578125,52.053138732910156,768.9700927734375|-0.787453830242157,1.6113189360567048e-07,-0.6163736581802368|1.3358831552068295e-07,1,9.075218798670903e-08|Freefall
853.8912353515625,51.94865417480469,768.6912841796875|-0.7323217391967773,1.8058757689232152e-07,-0.6809588074684143|1.3171683121981914e-07,1,1.2354415446225175e-07|Freefall
853.54052734375,51.789676666259766,768.38427734375|-0.698175311088562,1.7710137001358817e-07,-0.7159268260002136|1.2029204299324192e-07,1,1.3006419408156944e-07|Freefall
853.2171020507812,51.57619857788086,768.0835571289062|-0.6842676401138306,1.4075851595407585e-07,-0.7292309999465942|9.306845782930395e-08,1,1.0569323904974226e-07|Freefall
852.9227905273438,51.3082160949707,767.8099365234375|-0.6796185970306396,1.0642268222227358e-07,-0.733565628528595|6.930117990577855e-08,1,8.087117464583571e-08|Freefall
852.6575927734375,50.98573303222656,767.5632934570312|-0.6761255264282227,7.214218555873231e-08,-0.7367864847183228|4.588193647236949e-08,1,5.5810247090448684e-08|Freefall
852.4214477539062,50.60875701904297,767.34375|-0.6693910956382751,3.789105207374632e-08,-0.7429102063179016|2.2359650131420494e-08,1,3.085662569901615e-08|Freefall
852.2144165039062,50.177276611328125,767.1512451171875|-0.6557928323745728,3.6769043365580956e-09,-0.7549408674240112|-1.1968254165495296e-09,1,5.91009685635413e-09|Freefall
851.9583740234375,49.42786407470703,766.9132080078125|-0.6279654502868652,-4.75157690971173e-08,-0.7782412171363831|-3.5862516511997455e-08,1,-3.211773602629364e-08|Freefall
851.9014282226562,49.150814056396484,766.8602294921875|-0.5661187767982483,-6.443868727501467e-08,-0.8243236541748047|-4.4754738581787024e-08,1,-4.743548132069009e-08|Landed
851.8621215820312,48.6309700012207,766.82373046875|-0.543467104434967,-9.812527679287086e-08,-0.8394304513931274|-6.638040872530837e-08,1,-7.39188195097995e-08|Landed
851.8607788085938,48.653079986572266,766.8224487304688|-0.5048283934593201,-6.939698238284109e-08,-0.8632197380065918|-4.591487723359933e-08,1,-5.354123189249549e-08|Running
851.8607788085938,48.67906188964844,766.8224487304688|-0.46112892031669617,-5.139456149549915e-08,-0.8873331546783447|-3.179335550385076e-08,1,-4.139789666623983e-08|Running
851.8607788085938,48.70854187011719,766.8224487304688|-0.46112871170043945,-2.4405355958379005e-08,-0.8873332738876343|-1.4713166684998669e-08,1,-1.9858031663488873e-08|Running
851.6783447265625,48.753849029541016,766.4712524414062|-0.46112871170043945,5.645853917712884e-08,-0.8873332738876343|3.646171364835027e-08,1,4.467881353775738e-08|Running
851.5445556640625,48.7658805847168,766.2138061523438|-0.4570969343185425,8.335471335385591e-08,-0.8894168734550476|5.329500396555886e-08,1,6.63285533164526e-08|Running
850.69580078125,48.862667083740234,764.5632934570312|-0.4570969343185425,4.120458196865684e-09,-0.8894168734550476|2.3228494683280587e-09,1,3.4389844305593442e-09|Running
850.3232421875,48.911746978759766,763.8382568359375|-0.453058660030365,-5.284146453732319e-08,-0.8914806842803955|-3.422873007252747e-08,1,-4.187846158743014e-08|Running
849.8478393554688,48.96885299682617,762.9035034179688|-0.453058660030365,-1.0825009866266555e-07,-0.8914806842803955|-6.972758370693555e-08,1,-8.599111112062019e-08|Running
849.6366577148438,48.992462158203125,762.4879760742188|-0.4530577063560486,-6.99247379998269e-08,-0.8914811611175537|-4.498211936265761e-08,1,-5.5576315105554386e-08|Running
849.4254760742188,49.01557540893555,762.0724487304688|-0.4530577063560486,-3.163214756796151e-08,-0.8914811611175537|-2.025791445703362e-08,1,-2.5187457453057505e-08|Running
849.26708984375,49.03281784057617,761.7608032226562|-0.4530577063560486,-2.934199772042234e-09,-0.8914811611175537|-1.7286426734486326e-09,1,-2.4128663511646664e-09|Running
849.0031127929688,49.06149673461914,761.2413940429688|-0.4530577063560486,4.4854811420691476e-08,-0.8914811611175537|2.912705987512254e-08,1,3.551232907739177e-08|Running
848.7919311523438,49.08452224731445,760.8258666992188|-0.4530577063560486,8.304923682089793e-08,-0.8914811611175537|5.37878648287915e-08,1,6.582329348248095e-08|Running
848.633544921875,49.10184097290039,760.5142211914062|-0.4530577063560486,1.1167361435582279e-07,-0.8914811611175537|7.226962139839088e-08,1,8.853950816956058e-08|Running
848.42236328125,49.12469482421875,760.0986938476562|-0.4530577063560486,7.964860770925952e-08,-0.8914811611175537|5.1511587884078835e-08,1,6.316552969565237e-08|Running
848.1583862304688,49.15196990966797,759.5791015625|-0.4530577063560486,3.9655855488263114e-08,-0.8914811611175537|2.5589018903815486e-08,1,3.147857086105432e-08|Running
848,49.167232513427734,759.2672729492188|-0.45709463953971863,1.5657173335625885e-08,-0.8894180655479431|1.0191221200273048e-08,1,1.2366311530342955e-08|Running
847.7338256835938,49.19020462036133,758.7485961914062|-0.45709460973739624,-2.4306439527777002e-08,-0.8894180655479431|-1.5687048104950918e-08,1,-1.926650128325491e-08|Running
847.5206909179688,49.20713806152344,758.3338012695312|-0.4611293077468872,-5.627731169965955e-08,-0.8873329162597656|-3.645709156785415e-08,1,-4.447696611009633e-08|Running
847.305908203125,49.22347640991211,757.9197998046875|-0.46916186809539795,-8.828020980899964e-08,-0.8831121921539307|-5.752418275051241e-08,1,-6.94046065063958e-08|Running
847.0877075195312,49.239768981933594,757.5076904296875|-0.46916231513023376,-1.20255762681154e-07,-0.8831119537353516|-7.817158831358029e-08,1,-9.464326211627849e-08|Running
846.8689575195312,49.25651931762695,757.0958251953125|-0.46916231513023376,-8.045044808113744e-08,-0.8831119537353516|-5.2215849422054816e-08,1,-6.335860547324046e-08|Running
846.7048950195312,49.26941680908203,756.7869262695312|-0.4731675684452057,-5.059103003191012e-08,-0.8809724450111389|-3.305075324533391e-08,1,-3.967489092815413e-08|Running
846.4293212890625,49.29122543334961,756.2732543945312|-0.4811435341835022,-7.785763700418613e-10,-0.8766418099403381|-1.0167457986653972e-09,1,-3.300957285290451e-10|Running
846.2055053710938,49.309234619140625,755.8642578125|-0.4930315315723419,3.9133951190706284e-08,-0.8700114488601685|2.4868132442179558e-08,1,3.088830524689001e-08|Running
845.9765014648438,49.328182220458984,755.458251953125|-0.5009077191352844,7.907547683316807e-08,-0.8655006885528564|5.101463429468822e-08,1,6.183918088709106e-08|Running
845.74365234375,49.34845733642578,755.0545654296875|-0.5087428092956543,1.0162673191871363e-07,-0.8609185218811035|6.610341785062701e-08,1,7.89820262525609e-08|Running
845.5071411132812,49.37021255493164,754.653076171875|-0.5242814421653748,7.18474382210843e-08,-0.8515450358390808|4.8110990746863536e-08,1,5.475193631809816e-08|Running
845.2639770507812,49.39358901977539,754.2557373046875|-0.5396550297737122,4.2017529011673105e-08,-0.8418862223625183|2.969892776150118e-08,1,3.087157551817654e-08|Running
845.0137329101562,49.41904830932617,753.863037109375|-0.5434683561325073,1.2195673804171747e-08,-0.8394296169281006|1.0457084087533985e-08,1,7.75833886024202e-09|Running
844.7610473632812,49.446834564208984,753.4720458984375|-0.5472729802131653,-1.7617519887380695e-08,-0.8369541764259338|-8.872806489534923e-09,1,-1.5247755058567236e-08|Running
844.506591796875,49.476497650146484,753.0822143554688|-0.5472730398178101,-4.740523351642878e-08,-0.8369541168212891|-2.8221256442861886e-08,1,-3.818668048438667e-08|Running
844.251953125,49.50755310058594,752.6925659179688|-0.5472729802131653,-7.71674848465409e-08,-0.8369541764259338|-4.7553164961300354e-08,1,-6.110600025976964e-08|Running
844.0609741210938,49.531494140625,752.4003295898438|-0.5472730398178101,-9.947248713615409e-08,-0.8369541168212891|-6.204125924114123e-08,1,-7.828263193232488e-08|Running
843.8063354492188,49.563846588134766,752.0106811523438|-0.5472729802131653,-1.1129736066095575e-07,-0.8369541764259338|-7.00344386928009e-08,1,-8.718447475075664e-08|Running
843.5516967773438,49.596431732177734,751.6210327148438|-0.5472730398178101,-6.945644770439685e-08,-0.8369541168212891|-4.41058212174994e-08,1,-5.414695891658994e-08|Running
843.2350463867188,49.70166778564453,751.1368408203125|-0.5472729802131653,-1.7205588065394295e-08,-0.8369541764259338|-1.1726197790551396e-08,1,-1.2889781686453716e-08|Running
842.9830932617188,49.87657928466797,750.7515258789062|-0.5472730398178101,2.4554907440688112e-08,-0.8369541168212891|1.4152586658155997e-08,1,2.0084227614347583e-08|Running
842.792236328125,50.01806640625,750.4596557617188|-0.5434683561325073,5.583922657592666e-08,-0.8394296765327454|3.34558407644181e-08,1,4.4860264836188435e-08|Running
842.47802734375,50.212467193603516,749.9749755859375|-0.5434683561325073,1.079352145438861e-07,-0.8394296765327454|6.575249500428981e-08,1,8.601175238709402e-08|Running
842.2957763671875,50.25980758666992,749.6934814453125|-0.5358274579048157,8.679165830471902e-08,-0.8443275094032288|5.257998836327715e-08,1,6.942549646282714e-08|Running
841.9967041015625,50.24978256225586,749.2233276367188|-0.5242806077003479,5.161426486210985e-08,-0.8515455722808838|3.0998773326018636e-08,1,4.152709109916941e-08|Running
841.7547607421875,50.281219482421875,748.8321533203125|-0.520413339138031,2.3509013402644996e-08,-0.8539144992828369|1.4321210883849744e-08,1,1.8802895240810358e-08|Running
841.5195922851562,50.313751220703125,748.447021484375|-0.5204133987426758,-4.5722159391914374e-09,-0.8539144396781921|-2.1536110672570885e-09,1,-4.041913026497923e-09|Running
841.2903442382812,50.379356384277344,748.0706787109375|-0.520413339138031,-3.262944758830599e-08,-0.8539144992828369|-1.8614356278590094e-08,1,-2.6867194691249097e-08|Running
841.0642700195312,50.49578094482422,747.6997680664062|-0.5204133987426758,-6.066269975235627e-08,-0.8539144396781921|-3.506103851691478e-08,1,-4.967296618474393e-08|Running
840.8290405273438,50.5904655456543,747.313720703125|-0.520413339138031,-8.86719959680704e-08,-0.8539144992828369|-5.149366089085561e-08,1,-7.245925104371054e-08|Running
840.589111328125,50.53615188598633,746.9199829101562|-0.5165355801582336,-1.1664720744875012e-07,-0.8562657237052917|-6.758311599242006e-08,1,-9.545883017381129e-08|Running
840.3484497070312,50.40851974487305,746.521728515625|-0.5165355801582336,-9.079634111230916e-08,-0.8562657237052917|-5.2730914745779955e-08,1,-7.422806191925702e-08|Running
840.1077270507812,50.226383209228516,746.122802734375|-0.5126419067382812,-4.7055664254003204e-08,-0.8586025238037109|-2.7139311242763142e-08,1,-3.8601001506322064e-08|Running
839.86865234375,50.06496810913086,745.7229614257812|-0.5126418471336365,-3.3523388509593133e-09,-0.8586025834083557|-1.90688664858385e-09,1,-2.76587686087737e-09|Running
839.6298828125,50.066619873046875,745.3228149414062|-0.5126419067382812,4.0313672400316136e-08,-0.8586025238037109|2.3303989848955098e-08,1,3.3038652702543914e-08|Running
839.4508056640625,50.087745666503906,745.022705078125|-0.5126418471336365,7.303870575015026e-08,-0.8586025834083557|4.2198017524697207e-08,1,5.987198647972036e-08|Running
839.2120361328125,50.11799621582031,744.62255859375|-0.5126419067382812,9.924754351686715e-08,-0.8586025238037109|5.732639607458623e-08,1,8.136434104244472e-08|Running
838.9732666015625,50.14693832397461,744.222412109375|-0.5126418471336365,7.328040396714641e-08,-0.8586025834083557|4.23201882426838e-08,1,6.008054498352067e-08|Running
838.7344970703125,50.174686431884766,743.822265625|-0.5126419067382812,4.73354475616361e-08,-0.8586025238037109|2.732680215444816e-08,1,3.881491394963632e-08|Running
838.4957275390625,50.201744079589844,743.422119140625|-0.5126418471336365,2.1412640549556272e-08,-0.8586025834083557|1.234621294088356e-08,1,1.756744794079168e-08|Running
838.197265625,50.23488235473633,742.9219360351562|-0.5126419067382812,-1.0959739782379074e-08,-0.8586025238037109|-6.3615321899135324e-09,1,-8.966374309693492e-09|Running
837.95849609375,50.26127624511719,742.5217895507812|-0.5126418471336365,-3.683276261767787e-08,-0.8586025834083557|-2.1313351084017995e-08,1,-3.017303740193711e-08|Running
837.7197265625,50.287620544433594,742.1216430664062|-0.5126419067382812,-6.268370356110609e-08,-0.8586025238037109|-3.6252409074677416e-08,1,-5.1361599417987236e-08|Running
837.48095703125,50.31388473510742,741.7214965820312|-0.5126418471336365,-8.851257149444791e-08,-0.8586025834083557|-5.117870216508891e-08,1,-7.253207456869859e-08|Running
837.2421875,50.3400993347168,741.3213500976562|-0.5126419067382812,-1.1431938418127174e-07,-0.8586025238037109|-6.609226232967558e-08,1,-9.368446995949853e-08|Running
837.00341796875,50.36626052856445,740.9212036132812|-0.5126418471336365,-8.802506812344291e-08,-0.8586025834083557|-5.088677568210187e-08,1,-7.213859021248936e-08|Running
836.8243408203125,50.385921478271484,740.62109375|-0.5126419067382812,-5.5303473800449865e-08,-0.8586025238037109|-3.1967033464752603e-08,1,-4.5324618724862376e-08|Running
836.5855712890625,50.412078857421875,740.220947265625|-0.5126418471336365,-1.1707271596606006e-08,-0.8586025834083557|-6.759546256063231e-09,1,-9.599371963986414e-09|Running
836.287109375,50.44457244873047,739.7207641601562|-0.5126419067382812,4.273563902756905e-08,-0.8586025238037109|2.4719541968920566e-08,1,3.501429901575648e-08|Running
836.04833984375,50.47065734863281,739.3206176757812|-0.5126418471336365,8.624812153357198e-08,-0.8586025834083557|4.987861856875497e-08,1,7.067094998092216e-08|Running
835.8692626953125,50.490352630615234,739.0205078125|-0.5126419067382812,1.012051100701683e-07,-0.8586025238037109|5.852563234043373e-08,1,8.292826692013477e-08|Running
835.6304931640625,50.516563415527344,738.620361328125|-0.5126418471336365,7.407826529970407e-08,-0.8586025834083557|4.283610266497817e-08,1,6.070175828654101e-08|Running
835.33203125,50.549072265625,738.1201782226562|-0.5126419067382812,4.0202277062917346e-08,-0.8586025238037109|2.3243043045795275e-08,1,3.294530159791975e-08|Running
835.09326171875,50.575157165527344,737.7200317382812|-0.5126418471336365,1.3127521292233268e-08,-0.8586025834083557|7.583645711406461e-09,1,1.0761471713749415e-08|Running
834.8544921875,50.60133361816406,737.3198852539062|-0.5126419067382812,-1.3924115194186015e-08,-0.8586025238037109|-8.062375655981668e-09,1,-1.1403417765620816e-08|Running
834.61572265625,50.62748718261719,736.9197387695312|-0.5126435160636902,-4.09526457190168e-08,-0.8586015701293945|-2.3695054807149063e-08,1,-3.3549358846585164e-08|Running
834.376953125,50.65363311767578,736.5195922851562|-0.5165319442749023,-6.796717855195311e-08,-0.8562679290771484|-3.946625426465289e-08,1,-5.556858084787564e-08|Running
834.1365356445312,50.679840087890625,736.1204833984375|-0.5165319442749023,-9.495861519326354e-08,-0.8562679290771484|-5.507220635081467e-08,1,-7.767668819269602e-08|Running
833.8958129882812,50.706302642822266,735.7215576171875|-0.5165319442749023,-1.219269876173712e-07,-0.8562679290771484|-7.066481799711255e-08,1,-9.976590575888622e-08|Running
833.6550903320312,50.73299026489258,735.3226318359375|-0.5165319442749023,-7.839161497713576e-08,-0.8562679290771484|-4.541140796732179e-08,1,-6.415652364921698e-08|Running
833.4143676757812,51.595882415771484,734.9237060546875|-0.5165319442749023,-3.489345701268576e-08,-0.8562679290771484|-2.0179571791345552e-08,1,-2.8577575861277182e-08|Jumping
833.1734008789062,52.40427780151367,734.524169921875|-0.5235703587532043,8.983728427836013e-09,-0.8519824147224426|4.9690624948084405e-09,1,7.490852382829871e-09|Freefall
832.9292602539062,53.15817642211914,734.12646484375|-0.5275052785873413,5.3924505749591845e-08,-0.8495517373085022|3.0951234464282606e-08,1,4.425577060374053e-08|Freefall
832.7446899414062,53.68783187866211,733.8291015625|-0.5423588156700134,8.893367464679613e-08,-0.8401469588279724|5.1913890075638847e-08,1,7.234176990777996e-08|Freefall
832.4287109375,54.50246047973633,733.3386840820312|-0.5627939105033875,1.4100625378432596e-07,-0.8265972137451172|8.344535729065683e-08,1,1.137721099553346e-07|Freefall
832.1661376953125,55.09286117553711,732.9529418945312|-0.6052988171577454,1.5503469796840363e-07,-0.7959983348846436|9.772763576165744e-08,1,1.2045286723605386e-07|Freefall
831.8863525390625,55.62875747680664,732.57958984375|-0.6563214659690857,1.5470118341909256e-07,-0.7544813752174377|1.0327090649298043e-07,1,1.1520798182118597e-07|Freefall
831.5852661132812,56.11014938354492,732.223388671875|-0.6849598288536072,1.6177921224880265e-07,-0.7285808324813843|1.1114897091601961e-07,1,1.1755268758406601e-07|Freefall
831.26611328125,56.537044525146484,731.8829956054688|-0.7000424861907959,1.4439753215356177e-07,-0.7141011953353882|1.0077940970631971e-07,1,1.034134413657739e-07|Freefall
830.9392700195312,56.90944290161133,731.5499267578125|-0.7076423764228821,1.3591332503892772e-07,-0.7065708041191101|9.515214571820252e-08,1,9.705981796059859e-08|Freefall
830.691650390625,57.15297317504883,731.3026123046875|-0.7175065875053406,1.3183013436446345e-07,-0.6965517401695251|9.308883619496555e-08,1,9.337178852319994e-08|Freefall
830.105712890625,57.60198974609375,730.7337646484375|-0.7281428575515747,1.3543801458126836e-07,-0.6854254007339478|9.62173842822267e-08,1,9.538312184531605e-08|Freefall
830.02099609375,57.65251159667969,730.653564453125|-0.7633488178253174,1.383911865104892e-07,-0.6459864974021912|1.0322341381652222e-07,1,9.22553624604916e-08|Freefall
829.579833984375,57.85402297973633,730.272216796875|-0.7682634592056274,1.6291684801217343e-07,-0.640133798122406|1.2168131036105478e-07,1,1.0846723341728648e-07|Freefall
828.1430053710938,57.92660140991211,729.080322265625|-0.7783834934234619,1.2209314093070134e-07,-0.6277890801429749|9.391118993562486e-08,1,7.804247559306532e-08|Freefall
827.8687133789062,57.8431282043457,728.8629150390625|-0.8795719742774963,1.633402888501223e-07,-0.4757658839225769|1.4330464637168916e-07,1,7.83863285391817e-08|Freefall
827.2901000976562,57.584224700927734,728.4739990234375|-0.8840306997299194,1.69587835330276e-07,-0.46742886304855347|1.499614086242218e-07,1,7.919354061414197e-08|Freefall
827.18896484375,57.529151916503906,728.41650390625|-0.9267429709434509,1.5760251415031235e-07,-0.37569597363471985|1.4669542736100993e-07,1,5.7635855199578145e-08|Freefall
