Replay 1|true|381
-357.53582763671875,37.97312927246094,607.3557739257812|-0.9600016474723816,1.26720848925288e-07,-0.27999424934387207|1.257880910543463e-07,1,2.130069454153727e-08|Running
-357.9534912109375,37.9733772277832,607.2403564453125|-0.9477678537368774,1.354580518864168e-07,-0.31896090507507324|1.3420945776942972e-07,1,2.589233005778624e-08|Running
-358.3959655761719,37.973514556884766,607.0945434570312|-0.9418233036994934,7.468523222087242e-08,-0.3361084759235382|7.421225234338635e-08,1,1.4252559132899023e-08|Running
-358.8382263183594,38.83640670776367,606.9461059570312|-0.937160074710846,1.4061741993032228e-08,-0.3488997519016266|1.455695652907707e-08,1,1.202478006057106e-09|Jumping
-359.27630615234375,39.64480209350586,606.7853393554688|-0.9357143640518188,-4.637916362071337e-08,-0.3527586758136749|-4.476308035350485e-08,1,-1.2738754939789487e-08|Freefall
-359.7130432128906,40.39870071411133,606.6207885742188|-0.9341641068458557,-1.0634359881578348e-07,-0.3568436801433563|-1.0360079727433913e-07,1,-2.680010346978179e-08|Freefall
-360.1490173339844,41.09809494018555,606.4542846679688|-0.9340214133262634,-1.2990693676329101e-07,-0.357217013835907|-1.2689727668657724e-07,1,-3.186344343930614e-08|Freefall
-360.5848083496094,41.742984771728516,606.2875366210938|-0.9339631199836731,-1.173919912389465e-07,-0.3573693633079529|-1.1491216156400696e-07,1,-2.8173298360911758e-08|Freefall
-361.0205993652344,42.3333854675293,606.1207885742188|-0.9339558482170105,-1.0488726331914222e-07,-0.357388436794281|-1.029422946885461e-07,1,-2.446554958623892e-08|Freefall
-361.4563903808594,42.86928176879883,605.9540405273438|-0.9339561462402344,-9.239317932951963e-08,-0.35738763213157654|-9.098332043322443e-08,1,-2.075825911163065e-08|Freefall
-361.8921813964844,43.35067367553711,605.7872924804688|-0.9339560270309448,-7.990976769178815e-08,-0.3573879599571228|-7.903454957158829e-08,1,-1.705421937003848e-08|Freefall
-362.3279724121094,43.77756881713867,605.6205444335938|-0.9324743151664734,-6.73483242508155e-08,-0.3612362742424011|-6.69264963448768e-08,1,-1.3678257637650404e-08|Freefall
-362.76318359375,44.149967193603516,605.4520874023438|-0.93238365650177,-5.459401108964812e-08,-0.3614702522754669|-5.471331121498224e-08,1,-9.904584707953745e-09|Freefall
-363.1982421875,44.46786117553711,605.2833862304688|-0.9323304891586304,-4.183633350862692e-08,-0.3616074025630951|-4.250257745752606e-08,1,-6.111284811538553e-09|Freefall
-363.63330078125,44.73125076293945,605.1146850585938|-0.9323247075080872,-2.9089227027156994e-08,-0.36162224411964417|-3.0303638709483494e-08,1,-2.3128945425554548e-09|Freefall
-364.068359375,44.94015121459961,604.9459838867188|-0.9323238134384155,-1.6352995402257875e-08,-0.36162447929382324|-1.8115230204784893e-08,1,1.4829351080436481e-09|Freefall
-364.50341796875,45.094547271728516,604.7772827148438|-0.9323246479034424,-3.627644407089292e-09,-0.3616224527359009|-5.937241365217005e-09,1,5.275645253988159e-09|Freefall
-364.9384765625,45.19443893432617,604.6085815429688|-0.9323239922523499,9.086829955151643e-09,-0.361624151468277|6.230327809220171e-09,1,9.065064254798472e-09|Freefall
-365.37353515625,45.23983383178711,604.4398803710938|-0.9323239922523499,2.1790441451230436e-08,-0.36162400245666504|1.8387510181128164e-08,1,1.2851257835677643e-08|Freefall
-365.80859375,45.23073196411133,604.2711791992188|-0.9323239922523499,3.4483189637057876e-08,-0.36162400245666504|3.0534298645079616e-08,1,1.6634215782573847e-08|Freefall
-366.24365234375,45.1671257019043,604.1024780273438|-0.9323239922523499,4.716508783531026e-08,-0.36162400245666504|4.267069542152058e-08,1,2.0413940760022342e-08|Freefall
-366.6787109375,45.049015045166016,603.9337768554688|-0.9323246479034424,5.983613959870127e-08,-0.3616223633289337|5.479675735386991e-08,1,2.4190352831965356e-08|Freefall
-367.11376953125,44.87641525268555,603.7650756835938|-0.9323235750198364,7.249635558537193e-08,-0.36162522435188293|6.69123352281531e-08,1,2.7963789506202374e-08|Freefall
-367.6575927734375,44.58401870727539,603.55419921875|-0.9337556958198547,8.848770960412367e-08,-0.35791099071502686|8.23323134113707e-08,1,3.24366737913806e-08|Freefall
-368.09332275390625,44.28878402709961,603.3871459960938|-0.938241720199585,1.02730183471067e-07,-0.3459804058074951|9.636692510639477e-08,1,3.559366135164055e-08|Freefall
-368.53106689453125,43.939056396484375,603.2254638671875|-0.9441162943840027,1.2178925601347146e-07,-0.32961249351501465|1.151568795876301e-07,1,3.964582617754786e-08|Freefall
-368.8613586425781,43.640995025634766,603.109619140625|-0.9539721012115479,1.43209248903986e-07,-0.29989540576934814|1.367911863781046e-07,1,4.239567985564463e-08|Freefall
-369.3061828613281,43.19588851928711,602.9686279296875|-0.969237744808197,9.884643503710322e-08,-0.24612626433372498|9.543969525793727e-08,1,2.5770015454895656e-08|Landed
-369.757568359375,42.6962776184082,602.8506469726562|-0.9897728562355042,6.635091409634697e-08,-0.14265228807926178|6.573009869725865e-08,1,9.064286210502814e-09|Landed
-370.2178039550781,42.44400405883789,602.7752685546875|-0.9999138116836548,9.040749660016445e-08,-0.013128656893968582|9.044916282618942e-08,1,-2.5800233061090694e-09|Running
-370.68359375,42.472007751464844,602.7568969726562|-0.9934617280960083,1.0873743150341397e-07,0.11416570097208023|1.0810690298512782e-07,1,-1.1714204717350185e-08|Running
-371.1479797363281,42.513404846191406,602.7975463867188|-0.9698410630226135,1.1792064213977937e-07,0.24373820424079895|1.1514507036736177e-07,1,-2.5634982137034967e-08|Running
-371.6030578613281,42.54008102416992,602.8984985351562|-0.9346075057983398,1.1784540276948974e-07,0.35568082332611084|1.1157256096794299e-07,1,-3.8148961323258845e-08|Running
-372.0428466796875,42.55526351928711,603.0532836914062|-0.910456120967865,9.199654016356362e-08,0.413605660200119|8.500567361124922e-08,1,-3.5305607326563404e-08|Running
-372.57635498046875,42.56504821777344,603.288818359375|-0.8957428336143494,4.0640397713787024e-08,0.4445725679397583|3.59412233308376e-08,1,-1.8998706607931126e-08|Running
-372.9954833984375,42.56897735595703,603.4938354492188|-0.8958593010902405,-3.7865133251102634e-10,0.4443378746509552|-2.243910390831161e-09,1,-3.6719280949171207e-09|Running
-373.3090515136719,42.57069778442383,603.6492919921875|-0.8958663940429688,-3.111986757176055e-08,0.44432350993156433|-3.0865113131994804e-08,1,7.807036794815758e-09|Running
-373.7271423339844,42.57205581665039,603.8565673828125|-0.8958670496940613,-7.20775332752055e-08,0.4443221688270569|-6.899828974837874e-08,1,2.310089186607911e-08|Running
-374.1452331542969,42.572792053222656,604.0638427734375|-0.8958671689033508,-1.1300021185434161e-07,0.44432199001312256|-1.070988844276144e-07,1,3.838172091263914e-08|Running
-374.5633239746094,42.57319641113281,604.2711181640625|-0.8958671689033508,-8.193467238015728e-08,0.44432199001312256|-7.725655848389579e-08,1,2.8634762117007995e-08|Running
-374.9814147949219,42.57341384887695,604.4783935546875|-0.8958671689033508,-5.089566101901255e-08,0.44432199001312256|-4.7439726813536254e-08,1,1.8896134434953638e-08|Running
-375.3995056152344,42.57353210449219,604.6856689453125|-0.8958671689033508,-1.988316178369587e-08,0.44432199001312256|-1.7648355665755844e-08,1,9.16582898469187e-09|Running
-375.8175964355469,42.5735969543457,604.8929443359375|-0.8958671689033508,1.1102851971145355e-08,0.44432199001312256|1.2117574499370676e-08,1,-5.56160895115454e-10|Running
-376.2356872558594,42.57363510131836,605.1002197265625|-0.8958671689033508,4.2062403338150034e-08,0.44432199001312256|4.185808677448222e-08,1,-1.0269842753984904e-08|Running
-376.6537780761719,42.57365417480469,605.3074951171875|-0.8958671689033508,7.299550475181604e-08,0.44432199001312256|7.157319714679033e-08,1,-1.9975223253254626e-08|Running
-377.0718688964844,42.573665618896484,605.5147705078125|-0.9037835597991943,1.03978855747755e-07,0.4279898703098297|1.01613665037803e-07,1,-2.837005119715741e-08|Running
-377.4931335449219,42.573665618896484,605.7156372070312|-0.9169202446937561,9.952729840279062e-08,0.3990705609321594|9.744064044525658e-08,1,-2.551430533515031e-08|Running
-377.92010498046875,42.573665618896484,605.9039306640625|-0.9308004379272461,5.932485080961669e-08,0.36552780866622925|5.861164709131117e-08,1,-1.3047169566959838e-08|Running
-378.353515625,42.573665618896484,606.0768432617188|-0.9404071569442749,1.9002682094537704e-08,0.34005051851272583|1.9288220798330258e-08,1,-2.540504917547537e-09|Running
-378.79168701171875,42.573665618896484,606.2373657226562|-0.9507325887680054,-2.1426842522487277e-08,0.3100121021270752|-2.026383683073618e-08,1,6.971832888780227e-09|Running
-379.2346496582031,42.573665618896484,606.3841552734375|-0.9562029838562012,-6.188447798649577e-08,0.29270440340042114|-5.997616625563751e-08,1,1.5493744953687383e-08|Running
-379.6804504394531,42.573665618896484,606.5219116210938|-0.9562029838562012,-1.0230753844098217e-07,0.29270440340042114|-9.953145507779482e-08,1,2.4377017737720053e-08|Running
-380.1266174316406,42.573665618896484,606.6586303710938|-0.9562029838562012,-8.909999849038286e-08,0.29270440340042114|-8.68187939317977e-08,1,2.0784129972639676e-08|Running
-380.5727844238281,42.573665618896484,606.795166015625|-0.9562029838562012,-5.80460266519367e-08,0.29270440340042114|-5.671305558507811e-08,1,1.3039898938416172e-08|Running
-381.0189514160156,42.573665618896484,606.931640625|-0.9562029838562012,-2.7018600690098538e-08,0.29270440340042114|-2.663304776717723e-08,1,5.302284389330225e-09|Running
-381.4651184082031,42.573665618896484,607.068115234375|-0.9562029838562012,3.982306484573428e-09,0.29270440340042114|3.4212503940977967e-09,1,-2.4287183375548693e-09|Running
-381.9112854003906,42.573665618896484,607.20458984375|-0.9562029838562012,3.495672018516416e-08,0.29270440340042114|3.344986154729668e-08,1,-1.0153114793354234e-08|Running
-382.3574523925781,42.573665618896484,607.341064453125|-0.9562029838562012,6.590465773115284e-08,0.29270440340042114|6.345280922914753e-08,1,-1.7870911861450622e-08|Running
-382.8036193847656,42.573665618896484,607.4775390625|-0.9562029838562012,9.682614887651653e-08,0.29270440340042114|9.343010987095113e-08,1,-2.5582114204780737e-08|Running
-383.2497863769531,42.573665618896484,607.614013671875|-0.9562029838562012,1.0991999488396687e-07,0.29270440340042114|1.0617754497843634e-07,1,-2.8672992868905567e-08|Running
-383.6959533691406,42.573665618896484,607.75048828125|-0.9562029838562012,6.962183363157237e-08,0.29270440340042114|6.732339130621767e-08,1,-1.7925943396335242e-08|Running
-384.1421203613281,42.573665618896484,607.886962890625|-0.9562029838562012,2.9358108832866492e-08,0.29270440340042114|2.8502450177825267e-08,1,-7.188076800446197e-09|Running
-384.5882873535156,42.573665618896484,608.0234375|-0.9562029838562012,-1.0871202604789687e-08,0.29270440340042114|-1.02853157102345e-08,1,3.5406135800997163e-09|Running
-385.0344543457031,42.573665618896484,608.159912109375|-0.9562029838562012,-5.1066127326748756e-08,0.29270440340042114|-4.903992589788686e-08,1,1.4260136182997485e-08|Running
-385.4806213378906,43.43655776977539,608.29638671875|-0.9562029838562012,-9.122669553107698e-08,0.29270440340042114|-8.77614070304844e-08,1,2.4970498557763676e-08|Jumping
-385.9267883300781,44.24495315551758,608.432861328125|-0.9562029242515564,-1.3135293386312696e-07,0.2927045524120331|-1.2644980529330496e-07,1,3.567171091845012e-08|Freefall
-386.3729553222656,44.99885177612305,608.5693359375|-0.9562029242515564,-1.5325650792874512e-07,0.2927045524120331|-1.4758553845695133e-07,1,4.145744014749653e-08|Freefall
-386.8191223144531,45.698246002197266,608.705810546875|-0.9562023282051086,-1.2059949483500532e-07,0.29270651936531067|-1.1616677397796593e-07,1,3.252591795899207e-08|Freefall
-387.2652893066406,46.343135833740234,608.84228515625|-0.9574004411697388,-8.786945215888409e-08,0.2887636423110962|-8.482916769025906e-08,1,2.304296131683259e-08|Freefall
-387.7120361328125,46.933536529541016,608.9771118164062|-0.9574735164642334,-5.496755051126456e-08,0.2885211706161499|-5.3191538285091156e-08,1,1.3995713032954882e-08|Freefall
-388.158935546875,47.46943283081055,609.1116333007812|-0.9586948752403259,-2.197048054597417e-08,0.2844364643096924|-2.1521834980831045e-08,1,4.702653377819388e-09|Freefall
-388.6062927246094,47.95082473754883,609.2444458007812|-0.9587714672088623,1.1207286654268955e-08,0.2841782569885254|1.0382746218340344e-08,1,-4.407816778240203e-09|Freefall
-389.0537109375,48.37771987915039,609.3770141601562|-0.9588136076927185,4.4369485863171576e-08,0.28403612971305847|4.227493377584324e-08,1,-1.350428924240532e-08|Freefall
-389.501220703125,48.750118255615234,609.5095825195312|-0.9588184356689453,7.750350761170921e-08,0.28401967883110046|7.413952118895395e-08,1,-2.2594102588868736e-08|Freefall
-389.94873046875,49.06801223754883,609.6421508789062|-0.9588189721107483,1.106092142322268e-07,0.2840178608894348|1.0597665323075489e-07,1,-3.1676826495186106e-08|Freefall
-390.396240234375,49.33140182495117,609.7747192382812|-0.9588190317153931,1.4368661993557907e-07,0.2840176224708557|1.3778652885321208e-07,1,-4.075193160701929e-08|Freefall
-390.84375,49.54030227661133,609.9072875976562|-0.9588190317153931,1.5866882563386753e-07,0.2840176224708557|1.5222880733745114e-07,1,-4.474701853496299e-08|Freefall
-391.291259765625,49.694698333740234,610.0398559570312|-0.9588190317153931,1.1946067957069317e-07,0.2840176224708557|1.1465984783853855e-07,1,-3.352830546532459e-08|Freefall
-391.73876953125,49.79458999633789,610.1724243164062|-0.9588190317153931,8.028604270293727e-08,0.2840176224708557|7.712300487128232e-08,1,-2.231917228812108e-08|Freefall
-392.186279296875,49.83998489379883,610.3049926757812|-0.9588190317153931,4.114489371431773e-08,0.2840176224708557|3.961824646125933e-08,1,-1.1119607457032998e-08|Freefall
-392.6337890625,49.83088302612305,610.4375610351562|-0.9588190317153931,2.0371986320100177e-09,0.2840176224708557|2.145547295384631e-09,1,7.039424598787036e-11|Freefall
-393.081298828125,49.767276763916016,610.5701293945312|-0.9588190317153931,-3.7037061417777295e-08,0.2840176224708557|-3.529511261035623e-08,1,1.125084203579263e-08|Freefall
-393.64068603515625,49.61112594604492,610.73583984375|-0.9588190913200378,-8.583292299135792e-08,0.28401756286621094|-8.205093138258235e-08,1,2.521297481905549e-08|Freefall
-393.976318359375,49.476566314697266,610.8352661132812|-0.9588190317153931,-1.1508541319926735e-07,0.2840176224708557|-1.1008042832827414e-07,1,3.358310962653377e-08|Freefall
-394.53570556640625,49.18416976928711,611.0009765625|-0.9588190913200378,-1.463661618572587e-07,0.28401756286621094|-1.4007019899509032e-07,1,4.247689133762833e-08|Freefall
-394.98321533203125,48.88893508911133,611.133544921875|-0.9588190913200378,-1.1560898371953954e-07,0.28401756286621094|-1.1066605765108761e-07,1,3.344953469763823e-08|Freefall
-395.31884765625,48.63174819946289,611.2329711914062|-0.9588190317153931,-9.255835919930178e-08,0.2840176224708557|-8.862945577448045e-08,1,2.668408072281636e-08|Freefall
-395.766357421875,48.241146087646484,611.3655395507812|-0.9633703231811523,-6.030057164707614e-08,0.2681746482849121|-5.824307436341769e-08,1,1.562759521789303e-08|Freefall
-396.2157897949219,47.79603958129883,611.4910888671875|-0.9738280177116394,-1.1368686436696862e-08,0.22728604078292847|-1.1797011367775667e-08,1,-5.260932800510432e-10|Freefall
-396.6696472167969,47.29642868041992,611.5993041992188|-0.9797755479812622,7.029741766473308e-08,0.20009978115558624|6.735325541740167e-08,1,-2.152099121133233e-08|Freefall
-397.1268615722656,46.74232864379883,611.6926879882812|-0.981183648109436,1.1192329196774153e-07,0.19307668507099152|1.0812747319732807e-07,1,-3.0197245592944455e-08|Freefall
-397.5848388671875,46.133724212646484,611.7824096679688|-0.9831353425979614,1.0187982724119138e-07,0.18287935853004456|9.89502240145157e-08,1,-2.5144242243868575e-08|Landed
-398.0435485839844,45.6920166015625,611.8681640625|-0.986337423324585,5.700094263261235e-08,0.16473768651485443|5.599540742196041e-08,1,-1.074786304400277e-08|Landed
-398.50360107421875,45.73257064819336,611.9463500976562|-0.9877966046333313,1.2210344735308354e-08,0.15574945509433746|1.2726688147779441e-08,1,2.3180433128544564e-09|Running
-398.9644470214844,45.81095504760742,612.0196533203125|-0.9877971410751343,-3.254194069768346e-08,0.15574604272842407|-3.060053899162085e-08,1,1.4862751029909305e-08|Running
-399.5406494140625,45.8715934753418,612.110595703125|-0.987797200679779,-8.842849297252542e-08,0.1557455062866211|-8.470748724676014e-08,1,3.052848995821478e-08|Running
-399.8863525390625,45.892032623291016,612.1651611328125|-0.987797200679779,-1.0381733517306202e-07,0.1557455062866211|-9.971629566507545e-08,1,3.414452720562622e-08|Running
-400.4625244140625,45.91107177734375,612.256103515625|-0.987797200679779,-6.909433380997143e-08,0.1557455062866211|-6.664863860805781e-08,1,2.092510342777132e-08|Running
-400.8081970214844,45.91722106933594,612.3106689453125|-0.987797200679779,-4.827834843013079e-08,0.1557455062866211|-4.682501497654812e-08,1,1.3000228449300266e-08|Running
-401.2691345214844,45.92207717895508,612.3834228515625|-0.987797200679779,-2.0544463907867794e-08,0.1557455062866211|-2.0413290613419122e-08,1,2.4416275667960008e-09|Running
-401.7300720214844,45.92471694946289,612.4561767578125|-0.987797200679779,7.165703141964741e-09,0.1557455062866211|5.9758482606753205e-09,1,-8.10795164341016e-09|Running
-402.1910095214844,45.92615509033203,612.5289306640625|-0.987797200679779,3.4852174479738096e-08,0.1557455062866211|3.234242029748202e-08,1,-1.86485173969686e-08|Running
-402.59197998046875,45.92694091796875,612.69970703125|-0.987797200679779,6.251497097764513e-08,0.1557455062866211|5.8686445925104636e-08,1,-2.918007524499444e-08|Running
-402.9000549316406,45.927371978759766,613.0223388671875|-0.987797200679779,9.01541170605924e-08,0.1557455062866211|8.50079402425763e-08,1,-3.97026305165582e-08|Running
-403.17559814453125,45.92760467529297,613.3980102539062|-0.987797200679779,1.1776962338672092e-07,0.1557455062866211|1.1130693167160643e-07,1,-5.021619031708724e-08|Running
-403.4501647949219,45.92772674560547,613.7753295898438|-0.987797200679779,7.663167167493157e-08,0.1557455062866211|7.25423632275124e-08,1,-3.194010034235362e-08|Running
-403.7247009277344,45.927799224853516,614.1527709960938|-0.9891701340675354,3.563954464880226e-08,0.14677338302135468|3.409784810060046e-08,1,-1.3019880285014551e-08|Running
-404.002197265625,45.92783737182617,614.5280151367188|-0.9916709065437317,-5.0863482314866815e-09,0.12879738211631775|-4.369800965520199e-09,1,5.845956163597066e-09|Running
-404.28594970703125,45.9278564453125,614.8984985351562|-0.9922453165054321,-4.571755951587875e-08,0.12429498881101608|-4.30615330060391e-08,1,2.405533727767306e-08|Running
-404.57208251953125,45.9278678894043,615.26708984375|-0.9922453165054321,-8.631406700487787e-08,0.12429498881101608|-8.16937486547431e-08,1,4.226903627113643e-08|Running
-404.85845947265625,45.9278678894043,615.635498046875|-0.9927992820739746,-9.247810339729767e-08,0.11978967487812042|-8.78506796198053e-08,1,4.391041485973801e-08|Running
-405.14630126953125,45.9278678894043,616.0028686523438|-0.9938454031944275,-6.441422328862245e-08,0.11077576130628586|-6.158699505931509e-08,1,2.8943770047362705e-08|Running
-405.51007080078125,45.9278678894043,616.4589233398438|-0.994337797164917,-2.9431495462972634e-08,0.10626569390296936|-2.842655710821873e-08,1,1.0971521469116396e-08|Running
-405.8028869628906,45.9278678894043,616.8223266601562|-0.994337797164917,-1.4721902585890234e-09,0.10626569390296936|-1.8192383155479774e-09,1,-3.168916462570337e-09|Running
-406.0556945800781,45.9278678894043,617.0341186523438|-0.9943379163742065,1.9481607438365245e-08,0.10626450926065445|1.812134087231243e-08,1,-1.376632230432051e-08|Running
-406.4698181152344,45.9278678894043,617.1752319335938|-0.9948099851608276,4.734791758664869e-08,0.10174988210201263|4.475120007896294e-08,1,-2.7803235269630022e-08|Running
-406.9315490722656,45.9278678894043,617.2276000976562|-0.9952613711357117,7.513870770026188e-08,0.09723600745201111|7.142170943552628e-08,1,-4.170717815554781e-08|Running
-407.39593505859375,45.9278678894043,617.2733154296875|-0.9956924915313721,1.0285349816285816e-07,0.09271715581417084|9.813246748535676e-08,1,-5.547772374825399e-08|Running
-407.86053466796875,45.9278678894043,617.31689453125|-0.9956924915313721,8.187535627257603e-08,0.09271679818630219|7.816461788934248e-08,1,-4.365371353287628e-08|Running
-408.32513427734375,45.9278678894043,617.360107421875|-0.9956924915313721,4.4698996504166644e-08,0.09271679818630219|4.2731304716880913e-08,1,-2.3207835653238362e-08|Running
-408.78973388671875,45.9278678894043,617.4033203125|-0.9956924319267273,7.55438556154786e-09,0.092717744410038|7.328245121840382e-09,1,-2.779483088133361e-09|Running
-409.25433349609375,45.9278678894043,617.446533203125|-0.9956924319267273,-2.9558492542491877e-08,0.092717744410038|-2.8044549793548867e-08,1,1.7631441195931075e-08|Running
-409.71893310546875,45.9278678894043,617.48974609375|-0.9956924319267273,-6.663966445330516e-08,0.092717744410038|-6.338712665865387e-08,1,3.802491121973617e-08|Running
-410.18353271484375,45.9278678894043,617.532958984375|-0.995692253112793,-1.036892030015224e-07,0.09271988272666931|-9.869943795592917e-08,1,5.840109196242338e-08|Running
-410.64813232421875,45.9278678894043,617.576171875|-0.9956923723220825,-7.489133935223435e-08,0.09271857887506485|-7.131411194905013e-08,1,4.1894761437788475e-08|Running
-411.11273193359375,45.9278678894043,617.619384765625|-0.9956923723220825,-4.6118078245172e-08,0.09271834045648575|-4.395211661289977e-08,1,2.540264354422561e-08|Running
-411.57733154296875,45.9278678894043,617.66259765625|-0.995692253112793,-1.7369403693123786e-08,0.09271940588951111|-1.6613478592830688e-08,1,8.924684991029608e-09|Running
-412.1580810546875,45.9278678894043,617.7166137695312|-0.9956921935081482,1.853191555767353e-08,0.09272059053182602|1.7526945228496515e-08,1,-1.1653003895162328e-08|Running
-412.50653076171875,45.9278678894043,617.7490234375|-0.9956921935081482,4.005431364362266e-08,0.09272059053182602|3.7993704182781585e-08,1,-2.398908094392027e-08|Running
-412.97113037109375,45.9278678894043,617.792236328125|-0.9956921935081482,6.87294061663124e-08,0.09272059053182602|6.526232709802571e-08,1,-4.0424890102030986e-08|Running
-413.43572998046875,45.9278678894043,617.83544921875|-0.9956921935081482,9.738001693904152e-08,0.09272059053182602|9.250766908053265e-08,1,-5.68466553829694e-08|Running
-413.90032958984375,45.9278678894043,617.878662109375|-0.9956921935081482,7.895454956496906e-08,0.09272059053182602|7.502093524180964e-08,1,-4.5909850143743824e-08|Running
-414.36492919921875,45.9278678894043,617.921875|-0.9956921935081482,4.486763316435827e-08,0.09272059053182602|4.265256237090398e-08,1,-2.587142056142966e-08|Running
-414.82952880859375,45.9278678894043,617.965087890625|-0.9956921935081482,1.0809836581415766e-08,0.0927204117178917|1.0311834053311486e-08,1,-5.850103068638646e-09|Running
-415.29412841796875,45.9278678894043,618.00830078125|-0.9956921935081482,-2.321885972378368e-08,0.09272020310163498|-2.2001264810000976e-08,1,1.4154104555075264e-08|Running
-415.8748779296875,45.9278678894043,618.0623168945312|-0.995692253112793,-6.571382726860975e-08,0.09271996468305588|-6.235381277974739e-08,1,3.913531898547262e-08|Running
-416.3394775390625,45.9278678894043,618.1055297851562|-0.995692253112793,-9.967711633862564e-08,0.09271978586912155|-9.460481464884651e-08,1,5.910107958584376e-08|Running
-416.68792724609375,45.9278678894043,618.137939453125|-0.995692253112793,-7.818982794560725e-08,0.0927196741104126|-7.421795089612715e-08,1,4.628557448427273e-08|Running
-417.2686767578125,45.9278678894043,618.1919555664062|-0.995692253112793,-4.240827777834966e-08,0.09271952509880066|-4.026888689168118e-08,1,2.494465611846408e-08|Running
-417.7332763671875,45.9278678894043,618.2351684570312|-0.995692253112793,-1.3810562471405774e-08,0.0927194356918335|-1.3135744936221272e-08,1,7.88833531828459e-09|Running
-418.08172607421875,45.9278678894043,618.267578125|-0.995692253112793,7.621674846802762e-09,0.09271937608718872|7.198885487724738e-09,1,-4.89433604755618e-09|Running
-418.54632568359375,45.9278678894043,618.310791015625|-0.9956923127174377,3.617660837562653e-08,0.09271930158138275|3.4291442574385655e-08,1,-2.1925151472146354e-08|Running
-419.01092529296875,45.9278678894043,618.35400390625|-0.9956923127174377,6.470714453143955e-08,0.09271922707557678|6.136085062280472e-08,1,-3.894142253102473e-08|Running
-419.47552490234375,45.9278678894043,618.397216796875|-0.9956923127174377,9.3213309071416e-08,0.092719167470932|8.840714116331583e-08,1,-5.594315766188629e-08|Running
-419.94012451171875,45.9278678894043,618.4404296875|-0.9956923127174377,8.964611453166071e-08,0.09271910786628723|8.503052129071875e-08,1,-5.373088285409722e-08|Running
-420.40472412109375,45.9278678894043,618.483642578125|-0.9956923127174377,5.404665870401004e-08,0.09271904826164246|5.126997848492465e-08,1,-3.2329232624306314e-08|Running
-420.86932373046875,45.9278678894043,618.52685546875|-0.9956923127174377,1.8477610552736223e-08,0.09271901845932007|1.7538269503347692e-08,1,-1.0945875317247555e-08|Running
-421.33392333984375,45.9278678894043,618.570068359375|-0.9956923127174377,-1.7061053014799654e-08,0.09271898865699768|-1.6164626970294194e-08,1,1.0419206830647454e-08|Running
-421.79852294921875,45.9278678894043,618.61328125|-0.9956923127174377,-5.25693550912365e-08,0.09271895885467529|-4.983873225228308e-08,1,3.176602803023343e-08|Running
-422.26312255859375,45.9278678894043,618.656494140625|-0.9956923127174377,-8.80473081110722e-08,0.0927189365029335|-8.348405344804632e-08,1,5.3094602492365084e-08|Running
-422.72772216796875,45.9278678894043,618.69970703125|-0.9956923127174377,-7.709141414125043e-08,0.0927189365029335|-7.309960636803225e-08,1,4.64489247065103e-08|Running
-423.19232177734375,45.9278678894043,618.742919921875|-0.9956923127174377,-5.068364927751645e-08,0.0927189365029335|-4.806329556572564e-08,1,3.049424179835114e-08|Running
-423.65692138671875,45.9278678894043,618.7861328125|-0.9956923127174377,-2.4298453027427058e-08,0.0927189365029335|-2.30483809815496e-08,1,1.455319420529122e-08|Running
-424.12152099609375,45.9278678894043,618.829345703125|-0.9956923127174377,2.0641899300954947e-09,0.0927189365029335|1.9451520394397903e-09,1,-1.3742291748997104e-09|Running
-424.58612060546875,45.9278678894043,618.87255859375|-0.9956923127174377,2.8404301133377885e-08,0.0927189365029335|2.6917323481256972e-08,1,-1.7288039444451897e-08|Running
-425.1668701171875,45.9278678894043,618.9265747070312|-0.9956923127174377,6.129778284957865e-08,0.0927189365029335|5.8102525457570664e-08,1,-3.716117547014619e-08|Running
-425.51531982421875,45.9278678894043,618.958984375|-0.9956923127174377,8.101700643692311e-08,0.0927189365029335|7.679765445800513e-08,1,-4.907486683691786e-08|Running
-425.97991943359375,45.9278678894043,619.002197265625|-0.9956923127174377,1.0728963673045655e-07,0.0927189365029335|1.0170585085234052e-07,1,-6.49479048320245e-08|Running
-426.44451904296875,45.9278678894043,619.04541015625|-0.9956923127174377,7.046193672977097e-08,0.0927189365029335|6.679650255136949e-08,1,-4.2636074226720666e-08|Running
-426.90911865234375,45.9278678894043,619.088623046875|-0.9956923127174377,3.366571377227956e-08,0.0927189365029335|3.19169934925867e-08,1,-2.0343312812087788e-08|Running
-427.37371826171875,45.9278678894043,619.1318359375|-0.9956923127174377,-3.099055900790404e-09,0.0927189365029335|-2.932704745717274e-09,1,1.9303949549964727e-09|Running
-427.83831787109375,45.9278678894043,619.175048828125|-0.9956923127174377,-3.9832404041817426e-08,0.0927189365029335|-3.775261703253818e-08,1,2.418506461765446e-08|Running
-428.30291748046875,45.9278678894043,619.21826171875|-0.9956923127174377,-7.653435574184186e-08,0.0927189365029335|-7.254276823687178e-08,1,4.642071260718694e-08|Running
-428.76751708984375,45.9278678894043,619.261474609375|-0.9956923127174377,-9.674172218865351e-08,0.0927189365029335|-9.169813353082645e-08,1,5.8656794976741367e-08|Running
-429.23211669921875,45.9278678894043,619.3046875|-0.9956923127174377,-6.756325632295557e-08,0.0927189365029335|-6.404196284393038e-08,1,4.095353034472282e-08|Running
