funny|true|1279
872.870849609375,365.15948486328125,-760.5264892578125|0.01221737265586853,-1.9973160902964082e-08,0.9999256134033203|-7.087245990078372e-08,1,2.0840591474780013e-08|Running
872.879150390625,365.15948486328125,-759.8544921875|0.012217368930578232,-1.713073061182513e-08,0.9999253749847412|-6.064483670797927e-08,1,1.7872984869882202e-08|Running
872.8878173828125,365.15948486328125,-759.1524047851562|0.012217369861900806,-3.805786352728546e-09,0.9999253749847412|-1.3253887765074523e-08,1,3.968010364729935e-09|Running
872.8956298828125,365.15948486328125,-758.521484375|0.012217368930578232,8.167716281093362e-09,0.9999253749847412|2.9330578854569467e-08,1,-8.52669490569724e-09|Running
872.905029296875,365.15948486328125,-757.7611694335938|0.01221737265586853,1.982608388573226e-08,0.9999256134033203|7.0774746063762e-08,1,-2.0692310087611077e-08|Running
872.912109375,365.15948486328125,-757.1884765625|0.012217368930578232,2.860708292473646e-08,0.9999253749847412|1.0199020294976435e-07,1,-2.9855364402919804e-08|Running
872.9249877929688,365.15948486328125,-756.146240234375|0.012217370793223381,1.0779544368233474e-08,0.9999256134033203|3.8318226813771616e-08,1,-1.124853099554457e-08|Running
872.9302368164062,365.15948486328125,-755.72216796875|0.012217368930578232,3.52561579930466e-09,0.9999253749847412|1.2410453997802051e-08,1,-3.677513404909405e-09|Running
872.939697265625,365.15948486328125,-754.9576416015625|0.01221737265586853,-9.521972543780066e-09,0.9999256134033203|-3.4189707065479524e-08,1,9.940423595367065e-09|Running
872.9467163085938,365.15948486328125,-754.38916015625|0.012217368930578232,-1.9224609459911335e-08,0.9999253749847412|-6.884319248001702e-08,1,2.0067190575900895e-08|Running
872.953857421875,365.15948486328125,-753.8116455078125|0.012217369861900806,-2.1931125360197257e-08,0.9999253749847412|-7.847782512726553e-08,1,2.2891626372256724e-08|Running
872.9615478515625,365.15948486328125,-753.189453125|0.012217368930578232,-2.4846961821367586e-08,0.9999253749847412|-8.885760394150566e-08,1,2.593450432186728e-08|Running
872.9699096679688,365.15948486328125,-752.5155029296875|0.012217369861900806,-1.137260063899248e-08,0.9999253749847412|-4.062183833752897e-08,1,1.1869778049344859e-08|Running
872.9747314453125,365.15948486328125,-752.123046875|0.012217368930578232,-3.5267928577553675e-09,0.9999253749847412|-1.2535277704728287e-08,1,3.6802154657067376e-09|Running
872.9837646484375,365.15948486328125,-751.3902587890625|0.012217369861900806,1.1096555674328101e-08,0.9999253749847412|3.981366702987543e-08,1,-1.158383877708502e-08|Running
872.9895629882812,365.15948486328125,-750.92333984375|0.012217368930578232,2.041486979464935e-08,0.9999253749847412|7.317154882002797e-08,1,-2.1310423647946664e-08|Running
872.9972534179688,365.15948486328125,-750.3029174804688|0.012217369861900806,2.016243172420218e-08,0.9999253749847412|7.22395867569503e-08,1,-2.1046581366590544e-08|Running
873.00439453125,365.15948486328125,-749.7236328125|0.012217368930578232,1.9926748251464232e-08,0.9999253749847412|7.136949164987527e-08,1,-2.0800246858243554e-08|Running
873.0159301757812,365.15948486328125,-748.7909545898438|0.012217369861900806,4.397753272655791e-09,0.9999253749847412|1.5702052991173332e-08,1,-4.589933766396825e-09|Running
873.0192260742188,365.15948486328125,-748.52392578125|0.012217368930578232,-4.8706365329831414e-11,0.9999253749847412|-2.373563012803004e-10,1,5.1610087731246423e-11|Running
873.0278930664062,365.15948486328125,-747.8247680664062|0.012217369861900806,-1.1666024590795132e-08,0.9999253749847412|-4.1882469048459825e-08,1,1.2178627883940862e-08|Running
873.0357055664062,365.15948486328125,-747.19091796875|0.012217368930578232,-2.2198641147497256e-08,0.9999253749847412|-7.963920722886542e-08,1,2.3173353014271925e-08|Running
873.0453491210938,365.15948486328125,-746.4111938476562|0.01221628487110138,-1.9880985746567603e-08,0.9999256134033203|-7.130630308438413e-08,1,2.0753631702064013e-08|Running
873.050537109375,365.15948486328125,-745.9912109375|0.012215700000524521,-1.863258347611918e-08,0.9999253749847412|-6.681780462258757e-08,1,1.9450261845577188e-08|Running
873.0613403320312,365.15948486328125,-745.1196899414062|0.01221570186316967,-2.427303913421497e-09,0.9999256134033203|-8.676392937445598e-09,1,2.5334812026045483e-09|Running
873.0670166015625,365.15948486328125,-744.658203125|0.012215700000524521,6.153214826554176e-09,0.9999253749847412|2.2108849861979252e-08,1,-6.4237690722279694e-09|Running
873.0758666992188,365.15948486328125,-743.9421997070312|0.012215700000524521,1.9439911014274003e-08,0.9999253749847412|6.977898436844043e-08,1,-2.0293823510542097e-08|Running
873.0818481445312,365.15948486328125,-743.45849609375|0.012215700000524521,2.8415177766305533e-08,0.9999253749847412|1.0198053956855802e-07,1,-2.966315548746934e-08|Running
873.0910034179688,365.15948486328125,-742.7175903320312|0.012215700000524521,1.7989519207617377e-08,0.9999253749847412|6.455543655192741e-08,1,-1.8779511279376493e-08|Running
873.0999755859375,365.15948486328125,-741.9921875|0.012215700000524521,7.7814981125357e-09,0.9999253749847412|2.7911591260476598e-08,1,-8.123063999221358e-09|Running
873.1096801757812,365.15948486328125,-741.2055053710938|0.012215702794492245,-5.824419613276177e-09,0.9999256134033203|-2.0927000576875798e-08,1,6.080511649741993e-09|Running
873.116455078125,365.15948486328125,-740.6591796875|0.012215700000524521,-1.5273753817268698e-08,0.9999253749847412|-5.484550058554305e-08,1,1.5944920050969813e-08|Running
873.1243286132812,365.15948486328125,-740.0245361328125|0.012215702794492245,-2.1179513254310223e-08,0.9999256134033203|-7.604169383057524e-08,1,2.21100648900574e-08|Running
873.1312866210938,365.15948486328125,-739.45947265625|0.012215700000524521,-2.643801089163844e-08,0.9999253749847412|-9.491482444445865e-08,1,2.75995226672876e-08|Running
873.137939453125,365.15948486328125,-738.9215087890625|0.012215700000524521,-1.647035574592337e-08,0.9999253749847412|-5.91259095017449e-08,1,1.719390141374788e-08|Running
873.1444702148438,365.15948486328125,-738.39306640625|0.012215700000524521,-6.678642527901957e-09,0.9999253749847412|-2.396873455268178e-08,1,6.971957677848195e-09|Running
873.154052734375,365.15948486328125,-737.6182250976562|0.012216947041451931,7.6512387536809e-09,0.9999253749847412|2.7482427000791176e-08,1,-7.98758659215082e-09|Running
873.1609497070312,365.15948486328125,-737.06005859375|0.012217845767736435,1.7973212251831683e-08,0.9999253749847412|6.4543407063411e-08,1,-1.8763193665449762e-08|Running
873.1676025390625,365.15948486328125,-736.4824829101562|0.007849195972084999,1.9543056950510618e-08,0.999969482421875|7.029857584939236e-08,1,-2.009546484771363e-08|Running
873.17431640625,365.15948486328125,-735.9026489257812|0.0034629253204911947,2.1144151318708282e-08,0.9999940395355225|7.608253582702673e-08,1,-2.1407748462820564e-08|Running
873.1748046875,365.15948486328125,-735.8603515625|0.003142979461699724,2.126191489537632e-08,0.9999950528144836|7.650464795005973e-08,1,-2.1502472691281582e-08|Running
873.1749267578125,365.15948486328125,-735.2919311523438|0.0009937576251104474,1.1981634351343473e-08,0.9999995231628418|4.2141980571841486e-08,1,-1.2023519069259692e-08|Running
873.1751098632812,365.15948486328125,-734.7020263671875|-0.0012369145406410098,2.2714661263023572e-09,0.9999992847442627|6.4556648915470305e-09,1,-2.2634827345768826e-09|Running
873.1751098632812,365.15948486328125,-734.66015625|-0.0013951376313343644,1.5796924879296625e-09,0.9999990463256836|3.923583236087325e-09,1,-1.5742200876189827e-09|Running
873.17431640625,365.15948486328125,-734.0843505859375|-0.0013951376313343644,-7.84527021124859e-09,0.9999990463256836|-3.083221855604279e-08,1,7.80226283580987e-09|Running
873.1736450195312,365.15948486328125,-733.59326171875|-0.0013951376313343644,-1.5884017656730975e-08,0.9999990463256836|-6.047616807336453e-08,1,1.5799660246784697e-08|Running
873.1724243164062,365.15948486328125,-732.6992797851562|-0.0013951376313343644,-2.105562302290309e-08,0.9999990463256836|-7.908246146826059e-08,1,2.0945311263176336e-08|Running
873.1718139648438,365.15948486328125,-732.2596435546875|-0.0013951376313343644,-2.3598907716859685e-08,0.9999990463256836|-8.823264607826786e-08,1,2.3475834609598678e-08|Running
873.1707763671875,365.15948486328125,-731.4966430664062|-0.0013951376313343644,-9.237071552092857e-09,0.9999990463256836|-3.3951337741200405e-08,1,9.189713878754446e-09|Running
873.1699829101562,365.15948486328125,-730.926025390625|-0.0013951376313343644,1.5042005419019233e-09,0.9999990463256836|6.645860750609245e-09,1,-1.4949300686240008e-09|Running
873.1690673828125,365.15948486328125,-730.2570190429688|-0.0013954367022961378,1.4073369136724523e-08,0.9999990463256836|5.4151829687043573e-08,1,-1.3997817127631151e-08|Running
873.1685180664062,365.15948486328125,-729.859130859375|-0.0013956144684925675,2.1548073547705826e-08,0.9999990463256836|8.240292714845054e-08,1,-2.1433091745848287e-08|Running
873.1678466796875,365.15948486328125,-729.3558959960938|-0.001395951840095222,2.020445322159503e-08,0.9999990463256836|7.704936422214814e-08,1,-2.009691613125142e-08|Running
873.1670532226562,365.15948486328125,-728.792236328125|-0.0013963297242298722,1.8699619630524467e-08,0.9999990463256836|7.105346355729125e-08,1,-1.860042253554184e-08|Running
873.1660766601562,365.15948486328125,-728.0982666015625|-0.0013970189029350877,7.938068868895698e-09,0.9999990463256836|2.977265012304997e-08,1,-7.896484355285338e-09|Running
873.1654052734375,365.15948486328125,-727.5919799804688|-0.00139752181712538,8.66739180427345e-11,0.9999990463256836|-3.4487565581109436e-10,1,-8.715596994113284e-11|Running
873.1641235351562,365.15948486328125,-726.64697265625|-0.00139752181712538,-1.4538528603225132e-08,0.9999990463256836|-5.6446744167715224e-08,1,1.4459656583198921e-08|Running
873.16357421875,365.15948486328125,-726.2583618164062|-0.00139752181712538,-2.0552363366732607e-08,0.9999990463256836|-7.951564384711673e-08,1,2.044125757549864e-08|Running
873.1627807617188,365.15948486328125,-725.7002563476562|-0.00139752181712538,-2.194305182001699e-08,0.9999990463256836|-8.472114387814145e-08,1,2.182467184752568e-08|Running
873.162109375,365.15948486328125,-725.1914672851562|-0.00139752181712538,-2.321083059086959e-08,0.9999990463256836|-8.946658880404357e-08,1,2.30858194782968e-08|Running
873.161376953125,365.15948486328125,-724.6435546875|-0.003468205686658621,-1.2845435826136509e-08,0.9999942779541016|-4.902227956904426e-08,1,1.2675493543667926e-08|Running
873.1604614257812,365.15948486328125,-723.9912109375|-0.005933400709182024,-3.958930405723038e-10,0.9999824166297913|-8.44018188672635e-10,1,3.9089201320230416e-10|Running
873.155029296875,365.15948486328125,-723.5308837890625|-0.009850638918578625,7.824422887381388e-09,0.9999513626098633|3.3178359615249065e-08,1,-7.497958698365892e-09|Running
873.1488037109375,365.15948486328125,-723.0042724609375|-0.014332328923046589,1.7392652651437857e-08,0.9998974800109863|7.214236319441625e-08,1,-1.6360365506784547e-08|Running
873.1478881835938,365.15948486328125,-722.9247436523438|-0.015008990652859211,1.8852453820272785e-08,0.9998873472213745|7.802892554309437e-08,1,-1.7683310815641562e-08|Running
873.1380615234375,365.15948486328125,-722.27490234375|-0.017467962577939034,1.708212238327178e-08,0.999847412109375|7.020152992254225e-08,1,-1.585826581163019e-08|Running
873.1297607421875,365.15948486328125,-721.7250366210938|-0.019548514857888222,1.5569119327096814e-08,0.9998089075088501|6.357496573627941e-08,1,-1.4329060604723054e-08|Running
873.1087036132812,365.15948486328125,-720.970703125|-0.03666236251592636,6.703253951911847e-09,0.9993276596069336|2.2005291810955896e-08,1,-5.900455235519075e-09|Running
873.0962524414062,365.15948486328125,-720.5255737304688|-0.04675629362463951,1.1386733778095959e-09,0.9989063143730164|-2.5900452893523607e-09,1,-1.2611535149531505e-09|Running
873.0645141601562,365.15948486328125,-719.918212890625|-0.05089278519153595,-5.426477933667684e-09,0.998704195022583|-3.61346330635115e-08,1,3.592140807029409e-09|Running
873.0319213867188,365.15948486328125,-719.2950439453125|-0.05513617768883705,-1.2305824803604537e-08,0.998478889465332|-7.057396800291826e-08,1,8.427465836291503e-09|Running
873.0266723632812,365.15948486328125,-719.1941528320312|-0.05582329258322716,-1.3433556489417242e-08,0.998440682888031|-7.615329877808108e-08,1,9.196769568120544e-09|Running
872.9855346679688,365.15948486328125,-718.459228515625|-0.05582329258322716,-1.4178052509805639e-08,0.9984408617019653|-7.76760202825244e-08,1,9.857291871639973e-09|Running
872.9522094726562,365.15948486328125,-717.8629760742188|-0.05582329258322716,-1.478211597571999e-08,0.998440682888031|-7.891150488603671e-08,1,1.0393222282800707e-08|Running
872.9208984375,365.15948486328125,-717.3030395507812|-0.05582329258322716,-7.032197935075146e-09,0.9984408617019653|-3.553269678491233e-08,1,5.0565311937589286e-09|Running
872.8959350585938,365.15948486328125,-716.8572387695312|-0.05582329258322716,-8.618160629580984e-10,0.9984408617019653|-9.950528179203388e-10,1,8.075281554553726e-10|Running
872.8926391601562,365.15948486328125,-716.7980346679688|-0.05582329258322716,-4.213719304035912e-11,0.998440682888031|3.5929568209525087e-09,1,2.4308691171093244e-10|Running
872.8588256835938,365.15948486328125,-716.193359375|-0.05582328513264656,8.312136756671862e-09,0.9984406232833862|5.035468575442792e-08,1,-5.509763756350594e-09|Running
872.8256225585938,365.15948486328125,-715.5999755859375|-0.05582329258322716,1.6510234956967906e-08,0.998440682888031|9.624224617255095e-08,1,-1.1155070644974785e-08|Running
872.7635498046875,365.19464111328125,-714.4907836914062|-0.05582329258322716,9.637437514697922e-09,0.9984408617019653|5.43290461507695e-08,1,-6.614925940340299e-09|Running
872.7586059570312,365.19744873046875,-714.4019165039062|-0.05582329258322716,9.086972951877215e-09,0.998440682888031|5.097208344295723e-08,1,-6.251291040371143e-09|Running
872.7196655273438,365.2004699707031,-713.7055053710938|-0.05582329258322716,3.042254004270717e-09,0.9984408617019653|1.470966726202505e-08,1,-2.224580963883227e-09|Running
872.6915893554688,365.20263671875,-713.203857421875|-0.05582329258322716,-1.3121307373964441e-09,0.998440682888031|-1.1412391920373466e-08,1,6.761077253614189e-10|Running
872.6547241210938,365.16693115234375,-712.5174560546875|-0.05322636663913727,-7.4192136878536985e-09,0.9985826015472412|-4.7071150532929096e-08,1,4.920762464166728e-09|Running
872.6272583007812,365.14031982421875,-712.0055541992188|-0.05128936842083931,-1.1913900976878722e-08,0.9986838102340698|-7.365789400637368e-08,1,8.146756158566859e-09|Running
872.6026000976562,365.14697265625,-711.4166259765625|-0.03792795166373253,-1.4710945350770999e-08,0.999280571937561|-8.679174356984731e-08,1,1.1427333745928081e-08|Running
872.5770263671875,365.15386962890625,-710.806640625|-0.024082152172923088,-1.7422181031179207e-08,0.999709963798523|-1.0034721498186627e-07,1,1.5009955944833564e-08|Running
872.5595092773438,365.1562194824219,-710.1015625|-0.016884464770555496,-7.81126541227195e-09,0.9998576641082764|-4.322268054579581e-08,1,7.0824830444848885e-09|Running
872.5439453125,365.1582946777344,-709.4736328125|-0.010473211295902729,4.0370784493148903e-10,0.9999451637268066|7.605157392731599e-09,1,-3.240752111111078e-10|Running
872.537841796875,365.158935546875,-708.47119140625|-0.001941828290000558,9.925091859486201e-09,0.9999983310699463|5.6104646262156166e-08,1,-9.816165658094178e-09|Running
872.5341796875,365.1593322753906,-707.873779296875|0.003142979461699724,1.5402980224621388e-08,0.9999950528144836|8.497117676142807e-08,1,-1.5670121200628273e-08|Running
872.5367431640625,365.1593933105469,-707.0650634765625|0.003142979694530368,8.828158648555018e-09,0.9999949932098389|4.6159943423162986e-08,1,-8.97328344962034e-09|Running
872.5380249023438,365.159423828125,-706.6735229492188|0.003142979461699724,5.644757994360816e-09,0.9999950528144836|2.7368281863004995e-08,1,-5.7308042755721544e-09|Running
872.54296875,365.159423828125,-705.9088745117188|0.010949020273983479,-1.014793249431989e-09,0.9999401569366455|-9.216569729630919e-09,1,1.1157724744137454e-09|Running
