KBG|false|14298
-526.0789184570312,38.58897399902344,66.06964111328125|0.05895737186074257,2.676713073412884e-08,-0.998260498046875|1.5053542412601928e-08,1,2.770283735742396e-08|Freefall
-526.0386352539062,38.265716552734375,65.4093246459961|0.058956079185009,-4.420110144565115e-08,-0.9982605576515198|2.2926158749214665e-08,1,-4.292412825179781e-08|Freefall
-526.0071411132812,37.94579315185547,64.876953125|0.05895581468939781,-1.0092109903325763e-07,-0.9982606172561646|2.9218146124776467e-08,1,-9.937136979942807e-08|Freefall
-525.9756469726562,37.57136535644531,64.34454345703125|0.05895585939288139,-1.3923953190442262e-07,-0.9982606172561646|3.1904356490031205e-08,1,-1.3759792238943191e-07|Freefall
-525.9442138671875,37.1424446105957,63.8121337890625|0.046611487865448,-1.1320121018343343e-07,-0.9989131093025208|2.1473555378292986e-08,1,-1.1232237540070855e-07|Freefall
-525.9190063476562,36.65902328491211,63.2794075012207|0.037625886499881744,-5.750126064185679e-08,-0.9992918968200684|1.0497013924748444e-08,1,-5.7146767318272396e-08|Freefall
-525.8989868164062,36.121097564697266,62.746456146240234|0.020209861919283867,3.920578350857795e-08,-0.9997957348823547|-1.4888454913375426e-09,1,3.918369628763685e-08|Freefall
-525.8904418945312,35.681884765625,62.34656524658203|-0.015241557732224464,1.2263765825082373e-07,-0.9998838305473328|-4.19801082784943e-09,1,1.2271588900603092e-07|Freefall
-525.896484375,35.04859161376953,61.81333541870117|-0.07442624866962433,2.774617655632028e-07,-0.9972265362739563|1.6666119151409475e-08,1,2.769895957044355e-07|Freefall
-525.9395751953125,34.180328369140625,61.14838790893555|-0.16976970434188843,9.124207167587883e-07,-0.9854837656021118|1.541261269721872e-07,1,8.993093274511921e-07|Freefall
-525.98681640625,33.618492126464844,60.75177764892578|-0.32110467553138733,0.0000016294072793243686,-0.9470437169075012|5.00716055285011e-07,1,0.0000015507469015574316|Freefall
-526.0839233398438,32.821693420410156,60.23005676269531|-0.46785175800323486,0.0000029680841180379502,-0.8838069438934326|0.0000013448201343635446,1,0.0000026464010716154007|Freefall
-526.2758178710938,31.97039794921875,59.73998260498047|-0.6635211706161499,0.0000014793805576118757,-0.7481575012207031|8.256944283857592e-07,1,0.0000012450784652173752|Landed
-526.6720581054688,31.358848571777344,59.210914611816406|-0.8085769414901733,1.4103643763974105e-07,-0.5883904695510864|2.2887880390953796e-07,1,-7.483073005687402e-08|Landed
-526.9678344726562,31.4268798828125,58.94514083862305|-0.8921485543251038,5.329347345650604e-07,-0.45174211263656616|5.187931719774497e-07,1,1.5516401674631197e-07|Running
-527.4865112304688,32.513797760009766,58.529296875|-0.951100766658783,0.000002706749910430517,-0.3088807761669159|0.000002502034476492554,1,0.0000010588646546239033|Jumping
-527.804931640625,33.12712097167969,58.293209075927734|-0.9789980053901672,0.000002516903577998164,-0.2038698047399521|0.0000024077439775282983,1,7.834764232939051e-07|Freefall
-528.3575439453125,34.08119583129883,57.94437789916992|-0.9871752858161926,0.0000011395845831430051,-0.15963999927043915|0.0000011149954843858723,1,2.4360170414183813e-07|Freefall
-528.8177490234375,34.78315353393555,57.706138610839844|-0.9942508339881897,5.701153895643074e-07,-0.10707622021436691|5.706550041395531e-07,1,2.560038403487397e-08|Freefall
-529.1724853515625,35.27385330200195,57.5516357421875|-0.9973636865615845,3.8905150745449646e-07,-0.07256457954645157|3.911065107331524e-07,1,-1.411069749934768e-08|Freefall
-529.6571044921875,35.880428314208984,57.37834167480469|-0.9989649057388306,2.6880192649514356e-07,-0.04548792541027069|2.698712080473342e-07,1,-1.7365760385246176e-08|Freefall
-530.1541137695312,36.432498931884766,57.24275207519531|-0.9996563196182251,2.0880619899799058e-07,-0.026215385645627975|2.0902774622300058e-07,1,-5.710824702021e-09|Freefall
-530.6625366210938,36.93008041381836,57.14521408081055|-0.9999935626983643,1.8728673012446961e-07,-0.0035812899004667997|1.872764414656558e-07,1,3.209680077276289e-09|Freefall
-531.1810913085938,37.3731575012207,57.08613204956055|-0.999216616153717,2.1673656647180906e-07,0.03957514464855194|2.167773658356964e-07,1,-3.260214320732757e-09|Freefall
-531.7070922851562,37.7617301940918,57.066070556640625|-0.9964637756347656,2.6509113126849115e-07,0.08402332663536072|2.6434011601850216e-07,1,-2.006326660364266e-08|Freefall
-532.2366943359375,38.09580993652344,57.08544158935547|-0.994525671005249,2.275860992995149e-07,0.10449227690696716|2.2638351993009564e-07,1,-2.3369018720131862e-08|Freefall
-532.8995361328125,38.436767578125,57.15209197998047|-0.9942502379417419,2.0432413805338e-07,0.1070815771818161|2.0302891812207235e-07,1,-2.299725210264114e-08|Freefall
-533.4298095703125,38.648216247558594,57.209556579589844|-0.9968565106391907,1.9735306011625653e-07,0.07922834157943726|1.9666714479171787e-07,1,-1.6460607099588742e-08|Freefall
-533.8284301757812,38.77103805541992,57.24256896972656|-0.9999064207077026,2.5815921844696277e-07,0.01368195004761219|2.581330704742868e-07,1,-3.677051330086556e-09|Freefall
-534.4944458007812,38.907623291015625,57.261749267578125|-0.9981623291969299,6.527023970193113e-07,-0.06059657037258148|6.5150840100614e-07,1,3.946181337255439e-08|Freefall
-534.8872680664062,38.95657730102539,57.271217346191406|-0.9705548286437988,-0.0460711270570755,-0.23643332719802856|-0.045246317982673645,0.9989360570907593,-0.008916167542338371|Freefall
-534.8031005859375,38.95010757446289,57.376773834228516|-0.9371821880340576,-0.06531316041946411,-0.3426715135574341|-0.06423807889223099,0.997829258441925,-0.014499613083899021|Freefall
-534.7645263671875,39.07823944091797,57.43776321411133|-0.9379832148551941,-0.013960122130811214,-0.3463995158672333|-0.013747608289122581,0.999900758266449,-0.0030707642436027527|Landed
-534.8365478515625,39.29212951660156,57.46691131591797|-0.9031786918640137,0.026322850957512856,-0.4284569323062897|0.02643462084233761,0.999634325504303,0.005690279416739941|Landed
-535.0549926757812,39.441341400146484,57.41737747192383|-0.8158179521560669,0.008752655237913132,-0.5782425403594971|0.008585656061768532,0.9999585747718811,0.0030228833202272654|Landed
-535.1011962890625,39.508811950683594,57.455413818359375|-0.6816083192825317,-0.042281750589609146,-0.7304945588111877|-0.03499023988842964,0.999070405960083,-0.025178564712405205|Running
-535.1318969726562,40.39468002319336,57.497283935546875|-0.5526509284973145,-0.025211863219738007,-0.833031415939331|-0.016936451196670532,0.9996756315231323,-0.01901937834918499|Jumping
-535.1704711914062,41.50202178955078,57.54966354370117|-0.47995665669441223,-0.004698737058788538,-0.8772796392440796|0.0017058809753507376,0.99997878074646,-0.006289198528975248|Jumping
-535.1937255859375,42.16642379760742,57.581119537353516|-0.4817303717136383,0.00743344658985734,-0.8762879371643066|0.012053770944476128,0.9999256134033203,0.0018558133160695434|Jumping
-535.2431030273438,43.01885986328125,57.595558166503906|-0.4939337968826294,0.007515388540923595,-0.86946702003479|0.009311599656939507,0.9999510049819946,0.0033534415997564793|Freefall
-535.3106689453125,43.81696319580078,57.571964263916016|-0.5014509558677673,0.0026734767016023397,-0.8651819229125977|0.003001580247655511,0.9999945759773254,0.0013503715163096786|Freefall
-535.4161376953125,44.737815856933594,57.49238204956055|-0.5022976398468018,0.00015571208496112376,-0.8646947741508484|0.00008195370901376009,1,0.00013247094466350973|Freefall
-535.4912109375,45.24940872192383,57.41789245605469|-0.5060834884643555,-0.00012653981684707105,-0.8624844551086426|-0.00018990733951795846,1,-0.00003528277011355385|Freefall
-535.6058959960938,45.88383102416992,57.2872428894043|-0.520348310470581,-0.00010471828136360273,-0.8539541363716125|-0.0001282954472117126,1,-0.00004445198646862991|Freefall
-535.7741088867188,46.600215911865234,57.07390594482422|-0.5348098278045654,-0.000023065982531988993,-0.8449724912643433|-0.000025406407075934112,1,-0.000011217390238016378|Freefall
-535.9295654296875,47.11201477050781,56.86373519897461|-0.5539408922195435,-8.775916739978129e-07,-0.8325560092926025|-3.09380766339018e-07,1,-8.482468274451094e-07|Freefall
-536.0592041015625,47.46009826660156,56.683570861816406|-0.559140682220459,0.0000022448275558417663,-0.8290727734565735|0.000002880965894291876,1,7.646641506653395e-07|Freefall
-536.25048828125,47.87651824951172,56.41379928588867|-0.5597877502441406,0.0000014966171875130385,-0.8286360502243042|0.0000017634706637181807,1,6.148030138319882e-07|Freefall
-536.5191650390625,48.32040786743164,56.029212951660156|-0.563319981098175,2.902387166159315e-07,-0.8262388110160828|3.1934047228787676e-07,1,1.335544226321872e-07|Freefall
-536.6964111328125,48.545867919921875,55.773338317871094|-0.5706891417503357,3.828773387226647e-08,-0.8211661577224731|3.3210699967867185e-08,1,2.3545474903130525e-08|Freefall
-537.0201416015625,48.8535041809082,55.30618667602539|-0.5807570815086365,-6.341745262261611e-08,-0.8140769004821777|-8.789865546532383e-08,1,-1.5194739688695336e-08|Freefall
-537.2332153320312,48.99720764160156,55.0028076171875|-0.5889022946357727,-7.674856306039146e-08,-0.8082042336463928|-1.2109526892345457e-07,1,-6.72513467137037e-09|Freefall
-537.5407104492188,49.141136169433594,54.577789306640625|-0.5993716716766357,-6.488445336572113e-08,-0.8004708886146545|-1.4724560060130898e-07,1,2.9195797779379973e-08|Freefall
-537.8602294921875,49.230560302734375,54.15095901489258|-0.6166129112243652,6.071253721984249e-09,-0.7872664928436279|-1.0773126035701353e-07,1,9.209047391323111e-08|Freefall
-538.1888427734375,49.265480041503906,53.730918884277344|-0.6340474486351013,1.1043734815530115e-07,-0.7732941508293152|4.048996693484241e-09,1,1.3949426147519262e-07|Freefall
-538.5269165039062,49.24590301513672,53.31843185424805|-0.6513979434967041,1.5031686473321315e-07,-0.758736252784729|8.244563787229708e-08,1,1.2733272569676046e-07|Freefall
-538.96142578125,49.14479446411133,52.812808990478516|-0.6649112105369568,1.6251357237706543e-07,-0.7469223737716675|1.2143077299242577e-07,1,1.0947977102659934e-07|Freefall
-538.8993530273438,49.02036666870117,52.44488525390625|-0.8036404252052307,0.0004686812171712518,-0.5951149463653564|0.0004659706319216639,0.9999998807907104,0.00015830268966965377|Freefall
-538.8648681640625,48.89129638671875,52.14557647705078|-0.6891356110572815,0.00024610315449535847,-0.7246323823928833|0.00018261198420077562,0.9999999403953552,0.0001659582630963996|Freefall
-538.869140625,48.6080436706543,51.66716384887695|-0.7583816051483154,0.00006949388625798747,-0.6518108248710632|0.00004328387512941845,1,0.000056255881645483896|Freefall
-538.9091186523438,48.32012939453125,51.309120178222656|-0.7815990447998047,0.00006126501102698967,-0.6237812042236328|0.000040770893974695355,1,0.00004712953887064941|Freefall
-538.9542236328125,48.29580307006836,51.08882522583008|-0.796349048614502,-0.000821472960524261,-0.6048368215560913|0.00005378618516260758,0.9999989867210388,-0.0014289882965385914|Landed
-539.0308837890625,48.176025390625,50.8533821105957|-0.8519665002822876,-0.002141536446288228,-0.523591935634613|0.00016921691712923348,0.9999904632568359,-0.004365390166640282|Landed
-539.0111083984375,48.2408561706543,50.747074127197266|-0.8273492455482483,0.010294326581060886,-0.5615934729576111|0.010929877869784832,0.9999377727508545,0.002227340592071414|Running
-538.969970703125,49.11611557006836,50.661216735839844|-0.8275834918022156,0.015134308487176895,-0.5611385703086853|0.009472671896219254,0.9998706579208374,0.012996654957532883|Jumping
-538.9699096679688,49.737632751464844,50.59566879272461|-0.8208371996879578,0.010580187663435936,-0.5710642337799072|0.004709459375590086,0.9999197721481323,0.011756365187466145|Freefall
-539.0170288085938,50.692386627197266,50.49641036987305|-0.8606309294700623,0.001531479530967772,-0.50922691822052|-0.0011001430684700608,0.9999875426292419,0.0048667448572814465|Freefall
-539.0055541992188,51.214962005615234,50.44473648071289|-0.8349126577377319,-0.004238600376993418,-0.5503661036491394|-0.007021453697234392,0.9999709725379944,0.0029504424892365932|Freefall
-539.1074829101562,51.862823486328125,50.385189056396484|-0.8382267355918884,-0.003068226855248213,-0.5453131794929504|-0.004031249321997166,0.9999917149543762,0.0005701304180547595|Freefall
-539.2483520507812,52.45614242553711,50.33610153198242|-0.8315773010253906,-0.0009734564810059965,-0.5554081797599792|-0.0010189482709392905,0.999999463558197,-0.0002270792465424165|Freefall
-539.4290771484375,52.99498748779297,50.29664611816406|-0.8286854028701782,-0.000034496326406951994,-0.559714674949646|0.00006427826883736998,1,-0.00015679915668442845|Freefall
-539.649169921875,53.47936248779297,50.266231536865234|-0.826029896736145,0.00016997162310872227,-0.563626229763031|0.0002053449279628694,1,6.219830765985535e-07|Freefall
-539.9083862304688,53.90924072265625,50.24456787109375|-0.8280984163284302,0.00014841408119536936,-0.56058269739151|0.0001357432920485735,1,0.00006422828300856054|Freefall
-540.287109375,54.36994171142578,50.23008346557617|-0.8467832803726196,0.00010294323146808892,-0.5319380164146423|0.00007962505333125591,1,0.0000667710555717349|Freefall
-540.54345703125,54.605499267578125,50.22854232788086|-0.8183413147926331,0.00009265213884646073,-0.5747324824333191|0.00006698202196275815,1,0.00006583580398000777|Freefall
-541.0189819335938,54.929962158203125,50.2385139465332|-0.8474178910255432,0.00009059232979780063,-0.5309264659881592|0.00007029957487247884,1,0.00005842469181516208|Freefall
-541.4428100585938,55.128211975097656,50.257877349853516|-0.8332757949829102,0.00009181398490909487,-0.5528575778007507|0.00007063579687383026,1,0.00005960827911621891|Freefall
-541.9053344726562,55.27197265625,50.287471771240234|-0.8355489373207092,0.00009223818051395938,-0.5494160056114197|0.00007138137152651325,1,0.00005932762724114582|Freefall
-542.4061279296875,55.361236572265625,50.32851028442383|-0.8356872200965881,0.000092279638920445,-0.5492056012153625|0.00007138855289667845,1,0.00005939694165135734|Freefall
-542.9327392578125,55.39599609375,50.377960205078125|-0.8289171457290649,0.00009344870341010392,-0.5593713521957397|0.00007153942715376616,1,0.00006104788189986721|Freefall
-543.3295288085938,55.38629150390625,50.41115951538086|-0.8085653185844421,0.00009450134530197829,-0.5884064435958862|0.00007019697659416124,1,0.00006414360541384667|Freefall
-543.859130859375,55.3256721496582,50.450035095214844|-0.8233327269554138,0.00009434959065401927,-0.567559003829956|0.0000715563801350072,1,0.00006243382813408971|Freefall
-544.3887939453125,55.21055603027344,50.488155364990234|-0.8231329917907715,0.00009338932432001457,-0.5678486824035645|0.00007075926987454295,1,0.00006189155828906223|Freefall
-544.91845703125,55.04093933105469,50.52626419067383|-0.8231098651885986,0.00009284673433285207,-0.5678821802139282|0.00007036386523395777,1,0.00006150843546492979|Freefall
-545.442138671875,54.81681823730469,50.54251480102539|-0.7799361944198608,0.000057780256611295044,-0.6258590221405029|0.000042176954593742266,1,0.000039761227526469156|Freefall
-545.9540405273438,54.53820037841797,50.52175521850586|-0.7617026567459106,0.00001738480023050215,-0.6479267477989197|0.0000125280403153738,1,0.00001210346363222925|Freefall
-546.5765991210938,54.11328125,50.44283676147461|-0.7595692276954651,1.026547025162472e-07,-0.65042644739151|1.3391792208494735e-07,1,1.4371551726455323e-09|Freefall
-547.0607299804688,53.712032318115234,50.337242126464844|-0.756602942943573,-0.0000012693145663433825,-0.6538745760917664|-8.878149060365104e-07,1,-9.139232588495361e-07|Freefall
-547.4155883789062,53.375335693359375,50.233299255371094|-0.7564107179641724,-7.968030217853084e-07,-0.6540969610214233|-5.659295538862352e-07,1,-5.637204480990476e-07|Freefall
-547.8778686523438,52.87871551513672,50.06172561645508|-0.7563326358795166,-2.319771397196746e-07,-0.6541872620582581|-1.7132617813331308e-07,1,-1.5652638296614896e-07|Freefall
-548.3002319335938,52.32759094238281,49.770057678222656|-0.7563132643699646,1.2557568140891817e-07,-0.6542096138000488|8.542087925889064e-08,1,9.31975563389642e-08|Landed
