aneh pro|false|14975
1468.2374267578125,658.115234375,800.6864624023438|0.8296708464622498,0.00008283113857032731,0.5582528710365295|-0.00007827102672308683,1,-0.000032049898436525837|Freefall
1468.6649169921875,658.844482421875,801.1006469726562|0.8148136138916016,0.000007366813406406436,0.579723060131073|-0.000006652730007772334,1,-0.0000033569103834452108|Freefall
1469.1142578125,659.5192260742188,801.5474243164062|0.7996338605880737,-0.000002417370524199214,0.6004878878593445|0.0000029427887966448907,1,1.0694105867514736e-07|Freefall
1469.81884765625,660.4290771484375,802.2837524414062|0.7775925993919373,0.0000030087244340393227,0.6287684440612793|-0.000002033259534073295,1,-0.0000022705926312482916|Freefall
1470.4083251953125,661.0936279296875,802.9298095703125|0.7605921030044556,0.00000420118385591195,0.6492300629615784|-0.0000032351156278309645,1,-0.000002680992110981606|Freefall
1470.7578125,661.4514770507812,803.3215942382812|0.7510905265808105,0.000003879924406646751,0.6601992249488831|-0.000002993565203723847,1,-0.0000024712023787287762|Freefall
1471.1043701171875,661.7786865234375,803.7158813476562|0.7421069145202637,0.0000033604503641981864,0.6702815294265747|-0.0000025659019229351543,1,-0.0000021726345948991366|Freefall
1471.7962646484375,662.3411254882812,804.5054931640625|0.7257000803947449,0.0000024239006961579435,0.6880111694335938|-0.0000017973824242289993,1,-0.0000016272119864879642|Freefall
1472.1422119140625,662.576416015625,804.900390625|0.7186194658279419,0.000002049155000349856,0.695403516292572|-0.0000014999079667177284,1,-0.0000013967314771434758|Freefall
1472.4881591796875,662.7809448242188,805.2953491210938|0.7124345898628235,0.0000016317906101903645,0.7017385363578796|-0.0000011817295444416231,1,-0.0000011256123571001808|Freefall
1472.9493408203125,663.0060424804688,805.8219604492188|0.7051272392272949,0.0000011619735005297116,0.7090808153152466|-8.310197472383152e-07,1,-8.123176371555019e-07|Freefall
1473.4178466796875,663.1766357421875,806.342041015625|0.699817419052124,7.557752041975618e-07,0.7143217921257019|-5.350750029720075e-07,1,-5.338216055861267e-07|Freefall
1474.0115966796875,663.313232421875,806.9846801757812|0.6957836151123047,3.819957612449798e-07,0.7182514667510986|-2.659701578977547e-07,1,-2.741909952419519e-07|Freefall
1474.492431640625,663.3612060546875,807.4932861328125|0.6942192912101746,2.0714232107366115e-07,0.7197635173797607|-1.4044432816717745e-07,1,-1.5233219130550424e-07|Freefall
1475.2216796875,663.3309936523438,808.2487182617188|0.693965494632721,-6.617693948385295e-09,0.7200082540512085|1.4039868823090274e-08,1,-4.340909853794983e-09|Freefall
1476.0736083984375,663.1406860351562,809.12890625|0.6942704916000366,-1.2513783076428808e-07,0.7197141647338867|9.479555274083395e-08,1,8.242726323715033e-08|Freefall
1476.68212890625,662.902587890625,809.757568359375|0.6944981217384338,-1.1787374631921921e-07,0.7194945216178894|8.498369652443216e-08,1,8.179733157476221e-08|Freefall
1477.2911376953125,662.579345703125,810.3859252929688|0.6947315335273743,-1.0909988645835256e-07,0.7192691564559937|7.413010649770513e-08,1,8.008040452978094e-08|Freefall
1478.025146484375,662.0790405273438,811.1369018554688|0.6955102682113647,-9.000077483278801e-08,0.7185161113739014|5.5161983425477956e-08,1,7.186345385434834e-08|Freefall
1478.8331298828125,661.3403930664062,811.9627685546875|0.6957144141197205,-5.365803801282709e-08,0.718318521976471|2.3260575687800156e-08,1,5.217090048859063e-08|Freefall
1479.3582763671875,660.7105712890625,812.4995727539062|0.6957188844680786,-2.749296079684882e-08,0.7183141708374023|3.344766963397916e-10,1,3.795032910147711e-08|Freefall
1479.93115234375,659.8424072265625,813.0850219726562|0.6957191228866577,3.868341202917236e-09,0.7183139324188232|-2.714470781484124e-08,1,2.090555462075372e-08|Freefall
1480.2783203125,659.1954956054688,813.4398803710938|0.6957191228866577,2.4753539662469848e-08,0.7183139324188232|-4.5444604523936505e-08,1,9.55451362472104e-09|Freefall
1480.5203857421875,658.674560546875,813.6874389648438|0.6957191228866577,4.040572321173386e-08,0.7183139324188232|-5.915926237776148e-08,1,1.0476000067427549e-09|Freefall
1480.8189697265625,657.9322509765625,813.9925537109375|0.6957191228866577,6.125969775894191e-08,0.7183139324188232|-7.74317996388163e-08,1,-1.028646945400169e-08|Freefall
1481.024658203125,657.3397216796875,814.2027587890625|0.6957191228866577,7.688848313591734e-08,0.7183139324188232|-9.112595478200092e-08,1,-1.8780662358608424e-08|Freefall
1481.274658203125,656.5020751953125,814.458251953125|0.6957191228866577,9.771127906788024e-08,0.7183139324188232|-1.0937117878029312e-07,1,-3.0097783820792756e-08|Freefall
1481.5479736328125,655.3783569335938,814.7376708984375|0.6957191228866577,1.2371475577310775e-07,0.7183139324188232|-1.3215579031111702e-07,1,-4.4230581863757834e-08|Freefall
1481.7354736328125,654.4180908203125,814.92919921875|0.6957191228866577,1.4449751972733793e-07,0.7183139324188232|-1.5036594902539946e-07,1,-5.552594473101635e-08|Freefall
1481.8424072265625,653.4033203125,815.0384521484375|0.6957191228866577,8.570055598511317e-08,0.7183139324188232|-8.647869265132613e-08,1,-3.554946914618995e-08|Landed
1481.8568115234375,653.182373046875,815.05322265625|0.6957191228866577,2.695384537787504e-08,0.7183139324188232|-2.2646034381068603e-08,1,-1.559007323237438e-08|Landed
1481.8570556640625,653.3099975585938,815.053466796875|0.6957191228866577,-6.106583327891713e-08,0.7183139324188232|7.299388471437851e-08,1,1.4314903040713034e-08|Running
1481.8570556640625,653.3704223632812,815.053466796875|0.6957191228866577,-8.54995150234572e-08,0.7183139324188232|9.792868382874076e-08,1,2.4179756863418334e-08|Running
1481.8570556640625,653.4046630859375,815.053466796875|0.6957191228866577,-7.574558225087458e-08,0.7183139324188232|8.410395935243287e-08,1,2.399068854685993e-08|Running
1481.8570556640625,653.4232788085938,815.053466796875|0.6957191228866577,-6.599998414458241e-08,0.7183139324188232|7.029105120182066e-08,1,2.3801783655130748e-08|Running
1481.8570556640625,653.4332885742188,815.053466796875|0.6957191228866577,-5.626271359915336e-08,0.7183139324188232|5.6489948718763117e-08,1,2.3613042188230793e-08|Running
1481.8570556640625,653.438720703125,815.053466796875|0.6957191228866577,-4.653376706187373e-08,0.7183139324188232|4.270063769240551e-08,1,2.3424460593446383e-08|Running
1481.8570556640625,653.4415893554688,815.053466796875|0.6957191228866577,-3.68131338746025e-08,0.7183139324188232|2.892310924096364e-08,1,2.32360424234912e-08|Running
1481.8570556640625,653.4431762695312,815.053466796875|0.6957191228866577,-2.7100806931912302e-08,0.7183139324188232|1.5157356259010157e-08,1,2.304778412565156e-08|Running
1481.8570556640625,653.4440307617188,815.053466796875|0.6957191228866577,-1.7396780904732623e-08,0.7183139324188232|1.4033654238687632e-09,1,2.2859689252641147e-08|Running
1481.8570556640625,653.4445190429688,815.053466796875|0.6957191228866577,-7.701048687636103e-09,0.7183139324188232|-1.233887214624474e-08,1,2.2671756028103118e-08|Running
1481.8570556640625,653.44482421875,815.053466796875|0.6957191228866577,1.9863974909384297e-09,0.7183139324188232|-2.6069367109471386e-08,1,2.2483984452037475e-08|Running
1481.8570556640625,653.445068359375,815.053466796875|0.6957191228866577,1.650204772829511e-08,0.7183139324188232|-4.6643108930766175e-08,1,2.220262729224487e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,2.6168809341697852e-08,0.7183139324188232|-6.034429134160746e-08,1,2.201525894918177e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,3.582731267215422e-08,0.7183139324188232|-7.403376400816342e-08,1,2.1828052254591057e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,4.065346814741133e-08,0.7183139324188232|-8.087411629276176e-08,1,2.173450930342824e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,5.029959027069708e-08,0.7183139324188232|-9.45460456591718e-08,1,2.1547540640654006e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,5.993747009824801e-08,0.7183139324188232|-1.0820628659757858e-07,1,2.1360735402708997e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,6.956711473549149e-08,0.7183139324188232|-1.2185485331883683e-07,1,2.1174088260522694e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,6.27449026069371e-08,0.7183139324188232|-1.0653340609678708e-07,1,1.583210895717002e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,2.987874481163999e-08,0.7183139324188232|-4.865381342256114e-08,1,5.5277262767106095e-09|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,1.3456201486405917e-08,0.7183139324188232|-1.9732567579922033e-08,1,3.788363234225045e-10|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,-3.576932527948884e-08,0.7183139324188232|6.695702836623241e-08,1,-1.5054643753842356e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,-4.904155304075175e-08,0.7183139324188232|8.936669360082306e-08,1,-1.828249018842598e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,-4.280103738096841e-08,0.7183139324188232|7.645063959671461e-08,1,-1.4460436403851418e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,-3.656585789713063e-08,0.7183139324188232|6.354562032129252e-08,1,-1.0641647563147671e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,-3.345026655665606e-08,0.7183139324188232|5.7097246042303595e-08,1,-8.733477052658145e-09|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,-2.4111480811939145e-08,0.7183139324188232|3.776865398208429e-08,1,-3.0138567197468547e-09|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,-1.167838181714842e-08,0.7183139324188232|1.203572708163847e-08,1,4.60090809895064e-09|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,-5.4698015006238165e-09,0.7183139324188232|-8.142463925331356e-10,1,8.403412188329185e-09|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,-2.367501084066248e-09,0.7183139324188232|-7.235114729553516e-09,1,1.0303446096315838e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,3.833122264040867e-09,0.7183139324188232|-2.0068620543156612e-08,1,1.4101078527062327e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,1.0028445629473026e-08,0.7183139324188232|-3.289116179416851e-08,1,1.7895466442041652e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,1.6218475451523773e-08,0.7183139324188232|-4.570274469983815e-08,1,2.168661339396749e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,2.54936018961871e-08,0.7183139324188232|-6.489959503142018e-08,1,2.736726045782234e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,2.8582668676335743e-08,0.7183139324188232|-7.129307277864427e-08,1,2.925919240226449e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,3.4756840960881163e-08,0.7183139324188232|-8.407183571534915e-08,1,3.304062801134933e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,4.0925733912899886e-08,0.7183139324188232|-9.68396776102054e-08,1,3.6818835980056974e-08|Running
1481.8570556640625,653.4451293945312,815.053466796875|0.6957191228866577,4.708935463781927e-08,0.7183139324188232|-1.0959661267406773e-07,1,4.059381453203059e-08|Running
1481.8570556640625,654.099365234375,815.053466796875|0.6957191228866577,5.1709111659192786e-08,0.7183139324188232|-1.1915818021179803e-07,1,4.342323478567778e-08|Jumping
1481.8570556640625,654.9239501953125,815.053466796875|0.6957191228866577,5.786417389685994e-08,0.7183139324188232|-1.3189740855068521e-07,1,4.7192976637688844e-08|Freefall
1481.8570556640625,655.8780517578125,815.053466796875|0.6957191228866577,6.55506084967783e-08,0.7183139324188232|-1.478061193438407e-07,1,5.1900624242762206e-08|Freefall
1481.8570556640625,656.4096069335938,815.053466796875|0.6957191228866577,7.015852787617405e-08,0.7183139324188232|-1.5734319447346934e-07,1,5.472279696050464e-08|Freefall
1481.87939453125,657.0706787109375,815.0517578125|0.7562911510467529,0.000028016420401399955,0.6542351841926575|-0.000020551873603835702,1,-0.000019065348169533536|Freefall
1481.94091796875,657.67724609375,815.0449829101562|0.8258053064346313,0.00008090538904070854,0.5639552474021912|-0.00006291441968642175,1,-0.000051334427553229034|Freefall
1482.1444091796875,658.6076049804688,815.0204467773438|0.9116742014884949,0.00009133792627835646,0.4109137952327728|-0.00007854062278056517,1,-0.00004802581315743737|Freefall
1482.4158935546875,659.272216796875,814.9857177734375|0.9545090198516846,0.00006443435268010944,0.29818201065063477|-0.000059286277974024415,1,-0.00002630964263516944|Freefall
1482.7099609375,659.732421875,814.9464111328125|0.9752136468887329,0.00004300676300772466,0.22126521170139313|-0.00004105570769752376,1,-0.000013416820365819149|Freefall
1482.916259765625,659.9676513671875,814.91845703125|0.9831804633140564,0.0000329306822095532,0.18263661861419678|-0.0000319012651743833,1,-0.000008574307685194071|Freefall
1483.225830078125,660.2335815429688,814.876708984375|0.990293025970459,0.000022235981305129826,0.13899528980255127|-0.00002182413481932599,1,-0.000004487153546506306|Freefall
1483.7642822265625,660.5303344726562,814.8054809570312|0.9964109063148499,0.000012886987860838417,0.08464784920215607|-0.00001279140360566089,1,-0.0000016715596302674385|Freefall
1484.2811279296875,660.6839599609375,814.7389526367188|0.9988303184509277,0.000008725896805117372,0.04835286736488342|-0.000008700313628651202,1,-7.395431680379261e-07|Freefall
1484.8597412109375,660.75244140625,814.6666259765625|0.9998015761375427,0.000005582059657172067,0.019919680431485176|-0.00000557756720809266,1,-2.810903083627636e-07|Freefall
1485.500244140625,660.7357177734375,814.5894165039062|0.9999953508377075,0.0000035223833947384264,-0.0030562416650354862|-0.0000035226303225499578,1,-7.547334490709545e-08|Freefall
1485.914306640625,660.684814453125,814.5407104492188|0.9998925924301147,0.00000272494708042359,-0.014656594954431057|-0.0000027254973247181624,1,-1.7577242772404134e-08|Freefall
1486.5009765625,660.5692749023438,814.472900390625|0.9996077418327332,0.0000019239098492107587,-0.028007498010993004|-0.0000019241072095610434,1,1.9900440406672715e-08|Freefall
1486.9671630859375,660.4468383789062,814.4201049804688|0.9993247985839844,0.0000015059805491546285,-0.036741744726896286|-0.0000015058225244501955,1,3.1974344949503575e-08|Freefall
1487.6231689453125,660.2359008789062,814.3468627929688|0.9988974928855896,0.000001095374500437174,-0.04694420099258423|-0.0000010948499493679265,1,3.68858152910434e-08|Freefall
1488.31298828125,659.9705200195312,814.27099609375|0.9984433650970459,8.140451086546818e-07,-0.05577509477734566|-8.132985840347828e-07,1,3.6082937526771275e-08|Freefall
1489.1826171875,659.5620727539062,814.1754760742188|0.9978732466697693,5.67468418921635e-07,-0.0651843324303627|-5.666200877385563e-07,1,3.15020862728943e-08|Freefall
1489.7044677734375,659.276123046875,814.1181030273438|0.9975470304489136,4.5949718696647324e-07,-0.06999940425157547|-4.5864905473536055e-07,1,2.818858035880112e-08|Freefall
1490.4002685546875,658.84716796875,814.0416259765625|0.9971417188644409,3.34589543626862e-07,-0.07555406540632248|-3.3382315223207115e-07,1,2.2772521646174937e-08|Freefall
1491.0960693359375,658.36376953125,813.9651489257812|0.9967669248580933,2.44275582872433e-07,-0.0803472101688385|-2.436117938486859e-07,1,1.8064366003045507e-08|Freefall
1492.66162109375,657.0768432617188,813.79296875|0.9959996342658997,1.958681821179198e-07,-0.08935707807540894|-1.951517702991623e-07,1,1.6753975984329372e-08|Freefall
