Mt Forever|true|20028
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-3.3023963563749703e-09,1,-2.970936385793266e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-8.280798269311163e-10,1,-7.449658112612667e-10|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|1.0262699579044465e-09,1,9.232636877243294e-10|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|3.4968874462748545e-09,1,3.145906424251166e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|5.965392180229401e-09,1,5.366648458959844e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|8.431787712481764e-09,1,7.585493122519438e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|1.0896076929611809e-08,1,9.802442413331391e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|8.39261549145931e-09,1,7.550252867360996e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|4.236790918099587e-09,1,3.8115461897803016e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|8.4519197196542e-11,1,7.603604551542631e-11|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-4.064203196207927e-09,1,-3.6562810556972636e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-8.209378066226236e-09,1,-7.385406064486233e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-8.989665900571708e-09,1,-8.087377878496227e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-6.409387687256185e-09,1,-5.766080501956594e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-3.831315709135197e-09,1,-3.446768426229596e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-1.2554465245173674e-09,1,-1.1294379875792515e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|1.318220532731118e-09,1,1.185911369105952e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|3.889687683056309e-09,1,3.4992813091605512e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|6.458956480770439e-09,1,5.810673719963688e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|9.02603058960949e-09,1,8.120092154229042e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|1.1590906900948994e-08,1,1.0427532615153723e-08|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|7.45291561798922e-09,1,6.704869548457282e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|3.3184548442477535e-09,1,2.985383051878898e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-8.124692030264669e-10,1,-7.309220451112708e-10|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-4.93986140881475e-09,1,-4.44405001687187e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-9.063723105384724e-09,1,-8.154001029936353e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-8.21694712271892e-09,1,-7.392216172519284e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-5.715901973957216e-09,1,-5.1421995550526844e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-3.2169920061164703e-09,1,-2.8941038454632917e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-9.635947595398875e-11,1,-8.668792073063258e-11|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|2.3977455576584816e-09,1,2.1570849551011406e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|4.266924147344753e-09,1,3.838655171506389e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|6.7573004969290196e-09,1,6.079073244791289e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|9.245548326930475e-09,1,8.317576849492525e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|1.1731669857795168e-08,1,1.0554167317877727e-08|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|7.479371788576827e-09,1,6.728670953748406e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|3.2307141406562323e-09,1,2.9064488593633087e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-1.0143109685500917e-09,1,-9.125050159930481e-10|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-5.255707868911941e-09,1,-4.7281947246347045e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-9.493479780076086e-09,1,-8.540623319674978e-09|Running
7.249056816101074,80.00591278076172,-95.19989013671875|-0.6688129305839539,0,0.7434307336807251|-8.557920594398638e-09,1,-7.698965909241906e-09|Running
7.19956111907959,80.00591278076172,-95.1448745727539|-0.6688129305839539,0,0.7434307336807251|-5.900669286518223e-09,1,-5.308422146299563e-09|Running
7.0708723068237305,80.00591278076172,-95.00182342529297|-0.6688129305839539,0,0.7434307336807251|-3.2456879406339567e-09,1,-2.9199196394102955e-09|Running
6.862990379333496,80.00591278076172,-94.770751953125|-0.6688129305839539,0,0.7434307336807251|-5.929794988368542e-10,1,-5.334623853769926e-10|Running
6.575916290283203,80.00591278076172,-94.45164489746094|-0.6688129305839539,0,0.7434307336807251|2.057459091986402e-09,1,1.8509528354471172e-09|Running
6.210674285888672,80.00591278076172,-94.04566192626953|-0.6688129305839539,0,0.7434307336807251|4.705630995971433e-09,1,4.2333287986195955e-09|Running
5.810771465301514,80.00591278076172,-93.60114288330078|-0.6688129305839539,0,0.7434307336807251|7.351540709521487e-09,1,6.613670056054843e-09|Running
5.409510612487793,80.00591278076172,-93.15512084960938|-0.6688129305839539,0,0.7434307336807251|9.995186012190516e-09,1,8.99197338810609e-09|Running
5.008223533630371,80.00591278076172,-92.70907592773438|-0.6688129305839539,0,0.7434307336807251|9.336117656744136e-09,1,8.399055673180555e-09|Running
4.506614685058594,80.00591278076172,-92.15151977539062|-0.6688129305839539,0,0.7434307336807251|4.389716146135925e-09,1,3.949122362456592e-09|Running
4.205649375915527,80.00591278076172,-91.81698608398438|-0.6688129305839539,0,0.7434307336807251|1.424414475259539e-09,1,1.281446615486459e-09|Running
3.8043618202209473,80.00591278076172,-91.37094116210938|-0.6688129305839539,0,0.7434307336807251|-2.5263626746152568e-09,1,-2.2727928428167843e-09|Running
3.403073787689209,80.00591278076172,-90.92489624023438|-0.6688129305839539,0,0.7434307336807251|-6.473760194580791e-09,1,-5.8239919553670916e-09|Running
3.0017857551574707,80.00591278076172,-90.47885131835938|-0.6688129305839539,0,0.7434307336807251|-1.0417784856997514e-08,1,-9.372156384301888e-09|Running
2.6004977226257324,80.00591278076172,-90.03280639648438|-0.6688129305839539,0,0.7434307336807251|-7.653574662924711e-09,1,-6.885389147726073e-09|Running
2.199209690093994,80.00591278076172,-89.58676147460938|-0.6688129305839539,0,0.7434307336807251|-4.8917310202512e-09,1,-4.400750430733069e-09|Running
1.7979216575622559,80.00591278076172,-89.14071655273438|-0.6688129305839539,0,0.7434307336807251|-2.1322466015050168e-09,1,-1.9182340160739386e-09|Running
1.3966336250305176,80.00591278076172,-88.69467163085938|-0.6688129901885986,0,0.7434307336807251|6.248760398008812e-10,1,5.621575982495131e-10|Running
0.9953455924987793,80.00591278076172,-88.24862670898438|-0.6688129901885986,0,0.7434307336807251|3.37964212171471e-09,1,3.040429241707443e-09|Running
0.594057559967041,80.00591278076172,-87.80258178710938|-0.6688129901885986,0,0.7434307336807251|6.132048646634303e-09,1,5.516578305275743e-09|Running
0.09244748950004578,80.00591278076172,-87.24502563476562|-0.6688130497932434,0,0.7434307336807251|9.569252945595963e-09,1.0000001192092896,8.608792789743802e-09|Running
-0.20851851999759674,80.00591278076172,-86.91049194335938|-0.6688129901885986,0,0.7434307336807251|1.1629801122126082e-08,1,1.0462524180354649e-08|Running
-0.6098065376281738,80.00591278076172,-86.46444702148438|-0.6688129305839539,0,0.7434307336807251|7.579439298410762e-09,1,6.818694053833951e-09|Running
-1.011094570159912,80.00591278076172,-86.01840209960938|-0.6688129305839539,0,0.7434307336807251|3.53254625551358e-09,1,3.177986096503105e-09|Running
-1.4123826026916504,80.00591278076172,-85.57235717773438|-0.6688129305839539,0,0.7434307336807251|-5.108846679036105e-10,1,-4.5960740768791197e-10|Running
-1.8136706352233887,80.00591278076172,-85.12631225585938|-0.6688129305839539,0,0.7434307336807251|-4.5508610213573775e-09,1,-4.0940930645660956e-09|Running
-2.214958667755127,80.00591278076172,-84.68026733398438|-0.6688129305839539,0,0.7434307336807251|-8.587380584401672e-09,1,-7.725469153285758e-09|Running
-2.6162467002868652,80.00591278076172,-84.23422241210938|-0.6688129305839539,0,0.7434307336807251|-9.20305875951044e-09,1,-8.27935231484389e-09|Running
-3.0175347328186035,80.00591278076172,-83.78817749023438|-0.6688129305839539,0,0.7434307336807251|-6.402277374917276e-09,1,-5.759683840977914e-09|Running
-3.418822765350342,80.00591278076172,-83.34213256835938|-0.6688129305839539,0,0.7434307336807251|-3.6039007333954487e-09,1,-3.2421789697423264e-09|Running
-3.82011079788208,80.00591278076172,-82.89608764648438|-0.6688129305839539,0,0.7434307336807251|-8.079134583560688e-10,1,-7.268235457935646e-10|Running
-4.321720123291016,80.00591278076172,-82.33853149414062|-0.6688129305839539,0,0.7434307336807251|2.6837052580219733e-09,1,2.414342947787418e-09|Running
-4.622685432434082,80.00591278076172,-82.00399780273438|-0.6688129305839539,0,0.7434307336807251|4.776883777424246e-09,1,4.297430411526193e-09|Running
-5.124294281005859,80.00591278076172,-81.44644165039062|-0.6688129305839539,0,0.7434307336807251|8.26253199193161e-09,1,7.433225146513678e-09|Running
-5.425259590148926,80.00591278076172,-81.11190795898438|-0.6688129305839539,0,0.7434307336807251|1.0352127155499602e-08,1,9.313088966678151e-09|Running
-5.926868438720703,80.00591278076172,-80.55435180664062|-0.6688129305839539,0,0.7434307336807251|8.680974161734412e-09,1,7.80966846747333e-09|Running
-6.2278337478637695,80.00591278076172,-80.21981811523438|-0.6688129305839539,0,0.7434307336807251|5.619466669770645e-09,1,5.055443175194796e-09|Running
-6.729442596435547,80.00591278076172,-79.66226196289062|-0.6688129305839539,0,0.7434307336807251|5.213141029969393e-10,1,4.689900134913216e-10|Running
-7.130729675292969,80.00591278076172,-79.21621704101562|-0.6649081707000732,0,0.7469251155853271|-3.402880643932349e-09,1,-3.0292235386752964e-09|Running
-7.530019283294678,80.00591278076172,-78.76837158203125|-0.6570436954498291,0,0.7538525462150574|-7.056751183398546e-09,1.0000001192092896,-6.150531639548262e-09|Running
-7.924946308135986,80.00591278076172,-78.3166732788086|-0.6477760076522827,0,0.7618308067321777|-8.88759554840135e-09,1.0000001192092896,-7.557019898740691e-09|Running
-8.217249870300293,80.00591278076172,-77.97454071044922|-0.6262364983558655,0,0.7796332240104675|-7.46538209028813e-09,1.0000001192092896,-5.9965308274456675e-09|Running
-8.594935417175293,80.00591278076172,-77.50836944580078|-0.6139023303985596,0,0.7893819808959961|-5.727210261596838e-09,1,-4.454051349966903e-09|Running
-8.964404106140137,80.00591278076172,-77.03563690185547|-0.5944190621376038,0,0.8041554689407349|-4.553088572833985e-09,1,-3.3655713771452156e-09|Running
-9.322795867919922,80.00591278076172,-76.55445861816406|-0.5731478929519653,0,0.8194519281387329|-3.971615925024707e-09,1,-2.7778606082051738e-09|Running
-9.668595314025879,80.00591278076172,-76.06416320800781|-0.5572962164878845,0,0.8303138613700867|-3.820908478502361e-09,1,-2.56454568692277e-09|Running
-10.004408836364746,80.00591278076172,-75.56696319580078|-0.5441747307777405,0,0.8389719128608704|-4.04615629889804e-09,1,-2.624421790997644e-09|Running
-10.332099914550781,80.00591278076172,-75.06436920166016|-0.5397716760635376,0,0.8418115377426147|-4.376218054602532e-09,1.0000001192092896,-2.806042065373049e-09|Running
-10.65637493133545,80.00591278076172,-74.5595474243164|-0.5397716760635376,0,0.8418115377426147|-4.09879019613868e-09,1.0000001192092896,-2.628154582851039e-09|Running
-10.980246543884277,80.00591278076172,-74.05445861816406|-0.5397716760635376,0,0.8418115377426147|-2.0416117685329027e-09,1.0000001192092896,-1.3090866168852244e-09|Running
-11.304110527038574,80.00591278076172,-73.54936218261719|-0.5397716760635376,0,0.8418115377426147|1.379168394072261e-11,1.0000001192092896,8.843262060131973e-12|Running
-11.627974510192871,80.00591278076172,-73.04426574707031|-0.5397716760635376,0,0.8418115377426147|2.0674395528885725e-09,1.0000001192092896,1.3256474806766505e-09|Running
-11.951838493347168,80.00591278076172,-72.53916931152344|-0.5397716760635376,0,0.8418115377426147|4.119323104845307e-09,1.0000001192092896,2.6413202736108587e-09|Running
-12.356668472290039,80.00587463378906,-71.90779876708984|-0.5397716760635376,0,0.8418115377426147|6.681697861665725e-09,1.0000001192092896,4.284321342140629e-09|Running
-12.599566459655762,80.00589752197266,-71.52897644042969|-0.5397716760635376,0,0.8418115377426147|6.04272853976795e-09,1.0000001192092896,3.8746126307387385e-09|Running
-12.923430442810059,80.00592803955078,-71.02388000488281|-0.5397716760635376,0,0.8418115377426147|3.742047560706396e-09,1.0000001192092896,2.3994102260616046e-09|Running
-13.247294425964355,80.00598907470703,-70.51878356933594|-0.5397716760635376,0,0.8418115377426147|1.4433176875883191e-09,1.0000001192092896,9.25458987222072e-10|Running
-13.571158409118652,80.000244140625,-70.01368713378906|-0.5397716760635376,0,0.8418115377426147|-8.534393192149992e-10,1.0000001192092896,-5.472274300366564e-10|Running
-13.89502239227295,80.00192260742188,-69.50859069824219|-0.5412421226501465,0,0.8408668041229248|-3.0993245747623632e-09,1,-1.994947318451068e-09|Running
-14.219636917114258,80.00360107421875,-69.00399017333984|-0.5427095890045166,0,0.8399204611778259|-5.292995819417001e-09,1.0000001192092896,-3.4200375864656962e-09|Running
-14.545130729675293,80.00463104248047,-68.49994659423828|-0.5441747307777405,0,0.8389719128608704|-7.434711957188256e-09,1,-4.8223096626998085e-09|Running
-14.95312786102295,80.00405883789062,-67.87063598632812|-0.5471023321151733,0,0.8370657563209534|-8.616810376338435e-09,1,-5.631907384895385e-09|Running
-15.199068069458008,80.00118255615234,-67.49380493164062|-0.5485661625862122,0,0.8361072540283203|-6.099612814836064e-09,1,-4.001928122221443e-09|Running
-15.610328674316406,79.99407196044922,-66.86665344238281|-0.5485661625862122,0,0.8361072540283203|-1.9247659022170183e-09,1,-1.262830062742637e-09|Running
-15.857152938842773,79.9873275756836,-66.49044799804688|-0.5500227212905884,0,0.8351497054100037|5.331105557004889e-10,1,3.511022306224021e-10|Running
-16.186975479125977,79.97560119628906,-65.98937225341797|-0.5500227212905884,0,0.8351497054100037|3.805019410663135e-09,1,2.5059543329319922e-09|Running
-16.516895294189453,79.96146392822266,-65.48841857910156|-0.5500227212905884,0,0.8351497054100037|7.074136387785757e-09,1,4.6589678781572275e-09|Running
-16.846752166748047,79.94290924072266,-64.9875717163086|-0.5500227212905884,0,0.8351497054100037|8.842810927944811e-09,1,5.8238027733636955e-09|Running
-17.176593780517578,79.92366790771484,-64.48674774169922|-0.5500245094299316,0,0.8351485729217529|6.118785922382131e-09,1.0000001192092896,4.029800493299263e-09|Running
