Mt Forever|true|20028
-217.51820373535156,746.559814453125,-1047.74169921875|0.565352201461792,0,-0.8248496651649475|-7.192324957827623e-09,1,-4.929621599814027e-09|Running
-217.51820373535156,746.559814453125,-1047.74169921875|0.565352201461792,0,-0.8248496651649475|-2.6109853834554997e-08,1,-1.7895700921144453e-08|Running
-217.51820373535156,746.559814453125,-1047.74169921875|0.565352201461792,0,-0.8248496651649475|-4.501121964040067e-08,1,-3.085070332531359e-08|Running
-217.51820373535156,746.559814453125,-1047.74169921875|0.565352201461792,0,-0.8248496651649475|-6.389644369164671e-08,1,-4.379463902637326e-08|Running
-217.51820373535156,746.559814453125,-1047.74169921875|0.565352201461792,0,-0.8248496651649475|-4.384591179018571e-08,1,-3.0051999999614054e-08|Running
-217.51820373535156,746.559814453125,-1047.74169921875|0.565352201461792,0,-0.8248496651649475|-2.3812505745013368e-08,1,-1.6321099138849604e-08|Running
-217.51820373535156,746.559814453125,-1047.74169921875|0.565352201461792,0,-0.8248496651649475|-3.7962100130073395e-09,1,-2.6019233434482203e-09|Running
-217.51820373535156,746.559814453125,-1047.74169921875|0.565352201461792,0,-0.8248496651649475|1.6202985619884203e-08,1,1.1105530717259171e-08|Running
-217.51820373535156,746.559814453125,-1047.74169921875|0.565352201461792,0,-0.8248496651649475|3.618509580860518e-08,1,2.480127569981505e-08|Running
-217.51820373535156,746.559814453125,-1047.74169921875|0.565352201461792,0,-0.8248496651649475|5.6150138760813206e-08,1,3.848532159622664e-08|Running
-217.51820373535156,746.559814453125,-1047.74169921875|0.565352201461792,0,-0.8248496651649475|5.586904805454651e-08,1,3.829266148613897e-08|Running
-217.51820373535156,746.559814453125,-1047.74169921875|0.565352201461792,0,-0.8248496651649475|3.536775139423298e-08,1,2.4241067819730233e-08|Running
-217.51820373535156,746.559814453125,-1047.74169921875|0.565352201461792,0,-0.8248496651649475|1.4883978494140138e-08,1,1.0201483213734264e-08|Running
-217.51820373535156,746.559814453125,-1047.74169921875|0.565352201461792,0,-0.8248496651649475|-5.582298623352244e-09,1,-3.826109207238915e-09|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|5.953332271602108e-11,1,-2.236357099505426e-09|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|-1.0554882488855721e-11,1,3.9649197813851345e-10|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|-3.389765551586876e-11,1,1.2733584187074598e-09|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|-1.038661795460527e-10,1,3.901711398412999e-09|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|-1.0984334275487839e-10,1,4.126242458823981e-09|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|-7.521033101864916e-11,1,2.825260692063125e-09|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|-4.060689978713228e-11,1,1.5253898144607092e-09|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|-6.033017401624319e-12,1,2.2662904886061597e-10|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|2.851134259240773e-11,1,-1.0710227149601792e-09|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|6.302619537379428e-11,1,-2.367565921090886e-09|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|9.75115890811118e-11,1,-3.663002567932949e-09|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|1.1338752853307099e-10,1,-4.2593790716694e-09|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|7.353369996243586e-11,1,-2.76227818396535e-09|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|3.3713924013634156e-11,1,-1.2664564952302726e-09|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|-6.0718565592088325e-12,1,2.280880345706393e-10|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|-4.582365736860439e-11,1,1.7213562797380177e-09|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|-7.561523629462386e-11,1,2.8404707475004898e-09|Running
-217.51815795898438,746.5082397460938,-1047.741455078125|-0.9996458292007446,0,-0.026611242443323135|-1.0707906089590935e-10,1,4.02240285524158e-09|Running
-217.51815795898438,746.5112915039062,-1047.741455078125|-0.9995453357696533,0,-0.03015146031975746|-9.090252162113899e-11,1.0000001192092896,3.0134923445501727e-09|Running
-217.51815795898438,746.5333251953125,-1047.741455078125|-0.9990285634994507,0,-0.044067610055208206|-3.3486928507908686e-11,1,7.591607342760653e-10|Running
-217.51815795898438,746.5466918945312,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|6.458238110962355e-11,1.0000001192092896,-1.2640302138322568e-09|Running
-217.51815795898438,746.5527954101562,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|1.4201163855975807e-10,1.0000001192092896,-2.779504182370829e-09|Running
-217.51815795898438,746.5585327148438,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|2.7095017895995e-10,1.0000001192092896,-5.303137040613137e-09|Running
-217.51815795898438,746.5604248046875,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|3.4824718109227604e-10,1.0000001192092896,-6.816022413147493e-09|Running
-217.51815795898438,746.5620727539062,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|4.769655226333214e-10,1.0000001192092896,-9.335344941518997e-09|Running
-217.51815795898438,746.562744140625,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|3.051832120348763e-10,1.0000001192092896,-5.973158412331259e-09|Running
-217.51815795898438,746.5631103515625,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|1.3354779782037696e-10,1.0000001192092896,-2.6138466946434846e-09|Running
-217.51815795898438,746.5632934570312,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|4.917493062056577e-12,1.0000001192092896,-9.624698954491251e-11|Running
-217.51815795898438,746.5633544921875,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|-1.6646131695274846e-10,1.0000001192092896,3.2580422804073805e-09|Running
-217.51815795898438,746.5633544921875,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|-3.804788151207106e-10,1.0000001192092896,7.44687156384316e-09|Running
-217.51815795898438,746.5633544921875,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|-5.515282675006006e-10,1.0000001192092896,1.0794714455641952e-08|Running
-217.51815795898438,746.5633544921875,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|-3.831885087013376e-10,1.0000001192092896,7.499906473640294e-09|Running
-217.51815795898438,746.5633544921875,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|-2.149926070504904e-10,1.0000001192092896,4.207914461318296e-09|Running
-217.51815795898438,746.5633544921875,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|-4.6940420300733976e-11,1.0000001192092896,9.187351990291859e-10|Running
-217.51815795898438,746.5633544921875,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|1.2096815216189327e-10,1.0000001192092896,-2.3676332006061784e-09|Running
-217.51815795898438,746.5633544921875,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|2.8873323176803467e-10,1.0000001192092896,-5.651193291100753e-09|Running
-217.51815795898438,746.5633544921875,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|4.5635498158169696e-10,1.0000001192092896,-8.931947625967496e-09|Running
-217.51815795898438,746.5633544921875,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|6.238334293584558e-10,1.0000001192092896,-1.2209898869741664e-08|Running
-217.51815795898438,746.5633544921875,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|4.1827566410468364e-10,1.0000001192092896,-8.186646027752431e-09|Running
-217.51815795898438,746.5633544921875,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|2.1289360552234626e-10,1.0000001192092896,-4.166832212604277e-09|Running
-217.51815795898438,746.5633544921875,-1047.741455078125|-0.9986974000930786,0,-0.0510258823633194|7.687053250882148e-12,1.0000001192092896,-1.504538438279468e-10|Running
-217.51815795898438,746.5576171875,-1047.741455078125|-0.9985102415084839,0,-0.054565735161304474|-1.618422201810077e-10,1.0000001192092896,2.961585865435268e-09|Running
-217.51815795898438,746.55859375,-1047.741455078125|-0.9983104467391968,0,-0.0581057108938694|-4.839540435064293e-10,1,8.314782640184148e-09|Running
-217.51815795898438,746.559814453125,-1047.741455078125|-0.9983104467391968,0,-0.0581057108938694|-7.329510331999245e-10,1,1.2592784592868611e-08|Running
-217.51815795898438,746.5606689453125,-1047.741455078125|-0.9983104467391968,0,-0.0581057108938694|-5.218716014887548e-10,1,8.966241971108957e-09|Running
-217.51815795898438,746.56103515625,-1047.741455078125|-0.9983104467391968,0,-0.0581057108938694|-3.636802803352879e-10,1,6.2483676011027e-09|Running
-217.51815795898438,746.5613403320312,-1047.741455078125|-0.9983104467391968,0,-0.0581057108938694|-1.002532640237419e-10,1,1.7224447423913603e-09|Running
-217.51815795898438,746.5614624023438,-1047.741455078125|-0.9983104467391968,0,-0.0581057108938694|1.102859123469635e-10,1,-1.8948151936371005e-09|Running
-217.51815795898438,746.5614624023438,-1047.741455078125|-0.9983104467391968,0,-0.0581057108938694|3.2064528809883086e-10,1,-5.508985712054937e-09|Running
-217.51815795898438,746.5614624023438,-1047.741455078125|-0.9983104467391968,0,-0.0581057108938694|5.308250505819956e-10,1,-9.12007092068734e-09|Running
-217.51815795898438,746.5614624023438,-1047.741455078125|-0.9983104467391968,0,-0.0581057108938694|6.883420500258808e-10,1,-1.1826360335476238e-08|Running
-217.51815795898438,746.5614624023438,-1047.741455078125|-0.9983104467391968,0,-0.0581057108938694|5.959088777984789e-10,1,-1.0238271563878243e-08|Running
-217.51815795898438,746.5618896484375,-1047.741455078125|-0.9985102415084839,0,-0.054565735161304474|3.199375209206323e-10,1.0000001192092896,-5.854606133226525e-09|Running
-217.6043701171875,746.5485229492188,-1047.7462158203125|-0.998691201210022,0,-0.05114763602614403|8.26363907857619e-11,1.0000001192092896,-1.613529865274188e-09|Running
-217.82852172851562,746.5545043945312,-1047.7581787109375|-0.998691201210022,0,-0.05114763602614403|-1.3460794978659152e-10,1.0000001192092896,2.628308681806857e-09|Running
-218.190673828125,746.5615234375,-1047.7769775390625|-0.998691201210022,0,-0.05114763602614403|-3.516666124969703e-10,1.0000001192092896,6.866522017645593e-09|Running
-218.5528106689453,746.56005859375,-1047.7955322265625|-0.998691201210022,0,-0.05114763602614403|-5.143498960080706e-10,1.0000001192092896,1.0043018860983466e-08|Running
-219.2826690673828,746.5337524414062,-1047.8328857421875|-0.998691201210022,0,-0.05114763602614403|-4.905242323438586e-10,1.0000001192092896,9.577807880134515e-09|Running
-219.8813018798828,746.51025390625,-1047.8636474609375|-0.998691201210022,0,-0.05114763602614403|-3.143682536510539e-10,1.0000001192092896,6.13824679973618e-09|Running
-220.4800567626953,746.486572265625,-1047.8944091796875|-0.998691201210022,0,-0.05114763602614403|-1.3836282120038845e-10,1.0000001192092896,2.701625145817843e-09|Running
-221.0788116455078,747.3623046875,-1047.9251708984375|-0.998691201210022,0,-0.05114763602614403|3.749220031656897e-11,1.0000001192092896,-7.320598016669067e-10|Running
-221.67794799804688,748.1868896484375,-1047.9559326171875|-0.998691201210022,0,-0.05114763602614403|2.1319691845267386e-10,1.0000001192092896,-4.162809652541455e-09|Running
-222.27719116210938,748.9569702148438,-1047.9866943359375|-0.998691201210022,0,-0.05114763602614403|3.887517252554318e-10,1.0000001192092896,-7.590633011034242e-09|Running
-222.87643432617188,749.6725463867188,-1048.0174560546875|-0.998691201210022,0,-0.05114763602614403|5.641562217384433e-10,1.0000001192092896,-1.101552182802834e-08|Running
-223.47567749023438,750.3336791992188,-1048.0482177734375|-0.998691201210022,0,-0.05114763602614403|7.394115320025207e-10,1.0000001192092896,-1.4437495643448983e-08|Running
-224.07492065429688,750.9402465820312,-1048.0789794921875|-0.998691201210022,0,-0.05114763602614403|7.344788666152624e-10,1.0000001192092896,-1.4341181575616702e-08|Running
-224.67416381835938,751.4923095703125,-1048.1097412109375|-0.998691201210022,0,-0.05114763602614403|5.495889854323366e-10,1.0000001192092896,-1.0731086241833054e-08|Running
-225.27340698242188,751.9898681640625,-1048.1405029296875|-0.9987711906433105,0,-0.049560144543647766|3.5708111467691594e-10,1.0000001192092896,-7.1961521186381106e-09|Running
-225.72283935546875,752.3273315429688,-1048.162841796875|-0.9987771511077881,0,-0.04943837225437164|2.2460007464975007e-10,1.0000001192092896,-4.537475728483287e-09|Running
-226.47189331054688,752.8215942382812,-1048.2000732421875|-0.9988545179367065,0,-0.04785151034593582|8.714238532159246e-12,1.0000001192092896,-1.8190139672302763e-10|Freefall
-227.07119750976562,753.1556396484375,-1048.2288818359375|-0.9988603591918945,0,-0.047729719430208206|-1.5808000741746042e-10,1.0000001192092896,3.308208151864278e-09|Freefall
-227.67050170898438,753.4351806640625,-1048.25732421875|-0.9989404678344727,0,-0.046020202338695526|-3.105192769581322e-10,1,6.740306979224897e-09|Freefall
-228.26986694335938,753.6602783203125,-1048.284912109375|-0.9990178346633911,0,-0.04431127384305|-4.492159144664498e-10,1.0000001192092896,1.0127776839397029e-08|Freefall
-228.7194366455078,753.7933349609375,-1048.304931640625|-0.9990973472595215,0,-0.04248036816716194|-5.369253930354034e-10,1.0000001192092896,1.2627968892786612e-08|Freefall
-229.3188934326172,753.9230346679688,-1048.3304443359375|-0.9991635084152222,0,-0.040893666446208954|-5.227871469060119e-10,1,1.2773368140983621e-08|Freefall
-230.06825256347656,754.008544921875,-1048.361083984375|-0.9991735219955444,0,-0.04064931347966194|-3.6463784769402707e-10,1.0000001192092896,8.962918407462439e-09|Freefall
-230.5178680419922,754.0189819335938,-1048.37939453125|-0.9992415904998779,0,-0.03894060477614403|-2.6246391171547145e-10,1.0000001192092896,6.73499700454272e-09|Freefall
-231.26730346679688,753.9682006835938,-1048.4088134765625|-0.9992415904998779,0,-0.03894060477614403|-1.1761301654811263e-10,1.0000001192092896,3.0180276056057664e-09|Freefall
-231.86685180664062,753.8662719726562,-1048.4322509765625|-0.9993021488189697,0,-0.03735366836190224|-3.844839377431519e-12,1.0000001192092896,1.028588672569164e-10|Freefall
-232.46644592285156,753.7098388671875,-1048.4547119140625|-0.9993066787719727,0,-0.03723119571805|1.0461911198467178e-10,1,-2.8080371361483003e-09|Freefall
-233.06605529785156,753.4989013671875,-1048.4771728515625|-0.9993112087249756,0,-0.03710929676890373|2.1204830946697228e-10,1,-5.710219852517184e-09|Freefall
-233.66566467285156,753.2335205078125,-1048.4996337890625|-0.9993689060211182,0,-0.03552226722240448|3.045758645292551e-10,1.0000001192092896,-8.56881321453784e-09|Freefall
-234.26527404785156,752.9136352539062,-1048.5211181640625|-0.999373197555542,0,-0.03540034964680672|4.0411116120075974e-10,1,-1.1408301858750747e-08|Freefall
-234.86488342285156,752.5391845703125,-1048.5421142578125|-0.9994281530380249,0,-0.0338132306933403|4.809928011439979e-10,1,-1.4216852584070239e-08|Freefall
-235.4645538330078,752.1102294921875,-1048.5623779296875|-0.9994845390319824,0,-0.032104600220918655|3.4963279493815946e-10,1,-1.0884813050893172e-08|Freefall
-236.06422424316406,751.6268310546875,-1048.58154296875|-0.9994884729385376,0,-0.031982164829969406|2.410408539432751e-10,1,-7.532872103865884e-09|Freefall
-236.6638946533203,751.0889282226562,-1048.6005859375|-0.9995416402816772,0,-0.030273418873548508|1.2849718511454e-10,1,-4.242609374927042e-09|Freefall
-237.2636260986328,750.4965209960938,-1048.6187744140625|-0.9995416402816772,0,-0.030273418873548508|2.876174645671803e-11,1,-9.496305963807572e-10|Freefall
-237.7134246826172,750.0164184570312,-1048.63232421875|-0.9995919466018677,0,-0.028564564883708954|-4.217766066960671e-11,1,1.4759703459432671e-09|Freefall
-238.4630889892578,749.148193359375,-1048.65380859375|-0.9996360540390015,0,-0.026977600529789925|-1.4726399266695722e-10,1,5.456763929601038e-09|Freefall
-239.06288146972656,748.3922729492188,-1048.6700439453125|-0.9996426105499268,0,-0.02673322707414627|-2.309184510274065e-10,1,8.634794212980523e-09|Freefall
-239.6626739501953,747.5818481445312,-1048.6861572265625|-0.9996458292007446,0,-0.026611242443323135|-3.1407673684036297e-10,1,1.1798228172210656e-08|Freefall
-240.26214599609375,746.7169189453125,-1048.7022705078125|-0.9995954036712646,0,-0.028442159295082092|-2.3394861048409155e-10,1.0000001192092896,8.222088787590565e-09|Landed
-240.7117156982422,746.032470703125,-1048.7149658203125|-0.9994323253631592,0,-0.03369130194187164|-1.8083763653198304e-10,1,5.3644404474084695e-09|Landed
-241.4608612060547,745.3572387695312,-1048.7396240234375|-0.99924635887146,0,-0.03881872072815895|-1.2691996759128799e-11,1.0000001192092896,3.2670915972587977e-10|Landed
-241.91026306152344,745.3953857421875,-1048.756591796875|-0.9988662004470825,0,-0.04760720208287239|1.4143992921322734e-10,1.0000001192092896,-2.967609269433069e-09|Running
-242.65895080566406,745.4882202148438,-1048.7913818359375|-0.9985102415084839,0,-0.054565735161304474|4.820229770885476e-10,1.0000001192092896,-8.820642882767515e-09|Running
-243.25765991210938,745.5247192382812,-1048.8236083984375|-0.9983104467391968,0,-0.0581057108938694|7.945341051751598e-10,1,-1.3650838681655841e-08|Running
-243.70655822753906,745.5343627929688,-1048.8494873046875|-0.9982095956802368,0,-0.059814147651195526|6.479891623278888e-10,1.0000001192092896,-1.0813979933743667e-08|Running
-244.30496215820312,745.5167846679688,-1048.8851318359375|-0.9982095956802368,0,-0.059814147651195526|4.2185729909327563e-10,1.0000001192092896,-7.040174221373263e-09|Running
-244.9033203125,745.4909057617188,-1048.9207763671875|-0.9982095956802368,0,-0.059814147651195526|1.959475776081021e-10,1.0000001192092896,-3.270075099592873e-09|Running
-245.65121459960938,745.4566650390625,-1048.96533203125|-0.9982095956802368,0,-0.059814147651195526|-8.616810737160918e-11,1.0000001192092896,1.4380181490025734e-09|Running
-246.2494354248047,745.4277954101562,-1049.0009765625|-0.9982095956802368,0,-0.059814147651195526|-3.1164368308189694e-10,1.0000001192092896,5.200871733279655e-09|Running
-246.84759521484375,745.3974609375,-1049.03662109375|-0.9982095956802368,0,-0.059814147651195526|-5.369266697918817e-10,1.0000001192092896,8.960511443945052e-09|Running
-247.4456787109375,745.3656616210938,-1049.072265625|-0.9982095956802368,0,-0.059814147651195526|-7.620170605626697e-10,1.0000001192092896,1.2716936836909554e-08|Running
-248.043701171875,745.3323974609375,-1049.10791015625|-0.9982095956802368,0,-0.059814147651195526|-7.27534421596232e-10,1.0000001192092896,1.2141472716109547e-08|Running
-248.64161682128906,745.2974853515625,-1049.1435546875|-0.9982095956802368,0,-0.059814147651195526|-4.3381137571074646e-10,1.0000001192092896,7.239669752578948e-09|Running
-249.23941040039062,745.2606811523438,-1049.17919921875|-0.9975249767303467,0,-0.07031228393316269|-1.3551652855436913e-10,1,1.9225818714829757e-09|Running
-249.83644104003906,745.2176513671875,-1049.22021484375|-0.9931097626686096,0,-0.11718829721212387|6.182071521365629e-10,1.0000001192092896,-5.238983469268987e-09|Running
-250.42852783203125,745.1498413085938,-1049.2860107421875|-0.9818426370620728,0,-0.18969738483428955|2.914098518047581e-09,1,-1.5082896709373017e-08|Running
-251.01760864257812,745.1312255859375,-1049.3931884765625|-0.9653089642524719,0,-0.26111042499542236|7.381051769783653e-09,1,-2.728728887291254e-08|Running
-251.60635375976562,746.0069580078125,-1049.5059814453125|-0.9412285089492798,0,-0.3377704918384552|1.492546886083801e-08,1,-4.159119271207601e-08|Running
-252.18875122070312,746.83154296875,-1049.6427001953125|-0.9153802990913391,0,-0.4025903344154358|2.321027103846518e-08,1,-5.277381021073779e-08|Running
-252.75953674316406,747.6016235351562,-1049.8173828125|-0.8874993920326233,0,-0.46080878376960754|1.83310699952699e-08,1,-3.530491454739604e-08|Running
-253.31666564941406,748.3171997070312,-1050.0294189453125|-0.8557851314544678,0,-0.5173315405845642|2.6253867968506484e-09,1.0000001192092896,-4.34299263218918e-09|Running
-253.8579864501953,748.9783325195312,-1050.27783203125|-0.8241363167762756,0,-0.5663915276527405|-8.213334901086e-09,1,1.1950933576088119e-08|Running
-254.38145446777344,749.5848999023438,-1050.5618896484375|-0.7890127897262573,0,-0.6143767833709717|-1.1567593105610285e-08,1,1.4855670471547455e-08|Running
-254.88502502441406,750.136962890625,-1050.880126953125|-0.7532728910446167,0,-0.6577081084251404|-1.0350110102308463e-08,1,1.1853978243436814e-08|Running
-255.36660766601562,750.634521484375,-1051.2314453125|-0.7251647710800171,0,-0.6885753870010376|-8.738433976418492e-09,1,9.202775430594556e-09|Running
-255.824462890625,751.07763671875,-1051.61474609375|-0.6965151429176331,0,-0.7175421118736267|-8.265025108755708e-09,1,8.022825959130842e-09|Running
-256.1512145996094,751.3742065429688,-1051.9222412109375|-0.6746072173118591,0,-0.7381768822669983|-8.129170225856797e-09,1,7.4291093277167874e-09|Running
-256.56402587890625,751.7218627929688,-1052.3565673828125|-0.6625054478645325,0,-0.7490571737289429|-9.711039083981632e-09,1.0000001192092896,8.58895266020454e-09|Running
-256.961669921875,752.0150756835938,-1052.8057861328125|-0.6538598537445068,0,-0.7566158175468445|-7.969847892752568e-09,1,6.887463044336073e-09|Running
-257.35394287109375,752.2537841796875,-1053.2598876953125|-0.6517283916473389,0,-0.7584525346755981|-6.474092373309759e-09,1,5.563103311345685e-09|Freefall
-257.74481201171875,752.43798828125,-1053.7149658203125|-0.6513190269470215,0,-0.7588040828704834|-5.025530214197715e-09,1.0000001192092896,4.313660983967793e-09|Freefall
-258.2332458496094,752.5916137695312,-1054.284423828125|-0.6512235403060913,0,-0.7588859796524048|-3.2174241049176544e-09,1,2.760971229420761e-09|Freefall
-258.6239929199219,752.6531982421875,-1054.739990234375|-0.6488063335418701,0,-0.7609536051750183|-1.6912372613475668e-09,1,1.4419873073379108e-09|Freefall
-259.013427734375,752.6602783203125,-1055.1964111328125|-0.6438453197479248,0,-0.7651556730270386|-4.8079970560443996e-11,1,4.045721049839024e-11|Freefall
-259.3998718261719,752.6128540039062,-1055.655517578125|-0.6361232995986938,0,-0.7715874910354614|1.678471250876612e-09,1.0000001192092896,-1.3837895274093626e-09|Freefall
-259.78173828125,752.5109252929688,-1056.118408203125|-0.6281353235244751,0,-0.7781040668487549|3.3451583725252476e-09,1,-2.700425660862038e-09|Freefall
-260.15869140625,752.3544921875,-1056.585205078125|-0.6224148273468018,0,-0.7826876044273376|4.916810514288272e-09,1.0000001192092896,-3.909983892214086e-09|Freefall
-260.43890380859375,752.201416015625,-1056.937255859375|-0.620521605014801,0,-0.7841894030570984|6.070076441488936e-09,1.0000001192092896,-4.803193842661813e-09|Freefall
-260.9042663574219,751.878173828125,-1057.5255126953125|-0.6203495860099792,0,-0.7843254804611206|6.434543120548142e-09,1.0000001192092896,-5.0892978720185056e-09|Freefall
-261.2764587402344,751.5582885742188,-1057.9962158203125|-0.6202338337898254,0,-0.7844169735908508|4.839948442025843e-09,1,-3.8269183377792615e-09|Freefall
-261.6486511230469,751.183837890625,-1058.4669189453125|-0.6202338337898254,0,-0.7844169735908508|3.2425009344194677e-09,1,-2.563826262402813e-09|Freefall
-262.0208435058594,750.7548828125,-1058.9376220703125|-0.6227020025253296,0,-0.7824591398239136|1.7733705615086137e-09,1,-1.4112959689782656e-09|Freefall
-262.3009338378906,750.3974609375,-1059.289794921875|-0.62668776512146,0,-0.7792704701423645|7.927642986516048e-10,1,-6.375395211755119e-10|Freefall
-262.6767578125,749.8731689453125,-1059.7574462890625|-0.6367079615592957,0,-0.7711051106452942|-2.1246861214851975e-10,1.0000001192092896,1.7543712316214766e-10|Freefall
-263.15411376953125,749.1411743164062,-1060.3359375|-0.6526341438293457,0,-0.7576732635498047|-1.2090956014176868e-09,1.0000001192092896,1.0414741291597807e-09|Freefall
-263.4474182128906,748.6610717773438,-1060.6771240234375|-0.6777894496917725,0,-0.7352561354637146|-2.6759747751015084e-09,1.0000001192092896,2.466823856295264e-09|Freefall
-263.8521728515625,747.9733276367188,-1061.1199951171875|-0.7075339555740356,0,-0.7066794633865356|-4.915863272003662e-09,1.0000001192092896,4.921807406077505e-09|Freefall
-264.37835693359375,747.0369262695312,-1061.645751953125|-0.7482102513313293,0,-0.6634617447853088|-4.0983731963706305e-09,1,4.621886429134747e-09|Landed
-264.6855163574219,746.4342041015625,-1061.9246826171875|-0.7873053550720215,0,-0.6165633201599121|-4.761126604080346e-09,1,6.07960348730785e-09|Landed
-265.2616271972656,746.2733764648438,-1062.383544921875|-0.8236080408096313,0,-0.5671594142913818|-7.748776731375528e-09,1,1.1252488718582754e-08|Running
-265.7311096191406,747.1491088867188,-1062.751220703125|-0.8494250774383545,0,-0.5277091860771179|-1.081409184422455e-08,1,1.740686172979622e-08|Running
-266.2157897949219,747.9736938476562,-1063.0994873046875|-0.8696593046188354,0,-0.4936522841453552|-1.498523793941331e-08,1,2.6399252561759567e-08|Running
-266.5946044921875,748.5563354492188,-1063.33984375|-0.8880648016929626,0,-0.4597184956073761|-1.8792711387050076e-08,1,3.630296419032675e-08|Running
-267.2512512207031,749.4593505859375,-1063.69970703125|-0.9033248424530029,0,-0.4289572238922119|-2.3976395979730114e-08,1,5.04909856147151e-08|Running
-267.7923278808594,750.1204833984375,-1063.958740234375|-0.920188307762146,0,-0.39147600531578064|-1.4809981685459661e-08,1,3.48117694670691e-08|Jumping
-268.3432312011719,750.72705078125,-1064.1961669921875|-0.9340344667434692,0,-0.35718289017677307|-5.587426965547593e-09,1,1.4611140741749296e-08|Freefall
-268.90283203125,751.2791137695312,-1064.4124755859375|-0.9449734091758728,0,-0.3271472752094269|-3.3650932734774486e-11,1.0000001192092896,9.720158705706083e-11|Freefall
-269.4693603515625,751.7766723632812,-1064.60986328125|-0.9539233446121216,0,-0.30005037784576416|2.0527732846886693e-09,1,-6.526198692569096e-09|Freefall
-270.0414733886719,752.2197875976562,-1064.7904052734375|-0.9602048397064209,0,-0.2792968153953552|2.815452093685167e-09,1,-9.679346213431472e-09|Freefall
-270.6175537109375,752.6083984375,-1064.9580078125|-0.9638403654098511,0,-0.2664805054664612|1.970752672164622e-09,1.0000001192092896,-7.128067025519158e-09|Freefall
-271.1958923339844,752.9424438476562,-1065.117919921875|-0.9654750823974609,0,-0.26049548387527466|1.09712872120582e-09,1,-4.066290859583432e-09|Freefall
-271.77520751953125,753.2219848632812,-1065.2740478515625|-0.9656735062599182,0,-0.25975897908210754|2.6436355882175633e-10,1.0000001192092896,-9.827914038140761e-10|Freefall
-272.2098083496094,753.3959350585938,-1065.390869140625|-0.9657387733459473,0,-0.2595159709453583|-3.532400483230447e-10,1.0000001192092896,1.3145148303195242e-09|Freefall
-272.7892761230469,753.5801391601562,-1065.546630859375|-0.9657387733459473,0,-0.2595159709453583|-1.1762283369520787e-09,1.0000001192092896,4.377107565289862e-09|Freefall
-273.3687438964844,753.7098388671875,-1065.702392578125|-0.9657387733459473,0,-0.2595159709453583|-1.998074594666832e-09,1.0000001192092896,7.4354504775442365e-09|Freefall
