Mt YNTKTS|true|13374
1130.7047119140625,77.25334167480469,-143.67437744140625|0.9987311959266663,-9.360389441326333e-08,0.050358954817056656|9.444530491009573e-08,1,-1.4328619180048463e-08|Freefall
1131.2872314453125,77.41029357910156,-143.64495849609375|0.9989664554595947,-8.662797057468197e-08,0.04545356705784798|8.79901946859718e-08,1,-2.7968884097617774e-08|Freefall
1131.8697509765625,77.51274108886719,-143.6182861328125|0.9994215965270996,-8.245433491538279e-08,0.034007422626018524|8.394189165983335e-08,1,-4.2314304948831705e-08|Freefall
1132.427734375,77.56069946289062,-143.59315490722656|0.9999256134033203,-8.208569113321573e-08,0.012196180410683155|8.279375407482803e-08,1,-5.7550970211650565e-08|Freefall
1132.946044921875,77.55415344238281,-143.56979370117188|0.9999403357505798,-8.225096337355353e-08,-0.010924827307462692|8.14601364140799e-08,1,-7.283296099558356e-08|Freefall
1133.4246826171875,77.49310302734375,-143.54823303222656|0.9990250468254089,-8.28657036322511e-08,-0.04414665699005127|7.901952159272696e-08,1,-8.886780022976382e-08|Freefall
1133.863525390625,77.37754821777344,-143.52845764160156|0.9976465702056885,-8.380647642525219e-08,-0.06856653094291687|7.684749192549134e-08,1,-1.0413009476906154e-07|Freefall
1134.2626953125,77.20750427246094,-143.51046752929688|0.995340883731842,-8.511812410461062e-08,-0.09641876816749573|7.393266088229211e-08,1,-1.195817560528667e-07|Freefall
1134.670166015625,76.98295593261719,-143.5018310546875|0.9931415319442749,-9.139248646761189e-08,-0.11691828072071075|7.606962526551797e-08,1,-1.3551846222981112e-07|Freefall
1135.1143798828125,76.70390319824219,-143.50880432128906|0.9912053346633911,-1.0170490583050196e-07,-0.13233280181884766|8.399140938308847e-08,1,-1.3943765964086197e-07|Freefall
1135.5938720703125,76.370361328125,-143.5338592529297|0.9896722435951233,-8.675282714420973e-08,-0.14334851503372192|7.3060100191924e-08,1,-1.0078423429149552e-07|Freefall
1136.1075439453125,75.98231506347656,-143.57908630371094|0.9888045191764832,-7.663658152523567e-08,-0.14921680092811584|6.804283003702949e-08,1,-6.269751651188926e-08|Freefall
1136.654296875,75.53976440429688,-143.64617919921875|0.9882199168205261,-6.801454333071888e-08,-0.15304061770439148|6.498421356582185e-08,1,-2.4802925935318854e-08|Freefall
1137.2269287109375,75.04270935058594,-143.7327117919922|0.9881570339202881,-5.988461282413482e-08,-0.15344594419002533|6.265431551355505e-08,1,1.321438691803678e-08|Freefall
1137.8031005859375,74.49116516113281,-143.82225036621094|0.9881359338760376,-5.1781739784928504e-08,-0.15358185768127441|6.036452049329455e-08,1,5.122098656329399e-08|Freefall
1138.3792724609375,73.88511657714844,-143.91184997558594|0.9881334900856018,-4.368520478692517e-08,-0.15359754860401154|5.8075833919701836e-08,1,8.920371641352176e-08|Freefall
1138.9554443359375,73.22456359863281,-144.00144958496094|0.9878882765769958,-3.5581258828187856e-08,-0.15516668558120728|5.597256347300572e-08,1,1.2704649066108686e-07|Freefall
1139.5316162109375,72.509521484375,-144.09190368652344|0.9870460629463196,-1.0530598615332565e-08,-0.16043725609779358|2.541991150906142e-08,1,9.075213824871753e-08|Landed
1140.107421875,71.73997497558594,-144.18507385253906|0.9861823916435242,1.4287798499879045e-08,-0.16566310822963715|-5.306704853325073e-09,1,5.465562225026588e-08|Landed
1140.6827392578125,71.03352355957031,-144.28125|0.9855964779853821,3.894331257470185e-08,-0.16911394894123077|-3.629619982348231e-08,1,1.874418131819766e-08|Running
1141.2579345703125,71.90919494628906,-144.3778076171875|0.9855964183807373,6.357777238008566e-08,-0.16911445558071136|-6.745042213651686e-08,1,-1.7154787812501127e-08|Jumping
1141.8328857421875,72.73377227783203,-144.47616577148438|0.9855963587760925,8.81911788042089e-08,-0.16911470890045166|-9.857804883495191e-08,1,-5.3023104129579224e-08|Freefall
1142.4075927734375,73.50385284423828,-144.57479858398438|0.9855963587760925,1.0096539426740492e-07,-0.16911476850509644|-1.1585758841192728e-07,1,-7.819197378466924e-08|Freefall
1142.9822998046875,74.21942901611328,-144.67343139648438|0.9855963587760925,7.828939629916931e-08,-0.16911476850509644|-9.167560932610286e-08,1,-7.134654822493758e-08|Freefall
1143.5570068359375,74.88050079345703,-144.77206420898438|0.9855963587760925,5.5632771278624205e-08,-0.16911476850509644|-6.75142999284617e-08,1,-6.450696332649386e-08|Freefall
1144.1317138671875,75.4870834350586,-144.87069702148438|0.9855963587760925,3.299551565305592e-08,-0.16911476850509644|-4.337364600814908e-08,1,-5.767321908933809e-08|Freefall
1144.7064208984375,76.0391616821289,-144.96932983398438|0.9855963587760925,1.0377608106182379e-08,-0.16911476850509644|-1.925362269616926e-08,1,-5.084531196075659e-08|Freefall
1145.2811279296875,76.53673553466797,-145.06796264648438|0.9858633875846863,-1.2275826577479165e-08,-0.1675509661436081|4.9629997889155675e-09,1,-4.4064126569764994e-08|Freefall
1145.8563232421875,76.97981262207031,-145.16575622558594|0.98587965965271,-3.496521827628385e-08,-0.16745522618293762|2.9135645007727362e-08,1,-3.7269540342776963e-08|Freefall
1146.4315185546875,77.36839294433594,-145.26341247558594|0.9858890771865845,-5.763716615092562e-08,-0.16739974915981293|5.3286619561276893e-08,1,-3.048073082823066e-08|Freefall
1147.0067138671875,77.70246887207031,-145.36106872558594|0.9858902096748352,-8.028963804918021e-08,-0.16739334166049957|7.741486029999578e-08,1,-2.369920615308274e-08|Freefall
1147.5819091796875,77.98204040527344,-145.45872497558594|0.9858903288841248,-1.0292274055245798e-07,-0.16739264130592346|1.0152227503112954e-07,1,-1.6923802803603394e-08|Freefall
1148.1326904296875,78.20712280273438,-145.55221557617188|0.9858903288841248,-1.2553651629332307e-07,-0.1673925369977951|1.256090769174989e-07,1,-1.0154236562698316e-08|Freefall
1148.6441650390625,78.37770080566406,-145.63905334472656|0.9858903288841248,-1.4813095106092078e-07,-0.1673925369977951|1.4967528727538593e-07,1,-3.3904636875803362e-09|Freefall
1149.1163330078125,78.4937744140625,-145.71923828125|0.9855963587760925,-1.706873575813006e-07,-0.169114887714386|1.7371476701555366e-07,1,3.106018553467038e-09|Freefall
1149.5494384765625,78.55535125732422,-145.79278564453125|0.9849996566772461,-1.2456263220883557e-07,-0.17255637049674988|1.2743532806780422e-07,1,5.569924077519772e-09|Freefall
1149.9434814453125,78.56243133544922,-145.85968017578125|0.9840819239616394,-7.850393046737736e-08,-0.1777154505252838|8.121310202113818e-08,1,7.970129445311613e-09|Freefall
1150.2984619140625,78.51500701904297,-145.919921875|0.9821652173995972,-3.254158542631558e-08,-0.18801990151405334|3.5082045712897525e-08,1,1.0183916820949435e-08|Freefall
1150.614013671875,78.41307830810547,-145.9735107421875|0.979088306427002,1.3286648226085163e-08,-0.20343579351902008|-1.0932862615220529e-08,1,1.2693985418366083e-08|Freefall
1150.890380859375,78.25666046142578,-146.0204620361328|0.9749990105628967,5.8944543468442134e-08,-0.22220920026302338|-5.6818180382833816e-08,1,1.596186827157453e-08|Freefall
1151.127685546875,78.04573822021484,-146.06076049804688|0.9705497622489929,1.0441549136430694e-07,-0.24090081453323364|-1.0259280713853514e-07,1,2.0108123166551195e-08|Freefall
1151.325927734375,77.78031158447266,-146.0944061279297|0.9670888185501099,1.4972955852954328e-07,-0.25443893671035767|-1.4835423201020603e-07,1,2.4594642766828656e-08|Freefall
1151.485107421875,77.46038818359375,-146.12139892578125|0.9652873277664185,1.241270553009599e-07,-0.2611902952194214|-1.2358114531707542e-07,1,1.8514240807121496e-08|Freefall
1151.653076171875,77.08596801757812,-146.1531524658203|0.9648720622062683,9.851896720647346e-08,-0.2627202272415161|-9.894444019664661e-08,1,1.1610233663361669e-08|Freefall
1151.859130859375,76.65704345703125,-146.19654846191406|0.9648465514183044,7.287138004130611e-08,-0.262813925743103|-7.430256943052882e-08,1,4.492922034415869e-09|Freefall
1152.1031494140625,76.17361450195312,-146.2516632080078|0.9648317098617554,4.72410803808998e-08,-0.2628682851791382|-4.967973765701572e-08,1,-2.630613060716769e-09|Freefall
1152.3851318359375,75.63569641113281,-146.3184814453125|0.9648300409317017,2.1632551749917184e-08,-0.262874573469162|-2.5078215060148068e-08,1,-9.75241931655546e-09|Freefall
1152.7647705078125,75.55359649658203,-146.41587829589844|0.9648298025131226,-3.95410282294506e-09,-0.2628752887248993|-4.977088741142666e-10,1,-1.686848349891079e-08|Landed
1153.2183837890625,75.72727966308594,-146.5364227294922|0.9652873277664185,-2.951813726781438e-08,-0.2611903250217438|2.409123922575418e-08,1,-2.3979328744871964e-08|Landed
1153.676025390625,75.75686645507812,-146.6600341796875|0.9657421112060547,-5.505949474127192e-08,-0.25950366258621216|4.867159475452354e-08,1,-3.1041132331210974e-08|Running
1154.2060546875,75.56022644042969,-146.802734375|0.9657421112060547,-8.057903500002794e-08,-0.25950366258621216|7.318913475273803e-08,1,-3.8138981750535095e-08|Running
1154.7462158203125,75.27899169921875,-146.94790649414062|0.9666428565979004,-1.0607489286940108e-07,-0.25612810254096985|9.781852128298851e-08,1,-4.4974829194188715e-08|Running
1155.283447265625,74.94325256347656,-147.09226989746094|0.9670889973640442,-1.1368170760306384e-07,-0.2544384002685547|1.0569506514457316e-07,1,-4.506069828380532e-08|Running
1155.736328125,74.94438171386719,-147.21307373046875|0.96840900182724,-6.775307781481388e-08,-0.24936729669570923|6.370981253667196e-08,1,-2.4285165878268344e-08|Running
1156.173095703125,74.97919464111328,-147.32601928710938|0.9692739248275757,-2.189560177612293e-08,-0.24598374962806702|2.1610416567341417e-08,1,-3.858741770557117e-09|Running
1156.6700439453125,75.09783935546875,-147.45248413085938|0.9697021245956421,2.3906515878024948e-08,-0.24429039657115936|-2.053061365359099e-08,1,1.636551161254829e-08|Running
1157.1788330078125,75.96328735351562,-147.58163452148438|0.970127522945404,6.96532183042109e-08,-0.2425955981016159|-6.267088537015297e-08,1,3.6498864375289486e-08|Jumping
1157.711669921875,76.77424621582031,-147.71600341796875|0.970892071723938,1.1522084975013058e-07,-0.2395174652338028|-1.0476251333102482e-07,1,5.63957023302919e-08|Freefall
1158.2744140625,77.53070068359375,-147.85516357421875|0.9724372029304504,1.4225591371541668e-07,-0.2331649661064148|-1.301589378499557e-07,1,6.72678837077001e-08|Freefall
1158.8416748046875,78.23265075683594,-147.9913330078125|0.973287045955658,1.1526086041158123e-07,-0.22959162294864655|-1.0583607945591211e-07,1,5.3364214380735575e-08|Freefall
1159.4095458984375,78.88009643554688,-148.125244140625|0.9733862280845642,8.777185200870008e-08,-0.22917070984840393|-8.079896218760041e-08,1,3.9809869178952795e-08|Freefall
1159.9774169921875,79.47305297851562,-148.25885009765625|0.9734184145927429,6.027988774803816e-08,-0.2290339320898056|-5.5735725368322164e-08,1,2.6309244560707157e-08|Freefall
1160.5452880859375,80.01150512695312,-148.3924560546875|0.973422110080719,3.281089533402337e-08,-0.2290182113647461|-3.068779008685851e-08,1,1.2831822715497765e-08|Freefall
1161.1131591796875,80.49545288085938,-148.52606201171875|0.9734225869178772,5.365359267983649e-09,-0.22901640832424164|-5.660808710672427e-09,1,-6.331422053307278e-10|Freefall
1161.6810302734375,80.92491149902344,-148.65968322753906|0.9741442799568176,-2.2150445033730648e-08,-0.2259267270565033|1.945846506146154e-08,1,-1.4142155002616619e-08|Freefall
1162.2493896484375,81.29986572265625,-148.79159545898438|0.9756004214286804,-5.0536140605572655e-08,-0.21955378353595734|4.555369770287143e-08,1,-2.7756012599411406e-08|Freefall
1162.8184814453125,81.62031555175781,-148.91983032226562|0.9780822396278381,-8.22623817953172e-08,-0.20821881294250488|7.518680433804548e-08,1,-4.189584146274683e-08|Freefall
1163.3890380859375,81.88626098632812,-149.0415496826172|0.9805142283439636,-1.2050523423567938e-07,-0.19644807279109955|1.1139375999391632e-07,1,-5.743032360783218e-08|Freefall
1163.8179931640625,82.04996490478516,-149.1278533935547|0.9826107621192932,-1.3659789033226843e-07,-0.1856774091720581|1.2727213061225484e-07,1,-6.214504821855371e-08|Freefall
1164.534423828125,82.25466918945312,-149.263427734375|0.9841177463531494,-1.1310803671449321e-07,-0.17751693725585938|1.0638019176667513e-07,1,-4.741744064062914e-08|Freefall
1165.1085205078125,82.35711669921875,-149.36685180664062|0.985154390335083,-9.806858258798457e-08,-0.1716707944869995|9.312376647585552e-08,1,-3.68571413389418e-08|Freefall
1165.6832275390625,82.40507507324219,-149.46697998046875|0.9860622882843018,-8.471599244330719e-08,-0.16637639701366425|8.138102458588037e-08,1,-2.6862171154107273e-08|Freefall
1166.2584228515625,82.39852905273438,-149.56407165527344|0.9866662621498108,-7.255371059500249e-08,-0.16275668144226074|7.066755358664523e-08,1,-1.7378212646690372e-08|Freefall
1166.8341064453125,82.33747863769531,-149.6590118408203|0.9874905347824097,-6.134827401638177e-08,-0.1576782763004303|6.083983805638127e-08,1,-8.051276978449096e-09|Freefall
1167.41015625,82.221923828125,-149.75108337402344|0.9880515336990356,-5.120768875599424e-08,-0.15412403643131256|5.19628997608379e-08,1,8.716090071914095e-10|Freefall
1167.986328125,82.0518798828125,-149.8410186767578|0.9888301491737366,-4.2008348799527084e-08,-0.1490466445684433|4.393467278873686e-08,1,9.631751396455002e-09|Freefall
1168.56298828125,81.82733154296875,-149.9280548095703|0.9895893335342407,-3.412047533402074e-08,-0.1439199596643448|3.710604801199224e-08,1,1.8060548612197636e-08|Freefall
1169.14013671875,81.54827880859375,-150.0120849609375|0.9901077151298523,-2.738311088990031e-08,-0.14030936360359192|3.136040760409742e-08,1,2.6135621666867337e-08|Freefall
1169.7177734375,81.21473693847656,-150.0939483642578|0.9903823137283325,-2.1206073341772935e-08,-0.1383579820394516|2.616259031640311e-08,1,3.400520753871206e-08|Freefall
1170.29541015625,80.82669067382812,-150.1746368408203|0.9904143214225769,-1.5179482559801727e-08,-0.13812853395938873|2.11526280935459e-08,1,4.177545065431332e-08|Freefall
1170.873046875,80.38414001464844,-150.25514221191406|0.9906419515609741,-9.204716100441601e-09,-0.13648656010627747|1.6119985346563226e-08,1,4.9561045045720675e-08|Freefall
1171.4508056640625,79.8870849609375,-150.33480834960938|0.990656316280365,-3.303534779064421e-09,-0.13638213276863098|1.122181636503683e-08,1,5.729069840754164e-08|Freefall
1172.0289306640625,79.33554077148438,-150.41433715820312|0.9906641244888306,2.585385905362614e-09,-0.1363253891468048|6.336404734241796e-09,1,6.501088734012228e-08|Freefall
1172.6070556640625,78.7294921875,-150.49386596679688|0.990880012512207,8.438665766163922e-09,-0.1347472220659256|1.3738312709676848e-09,1,7.272853963513626e-08|Freefall
1173.1851806640625,78.06893920898438,-150.57254028320312|0.9915226101875305,1.387282999587569e-08,-0.1299344301223755|-3.4618601318925357e-09,1,8.035066656475465e-08|Freefall
1173.763671875,77.35389709472656,-150.6484832763672|0.9921730756759644,1.81366548446249e-08,-0.12487033009529114|-7.241285793213592e-09,1,8.770734893914778e-08|Freefall
1174.34228515625,76.5843505859375,-150.72140502929688|0.9930005669593811,2.072381732887152e-08,-0.1181095615029335|-9.606309525622692e-09,1,9.469805917206031e-08|Freefall
1174.834228515625,75.76029968261719,-150.78155517578125|0.9946140050888062,2.184815528494255e-08,-0.1036486029624939|-1.1406174671435565e-08,1,1.0133677363910465e-07|Landed
1175.248779296875,75.63613891601562,-150.82566833496094|0.9962939023971558,2.2756733386586347e-08,-0.08601415157318115|-1.3526691766685417e-08,1,1.0789121063226048e-07|Landed
1175.739501953125,75.63368225097656,-150.8704833984375|0.9978797435760498,2.3519625358403573e-08,-0.06508491188287735|-1.6111300737975398e-08,1,1.1435038516083296e-07|Running
1176.272705078125,75.63362884521484,-150.90695190429688|0.999100387096405,2.4128578246518373e-08,-0.04240809753537178|-1.9026353825779552e-08,1,1.207161375305077e-07|Running
1176.727783203125,75.5104751586914,-150.9304656982422|0.9996435642242432,2.463100656768802e-08,-0.026696378365159035|-2.1243934611447912e-08,1,1.2715744901470316e-07|Running
1177.143798828125,75.30357360839844,-150.94265747070312|0.9998952746391296,2.505057317137016e-08,-0.01447211392223835|-2.3118973402347365e-08,1,1.3363775508423714e-07|Running
1177.6444091796875,75.2701416015625,-150.9521026611328|0.9999974966049194,1.612032995979007e-08,-0.0022456790320575237|-1.5921040485977755e-08,1,8.876143908764789e-08|Running
1178.2061767578125,75.32424926757812,-150.9544219970703|0.9998841285705566,5.188195650873695e-09,0.01522158831357956|-5.597123653444669e-09,1,2.682240562990046e-08|Running
1178.7701416015625,76.19992065429688,-150.95582580566406|0.999407172203064,-4.545890330831526e-09,0.03442845121026039|5.750329101772422e-09,1,-3.488480970759156e-08|Jumping
1179.3477783203125,77.02449798583984,-150.9417724609375|0.9988898634910583,-1.5394519436995324e-08,0.04710613191127777|1.995761600426249e-08,1,-9.639810372163993e-08|Freefall
