serenity|true|5826
2390.76123046875,2158.840087890625,-729.039306640625|0.9922180771827698,3.3660036535820836e-08,-0.12451241910457611|-2.6748748993554727e-08,1,5.717858542197973e-08|Landed
2391.09765625,2158.757568359375,-729.081787109375|0.9916425943374634,2.9547232216486918e-08,-0.1290152668952942|-2.4037678514332583e-08,1,4.426178534799874e-08|Landed
2391.43408203125,2158.76904296875,-729.1255493164062|0.9916425347328186,2.575146318406496e-08,-0.1290157586336136|-2.189963410614837e-08,1,3.127411929426671e-08|Running
2391.938720703125,2159.423095703125,-729.1914672851562|0.9904395937919617,2.0477610718216965e-08,-0.1379469782114029|-1.8992347250446073e-08,1,1.2083178901889369e-08|Jumping
2392.2705078125,2159.842041015625,-729.2369995117188|0.9898073673248291,1.7558543063955767e-08,-0.14241260290145874|-1.7832670451412014e-08,1,-6.485831316460633e-10|Freefall
2392.435791015625,2160.04638671875,-729.2604370117188|0.9884704947471619,1.6650774981030736e-08,-0.1514134556055069|-1.7885708913922826e-08,1,-6.794120821496108e-09|Freefall
2392.6005859375,2160.247314453125,-729.2850341796875|0.9884580969810486,1.621958389819156e-08,-0.15149462223052979|-1.8404797685889207e-08,1,-1.302216201537476e-08|Freefall
2393.094970703125,2160.830078125,-729.3604125976562|0.987135112285614,1.9051309863016286e-08,-0.15988825261592865|-2.4288533850835847e-08,1,-3.080123534004997e-08|Freefall
2393.424072265625,2161.20166015625,-729.4131469726562|0.9863518476486206,2.5932290981245387e-08,-0.1646513193845749|-3.3260665333045836e-08,1,-4.175143075713095e-08|Freefall
2393.588623046875,2161.38232421875,-729.4403076171875|0.98630291223526,3.01927975954186e-08,-0.16494421660900116|-3.849369889508125e-08,1,-4.71289496317695e-08|Freefall
2394.08154296875,2161.90380859375,-729.5225830078125|0.9863051176071167,4.353180571570192e-08,-0.1649308055639267|-5.470309361044201e-08,1,-6.319096002016522e-08|Freefall
2394.41015625,2162.234375,-729.57763671875|0.9862879514694214,5.248688239589683e-08,-0.16503340005874634|-6.557826992548144e-08,1,-7.38770253860821e-08|Freefall
2394.574462890625,2162.39453125,-729.6051635742188|0.9862853288650513,5.69642502057377e-08,-0.1650492548942566|-7.101339605242174e-08,1,-7.92201149124594e-08|Freefall
2395.0673828125,2162.8544921875,-729.687744140625|0.9862854480743408,7.039090377247703e-08,-0.1650485396385193|-8.730853551242035e-08,1,-9.524612920586151e-08|Freefall
2395.39599609375,2163.14404296875,-729.7427978515625|0.9862847328186035,7.933709156304758e-08,-0.1650526374578476|-9.816653800953645e-08,1,-1.0592419386057372e-07|Freefall
2395.560302734375,2163.28369140625,-729.7703247070312|0.986284613609314,8.380872884572454e-08,-0.1650533378124237|-1.0359365631984474e-07,1,-1.1126164167762909e-07|Freefall
2396.05322265625,2163.68212890625,-729.8529052734375|0.9862846732139587,8.730436462656144e-08,-0.16505314409732819|-1.076730953286642e-07,1,-1.1445988690184095e-07|Freefall
2396.3818359375,2163.930908203125,-729.907958984375|0.986284613609314,7.641833832394695e-08,-0.16505342721939087|-9.413519563850059e-08,1,-9.951784107897765e-08|Freefall
2396.546142578125,2164.05029296875,-729.9354858398438|0.9855363965034485,7.105862209755287e-08,-0.16946372389793396|-8.785467997540763e-08,1,-9.161468028651143e-08|Freefall
2397.0390625,2164.387939453125,-730.019775390625|0.9855377674102783,5.515741108297334e-08,-0.1694560945034027|-6.785835893197145e-08,1,-6.915988848277266e-08|Freefall
2397.203369140625,2164.49365234375,-730.0480346679688|0.9855272173881531,4.986914703408729e-08,-0.1695173978805542|-6.120971107748119e-08,1,-6.167325494743636e-08|Freefall
2397.6962890625,2164.790283203125,-730.1328125|0.9855273365974426,3.4012444416475773e-08,-0.16951662302017212|-4.126079033994756e-08,1,-3.923623381751895e-08|Freefall
2398.02490234375,2164.970947265625,-730.1893310546875|0.9855262041091919,2.3447057628800394e-08,-0.16952331364154816|-2.7968940941036635e-08,1,-2.42861286636753e-08|Freefall
2398.189208984375,2165.05615234375,-730.2175903320312|0.9855260252952576,1.8166053550316974e-08,-0.16952434182167053|-2.1325027077523373e-08,1,-1.681360117800068e-08|Freefall
2398.68212890625,2165.291259765625,-730.3023681640625|0.9855260252952576,2.329800574685237e-09,-0.16952431201934814|-1.4017190741455465e-09,1,5.594300578337652e-09|Freefall
2399.0107421875,2165.430908203125,-730.35888671875|0.9855259656906128,-8.222058589524295e-09,-0.16952462494373322|1.1873395600048298e-08,1,2.052492398263439e-08|Freefall
2399.33935546875,2165.556884765625,-730.4154052734375|0.9855259656906128,-1.8769407361673984e-08,-0.16952462494373322|2.514283181653809e-08,1,3.5449168933610054e-08|Freefall
2399.66796875,2165.66943359375,-730.471923828125|0.9855259656906128,-2.9312243299273177e-08,-0.16952462494373322|3.840659346110442e-08,1,5.036703498717543e-08|Freefall
2399.99658203125,2165.7685546875,-730.5284423828125|0.9847750067710876,-3.958538030701675e-08,-0.1738339066505432|5.169616557054724e-08,1,6.514097350418524e-08|Freefall
2400.32470703125,2165.85400390625,-730.5860595703125|0.9847626686096191,-4.9437769433779977e-08,-0.17390350997447968|6.435708854723998e-08,1,8.015186381271633e-08|Freefall
2400.65283203125,2165.92578125,-730.6439819335938|0.9847521185874939,-5.920664136738196e-08,-0.17396338284015656|7.693630976746135e-08,1,9.517263066527448e-08|Freefall
2400.98095703125,2165.98388671875,-730.7019653320312|0.9847485423088074,-6.89607233539391e-08,-0.17398373782634735|8.949731977736519e-08,1,1.1019207590834412e-07|Freefall
2401.30908203125,2166.0283203125,-730.7599487304688|0.9847472906112671,-7.870885099237057e-08,-0.17399069666862488|1.0205019407294458e-07,1,1.2520671077709267e-07|Freefall
2401.63720703125,2166.05908203125,-730.8179321289062|0.9847468733787537,-7.07284755208093e-08,-0.1739930808544159|9.165292169655004e-08,1,1.1222546447697823e-07|Freefall
2401.96533203125,2166.076171875,-730.8759155273438|0.9847467541694641,-6.275138986211459e-08,-0.1739937961101532|8.125975625716819e-08,1,9.925002331101496e-08|Freefall
2402.29345703125,2166.07958984375,-730.933837890625|0.983975887298584,-5.465943786475691e-08,-0.178301602602005|7.112384281526829e-08,1,8.594821565566235e-08|Freefall
2402.62158203125,2166.0693359375,-730.9929809570312|0.9831727743148804,-4.576535062028597e-08,-0.18267805874347687|6.008568220750021e-08,1,7.285635206244478e-08|Freefall
2402.94921875,2166.04541015625,-731.0535278320312|0.982340395450592,-3.557530092734851e-08,-0.18710234761238098|4.76593058351682e-08,1,6.008669828361235e-08|Freefall
2403.27685546875,2166.00830078125,-731.1155395507812|0.9814832806587219,-2.3889350941885823e-08,-0.1915476769208908|3.364865364119396e-08,1,4.769694683659509e-08|Freefall
2403.60400390625,2165.95751953125,-731.1790771484375|0.980603814125061,-1.063555199465327e-08,-0.1960003525018692|1.7985083644589395e-08,1,3.571773632415898e-08|Freefall
2403.930908203125,2165.89306640625,-731.2440795898438|0.9797044992446899,4.211727411274069e-09,-0.20044709742069244|6.459785484302927e-10,1,2.4168947732050583e-08|Freefall
2404.09423828125,2165.855712890625,-731.2772216796875|0.9787541031837463,1.2226959000827264e-08,-0.2050376534461975|-8.602039081040402e-09,1,1.8570627702274578e-08|Freefall
2404.58349609375,2165.72314453125,-731.3792114257812|0.9778771996498108,3.868071019041963e-08,-0.20917978882789612|-3.904504097818062e-08,1,2.387682718207884e-09|Freefall
2404.90966796875,2165.61767578125,-731.44873046875|0.9778124094009399,5.7800505715022155e-08,-0.20948240160942078|-6.084155046437445e-08,1,-8.072860602226228e-09|Freefall
2405.07275390625,2165.559814453125,-731.483642578125|0.9768416881561279,6.747537639739676e-08,-0.2139633148908615|-7.192080175855153e-08,1,-1.2992210862705633e-08|Freefall
2405.561279296875,2165.36572265625,-731.5902709960938|0.976844072341919,9.688653790362878e-08,-0.2139524221420288|-1.0542546391434371e-07,1,-2.8500256377128608e-08|Freefall
2405.886962890625,2165.21923828125,-731.6615600585938|0.9768254160881042,1.1653088449747884e-07,-0.21403764188289642|-1.2780070335338678e-07,1,-3.881601173816307e-08|Freefall
2406.212646484375,2165.05908203125,-731.73291015625|0.9768230319023132,1.2110911029594718e-07,-0.2140485942363739|-1.3344190108455223e-07,1,-4.316780888302674e-08|Freefall
2406.37548828125,2164.973876953125,-731.7686157226562|0.9758533239364624,1.1591964721446857e-07,-0.21842679381370544|-1.2813170258141326e-07,1,-4.174445322746578e-08|Freefall
2406.86328125,2164.698486328125,-731.87744140625|0.9758550524711609,1.0054142052240422e-07,-0.21841907501220703|-1.1181305126228835e-07,1,-3.924524705212207e-08|Freefall
2407.1884765625,2164.497802734375,-731.9502563476562|0.9758418798446655,9.03164902865683e-08,-0.21847784519195557|-1.0096422187189091e-07,1,-3.7571883382270244e-08|Freefall
2407.513671875,2164.283447265625,-732.0231323242188|0.9758402109146118,8.009672569642134e-08,-0.21848545968532562|-9.01188741408987e-08,1,-3.5905816986314676e-08|Freefall
2407.8388671875,2164.055419921875,-732.0960083007812|0.9758396148681641,6.988132383867196e-08,-0.21848806738853455|-7.927801703999648e-08,1,-3.424126404638628e-08|Freefall
2408.1640625,2163.813720703125,-732.1688842773438|0.9758394360542297,5.967026339703807e-08,-0.218488872051239|-6.84417145180305e-08,1,-3.257768099729219e-08|Freefall
2408.32666015625,2163.687744140625,-732.205322265625|0.975839376449585,5.4566367424513373e-08,-0.21848928928375244|-6.302529698132275e-08,1,-3.174617546619629e-08|Freefall
2408.814453125,2163.289306640625,-732.3146362304688|0.975839376449585,3.92612129473946e-08,-0.21848919987678528|-4.678294729387744e-08,1,-2.925282416299524e-08|Freefall
2409.1396484375,2163.006591796875,-732.3875122070312|0.9758393168449402,2.906323004481237e-08,-0.2184893786907196|-3.596050390797245e-08,1,-2.759146866537776e-08|Freefall
2409.46484375,2162.710205078125,-732.4603881835938|0.9758393168449402,1.8869604545557195e-08,-0.21848934888839722|-2.5142679049849903e-08,1,-2.593083436863708e-08|Freefall
2409.7900390625,2162.400146484375,-732.5332641601562|0.9758393168449402,8.680335561450647e-09,-0.21848931908607483|-1.4329480713115572e-08,1,-2.4270912390988997e-08|Freefall
2410.115234375,2162.076904296875,-732.6061401367188|0.9758393168449402,-1.5045787948864131e-09,-0.21848928928375244|-3.520903124609731e-09,1,-2.2611700956076675e-08|Freefall
2410.4404296875,2161.739990234375,-732.6790161132812|0.9758393168449402,-1.168513552585182e-08,-0.2184893935918808|7.283047498418682e-09,1,-2.0953198287543273e-08|Freefall
2410.765625,2161.389404296875,-732.7518920898438|0.9748741984367371,-2.164020074246764e-08,-0.222756028175354|1.779224945153146e-08,1,-1.928116333260732e-08|Freefall
2411.106201171875,2161.025146484375,-732.8275756835938|0.9748488664627075,-3.123531655546685e-08,-0.22286708652973175|2.804134169309691e-08,1,-1.7495846549309135e-08|Landed
2411.451416015625,2160.647216796875,-732.9041748046875|0.9748297929763794,-4.080038706888445e-08,-0.2229502946138382|3.8262399471022945e-08,1,-1.5703319533599824e-08|Landed
2411.79638671875,2160.255615234375,-732.9808349609375|0.9748281836509705,-5.0326235623288085e-08,-0.22295737266540527|4.84465516592536e-08,1,-1.3900275597222844e-08|Landed
2412.141845703125,2159.850341796875,-733.0575561523438|0.9748286008834839,-5.981465989179924e-08,-0.22295568883419037|5.859419971443458e-08,1,-1.2089197198861257e-08|Landed
2412.488037109375,2159.431396484375,-733.1343383789062|0.9748286604881287,-6.926700280018849e-08,-0.2229553610086441|6.870650537393885e-08,1,-1.0270805539391858e-08|Landed
2412.834716796875,2159.128173828125,-733.2112426757812|0.9748286604881287,-7.868336382443886e-08,-0.22295545041561127|7.878358587731782e-08,1,-8.445056209893664e-09|Landed
2413.18310546875,2159.08251953125,-733.28857421875|0.9748281836509705,-8.806235030078824e-08,-0.22295738756656647|8.882411606236928e-08,1,-6.611565073200154e-09|Running
2413.533203125,2159.080810546875,-733.3663940429688|0.9748277068138123,-9.740055162410499e-08,-0.2229594737291336|9.88248203270814e-08,1,-4.769380446134619e-09|Running
2413.88427734375,2159.08740234375,-733.444580078125|0.9748274087905884,-1.0669496930404421e-07,-0.22296079993247986|1.0878274991910075e-07,1,-2.9178346405700495e-09|Running
2414.236083984375,2159.091552734375,-733.5230102539062|0.974827229976654,-1.1594375592949291e-07,-0.22296157479286194|1.1869612848158795e-07,1,-1.056388865272595e-09|Running
2414.588623046875,2159.088623046875,-733.6016845703125|0.9748270511627197,-1.2514557568010787e-07,-0.22296229004859924|1.2856364151048183e-07,1,8.151229136110771e-10|Running
2414.941650390625,2159.072509765625,-733.6805419921875|0.9748269319534302,-1.0006097994619267e-07,-0.22296279668807983|1.030378342647964e-07,1,1.7181164269075566e-09|Running
2415.29541015625,2159.05126953125,-733.759521484375|0.9748268723487854,-7.494268317032038e-08,-0.2229631096124649|7.747965469206974e-08,1,2.6307527267732667e-09|Running
2415.64990234375,2159.030029296875,-733.8386840820312|0.9748267531394958,-4.978998546789626e-08,-0.2229636013507843|5.188841001313449e-08,1,3.5531591002779805e-09|Running
2416.0048828125,2159.009521484375,-733.91796875|0.9748266935348511,-2.460218162525507e-08,-0.22296395897865295|2.6263364816259127e-08,1,4.485245508334401e-09|Running
2416.3603515625,2158.98974609375,-733.9973754882812|0.9748265743255615,6.215697401223963e-10,-0.22296439111232758|6.037118582824519e-10,1,5.427252869338872e-09|Running
2416.71630859375,2158.970703125,-734.0768432617188|0.973804771900177,2.586004121951646e-08,-0.22738562524318695|-2.506671492596979e-08,1,6.376631667137644e-09|Running
2417.07275390625,2158.952392578125,-734.157470703125|0.9738047122955322,5.113609802265273e-08,-0.2273859977722168|-5.079794362927714e-08,1,7.339165719599805e-09|Running
2417.4296875,2158.93505859375,-734.238525390625|0.9738045930862427,7.645046906645803e-08,-0.22738637030124664|-7.656601752614733e-08,1,8.312390775699896e-09|Running
2417.787109375,2158.91845703125,-734.3197021484375|0.9738045334815979,1.0180378495761033e-07,-0.22738663852214813|-1.0237157255232887e-07,1,9.296414305026701e-09|Running
2418.14501953125,2158.90283203125,-734.4010009765625|0.9738044738769531,9.188326544062875e-08,-0.22738705575466156|-9.257588118316562e-08,1,7.61898544254791e-09|Running
2418.50341796875,2158.88818359375,-734.4823608398438|0.9738043546676636,8.201858037182319e-08,-0.22738753259181976|-8.283432606503993e-08,1,5.955286042080843e-09|Running
2418.86181640625,2159.32763671875,-734.5637817382812|0.9738043546676636,7.221016318226248e-08,-0.22738762199878693|-7.314729799645647e-08,1,4.305445777674777e-09|Jumping
2419.212890625,2159.75341796875,-734.6439208984375|0.9738109111785889,6.24397316073555e-08,-0.22735954821109772|-6.349674919192694e-08,1,2.6649806805778553e-09|Freefall
2419.55419921875,2160.16552734375,-734.7224731445312|0.9738146066665649,5.2678966966368534e-08,-0.22734372317790985|-5.385527401813306e-08,1,1.0289067375879313e-09|Freefall
2419.8857421875,2160.56396484375,-734.7993774414062|0.9738158583641052,4.292303401598474e-08,-0.2273382991552353|-4.4218438688403694e-08,1,-6.051840695242561e-10|Freefall
2420.21142578125,2160.94921875,-734.8753662109375|0.9738162755966187,3.3171364322015506e-08,-0.22733651101589203|-3.458577779724692e-08,1,-2.238226715078895e-09|Freefall
2420.373779296875,2161.13671875,-734.9132690429688|0.973816454410553,2.82970944454064e-08,-0.22733575105667114|-2.977099278211881e-08,1,-3.054456465534372e-09|Freefall
2420.86083984375,2161.6787109375,-735.0269775390625|0.973816454410553,1.3680543808902712e-08,-0.22733575105667114|-1.5332814129465078e-08,1,-5.502001521051625e-09|Freefall
2421.185546875,2162.02294921875,-735.102783203125|0.973816454410553,3.941384552064164e-09,-0.2273356169462204|-5.712503359234233e-09,1,-7.132824997313492e-09|Freefall
2421.347900390625,2162.18994140625,-735.1406860351562|0.973816454410553,-9.266336586932766e-10,-0.2273356020450592|-9.038907955449815e-10,1,-7.947973834632194e-09|Freefall
2421.672607421875,2162.513671875,-735.2164916992188|0.973816454410553,-1.0659548799196727e-08,-0.22733555734157562|8.710250298804567e-09,1,-9.577748372180395e-09|Freefall
2422.15966796875,2162.9736328125,-735.3302001953125|0.9738165140151978,-2.525111675311109e-08,-0.22733546793460846|2.312375535495903e-08,1,-1.2021100559422848e-08|Freefall
2422.484375,2163.26318359375,-735.406005859375|0.9738165140151978,-3.497363465498893e-08,-0.22733551263809204|3.2727623278105966e-08,1,-1.3649133379090017e-08|Freefall
2422.646728515625,2163.40283203125,-735.4439086914062|0.973816454410553,-3.983333485280127e-08,-0.227335587143898|3.752802157919177e-08,1,-1.4462891329003469e-08|Freefall
2423.1337890625,2163.80126953125,-735.5576171875|0.9738165140151978,-5.440620753915937e-08,-0.22733549773693085|5.192305962964383e-08,1,-1.690311002278122e-08|Freefall
2423.296142578125,2163.92724609375,-735.5955200195312|0.973816454410553,-5.9261754614681195e-08,-0.22733557224273682|5.6719350993716944e-08,1,-1.7716173417170467e-08|Freefall
2423.783203125,2164.285400390625,-735.709228515625|0.9738165140151978,-7.382217148688142e-08,-0.22733548283576965|7.110207889127196e-08,1,-2.0154303115305083e-08|Freefall
