Mount Jirlah|true|19997
-2239.620361328125,588.0057373046875,-2476.959228515625|-0.9772886037826538,0,0.21191269159317017|-1.1427587764956115e-08,1,-5.270118919042943e-08|Running
-2240.304443359375,588.0057373046875,-2476.811279296875|-0.9772886037826538,0,0.21191269159317017|-5.453479445804987e-09,1,-2.515009001058388e-08|Running
-2240.988525390625,588.0057373046875,-2476.663330078125|-0.9772886037826538,0,0.21191269159317017|5.129776048384826e-10,1,2.3657249492714527e-09|Running
-2241.444580078125,588.0057373046875,-2476.564697265625|-0.9772886037826538,0,0.21191269159317017|4.486362392697174e-09,1,2.068998661286514e-08|Running
-2241.78662109375,588.0057373046875,-2476.49072265625|-0.9772886037826538,0,0.21191269159317017|7.46417150310208e-09,1,3.442290008592863e-08|Running
-2242.24267578125,588.0057373046875,-2476.39208984375|-0.9772886037826538,0,0.21191269159317017|1.1431613877732616e-08,1,5.271975922482852e-08|Running
-2242.69873046875,588.0057373046875,-2476.29345703125|-0.9772886037826538,0,0.21191269159317017|1.1309806424719682e-08,1,5.2158011243363944e-08|Running
-2243.15478515625,588.0057373046875,-2476.19482421875|-0.9772886037826538,0,0.21191269159317017|7.103991617185557e-09,1,3.276184301626017e-08|Running
-2243.952880859375,588.0057373046875,-2476.022216796875|-0.9772886037826538,0,0.21191269159317017|-2.475329941020732e-10,1,-1.141560623807436e-09|Running
-2244.06689453125,588.0057373046875,-2475.99755859375|-0.9772886037826538,0,0.21191269159317017|-1.2968527363099724e-09,1,-5.9807621077823114e-09|Running
-2244.636962890625,588.0057373046875,-2475.874267578125|-0.9772886037826538,0,0.21191269159317017|-6.540087138517947e-09,1,-3.0161256603378206e-08|Running
-2245.093017578125,588.0057373046875,-2475.775634765625|-0.9772886037826538,0,0.21191269159317017|-1.0730640376266365e-08,1,-4.948704557250494e-08|Running
-2245.43505859375,588.0057373046875,-2475.70166015625|-0.9772886037826538,0,0.21191269159317017|-1.1876473138272559e-08,1,-5.477133768749809e-08|Running
-2245.89111328125,588.0057373046875,-2475.60302734375|-0.9772886037826538,0,0.21191269159317017|-8.0860962370366e-09,1,-3.729106268224314e-08|Running
-2246.461181640625,588.0057373046875,-2475.479736328125|-0.9772886037826538,0,0.21191269159317017|-3.352680799650898e-09,1,-1.5461729674370872e-08|Running
-2246.80322265625,588.0057373046875,-2475.40576171875|-0.9772886037826538,0,0.21191269159317017|-5.150596060765622e-10,1,-2.375326602077621e-09|Running
-2247.373291015625,588.0315551757812,-2475.282470703125|-0.9772886037826538,0,0.21191269159317017|4.210266357773662e-09,1,1.94167011358104e-08|Running
-2247.822998046875,588.096923828125,-2475.184814453125|-0.9772886037826538,0,0.21191269159317017|7.986886707556096e-09,1,3.683353710925985e-08|Running
-2248.278076171875,588.1688232421875,-2475.086181640625|-0.976911187171936,0,0.21364592015743256|1.1867212990068765e-08,1,5.426367977179325e-08|Running
-2248.734130859375,588.2354736328125,-2474.986572265625|-0.976911187171936,0,0.21364592015743256|1.153731066239061e-08,1,5.2755172674778805e-08|Running
-2249.190185546875,588.282470703125,-2474.886962890625|-0.9765418767929077,0,0.21532748639583588|7.111371491674845e-09,1.0000001192092896,3.225111910865053e-08|Running
-2249.646240234375,588.3124389648438,-2474.786376953125|-0.9765418767929077,0,0.21532748639583588|2.5987527685344958e-09,1.0000001192092896,1.1785727060953377e-08|Running
-2250.330322265625,588.3358154296875,-2474.635498046875|-0.9765418767929077,0,0.21532748639583588|-4.162944655661249e-09,1.0000001192092896,-1.887956813106939e-08|Running
-2250.535888671875,588.3400268554688,-2474.590087890625|-0.9765418767929077,0,0.21532748639583588|-6.414918374275658e-09,1.0000001192092896,-2.9092600328795015e-08|Running
-2250.858642578125,588.3441772460938,-2474.518798828125|-0.9765418767929077,0,0.21532748639583588|-1.091597745528361e-08,1.0000001192092896,-4.9505565868912527e-08|Running
-2251.075927734375,588.3423461914062,-2474.470947265625|-0.9761583209037781,0,0.21705971658229828|-2.8295814580303613e-09,1,-1.2725159592719137e-08|Running
-2251.075927734375,588.34375,-2474.470947265625|-0.9761583209037781,0,0.21705971658229828|1.2323816633852402e-08,1,5.542252168311279e-08|Running
-2251.075927734375,588.34375,-2474.470947265625|-0.9753936529159546,0,0.22047071158885956|4.911079098945947e-09,1.0000001192092896,2.172730972915815e-08|Running
-2251.075927734375,588.34375,-2474.470947265625|-0.9753936529159546,0,0.22047071158885956|1.48737966387813e-10,1.0000001192092896,6.580378464349224e-10|Running
-2251.075927734375,588.34375,-2474.470947265625|-0.9753936529159546,0,0.22047071158885956|-2.2309061264991215e-09,1.0000001192092896,-9.869844497245595e-09|Running
-2251.075927734375,588.34375,-2474.470947265625|-0.9753936529159546,0,0.22047071158885956|-4.609533643673558e-09,1.0000001192092896,-2.0393230215631775e-08|Running
-2251.075927734375,588.34375,-2474.470947265625|-0.9753936529159546,0,0.22047071158885956|-9.36373911741839e-09,1.0000001192092896,-4.142650666949521e-08|Running
-2251.075927734375,588.34375,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-1.4233799028318117e-08,1.0000001192092896,-6.247229578093538e-08|Running
-2251.075927734375,588.34375,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-1.011343808698939e-08,1.0000001192092896,-4.438798839601077e-08|Running
-2251.075927734375,588.34375,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-4.967936284572261e-09,1.0000001192092896,-2.1804325456287188e-08|Running
-2251.075927734375,588.34375,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-8.554891794965158e-10,1.0000001192092896,-3.754751176643367e-09|Running
-2251.075927734375,588.34375,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|3.2534450689070127e-09,1.0000001192092896,1.4279405213812879e-08|Running
-2251.075927734375,588.34375,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|7.358869957840852e-09,1.0000001192092896,3.2298157037757846e-08|Running
-2251.075927734375,588.34375,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|1.1460787874284506e-08,1.0000001192092896,5.030152294693835e-08|Running
-2251.075927734375,588.34375,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|1.3365933249076534e-08,1.0000001192092896,5.8663221835786317e-08|Running
-2251.075927734375,588.3438110351562,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|8.692699005052873e-09,1.0000001192092896,3.815234705939474e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|4.02370803342933e-09,1.0000001192092896,1.766009738446428e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-6.412940734001893e-10,1.0000001192092896,-2.8146467379031037e-09|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-5.302309702415187e-09,1.0000001192092896,-2.3271894633580814e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-9.959342683885097e-09,1.0000001192092896,-4.3711661845691197e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-1.4612396626034752e-08,1.0000001192092896,-6.41339639173566e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-1.0221797630549645e-08,1.0000001192092896,-4.4863579518050756e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-5.834949412530932e-09,1.0000001192092896,-2.56096548412188e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-1.4518501956217733e-09,1.0000001192092896,-6.372186334147045e-09|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|2.927503794936115e-09,1.0000001192092896,1.2848845543089737e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|7.303115445722597e-09,1.0000001192092896,3.2053453224989426e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|1.1674988975585165e-08,1.0000001192092896,5.1241652698763573e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|1.1764268670333422e-08,1.0000001192092896,5.1633502806680553e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|7.576442584422693e-09,1.0000001192092896,3.3253087394768954e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|3.392194525275727e-09,1.0000001192092896,1.4888377641852912e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-7.884778940869808e-10,1.0000001192092896,-3.4606379983870283e-09|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-4.965578170867957e-09,1.0000001192092896,-2.1793974624984003e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-9.139108136935192e-09,1.0000001192092896,-4.011164378425747e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-1.3309073843004171e-08,1.0000001192092896,-5.841366856884633e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-1.2866001597444665e-08,1.0000001192092896,-5.6469016129767624e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-7.815807556710297e-09,1.0000001192092896,-3.430366390944073e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-2.769927620605017e-09,1.0000001192092896,-1.2157242323951323e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|2.2716404313172234e-09,1.0000001192092896,9.970253955771113e-09|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|7.308900595859313e-09,1.0000001192092896,3.207884446965181e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|1.2341856425734932e-08,1.0000001192092896,5.416854165218865e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|1.2711642405349721e-08,1.0000001192092896,5.579153494750244e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|8.424232866843795e-09,1.0000001192092896,3.697405048797009e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|4.140486620229922e-09,1.0000001192092896,1.817263850512063e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-1.3959956801645745e-10,1.0000001192092896,-6.127039986481009e-10|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-4.416028431819541e-09,1.0000001192092896,-1.9381996452239036e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-8.688802566325649e-09,1.0000001192092896,-3.8135247848458675e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-1.2957927175705208e-08,1.0000001192092896,-5.687248361141428e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-1.2666589555010432e-08,1.0000001192092896,-5.559379800956776e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-7.820638359135046e-09,1.0000001192092896,-3.432486650467581e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-2.9788274069630916e-09,1.0000001192092896,-1.3074106242072503e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|1.8588464101298996e-09,1.0000001192092896,8.158496989096875e-09|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|6.692386644857606e-09,1.0000001192092896,2.937295739968704e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|1.1521795961755288e-08,1.0000001192092896,5.0569287424195863e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|1.1954627510135651e-08,1.0000001192092896,5.246899092981039e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|7.996517226160904e-09,1.0000001192092896,3.5096800132805583e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|4.041788681519165e-09,1.0000001192092896,1.7739454349907646e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|9.043924636964462e-11,1.0000001192092896,3.9693881515034946e-10|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-3.857533847906325e-09,1.0000001192092896,-1.6930757240629646e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-7.802134049939013e-09,1.0000001192092896,-3.424365146997843e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-1.174336361486894e-08,1.0000001192092896,-5.154174687049817e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-1.1527709453673651e-08,1.0000001192092896,-5.05952399976195e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-7.160499304603718e-09,1.0000001192092896,-3.142750770734892e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|-2.797020393074945e-09,1.0000001192092896,-1.2276152538959195e-08|Running
-2251.075927734375,588.3438720703125,-2474.470947265625|-0.9750127792358398,0,0.22214864194393158|1.5627297234033222e-09,1.0000001192092896,6.858837497958348e-09|Running
-2251.3935546875,588.3439331054688,-2474.44873046875|-0.9045861959457397,0,-0.4262908101081848|3.731314279775688e-08,1,-7.91782355236137e-08|Running
-2251.3935546875,588.3439331054688,-2474.44873046875|-0.9045861959457397,0,-0.4262908101081848|2.339043625454451e-08,1,-4.963434463434169e-08|Running
-2251.3935546875,588.3439331054688,-2474.44873046875|-0.9045861959457397,0,-0.4262908101081848|9.479624196728764e-09,1,-2.0115697552114398e-08|Running
-2251.3935546875,588.3439331054688,-2474.44873046875|-0.9045861959457397,0,-0.4262908101081848|-4.4193022574745555e-09,1,9.377728815707087e-09|Running
-2251.3935546875,588.3439331054688,-2474.44873046875|-0.9045861959457397,0,-0.4262908101081848|-1.8306351989849645e-08,1,3.8845954009048e-08|Running
-2251.3935546875,588.3439331054688,-2474.44873046875|-0.9045861959457397,0,-0.4262908101081848|-3.218153565853754e-08,1,6.828899756783358e-08|Running
-2251.3935546875,588.3439331054688,-2474.44873046875|-0.9045861959457397,0,-0.4262908101081848|-4.604486392167928e-08,1,9.770688791377324e-08|Running
-2251.3935546875,588.3439331054688,-2474.44873046875|-0.9045861959457397,0,-0.4262908101081848|-4.413483978282784e-08,1,9.36538242513052e-08|Running
-2251.3935546875,588.3439331054688,-2474.44873046875|-0.9045861959457397,0,-0.4262908101081848|-2.6471678182815594e-08,1,5.617271980895566e-08|Running
-2251.3935546875,588.3439331054688,-2474.44873046875|-0.9045861959457397,0,-0.4262908101081848|-8.823604069618796e-09,1,1.872362709320896e-08|Running
-2251.3935546875,588.3439331054688,-2474.44873046875|-0.9045861959457397,0,-0.4262908101081848|8.809388774011495e-09,1,-1.8693462777719105e-08|Running
-2251.3935546875,588.3439331054688,-2474.44873046875|-0.9045861959457397,0,-0.4262908101081848|2.6427315447108413e-08,1,-5.6078583554608485e-08|Running
-2251.3935546875,588.3439331054688,-2474.44873046875|-0.9045861959457397,0,-0.4262908101081848|4.403018749599141e-08,1,-9.343175833009809e-08|Running
-2251.3935546875,588.3439331054688,-2474.44873046875|-0.9045861959457397,0,-0.4262908101081848|4.511345252922183e-08,1,-9.573044223998295e-08|Running
