molti|true|5442
2277.73046875,1209.3985595703125,336.6200866699219|0.024019315838813782,4.095434391615527e-08,0.9997115135192871|-1.0417458007339064e-09,1,-4.094113137398381e-08|Landed
2277.73486328125,1209.2550048828125,336.8976745605469|0.023367006331682205,-5.028007876717311e-08,0.9997269511222839|3.314984731161985e-09,1,5.021632887292071e-08|Landed
2277.7392578125,1209.097900390625,337.1791076660156|0.02277245745062828,-1.1348565465141291e-07,0.9997406601905823|6.272873331880646e-09,1,1.1337220939822146e-07|Landed
2277.74365234375,1208.92724609375,337.4617919921875|0.02222416177392006,-1.1210818939844103e-07,0.9997529983520508|5.8927720480994594e-09,1,1.1200489069551622e-07|Landed
2277.748046875,1208.742919921875,337.7424621582031|0.021716075018048286,-1.0562360586163777e-07,0.9997642040252686|5.331212360459858e-09,1,1.055327203403067e-07|Landed
2277.75244140625,1208.544921875,338.0249938964844|0.02124432846903801,-9.474688056343439e-08,0.9997743368148804|4.6172297096802595e-09,1,9.467015615882701e-08|Running
2277.7568359375,1208.3814697265625,338.30657958984375|0.020805979147553444,-8.008309748674947e-08,0.9997835159301758|3.773824808206427e-09,1,8.002189844091845e-08|Running
2277.76123046875,1208.35595703125,338.5892028808594|0.02039852924644947,-6.215071834958508e-08,0.9997919201850891|2.819707578538555e-09,1,6.210612468748877e-08|Running
2277.765625,1208.3533935546875,338.8720397949219|0.02001974917948246,-4.139626597066126e-08,0.9997996091842651|1.772695656931944e-09,1,4.1369069947450043e-08|Running
2277.77001953125,1208.3604736328125,339.1549072265625|0.019667604938149452,-1.8205152940709013e-08,0.9998065829277039|6.475694980245805e-10,1,1.8195935425069365e-08|Running
2277.77392578125,1208.389892578125,339.42205810546875|0.019340215250849724,7.08970482321547e-09,0.9998129606246948|-5.440027317504814e-10,1,-7.080508179768685e-09|Running
2277.77783203125,1208.482177734375,339.6832275390625|0.019024092704057693,3.4259993952900913e-08,0.9998190402984619|-1.7950647634989991e-09,1,-3.423203764896243e-08|Running
2277.78173828125,1208.5914306640625,339.94354248046875|0.018711799755692482,6.322244416878675e-08,0.9998249411582947|-3.1027618252466027e-09,1,-6.317544176681622e-08|Running
2277.78564453125,1208.703125,340.2037658691406|0.018400808796286583,9.394874922463714e-08,0.9998306632041931|-4.465202874115448e-09,1,-9.388248400910015e-08|Running
2277.78955078125,1208.815185546875,340.4639587402344|0.0180902611464262,9.042800996894584e-08,0.9998363852500916|-4.217393545502546e-09,1,-9.036650538973845e-08|Running
2277.79345703125,1208.92724609375,340.7241516113281|0.017779860645532608,8.867309020388348e-08,0.9998419284820557|-4.023810173947595e-09,1,-8.861555045314162e-08|Running
2277.79736328125,1209.039306640625,340.9843444824219|0.017469510436058044,8.868217804547385e-08,0.999847412109375|-3.885179289397911e-09,1,-8.862782863161556e-08|Running
2277.80126953125,1209.1513671875,341.2445373535156|0.017159173265099525,9.045412951991239e-08,0.9998527765274048|-3.801002623760041e-09,1,-9.040221726763775e-08|Running
2277.80517578125,1209.263427734375,341.5047302246094|0.016848841682076454,9.398809908134353e-08,0.999858021736145|-3.770578071993214e-09,1,-9.393790634248944e-08|Running
2277.80908203125,1209.37548828125,341.7649230957031|0.016538510099053383,9.928321986762967e-08,0.9998632073402405|-3.792577363270766e-09,1,-9.923407162659714e-08|Running
2277.81298828125,1209.487548828125,342.0251159667969|0.01622817851603031,1.0633867475462466e-07,0.9998683333396912|-3.8657330669877865e-09,1,-1.0628993862837888e-07|Running
2277.81689453125,1209.599609375,342.2853088378906|0.01591784507036209,1.1515371767245597e-07,0.9998732805252075|-3.990441754808671e-09,1,-1.1510478259424417e-07|Running
2277.82080078125,1209.711669921875,342.5455017089844|0.01560751162469387,1.257276096566784e-07,0.9998781681060791|-4.1644248049976795e-09,1,-1.2567792850859405e-07|Running
2277.824462890625,1209.82373046875,342.8056945800781|0.015297175385057926,1.0273180350850453e-07,0.9998829960823059|-3.293962436146103e-09,1,-1.0269343420077348e-07|Running
2277.828369140625,1209.935791015625,343.0658874511719|0.014986837282776833,8.150870911549646e-08,0.9998877048492432|-2.4753521454812244e-09,1,-8.148076346969901e-08|Running
2277.83203125,1210.03759765625,343.3335266113281|0.014681655913591385,6.203177349561884e-08,0.9998922348022461|-1.7069763380561653e-09,1,-6.201339886047208e-08|Freefall
2277.835205078125,1210.125732421875,343.611083984375|0.014390338212251663,4.419674937139462e-08,0.9998964667320251|-9.85404202680229e-10,1,-4.418714638632082e-08|Freefall
2277.838134765625,1210.2003173828125,343.8935546875|0.01411665603518486,2.7832461668708675e-08,0.9999003410339355|-3.046264629436024e-10,1,-2.783093577818363e-08|Freefall
2277.841064453125,1210.2613525390625,344.1767578125|0.013861148618161678,1.2757873868451952e-08,0.9999039173126221|3.392575942395837e-10,1,-1.276380334758187e-08|Freefall
2277.843994140625,1210.3087158203125,344.4600524902344|0.013623205944895744,-1.1952875356158188e-09,0.9999071955680847|9.511206267021066e-10,1,1.1824400347748565e-09|Freefall
2277.846923828125,1210.3424072265625,344.7433776855469|0.013401839882135391,-1.4176547047384247e-08,0.9999101758003235|1.5351574456090589e-09,1,1.4157244265788904e-08|Freefall
2277.849853515625,1210.3624267578125,345.0267028808594|0.01319598313421011,-2.6316604007092792e-08,0.9999129176139832|2.0967532154969604e-09,1,2.629122342057144e-08|Freefall
2277.852783203125,1210.368896484375,345.3100280761719|0.013004574924707413,-3.772893109044162e-08,0.9999154210090637|2.6391475671516673e-09,1,3.769779866047429e-08|Freefall
2277.855712890625,1210.36181640625,345.5933532714844|0.012826613150537014,-4.851175106068695e-08,0.99991774559021|3.165300466179133e-09,1,4.847514034622691e-08|Freefall
2277.858642578125,1210.359130859375,345.8765563964844|0.012661154381930828,-5.8750039499955165e-08,0.9999198317527771|3.6767415778626855e-09,1,5.8708192085532573e-08|Landed
2277.861572265625,1210.3587646484375,346.1571960449219|0.012507323175668716,-6.851723810541444e-08,0.9999217987060547|4.175966683561683e-09,1,6.847036360113634e-08|Landed
2277.864501953125,1210.3587646484375,346.4393615722656|0.012364310212433338,-7.787683387050492e-08,0.999923586845398|4.664316044511452e-09,1,7.782511346476895e-08|Landed
2277.867431640625,1210.3587646484375,346.72161865234375|0.012231355533003807,-8.68837659595556e-08,0.9999251961708069|5.143467873836016e-09,1,8.682734886633625e-08|Landed
2277.870361328125,1210.3587646484375,346.99420166015625|0.012107742950320244,-9.558547731103317e-08,0.9999266862869263|5.614633202810637e-09,1,9.552449853345024e-08|Landed
2277.873291015625,1210.42431640625,347.2638854980469|0.011988382786512375,-1.0401450367680809e-07,0.9999281167984009|6.079073244791289e-09,1,1.0394909111255402e-07|Landed
2277.876220703125,1210.489990234375,347.5259094238281|0.011933555826544762,-1.1227379559386463e-07,0.9999287724494934|6.539007557648802e-09,1,1.122037502909734e-07|Running
2277.878662109375,1210.5419921875,347.77801513671875|0.011914913542568684,-1.2050331577029283e-07,0.9999290108680725|6.998074564279477e-09,1,1.2042848140936258e-07|Running
2277.881103515625,1210.580322265625,348.0201721191406|0.01190857496112585,-1.2872632737526146e-07,0.9999290704727173|7.45691330905629e-09,1,1.2864664711287332e-07|Running
2277.883544921875,1210.60498046875,348.2524108886719|0.011906418949365616,-1.0223578783552512e-07,0.9999291300773621|5.912185407908055e-09,1,1.0217263479717076e-07|Running
2277.885986328125,1210.6162109375,348.4747314453125|0.011905685998499393,-7.575653881986e-08,0.9999291300773621|4.368128969645113e-09,1,7.57098987946847e-08|Running
2277.888427734375,1210.61376953125,348.6871032714844|0.011905436404049397,-4.928860874997554e-08,0.9999291300773621|2.824737332929317e-09,1,4.925847107983827e-08|Running
2277.890380859375,1210.59765625,348.8895568847656|0.011905350722372532,-2.2831997625871736e-08,0.9999291300773621|1.2820068340246848e-09,1,2.2818353428988303e-08|Running
2277.892333984375,1210.56787109375,349.08209228515625|0.011905321851372719,3.613297439031271e-09,0.9999291300773621|-2.6006358178065625e-10,1,-3.61045704444507e-09|Running
2277.894287109375,1210.5244140625,349.2646789550781|0.011905311606824398,3.004728199584861e-08,0.9999291300773621|-1.8014746361316725e-09,1,-3.002796233886329e-08|Running
2277.896240234375,1210.467529296875,349.43731689453125|0.011905308812856674,5.6469961151606185e-08,0.9999291300773621|-3.3422267176064224e-09,1,-5.643417111400595e-08|Running
2277.89794921875,1210.39697265625,349.60003662109375|0.0119053078815341,8.288134267786518e-08,0.9999291300773621|-4.882320325805267e-09,1,-8.282908936507738e-08|Running
2277.8994140625,1210.312744140625,349.7528381347656|0.0119053078815341,1.0928143012733926e-07,0.9999291300773621|-6.421755127661299e-09,1,-1.092127135393639e-07|Running
2277.90087890625,1210.21484375,349.91058349609375|0.011853921227157116,1.3568983092682174e-07,0.9999297261238098|-7.960641035253957e-09,1,-1.356050063350267e-07|Freefall
2277.90283203125,1210.103271484375,350.0782775878906|0.011775308288633823,1.4372751877544943e-07,0.9999306797981262|-8.42158343061783e-09,1,-1.436383030295474e-07|Freefall
2277.90478515625,1209.978271484375,350.2558898925781|0.011690668761730194,1.334458943347272e-07,0.9999316334724426|-7.806748136829356e-09,1,-1.3336374138361862e-07|Freefall
2277.90673828125,1209.839599609375,350.4434509277344|0.011607651598751545,1.2329819298884104e-07,0.9999326467514038|-7.195377627056132e-09,1,-1.2322297493483347e-07|Freefall
2277.90869140625,1209.687255859375,350.64093017578125|0.011528857052326202,1.132750355736789e-07,0.9999335408210754|-6.586881262649058e-09,1,-1.1320661741365257e-07|Freefall
2277.910888671875,1209.521240234375,350.8483581542969|0.011454993858933449,1.0336302125324437e-07,0.9999343752861023|-5.981046768965825e-09,1,-1.0330128219493417e-07|Freefall
2277.913330078125,1209.4775390625,351.0671691894531|0.011386096477508545,9.354864971555799e-08,0.9999351501464844|-5.377541523188256e-09,1,-9.349347607212621e-08|Landed
2277.915771484375,1209.38818359375,351.30615234375|0.011321958154439926,8.38195788332996e-08,0.9999359250068665|-4.7762531707462585e-09,1,-8.377087112876325e-08|Landed
2277.918701171875,1209.2657470703125,351.5674743652344|0.011262296698987484,7.41649017754753e-08,0.999936580657959|-4.176690104884528e-09,1,-7.412256763927871e-08|Landed
2277.921630859375,1209.1290283203125,351.843017578125|0.01120681595057249,6.457511148028061e-08,0.9999371767044067|-3.578673801740706e-09,1,-6.453905854186814e-08|Landed
2277.924560546875,1208.9786376953125,352.124755859375|0.011155231855809689,5.5041951441126e-08,0.9999377727508545|-2.9820150793113953e-09,1,-5.501210864622408e-08|Landed
2277.927490234375,1208.8145751953125,352.3973083496094|0.011107268743216991,4.555827359808973e-08,0.9999383091926575|-2.3864694664865738e-09,1,-4.553457699785213e-08|Landed
2277.930419921875,1208.6368408203125,352.660888671875|0.011085433885455132,3.610530896480668e-08,0.9999385476112366|-1.7917474171014192e-09,1,-3.608766618867776e-08|Running
2277.932861328125,1208.4454345703125,352.9145202636719|0.011078010313212872,2.6660611496254205e-08,0.9999386072158813|-1.1973653180064048e-09,1,-2.664898346438349e-08|Running
2277.935791015625,1208.395263671875,353.1790771484375|0.011053779162466526,1.7224961013084794e-08,0.9999389052391052|-6.03274041832691e-10,1,-1.721934417275861e-08|Running
2277.937744140625,1208.3927001953125,353.4581298828125|0.010857002809643745,8.09897748865751e-09,0.9999410510063171|-1.67182587218484e-11,1,-8.09927325207127e-09|Running
2277.939453125,1208.4013671875,353.73773193359375|0.010572059080004692,1.2760342782414114e-10,0.9999440908432007|5.419635851211524e-10,1,-1.3334054693725506e-10|Running
2277.94091796875,1208.41015625,354.009521484375|0.010268948040902615,-6.230107540972085e-09,0.9999472498893738|1.0619048973481426e-09,1,6.219531112350296e-09|Running
2277.9423828125,1208.420654296875,354.2895812988281|0.009972846135497093,-1.0932439842292752e-08,0.9999502897262573|1.5425777322164436e-09,1,1.0917598380899562e-08|Running
2277.94384765625,1208.4208984375,354.57244873046875|0.009681583382189274,-1.4057574659886996e-08,0.9999531507492065|1.9870856071690923e-09,1,1.4038993967346869e-08|Running
2277.9453125,1208.407470703125,354.8556823730469|0.009391965344548225,-1.5638661921002495e-08,0.9999558925628662|2.396850273811424e-09,1,1.5616839377230463e-08|Running
2277.94677734375,1208.38037109375,355.1390075683594|0.009102906100451946,-1.5687326992974704e-08,0.9999585747718811|2.7728501716950404e-09,1,1.5662735108890047e-08|Running
2277.9482421875,1208.3397216796875,355.4223327636719|0.008814035914838314,-1.4207925502773833e-08,0.9999611377716064|3.114194235820378e-09,1,1.4181027907511634e-08|Running
2277.94970703125,1208.2855224609375,355.7056579589844|0.00852522999048233,-1.1202375915786433e-08,0.999963641166687|3.421110728041299e-09,1,1.1173615810378124e-08|Running
2277.951171875,1208.2176513671875,355.9889831542969|0.008236445486545563,-6.6718017777134264e-09,0.9999660849571228|3.6944232117974707e-09,1,6.641598382373104e-09|Running
2277.95263671875,1208.1361083984375,356.2723083496094|0.007947667501866817,-6.170188804333065e-10,0.999968409538269|3.936011072624979e-09,1,5.857552776156183e-10|Running
2277.9541015625,1208.0408935546875,356.5556335449219|0.007658891845494509,6.9612613451397465e-09,0.9999706745147705|4.145935150745572e-09,1,-6.993219781037396e-09|Running
2277.95556640625,1207.93212890625,356.8389587402344|0.0073701161891222,1.6062360330693082e-08,0.9999728202819824|4.325127367366122e-09,1,-1.6094674037958612e-08|Running
2277.95703125,1207.809814453125,357.1222839355469|0.007081340532749891,2.668559240248669e-08,0.9999749064445496|4.474068227011685e-09,1,-2.6717943413245848e-08|Running
2277.95849609375,1207.673828125,357.4056091308594|0.006792564410716295,3.883030785800656e-08,0.9999769330024719|4.5917105673254355e-09,1,-3.886239596795349e-08|Running
2277.9599609375,1207.524169921875,357.6889343261719|0.006503787357360125,5.249588852507259e-08,0.9999788403511047|4.680176690641247e-09,1,-5.2527436622540336e-08|Running
2277.96142578125,1207.36083984375,357.9722595214844|0.006215009838342667,6.768165405901527e-08,0.9999806880950928|4.7405985803550266e-09,1,-6.771242055947368e-08|Running
2277.962890625,1207.183837890625,358.2555847167969|0.005926231853663921,8.43869045752399e-08,0.9999824166297913|4.772848782863548e-09,1,-8.441666921044089e-08|Running
2277.963623046875,1206.993408203125,358.5389099121094|0.005630456376820803,1.0264420780004002e-07,0.9999841451644897|4.7756967269663164e-09,1,-1.0267272188002607e-07|Freefall
2277.964111328125,1206.789306640625,358.8222351074219|0.0053413365967571735,1.2246812275407137e-07,0.9999857544898987|4.749926230118717e-09,1,-1.2249523706486798e-07|Freefall
2277.964599609375,1206.92236328125,359.1055603027344|0.005067243240773678,1.0756142643231215e-07,0.9999871850013733|3.4706602036749246e-09,1,-1.0758039792335694e-07|Landed
2277.965087890625,1207.2166748046875,359.3701171875|0.004810435231775045,9.395134981105002e-08,0.9999884366989136|2.167962698251813e-09,1,-9.396286060336934e-08|Landed
2277.965576171875,1207.499267578125,359.6435546875|0.004570937715470791,8.14740630517008e-08,0.9999895691871643|8.455613431657127e-10,1,-8.147878105546624e-08|Landed
2277.966064453125,1207.733154296875,359.9250183105469|0.004348002374172211,6.998033086347277e-08,0.9999905228614807|-4.9378529043409e-10,1,-6.997884582915503e-08|Landed
2277.966552734375,1207.8853759765625,360.18853759765625|0.004140636418014765,5.933839375416028e-08,0.9999914169311523|-1.8480511565499569e-09,1,-5.933125279966589e-08|Landed
2277.967041015625,1208.0069580078125,360.4383850097656|0.003940369933843613,4.945725251559452e-08,0.9999922513961792|-3.2149660711411343e-09,1,-4.9444967231693226e-08|Landed
2277.967529296875,1208.1151123046875,360.67828369140625|0.003848376451060176,4.0048561800176685e-08,0.9999926090240479|-4.58926896484968e-09,1,-4.003119613571471e-08|Running
2277.968017578125,1208.2095947265625,360.90826416015625|0.003817096119746566,3.0718318555500446e-08,0.9999927282333374|-5.964280624937146e-09,1,-3.0695776587208456e-08|Running
2277.968505859375,1208.26806640625,361.1545104980469|0.0037196495104581118,2.1473198330568266e-08,0.999993085861206|-7.339825192076432e-09,1,-2.1446044939921194e-08|Running
2277.968994140625,1208.313720703125,361.4252624511719|0.0035835972521454096,1.2499294044232556e-08,0.9999935626983643|-8.719116095790014e-09,1,-1.2468128751663698e-08|Running
2277.969482421875,1208.3511962890625,361.7037048339844|0.003440089989453554,3.892133726424163e-09,0.9999940991401672|-1.0103777370318312e-08,1,-3.8573984006973205e-09|Running
2277.969970703125,1208.386962890625,361.98272705078125|0.0033002994023263454,-4.3425139040209615e-09,0.9999945759773254|-1.1493633600423436e-08,1,4.380470208786846e-09|Running
2277.970458984375,1208.4110107421875,362.26495361328125|0.003167947754263878,-1.2234334434424454e-08,0.9999949932098389|-1.2888146549983048e-08,1,1.2275225280689028e-08|Running
2277.970947265625,1208.4217529296875,362.5481262207031|0.00303925690241158,-1.981248409776981e-08,0.9999954104423523|-1.4286736238489084e-08,1,1.985599773490776e-08|Running
2277.971435546875,1208.4188232421875,362.8314514160156|0.0029118105303496122,-2.7087999399100227e-08,0.999995768070221|-1.5689275656427526e-08,1,2.7133799207490483e-08|Running
2277.971923828125,1208.4022216796875,363.1147766113281|0.002784787444397807,-3.406466575484046e-08,0.9999961256980896|-1.709512886804987e-08,1,3.4112403568542504e-08|Running
2277.972412109375,1208.3720703125,363.3981018066406|0.00265790824778378,-4.074385984154105e-08,0.9999964833259583|-1.8504284327036657e-08,1,4.079318571825752e-08|Running
2277.972900390625,1208.328369140625,363.6814270019531|0.0025310779456049204,-4.712613943524957e-08,0.9999967813491821|-1.9916670979114315e-08,1,4.717670165632626e-08|Running
2277.973388671875,1208.27099609375,363.9647521972656|0.0024042644072324038,-5.3211770989491924e-08,0.9999971389770508|-2.1333047328653265e-08,1,5.3263214283560956e-08|Running
2277.973876953125,1208.199951171875,364.2480773925781|0.002277456456795335,-5.900092858723838e-08,0.9999973773956299|-2.2752923101165834e-08,1,5.905290123564555e-08|Running
2277.974365234375,1208.115234375,364.5314025878906|0.002150650369003415,-6.449376144246344e-08,0.9999976754188538|-2.4176401325348706e-08,1,6.454590106841351e-08|Running
2277.974853515625,1208.016845703125,364.8147277832031|0.0020238449797034264,-6.969039390014586e-08,0.9999979734420776|-2.560369694037945e-08,1,6.9742355890412e-08|Running
2277.975341796875,1207.905029296875,365.0980529785156|0.0018970394739881158,-7.459095030526441e-08,0.9999982118606567|-2.7035016003651435e-08,1,7.464237228305137e-08|Running
2277.975830078125,1207.779541015625,365.3813781738281|0.001770234084688127,-7.919556566093888e-08,0.9999984502792358|-2.8470083179854555e-08,1,7.924608524945143e-08|Running
2277.9765625,1207.565673828125,365.8063659667969|0.0015800261171534657,-8.554786745662568e-08,0.9999987483024597|-3.062986309032567e-08,1,8.559636910376867e-08|Running
2277.976806640625,1207.487548828125,365.9480285644531|0.0015166234225034714,-8.75174706038706e-08,0.9999988675117493|-3.135154358346881e-08,1,8.756511959973068e-08|Running
2277.977294921875,1207.321044921875,366.2313537597656|0.001453807926736772,-9.133372458336453e-08,0.999998927116394|-3.2795835380738936e-08,1,9.138150147691704e-08|Freefall
2277.977783203125,1207.14111328125,366.5146789550781|0.0014294543070718646,-9.511060738986998e-08,0.9999989867210388|-3.423993177875673e-08,1,9.515964904949215e-08|Freefall
2277.978271484375,1206.947509765625,366.7980041503906|0.0014195609837770462,-9.887982344025659e-08,0.9999989867210388|-3.5683445531731195e-08,1,9.893057750787193e-08|Freefall
2277.978759765625,1206.740234375,367.0813293457031|0.0014151408104225993,-1.026462896902558e-07,0.9999989867210388|-3.712634111252555e-08,1,1.0269892669612091e-07|Freefall
2277.979248046875,1206.8851318359375,367.36163330078125|0.0014128166949376464,-1.0641086589657789e-07,0.9999989867210388|-3.85686185211398e-08,1,1.064654640003937e-07|Landed
2277.979736328125,1207.1773681640625,367.6440734863281|0.0014113257639110088,-1.1017373680033415e-07,0.9999989867210388|-4.001028486300129e-08,1,1.1023031731838273e-07|Landed
2277.980224609375,1207.4539794921875,367.90814208984375|0.0014101886190474033,-1.1393495924494346e-07,0.9999989867210388|-4.1451340138110027e-08,1,1.1399352928265216e-07|Landed
2277.980712890625,1207.6796875,368.1812438964844|0.00140922621358186,-1.1769454744126051e-07,0.9999989867210388|-4.289177724103865e-08,1,1.1775510699862934e-07|Landed
2277.981201171875,1207.8189697265625,368.4498596191406|0.0014083669520914555,-1.2145250138928532e-07,0.9999989867210388|-4.433159617178717e-08,1,1.2151505757174164e-07|Landed
2277.981689453125,1207.9276123046875,368.71630859375|0.001407550647854805,-1.0875881883976035e-07,0.9999989867210388|-3.97548163277861e-08,1,1.0881488066161182e-07|Landed
2277.982177734375,1208.0228271484375,368.9751281738281|0.0014071764890104532,-7.962401582517487e-08,0.9999989867210388|-2.9165290627020113e-08,1,7.96651349332933e-08|Running
2277.982666015625,1208.089599609375,369.21270751953125|0.0014066986041143537,-5.050167217746093e-08,0.9999989867210388|-1.8580285754410397e-08,1,5.052785922998737e-08|Running
2277.983154296875,1208.1627197265625,369.4627990722656|0.0014061233960092068,-2.1391773685763837e-08,0.9999989867210388|-7.999800821778535e-09,1,2.1403042893552993e-08|Running
2277.983642578125,1208.230224609375,369.73486328125|0.0014055360807105899,7.705685867165357e-09,0.9999989867210388|2.5761659472323117e-09,1,-7.709314076009832e-09|Running
2277.984130859375,1208.28662109375,370.0161437988281|0.001404965529218316,3.679071269857559e-08,0.9999989867210388|1.3147616328978984e-08,1,-3.680921878412846e-08|Running
2277.984619140625,1208.33056640625,370.2991943359375|0.0014044303679838777,6.586331124935896e-08,0.9999989867210388|2.371455032346148e-08,1,-6.589667833623025e-08|Running
2277.985107421875,1208.361328125,370.5824890136719|0.001403912901878357,9.492348596040756e-08,0.9999989867210388|3.42769723715719e-08,1,-9.497169628502888e-08|Running
2277.985595703125,1208.378662109375,370.8658142089844|0.0014034014893695712,8.879621304913599e-08,0.9999989867210388|3.210449506241275e-08,1,-8.884136093456618e-08|Running
2277.986083984375,1208.38232421875,371.1491394042969|0.0014028921723365784,8.267157625141408e-08,0.9999989867210388|2.993294856423745e-08,1,-8.271364748679844e-08|Running
2277.986572265625,1208.372314453125,371.4324645996094|0.0014023835537955165,7.654956135638713e-08,0.9999990463256836|2.7762331100689153e-08,1,-7.658857015258036e-08|Running
2277.987060546875,1208.3486328125,371.7157897949219|0.0014018750516697764,7.043016125862778e-08,0.9999990463256836|2.5592640895411023e-08,1,-7.046610761562988e-08|Running
2277.987548828125,1208.311279296875,371.9991149902344|0.0014013665495440364,6.431337595813602e-08,0.9999990463256836|2.342388150111674e-08,1,-6.4346259875947e-08|Running
2277.988037109375,1208.260498046875,372.2824401855469|0.0014008580474182963,5.819920190219818e-08,0.9999990463256836|2.125605114144946e-08,1,-5.822903759167275e-08|Running
2277.988525390625,1208.196044921875,372.5657653808594|0.0014003495452925563,5.208764619624162e-08,0.9999990463256836|1.908915159276603e-08,1,-5.211442655195242e-08|Running
2277.989013671875,1208.117919921875,372.8490905761719|0.0013998410431668162,4.597870173483898e-08,0.9999990463256836|1.6923181078709604e-08,1,-4.6002433862213366e-08|Running
2277.989501953125,1208.026123046875,373.1324157714844|0.0013993325410410762,3.987236851799025e-08,0.9999990463256836|1.4758138711101765e-08,1,-3.989305952245559e-08|Running
2277.989990234375,1207.920654296875,373.4157409667969|0.0013988240389153361,3.3768646545695447e-08,0.9999990463256836|1.2594025378120932e-08,1,-3.378629642725173e-08|Running
2277.990478515625,1207.8017578125,373.6990661621094|0.001398315536789596,2.766753226524088e-08,0.9999990463256836|1.0430839303410266e-08,1,-2.7682146352958625e-08|Running
2277.990966796875,1207.669189453125,373.9823913574219|0.001397807034663856,2.156902745298339e-08,0.9999990463256836|8.268579598791348e-09,1,-2.1580605746862602e-08|Running
2277.991455078125,1207.7169189453125,374.2657165527344|0.0013975552283227444,1.5473126779852464e-08,0.9999990463256836|6.107244931996547e-09,1,-1.5481676385320498e-08|Running
2277.991943359375,1207.8604736328125,374.5302734375|0.001397457206621766,9.379829357669678e-09,0.9999990463256836|3.946833082579815e-09,1,-9.385353827440213e-09|Running
2277.992431640625,1207.99755859375,374.8037109375|0.0013974133180454373,3.289133854167403e-09,0.9999990463256836|1.7873441615634533e-09,1,-3.2916347425526737e-09|Running
2277.992919921875,1208.1102294921875,375.0851745605469|0.0013973878230899572,-2.79896061883278e-09,0.9999990463256836|-3.7122213636386903e-10,1,2.7994819795651438e-09|Running
2277.993408203125,1208.2064208984375,375.34869384765625|0.0013973771128803492,-8.88445494950929e-09,0.9999990463256836|-2.5288662275357865e-09,1,8.887997005047055e-09|Running
2277.993896484375,1208.2889404296875,375.5985412597656|0.0013973733875900507,-1.496735002604055e-08,0.9999990463256836|-4.6855888058416895e-09,1,1.4973911888205294e-08|Running
2277.994384765625,1208.3577880859375,375.83843994140625|0.0013973721070215106,-2.1047647180694184e-08,0.9999990463256836|-6.8413901210817585e-09,1,2.105722707312907e-08|Running
2277.994873046875,1208.4130859375,376.06842041015625|0.0013973715249449015,-2.7125347301648617e-08,0.9999990463256836|-8.996270395300598e-09,1,2.7137945224353643e-08|Running
2277.995361328125,1208.454833984375,376.2919006347656|0.0013973712921142578,-3.3200453941617525e-08,0.9999990463256836|-1.115023007258742e-08,1,3.3216064565522174e-08|Running
2277.995849609375,1208.48291015625,376.53350830078125|0.001397371175698936,-3.927296532424407e-08,0.9999990463256836|-1.3303268708853011e-08,1,3.929159220206202e-08|Running
2277.996337890625,1208.5252685546875,376.79974365234375|0.001397371175698936,-4.534287967317141e-08,0.9999990463256836|-1.5455388080454213e-08,1,4.536452280490266e-08|Running
2277.996826171875,1208.560302734375,377.0801696777344|0.001397371175698936,-5.1410207646540584e-08,0.9999990463256836|-1.7606586411034186e-08,1,5.143485992675778e-08|Running
2277.997314453125,1208.581787109375,377.3630676269531|0.001397371175698936,-5.7474938586210556e-08,0.9999990463256836|-1.975686814148503e-08,1,5.7502603567627375e-08|Running
2277.997802734375,1208.589599609375,377.6463623046875|0.001397371175698936,-6.353708670303604e-08,0.9999990463256836|-2.1906229719093062e-08,1,6.35677608329388e-08|Running
2277.998291015625,1208.583740234375,377.9296875|0.001397371175698936,-6.959663778616232e-08,0.9999990463256836|-2.4054674696571965e-08,1,6.96303246172647e-08|Running
2277.998779296875,1208.564208984375,378.2130126953125|0.001397371175698936,-7.565360959915779e-08,0.9999990463256836|-2.6202199521208058e-08,1,7.569029492060508e-08|Running
2277.999267578125,1208.531005859375,378.496337890625|0.001397371175698936,-8.170798793116774e-08,0.9999990463256836|-2.834880774571502e-08,1,8.17476788483873e-08|Running
2277.999755859375,1208.484375,378.7796630859375|0.001397371175698936,-8.775977988761952e-08,0.9999990463256836|-3.049450114644969e-08,1,8.780247640061134e-08|Running
2278.000244140625,1208.424072265625,379.06298828125|0.001397371175698936,-9.380899257394049e-08,0.9999990463256836|-3.2639274394341555e-08,1,9.385468757727722e-08|Running
2278.000732421875,1208.35009765625,379.3463134765625|0.001397371175698936,-9.985561888470329e-08,0.9999990463256836|-3.4783134594817966e-08,1,9.990431948381229e-08|Running
2278.001220703125,1208.262451171875,379.629638671875|0.001397371175698936,-1.0589966592533528e-07,0.9999990463256836|-3.692607464245157e-08,1,1.0595136501478919e-07|Running
2278.001708984375,1208.1611328125,379.9129638671875|0.001397371175698936,-1.1194112659040911e-07,0.9999990463256836|-3.906810164266972e-08,1,1.1199583127563528e-07|Running
2278.002197265625,1208.04638671875,380.1962890625|0.001397371175698936,-1.1798000798535213e-07,0.9999990463256836|-4.1209215595472415e-08,1,1.1803771116092321e-07|Running
2278.002685546875,1207.91796875,380.4796142578125|0.001397371175698936,-1.2401631011016434e-07,0.9999990463256836|-4.334941294814598e-08,1,1.2407700467065297e-07|Running
2278.00341796875,1207.69970703125,380.90460205078125|0.001397371175698936,-9.967896374973861e-08,0.9999990463256836|-3.487144795144559e-08,1,9.972778514111269e-08|Running
