yahayuk zepetto|false|12018
-908.8619384765625,171.79454040527344,862.1065063476562|0.9988425374031067,-1.4843474893666553e-08,0.04809927940368652|1.5006778042447877e-08,1,-3.03399638745816e-09|Running
-908.5865478515625,171.79454040527344,861.9874877929688|0.9988426566123962,-1.1124293486375336e-08,0.04809693619608879|1.1246672038112138e-08,1,-2.2737933758065765e-09|Running
-908.1275634765625,171.79454040527344,861.7891235351562|0.9990453720092773,-1.854515296884074e-08,0.04368399456143379|1.8728437467530057e-08,1,-3.7864151813948865e-09|Running
-907.6693725585938,171.79454040527344,861.589111328125|0.9991055130958557,-1.8531757461914822e-08,0.04228691756725311|1.870843746587525e-08,1,-3.7823721932284116e-09|Running
-907.210693359375,171.79454040527344,861.3902587890625|0.9991056323051453,-1.8511993715719655e-08,0.04228454455733299|1.868847299135723e-08,1,-3.7783323136864055e-09|Running
-906.9346313476562,171.79454040527344,861.2728881835938|0.99910569190979,-1.1097723628950007e-08,0.04228226840496063|1.1203514560520489e-08,1,-2.2650625819409242e-09|Running
-906.5662231445312,171.79454040527344,861.1168823242188|0.99910569190979,-1.4785909385750529e-08,0.04228246212005615|1.492685974824326e-08,1,-3.01782443479226e-09|Running
-906.01025390625,171.79454040527344,860.8912353515625|0.9993347525596619,-2.218659922448296e-08,0.03646932542324066|2.236638785291234e-08,1,-4.521899299447796e-09|Running
-905.5458984375,171.79454040527344,860.7056884765625|0.9995298981666565,-1.849261188624496e-08,0.03065822273492813|1.8616754360323284e-08,1,-3.763820366486925e-09|Running
-904.9878540039062,171.79454040527344,860.4854125976562|0.999530017375946,-2.2165083990444145e-08,0.030654430389404297|2.2313860981171274e-08,1,-4.511274021012923e-09|Running
-904.6135864257812,171.79454040527344,860.3441772460938|0.999691367149353,-1.4780801471658833e-08,0.02484336495399475|1.4860024322160825e-08,1,-3.004303250619955e-09|Running
-904.33251953125,171.79454040527344,860.2393798828125|0.9996914267539978,-1.1077322170649495e-08,0.024840891361236572|1.1136688904400671e-08,1,-2.251542952080854e-09|Running
-904.1451416015625,171.79454040527344,860.1695556640625|0.9996914267539978,-7.3809380829459315e-09,0.024841058999300003|7.420495329313326e-09,1,-1.5002273867636973e-09|Running
-903.7693481445312,171.79454040527344,860.0325317382812|0.9998188614845276,-1.4771723400031078e-08,0.019031602889299393|1.4831476491394824e-08,1,-2.9985305349811142e-09|Running
-903.299072265625,171.79454040527344,859.8629760742188|0.9998189210891724,-1.8446916882908226e-08,0.01903047226369381|1.8521530975590395e-08,1,-3.744557552920469e-09|Running
-903.01611328125,171.79454040527344,859.7632446289062|0.9998189210891724,-1.1058702398258902e-08,0.0190307404845953|1.1103433728010259e-08,1,-2.244813668283996e-09|Running
-902.54296875,171.79454040527344,859.6015625|0.9998189210891724,-1.8415434510643536e-08,0.019028190523386|1.848991360020591e-08,1,-3.7381582274065295e-09|Running
-902.1633911132812,171.79454040527344,859.4752807617188|0.9998189210891724,-1.4718182228534715e-08,0.019028449431061745|1.4777707946223018e-08,1,-2.987649461161368e-09|Running
-901.6875610351562,171.79454040527344,859.3215942382812|0.9998189806938171,-1.8380045929689004e-08,0.019025927409529686|1.845437225256319e-08,1,-3.730969311277477e-09|Running
-901.2106323242188,171.79454040527344,859.1715087890625|0.9998189806938171,-1.8360410081186274e-08,0.019026175141334534|1.8434658244359525e-08,1,-3.726982722440653e-09|Running
-900.8275146484375,171.79454040527344,859.056640625|0.9998189806938171,-1.4674206738618523e-08,0.019026417285203934|1.4733548603373947e-08,1,-2.9787186051066783e-09|Running
-900.3444213867188,171.79454040527344,858.9278564453125|0.9998189806938171,-1.8325128081642106e-08,0.019026603549718857|1.8399234136268205e-08,1,-3.719817343039722e-09|Running
-899.956298828125,171.79454040527344,858.8311767578125|0.9998190402984619,-1.4646023061004598e-08,0.0190240778028965|1.4705242357138104e-08,1,-2.972991408611847e-09|Running
-899.3717651367188,171.79454040527344,858.6956176757812|0.9998190999031067,-2.1945588457583654e-08,0.019021492451429367|2.203431037628434e-08,1,-4.454725477387456e-09|Running
-898.9807739257812,171.79454040527344,858.6112670898438|0.9998190999031067,-1.461477161512903e-08,0.019021715968847275|1.467385768449958e-08,1,-2.966647594249139e-09|Running
-898.4905395507812,171.79454040527344,858.51318359375|0.9998191595077515,-1.8250936761887715e-08,0.019017737358808517|1.8324707085071168e-08,1,-3.7047451773020157e-09|Running
-898.096435546875,171.79454040527344,858.4451904296875|0.999819278717041,-1.4586746921452232e-08,0.01901230216026306|1.4645689105918791e-08,1,-2.9609463769730837e-09|Running
-897.800048828125,171.79454040527344,858.3984985351562|0.999819278717041,-1.0931891836207797e-08,0.019011007621884346|1.0976061837197904e-08,1,-2.21904827846231e-09|Running
-897.6024169921875,171.79454040527344,858.3677978515625|0.999819278717041,-7.2840355969105985e-09,0.01901109144091606|7.313466277025782e-09,1,-1.4785748181367353e-09|Running
-897.1074829101562,171.79454040527344,858.296875|0.9998193383216858,-1.8196500306544294e-08,0.019008329138159752|1.8270011281629195e-08,1,-3.6936744773896635e-09|Running
-896.6116333007812,171.79454040527344,858.232666015625|0.9998193979263306,-1.817708117357597e-08,0.019005628302693367|1.82505033308189e-08,1,-3.6897316313400097e-09|Running
-896.3136596679688,171.79454040527344,858.1978149414062|0.9998193979263306,-1.0896938462678918e-08,0.01900574192404747|1.0940954808802417e-08,1,-2.2119477360860174e-09|Running
-895.915771484375,171.79454040527344,858.15625|0.9998193979263306,-1.4518404256591566e-08,0.019002966582775116|1.4577040019503329e-08,1,-2.947057931024233e-09|Running
-895.5177001953125,171.79454040527344,858.116943359375|0.9998193979263306,-1.4505991963176257e-08,0.019003042951226234|1.4564577099918097e-08,1,-2.9445361704460993e-09|Running
-895.0199584960938,171.79454040527344,858.0689697265625|0.9998193979263306,-1.8115049016387275e-08,0.019003117457032204|1.8188210049174813e-08,1,-3.677127935475255e-09|Running
-894.6217651367188,171.79454040527344,858.0315551757812|0.9998194575309753,-1.4478105825332932e-08,0.019000351428985596|1.4536570169809693e-08,1,-2.9388718125744617e-09|Running
-894.3231201171875,171.79454040527344,858.0035400390625|0.9998194575309753,-1.0850455645083912e-08,0.019000422209501266|1.0894270374706139e-08,1,-2.2025044010831607e-09|Running
-893.9249267578125,171.79454040527344,857.9661865234375|0.9998194575309753,-1.4456456476352741e-08,0.019000474363565445|1.4514832891165952e-08,1,-2.934475995530761e-09|Running
-893.5267333984375,171.79454040527344,857.9288330078125|0.9998194575309753,-1.4444101914534713e-08,0.019000543281435966|1.450242859135642e-08,1,-2.9319677796735277e-09|Running
-893.0289916992188,171.79454040527344,857.8821411132812|0.9998194575309753,-1.8037766835732327e-08,0.019000614061951637|1.8110606347931935e-08,1,-3.6614342668883637e-09|Running
-892.6307983398438,171.79454040527344,857.8452758789062|0.9998194575309753,-1.4416343674383825e-08,0.01900070160627365|1.447455932890307e-08,1,-2.926330511243691e-09|Running
-892.133056640625,171.79454040527344,857.7978515625|0.9998195171356201,-1.8003122548293504e-08,0.018997905775904655|1.8075811070161762e-08,1,-3.654396119046055e-09|Running
-891.8345947265625,171.79454040527344,857.7673950195312|0.9998195171356201,-1.079264766445931e-08,0.01899799518287182|1.0836223474086637e-08,1,-2.1907620162409103e-09|Running
-891.5363159179688,171.79454040527344,857.735107421875|0.9998195767402649,-1.0785735859997203e-08,0.018995173275470734|1.0829277030666162e-08,1,-2.1893575841147594e-09|Running
-891.0391845703125,171.79454040527344,857.6803588867188|0.9998195767402649,-1.796087012451153e-08,0.01899522915482521|1.803337568162533e-08,1,-3.6458116525750484e-09|Running
-890.6414794921875,171.79454040527344,857.6366577148438|0.9998195767402649,-1.4354881727740576e-08,0.01899533160030842|1.441283181691233e-08,1,-2.9138449431087565e-09|Running
-890.3432006835938,171.79454040527344,857.6038818359375|0.9998196363449097,-1.0758122392928726e-08,0.01899251900613308|1.0801545435867865e-08,1,-2.1837502917065876e-09|Running
-889.9454956054688,171.79454040527344,857.5601806640625|0.9998196363449097,-1.4333438436153756e-08,0.018992580473423004|1.4391292602056183e-08,1,-2.909489538183152e-09|Running
-889.4483642578125,171.79454040527344,857.5055541992188|0.9998196363449097,-1.7899582260838542e-08,0.018992658704519272|1.797183202256747e-08,1,-3.633366718602815e-09|Running
-888.9512329101562,171.79454040527344,857.451904296875|0.9998196363449097,-1.7880472213960275e-08,0.01899275928735733|1.7952643815988267e-08,1,-3.629484046641096e-09|Running
-888.5532836914062,171.79454040527344,857.4114379882812|0.9998196363449097,-1.4290623795432111e-08,0.01899285987019539|1.4348306542899536e-08,1,-2.900796491900337e-09|Running
-888.254638671875,171.79454040527344,857.3834838867188|0.9998196959495544,-1.0709965359012585e-08,0.018990030512213707|1.0753188561807292e-08,1,-2.1739707811718745e-09|Running
-887.856201171875,171.79454040527344,857.3468627929688|0.9998196959495544,-1.4269279979828298e-08,0.018990082666277885|1.4326867692204814e-08,1,-2.8964628473460152e-09|Running
-887.4571533203125,171.79454040527344,857.3191528320312|0.9998196959495544,-1.425709772462369e-08,0.018990153446793556|1.4314635699008704e-08,1,-2.8939897145363602e-09|Running
-887.0577392578125,171.79454040527344,857.2974243164062|0.9998196959495544,-1.42449252393817e-08,0.018990207463502884|1.430241525213205e-08,1,-2.8915185801281496e-09|Running
-886.6580810546875,171.79454040527344,857.2813110351562|0.9998196959495544,-1.4232764300459166e-08,0.018990252166986465|1.4290205463396433e-08,1,-2.889049444121383e-09|Running
-886.2581787109375,171.79454040527344,857.271484375|0.9998196959495544,-1.4220613131499249e-08,0.01899028941988945|1.4278005444623432e-08,1,-2.886582528560666e-09|Running
-885.8582763671875,171.79454040527344,857.2706909179688|0.9998196959495544,-1.4208472620680368e-08,0.018990319222211838|1.4265815195813047e-08,1,-2.8841176114013933e-09|Running
-885.4583740234375,171.79454040527344,857.2793579101562|0.9998196959495544,-1.4196342768002523e-08,0.018990332260727882|1.4253637381500539e-08,1,-2.8816551367327747e-09|Running
-885.0588989257812,171.79454040527344,857.29931640625|0.9998196959495544,-1.4184223573465715e-08,0.018990330398082733|1.4241468448972228e-08,1,-2.8791944384209955e-09|Running
-884.5604858398438,171.79454040527344,857.3383178710938|0.9998196959495544,-1.7713253086526493e-08,0.01899030990898609|1.7784740791171316e-08,1,-3.595536091083318e-09|Running
-884.16259765625,171.79454040527344,857.3792724609375|0.9998196959495544,-1.415699202311771e-08,0.01899026520550251|1.4214126764500179e-08,1,-2.873665749802967e-09|Running
-883.7654418945312,171.79454040527344,857.4268188476562|0.9998196959495544,-1.414490657936085e-08,0.018990211188793182|1.4201992470930236e-08,1,-2.8712121569185456e-09|Running
-883.4681396484375,171.79454040527344,857.4666748046875|0.9998196959495544,-1.0600754940526258e-08,0.018990149721503258|1.0643537606824793e-08,1,-2.15180007145932e-09|Running
-883.0725708007812,171.79454040527344,857.5259399414062|0.9998196959495544,-1.4123783920183541e-08,0.01899009570479393|1.4180783658446217e-08,1,-2.8669215890175792e-09|Running
-882.677490234375,171.79454040527344,857.5884399414062|0.9998196959495544,-1.4111720680887174e-08,0.018990013748407364|1.4168671569336766e-08,1,-2.8644737692928857e-09|Running
-882.282470703125,171.79454040527344,857.6514282226562|0.9998196959495544,-1.4099673428802362e-08,0.0189899280667305|1.415657635561729e-08,1,-2.8620275038804266e-09|Running
-881.887451171875,171.79454040527344,857.7144165039062|0.9998196959495544,-1.4087635946680166e-08,0.018989840522408485|1.414449002368201e-08,1,-2.859582570735597e-09|Running
-881.492431640625,171.79454040527344,857.7774047851562|0.9998196959495544,-1.4075610010877426e-08,0.01898975297808647|1.4132414349887767e-08,1,-2.857138969858397e-09|Running
-881.097412109375,171.79454040527344,857.8403930664062|0.9998196959495544,-1.4063592068680464e-08,0.018989667296409607|1.4120348446056141e-08,1,-2.8546978114718513e-09|Running
-880.702392578125,171.79454040527344,857.9033813476562|0.9998196959495544,-1.4051586560981377e-08,0.018989577889442444|1.4108293200365551e-08,1,-2.8522568751299104e-09|Running
-880.307373046875,171.79454040527344,857.9663696289062|0.9998196959495544,-1.4039587270531229e-08,0.01898949407041073|1.409624506010232e-08,1,-2.8498186033232287e-09|Running
-879.9119262695312,171.79454040527344,858.0267333984375|0.9998196959495544,-1.4027597750043697e-08,0.018989406526088715|1.4084207577980123e-08,1,-2.8473821078733863e-09|Running
-879.5156860351562,171.79454040527344,858.081298828125|0.9998196959495544,-1.4015617999518781e-08,0.018989322707057|1.4072178977642125e-08,1,-2.8449476108249883e-09|Running
-879.0191650390625,171.79454040527344,858.139892578125|0.9998196959495544,-1.7502697957638702e-08,0.01898925006389618|1.7573329458286935e-08,1,-3.552766303371868e-09|Running
-878.7203979492188,171.79454040527344,858.1671142578125|0.9998196959495544,-1.0492647639637198e-08,0.01898917369544506|1.0534991545796402e-08,1,-2.1298371954969753e-09|Running
-878.2213134765625,171.79454040527344,858.1970825195312|0.9998196959495544,-1.7472805424745275e-08,0.018989138305187225|1.7543316133128428e-08,1,-3.5466942716055883e-09|Running
-877.821533203125,171.79454040527344,858.2102661132812|0.9998196959495544,-1.3964812417555095e-08,0.01898910477757454|1.4021168226463487e-08,1,-2.8346278657664925e-09|Running
-877.421630859375,171.79454040527344,858.2136840820312|0.9998196959495544,-1.3952880628664843e-08,0.01898909918963909|1.4009187587760152e-08,1,-2.8322044709483407e-09|Running
-877.1217041015625,171.79454040527344,858.2120361328125|0.9998196959495544,-1.0456836285754889e-08,0.01898910477757454|1.0499034530653262e-08,1,-2.1225643465072608e-09|Running
-876.621826171875,171.79454040527344,858.2024536132812|0.9998196959495544,-1.741316957293293e-08,0.018989115953445435|1.7483440473142764e-08,1,-3.5345826265853475e-09|Running
-876.223388671875,171.76731872558594,858.192138671875|0.9998196959495544,-1.3917145658126628e-08,0.01898914761841297|1.3973308732317946e-08,1,-2.824946720991761e-09|Running
-875.9278564453125,171.7222442626953,858.1842651367188|0.9998196959495544,-1.0430055041865671e-08,0.01898917369544506|1.047214581717526e-08,1,-2.1171249198204123e-09|Running
-875.5421752929688,171.61891174316406,858.1739501953125|0.9998196959495544,-1.3896346295894091e-08,0.018989194184541702|1.3952424993135537e-08,1,-2.820720546026223e-09|Running
-875.07470703125,171.41311645507812,858.1674194335938|0.9998196959495544,-1.7353736225800276e-08,0.01898922398686409|1.742376731783679e-08,1,-3.5225096173263637e-09|Running
-874.7147216796875,171.1888427734375,858.1669921875|0.9998196959495544,-1.3869647652597905e-08,0.01898924820125103|1.3925619768428987e-08,1,-2.815297550640139e-09|Running
-874.3565673828125,172.05429077148438,858.167236328125|0.9998196959495544,-1.3857808234263302e-08,0.018989259377121925|1.3913731500281301e-08,1,-2.812889476899727e-09|Jumping
-874.0736083984375,172.6676025390625,858.1710815429688|0.9998196959495544,-1.0385590165640224e-08,0.01898926869034767|1.0427500640730614e-08,1,-2.108089036667593e-09|Freefall
-873.575927734375,173.62168884277344,858.1902465820312|0.9998196959495544,-1.7294535581413584e-08,0.01898927241563797|1.736432864163362e-08,1,-3.510477908363896e-09|Freefall
-873.176513671875,174.32363891601562,858.2114868164062|0.9998196959495544,-1.3822337052715739e-08,0.018989255651831627|1.3878117322008166e-08,1,-2.8056814649346506e-09|Freefall
-872.7774047851562,174.97108459472656,858.2383422851562|0.9998196959495544,-1.3810528720625825e-08,0.018989233300089836|1.3866261916462008e-08,1,-2.8032827170676455e-09|Freefall
-872.378662109375,175.5640411376953,858.26953125|0.9998196959495544,-1.379872838214169e-08,0.018989205360412598|1.3854412728164789e-08,1,-2.8008861896466897e-09|Freefall
-871.97998046875,176.1024932861328,858.30126953125|0.9998196959495544,-1.3786942254512269e-08,0.018989166244864464|1.3842578638900704e-08,1,-2.7984905504041535e-09|Freefall
-871.5823974609375,176.58644104003906,858.3448486328125|0.9998196959495544,-1.3775164120488625e-08,0.01898912712931633|1.3830753431420817e-08,1,-2.796099352053716e-09|Freefall
-871.08642578125,177.11474609375,858.408447265625|0.9998196959495544,-1.720240483393809e-08,0.018989073112607002|1.727182485922185e-08,1,-3.4917628788377897e-09|Freefall
-870.7891845703125,177.39085388183594,858.448974609375|0.9998196959495544,-1.031262275574818e-08,0.018988989293575287|1.0354238355603229e-08,1,-2.0932664490658226e-09|Freefall
-870.1951904296875,177.85108947753906,858.53369140625|0.9998196959495544,-2.0605416040098135e-08,0.01898893155157566|2.068856730375046e-08,1,-4.1825067853551445e-09|Freefall
-869.7998657226562,178.0897979736328,858.5943603515625|0.9998196959495544,-1.3722268654703385e-08,0.018988817930221558|1.3777643914636428e-08,1,-2.7853583883796773e-09|Freefall
-869.4046020507812,178.2740020751953,858.6556396484375|0.9998196959495544,-1.3710541146849664e-08,0.018988734111189842|1.3765868445148044e-08,1,-2.7829769599918563e-09|Freefall
-869.108154296875,178.3763885498047,858.7015991210938|0.9998196959495544,-1.027521534524567e-08,0.018988652154803276|1.031667995476937e-08,1,-2.085671413354362e-09|Freefall
-868.712890625,178.4652099609375,858.7628784179688|0.9998196959495544,-1.3690041988922985e-08,0.018988588824868202|1.3745285798449913e-08,1,-2.7788147338725366e-09|Freefall
-868.317626953125,178.49954223632812,858.8241577148438|0.9998196959495544,-1.3678342014600275e-08,0.018988505005836487|1.373353875067096e-08,1,-2.7764390786444437e-09|Freefall
-867.92236328125,178.4793701171875,858.8854370117188|0.9998196959495544,-1.3666651810240182e-08,0.018988419324159622|1.3721800584676203e-08,1,-2.774065421817795e-09|Freefall
-867.527099609375,178.40469360351562,858.9467163085938|0.9998196959495544,-1.3654971375842706e-08,0.018988333642482758|1.3710073076822482e-08,1,-2.771693763392591e-09|Freefall
