yahayuk zepetto|false|12018
-96.25809478759766,443.2976379394531,-191.77645874023438|-0.9093489050865173,3.895069156101272e-08,-0.4160343408584595|8.093508085948997e-09,1,7.593331474708975e-08|Freefall
-96.64920806884766,443.4883728027344,-191.95542907714844|-0.9093488454818726,3.992018093867955e-08,-0.416034460067749|8.424775543858232e-09,1,7.753954633926696e-08|Freefall
-97.01976013183594,443.6690979003906,-192.12498474121094|-0.9093488454818726,4.083869598048295e-08,-0.416034460067749|8.738636481098183e-09,1,7.906130861101701e-08|Freefall
-97.07650756835938,443.69677734375,-192.1509552001953|-0.9093489050865173,4.097936923130874e-08,-0.4160343408584595|8.786709138064452e-09,1,7.929438083920104e-08|Freefall
-97.49405670166016,443.7596435546875,-192.34202575683594|-0.9093488454818726,4.2012409551261953e-08,-0.416034460067749|9.139696999227453e-09,1,8.100587223225375e-08|Freefall
-97.89453887939453,443.8199157714844,-192.52528381347656|-0.9093488454818726,4.300321876371527e-08,-0.416034460067749|9.478263507389784e-09,1,8.264741069297088e-08|Freefall
-97.8949203491211,443.8199768066406,-192.52545166015625|-0.9093488454818726,4.300416023284015e-08,-0.416034460067749|9.478581475264036e-09,1,8.264898099241691e-08|Freefall
-98.3318099975586,443.82855224609375,-192.725341796875|-0.9093488454818726,4.412548548771156e-08,-0.416034460067749|9.861746974593188e-09,1,8.450675181848055e-08|Freefall
-98.68228912353516,443.83544921875,-192.8856964111328|-0.9093488454818726,4.502504324932488e-08,-0.416034460067749|1.0169127762083008e-08,1,8.599710099588265e-08|Landed
-98.9524154663086,443.81158447265625,-193.00927734375|-0.9093488454818726,4.5741941789856355e-08,-0.416034460067749|1.0414101581091018e-08,1,8.718483002212452e-08|Landed
-99.32496643066406,443.7786865234375,-193.1797332763672|-0.9093488454818726,4.673068332294861e-08,-0.416034460067749|1.0751964651944945e-08,1,8.882293656142792e-08|Running
-99.35791015625,443.7757873535156,-193.19480895996094|-0.9093488454818726,4.6818119159297567e-08,-0.416034460067749|1.0781841197626818e-08,1,8.896778780353998e-08|Running
-99.66249084472656,443.6317443847656,-193.3341522216797|-0.9093488454818726,4.760595473385365e-08,-0.416034460067749|1.1051060511135802e-08,1,9.027303349284921e-08|Running
-99.99370574951172,443.47509765625,-193.48568725585938|-0.9093488454818726,4.8462649004932246e-08,-0.416034460067749|1.1343800565555284e-08,1,9.169235681838472e-08|Running
-100.0499496459961,443.448486328125,-193.51141357421875|-0.9093488454818726,4.8608136182792805e-08,-0.416034460067749|1.1393507470813802e-08,1,9.193340133606398e-08|Running
-100.39248657226562,443.33935546875,-193.66319274902344|-0.9267927408218384,4.479461424011788e-08,-0.37557321786880493|1.0506134628940345e-08,1,9.334425499218924e-08|Running
-100.7554702758789,443.22369384765625,-193.82403564453125|-0.9433134198188782,4.0579589466460675e-08,-0.331903338432312|9.634609554609597e-09,1,9.488043417604786e-08|Running
-101.10548400878906,443.5790710449219,-193.9357452392578|-0.9606357216835022,3.4486959066271083e-08,-0.2778111696243286|8.053739009028504e-09,1,9.62893125233677e-08|Running
-101.53941345214844,444.0196533203125,-194.07423400878906|-0.9778031706809998,2.663758280618822e-08,-0.20952576398849487|6.209003089452381e-09,1,9.815688883918483e-08|Running
-101.62224578857422,444.103759765625,-194.10067749023438|-0.9805313944816589,2.5104885281734823e-08,-0.19636227190494537|5.8720419637836585e-09,1,9.852791293951668e-08|Running
-102.14419555664062,445.1715393066406,-194.19061279296875|-0.99336838722229,3.5548382015804236e-08,-0.1149754524230957|-9.0212068926121e-09,1,3.8712386185579817e-07|Running
-102.58026123046875,446.06365966796875,-194.2657470703125|-0.9989249110221863,2.5931228719855426e-08,-0.04635804891586304|-3.2085836210171692e-09,1,6.285068820943707e-07|Jumping
-102.66656494140625,446.2402038574219,-194.28062438964844|-0.9994638562202454,2.2050945958085322e-08,-0.03274160996079445|-8.896399589231052e-11,1,6.761995337001281e-07|Freefall
-103.05854797363281,446.87591552734375,-194.27391052246094|-0.9993479251861572,-2.156573941647366e-08,0.03610682487487793|1.4481145171885146e-09,1,6.373555834215949e-07|Freefall
-103.41596984863281,447.45556640625,-194.2677764892578|-0.9951128363609314,-5.8922211110257194e-08,0.09874510765075684|5.168772077013273e-10,1,6.019196234774427e-07|Freefall
-103.46500396728516,447.53509521484375,-194.26693725585938|-0.9942253232002258,-6.385826623045432e-08,0.1073126271367073|2.1562669705321724e-10,1,5.970653091935674e-07|Freefall
-104.35474395751953,448.6181335449219,-194.1686553955078|-0.9922890067100525,-8.203497259273718e-08,0.1239469051361084|-7.696598913753405e-10,1,6.556948619618197e-07|Freefall
-105.05530548095703,449.47088623046875,-194.0912628173828|-0.9905682802200317,-9.701598457922955e-08,0.13701987266540527|-8.545749663468882e-10,1,7.01865133123647e-07|Jumping
-105.61896514892578,449.9091796875,-193.9991455078125|-0.9665888547897339,-0.0000024447815576422727,0.2563326358795166|-4.2096348806808237e-07,1,0.000007950156032165978|Freefall
-106.04178619384766,450.2379455566406,-193.9300537109375|-0.9391759037971497,-0.000004745605565403821,0.34343644976615906|-1.5594496005633118e-07,1,0.000013391548236540984|Freefall
-106.4735336303711,450.4259948730469,-193.7892303466797|-0.9107138514518738,-0.0000033312746836600127,0.41303765773773193|1.5719865587016102e-07,1,0.000008411913768213708|Freefall
-106.92132568359375,450.6210021972656,-193.64317321777344|-0.8757565021514893,-0.000001487877625550027,0.4827535152435303|8.574136245442787e-08,1,0.000003237608552808524|Freefall
-107.07582092285156,450.68829345703125,-193.59278869628906|-0.8624477386474609,-7.648496307410824e-07,0.5061461329460144|-3.2519846371315e-08,1,0.000001455711867492937|Freefall
-107.55917358398438,450.6982421875,-193.30921936035156|-0.8555814623832703,-3.928068394998263e-07,0.5176684856414795|-9.94603510662273e-09,1,7.423618058055581e-07|Freefall
-108.10916900634766,450.70953369140625,-192.98655700683594|-0.8475812673568726,4.0429306125133735e-08,0.5306656360626221|4.100039419085988e-09,1,-6.96374300446223e-08|Freefall
-108.53498077392578,450.5378112792969,-192.71495056152344|-0.8368045091629028,-1.298629648260885e-08,0.5475021600723267|1.4510353807395404e-08,1,4.589686852796149e-08|Freefall
-108.86792755126953,450.403564453125,-192.50257873535156|-0.8281446695327759,-5.61836905887958e-08,0.5605144500732422|2.425801426397811e-08,1,1.3607647986191296e-07|Freefall
-109.4194107055664,449.9715576171875,-192.12535095214844|-0.820138692855835,-7.223438558412454e-08,0.5721648931503296|9.940194445334782e-09,1,1.4049575725039176e-07|Freefall
-109.61073303222656,449.8216857910156,-191.99447631835938|-0.8173229098320007,-7.778479016451456e-08,0.5761798620223999|4.987770640951794e-09,1,1.4207614640326938e-07|Freefall
-109.97401428222656,449.39501953125,-191.73292541503906|-0.8093851208686829,-8.769789872076217e-08,0.5872780084609985|-2.709551694124457e-09,1,1.45595123512976e-07|Freefall
-110.31710815429688,448.9920654296875,-191.48590087890625|-0.8017503023147583,-9.702488057428127e-08,0.5976593494415283|-9.934353784046834e-09,1,1.4901469569394976e-07|Freefall
-110.3410873413086,448.9638977050781,-191.46864318847656|-0.8012116551399231,-9.767540376515171e-08,0.5983810424804688|-1.0437628539250454e-08,1,1.4925716129710054e-07|Freefall
-110.82780456542969,448.1743469238281,-191.1004180908203|-0.7980697154998779,-7.616464614557117e-08,0.602564811706543|-8.647543126016899e-09,1,1.149474329054101e-07|Freefall
-111.15479278564453,447.6438903808594,-190.85302734375|-0.7959467172622681,-6.163429588923464e-08,0.6053668260574341|-7.545732927383142e-09,1,9.189190564029559e-08|Freefall
-111.21831512451172,447.54083251953125,-190.8049774169922|-0.7955331206321716,-5.880442799366392e-08,0.605910062789917|-7.34110594535764e-09,1,8.7412864502312e-08|Freefall
-111.58853149414062,447.88104248046875,-190.5229949951172|-0.7955257892608643,-4.032867906289539e-08,0.6059198379516602|-5.335966335451303e-09,1,5.9552071718371735e-08|Landed
-111.85111999511719,448.1223449707031,-190.32298278808594|-0.795520544052124,-2.7224249521395905e-08,0.6059267520904541|-3.913992685511403e-09,1,3.9791263617416917e-08|Landed
-111.85379028320312,448.12481689453125,-190.32095336914062|-0.7955204248428345,-2.709080604290648e-08,0.6059267520904541|-3.899512268645822e-09,1,3.9590041467363335e-08|Landed
-112.48822784423828,448.5816650390625,-189.8515167236328|-0.8207725286483765,3.773719114974483e-09,0.5712552070617676|2.8850255517909318e-12,1,-6.601868385303078e-09|Running
-112.72631072998047,448.75311279296875,-189.67535400390625|-0.8298608064651489,1.4968543737836626e-08,0.5579704642295837|1.977872532421543e-09,1,-2.3885109001753335e-08|Running
-113.06138610839844,448.7803955078125,-189.4622039794922|-0.8497241139411926,2.70941207247688e-08,0.5272282361984253|4.297826095012169e-09,1,-4.446303947247543e-08|Running
-113.47401428222656,448.8139953613281,-189.19970703125|-0.8726186752319336,4.1169350595282594e-08,0.4884020984172821|8.187045708041296e-09,1,-6.966632781768567e-08|Running
-113.81786346435547,449.621826171875,-189.03033447265625|-0.9062913656234741,6.216200443276421e-09,0.4226539134979248|1.2137253868615971e-08,1,1.1318215697997402e-08|Running
-114.3514633178711,450.8754577636719,-188.7675018310547|-0.948695182800293,-3.722621855217767e-08,0.3161921501159668|6.411870145939247e-09,1,1.3697091105768777e-07|Running
-115.17581176757812,452.3408508300781,-188.52406311035156|-0.968738317489624,-4.2181554249509645e-08,0.24808549880981445|1.4015952842783008e-09,1,1.7550141251376772e-07|Jumping
-115.40574645996094,452.7496032714844,-188.45616149902344|-0.9734616875648499,-4.307639045464384e-08,0.2288501113653183|-4.8271558972246e-10,1,1.8617637920215202e-07|Freefall
-116.19342041015625,453.83502197265625,-188.28411865234375|-0.9819515943527222,-3.249304114660845e-08,0.18913209438323975|-1.0815170981004485e-10,1,1.7123923612416547e-07|Freefall
-116.38261413574219,454.0957336425781,-188.2427978515625|-0.98375004529953,-3.003036042059648e-08,0.179543599486351|7.215480296585142e-11,1,1.676547753959312e-07|Jumping
-117.33556365966797,455.06732177734375,-188.0835723876953|-0.9901392459869385,-2.236404839095485e-08,0.14008665084838867|1.8914647625933867e-11,1,1.5977811074208148e-07|Freefall
-117.36880493164062,455.1012268066406,-188.07801818847656|-0.990333616733551,-2.2101550811726156e-08,0.13870593905448914|2.273320941215129e-11,1,1.5950337228787248e-07|Freefall
-118.216064453125,455.6839599609375,-187.96652221679688|-0.9940466284751892,-1.712509600793055e-08,0.1089552640914917|-2.9771740628348198e-12,1,1.5714840628788806e-07|Freefall
-118.26107788085938,455.7149353027344,-187.96060180664062|-0.9942189455032349,-1.6862216511981387e-08,0.10737176984548569|-2.3615347958388933e-12,1,1.570232797121207e-07|Freefall
-118.97196960449219,455.9709777832031,-187.8885955810547|-0.9955760836601257,-1.524273329778225e-08,0.09395956993103027|5.680789172402001e-11,1,1.6282861281524674e-07|Freefall
-119.25594329833984,456.0732421875,-187.85983276367188|-0.9960675239562988,-1.4573257267613826e-08,0.0885971337556839|5.85848522471899e-11,1,1.6514768219622056e-07|Freefall
-119.77842712402344,456.10040283203125,-187.81356811523438|-0.9960948824882507,-1.0222741764209786e-08,0.08828997611999512|4.055067392982892e-11,1,1.1624366180740253e-07|Freefall
-120.05281829833984,456.1146545410156,-187.7892608642578|-0.996109127998352,-7.943970814494605e-09,0.08812857419252396|3.7130420266207054e-11,1,9.056037697519059e-08|Freefall
-120.57884216308594,455.9801025390625,-187.74269104003906|-0.9959152936935425,-3.754133004463256e-09,0.0902930498123169|6.115108419635362e-11,1,4.22517132392386e-08|Freefall
-121.04891204833984,455.8598327636719,-187.70106506347656|-0.9957380294799805,7.856099104586178e-11,0.0922267884016037|-6.2092605362940034e-12,1,-9.188630412104715e-10|Freefall
-121.56800842285156,455.5671691894531,-187.65293884277344|-0.9957135319709778,3.917305591016884e-09,0.09249138832092285|-3.934630399271555e-11,1,-4.2776761688401166e-08|Freefall
-121.84550476074219,455.4107360839844,-187.62721252441406|-0.9957003593444824,5.973916028523263e-09,0.09263262152671814|-6.161588600450685e-11,1,-6.515271877560735e-08|Freefall
-122.52372741699219,454.8427734375,-187.56411743164062|-0.9956996440887451,1.0968051356030628e-08,0.09264123439788818|-1.0906830993917538e-10,1,-1.1956520040712348e-07|Freefall
-122.64207458496094,454.74365234375,-187.55311584472656|-0.995699405670166,1.1839569324934018e-08,0.09264259040355682|-1.1739179073266826e-10,1,-1.2906004087653855e-07|Freefall
-123.45328521728516,453.80023193359375,-187.47398376464844|-0.9947924613952637,1.7127121054727468e-08,0.10192131996154785|-1.67467817391298e-10,1,-1.696771079195969e-07|Freefall
-123.73687744140625,453.4704284667969,-187.44631958007812|-0.9944550395011902,1.906418489738826e-08,0.10516288131475449|-2.742917282194668e-10,1,-1.8387625289051357e-07|Freefall
-124.6902847290039,452.0177307128906,-187.34475708007812|-0.9943511486053467,1.994310849795511e-08,0.1061406135559082|-4.475282366911415e-10,1,-1.9208584944863105e-07|Freefall
-124.73123931884766,451.955322265625,-187.34039306640625|-0.9943466186523438,1.9981039045546822e-08,0.10618270188570023|-4.5517395408367634e-10,1,-1.924385060192435e-07|Freefall
-125.3571548461914,451.1768798828125,-187.25433349609375|-0.9939575791358948,-4.600565262080636e-09,0.10976517200469971|-5.667022406896649e-10,1,3.678116655692065e-08|Freefall
-125.68221282958984,450.7726135253906,-187.2096405029297|-0.9937503933906555,-1.769066315659984e-08,0.1116250529885292|-2.987463887382802e-10,1,1.5582328671825962e-07|Freefall
-126.09737396240234,450.8171081542969,-187.1007080078125|-0.9938462376594543,-3.1201722094920115e-08,0.11076927185058594|-3.33528760165791e-11,1,2.813828814396402e-07|Freefall
-126.56139373779297,450.8668212890625,-186.97897338867188|-0.9939524531364441,-4.617560023234546e-08,0.10981273651123047|1.3531575859815348e-10,1,4.217193918520934e-07|Freefall
-126.57318878173828,450.8680725097656,-186.9758758544922|-0.9939550161361694,-4.6554458066339066e-08,0.10978831350803375|1.3785493579998587e-10,1,4.252864300724468e-07|Landed
-126.95149993896484,451.8117980957031,-186.92489624023438|-0.9955464601516724,-2.731992765347968e-08,0.09427285194396973|-9.666365485827555e-10,1,2.795883347062045e-07|Landed
-127.2984848022461,452.6773986816406,-186.87814331054688|-0.9967930912971497,-1.1661306587029685e-08,0.08002184331417084|1.834100753217438e-11,1,1.4595501340863848e-07|Running
-127.80067443847656,453.5390319824219,-186.84152221679688|-0.9978185892105103,-6.710507705065538e-09,0.06601607799530029|-2.0617818563550827e-10,1,9.853340543486411e-08|Running
-128.2815704345703,454.3641357421875,-186.80645751953125|-0.998616099357605,-2.591140413343851e-09,0.05259165167808533|2.0301955949708628e-10,1,5.312400119805716e-08|Running
-128.7468719482422,454.99920654296875,-186.78347778320312|-0.9987539052963257,-2.233004892104873e-09,0.04990565776824951|2.823021816311666e-10,1,5.0394120876262605e-08|Running
-129.18045043945312,455.5909729003906,-186.76205444335938|-0.9988758563995361,-1.905870128382503e-09,0.04740253835916519|3.6277858495026294e-10,1,4.785062301948528e-08|Running
-129.71682739257812,456.1583557128906,-186.73663330078125|-0.9988765716552734,-1.7383960937422671e-09,0.04738795757293701|4.687503718514563e-10,1,4.656504515310189e-08|Running
-130.07940673828125,456.5419006347656,-186.7194366455078|-0.9988770484924316,-1.6251930912147827e-09,0.04737800732254982|5.40399391901758e-10,1,4.5696005201989465e-08|Running
-130.6190948486328,456.9471435546875,-186.69387817382812|-0.9988769888877869,-1.4575984863540725e-09,0.047377586364746094|6.469313973411772e-10,1,4.4404970367395435e-08|Freefall
-130.97836303710938,457.2169189453125,-186.67686462402344|-0.9988770484924316,-1.3460329517656078e-09,0.047377292066812515|7.178441174815475e-10,1,4.3545565375779915e-08|Freefall
-131.57362365722656,457.4812316894531,-186.648681640625|-0.9988771080970764,-1.1615508554996268e-09,0.04737722873687744|8.351204172640792e-10,1,4.21243484538536e-08|Freefall
-131.8773193359375,457.6160583496094,-186.63429260253906|-0.9988770484924316,-1.0674310324532144e-09,0.047377172857522964|8.949538887748076e-10,1,4.139926090829249e-08|Freefall
-132.42544555664062,457.6911926269531,-186.60833740234375|-0.9988771677017212,-8.978862098274476e-10,0.04737734794616699|1.002742777700405e-09,1,4.009309861885413e-08|Freefall
-132.77627563476562,457.7392578125,-186.5917205810547|-0.9988770484924316,-7.893697362426622e-10,0.047377292066812515|1.071727928625421e-09,1,3.925708114138615e-08|Freefall
-133.1821746826172,457.6703186035156,-186.57249450683594|-0.9988771080970764,-6.640608063435138e-10,0.04737734794616699|1.1513918707350967e-09,1,3.829170225344569e-08|Freefall
-133.6290740966797,457.59442138671875,-186.55133056640625|-0.9988771080970764,-5.260911706272964e-10,0.04737734794616699|1.239103042394163e-09,1,3.72287942695948e-08|Freefall
-133.67523193359375,457.5865783691406,-186.5491485595703|-0.9988770484924316,-5.118401813497542e-10,0.047377292066812515|1.2481605748959623e-09,1,3.711902962777458e-08|Freefall
-134.0856170654297,457.36322021484375,-186.52967834472656|-0.9988771677017212,-3.674767157235692e-10,0.04737734794616699|1.3399343856690393e-09,1,3.60068668214808e-08|Freefall
-134.462646484375,457.1579895019531,-186.5117950439453|-0.9988770484924316,-2.3484328370848573e-10,0.047377172857522964|1.4242502732741968e-09,1,3.498508149846202e-08|Freefall
-134.74024963378906,456.8245544433594,-186.49862670898438|-0.9997175335884094,-1.1335288263580878e-10,0.023766756057739258|6.985452216667909e-10,1,3.415293292619026e-08|Freefall
-135.04916381835938,456.4534912109375,-186.48397827148438|-0.9999968409538269,-1.899589860410167e-12,-0.002521945396438241|-8.564628173335365e-11,1,3.320707264720113e-08|Freefall
-135.3214569091797,455.490478515625,-186.4710693359375|-0.9997879266738892,-1.9377921489649452e-10,-0.020598411560058594|-8.532321515986041e-10,1,3.20057296221421e-08|Freefall
-135.58970642089844,454.5417785644531,-186.45834350585938|-0.9992626309394836,-4.0382097665769834e-10,-0.03839975595474243|-1.5880514681043678e-09,1,3.080887012174571e-08|Freefall
-135.59591674804688,454.5198059082031,-186.4580535888672|-0.9992465376853943,-4.089357186209952e-10,-0.038812022656202316|-1.6048173900884422e-09,1,3.0780991977508165e-08|Freefall
-135.75755310058594,453.6023254394531,-186.4632568359375|-0.9943246245384216,1.9852876675940934e-08,-0.1063883900642395|2.8034108368046873e-09,1,1.6040644368331414e-07|Freefall
-135.8868408203125,452.8684387207031,-186.4674072265625|-0.9871000647544861,4.228999372912767e-08,-0.16010457277297974|3.158062570132736e-12,1,2.641203593611863e-07|Freefall
-136.1389923095703,451.92657470703125,-186.49696350097656|-0.9849319458007812,2.5361206468232922e-08,-0.1729423999786377|2.1881305656279437e-09,1,1.3418366506812163e-07|Freefall
-136.4201202392578,450.8764343261719,-186.5299072265625|-0.9823178052902222,4.509443485289921e-09,-0.18722115457057953|6.618522174761665e-09,1,-1.0640084369129e-08|Freefall
-136.74073791503906,450.334716796875,-186.58912658691406|-0.9810327291488647,-7.700506898800086e-09,-0.19384175539016724|7.811070901198036e-09,1,-7.925759604177074e-08|Freefall
-137.07791137695312,449.7650451660156,-186.6514129638672|-0.9796333909034729,-2.1031851815678237e-08,-0.2007945328950882|9.564348424362379e-09,1,-1.5140555831294478e-07|Landed
-137.37742614746094,449.9286193847656,-186.7144775390625|-0.9782490134239197,-2.2095218099593694e-08,-0.20743417739868164|5.644324119202793e-09,1,-1.3313506030954159e-07|Landed
-137.6798858642578,450.09381103515625,-186.77816772460938|-0.9768052697181702,-2.303937485237384e-08,-0.2141295224428177|1.5601538949638893e-09,1,-1.1471254168782252e-07|Running
-138.17498779296875,451.265869140625,-186.8888702392578|-0.9721016883850098,-2.132586907066525e-08,-0.23455995321273804|-5.2588688959076535e-09,1,-6.912396344205263e-08|Running
-138.5218963623047,452.0871276855469,-186.9664306640625|-0.9685512185096741,-1.954556516636785e-08,-0.2488141804933548|-1.0605494260573778e-08,1,-3.7271192354637606e-08|Jumping
-138.90679931640625,452.755859375,-187.07418823242188|-0.9611602425575256,2.2263364485297643e-09,-0.2759907841682434|-1.1200391725196823e-08,1,4.707298373318736e-08|Freefall
-139.23948669433594,453.3338928222656,-187.16734313964844|-0.9541572332382202,2.289534251076475e-08,-0.29930609464645386|-1.3628355333139552e-08,1,1.1994049486929725e-07|Freefall
-139.38682556152344,453.5898742675781,-187.20858764648438|-0.9508750438690186,3.259261305288419e-08,-0.3095749318599701|-1.5270055442329067e-08,1,1.5218458315757744e-07|Freefall
-139.8204803466797,454.208984375,-187.3615264892578|-0.9393498301506042,4.649455576100081e-08,-0.3429605960845947|-5.862439422799071e-09,1,1.5162510180743993e-07|Freefall
-140.3297119140625,454.9360046386719,-187.54112243652344|-0.9243208765983582,6.258188278707166e-08,-0.38161617517471313|5.201641783969535e-09,1,1.513926690677181e-07|Freefall
-140.6541290283203,455.300537109375,-187.6885986328125|-0.909273087978363,7.002395818744844e-08,-0.4161999821662903|4.270788167559658e-09,1,1.5891555449343286e-07|Freefall
-141.118896484375,455.82281494140625,-187.89987182617188|-0.8854667544364929,8.098740522655135e-08,-0.4647027254104614|2.444437541271327e-09,1,1.6962013660304365e-07|Freefall
-141.14866638183594,455.85626220703125,-187.9134063720703|-0.8838528990745544,8.170116672090444e-08,-0.4677649438381195|2.3077684208061555e-09,1,1.7030228605108277e-07|Freefall
-141.40383911132812,456.0657958984375,-188.0565643310547|-0.8759908080101013,8.059905809432166e-08,-0.48232775926589966|9.685905411060958e-10,1,1.6534519886590715e-07|Freefall
-141.93341064453125,456.5006408691406,-188.35365295410156|-0.8589105010032654,7.804482038409333e-08,-0.5121256709098816|-1.5479786341643376e-09,1,1.549900758845979e-07|Freefall
-142.7063446044922,456.8691101074219,-188.81475830078125|-0.8587425351142883,3.618472632638259e-08,-0.5124073028564453|-2.460597281483956e-09,1,7.474083218994565e-08|Freefall
-143.4795684814453,456.961669921875,-189.27532958984375|-0.8632279634475708,-4.6282919718976245e-09,-0.5048143267631531|-3.187946351346227e-09,1,-3.7169454181196215e-09|Freefall
-143.81861877441406,456.71478271484375,-189.465576171875|-0.8766716122627258,-1.578688824110941e-08,-0.4810894727706909|-2.6610669223714467e-09,1,-2.796570086616157e-08|Freefall
-144.04681396484375,456.5486145019531,-189.5936279296875|-0.8853527307510376,-2.2962773016388383e-08,-0.46491995453834534|-2.678801847011414e-09,1,-4.428953559454385e-08|Freefall
-144.6704559326172,456.2487487792969,-189.91070556640625|-0.9052444696426392,-3.66917021210611e-08,-0.42489129304885864|-9.989626903461613e-10,1,-8.422716746281367e-08|Freefall
-144.9332733154297,456.12237548828125,-190.04434204101562|-0.9130872488021851,-4.1967890496152904e-08,-0.4077642858028412|-8.260064854326288e-10,1,-1.0107230252742738e-07|Landed
-145.39773559570312,456.12591552734375,-190.23045349121094|-0.9358084201812744,-3.0283430874078476e-08,-0.352509081363678|-7.935199164421647e-10,1,-8.380165894550373e-08|Landed
-145.85037231445312,456.1293640136719,-190.41183471679688|-0.9547378420829773,-1.9709634813125376e-08,-0.2974484860897064|2.3039259389179279e-10,1,-6.700184940200415e-08|Running
-146.3737030029297,456.08538818359375,-190.56703186035156|-0.9829617738723755,-2.9622970743048427e-10,-0.183810293674469|-3.831610584370537e-09,1,1.8878687058077048e-08|Running
-146.63784790039062,456.06317138671875,-190.64535522460938|-0.9921066164970398,5.76573633281896e-09,-0.1253969818353653|-2.0572423764519954e-09,1,6.225620552413602e-08|Running
-146.88485717773438,456.05938720703125,-190.65835571289062|-0.9982491731643677,3.0116567018012574e-09,-0.059149980545043945|-1.7448478217829688e-09,1,8.036265342070692e-08|Running
-147.11044311523438,456.055908203125,-190.67022705078125|-0.9999988079071045,-5.620641729819909e-10,0.0015900135040283203|-4.0807890400174074e-10,1,9.684822543931659e-08|Running
-147.2804718017578,456.0533142089844,-190.67918395996094|-0.9988770484924316,-3.9152876496473255e-09,0.04737800732254982|1.2599457033246608e-09,1,1.0920295778760192e-07|Running
-147.616943359375,456.0555114746094,-190.63739013671875|-0.9938225746154785,-6.1933711492656585e-09,0.11098039150238037|2.4537776255328936e-09,1,7.777941846143221e-08|Running
-147.96495056152344,456.0577697753906,-190.59417724609375|-0.9843398332595825,-6.4268252941701576e-09,0.17628180980682373|1.577971531219191e-09,1,4.5268940596088214e-08|Running
-147.97216796875,456.0578308105469,-190.59327697753906|-0.984097421169281,-6.408793051804196e-09,0.1776294857263565|1.537089344694209e-09,1,4.459528923916878e-08|Running
-148.27264404296875,456.07769775390625,-190.5120391845703|-0.971291720867157,-3.4376661517399043e-09,0.23789191246032715|-1.9540191686928665e-10,1,1.3652732278046642e-08|Running
-148.62889099121094,456.10125732421875,-190.41571044921875|-0.9513384103775024,2.544782162772208e-09,0.30814802646636963|-4.712625845115781e-09,1,-2.280749455962905e-08|Running
-148.7044219970703,456.10626220703125,-190.39529418945312|-0.9464513063430786,4.153656529837235e-09,0.32284650206565857|-6.011956266149809e-09,1,-3.049028052259928e-08|Running
-148.99302673339844,456.4081115722656,-190.27566528320312|-0.930189847946167,1.2672861871010355e-08,0.36707913875579834|-1.23212782199289e-08,1,-6.574602195996704e-08|Running
-149.2611541748047,456.6885681152344,-190.16452026367188|-0.9132301807403564,2.2052056181109947e-08,0.4074438810348511|-1.966534313169177e-08,1,-9.820011115380112e-08|Running
-149.3155059814453,456.74542236328125,-190.14198303222656|-0.9095773696899414,2.4123913533458108e-08,0.4155346155166626|-2.1327089427813917e-08,1,-1.0473868883309478e-07|Running
-149.646240234375,457.6023254394531,-189.9889678955078|-0.8918437957763672,-7.081542463538426e-09,0.4523433446884155|-2.7775529432005897e-08,1,-3.910722412570067e-08|Running
-149.9309844970703,458.340087890625,-189.85723876953125|-0.8753824830055237,-3.578386298386249e-08,0.48343101143836975|-3.1175535042393676e-08,1,1.7568886789831595e-08|Running
-150.30238342285156,459.06915283203125,-189.64443969726562|-0.8617379069328308,-5.403149572202892e-08,0.5073543787002563|-1.650678527198579e-08,1,7.845995497746117e-08|Running
-150.78460693359375,460.0157470703125,-189.36814880371094|-0.8430476188659668,-8.013334706902242e-08,0.5378391742706299|5.031289163071051e-09,1,1.568777321381276e-07|Running
-150.79025268554688,460.0268249511719,-189.3649139404297|-0.8428224325180054,-8.045478949725293e-08,0.5381917357444763|5.299904071165429e-09,1,1.577907369210152e-07|Running
-151.08200073242188,460.5075378417969,-189.17469787597656|-0.8362541794776917,-7.912484534244868e-08,0.548342227935791|8.556774844237225e-09,1,1.573479266880895e-07|Running
-151.41197204589844,461.05120849609375,-188.9595489501953|-0.8286781907081604,-7.762711362602204e-08,0.5597256422042847|1.223354928470144e-08,1,1.5679970033488644e-07|Running
-151.46038818359375,461.1309814453125,-188.927978515625|-0.827553391456604,-7.740793250832212e-08,0.5613870620727539|1.2772412461004023e-08,1,1.5671501785163855e-07|Running
-151.86485290527344,461.6580810546875,-188.64971923828125|-0.8236825466156006,-8.471265289244911e-08,0.5670511722564697|1.5091551119894575e-08,1,1.713131183578298e-07|Running
-152.265380859375,462.1800537109375,-188.37417602539062|-0.8198112845420837,-9.203267836710438e-08,0.5726339817047119|1.7486755155005085e-08,1,1.8575309468360501e-07|Running
-152.2842254638672,462.20458984375,-188.36122131347656|-0.8196281790733337,-9.2379039529078e-08,0.5728958249092102|1.7601815116563557e-08,1,1.8643176247223892e-07|Running
-152.66644287109375,462.5545654296875,-188.0935821533203|-0.815678596496582,-8.437544352091209e-08,0.5785051584243774|1.5903061978406186e-08,1,1.6827371496219712e-07|Running
-153.02145385742188,462.8796081542969,-187.84498596191406|-0.8119758367538452,-7.684063518809126e-08,0.5836910605430603|1.4213652477224059e-08,1,1.514187601969752e-07|Freefall
-153.40017700195312,463.0784912109375,-187.5728302001953|-0.8094686269760132,-5.074600295529308e-08,0.5871630907058716|7.070603658121399e-09,1,9.617333063260958e-08|Freefall
