kayu|true|2268
193.74868774414062,950.6141967773438,-1600.82568359375|-0.1578511744737625,-1.1099484709120588e-07,0.9874629378318787|9.92210313910391e-09,1,1.1399016841551202e-07|Running
193.5575714111328,950.542236328125,-1599.4150390625|-0.1504620462656021,-1.0040972853175845e-07,0.9886158108711243|1.0100011493818783e-08,1,1.0310314024764011e-07|Running
193.41769409179688,950.5360107421875,-1598.475341796875|-0.1491241604089737,-8.584400745803578e-08,0.9888184666633606|9.053657379354263e-09,1,8.818011565381312e-08|Running
193.24960327148438,950.5424194335938,-1597.219970703125|-0.14510758221149445,-2.945315991098596e-08,0.9894158840179443|3.6206411202499567e-09,1,3.029923334452178e-08|Running
193.1147918701172,950.5147094726562,-1595.6431884765625|-0.1263190060853958,-1.1310186209811945e-07,0.9919896721839905|1.3249126240566511e-08,1,1.1570229219159955e-07|Running
192.93504333496094,950.5139770507812,-1593.751953125|-0.11242987960577011,-1.0725071319939161e-07,0.9936596751213074|1.4722592034388526e-08,1,1.0960088303590965e-07|Running
192.7282257080078,950.5730590820312,-1592.3426513671875|-0.1201954185962677,-1.155180910927811e-07,0.9927502274513245|1.641076430303201e-08,1,1.1834858781867297e-07|Running
192.4376678466797,950.620361328125,-1590.7869873046875|-0.14073988795280457,-1.2426365003648243e-07,0.9900466203689575|1.4602876241553986e-08,1,1.275888052987284e-07|Running
191.92234802246094,950.8545532226562,-1588.650146484375|-0.18423497676849365,-2.7257644319433894e-07,0.9828822016716003|2.073930183144057e-08,1,2.8121104378442396e-07|Running
191.21644592285156,951.254638671875,-1586.2540283203125|-0.23770998418331146,-2.9934355438854254e-07,0.9713361859321594|5.828479032743417e-09,1,3.0960347885411466e-07|Running
190.379150390625,951.634521484375,-1583.8914794921875|-0.2904517352581024,-2.9536616352743295e-07,0.9568896293640137|-1.0999792188215451e-08,1,3.0533433914570196e-07|Running
189.79298400878906,951.8107299804688,-1582.42724609375|-0.3191576302051544,-2.2048044456823845e-07,0.947701632976532|-1.5503992756293883e-08,1,2.274262556056783e-07|Running
189.10958862304688,951.9072265625,-1580.8275146484375|-0.34717923402786255,-1.7917948014201102e-07,0.937798798084259|-1.82175732277301e-08,1,1.8431961734677316e-07|Running
188.10546875,952.016845703125,-1578.50341796875|-0.37494316697120667,-1.265053697352414e-07,0.9270477890968323|-1.707652863558451e-08,1,1.2955388228874654e-07|Running
187.2276611328125,951.9985961914062,-1576.468017578125|-0.38610488176345825,-1.0217208767926422e-07,0.9224548935890198|-1.596308507600952e-08,1,1.040795254425575e-07|Running
186.57276916503906,952.0054931640625,-1574.8546142578125|-0.383501797914505,-5.565793159689747e-08,0.9235401153564453|-9.165344039274714e-09,1,5.6459924735463574e-08|Running
185.60948181152344,952.0070190429688,-1572.5107421875|-0.38149043917655945,5.4599095022922484e-08,0.9243727922439575|8.225405245809725e-09,1,-5.567146033058634e-08|Running
184.70071411132812,952.0070190429688,-1570.1461181640625|-0.36989596486091614,-8.283266339503825e-08,0.9290731549263|-1.0319528342961348e-08,1,8.504767379236e-08|Running
184.06846618652344,952.0070190429688,-1568.523681640625|-0.36669471859931946,-8.8764302574873e-08,0.9303413033485413|-1.3151443489789472e-08,1,9.022681268788801e-08|Running
183.326416015625,952.0070190429688,-1566.603515625|-0.3639446794986725,-1.111484522198225e-07,0.9314205646514893|-1.8441596694174223e-08,1,1.1212628692192084e-07|Running
182.87033081054688,952.0070190429688,-1565.421875|-0.36279669404029846,-1.0369353020678318e-07,0.931868314743042|-1.753288714212431e-08,1,1.0444893661087917e-07|Running
182.186279296875,952.0070190429688,-1563.6494140625|-0.3616461157798767,5.718271722798818e-08,0.932315468788147|9.505752629479503e-09,1,-5.764679400499517e-08|Running
181.27420043945312,952.0070190429688,-1561.2861328125|-0.360744446516037,4.2209720163555176e-08,0.932664692401886|7.266903967462213e-09,1,-4.24463628689864e-08|Running
180.3621063232422,952.0070190429688,-1558.9228515625|-0.3603350520133972,-2.6260757124418888e-08,0.9328229427337646|-3.850662011473105e-09,1,2.6664467966952543e-08|Running
179.52133178710938,951.9025268554688,-1556.703857421875|-0.3575115203857422,-1.0672745531792316e-07,0.9339087605476379|-1.6244172229562537e-08,1,1.080619256299542e-07|Running
178.90487670898438,951.8366088867188,-1555.076416015625|-0.35615646839141846,-2.7724389894956403e-08,0.9344263076782227|-3.942854931437978e-09,1,2.8167137955392718e-08|Running
177.99327087402344,951.80029296875,-1552.7130126953125|-0.35790398716926575,1.0824440010992475e-07,0.9337583780288696|1.730977317038196e-08,1,-1.0928862081982516e-07|Running
177.2626190185547,951.805908203125,-1551.132568359375|-0.37908804416656494,-1.4814943938290526e-07,0.9253606200218201|-2.0266226030685175e-08,1,1.5179676893239957e-07|Running
176.03622436523438,951.8070068359375,-1548.9166259765625|-0.4350471794605255,-4.045467960622773e-07,0.9004076719284058|-7.865898510317493e-08,1,4.1128751604446734e-07|Running
174.5581512451172,951.8070068359375,-1546.85986328125|-0.5167635083198547,-9.160212925962696e-07,0.8561282157897949|-2.581953424396488e-07,1,9.141100463239127e-07|Running
172.683349609375,951.8070068359375,-1545.1654052734375|-0.6486642956733704,-0.000002850979171853396,0.7610746622085571|-0.000001214273538607813,1,0.0000027110654627904296|Running
170.881591796875,951.8070068359375,-1543.385498046875|-0.6896402835845947,-1.6110402611957397e-07,0.7241520881652832|-9.090313568549391e-08,1,1.3590178582489898e-07|Running
169.23947143554688,951.8070068359375,-1541.4569091796875|-0.6715087294578552,-1.2942993521392054e-07,0.7409966588020325|-6.337724300919945e-08,1,1.1723611237357545e-07|Running
168.1824188232422,951.8070068359375,-1540.072509765625|-0.6485728025436401,-2.129874019374256e-07,0.7611526250839233|-9.875893880462172e-08,1,1.956703954419936e-07|Running
166.79293823242188,951.8070068359375,-1538.14697265625|-0.6167483329772949,-1.879894142575722e-07,0.7871603965759277|-7.982535521477985e-08,1,1.7627570514378021e-07|Running
165.77926635742188,951.8070068359375,-1536.7303466796875|-0.602684497833252,-1.241334928181459e-07,0.7979795932769775|-4.980177337188252e-08,1,1.1794629273254031e-07|Running
164.4894561767578,951.8070068359375,-1534.92724609375|-0.5923582911491394,-1.0418978746429275e-07,0.80567467212677|-4.0590581562582884e-08,1,9.947640222662812e-08|Running
163.3563232421875,951.8070068359375,-1533.4024658203125|-0.5930757522583008,-4.4451002878531654e-08,0.8051466345787048|-1.6828289872705682e-08,1,4.281276133610845e-08|Running
162.01675415039062,951.8070068359375,-1531.6365966796875|-0.5981715321540833,-5.781881640132269e-08,0.8013681173324585|-2.159672263246648e-08,1,5.602952413141793e-08|Running
160.6712188720703,951.8070068359375,-1529.87451171875|-0.6024776697158813,-7.0945446850601e-08,0.7981357574462891|-2.7884793141197406e-08,1,6.783993455883319e-08|Running
159.16171264648438,951.8070068359375,-1527.8402099609375|-0.5994758605957031,-5.0214456592811985e-08,0.8003928065299988|-2.254569864135192e-08,1,4.5851056285073355e-08|Running
157.73963928222656,951.8070068359375,-1525.744384765625|-0.5801131725311279,-1.323919178730648e-07,0.814535915851593|-4.960775967788322e-08,1,1.2720593645099143e-07|Running
157.0048065185547,951.8070678710938,-1524.6578369140625|-0.5782741904258728,4.06197386837448e-08,0.8158424496650696|1.6549602577242695e-08,1,-3.8058242779470675e-08|Running
156.9931640625,951.80712890625,-1524.6407470703125|-0.578274130821228,4.731431246796092e-08,0.8158425092697144|1.7808359231707982e-08,1,-4.5371741919097985e-08|Running
156.9931640625,951.80712890625,-1524.6407470703125|-0.578274130821228,-6.022492016199976e-08,0.8158425092697144|-2.524982178897517e-08,1,5.592207230620261e-08|Running
156.9931640625,951.80712890625,-1524.6407470703125|-0.578274130821228,-1.2725038800454058e-07,0.8158425092697144|-5.208649156429601e-08,1,1.1905498098485623e-07|Running
156.9931640625,951.80712890625,-1524.6407470703125|-0.578274130821228,-1.17407559230287e-08,0.8158425092697144|-4.4575396707102755e-09,1,1.1231427343716405e-08|Running
156.9931640625,951.80712890625,-1524.6407470703125|-0.578274130821228,9.178655346886444e-08,0.8158425092697144|3.8137407898375386e-08,1,-8.547321073137937e-08|Running
156.9931640625,951.80712890625,-1524.6407470703125|-0.578274130821228,2.1477974954109413e-08,0.8158425092697144|8.587933919557145e-09,1,-2.0238948295059345e-08|Running
156.9931640625,951.80712890625,-1524.6407470703125|-0.578274130821228,-3.697487827025725e-08,0.8158425092697144|-1.597878451775614e-08,1,3.399523862412934e-08|Running
156.9931640625,951.80712890625,-1524.6407470703125|-0.578274130821228,-9.53029086758761e-08,0.8158425092697144|-4.0493041808531416e-08,1,8.811360885374597e-08|Running
156.9931640625,951.80712890625,-1524.6407470703125|-0.578274130821228,-5.566148786328995e-08,0.8158425092697144|-2.3512548352755402e-08,1,5.155993676453363e-08|Running
156.9931640625,951.80712890625,-1524.6407470703125|-0.578274130821228,1.1798326937650927e-07,0.8158425092697144|5.021215443434812e-08,1,-1.0902456182293463e-07|Running
156.9931640625,951.80712890625,-1524.6407470703125|-0.578274130821228,6.107882200012682e-08,0.8158425092697144|2.593574599529802e-08,1,-5.648253065260178e-08|Running
156.9931640625,951.80712890625,-1524.6407470703125|-0.578274130821228,1.8464310969079634e-08,0.8158425092697144|7.755667219555562e-09,1,-1.713493524846399e-08|Running
156.9931640625,951.80712890625,-1524.6407470703125|-0.578274130821228,-5.243851219915996e-08,0.8158425092697144|-2.2492688600550537e-08,1,4.8332331914480164e-08|Running
151.7951202392578,950.1012573242188,-1520.6611328125|0.14574623107910156,-0.2073960155248642,0.9673390984535217|0.025696352124214172,0.9782435297966003,0.20586231350898743|PlatformStanding
152.25083923339844,950.2242431640625,-1517.4366455078125|0.14329423010349274,-0.21000079810619354,0.9671434164047241|0.026925567537546158,0.9776937961578369,0.208302304148674|PlatformStanding
152.67787170410156,950.1820068359375,-1514.4140625|0.14158806204795837,-0.2118081897497177,0.9670006036758423|0.02778024598956108,0.9773070216178894,0.20999810099601746|PlatformStanding
152.9340057373047,950.1607666015625,-1512.6007080078125|0.14077693223953247,-0.21266594529151917,0.9669307470321655|0.028186380863189697,0.9771219491958618,0.21080370247364044|PlatformStanding
153.2185516357422,950.1404418945312,-1510.5859375|0.14002588391304016,-0.21345938742160797,0.9668649435043335|0.028562340885400772,0.9769498705863953,0.21154934167861938|PlatformStanding
153.41770935058594,950.1278076171875,-1509.1756591796875|0.13957974314689636,-0.21393030881881714,0.9668253660202026|0.028785619884729385,0.9768473505973816,0.21199212968349457|PlatformStanding
153.61683654785156,950.116455078125,-1507.7655029296875|0.13918976485729218,-0.21434171497821808,0.966790497303009|0.02898075245320797,0.9767575263977051,0.21237905323505402|PlatformStanding
153.87283325195312,950.103515625,-1505.952392578125|0.13875967264175415,-0.21479520201683044,0.9667516350746155|0.02919594570994377,0.9766582250595093,0.21280571818351746|PlatformStanding
154.15725708007812,949.9329223632812,-1503.93798828125|0.13836146891117096,-0.2152148187160492,0.966715395450592|0.029395151883363724,0.9765661358833313,0.213200643658638|PlatformStanding
154.49851989746094,949.7664184570312,-1501.5206298828125|0.13797448575496674,-0.21562238037586212,0.9666798710823059|0.029588723555207253,0.9764764308929443,0.21358434855937958|PlatformStanding
154.81130981445312,949.4777221679688,-1499.3048095703125|0.1376902312040329,-0.21592164039611816,0.9666536450386047|0.029730888083577156,0.976410448551178,0.21386615931987762|PlatformStanding
155.06723022460938,949.1708374023438,-1497.491943359375|0.13749848306179047,-0.21612344682216644,0.9666358232498169|0.029826784506440163,0.976365864276886,0.21405623853206635|PlatformStanding
155.29469299316406,948.935546875,-1495.8804931640625|0.137353777885437,-0.21627570688724518,0.9666223526000977|0.02989914081990719,0.9763321876525879,0.21419964730739594|PlatformStanding
155.55059814453125,948.6630249023438,-1494.067626953125|0.1372155249118805,-0.21642117202281952,0.9666094183921814|0.02996828220784664,0.9763000011444092,0.21433670818805695|PlatformStanding
155.80648803710938,948.427734375,-1492.2548828125|0.1370992511510849,-0.21654348075389862,0.9665985107421875|0.030026426538825035,0.9762728810310364,0.21445193886756897|PlatformStanding
156.23294067382812,947.8453369140625,-1489.2335205078125|0.13694502413272858,-0.21670563519001007,0.9665840268135071|0.030103517696261406,0.9762369394302368,0.21460473537445068|PlatformStanding
156.4888153076172,947.5595703125,-1487.420654296875|0.13687172532081604,-0.21678267419338226,0.9665771722793579|0.03014015033841133,0.9762198328971863,0.2146773487329483|PlatformStanding
156.9436798095703,946.785888671875,-1484.197998046875|0.13676902651786804,-0.21689067780971527,0.9665674567222595|0.03019149973988533,0.9761958718299866,0.21477913856506348|PlatformStanding
157.2279815673828,946.3966064453125,-1482.1837158203125|0.13671916723251343,-0.21694310009479523,0.9665627479553223|0.030216431245207787,0.9761842489242554,0.21482855081558228|PlatformStanding
157.51226806640625,945.9680786132812,-1480.1695556640625|0.13667802512645721,-0.21698634326457977,0.9665588736534119|0.030236994847655296,0.9761746525764465,0.21486930549144745|PlatformStanding
157.73968505859375,945.6728515625,-1478.5582275390625|0.13665038347244263,-0.21701541543006897,0.9665562510490417|0.030250824987888336,0.976168155670166,0.21489670872688293|PlatformStanding
158.05239868164062,945.148193359375,-1476.3426513671875|0.13661867380142212,-0.2170487493276596,0.966553270816803|0.03026667982339859,0.9761607646942139,0.21492813527584076|PlatformStanding
158.3651123046875,944.6668090820312,-1474.126953125|0.1365930140018463,-0.21707570552825928,0.9665508270263672|0.030279504135251045,0.9761547446250916,0.21495354175567627|PlatformStanding
158.6778106689453,944.2627563476562,-1471.911376953125|0.13657225668430328,-0.21709752082824707,0.9665488600730896|0.03028988279402256,0.9761499166488647,0.21497410535812378|PlatformStanding
158.84837341308594,944.0068969726562,-1470.702880859375|0.13656264543533325,-0.2171076089143753,0.966547966003418|0.03029468283057213,0.9761476516723633,0.21498361229896545|PlatformStanding
159.04737854003906,943.7410888671875,-1469.29296875|0.13655275106430054,-0.2171180099248886,0.9665470123291016|0.030299626290798187,0.9761453866958618,0.214993417263031|PlatformStanding
159.33164978027344,943.2488403320312,-1467.27880859375|0.1365407258272171,-0.2171306163072586,0.9665458798408508|0.03030562773346901,0.9761425256729126,0.2150053083896637|PlatformStanding
159.78648376464844,942.4407348632812,-1464.05615234375|0.1365257352590561,-0.2171463966369629,0.9665444493293762|0.030313123017549515,0.9761390686035156,0.21502017974853516|PlatformStanding
160.09918212890625,941.8917236328125,-1461.840576171875|0.13651779294013977,-0.21715472638607025,0.9665436744689941|0.030317086726427078,0.9761372208595276,0.21502803266048431|PlatformStanding
160.38345336914062,941.4712524414062,-1459.826416015625|0.1365119069814682,-0.2171609103679657,0.9665431380271912|0.03032003343105316,0.976135790348053,0.2150338590145111|PlatformStanding
160.6108856201172,941.07470703125,-1458.215087890625|0.13650794327259064,-0.21716508269309998,0.9665427803993225|0.030322015285491943,0.9761348962783813,0.21503779292106628|PlatformStanding
160.923583984375,940.6102905273438,-1455.99951171875|0.1365034133195877,-0.217169851064682,0.9665423035621643|0.030324285849928856,0.9761338233947754,0.21504229307174683|PlatformStanding
161.37841796875,939.8654174804688,-1452.77685546875|0.1364983171224594,-0.2171752005815506,0.9665418267250061|0.030326835811138153,0.9761326313018799,0.21504731476306915|PlatformStanding
161.66268920898438,939.4889526367188,-1450.7626953125|0.13649582862854004,-0.21717782318592072,0.966541588306427|0.03032807633280754,0.9761320352554321,0.21504978835582733|PlatformStanding
162.03224182128906,938.9180908203125,-1448.144287109375|0.1364932507276535,-0.2171805500984192,0.9665413498878479|0.030329370871186256,0.9761314392089844,0.21505236625671387|PlatformStanding
162.23123168945312,938.6580200195312,-1446.734375|0.13649210333824158,-0.2171817570924759,0.9665412306785583|0.03032994270324707,0.9761312007904053,0.2150534987449646|PlatformStanding
162.4302215576172,938.3706665039062,-1445.324462890625|0.1364911049604416,-0.21718281507492065,0.9665411710739136|0.030330443754792213,0.9761309623718262,0.2150544971227646|PlatformStanding
162.62921142578125,938.1158447265625,-1443.91455078125|0.13649022579193115,-0.21718370914459229,0.966541051864624|0.030330879613757133,0.9761307239532471,0.21505534648895264|PlatformStanding
162.9703369140625,937.56787109375,-1441.49755859375|0.13648898899555206,-0.21718502044677734,0.9665409326553345|0.030331507325172424,0.976130485534668,0.21505658328533173|PlatformStanding
163.4251708984375,936.9867553710938,-1438.27490234375|0.1364877074956894,-0.2171863466501236,0.9665408134460449|0.03033214434981346,0.9761301875114441,0.21505782008171082|PlatformStanding
163.70944213867188,936.54541015625,-1436.2607421875|0.13648709654808044,-0.21718698740005493,0.9665408134460449|0.030332453548908234,0.9761300086975098,0.21505843102931976|PlatformStanding
163.9652862548828,936.2077026367188,-1434.447998046875|0.13648663461208344,-0.21718749403953552,0.9665407538414001|0.030332686379551888,0.9761298894882202,0.21505890786647797|PlatformStanding
164.16427612304688,935.8431396484375,-1433.0380859375|0.13648632168769836,-0.2171878218650818,0.9665406942367554|0.030332842841744423,0.9761298298835754,0.21505922079086304|PlatformStanding
164.44854736328125,935.3966064453125,-1431.02392578125|0.13648594915866852,-0.21718819439411163,0.9665406942367554|0.030333029106259346,0.9761297702789307,0.2150595784187317|PlatformStanding
164.90338134765625,934.5403442382812,-1427.80126953125|0.13648547232151031,-0.21718870103359222,0.9665406346321106|0.030333261936903,0.9761296510696411,0.2150600552558899|PlatformStanding
165.21607971191406,934.0689086914062,-1425.585693359375|0.13648521900177002,-0.21718893945217133,0.9665406346321106|0.03033338487148285,0.9761295914649963,0.2150602787733078|PlatformStanding
165.3866424560547,933.7735595703125,-1424.377197265625|0.13648509979248047,-0.2171890288591385,0.9665405750274658|0.030333438888192177,0.9761295914649963,0.21506036818027496|PlatformStanding
165.5572052001953,933.5084228515625,-1423.168701171875|0.1364850103855133,-0.21718916296958923,0.9665405750274658|0.030333492904901505,0.9761295318603516,0.21506048738956451|PlatformStanding
166.0120391845703,932.6954345703125,-1419.946044921875|0.1364847719669342,-0.21718940138816833,0.9665405750274658|0.03033360093832016,0.9761294722557068,0.21506071090698242|PlatformStanding
166.4668731689453,932.0679931640625,-1416.723388671875|0.13648459315299988,-0.21718956530094147,0.9665405750274658|0.030333681032061577,0.9761294722557068,0.21506085991859436|PlatformStanding
166.9217071533203,931.2282104492188,-1413.500732421875|0.13648442924022675,-0.21718966960906982,0.9665405750274658|0.030333735048770905,0.976129412651062,0.21506096422672272|PlatformStanding
167.1491241455078,930.8851928710938,-1411.889404296875|0.13648441433906555,-0.2171896994113922,0.9665405750274658|0.030333759263157845,0.976129412651062,0.2150609940290451|PlatformStanding
167.40496826171875,930.539306640625,-1410.07666015625|0.13648436963558197,-0.2171897292137146,0.9665405750274658|0.030333781614899635,0.976129412651062,0.2150610238313675|PlatformStanding
167.6608123779297,930.0820922851562,-1408.263916015625|0.13648435473442078,-0.2171897441148758,0.9665405750274658|0.030333803966641426,0.976129412651062,0.2150610238313675|PlatformStanding
168.1156463623047,929.423583984375,-1405.041259765625|0.13648435473442078,-0.2171897441148758,0.9665405750274658|0.030333833768963814,0.976129412651062,0.2150610238313675|PlatformStanding
168.5704803466797,928.6336669921875,-1401.818603515625|0.13648433983325958,-0.2171897441148758,0.9665405750274658|0.03033384680747986,0.976129412651062,0.2150610238313675|PlatformStanding
168.85475158691406,928.2359008789062,-1399.804443359375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333857983350754,0.976129412651062,0.2150610238313675|PlatformStanding
169.110595703125,927.8546142578125,-1397.99169921875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.0303338672965765,0.976129412651062,0.2150610238313675|PlatformStanding
169.39486694335938,927.4931030273438,-1395.9775390625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333872884511948,0.976129412651062,0.2150610238313675|PlatformStanding
169.6507110595703,927.0740356445312,-1394.164794921875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
169.9349822998047,926.67919921875,-1392.150634765625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
170.21925354003906,926.2540283203125,-1390.136474609375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
170.44667053222656,925.9614868164062,-1388.525146484375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
170.7025146484375,925.5275268554688,-1386.71240234375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
170.929931640625,925.1954345703125,-1385.10107421875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
171.21420288085938,924.7098388671875,-1383.0869140625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
171.44161987304688,924.3765258789062,-1381.4755859375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
171.7543182373047,923.8677978515625,-1379.260009765625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
172.0670166015625,923.4439086914062,-1377.04443359375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
172.3797149658203,922.8818969726562,-1374.828857421875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
172.63555908203125,922.4949951171875,-1373.01611328125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
172.8914031982422,921.984375,-1371.203369140625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
173.14724731445312,921.5100708007812,-1369.390625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
173.37466430664062,921.1421508789062,-1367.779296875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
173.5736541748047,920.7855224609375,-1366.369384765625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
173.77264404296875,920.4690551757812,-1364.95947265625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
174.22747802734375,919.7367553710938,-1361.73681640625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
174.68231201171875,918.8428344726562,-1358.51416015625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
175.1087188720703,918.190673828125,-1355.492919921875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
175.478271484375,917.4702758789062,-1352.87451171875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
175.87625122070312,916.8485107421875,-1350.0546875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
176.13209533691406,916.4238891601562,-1348.241943359375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
176.35951232910156,916.0963745117188,-1346.630615234375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
176.55850219726562,915.790771484375,-1345.220703125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
176.87120056152344,915.3768310546875,-1343.005126953125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
177.1554718017578,914.957763671875,-1340.990966796875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
177.3828887939453,914.669189453125,-1339.379638671875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
177.63873291015625,914.2744140625,-1337.56689453125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
177.8945770263672,913.935546875,-1335.754150390625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
178.15042114257812,913.5243530273438,-1333.94140625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
178.60525512695312,912.8018798828125,-1330.71875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
178.8895263671875,912.4354858398438,-1328.70458984375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
179.14537048339844,911.93994140625,-1326.891845703125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
179.37278747558594,911.5614013671875,-1325.280517578125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
179.57177734375,911.1927490234375,-1323.87060546875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
179.7991943359375,910.822021484375,-1322.25927734375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
180.08346557617188,910.313232421875,-1320.2451171875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
180.3393096923828,909.921142578125,-1318.432373046875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
180.59515380859375,909.498779296875,-1316.61962890625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
180.82257080078125,909.1723022460938,-1315.00830078125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
181.04998779296875,908.8225708007812,-1313.39697265625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
181.33425903320312,908.4443359375,-1311.3828125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
181.56167602539062,908.0464477539062,-1309.771484375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
181.78909301757812,907.69970703125,-1308.16015625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
182.24392700195312,906.89990234375,-1304.9375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
182.69876098632812,906.27099609375,-1301.71484375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
