kayu|true|2268
-1232.90771484375,1046.415771484375,-1629.3670654296875|-0.1958315074443817,-1.0714678033707514e-08,-0.9806375503540039|-3.1307496595189832e-09,1,-1.0301031139192673e-08|Running
-1233.2825927734375,1046.524169921875,-1631.224609375|-0.196572408080101,-2.7261441104542428e-08,-0.9804893136024475|-1.013159334206648e-08,1,-2.5772692424652632e-08|Running
-1233.58935546875,1046.2349853515625,-1632.726318359375|-0.19772164523601532,-4.470475900575366e-08,-0.9802582263946533|-1.758963463771579e-08,1,-4.2057191507183234e-08|Running
-1233.8990478515625,1045.615966796875,-1634.2388916015625|-0.1986597180366516,-6.69006539055772e-08,-0.9800685048103333|-2.7165695470898754e-08,1,-6.275472230754531e-08|Running
-1234.1334228515625,1045.6695556640625,-1635.4808349609375|-0.19561408460140228,-1.0142774442556401e-07,-0.9806809425354004|-4.2328515803546907e-08,1,-9.498266706486902e-08|Running
-1234.5716552734375,1045.7783203125,-1637.9749755859375|-0.18384191393852234,-1.1121887411036369e-07,-0.982955813407898|-4.997981051246825e-08,1,-1.0379967108065102e-07|Running
-1234.8773193359375,1045.7913818359375,-1639.8233642578125|-0.17531457543373108,-1.0033463837544332e-07,-0.984512448310852|-4.328124703079084e-08,1,-9.420582358643514e-08|Running
-1235.2149658203125,1045.966552734375,-1641.839599609375|-0.17056208848953247,-1.2171149421646987e-07,-0.9853469133377075|-4.928508445800617e-08,1,-1.1499028573780379e-07|Running
-1235.4739990234375,1045.6756591796875,-1643.38427734375|-0.16867612302303314,-1.9795598049654473e-08,-0.9856715202331543|-7.3173622716637965e-09,1,-1.8831155301768376e-08|Running
-1235.7845458984375,1045.22607421875,-1645.2373046875|-0.1673431247472763,1.116349181984333e-07,-0.9858987331390381|4.6501654082931054e-08,1,1.0533859295946968e-07|Running
-1236.04345703125,1045.3189697265625,-1646.6370849609375|-0.17113633453845978,2.1441341147010462e-08,-0.9852473735809326|8.450085964284426e-09,1,2.0294624647476667e-08|Running
-1236.2884521484375,1045.404296875,-1647.8785400390625|-0.17698340117931366,-9.970179348783859e-08,-0.9842138290405273|-4.238501105646719e-08,1,-9.367919062697183e-08|Running
-1236.5528564453125,1045.4483642578125,-1649.116943359375|-0.1853289008140564,-1.2111762259792158e-07,-0.9826765656471252|-5.158443272534896e-08,1,-1.1352416606769111e-07|Running
-1237.0775146484375,1045.27880859375,-1651.42626953125|-0.2034888118505478,-1.1666863741766065e-07,-0.9790772795677185|-5.232390876130921e-08,1,-1.0828696161979678e-07|Running
-1237.3660888671875,1045.0699462890625,-1652.6474609375|-0.2111603170633316,-1.0437820918696161e-07,-0.9774514436721802|-4.769671591020597e-08,1,-9.648208987300677e-08|Running
-1237.642333984375,1044.7032470703125,-1653.812744140625|-0.21670478582382202,-9.622885954740923e-08,-0.9762371778488159|-4.460478564283221e-08,1,-8.866982881272634e-08|Running
-1237.9150390625,1044.1185302734375,-1654.984619140625|-0.2196597009897232,-9.849994597743716e-08,-0.9755765795707703|-4.615950643938049e-08,1,-9.057266225909189e-08|Running
-1238.431396484375,1043.392578125,-1657.35107421875|-0.21664081513881683,5.23296925791783e-08,-0.9762513637542725|2.381433183984427e-08,1,4.8318021583781956e-08|Running
-1238.7958984375,1042.0234375,-1659.2703857421875|-0.19985218346118927,-1.0613926804126095e-07,-0.979826033115387|-4.8317339462755626e-08,1,-9.84694565886457e-08|Running
-1238.9820556640625,1040.424072265625,-1660.4603271484375|-0.18137869238853455,-1.281900665617286e-07,-0.9834133386611938|-5.589650697856996e-08,1,-1.2004274196897313e-07|Running
-1239.0484619140625,1039.4404296875,-1660.954833984375|-0.17119595408439636,-1.297944578482202e-07,-0.9852370023727417|-5.5360811046512026e-08,1,-1.221197578615829e-07|Running
-1239.1658935546875,1037.1051025390625,-1661.88134765625|-0.15282198786735535,-1.1802545429873135e-07,-0.9882537126541138|-4.810040366010071e-08,1,-1.1199011851203977e-07|Running
-1239.41162109375,1035.6395263671875,-1663.9571533203125|-0.13302011787891388,-1.0809593931071504e-07,-0.9911133646965027|-4.1933738259558595e-08,1,-1.0343712375515679e-07|Running
-1239.697998046875,1035.7813720703125,-1666.4664306640625|-0.12172891199588776,-1.0697696950501268e-07,-0.9925633668899536|-3.959446814860712e-08,1,-1.0292257712762876e-07|Running
-1239.9132080078125,1035.80322265625,-1668.3546142578125|-0.117829829454422,-6.213618064521143e-08,-0.9930338263511658|-2.2514672792794954e-08,1,-5.990055740312528e-08|Running
-1240.092529296875,1035.806396484375,-1669.92822265625|-0.11613571643829346,-5.229771105064174e-08,-0.9932333827018738|-1.8452576355798556e-08,1,-5.0496396397647914e-08|Running
-1240.2540283203125,1035.806884765625,-1671.3443603515625|-0.11520325392484665,-4.9842622473761367e-08,-0.9933419227600098|-1.714912478689712e-08,1,-4.8187825285594954e-08|Running
-1240.3975830078125,1035.806884765625,-1672.6031494140625|-0.11464977264404297,-4.971025546751662e-08,-0.9934059977531433|-1.6741109831741596e-08,1,-4.8108120154211065e-08|Running
-1240.594970703125,1035.806884765625,-1674.333984375|-0.11412501335144043,-5.0876213464334796e-08,-0.9934663772583008|-1.6673704195113714e-08,1,-4.9295401538529404e-08|Running
-1240.76708984375,1036.3408203125,-1675.84423828125|-0.11379440873861313,-5.278943149278348e-08,-0.9935043454170227|-1.6880285613751767e-08,1,-5.120113755197053e-08|Running
-1240.9334716796875,1037.693359375,-1677.300537109375|-0.11357715725898743,-5.518955248362545e-08,-0.993529200553894|-1.7220834536146867e-08,1,-5.3580368586381155e-08|Running
-1241.061767578125,1038.396728515625,-1678.4261474609375|-0.1134905070066452,-5.685998871740594e-08,-0.9935390949249268|-1.7474276248208298e-08,1,-5.523368429294351e-08|Running
-1241.2467041015625,1039.228515625,-1680.1502685546875|-0.1108945980668068,-7.105775523541524e-08,-0.9938321709632874|-2.2122019771586565e-08,1,-6.903031390947945e-08|Running
-1241.4210205078125,1039.72802734375,-1681.8515625|-0.10762067884206772,-1.1885258999200232e-07,-0.9941920042037964|-3.8992222783917896e-08,1,-1.1532603139130515e-07|Running
-1241.64306640625,1042.5185546875,-1684.025390625|-0.10335075110197067,-2.430620895665925e-07,-0.9946449995040894|-8.323694089540368e-08,1,-2.3572178520225862e-07|Jumping
-1241.7613525390625,1044.1031494140625,-1685.602783203125|-0.09415802359580994,-1.6107821920741117e-07,-0.9955572485923767|-5.674196401628251e-08,1,-1.5643048811853077e-07|Freefall
-1241.8758544921875,1045.3470458984375,-1687.1824951171875|-0.0866059735417366,-1.5873800407462113e-07,-0.9962426424026489|-5.600503172331628e-08,1,-1.5446802592578024e-07|Freefall
-1241.98046875,1046.0970458984375,-1688.4451904296875|-0.08495990931987762,-9.982260706919988e-08,-0.9963843822479248|-3.450793073511704e-08,1,-9.724240612740687e-08|Freefall
-1242.1390380859375,1046.7279052734375,-1690.0201416015625|-0.08945738524198532,-4.2332636951414315e-08,-0.9959906339645386|-1.284341966112379e-08,1,-4.1349483836938816e-08|Freefall
-1242.30224609375,1046.9873046875,-1691.2763671875|-0.09950259327888489,-1.3409643884187972e-07,-0.995037317276001|-4.400122932679551e-08,1,-1.303651657735827e-07|Freefall
-1242.6739501953125,1046.885986328125,-1693.6220703125|-0.12767314910888672,-1.732606875748388e-07,-0.9918162822723389|-6.398299490228965e-08,1,-1.6645398659420607e-07|Freefall
-1243.009521484375,1046.86767578125,-1695.323974609375|-0.15215101838111877,-1.4426869654471375e-07,-0.9883572459220886|-5.765486577047341e-08,1,-1.3709258439575933e-07|Landed
-1243.2620849609375,1046.86767578125,-1696.490234375|-0.17470596730709076,-1.32151200205044e-07,-0.9846206307411194|-5.4983001263053666e-08,1,-1.2445944719274848e-07|Running
-1243.488525390625,1046.86767578125,-1697.4146728515625|-0.19211751222610474,-1.241066769352983e-07,-0.9813719391822815|-5.376259082368051e-08,1,-1.1593763105111066e-07|Running
-1243.9898681640625,1047.6025390625,-1699.333984375|-0.22510084509849548,-1.1181016645878117e-07,-0.9743354916572571|-5.197146535351749e-08,1,-1.0274833783796566e-07|Running
-1244.4649658203125,1048.6923828125,-1701.0238037109375|-0.2459975928068161,-1.3187624858801428e-07,-0.9692704677581787|-6.410306241377839e-08,1,-1.197880834524767e-07|Running
-1245.0533447265625,1049.5872802734375,-1702.803466796875|-0.2752431631088257,-1.4881545951084263e-07,-0.9613746404647827|-7.596867845904853e-08,1,-1.330444945324416e-07|Running
-1245.439453125,1050.0648193359375,-1703.93798828125|-0.2889576852321625,-1.336587445166515e-07,-0.9573418498039246|-7.045048988629787e-08,1,-1.1835013680183692e-07|Running
-1246.2548828125,1050.5770263671875,-1706.30712890625|-0.3091367185115814,-1.1962262647102762e-07,-0.9510176181793213|-6.527873352979441e-08,1,-1.0456439270001283e-07|Running
-1247.0830078125,1050.78955078125,-1708.672607421875|-0.321407675743103,-1.1236556929361541e-07,-0.9469408988952637|-6.315831058145704e-08,1,-9.722464966444022e-08|Running
-1247.92431640625,1051.0697021484375,-1711.0528564453125|-0.328133761882782,-8.167538823045106e-08,-0.9446312785148621|-4.675937148590492e-08,1,-7.022006087709087e-08|Running
-1248.7437744140625,1051.1636962890625,-1713.4451904296875|-0.3265472948551178,-6.274864716715456e-08,-0.9451808333396912|-3.618657729020924e-08,1,-5.3886004991454683e-08|Running
-1249.2105712890625,1051.59375,-1714.9041748046875|-0.3197465240955353,-2.980603497348966e-08,-0.9475031495094299|-1.621640599580587e-08,1,-2.5985027463093502e-08|Running
-1249.6839599609375,1052.2066650390625,-1716.42138671875|-0.3116489052772522,-1.0501737790491461e-07,-0.9501973390579224|-5.807555325532121e-08,1,-9.147383650542906e-08|Running
-1250.2869873046875,1053.135986328125,-1718.3802490234375|-0.3032122850418091,-8.73891679020744e-08,-0.952923059463501|-4.824589794338863e-08,1,-7.635497922819923e-08|Running
-1250.790283203125,1053.4779052734375,-1720.0169677734375|-0.29943573474884033,-8.85734223743384e-08,-0.9541164636611938|-4.807082021329734e-08,1,-7.77465913870401e-08|Running
-1251.259765625,1053.75341796875,-1721.49853515625|-0.29986774921417236,8.63693649932884e-09,-0.9539808034896851|5.4374464930617705e-09,1,7.344405528186826e-09|Running
-1251.778076171875,1054.14697265625,-1723.109375|-0.30217209458351135,1.0322289512032512e-07,-0.9532533884048462|5.7579701007171025e-08,1,9.00326355690595e-08|Running
-1252.3408203125,1054.61328125,-1724.8546142578125|-0.3040640652179718,1.1297732527282278e-08,-0.9526515603065491|6.184102119277668e-09,1,9.885429363976073e-09|Running
-1253.1097412109375,1054.6124267578125,-1727.2523193359375|-0.3049549460411072,-6.702691024429441e-08,-0.9523667693138123|-3.737704190598379e-08,1,-5.841089745217687e-08|Running
-1253.4615478515625,1053.858642578125,-1728.35009765625|-0.30502018332481384,-5.150723847435756e-09,-0.9523459076881409|-2.7341859887286546e-09,1,-4.532745734309174e-09|Running
-1253.51611328125,1053.52099609375,-1728.521240234375|-0.3050203323364258,5.657274471104756e-08,-0.9523458480834961|3.1822672497128224e-08,1,4.921130525303852e-08|Running
-1253.51611328125,1053.5555419921875,-1728.521240234375|-0.3050203323364258,1.0018170115699832e-07,-0.9523458480834961|5.6201500342467625e-08,1,8.719426602965541e-08|Running
-1253.51611328125,1053.5592041015625,-1728.521240234375|-0.3050203323364258,-1.7452981282417568e-08,-0.9523458480834961|-9.83964820733263e-09,1,-1.5174833833953016e-08|Running
-1253.51611328125,1053.56005859375,-1728.521240234375|-0.3050203323364258,-5.7843628553655435e-08,-0.9523458480834961|-3.2475096389816827e-08,1,-5.033682626276459e-08|Running
-1253.51611328125,1053.56005859375,-1728.521240234375|-0.3050203323364258,8.947991680940959e-09,-0.9523458480834961|5.072505526726445e-09,1,7.771099319597852e-09|Running
-1253.51611328125,1053.56005859375,-1728.521240234375|-0.3050203323364258,8.890967961860952e-08,-0.9523458480834961|5.0023807318666513e-08,1,7.733682139132725e-08|Running
-1253.51611328125,1053.56005859375,-1728.521240234375|-0.3050203323364258,7.487896169777741e-08,-0.9523458480834961|4.211573667589619e-08,1,6.513685235631783e-08|Running
-1253.51611328125,1053.56005859375,-1728.521240234375|-0.3050203323364258,-4.682992127413854e-08,-0.9523458480834961|-2.636577711712107e-08,1,-4.0728718175842005e-08|Running
-1253.51611328125,1053.56005859375,-1728.521240234375|-0.3050203323364258,-7.887653907800996e-08,-0.9523458480834961|-4.438949474661058e-08,1,-6.860621226678632e-08|Running
-1253.51611328125,1053.56005859375,-1728.521240234375|-0.3050203323364258,7.048918782004421e-09,-0.9523458480834961|3.9813898844442974e-09,1,6.126465112998858e-09|Running
-1253.51611328125,1053.56005859375,-1728.521240234375|-0.3050203323364258,6.421021936375837e-08,-0.9523458480834961|3.615978272364373e-08,1,5.5841841373194256e-08|Running
-1253.51416015625,1053.4820556640625,-1729.005615234375|-0.21911399066448212,-0.00000254292808676837,-0.975699245929718|-0.000001278061063203495,1,-0.00000231924627769331|Running
-1253.5299072265625,1053.2864990234375,-1729.8641357421875|-0.1696965992450714,-0.0000014018460205988958,-0.9854963421821594|-6.268151651056542e-07,1,-0.0000013145431694283616|Running
-1253.6240234375,1052.5010986328125,-1732.052978515625|-0.1037072241306305,-4.3881678379875666e-07,-0.9946078658103943|-1.6171847505574988e-07,1,-4.243334785769548e-07|Running
-1253.7120361328125,1052.396484375,-1733.91748046875|-0.07615908235311508,-1.4434903050641879e-07,-0.9970957040786743|-4.61416576058582e-08,1,-1.412451382520885e-07|Running
-1253.810546875,1051.600341796875,-1735.37451171875|-0.07118061184883118,-7.061711215783362e-08,-0.9974634647369385|-2.3499175938468397e-08,1,-6.911974992362957e-08|Running
-1253.947265625,1050.2535400390625,-1736.9388427734375|-0.07687557488679886,-7.58999902927826e-08,-0.9970406889915466|-2.6634520366997094e-08,1,-7.407165014683414e-08|Running
-1254.1905517578125,1048.5142822265625,-1739.2545166015625|-0.09133822470903397,-1.0461155142138523e-07,-0.9958199262619019|-3.476096921417593e-08,1,-1.0186233367903696e-07|Running
-1254.3636474609375,1047.6546630859375,-1740.70947265625|-0.1028321385383606,-1.204612232186264e-07,-0.994698703289032|-4.2343067718775274e-08,1,-1.1672579347532519e-07|Running
-1254.609375,1046.15478515625,-1742.5960693359375|-0.1147330105304718,-1.1096126684151386e-07,-0.9933963418006897|-4.055904412325617e-08,1,-1.0701449326688817e-07|Running
-1254.775390625,1044.779296875,-1743.6685791015625|-0.1274084597826004,-1.2929127990446432e-07,-0.9918503165245056|-4.808021358826409e-08,1,-1.2417746120263473e-07|Running
-1255.0986328125,1042.8232421875,-1744.8310546875|-0.17695163190364838,-6.346247687361029e-07,-0.9842195510864258|-2.5908482825798274e-07,1,-5.982194579701172e-07|Running
-1255.4676513671875,1041.8782958984375,-1745.7064208984375|-0.23415420949459076,-0.0000014295299024524866,-0.9721994400024414|-6.506823524432548e-07,1,-0.0000013136912002664758|Running
-1256.818115234375,1040.840576171875,-1747.1148681640625|-0.5081307888031006,-0.000010055897291749716,-0.8612799048423767|-0.000006673368261544965,1,-0.000007738429303572048|Running
-1257.8800048828125,1039.9554443359375,-1747.86474609375|-0.632709801197052,-0.000005374620741349645,-0.7743889689445496|-0.00000427356189902639,1,-0.000003448778898018645|Running
-1260.03955078125,1039.2476806640625,-1748.9903564453125|-0.7878592014312744,-0.000004903507942799479,-0.6158554553985596|-0.000004482154963625362,1,-0.000002228121957159601|Running
-1261.4669189453125,1038.27734375,-1749.7784423828125|-0.8337742686271667,-4.952564154336869e-07,-0.5521055459976196|-4.989580020264839e-07,1,-1.435197702903679e-07|Running
-1262.7784423828125,1036.997802734375,-1750.5955810546875|-0.8418503403663635,4.387159080465608e-08,-0.539711058139801|4.897982819329627e-08,1,4.887628524130605e-09|Running
-1264.7041015625,1036.0521240234375,-1751.9068603515625|-0.8346656560897827,-9.645872012242762e-08,-0.5507569909095764|-9.721263438677852e-08,1,-2.7813856107172796e-08|Running
-1266.40380859375,1034.830810546875,-1753.1522216796875|-0.8211196660995483,-1.2676575522618805e-07,-0.5707560777664185|-1.225695740458832e-07,1,-4.576641643438961e-08|Running
-1268.225341796875,1033.6759033203125,-1754.5072021484375|-0.8105576038360596,-1.1678393008196508e-07,-0.5856589078903198|-1.1217517936756849e-07,1,-4.415451115846736e-08|Running
-1269.426025390625,1032.6751708984375,-1755.4210205078125|-0.8036346435546875,-1.0241471670724422e-07,-0.5951229333877563|-9.782217347265032e-08,1,-3.999413777933114e-08|Running
-1270.513427734375,1031.3748779296875,-1756.2734375|-0.7975282669067383,-1.0658671811825116e-07,-0.603281557559967|-1.0154049334687443e-07,1,-4.244336437864149e-08|Running
-1272.1162109375,1030.11767578125,-1757.5628662109375|-0.7889198064804077,-1.0833516483899075e-07,-0.6144961714744568|-1.025853890723738e-07,1,-4.459510449805748e-08|Running
-1274.0052490234375,1029.5478515625,-1759.134521484375|-0.7781867384910583,-1.1375343689223882e-07,-0.6280329823493958|-1.0688128782021522e-07,1,-4.8691450871274355e-08|Running
-1275.9072265625,1028.806396484375,-1760.6390380859375|-0.7805274128913879,-7.841408944386785e-08,-0.6251215934753418|-7.23323623219585e-08,1,-3.51238789164654e-08|Running
-1277.40478515625,1028.728759765625,-1761.794677734375|-0.7848849296569824,-9.345911422542486e-08,-0.6196415424346924|-8.672399331999259e-08,1,-4.097652350765202e-08|Running
-1278.8994140625,1028.566162109375,-1762.9503173828125|-0.7876603603363037,-1.1009145595153313e-07,-0.6161096692085266|-1.0459724109068702e-07,1,-4.4966597556594934e-08|Running
