runia|false|23720
660.6837768554688,307.5653076171875,-257.5525207519531|-0.051284510642290115,2.070376581286837e-08,0.9986841082572937|-2.736456616858618e-10,1,-2.0745098083807534e-08|Freefall
660.66455078125,307.8924865722656,-257.177978515625|-0.05128509923815727,4.6815959109380856e-08,0.9986840486526489|2.2690192780228102e-10,1,-4.686599552883308e-08|Freefall
660.6581420898438,307.9947509765625,-257.0531311035156|-0.05575282499194145,5.557117788157484e-08,0.9984446167945862|6.096107507680415e-10,1,-5.5623708306029584e-08|Freefall
660.6444702148438,308.18902587890625,-256.8034973144531|-0.05575777217745781,7.325137119096325e-08,0.9984443187713623|9.623659646962324e-10,1,-7.33117602180755e-08|Freefall
660.6305541992188,308.36968994140625,-256.5538635253906|-0.06016329675912857,9.13625868292911e-08,0.9981885552406311|1.6733882057806682e-09,1,-9.142752332991222e-08|Freefall
660.6082763671875,308.6151428222656,-256.17950439453125|-0.06447279453277588,1.2154080764048558e-07,0.9979194402694702|2.850901736906053e-09,1,-1.2161001450294862e-07|Freefall
660.5923461914062,308.7617492675781,-255.9300079345703|-0.0691068023443222,1.4448481522322254e-07,0.9976092576980591|4.132763464781419e-09,1,-1.4454477081926598e-07|Freefall
660.5838623046875,308.8299255371094,-255.8052978515625|-0.06931403279304504,1.3909557594615762e-07,0.9975948929786682|4.0424623648505076e-09,1,-1.39150046152281e-07|Freefall
660.5665283203125,308.9560852050781,-255.55589294433594|-0.0693209171295166,1.286492334884315e-07,0.99759441614151|3.81172959862397e-09,1,-1.2869459453668242e-07|Freefall
660.54052734375,309.1197814941406,-255.1818084716797|-0.06937674432992935,1.131206062154888e-07,0.9975905418395996|3.4683467209362107e-09,1,-1.1315262327116216e-07|Freefall
660.523193359375,309.2118835449219,-254.9324188232422|-0.06940104067325592,1.0278139939146058e-07,0.9975888133049011|3.235765433373672e-09,1,-1.0280471940404823e-07|Freefall
660.5059204101562,309.2903747558594,-254.6830291748047|-0.0650353953242302,9.274593537611509e-08,0.9978829622268677|2.5528927860563044e-09,1,-9.277631818349619e-08|Freefall
660.4976196289062,309.3244934082031,-254.5583038330078|-0.06493256986141205,8.801293915894348e-08,0.9978896379470825|2.4481952021204734e-09,1,-8.803976925264578e-08|Freefall
660.4813232421875,309.3825378417969,-254.308837890625|-0.06492821127176285,7.869891760492465e-08,0.9978899359703064|2.2731834192768474e-09,1,-7.871742013776384e-08|Freefall
660.465087890625,309.42694091796875,-254.05935668945312|-0.06489326059818268,6.942804020582116e-08,0.9978922009468079|2.101723906022812e-09,1,-6.943801622583123e-08|Freefall
660.4440307617188,309.5109558105469,-253.92234802246094|-0.02163621410727501,-0.003105637151747942,0.9997611045837402|-0.005382930394262075,0.9999810457229614,0.0029898262582719326|Freefall
660.4246826171875,309.6051330566406,-253.86288452148438|-0.025228943675756454,-0.00519860303029418,0.9996681809425354|-0.008874830789864063,0.999948263168335,0.004976082127541304|Freefall
660.4022216796875,309.7205810546875,-253.75733947753906|-0.04852260649204254,-0.003819837933406234,0.9988147616386414|-0.00656667398288846,0.9999722838401794,0.003505254629999399|Freefall
660.3880615234375,309.78045654296875,-253.6748046875|-0.06221160665154457,-0.002378257689997554,0.9980601668357849|-0.004118054173886776,0.9999892711639404,0.002126165898516774|Freefall
660.3809204101562,309.8052978515625,-253.62977600097656|-0.05983452498912811,-0.0017672756221145391,0.9982067346572876|-0.0030486411415040493,0.9999940991401672,0.001587698352523148|Freefall
660.3563232421875,309.87042236328125,-253.5135040283203|-0.04560687392950058,-0.0011246034409850836,0.9989588260650635|-0.0026797191239893436,0.9999958872795105,0.0010034299921244383|Freefall
660.3333740234375,309.9114074707031,-253.48831176757812|-0.04280354827642441,-0.0011037993244826794,0.9990829229354858|-0.0031708278693258762,0.9999945163726807,0.0009689592407085001|Freefall
660.31201171875,309.9387512207031,-253.45330810546875|-0.05142815411090851,-0.0008015818893909454,0.9986763596534729|-0.0024968874640762806,0.9999966621398926,0.0006740610697306693|Freefall
660.289306640625,309.9561462402344,-253.42568969726562|-0.043943535536527634,-0.0004412525158841163,0.9990339279174805|-0.0023853599559515715,0.999997079372406,0.0003367555036675185|Freefall
660.2611083984375,309.9635009765625,-253.4246063232422|-0.04531949386000633,-0.00017429317813366652,0.9989725351333618|-0.00217260024510324,0.999997615814209,0.00007590960740344599|Freefall
660.2315673828125,309.95794677734375,-253.42393493652344|-0.04819172993302345,0.00016788553330115974,0.9988380670547485|-0.0017154170200228691,0.9999985098838806,-0.0002508456527721137|Freefall
660.2045288085938,310.10552978515625,-253.3960418701172|-0.04961115121841431,0.0004500127979554236,0.9987685084342957|-0.0009278978104703128,0.999999463558197,-0.0004966582637280226|Landed
660.1832275390625,310.3136291503906,-253.3212890625|-0.05071338266134262,0.0004237221728544682,0.9987131357192993|-0.000017449576262151822,0.9999998807907104,-0.0004251541686244309|Landed
660.1673583984375,310.5180358886719,-253.1997833251953|-0.05108842998743057,0.00021666551765520126,0.998694121837616|0.0005603471072390676,0.9999998211860657,-0.0001882841024780646|Landed
660.1564331054688,310.7078552246094,-253.03697204589844|-0.05121602863073349,-0.000010426366316096392,0.9986876249313354|0.0006702430546283722,0.9999997615814209,0.00004481236101128161|Landed
660.14697265625,310.8885192871094,-252.86231994628906|-0.05125925689935684,-0.00014797638868913054,0.998685359954834|0.0004377390432637185,0.9999998807907104,0.00017063887207768857|Landed
660.1378173828125,311.06536865234375,-252.68600463867188|-0.051273807883262634,-0.00016760974540375173,0.9986846446990967|0.00009530491661280394,1,0.00017272359400521964|Landed
660.13330078125,311.15399169921875,-252.5977325439453|-0.05127979442477226,-0.000145034835441038,0.998684287071228|-0.00001576528484292794,1,0.00014441639359574765|Running
660.124267578125,311.5935363769531,-252.4211883544922|-0.051278211176395416,-0.00009989988029701635,0.9986844062805176|-0.00023783252981957048,0.9999999403953552,0.00008781978249317035|Jumping
660.110107421875,312.227294921875,-252.14146423339844|-0.05128014087677002,-0.00004210573752061464,0.998684287071228|-0.0002593079989310354,0.9999999403953552,0.000028846339773735963|Freefall
660.1051025390625,312.4317321777344,-252.0432586669922|-0.0557546466588974,-0.00002877853694371879,0.9984444975852966|-0.00022300412820186466,1,0.00001637048444536049|Freefall
660.0946044921875,312.8304138183594,-251.83941650390625|-0.06012776494026184,-0.00001075169348041527,0.998190701007843|-0.00014295033179223537,1,0.0000021603182176477276|Freefall
660.0770263671875,313.4028625488281,-251.51510620117188|-0.0687069222331047,8.872195849107811e-07,0.9976369142532349|-0.0000532798221684061,1,-0.000004558684850053396|Freefall
660.0704956054688,313.58685302734375,-251.40208435058594|-0.09155034273862839,0.0000024867497359082336,0.9958004355430603|-0.000034418295399518684,1,-0.000005661532668455038|Freefall
660.0448608398438,314.1184387207031,-251.0493621826172|-0.1168765053153038,0.0000036675653518614126,0.9931464791297913|-0.000003804943844443187,1,-0.0000041406519812881015|Freefall
660.0333251953125,314.288818359375,-250.927978515625|-0.17174258828163147,0.000003509055659378646,0.9851418733596802|6.3808533923293e-07,1,-0.0000034507409054640448|Freefall
659.9840698242188,314.7795104980469,-250.56134033203125|-0.1925017386674881,0.00000226899896915711,0.9812966585159302|0.000004536922915576724,1,-0.0000014222339359548641|Freefall
659.9393920898438,315.0896301269531,-250.316162109375|-0.24992841482162476,0.0000014662300600321032,0.9682643413543701|0.0000038963194128882606,1,-5.085690304440504e-07|Freefall
659.91357421875,315.23956298828125,-250.19407653808594|-0.3119352161884308,0.0000011745152050934848,0.9501034021377563|0.0000033107030503742862,1,-1.492367545097295e-07|Freefall
659.82177734375,315.6689453125,-249.83148193359375|-0.37957170605659485,8.700274065631675e-07,0.9251623153686523|0.0000016968685940810246,1,-2.4422104161203606e-07|Freefall
659.786376953125,315.8052673339844,-249.71202087402344|-0.4695192277431488,9.164480161416577e-07,0.8829222321510315|0.0000013654704389409744,1,-3.1184333693090593e-07|Freefall
659.7085571289062,316.06768798828125,-249.47584533691406|-0.5523735284805298,0.000001212307552123093,0.8335967063903809|0.0000010506572607482667,1,-7.581031127301685e-07|Freefall
659.574951171875,316.4357604980469,-249.12925720214844|-0.6298806071281433,0.000001894922775136365,0.7766919732093811|0.00000120921004054253,1,-0.000001459091663491563|Freefall
659.5259399414062,316.5516357421875,-249.01600646972656|-0.7365449666976929,0.0000021578682662948268,0.6763885617256165|0.0000015474041674679029,1,-0.0000015052523849590216|Freefall
659.36669921875,316.87884521484375,-248.68441772460938|-0.769800066947937,0.000002414332584521617,0.6382851004600525|0.0000017716739648676594,1,-0.0000016458130858154618|Freefall
659.3095703125,316.9811096191406,-248.5767059326172|-0.8197944164276123,0.000002300144615219324,0.5726579427719116|0.0000018156708847527625,1,-0.0000014173692761687562|Freefall
659.1895751953125,317.1753845214844,-248.3658905029297|-0.8418007493019104,0.000001924313210110995,0.5397883653640747|0.0000015766839851494296,1,-0.0000011060992619604804|Freefall
659.0619506835938,317.3560485839844,-248.16139221191406|-0.8590009212493896,0.0000014443230611504987,0.511974036693573|0.0000012214143225719454,1,-7.717716812294384e-07|Freefall
658.9268798828125,317.5231018066406,-247.96340942382812|-0.8728889226913452,0.000001005146714305738,0.4879189431667328|8.767376016294293e-07,1,-4.915820568385243e-07|Freefall
658.7105712890625,317.74810791015625,-247.678955078125|-0.8855204582214355,5.613437679130584e-07,0.4646003842353821|5.283356472318701e-07,1,-2.0123044919273525e-07|Freefall
658.5573120117188,317.881103515625,-247.49783325195312|-0.9002062082290649,3.919869868695969e-07,0.43546393513679504|3.968073087889934e-07,1,-7.986562877704273e-08|Freefall
658.39697265625,318.0004577636719,-247.32374572753906|-0.91707444190979,3.313132594939816e-07,0.398716002702713|3.46483034263656e-07,1,-3.401547843395747e-08|Freefall
658.2298583984375,318.1061706542969,-247.1569061279297|-0.9309263229370117,3.256513707583508e-07,0.3652069866657257|3.3267426147176593e-07,1,-4.369064754428109e-08|Freefall
658.05615234375,318.1982727050781,-246.99754333496094|-0.9435733556747437,3.38376452191369e-07,0.3311636447906494|3.358630067396007e-07,1,-6.481711523065314e-08|Freefall
657.876220703125,318.2767639160156,-246.8458709716797|-0.9562625288963318,3.6114701629230694e-07,0.29250970482826233|3.5287905575387413e-07,1,-8.10297109410385e-08|Freefall
657.6902465820312,318.34161376953125,-246.70211791992188|-0.9695647358894348,4.111163036668586e-07,0.24483510851860046|4.0096796283251024e-07,1,-9.129365707849502e-08|Freefall
657.4986572265625,318.3928527832031,-246.56651306152344|-0.9787754416465759,4.69056260499201e-07,0.2049357146024704|4.591088327288162e-07,1,-9.608782391978821e-08|Freefall
657.3016357421875,318.4304504394531,-246.43931579589844|-0.9903281331062317,5.63167361633532e-07,0.13874487578868866|5.569886525336187e-07,1,-8.336029111433163e-08|Freefall
657.0997924804688,318.4544372558594,-246.32077026367188|-0.9952123761177063,6.624944717259496e-07,0.09773600101470947|6.58468479741714e-07,1,-7.344792862795657e-08|Freefall
656.8934326171875,318.46478271484375,-246.21109008789062|-0.9988518357276917,6.979982458688028e-07,0.047906309366226196|6.967359240661608e-07,1,-4.304849809955158e-08|Freefall
656.6830444335938,318.4615173339844,-246.1104278564453|-0.9998788833618164,6.700020662719908e-07,0.015562166459858418|6.697986236758879e-07,1,-1.828515827639876e-08|Freefall
656.4688720703125,318.4446105957031,-246.01890563964844|-0.99978107213974,5.891371870347939e-07,-0.0209246426820755|5.890972261113347e-07,1,8.074352741971325e-09|Freefall
656.2512817382812,318.4140930175781,-245.93666076660156|-0.9990264177322388,4.853713448937924e-07,-0.04411638528108597|4.849420065511367e-07,1,2.043414681907052e-08|Freefall
656.1412353515625,318.39373779296875,-245.89906311035156|-0.9973809719085693,4.299526779050211e-07,-0.0723268911242485|4.2877039163613517e-07,1,3.1872723127435165e-08|Freefall
655.9188232421875,318.3427734375,-245.83094787597656|-0.995956301689148,3.376100607965782e-07,-0.08983871340751648|3.359140805514471e-07,1,3.399761183686678e-08|Freefall
655.6936645507812,318.2781982421875,-245.7723388671875|-0.9941416382789612,2.805569181418832e-07,-0.10808511078357697|2.782252295219223e-07,1,3.665286740783813e-08|Freefall
655.3510131835938,318.15576171875,-245.70233154296875|-0.9926097989082336,2.385191635312367e-07,-0.12134965509176254|2.3560843942505016e-07,1,3.8334700747100214e-08|Freefall
655.1194458007812,318.05712890625,-245.66770935058594|-0.9889174699783325,2.205625548867829e-07,-0.14846619963645935|2.1674318873010634e-07,1,4.1904680614379686e-08|Freefall
655.0028076171875,318.002685546875,-245.65402221679688|-0.985938549041748,2.1214249557033327e-07,-0.16710834205150604|2.0776013798240456e-07,1,4.370679462795124e-08|Freefall
654.6502075195312,317.8189697265625,-245.62759399414062|-0.9829679131507874,1.886144076479468e-07,-0.18377719819545746|1.8451716243816918e-07,1,3.93953136779146e-08|Freefall
654.5318603515625,317.75091552734375,-245.6237030029297|-0.9744223356246948,1.972326373333999e-07,-0.22472457587718964|1.9132397710563964e-07,1,4.806901543474851e-08|Freefall
654.1751098632812,317.52630615234375,-245.62673950195312|-0.9734834432601929,1.781789507049325e-07,-0.22875742614269257|1.7316297373781708e-07,1,4.199933556492397e-08|Freefall
653.9359741210938,317.3595275878906,-245.6411590576172|-0.9622637629508972,1.8942371582397755e-07,-0.2721184492111206|1.8211028418591013e-07,1,5.2130225469682046e-08|Freefall
653.6964721679688,317.17913818359375,-245.66554260253906|-0.9505283236503601,2.3663649528771202e-07,-0.31063783168792725|2.2504430319258972e-07,1,7.315755823356085e-08|Freefall
653.457275390625,316.985107421875,-245.69984436035156|-0.9401265382766724,2.890332950755692e-07,-0.3408256471157074|2.7230657906329725e-07,1,9.69136664252801e-08|Freefall
653.337890625,316.88299560546875,-245.72068786621094|-0.9300295114517212,3.0338412670971593e-07,-0.3674848973751068|2.830129801623116e-07,1,1.0932065208635322e-07|Freefall
652.9816284179688,316.5561828613281,-245.79803466796875|-0.9170386791229248,3.250566180668102e-07,-0.39879825711250305|2.9909367071923043e-07,1,1.273228633635881e-07|Freefall
652.7461547851562,316.3212890625,-245.86180114746094|-0.9143355488777161,2.9752604291388707e-07,-0.40495744347572327|2.7273827640783566e-07,1,1.1890568885064567e-07|Freefall
652.6290283203125,316.19873046875,-245.89736938476562|-0.8825740814208984,2.8454360290197656e-07,-0.47017332911491394|2.5125655156443827e-07,1,1.3354876671201055e-07|Freefall
652.2820434570312,315.81060791015625,-246.01841735839844|-0.8640108704566956,3.338394662932842e-07,-0.5034731030464172|2.8769679261131387e-07,1,1.6935621260927292e-07|Freefall
652.0545654296875,315.53485107421875,-246.1109161376953|-0.8372802734375,4.0379660504186177e-07,-0.5467739701271057|3.381783528766391e-07,1,2.2065157168071892e-07|Freefall
651.8396606445312,315.2454528808594,-246.23388671875|-0.8080158233642578,3.9225207615345425e-07,-0.5891607999801636|3.2044687259258353e-07,1,2.262980416389837e-07|Landed
651.6351928710938,314.9424133300781,-246.37677001953125|-0.7770152688026428,2.27951048259456e-07,-0.6294817328453064|1.8056397266263957e-07,1,1.392416635326299e-07|Landed
651.4386596679688,314.6257629394531,-246.53102111816406|-0.7474449872970581,3.9245374949814504e-08,-0.6643236875534058|2.6425324151091445e-08,1,2.9343977914209063e-08|Landed
651.2495727539062,314.2955017089844,-246.6944580078125|-0.7132951021194458,-1.2164399265657266e-07,-0.7008638381958008|-1.0062728961202083e-07,1,-7.11508221229451e-08|Landed
650.9793090820312,314.1662292480469,-246.9542999267578|-0.6673282980918884,-1.5205023373709992e-07,-0.7447636723518372|-1.1896057117155578e-07,1,-9.756716679021338e-08|Landed
650.7256469726562,314.2093505859375,-247.23031616210938|-0.6186829209327698,-1.076721076742615e-07,-0.7856407761573792|-7.664439749532903e-08,1,-7.66934888929427e-08|Running
650.5581665039062,314.6488952636719,-247.4158935546875|-0.5824058055877686,-7.845679306228703e-08,-0.8128981590270996|-4.9179320171788277e-08,1,-6.128008323003087e-08|Jumping
