runia|false|23720
-47.66169357299805,637.3030395507812,769.14892578125|-0.26588940620422363,-8.513354146089114e-07,0.9640035629272461|-5.68376663068193e-07,1,7.263563475135015e-07|Freefall
-47.70032501220703,637.5654907226562,769.28857421875|-0.26588940620422363,-4.558724526759761e-07,0.9640035629272461|-4.2476295902815764e-07,1,3.5573779655351245e-07|Freefall
-47.74158477783203,637.8142700195312,769.4378051757812|-0.26588934659957886,-1.9954347862949362e-07,0.9640035629272461|-2.6238589612148644e-07,1,1.34623846292925e-07|Freefall
-47.76320266723633,637.9335327148438,769.5159912109375|-0.2615727484226227,-1.1733830262983247e-07,0.9651837944984436|-1.9326472511238535e-07,1,6.919461270626925e-08|Freefall
-47.80831527709961,638.1619262695312,769.6796264648438|-0.261568158864975,-2.0131174949256092e-08,0.9651849865913391|-9.159195002439446e-08,1,-3.9643825999746696e-09|Freefall
-47.85593795776367,638.3766479492188,769.8528442382812|-0.2615308165550232,4.0053837579989704e-08,0.9651951193809509|-1.6414867687331025e-08,1,-4.594597768914355e-08|Freefall
-47.906063079833984,638.5777587890625,770.03564453125|-0.2615184187889099,6.819066555863174e-08,0.9651984572410583|3.0262519601365057e-08,1,-6.244980710334858e-08|Freefall
-47.95869827270508,638.7652587890625,770.2280883789062|-0.26151418685913086,8.220468572517348e-08,0.9651996493339539|6.312188105539462e-08,1,-6.806615004961714e-08|Freefall
-48.01383590698242,638.9390869140625,770.43017578125|-0.2615126073360443,9.62127089110254e-08,0.9652000665664673|9.59674650857778e-08,1,-7.36800629397294e-08|Freefall
-48.07148361206055,639.099365234375,770.641845703125|-0.2615121603012085,9.833773617629049e-08,0.9652001857757568|1.1220281947998956e-07,1,-7.148292979763937e-08|Freefall
-48.13163757324219,639.2459716796875,770.8630981445312|-0.2615119516849518,8.858739874995081e-08,0.9652002453804016|1.1183850290308328e-07,1,-6.147977416048889e-08|Freefall
-48.19428634643555,639.3789672851562,771.093994140625|-0.2530558407306671,7.95070533854414e-08,0.9674516916275024|1.1107672293064752e-07,1,-5.3127653387718965e-08|Freefall
-48.25746536254883,639.4983520507812,771.3333740234375|-0.2316967248916626,7.805127921756139e-08,0.9727880954742432|1.1140672739884394e-07,1,-5.369998845594637e-08|Freefall
-48.316524505615234,639.6040649414062,771.575927734375|-0.20989800989627838,9.81415269052377e-08,0.9777233004570007|1.1639436792165725e-07,1,-7.539001956047287e-08|Freefall
-48.37024688720703,639.6962280273438,771.8200073242188|-0.18347616493701935,1.1984784009655414e-07,0.9830241799354553|1.0320045618072982e-07,1,-1.026556901706499e-07|Freefall
-48.4176139831543,639.7747192382812,772.0654907226562|-0.15677663683891296,1.463502599108324e-07,0.9876340627670288|8.208602508830154e-08,1,-1.3515236219063809e-07|Freefall
-48.45831298828125,639.8395385742188,772.3121337890625|-0.1211947649717331,1.6184242213057587e-07,0.9926287531852722|5.6936809045282644e-08,1,-1.5609256820425799e-07|Freefall
-48.506813049316406,639.9113159179688,772.6838989257812|-0.10340716689825058,1.7122134465807903e-07,0.9946390986442566|2.906287832615817e-08,1,-1.69122685633738e-07|Freefall
-48.5461311340332,639.952392578125,773.0568237304688|-0.08489498496055603,1.6693040549853322e-07,0.9963899254798889|9.287979274574809e-09,1,-1.6674385960868676e-07|Freefall
-48.56808853149414,639.9627685546875,773.3058471679688|-0.07919211685657501,1.7451326073114615e-07,0.9968593716621399|-9.134262790588821e-11,1,-1.7507032623598207e-07|Freefall
-48.58816146850586,639.95947265625,773.5550537109375|-0.07874222844839096,1.515404761676109e-07,0.9968950152397156|-4.795683405944828e-09,1,-1.5239128003941005e-07|Freefall
-48.607032775878906,639.957763671875,773.7940063476562|-0.07855250686407089,9.439747827855172e-08,0.9969099760055542|-7.1635928300395335e-09,1,-9.525453492642555e-08|Landed
-48.6348762512207,639.95751953125,774.1475830078125|-0.07849515974521637,8.837603537870109e-09,0.9969145059585571|-1.0651117321458514e-08,1,-9.703605030608742e-09|Landed
-48.64413833618164,639.95751953125,774.2652587890625|-0.07845962047576904,-1.9667051986971273e-08,0.9969173073768616|-1.1810416644664201e-08,1,1.879836020179937e-08|Landed
-48.662662506103516,639.95751953125,774.5006103515625|-0.07845870405435562,-7.665763490649624e-08,0.9969173669815063|-1.412748851237211e-08,1,7.578282179565576e-08|Landed
-48.68118667602539,639.95751953125,774.7359619140625|-0.07845643162727356,-1.1399854571436663e-07,0.9969175457954407|-1.4211847698675228e-08,1,1.1323257353978988e-07|Landed
-48.699710845947266,639.9148559570312,774.9713134765625|-0.07845545560121536,-9.661924593729054e-08,0.9969176054000854|-9.50587963899352e-09,1,9.616988450034114e-08|Running
-48.71823501586914,640.3578491210938,775.2066650390625|-0.07845530658960342,-7.92473642263758e-08,0.9969176054000854|-4.802034325734894e-09,1,7.911447852393394e-08|Jumping
-48.736759185791016,640.7905883789062,775.4420166015625|-0.07845563441514969,-6.188290768704974e-08,0.9969176054000854|-1.0024319568868734e-10,1,6.206635561056828e-08|Jumping
-48.75586700439453,641.2096557617188,775.684814453125|-0.07845507562160492,-4.452586210845766e-08,0.9969176650047302|4.599584713105287e-09,1,4.5025508654816804e-08|Freefall
-48.7754020690918,641.6151733398438,775.9330444335938|-0.0784551352262497,-2.7176231043313237e-08,0.9969176650047302|9.297361103222102e-09,1,2.799193765667951e-08|Freefall
-48.795005798339844,642.0070190429688,776.18212890625|-0.07845492660999298,-9.834013603438052e-09,0.9969176650047302|1.399313909189459e-08,1,1.096564439251324e-08|Freefall
-48.81462097167969,642.38525390625,776.4313354492188|-0.07845471799373627,7.500789322989476e-09,0.9969176650047302|1.868690624462488e-08,1,-6.053371581771216e-09|Freefall
-48.83423614501953,642.7498779296875,776.6806030273438|-0.07845474779605865,2.4828183953218286e-08,0.9969176650047302|2.3378664337769806e-08,1,-2.306511071026307e-08|Freefall
-48.853851318359375,643.100830078125,776.9298706054688|-0.07845547050237656,4.2148176504497314e-08,0.9969176054000854|2.8068434687611443e-08,1,-4.0069565443445754e-08|Freefall
-48.87346649169922,643.4381713867188,777.1791381835938|-0.07845500111579895,5.946076697682656e-08,0.9969176650047302|3.275616222708777e-08,1,-5.706678152250788e-08|Freefall
-48.89308166503906,643.7619018554688,777.4284057617188|-0.07845501601696014,7.676595714656287e-08,0.9969176650047302|3.744190735233133e-08,1,-7.405672164395583e-08|Freefall
-48.912696838378906,644.0719604492188,777.6776733398438|-0.07845480740070343,9.406375767184727e-08,0.9969176650047302|4.2125634536205325e-08,1,-9.103941067678534e-08|Freefall
-48.93231201171875,644.3684692382812,777.9269409179688|-0.07845553010702133,1.1135416855267977e-07,0.9969176054000854|4.680744325469277e-08,1,-1.0801480954114595e-07|Freefall
-48.951927185058594,644.6513061523438,778.1762084960938|-0.07845552265644073,1.28637182683633e-07,0.9969176054000854|5.1487184293819155e-08,1,-1.2498297508045653e-07|Freefall
-48.97154235839844,644.9205322265625,778.4254760742188|-0.07845550775527954,1.4591282138098904e-07,0.9969176054000854|5.6164925155144374e-08,1,-1.419439001892897e-07|Freefall
-48.99116516113281,645.1761474609375,778.6747436523438|-0.08281603455543518,1.464291727870659e-07,0.9965648651123047|5.5396679243813196e-08,1,-1.4233036438326963e-07|Freefall
-49.01163101196289,645.4180908203125,778.9238891601562|-0.08724544942378998,1.3120381936460035e-07,0.9961868524551392|4.865919223107085e-08,1,-1.2744449406909553e-07|Freefall
-49.033199310302734,645.646484375,779.1729125976562|-0.09608973562717438,1.1950562850415736e-07,0.9953726530075073|4.2780470721481834e-08,1,-1.1593130722076239e-07|Freefall
-49.06875228881836,645.9634399414062,779.5462646484375|-0.1047278493642807,1.1629258267475961e-07,0.9945009350776672|3.476121435141977e-08,1,-1.1327502136282419e-07|Freefall
-49.08151626586914,646.0623168945312,779.6705932617188|-0.10984580963850021,1.194430296891369e-07,0.9939486384391785|3.277701665638233e-08,1,-1.1654788067971822e-07|Freefall
-49.10852813720703,646.2498168945312,779.9191284179688|-0.10986334085464478,1.281484571791225e-07,0.9939467310905457|2.788297059908018e-08,1,-1.2584693820372195e-07|Freefall
-49.13597869873047,646.4236450195312,780.1676635742188|-0.1100047379732132,1.3747865068580722e-07,0.9939310550689697|2.305856483530988e-08,1,-1.3576605795151409e-07|Freefall
-49.163490295410156,646.5838623046875,780.4161987304688|-0.11005258560180664,1.4687770999444183e-07,0.9939257502555847|1.8226680609245705e-08,1,-1.4575718410014815e-07|Freefall
-49.19102096557617,646.73046875,780.6647338867188|-0.11441598832607269,1.5660117469451507e-07,0.9934329390525818|1.4090747235684375e-08,1,-1.5601352743033203e-07|Freefall
-49.219383239746094,646.8634033203125,780.9131469726562|-0.11449218541383743,1.6700532512459176e-07,0.9934241771697998|9.395914268850447e-09,1,-1.6702792038358893e-07|Freefall
-49.24799346923828,646.9827880859375,781.1615600585938|-0.11455436795949936,1.7752695669059904e-07,0.993416965007782|4.705584810693608e-09,1,-1.7816074660004233e-07|Freefall
-49.276634216308594,647.0885009765625,781.4099731445312|-0.11457544565200806,1.528527349137221e-07,0.9934145212173462|1.1508584085717644e-09,1,-1.5373328210444015e-07|Freefall
-49.30528259277344,647.1806030273438,781.6583862304688|-0.11458243429660797,1.2819057815249835e-07,0.9934137463569641|-2.406183252645633e-09,1,-1.293180105221836e-07|Freefall
-49.33393096923828,647.2590942382812,781.9067993164062|-0.11458498239517212,1.0353910084859308e-07,0.9934134483337402|-5.962813798277011e-09,1,-1.0491336865925405e-07|Freefall
-49.36259841918945,647.3239135742188,782.1552124023438|-0.12327389419078827,8.013934404971224e-08,0.9923726916313171|-8.412364138621342e-09,1,-8.180028032711562e-08|Freefall
-49.3929557800293,647.3751831054688,782.4033813476562|-0.13642854988574982,6.453385736904238e-08,0.990649938583374|-9.632730169073511e-09,1,-6.646953210065476e-08|Freefall
-49.42631530761719,647.4127807617188,782.6510620117188|-0.14542214572429657,6.236830074612953e-08,0.9893696904182434|-9.451193605514163e-09,1,-6.442760280833681e-08|Freefall
-49.462158203125,647.436767578125,782.8984375|-0.15443339943885803,7.187382067286308e-08,0.9880031943321228|-7.539153301650003e-09,1,-7.392497991531854e-08|Freefall
-49.500274658203125,647.4471435546875,783.1455078125|-0.16340723633766174,9.215423801833822e-08,0.9865586757659912|-3.827659078581291e-09,1,-9.40437772101177e-08|Freefall
-49.540626525878906,647.44384765625,783.3922729492188|-0.1680477112531662,1.2073911648258218e-07,0.9857788681983948|1.0159709740165113e-09,1,-1.223077390477556e-07|Freefall
-49.582393646240234,647.4269409179688,783.6387329101562|-0.17691883444786072,1.363448944857737e-07,0.9842254519462585|6.060119517314888e-09,1,-1.3744080717970064e-07|Freefall
-49.62613296508789,647.3964233398438,783.8848876953125|-0.17718034982681274,1.3791279229735665e-07,0.9841784238815308|9.371251330492214e-09,1,-1.384427719131054e-07|Freefall
-49.670406341552734,647.3522338867188,784.1309814453125|-0.17734158039093018,1.403122809051638e-07,0.9841493368148804|1.2790866144030133e-08,1,-1.4026724670657131e-07|Freefall
-49.71474838256836,647.2944946289062,784.3770751953125|-0.17739595472812653,1.4280655591392133e-07,0.9841395616531372|1.6203147268356588e-08,1,-1.4218733213056112e-07|Freefall
-49.75910568237305,647.2230834960938,784.6231689453125|-0.17741474509239197,1.4531072167756065e-07,0.984136164188385|1.9608201284881943e-08,1,-1.4411820359327976e-07|Freefall
-49.803462982177734,647.1380615234375,784.8692626953125|-0.17742133140563965,1.4781505797145655e-07,0.9841349720954895|2.3009327776435384e-08,1,-1.4604979980958888e-07|Freefall
-49.84782028198242,647.0394287109375,785.1153564453125|-0.17742304503917694,1.5031847055979597e-07,0.9841346740722656|2.640798157926838e-08,1,-1.479808418025641e-07|Freefall
-49.89217758178711,646.9271240234375,785.3614501953125|-0.17742405831813812,1.5282081733403174e-07,0.9841344952583313|2.9804976264813376e-08,1,-1.499111164093847e-07|Freefall
-49.9365348815918,646.80126953125,785.6075439453125|-0.17742417752742767,1.5532209829416388e-07,0.9841344952583313|3.320034380749348e-08,1,-1.5184059520834126e-07|Freefall
-49.98088455200195,646.6617431640625,785.8536376953125|-0.17311729490756989,1.581190360866458e-07,0.9849011898040771|3.595911124421036e-08,1,-1.5422246235630155e-07|Freefall
-50.02439498901367,646.508544921875,786.099853515625|-0.16873671114444733,1.622561995873184e-07,0.9856611490249634|3.891220856644395e-08,1,-1.579551707209248e-07|Freefall
-50.066829681396484,646.341796875,786.34619140625|-0.16429291665554047,1.6848564143856493e-07,0.9864115715026855|4.2182769277587795e-08,1,-1.6378083955714828e-07|Freefall
-50.08757019042969,646.2532958984375,786.469482421875|-0.1640940010547638,1.7228775561761722e-07,0.9864447116851807|4.426275523883305e-08,1,-1.6729218543787283e-07|Freefall
-50.14918899536133,645.9673461914062,786.8394165039062|-0.15990683436393738,1.6817439529859257e-07,0.9871321320533752|4.51097541542822e-08,1,-1.6305926919812919e-07|Freefall
-50.18935012817383,645.7597045898438,787.086181640625|-0.15533749759197235,1.4455538632773823e-07,0.9878614544868469|3.900018086255841e-08,1,-1.4019902039308363e-07|Freefall
-50.22843551635742,645.5383911132812,787.3331298828125|-0.15518511831760406,1.224930059606777e-07,0.9878854155540466|3.389282454691056e-08,1,-1.1867098947959676e-07|Freefall
-50.24784469604492,645.4226684570312,787.4566040039062|-0.15065810084342957,1.116939571943476e-07,0.9885859489440918|3.083924582369946e-08,1,-1.0828373575577643e-07|Freefall
-50.281009674072266,645.1809692382812,787.7015991210938|-0.11839563399553299,0.000007662080861337017,0.9929664731025696|9.967906180463615e-07,1,-0.000007597502644784981|Freefall
-50.314170837402344,644.7928466796875,788.0646362304688|-0.0739072784781456,0.000053969986765878275,0.997265100479126|0.000005930152838118374,1,-0.00005367850826587528|Freefall
-50.324520111083984,644.51708984375,788.3037719726562|-0.08265267312526703,0.00009335520007880405,0.9965783953666687|0.000011748760698537808,1,-0.000092701317043975|Freefall
-50.32532501220703,644.2276611328125,788.5405883789062|-0.07698988169431686,0.00012652557052206248,0.9970318675041199|0.00001693342528596986,1,-0.00012559464084915817|Freefall
-50.31656265258789,643.9246826171875,788.7750244140625|-0.07204098999500275,0.0001498085621278733,0.9974016547203064|0.000021476067558978684,1,-0.00014864763943478465|Freefall
-50.2982063293457,643.6080322265625,789.007080078125|-0.05863657221198082,0.0001634874497540295,0.9982793927192688|0.00002356110417167656,1,-0.00016238531679846346|Freefall
-50.270294189453125,643.2777099609375,789.2366943359375|-0.053915657103061676,0.00017019749793689698,0.9985454678535461|0.000025631436074036174,1,-0.00016906145901884884|Freefall
-50.23284149169922,642.933837890625,789.4638061523438|-0.04924541711807251,0.00017304274661000818,0.9987866878509521|0.00002664211206138134,1,-0.0001719393621897325|Freefall
-50.18585205078125,642.5762939453125,789.6883544921875|-0.04466596618294716,0.00017392409790772945,0.9990019798278809|0.000026869503926718608,1,-0.0001728964998619631|Freefall
-50.12934112548828,642.2051391601562,789.9102783203125|-0.04011627659201622,0.0001739369472488761,0.9991949796676636|0.00002656889773788862,1,-0.00017301036859862506|Freefall
-50.06330871582031,641.8203735351562,790.1294555664062|-0.031203478574752808,0.00017349548579659313,0.9995130300521851|0.000025201350581482984,1,-0.00017279325402341783|Freefall
-49.98780059814453,641.4219360351562,790.3458862304688|-0.026595069095492363,0.0001729546202113852,0.9996462464332581|0.000024396316803176887,1,-0.00017236676649190485|Freefall
-49.9153938293457,641.0099487304688,790.5641479492188|-0.0457855761051178,0.00015144352801144123,0.998951256275177|0.00002192705505876802,1,-0.00015059752331580967|Freefall
-49.87580490112305,640.5842895507812,790.7940673828125|-0.05238934978842735,0.00008149733912432566,0.998626708984375|0.000009546248293190729,1,-0.00008110859926091507|Landed
-49.87455749511719,640.14501953125,791.0377807617188|-0.04857919365167618,0.0000017315090872216388,0.9988193511962891|-0.0000037556912957370514,1,-0.000001916219844133593|Landed
-49.885597229003906,639.8046264648438,791.28662109375|-0.03676528483629227,-0.000048865436838241294,0.9993239045143127|-0.000010307750926585868,1,0.000048519272240810096|Landed
-49.89562225341797,639.741455078125,791.5362548828125|-0.023765981197357178,-0.00005855437848367728,0.9997175335884094|-0.00000935372372623533,1,0.00005834855983266607|Landed
-49.90259552001953,639.7696533203125,791.7861328125|-0.010361055843532085,-0.0000383150290872436,0.9999462962150574|-0.000004429653017723467,1,0.00003827118780463934|Landed
-49.906219482421875,639.8201904296875,792.0361328125|0.0031821762677282095,-0.00000845267186377896,0.9999949336051941|4.970265194970125e-07,1,0.00000845113299874356|Landed
-49.90645217895508,639.8693237304688,792.2861328125|0.021307693794369698,0.000006731394023518078,0.9997729659080505|0.00000221261620936275,1,-0.000006780079274903983|Running
-49.902442932128906,639.9102783203125,792.5361328125|0.03490770608186722,0.000009396786481374875,0.9993905425071716|0.0000018604434899316402,1,-0.000009467500603932422|Running
-49.89478302001953,639.9423828125,792.7860107421875|0.0349048413336277,0.000006826124717917992,0.9993906617164612|0.0000010837526360774064,1,-0.0000068681379161716904|Running
-49.886207580566406,639.966796875,793.035888671875|0.03943857550621033,0.0000034280219551874325,0.9992219805717468|3.9679204633102927e-07,1,-0.0000034463521387806395|Running
-49.87665939331055,639.985107421875,793.2857055664062|0.043972134590148926,0.0000010055492793981102,0.999032735824585|1.6022136506421703e-08,1,-0.0000010072280929307453|Running
-49.86600112915039,639.9987182617188,793.5354614257812|0.0439721941947937,-1.9023066499812558e-07,0.999032735824585|-1.1406034872152304e-07,1,1.9543517737474758e-07|Running
-49.85505294799805,640.0087890625,793.7852172851562|0.04397197812795639,-5.264413402983337e-07,0.999032735824585|-1.1608783978545034e-07,1,5.320605964698188e-07|Running
-49.84406661987305,640.0162963867188,794.0349731445312|0.04850519075989723,-4.4598837689591164e-07,0.9988229274749756|-7.2129701322865e-08,1,4.5001672788202995e-07|Running
-49.83223342895508,640.0218505859375,794.2847290039062|0.04850495606660843,-2.5692759209050564e-07,0.9988229274749756|-2.827944456385012e-08,1,2.586036771390354e-07|Running
-49.82014846801758,640.0259399414062,794.5344848632812|0.053036924451589584,-8.776063253890243e-08,0.9985925555229187|8.223832281828436e-09,1,8.744754609324445e-08|Running
-49.807186126708984,640.0289306640625,794.7841186523438|0.06209772080183029,2.096647300220411e-09,0.9980700612068176|1.7749902880837e-08,1,-3.2050613274492434e-09|Running
-49.79228973388672,640.0311279296875,795.0336303710938|0.06662589311599731,5.39448414826893e-08,0.9977779984474182|1.8514368704813933e-08,1,-5.5301256907114293e-08|Running
-49.7760124206543,640.03271484375,795.2831420898438|0.07115340977907181,8.633562487148083e-08,0.9974653720855713|1.580688113733686e-08,1,-8.768258652480654e-08|Running
-49.758567810058594,640.033935546875,795.5325317382812|0.0756789892911911,8.423739217278126e-08,0.9971322417259216|1.0232003688770419e-08,1,-8.52562322961603e-08|Running
-49.74935531616211,640.034423828125,795.6571655273438|0.08020300418138504,8.320076005929877e-08,0.9967785477638245|7.2574386500434684e-09,1,-8.405360318874955e-08|Running
-49.71974182128906,640.0355224609375,796.031005859375|0.08020300418138504,8.009218532833984e-08,0.9967785477638245|-5.019950566342857e-10,1,-8.031064169244928e-08|Running
-49.699710845947266,640.0360107421875,796.2801513671875|0.08020276576280594,7.802090351560764e-08,0.9967785477638245|-5.672167624481972e-09,1,-7.781666511164076e-08|Running
-49.679664611816406,640.036376953125,796.529296875|0.08472488820552826,7.597481044285814e-08,0.9964044094085693|-1.1193189486391475e-08,1,-7.529720846832788e-08|Running
-49.658775329589844,640.03662109375,796.7784423828125|0.08472536504268646,7.392959133767363e-08,0.9964043498039246|-1.6359001264731887e-08,1,-7.280534930487192e-08|Running
-49.637638092041016,640.0368041992188,797.027587890625|0.08472536504268646,7.18852462000541e-08,0.9964043498039246|-2.1522572168919396e-08,1,-7.031457016637432e-08|Running
-49.61646270751953,640.0369262695312,797.2767333984375|0.08924550563097,6.986608980241726e-08,0.9960096478462219|-2.7002755587091087e-08,1,-6.772646798935966e-08|Running
-49.59444046020508,640.0370483398438,797.5257568359375|0.09376475214958191,6.787215056647256e-08,0.9955943822860718|-3.2468999933144005e-08,1,-6.51145697361244e-08|Running
-49.57133102416992,640.0371704101562,797.774658203125|0.09376499056816101,6.58790568763834e-08,0.9955943822860718|-3.762597344802998e-08,1,-6.262696672365564e-08|Running
-49.547935485839844,640.0371704101562,798.0235595703125|0.0982813611626625,6.391118034798637e-08,0.9951586723327637|-4.3064506627388255e-08,1,-5.996907503913462e-08|Running
-49.52366256713867,640.0371704101562,798.2723388671875|0.10279665887355804,6.196854229756354e-08,0.9947023987770081|-4.8488772108612466e-08,1,-5.7287543597794865e-08|Running
-49.498294830322266,640.0371704101562,798.5210571289062|0.10730960220098495,6.005116404139699e-08,0.9942256808280945|-5.389859936144603e-08,1,-5.4582503850042485e-08|Running
-49.471805572509766,640.0371704101562,798.7696533203125|0.11181985586881638,5.815905623762774e-08,0.993728518486023|-5.929387114633755e-08,1,-5.185402685015106e-08|Running
-49.44418716430664,640.0371704101562,799.0181274414062|0.11632780730724335,5.629224375525155e-08,0.9932108521461487|-6.467450930358609e-08,1,-4.910215878339841e-08|Running
-49.415443420410156,640.0371704101562,799.2664794921875|0.11632804572582245,5.442623063345309e-08,0.9932108521461487|-6.981828448715532e-08,1,-4.6620922233842066e-08|Running
-49.386409759521484,640.0371704101562,799.5147705078125|0.11632804572582245,5.256101331951868e-08,0.9932108521461487|-7.495984988281634e-08,1,-4.414075860381672e-08|Running
-49.35733413696289,640.0371704101562,799.7630615234375|0.11632804572582245,5.069659181344832e-08,0.9932108521461487|-8.009921970142386e-08,1,-4.166165368246766e-08|Running
-49.328250885009766,640.0371704101562,800.0113525390625|0.11632804572582245,4.8832969667955695e-08,0.9932108521461487|-8.523639394297788e-08,1,-3.918360746979488e-08|Running
-49.270225524902344,640.0371704101562,800.2435302734375|0.11632804572582245,4.697014333032712e-08,0.9932108521461487|-9.03713726074784e-08,1,-3.670662351851206e-08|Running
-49.17361068725586,640.0371704101562,800.4541015625|0.11632804572582245,4.5108109247848915e-08,0.9932108521461487|-9.550415569492543e-08,1,-3.4230698275905524e-08|Running
-49.1108283996582,640.0371704101562,800.5513305664062|0.11632804572582245,4.417739418727251e-08,0.9932108521461487|-9.806972656178914e-08,1,-3.2993128229463764e-08|Running
-48.956321716308594,640.0371704101562,800.7295532226562|0.11632804572582245,4.2316557369304064e-08,0.9932108521461487|-1.0319922694179695e-07,1,-3.051879104987165e-08|Running
-48.67172622680664,640.0371704101562,800.9674682617188|0.11632804572582245,3.952679605845333e-08,0.9932108521461487|-1.108893670220823e-07,1,-2.6809264142002576e-08|Running
-48.476043701171875,640.0371704101562,801.1227416992188|0.11632804572582245,3.766794520743133e-08,0.9932108521461487|-1.160133891175974e-07,1,-2.4337566628673812e-08|Running
-48.27996826171875,640.0371704101562,801.2777709960938|0.11632827669382095,3.5809890164273384e-08,0.9932107925415039|-1.2113522984691372e-07,1,-2.1866897625955062e-08|Running
-47.98576736450195,640.0371704101562,801.5103149414062|0.11632804572582245,3.302430329199524e-08,0.9932108521461487|-1.2881388045116182e-07,1,-1.8162944925848024e-08|Running
-47.78963088989258,640.0360107421875,801.6653442382812|0.11632804572582245,3.116823066307006e-08,0.9932108521461487|-1.3393025710684014e-07,1,-1.5694944011102052e-08|Running
-47.691566467285156,640.034912109375,801.7428588867188|0.11632804572582245,2.6839328981509425e-08,0.9932108521461487|-1.1914557518366564e-07,1,-1.3068077286959578e-08|Running
-47.49543762207031,640.0324096679688,801.8978881835938|0.11181960999965668,1.8314846528255657e-08,0.993728518486023|-8.952515884175227e-08,1,-8.356586533864174e-09|Running
-47.3975944519043,640.0310668945312,801.9756469726562|0.10279640555381775,1.4184735164235462e-08,0.9947023987770081|-7.467042451025918e-08,1,-6.543548813908728e-09|Running
-47.10611343383789,640.0270385742188,802.2115478515625|0.09376497566699982,2.1928228122192195e-09,0.9955943822860718|-3.0301265496746055e-08,1,6.512437256134262e-10|Running
-46.91315460205078,640.0243530273438,802.3704833984375|0.07115316390991211,-5.139785930197149e-09,0.9974653720855713|-7.862094308919154e-10,1,5.208929731992384e-09|Running
-46.81797790527344,640.0233764648438,802.4514770507812|0.05303692817687988,-8.540541607260366e-09,0.9985925555229187|1.3875657955964016e-08,1,7.81561926288532e-09|Running
-46.53785705566406,640.0220336914062,802.7007446289062|0.030368052423000336,-1.774279212440888e-08,0.999538779258728|5.7944685494248915e-08,1,1.5990499591111984e-08|Running
-46.35474395751953,640.0220336914062,802.8709106445312|0.007683305069804192,-2.3207769928035304e-08,0.9999704957008362|8.705116982810068e-08,1,2.25395933028949e-08|Running
-46.175453186035156,640.022216796875,803.0451049804688|-0.010467537678778172,-2.39888162667512e-08,0.9999452233314514|9.764007558032972e-08,1,2.5012237614419064e-08|Running
-45.999549865722656,640.0226440429688,803.2227172851562|-0.03768620267510414,-2.0828860414212613e-08,0.9992896318435669|8.947527163627456e-08,1,2.4218048011448445e-08|Running
-45.828155517578125,640.0234375,803.4047241210938|-0.055817387998104095,-1.780815495067145e-08,0.9984409809112549|8.157648068163326e-08,1,2.2396456245132867e-08|Running
-45.660465240478516,640.0244750976562,803.590087890625|-0.07393041998147964,-1.4927575620049538e-08,0.9972634315490723|7.371522769972216e-08,1,2.043329061507393e-08|Running
-45.496219635009766,640.0257568359375,803.7785034179688|-0.10105230659246445,-1.2258153603283972e-08,0.9948810935020447|6.569350574636701e-08,1,1.8993862482830082e-08|Running
-45.36404800415039,640.0272216796875,803.9773559570312|-0.12809976935386658,-9.801692790745165e-09,0.9917612671852112|5.771710931412599e-08,1,1.733808474568832e-08|Running
-45.2741813659668,640.0286865234375,804.1890258789062|-0.1460791826248169,-7.488450748383002e-09,0.9892728924751282|4.996114100208615e-08,1,1.4947072912718795e-08|Running
-45.245182037353516,640.0294189453125,804.2994384765625|-0.17742422223091125,-6.457461232400874e-09,0.9841344952583313|4.5746531895929365e-08,1,1.4808955839384907e-08|Running
-45.22256088256836,640.0316162109375,804.646484375|-0.1952580213546753,-3.5818883414862057e-09,0.9807519316673279|3.4330870590792983e-08,1,1.0487123169866663e-08|Running
-45.25709533691406,640.0328979492188,804.8887939453125|-0.22630737721920013,-1.9192949451962704e-09,0.9740559458732605|2.6558231169815372e-08,1,8.140824903080102e-09|Running
-45.309661865234375,640.033935546875,805.13232421875|-0.2527416944503784,-4.759015959088231e-10,0.9675337672233582|1.8907666543555024e-08,1,5.4309809982555635e-09|Running
-45.370582580566406,640.0347900390625,805.3746337890625|-0.2876911759376526,6.740578095687511e-10,0.9577232003211975|1.128217874679649e-08,1,2.685249134160017e-09|Running
-45.43993377685547,640.0354614257812,805.6148071289062|-0.3222627341747284,1.5293094568491483e-09,0.9466502666473389|3.764537570560833e-09,1,-3.33955668674335e-10|Running
-45.51791000366211,640.0359497070312,805.8522338867188|-0.3564082384109497,2.0889903140641763e-09,0.9343303442001343|-3.635398870827089e-09,1,-3.6225693555991256e-09|Running
-45.60444641113281,640.0363159179688,806.0867309570312|-0.3775135576725006,2.4636084283713444e-09,0.9260040521621704|-1.0958692620022248e-08,1,-7.128114987153822e-09|Running
-45.69710159301758,640.0365600585938,806.31884765625|-0.4067322313785553,2.5791198066116294e-09,0.9135473966598511|-1.8130034362684455e-08,1,-1.08950981569933e-08|Running
-45.796661376953125,640.0368041992188,806.5481567382812|-0.4273550808429718,2.509595420363553e-09,0.9040838479995728|-2.527825415654661e-08,1,-1.4724725438952646e-08|Running
-45.90187072753906,640.0369262695312,806.77490234375|-0.4477553069591522,2.2552544276521758e-09,0.8941560983657837|-3.2334625643670734e-08,1,-1.8714018779064645e-08|Running
-46.01226806640625,640.0370483398438,806.9992065429688|-0.47592708468437195,1.7425757503630734e-09,0.8794847130775452|-3.911773660547624e-08,1,-2.3149652861320646e-08|Running
