Mount Anora|true|17490
1651.60107421875,1019.3352661132812,2284.002685546875|0.9791517853736877,0,0.2031303495168686|2.980603097668677e-09,1.0000001192092896,-1.4367437906059877e-08|Running
1652.1231689453125,1020.0482788085938,2284.111572265625|0.9838582277297974,0,0.17894989252090454|1.772641144981435e-09,1,-9.745899198776442e-09|Running
1652.6478271484375,1020.706787109375,2284.207275390625|0.9869717955589294,0,0.16089409589767456|9.416217805480187e-10,1.0000001192092896,-5.776185751926732e-09|Running
1653.174072265625,1021.310791015625,2284.293212890625|0.988995373249054,0,0.14794649183750153|3.167161533035312e-10,1,-2.1171899788896553e-09|Running
1653.701416015625,1021.8603515625,2284.3720703125|0.9900978803634644,0,0.14037881791591644|-1.7587863110346547e-10,1,1.2404796079223956e-09|Running
1654.2294921875,1022.3554077148438,2284.447021484375|0.9904414415359497,0,0.13793428242206573|-4.703744616030292e-10,1.0000001192092896,3.37753847112765e-09|Running
1654.7578125,1022.7958984375,2284.5205078125|0.9904747605323792,0,0.13769479095935822|-5.985454354373587e-10,1.0000001192092896,4.30549462748786e-09|Running
1655.2861328125,1023.181884765625,2284.59375|0.9905080199241638,0,0.1374552696943283|-7.314740479991144e-10,1.0000001192092896,5.2710302789193975e-09|Running
1655.814453125,1023.513427734375,2284.6669921875|0.9905080199241638,0,0.1374552696943283|-8.631708681150485e-10,1.0000001192092896,6.220043147209253e-09|Running
1656.3427734375,1023.7904663085938,2284.740234375|0.9905080199241638,0,0.1374552696943283|-9.948517565305792e-10,1.0000001192092896,7.168940108215338e-09|Running
1656.87109375,1024.012939453125,2284.8134765625|0.9905080199241638,0,0.1374552696943283|-1.1264261745580484e-09,1.0000001192092896,8.117070571245222e-09|Freefall
1657.3994140625,1024.180908203125,2284.88671875|0.9905080199241638,0,0.1374552696943283|-1.257891457662197e-09,1.0000001192092896,9.064414996373671e-09|Freefall
1657.927734375,1024.294189453125,2284.9599609375|0.9905080199241638,0,0.1374552696943283|-1.2578204033886209e-09,1.0000001192092896,9.063903405603924e-09|Freefall
1658.4560546875,1024.3531494140625,2285.033203125|0.9905080199241638,0,0.1374552696943283|-8.636437676123876e-10,1.0000001192092896,6.223450643716433e-09|Freefall
1658.984375,1024.3575439453125,2285.1064453125|0.9905080199241638,0,0.1374552696943283|-4.69804806169094e-10,1.0000001192092896,3.3854314906989202e-09|Freefall
1659.5126953125,1024.307373046875,2285.1796875|0.9902691841125488,0,0.13916504383087158|-7.040844296479776e-11,1,5.010116765902239e-10|Freefall
1660.041015625,1024.202880859375,2285.25390625|0.9900275468826294,0,0.140874445438385|3.475429943833319e-10,1.0000001192092896,-2.442438251648582e-09|Freefall
1660.56884765625,1024.043701171875,2285.3291015625|0.9897828102111816,0,0.14258341491222382|7.831892911980276e-10,1,-5.436728400809443e-09|Freefall
1661.0966796875,1023.8302001953125,2285.4052734375|0.9890693426132202,0,0.14745104312896729|1.2794971748775197e-09,1,-8.58258708547055e-09|Freefall
1661.624267578125,1023.5621948242188,2285.48388671875|0.9883264899253845,0,0.15235072374343872|1.8380594823952379e-09,1,-1.1923821929826772e-08|Freefall
1662.1513671875,1023.2396850585938,2285.565185546875|0.986489474773407,0,0.1638248860836029|2.6145374754094064e-09,1,-1.5743722769911983e-08|Freefall
1662.6776123046875,1022.8627319335938,2285.65234375|0.9824495315551758,0,0.18652868270874023|3.9927603445732984e-09,1,-2.1029931573934846e-08|Freefall
1663.20166015625,1022.4312744140625,2285.751220703125|0.974563717842102,0,0.22411058843135834|5.065318831043442e-09,1,-2.202696514075342e-08|Freefall
1663.7216796875,1021.9453125,2285.8701171875|0.9597069621086121,0,0.2810029685497284|4.002863374097387e-09,1.0000001192092896,-1.3670943488364173e-08|Landed
1664.2344970703125,1021.40478515625,2286.0166015625|0.931013822555542,0,0.36498379707336426|1.3310088586848678e-09,1,-3.395185466104067e-09|Landed
1664.7335205078125,1020.809814453125,2286.203857421875|0.8853891491889954,0,0.46485066413879395|-3.5382672347594735e-09,1.0000001192092896,6.739246938280985e-09|Running
1665.2115478515625,1020.3778686523438,2286.43896484375|0.7992377281188965,0,0.601015031337738|1.5784079598901712e-10,1,-2.098987650356321e-10|Running
1665.654296875,1020.3743286132812,2286.7333984375|0.7064351439476013,0,0.7077779173851013|8.913794147247245e-09,1.0000001192092896,-8.896883230136154e-09|Running
1666.0487060546875,1020.4118041992188,2287.090576171875|0.5909772515296936,0,0.8066882491111755|1.1848856118490403e-08,1,-8.680434149255234e-09|Running
1666.38671875,1020.4384765625,2287.50146484375|0.46189841628074646,0,0.8869328498840332|1.1926311493937192e-08,1,-6.211005043610385e-09|Running
1666.6591796875,1020.4539184570312,2287.95849609375|0.3360425531864166,0,0.9418467879295349|1.1060133253693039e-08,1.0000001192092896,-3.946157178802423e-09|Running
1666.862060546875,1020.4625244140625,2288.450439453125|0.1910199224948883,0,0.9815860986709595|1.1398797461481536e-08,1,-2.2182438108586666e-09|Running
1666.9923095703125,1020.46728515625,2288.966064453125|0.09179031103849411,0,0.9957783818244934|1.4247568458358728e-08,1,-1.3133331089321132e-09|Running
1667.0557861328125,1020.4698486328125,2289.494873046875|0.007201962172985077,0,0.9999741315841675|1.3020618361281322e-08,1.0000001192092896,-9.377642412600196e-11|Running
1667.06787109375,1020.47119140625,2290.02783203125|-0.055415939539670944,0,0.9984633922576904|3.106904067351479e-09,1.0000001192092896,1.724369813604909e-10|Running
1667.0433349609375,1020.4719848632812,2290.560302734375|-0.08678235858678818,0,0.9962273240089417|-8.785849381354183e-09,1.0000001192092896,-7.653441769228664e-10|Running
1666.9996337890625,1020.472412109375,2291.091796875|-0.11278917640447617,0,0.9936189651489258|-2.226684081563235e-08,1,-2.5275872506114183e-09|Running
1666.9415283203125,1020.47265625,2291.6220703125|-0.12670856714248657,0,0.9919400215148926|-1.980135522217097e-08,1.0000001192092896,-2.5293882544019652e-09|Running
1666.8814697265625,1021.3457641601562,2292.15234375|-0.13538558781147003,0,0.9907930493354797|-1.7311956312937582e-08,1.0000001192092896,-2.3655690739587953e-09|Running
1666.8114013671875,1022.1677856445312,2292.680908203125|-0.14159224927425385,0,0.9899250864982605|-1.4712698614971487e-08,1,-2.1044057607610966e-09|Running
1666.736328125,1022.935302734375,2293.209228515625|-0.14830464124679565,0,0.9889417290687561|-1.1929949472744283e-08,1,-1.7890506853746047e-09|Running
1666.6572265625,1023.6483154296875,2293.736572265625|-0.15992328524589539,0,0.9871295094490051|-8.74590089239291e-09,1.0000001192092896,-1.4169094786353753e-09|Running
1666.5723876953125,1024.3067626953125,2294.262939453125|-0.17480193078517914,0,0.9846036434173584|-4.741207426661731e-09,1,-8.417318508868732e-10|Running
1666.4793701171875,1024.91064453125,2294.788330078125|-0.19322799146175385,0,0.9811539053916931|6.532581697804574e-10,1,1.2865236653780698e-10|Running
1666.37646484375,1025.4600830078125,2295.311767578125|-0.20263789594173431,0,0.9792537689208984|7.26848092824639e-09,1,1.5040735323879062e-09|Running
1666.2681884765625,1025.9552001953125,2295.834228515625|-0.2069271355867386,0,0.9783563613891602|1.4339834208954017e-08,1,3.032944784209235e-09|Running
1666.15771484375,1026.3956298828125,2296.355712890625|-0.20739446580410004,0,0.9782573580741882|2.1493377744263853e-08,1,4.556682142720092e-09|Running
1666.046875,1026.78173828125,2296.877197265625|-0.2075112909078598,0,0.9782326221466064|2.0359378183343324e-08,1,4.3188101983560045e-09|Running
1665.93603515625,1027.11328125,2297.398681640625|-0.20762808620929718,0,0.9782078266143799|1.6476917608088115e-08,1.0000001192092896,3.4972842399838555e-09|Running
1665.8251953125,1027.39013671875,2297.920166015625|-0.20762808620929718,0,0.9782078266143799|1.2585105402251884e-08,1.0000001192092896,2.671233456652544e-09|Running
1665.71435546875,1027.61279296875,2298.441650390625|-0.20762808620929718,0,0.9782078266143799|8.696864561841267e-09,1.0000001192092896,1.845940289513237e-09|Freefall
1665.603515625,1027.78076171875,2298.963134765625|-0.20605969429016113,0,0.9785394072532654|4.861730129590569e-09,1,1.0237773961918606e-09|Freefall
1665.4935302734375,1027.894287109375,2299.484619140625|-0.20287200808525085,0,0.979205310344696|1.1277113687313545e-09,1.0000001192092896,2.336395243940359e-10|Freefall
1665.4122314453125,1027.9437255859375,2299.87646484375|-0.19933100044727325,0,0.9799322485923767|-1.5933028230108448e-09,1,-3.240985813057762e-10|Freefall
1665.3057861328125,1027.9617919921875,2300.39892578125|-0.19606918096542358,0,0.9805900454521179|-5.1146900048593125e-09,1,-1.0226832714010925e-09|Freefall
1665.175048828125,1027.9078369140625,2301.052978515625|-0.19130095839500427,0,0.9815314412117004|-9.31356858302479e-09,1,-1.8152190861542294e-09|Freefall
1665.0731201171875,1027.8033447265625,2301.576416015625|-0.18601268529891968,0,0.9825473427772522|-1.2474361099634734e-08,1,-2.3616055777608835e-09|Freefall
1664.9737548828125,1027.644287109375,2302.1005859375|-0.17772522568702698,0,0.9840801954269409|-1.5367229266871618e-08,1.0000001192092896,-2.775327079262979e-09|Freefall
1664.8787841796875,1027.430908203125,2302.625244140625|-0.1707693487405777,0,0.9853110313415527|-1.7928215356732835e-08,1,-3.1072315831437436e-09|Freefall
1664.78759765625,1027.162841796875,2303.150634765625|-0.16075579822063446,0,0.986994206905365|-2.015594091631101e-08,1,-3.2828808560481093e-09|Freefall
1664.70166015625,1026.8404541015625,2303.677001953125|-0.1521122306585312,0,0.9883632659912109|-2.1959767337875746e-08,1.0000001192092896,-3.379677648851498e-09|Freefall
1664.62060546875,1026.4635009765625,2304.204345703125|-0.1386861503124237,0,0.9903363585472107|-2.333925763764455e-08,1.0000001192092896,-3.268416648438688e-09|Freefall
1664.54638671875,1026.0318603515625,2304.732666015625|-0.12036782503128052,0,0.9927293658256531|-2.400848586603388e-08,1,-2.9110140964405673e-09|Freefall
1664.48193359375,1025.5460205078125,2305.261962890625|-0.08922602981328964,0,0.9960114359855652|-2.42906867953252e-08,1.0000001192092896,-2.1760409030235905e-09|Landed
1664.4324951171875,1025.0054931640625,2305.79296875|-0.053712084889411926,0,0.9985564351081848|-2.5153790161880352e-08,1.0000001192092896,-1.3530156994789877e-09|Landed
1664.401123046875,1024.4105224609375,2306.3251953125|-0.0012207021936774254,0,0.9999992847442627|-2.7028919546978614e-08,1,-3.299428438796603e-11|Running
1664.396240234375,1023.9784545898438,2306.8583984375|0.06677015870809555,0,0.9977683424949646|-3.015635385850146e-08,1.0000001192092896,2.0180481730136535e-09|Running
1664.4263916015625,1023.9747314453125,2307.390625|0.15357986092567444,0,0.9881362915039062|-3.4702342333048364e-08,1.0000001192092896,5.393568702771745e-09|Running
1664.500732421875,1024.011962890625,2307.91845703125|0.24598091840744019,0,0.9692746996879578|-4.052801116927185e-08,1,1.0285130969123202e-08|Running
1664.6229248046875,1024.038330078125,2308.437255859375|0.36930587887763977,0,0.9293078780174255|-4.475900894362894e-08,1.0000001192092896,1.7787179729111813e-08|Running
1664.8021240234375,1024.0537109375,2308.9384765625|0.5054186582565308,0,0.8628742098808289|-1.542669814114106e-08,1,9.036011050511661e-09|Running
1665.0465087890625,1024.0623779296875,2309.410888671875|0.6250523328781128,0,0.7805829048156738|4.599547853700869e-09,1.0000001192092896,-3.6830913874297266e-09|Running
1665.356689453125,1024.0670166015625,2309.843017578125|0.7446824312210083,0,0.6674190163612366|6.36304875456517e-09,1,-7.099663523746358e-09|Running
1665.7286376953125,1024.0694580078125,2310.222900390625|0.8380110859870911,0,0.5456532835960388|5.115057710725068e-09,1.0000001192092896,-7.855675221435376e-09|Running
1666.1558837890625,1024.07080078125,2310.5390625|0.9101406335830688,0,0.41429951786994934|3.1942211098368034e-09,1,-7.017122438668366e-09|Running
1666.7471923828125,1024.0716552734375,2310.84375|0.9578296542167664,0,0.28733670711517334|2.30192065409085e-09,1,-7.67339436436032e-09|Running
1667.1226806640625,1024.072021484375,2310.979248046875|0.9793071746826172,0,0.20237956941127777|1.3609007254444805e-09,1,-6.585347822607446e-09|Running
1667.6416015625,1024.0721435546875,2311.099853515625|0.9880248308181763,0,0.1542949676513672|9.8195795938949e-10,1,-6.287948828287426e-09|Running
1668.1678466796875,1024.0721435546875,2311.1865234375|0.9916574954986572,0,0.12890082597732544|8.090408898375756e-10,1,-6.224099013962814e-09|Running
1668.6947021484375,1024.9451904296875,2311.26953125|0.9931672811508179,0,0.11669959127902985|7.300408610966258e-10,1,-6.212983905129477e-09|Running
1669.223876953125,1025.7672119140625,2311.3359375|0.9931672811508179,0,0.11669959127902985|7.28991700338355e-10,1,-6.204055047476231e-09|Running
1669.753662109375,1026.5347900390625,2311.3984375|0.9931672811508179,0,0.11669959127902985|7.281467651054641e-10,1,-6.196864799079549e-09|Running
1670.283447265625,1027.2476806640625,2311.4609375|0.9931672811508179,0,0.11669959127902985|7.273732727242077e-10,1,-6.1902816206327316e-09|Running
1670.813232421875,1027.9063720703125,2311.5234375|0.9931672811508179,0,0.11669959127902985|7.266086621271484e-10,1,-6.183774381440799e-09|Running
1671.343017578125,1028.5103759765625,2311.5859375|0.9931672811508179,0,0.11669959127902985|7.258453282865673e-10,1,-6.177278244479112e-09|Running
1671.872802734375,1029.059814453125,2311.6484375|0.9931672811508179,0,0.11669959127902985|7.250811617787178e-10,1,-6.1707750020900676e-09|Running
1672.402587890625,1029.554931640625,2311.7109375|0.9931672811508179,0,0.11669959127902985|7.243180499827417e-10,1,-6.16428019739601e-09|Running
1672.932373046875,1029.995361328125,2311.7734375|0.9931672811508179,0,0.11669959127902985|7.235549381867656e-10,1,-6.157785836791163e-09|Running
1673.462158203125,1030.3814697265625,2311.8359375|0.9931672811508179,0,0.11669959127902985|7.227911602569748e-10,1,-6.151285703026588e-09|Running
1673.991943359375,1030.7130126953125,2311.8984375|0.9931672811508179,0,0.11669959127902985|7.220282149944524e-10,1,-6.14479267468937e-09|Running
1674.521728515625,1030.9898681640625,2311.9609375|0.9931672811508179,0,0.11669959127902985|7.212653252430812e-10,1,-6.138300090441362e-09|Running
1675.051513671875,1031.2125244140625,2312.0234375|0.9931672811508179,0,0.11669959127902985|7.205020469136514e-10,1,-6.131804397568885e-09|Freefall
1675.581298828125,1031.3804931640625,2312.0859375|0.9931672811508179,0,0.11669959127902985|7.197392681845827e-10,1,-6.125312701499297e-09|Freefall
1676.111083984375,1031.4940185546875,2312.1484375|0.9929644465446472,0,0.11841350793838501|7.283514347200537e-10,1.0000001192092896,-6.107640171393314e-09|Freefall
1676.640869140625,1031.5531005859375,2312.211669921875|0.9929644465446472,0,0.11841350793838501|7.268198820575833e-10,1.0000001192092896,-6.09479711144445e-09|Freefall
1677.170654296875,1031.5574951171875,2312.275146484375|0.9927603602409363,0,0.12011265009641647|7.348219255298716e-10,1.0000001192092896,-6.073482605728486e-09|Freefall
1677.699951171875,1031.507568359375,2312.33935546875|0.9925514459609985,0,0.12182589620351791|7.426607107063887e-10,1,-6.050675516178217e-09|Freefall
1678.229248046875,1031.403076171875,2312.404296875|0.9921572208404541,0,0.12499618530273438|7.598276452469577e-10,1,-6.031132038231135e-09|Freefall
1678.758544921875,1031.2440185546875,2312.470703125|0.9917197823524475,0,0.1284206360578537|7.812437363696745e-10,1,-6.03310246205524e-09|Freefall
1679.287353515625,1031.0306396484375,2312.538818359375|0.9904056787490845,0,0.13819046318531036|8.551902519471355e-10,1,-6.129115437403243e-09|Freefall
1679.815673828125,1030.7625732421875,2312.6123046875|0.9874832630157471,0,0.15772387385368347|1.098020230294594e-09,1,-6.8745240611178815e-09|Freefall
1680.3424072265625,1030.440185546875,2312.696044921875|0.9825877547264099,0,0.18579930067062378|1.864576049115385e-09,1.0000001192092896,-9.860691818630585e-09|Freefall
1680.735595703125,1030.16259765625,2312.76953125|0.9713158011436462,0,0.23779353499412537|3.691676964123758e-09,1.0000001192092896,-1.5079400839113077e-08|Landed
1681.3837890625,1029.631591796875,2312.924560546875|0.9521402716636658,0,0.3056614398956299|9.030369341189726e-09,1,-2.8129745643923343e-08|Landed
1681.8929443359375,1029.145751953125,2313.082275390625|0.9113588333129883,0,0.4116128981113434|1.1416655176788026e-08,1.0000001192092896,-2.52778029619094e-08|Running
1682.3843994140625,1028.605224609375,2313.288330078125|0.8435106873512268,0,0.5371124744415283|1.0287371843276105e-08,1.0000001192092896,-1.6155849991150717e-08|Running
1682.845947265625,1028.206787109375,2313.553466796875|0.7406907677650452,0,0.6718460917472839|8.05081867838453e-09,1,-8.875793433560375e-09|Running
1683.2626953125,1028.1978759765625,2313.883056640625|0.6207717657089233,0,0.7839914560317993|8.53913828535724e-09,1,-6.761369686358876e-09|Running
1683.6199951171875,1028.225830078125,2314.276611328125|0.4518948793411255,0,0.8920712471008301|1.2022063344829803e-08,1.0000001192092896,-6.0899942866399215e-09|Running
1683.90380859375,1028.2462158203125,2314.724365234375|0.2853763997554779,0,0.9584155678749084|1.6241385125681518e-08,1.0000001192092896,-4.836010703002103e-09|Running
1684.099365234375,1028.2581787109375,2315.217529296875|0.12403473258018494,0,0.9922778606414795|1.4180641549899065e-08,1.0000001192092896,-1.772580193737383e-09|Running
1684.20361328125,1028.2647705078125,2315.73828125|-0.03589183837175369,0,0.9993557333946228|1.2242299618492325e-08,1.0000001192092896,4.396819019980569e-10|Running
1684.2197265625,1028.2684326171875,2316.26953125|-0.10547272115945816,0,0.994422197341919|9.247954402269443e-09,1,9.808780454534372e-10|Running
1684.17236328125,1028.2703857421875,2316.80029296875|-0.17017672955989838,0,0.9854136109352112|1.69111658010479e-09,1.0000001192092896,2.9204863527532154e-10|Running
1684.087158203125,1028.271484375,2317.326416015625|-0.20762808620929718,0,0.9782078266143799|-7.572670490674227e-09,1.0000001192092896,-1.60732627207949e-09|Running
1683.9794921875,1028.2720947265625,2317.8486328125|-0.21960514783859253,0,0.975588858127594|-1.7355244352756927e-08,1.0000001192092896,-3.906667433994926e-09|Running
1683.86328125,1028.2724609375,2318.369140625|-0.2194889634847641,0,0.9756150245666504|-2.713928815012423e-08,1.0000001192092896,-6.105660421695802e-09|Running
1683.74609375,1029.13525390625,2318.8896484375|-0.2194889634847641,0,0.9756150245666504|-3.692001726562921e-08,1.0000001192092896,-8.306080268027927e-09|Running
1683.62890625,1029.9437255859375,2319.41015625|-0.2194889634847641,0,0.9756150245666504|-2.980434743449223e-08,1.0000001192092896,-6.705232369341729e-09|Running
1683.51171875,1030.6976318359375,2319.9306640625|-0.2194889634847641,0,0.9756150245666504|-2.2694752743745994e-08,1.0000001192092896,-5.10575137724345e-09|Running
1683.39453125,1031.39697265625,2320.451171875|-0.2194889634847641,0,0.9756150245666504|-1.559125450967258e-08,1.0000001192092896,-3.5076421767143984e-09|Running
1683.27734375,1032.0419921875,2320.9716796875|-0.2194889634847641,0,0.9756150245666504|-8.493816316956782e-09,1.0000001192092896,-1.910896108014981e-09|Running
1683.16015625,1032.63232421875,2321.4921875|-0.2194889634847641,0,0.9756150245666504|-1.4024230665654613e-09,1.0000001192092896,-3.155100902763053e-10|Running
1683.04296875,1033.168212890625,2322.0126953125|-0.2194889634847641,0,0.9756150245666504|5.6829083661114055e-09,1.0000001192092896,1.2785120739877698e-09|Running
1682.92578125,1033.649658203125,2322.533203125|-0.2194889634847641,0,0.9756150245666504|1.2762195744642213e-08,1.0000001192092896,2.8711746313803133e-09|Running
1682.80859375,1034.076416015625,2323.0537109375|-0.2194889634847641,0,0.9756150245666504|1.983543818084854e-08,1.0000001192092896,4.4624770545453885e-09|Running
1682.69140625,1034.448974609375,2323.57421875|-0.2194889634847641,0,0.9756150245666504|2.690263833926565e-08,1.0000001192092896,6.0524203426837175e-09|Running
1682.57421875,1034.766845703125,2324.0947265625|-0.2194889634847641,0,0.9756150245666504|3.396381487164035e-08,1.0000001192092896,7.641007826464374e-09|Running
1682.45703125,1035.0301513671875,2324.615234375|-0.21804200112819672,0,0.9759394526481628|4.102218653656564e-08,1.0000001192092896,9.165076697570385e-09|Running
1682.3406982421875,1035.2391357421875,2325.1357421875|-0.21787379682064056,0,0.9759769439697266|4.8044409339809135e-08,1,1.0725271337719278e-08|Freefall
1682.2244873046875,1035.3934326171875,2325.65625|-0.21631000936031342,0,0.976324737071991|5.5072181481818916e-08,1,1.2201538446277027e-08|Freefall
1682.109130859375,1035.493408203125,2326.1767578125|-0.2131289541721344,0,0.9770241379737854|5.613609133092723e-08,1.0000001192092896,1.2245579661396278e-08|Freefall
1681.995361328125,1035.538818359375,2326.697998046875|-0.20971249043941498,0,0.9777631759643555|3.949634219679865e-08,1.0000001192092896,8.47124947966904e-09|Freefall
1681.8834228515625,1035.529541015625,2327.219482421875|-0.2032230794429779,0,0.9791324734687805|2.324779835305435e-08,1,4.82517892308465e-09|Freefall
1681.77490234375,1035.466064453125,2327.741943359375|-0.19334550201892853,0,0.9811307787895203|7.594507245300974e-09,1,1.4966035077890183e-09|Freefall
1681.6715087890625,1035.347900390625,2328.265380859375|-0.18163464963436127,0,0.983366072177887|-7.291157899658174e-09,1,-1.3467282844459305e-09|Freefall
1681.5743408203125,1035.17529296875,2328.789794921875|-0.16661548614501953,0,0.9860219359397888|-2.118781772253442e-08,1,-3.5802636411119693e-09|Freefall
1681.4853515625,1034.9482421875,2329.315673828125|-0.14806586503982544,0,0.9889774918556213|-3.3825696021949625e-08,1.0000001192092896,-5.064251684672172e-09|Freefall
1681.406005859375,1034.66650390625,2329.843017578125|-0.12914089858531952,0,0.9916262626647949|-4.512686757607298e-08,1,-5.876936270965416e-09|Freefall
1681.3369140625,1034.33056640625,2330.3720703125|-0.10387778282165527,0,0.994590163230896|-5.511189371532055e-08,1.0000001192092896,-5.756040533100304e-09|Freefall
1681.2811279296875,1033.93994140625,2330.90234375|-0.07482028752565384,0,0.9971969723701477|-6.358943949180684e-08,1,-4.77115369434955e-09|Freefall
1681.2408447265625,1033.4947509765625,2331.434326171875|-0.037476710975170135,0,0.9992976188659668|-5.1051706861926505e-08,1.0000001192092896,-1.9145949270438223e-09|Freefall
1681.218994140625,1032.9952392578125,2331.96728515625|0.005371016450226307,0,0.9999855756759644|-2.0002083545023197e-08,1,1.0743306244620499e-10|Freefall
1681.2191162109375,1032.4410400390625,2332.50048828125|0.05676817521452904,0,0.9983873963356018|8.546360952266241e-09,1,-4.859449509453384e-10|Freefall
1681.2447509765625,1031.83251953125,2333.032958984375|0.12280267477035522,0,0.9924311637878418|1.9413484153574245e-08,1.0000001192092896,-2.4022095423958945e-09|Freefall
1681.3004150390625,1031.16943359375,2333.563232421875|0.19264036417007446,0,0.9812694787979126|1.9148462371276764e-08,1.0000001192092896,-3.7591783019763625e-09|Freefall
1681.3909912109375,1030.45166015625,2334.08837890625|0.257556289434433,0,0.9662632942199707|1.7361937665327787e-08,1,-4.62780302967758e-09|Freefall
1681.52734375,1029.6796875,2334.60400390625|0.3285774290561676,0,0.9444770216941833|3.0391074101743243e-09,1,-1.0572857034318872e-09|Landed
1681.6988525390625,1028.85302734375,2335.109130859375|0.41678082942962646,0,0.9090070724487305|-2.0962469537977313e-09,1.0000001192092896,9.611317297597566e-10|Running
1681.9129638671875,1028.0809326171875,2335.597412109375|0.4809718728065491,0,0.876736044883728|-6.868116492197984e-11,1,3.767805512033817e-11|Running
1682.164306640625,1028.048828125,2336.067626953125|0.5469006896018982,0,0.8371975421905518|3.6294207639286924e-09,1.0000001192092896,-2.370925233918797e-09|Running
1682.45068359375,1028.1319580078125,2336.51708984375|0.6137377619743347,0,0.7895099520683289|4.979706424990127e-09,1,-3.871051923454161e-09|Running
1682.7725830078125,1028.193115234375,2336.942138671875|0.6608178019523621,0,0.7505464553833008|4.4614045791036006e-09,1.0000001192092896,-3.92803878312975e-09|Running
1683.1212158203125,1028.2288818359375,2337.345458984375|0.7042322754859924,0,0.7099696397781372|2.3583899277923592e-09,1,-2.339331617307039e-09|Running
1683.4932861328125,1028.2486572265625,2337.727294921875|0.7439372539520264,0,0.6682495474815369|-9.901560682479271e-10,1.0000001192092896,1.1023038037905053e-09|Running
1683.8868408203125,1028.259765625,2338.0869140625|0.7712744474411011,0,0.6365028619766235|-5.000508007668714e-09,1.0000001192092896,6.0593037254363935e-09|Running
1684.2960205078125,1028.2657470703125,2338.428955078125|0.7940285801887512,0,0.6078804731369019|-9.472742590332928e-09,1,1.2373531532716697e-08|Running
1684.7177734375,1028.2689208984375,2338.75537109375|0.8117658495903015,0,0.5839831233024597|-7.688011116613325e-09,1.0000001192092896,1.0686721729769033e-08|Running
1685.1492919921875,1028.2706298828125,2339.06884765625|0.8209201097488403,0,0.5710430145263672|-5.847652584378693e-09,1,8.406469298449792e-09|Running
1685.5863037109375,1028.271728515625,2339.37451171875|0.8267925977706909,0,0.5625070333480835|-3.919797375573353e-09,1,5.7614562010144255e-09|Running
1686.02685546875,1028.272216796875,2339.675048828125|0.8307333588600159,0,0.5566706657409668|-1.936791615975153e-09,1.0000001192092896,2.8903217597076036e-09|Running
1686.4677734375,1029.145263671875,2339.974853515625|0.8336619734764099,0,0.5522751212120056|9.84284945215741e-11,1.0000001192092896,-1.485782885612963e-10|Running
1686.9117431640625,1029.96728515625,2340.270263671875|0.8354156613349915,0,0.5496187806129456|2.1585926379685816e-09,1.0000001192092896,-3.2810416605855153e-09|Running
1687.3572998046875,1030.73486328125,2340.5634765625|0.8371975421905518,0,0.5469006896018982|4.257519670147758e-09,1.0000001192092896,-6.517426154317718e-09|Running
1687.8038330078125,1031.44775390625,2340.855224609375|0.8383070230484009,0,0.5451986193656921|6.413863662402264e-09,1,-9.86206938335954e-09|Running
1688.2509765625,1032.1064453125,2341.146240234375|0.8392655253410339,0,0.5437219738960266|7.656744571704621e-09,1,-1.1818617196013292e-08|Running
1688.586669921875,1032.5645751953125,2341.36376953125|0.8402214050292969,0,0.5422437191009521|6.4696861201696265e-09,1.0000001192092896,-1.0024955088283605e-08|Running
1689.0347900390625,1033.1275634765625,2341.65283203125|0.8411744832992554,0,0.5407637357711792|4.883871085326064e-09,1,-7.59701013208769e-09|Running
1689.5955810546875,1033.7550048828125,2342.01318359375|0.8420895934104919,0,0.5393377542495728|2.8792424000556593e-09,1.0000001192092896,-4.495475991461717e-09|Running
1690.0447998046875,1034.1954345703125,2342.30078125|0.8430376648902893,0,0.5378546118736267|1.2568973639659475e-09,1.0000001192092896,-1.970071217272107e-09|Running
1690.4945068359375,1034.58154296875,2342.587890625|0.8439830541610718,0,0.5363699197769165|-3.8222089382422553e-10,1.0000001192092896,6.014281295207979e-10|Running
1690.9447021484375,1034.9130859375,2342.8740234375|0.844890832901001,0,0.5349388122558594|-2.0362815877916773e-09,1.0000001192092896,3.2161355800752744e-09|Running
1691.3953857421875,1035.18994140625,2343.1591796875|0.8449257612228394,0,0.5348836779594421|-3.6870748676420817e-09,1.0000001192092896,5.824265514320359e-09|Freefall
1691.8460693359375,1035.41259765625,2343.4443359375|0.8450360894203186,0,0.5347093343734741|-4.754340032775417e-09,1,7.513594191266293e-09|Freefall
1692.2967529296875,1035.58056640625,2343.7294921875|0.8450360894203186,0,0.5347093343734741|-4.006998732819511e-09,1,6.332522062280077e-09|Freefall
1692.7474365234375,1035.694091796875,2344.0146484375|0.8450360894203186,0,0.5347093343734741|-3.2609188682641843e-09,1,5.153443005667668e-09|Freefall
1693.1981201171875,1035.753173828125,2344.2998046875|0.8450360894203186,0,0.5347093343734741|-2.515521124735187e-09,1,3.9754421976567755e-09|Freefall
1693.6488037109375,1035.757568359375,2344.5849609375|0.8450360894203186,0,0.5347093343734741|-1.7707637578467939e-09,1,2.798453690999736e-09|Freefall
1694.0994873046875,1035.7076416015625,2344.8701171875|0.8450360894203186,0,0.5347093343734741|-1.0266452132867698e-09,1,1.6224744880943831e-09|Freefall
1694.5501708984375,1035.6031494140625,2345.1552734375|0.8450360894203186,0,0.5347093343734741|-2.8316468614342227e-10,1,4.4750364525114605e-10|Freefall
