Mount Anora|true|17490
2202.2998046875,1029.85986328125,5178.65478515625|-0.09544263035058975,0,0.9954349398612976|-9.62550075200852e-08,1,-9.228961594942575e-09|Running
2202.247802734375,1029.87841796875,5179.18603515625|-0.08324752002954483,0,0.9965289235115051|-6.21828917246603e-08,1,-5.194602525904202e-09|Running
2202.202392578125,1029.8885498046875,5179.71728515625|-0.0693383440375328,0,0.9975932240486145|-2.7927590906529076e-08,1,-1.941124816440265e-09|Running
2202.164306640625,1029.89404296875,5180.24853515625|-0.05885085090994835,0,0.9982667565345764|6.468436897222318e-09,1,3.813339644054281e-10|Running
2202.13232421875,1029.897216796875,5180.78173828125|-0.0520077608525753,0,0.9986466765403748|4.0927488953457214e-08,1,2.131431697804942e-09|Running
2202.10400390625,1029.89892578125,5181.31494140625|-0.04662567749619484,0,0.9989124536514282|7.543107471974508e-08,1,3.5208540527520427e-09|Running
2202.078369140625,1029.8997802734375,5181.84814453125|-0.04150867089629173,0,0.9991381168365479|9.40445303854176e-08,1,3.907030698968583e-09|Running
2202.0556640625,1029.9002685546875,5182.38134765625|-0.036126863211393356,0,0.9993471503257751|6.484073367118981e-08,1,2.344022531630685e-09|Running
2202.040771484375,1029.900390625,5182.78125|-0.031006092205643654,0,0.9995192289352417|4.28652739969948e-08,1.0000001192092896,1.3297239975784692e-09|Running
2202.019775390625,1029.900390625,5183.44775390625|-0.02563885785639286,0,0.9996712803840637|6.132281349380264e-09,1,1.5727640023666112e-10|Running
2202.005859375,1029.900390625,5183.98095703125|-0.01879550889134407,0,0.9998233914375305|-2.3362947132454792e-08,1.0000001192092896,-4.391960406469053e-10|Running
2201.99560546875,1030.5526123046875,5184.380859375|-0.011717945337295532,0,0.9999313354492188|-4.557596966492383e-08,1,-5.340933806330384e-10|Running
2201.986572265625,1031.5716552734375,5185.04736328125|-0.007079900708049536,0,0.9999749660491943|-8.260619210886944e-08,1,-5.848582729228724e-10|Running
2201.982421875,1032.3255615234375,5185.58056640625|-0.0019531212747097015,0,0.9999980926513672|-1.1217628781423628e-07,1,-2.1909431213718022e-10|Jumping
2201.981201171875,1033.02490234375,5186.11376953125|0.0017089819302782416,0,0.9999985694885254|-1.1351864515063426e-07,1,1.9400159256832694e-10|Freefall
2201.98193359375,1033.669921875,5186.64697265625|0.0036620849277824163,0,0.9999933242797852|-8.660484951406033e-08,1,3.171564122439463e-10|Freefall
2201.98388671875,1034.26025390625,5187.18017578125|0.005371016450226307,0,0.9999855756759644|-5.966824545566851e-08,1,3.204837506487479e-10|Freefall
2201.98681640625,1034.796142578125,5187.71337890625|0.0056151458993554115,0,0.9999842643737793|-3.2765242963250785e-08,1,1.839845081841318e-10|Freefall
2201.98974609375,1035.277587890625,5188.24658203125|0.0056151458993554115,0,0.9999842643737793|-5.883002529571968e-09,1,3.303443629754099e-11|Freefall
2201.99267578125,1035.704345703125,5188.77978515625|0.0056151458993554115,0,0.9999842643737793|2.0974571413034937e-08,1,-1.1777713526672784e-10|Freefall
2201.99560546875,1036.076904296875,5189.31298828125|0.0056151458993554115,0,0.9999842643737793|4.7809155745426324e-08,1,-2.684596156488084e-10|Freefall
2201.99853515625,1036.394775390625,5189.84619140625|0.0056151458993554115,0,0.9999842643737793|7.462080731102105e-08,1,-4.190132962822446e-10|Freefall
2202.00146484375,1036.6580810546875,5190.37939453125|0.0056151458993554115,0,0.9999842643737793|1.0140956874238327e-07,1,-5.694384963561561e-10|Freefall
2202.00439453125,1036.8670654296875,5190.91259765625|0.0056151458993554115,0,0.9999842643737793|1.2817544359222666e-07,1,-7.197351603593916e-10|Freefall
2202.00732421875,1037.0213623046875,5191.44580078125|0.0056151458993554115,0,0.9999842643737793|9.928206168297038e-08,1,-5.574920525219795e-10|Freefall
2202.01025390625,1037.121337890625,5191.97900390625|0.0056151458993554115,0,0.9999842643737793|7.041337823920912e-08,1,-3.953876115403432e-10|Freefall
2202.01318359375,1037.166748046875,5192.51220703125|0.007324022240936756,0,0.9999731779098511|4.152937549406488e-08,1,-3.041702445472083e-10|Freefall
2202.01708984375,1037.157470703125,5193.04541015625|0.007324022240936756,0,0.9999731779098511|1.267222327072659e-08,1,-9.28141383194081e-11|Freefall
2202.02099609375,1037.093994140625,5193.57861328125|0.007568142842501402,0,0.9999713897705078|-1.615876854543785e-08,1,1.2229536827668142e-10|Freefall
2202.02685546875,1036.896240234375,5194.37841796875|0.007568142842501402,0,0.9999713897705078|-5.936145441864937e-08,1,4.492688165935732e-10|Freefall
2202.02880859375,1036.80322265625,5194.64501953125|0.007568142842501402,0,0.9999713897705078|-7.375003718834705e-08,1,5.581667905651955e-10|Freefall
2202.03466796875,1036.442138671875,5195.44482421875|0.007568142842501402,0,0.9999713897705078|-1.1687898648915507e-07,1,8.845821852787594e-10|Freefall
2202.03662109375,1036.29443359375,5195.71142578125|0.007568142842501402,0,0.9999713897705078|-1.1748095829489102e-07,1,8.891380964826112e-10|Freefall
2202.04345703125,1035.670654296875,5196.64453125|0.007568142842501402,0,0.9999713897705078|-7.145450098278161e-08,1,5.407933545420462e-10|Freefall
2202.04541015625,1035.461669921875,5196.9111328125|0.007568142842501402,0,0.9999713897705078|-5.831656579857736e-08,1,4.4136072574474383e-10|Freefall
2202.05224609375,1034.6231689453125,5197.84423828125|0.007568142842501402,0,0.9999713897705078|-1.2378524871792251e-08,1,9.368512909890825e-11|Freefall
2202.05517578125,1034.212646484375,5198.244140625|0.009032835252583027,0,0.9999592304229736|7.315002825691863e-09,1,-6.607791397383878e-11|Freefall
2202.06005859375,1033.61767578125,5198.77734375|0.00927694421261549,0,0.9999569654464722|3.3558979595227356e-08,1,-3.1133820521667133e-10|Freefall
2202.0625,1033.2998046875,5199.0439453125|0.010985665023326874,0,0.9999396800994873|4.668723363465688e-08,1,-5.129212610199829e-10|Freefall
2202.06982421875,1032.4453125,5199.71044921875|0.010985665023326874,0,0.9999396800994873|7.94906966916642e-08,1,-8.733108680658574e-10|Freefall
2202.0712890625,1032.26416015625,5199.84375|0.010985665023326874,0,0.9999396800994873|8.604450840721256e-08,1,-9.453131610825949e-10|Freefall
2202.07861328125,1031.3076171875,5200.51025390625|0.010985665023326874,0,0.9999396800994873|1.1880901240601816e-07,1,-1.3052747771524764e-09|Freefall
2202.08447265625,1030.48095703125,5201.04345703125|0.012694289907813072,0,0.9999194145202637|7.770380250349262e-08,1,-9.864740135867578e-10|Landed
2202.09130859375,1029.7088623046875,5201.57666015625|0.012694289907813072,0,0.9999194145202637|3.664031211769725e-08,1,-4.651602159011503e-10|Landed
2202.09814453125,1029.6767578125,5202.10986328125|0.012694289907813072,0,0.9999194145202637|-4.388602370397621e-09,1,5.571467939780028e-11|Landed
2202.10498046875,1029.7598876953125,5202.64306640625|0.014402803033590317,0,0.9998962879180908|-4.5437609230702947e-08,1,6.544968456090317e-10|Running
2202.11279296875,1029.821044921875,5203.17626953125|0.014402803033590317,0,0.9998962879180908|-7.291929193797841e-08,1,1.050351139397776e-09|Running
2202.12060546875,1029.8568115234375,5203.70947265625|0.014402803033590317,0,0.9998962879180908|-5.979787687238058e-08,1,8.613463831075308e-10|Running
2202.12841796875,1029.8765869140625,5204.24267578125|0.014402803033590317,0,0.9998962879180908|-4.668725139822527e-08,1,6.724970025295818e-10|Running
2202.13623046875,1029.8876953125,5204.77587890625|0.012694289907813072,0,0.9999194145202637|-3.360863942702963e-08,1,4.2667216981762124e-10|Running
2202.14306640625,1029.8936767578125,5205.30908203125|0.010985665023326874,0,0.9999396800994873|-2.0558649893587244e-08,1,2.258640635632858e-10|Running
2202.14892578125,1029.8968505859375,5205.84228515625|0.010985665023326874,0,0.9999396800994873|-7.518003997120104e-09,1,8.259525702269954e-11|Running
2202.15478515625,1029.8985595703125,5206.37548828125|0.00927694421261549,0,0.9999569654464722|5.492890142733131e-09,1,-5.095942764987704e-11|Running
2202.158447265625,1029.8994140625,5206.775390625|0.00927694421261549,0,0.9999569654464722|1.5244017603777138e-08,1,-1.4142398363503617e-10|Running
2202.163330078125,1029.9000244140625,5207.30859375|0.00927694421261549,0,0.9999569654464722|2.8235650262331546e-08,1,-2.619518213453631e-10|Running
2202.168212890625,1029.900390625,5207.841796875|0.00927694421261549,0,0.9999569654464722|4.1216352997253125e-08,1,-3.8237824018239053e-10|Running
2202.17431640625,1029.900390625,5208.50830078125|0.00927694421261549,0,0.9999569654464722|5.7426635891033584e-08,1,-5.327666641186113e-10|Running
2202.177978515625,1029.900390625,5208.908203125|0.007568142842501402,0,0.9999713897705078|6.713327138641034e-08,1,-5.080886822383945e-10|Running
2202.181884765625,1029.900390625,5209.44140625|0.007568142842501402,0,0.9999713897705078|8.006259122339543e-08,1,-6.059424628723775e-10|Running
2202.186767578125,1029.900390625,5210.10791015625|0.007568142842501402,0,0.9999713897705078|9.620844565461084e-08,1,-7.281400482561651e-10|Running
2202.190673828125,1029.900390625,5210.64111328125|0.007568142842501402,0,0.9999713897705078|6.88349004462907e-08,1,-5.209672693240464e-10|Running
2202.194580078125,1029.900390625,5211.17431640625|0.007568142842501402,0,0.9999713897705078|2.8064514268066887e-08,1,-2.1240233183394963e-10|Running
2202.198486328125,1029.900390625,5211.70751953125|0.007568142842501402,0,0.9999713897705078|-1.2671049098855747e-08,1,9.589905258788889e-11|Running
2202.202392578125,1029.900390625,5212.24072265625|0.007568142842501402,0,0.9999713897705078|-5.337182074072189e-08,1,4.0393713374164975e-10|Running
2202.206298828125,1030.7734375,5212.77392578125|0.007568142842501402,0,0.9999713897705078|-9.403782996741938e-08,1,7.117121336719379e-10|Running
2202.209228515625,1031.39501953125,5213.173828125|0.007568142842501402,0,0.9999713897705078|-9.795972744086612e-08,1,7.413943903245013e-10|Running
2202.214111328125,1032.363037109375,5213.84033203125|0.007568142842501402,0,0.9999713897705078|-8.23734396249165e-08,1,6.234318061792976e-10|Running
2202.218017578125,1033.075927734375,5214.37353515625|0.007568142842501402,0,0.9999713897705078|-6.99164104389638e-08,1,5.29152555106549e-10|Jumping
2202.221923828125,1033.734619140625,5214.90673828125|0.007568142842501402,0,0.9999713897705078|-5.747003228862013e-08,1,4.34953850714237e-10|Freefall
2202.224853515625,1034.1927490234375,5215.306640625|0.007568142842501402,0,0.9999713897705078|-4.814222265281387e-08,1,3.643576551581873e-10|Freefall
2202.229736328125,1034.8880615234375,5215.97314453125|0.007568142842501402,0,0.9999713897705078|-3.260913672420429e-08,1,2.4679766563728833e-10|Freefall
2202.233642578125,1035.3831787109375,5216.50634765625|0.007568142842501402,0,0.9999713897705078|-2.019461931013211e-08,1,1.528401294415005e-10|Freefall
2202.237548828125,1035.8236083984375,5217.03955078125|0.007568142842501402,0,0.9999713897705078|-7.790694311893276e-09,1,5.89627721647723e-11|Freefall
2202.241455078125,1036.209716796875,5217.57275390625|0.007568142842501402,0,0.9999713897705078|4.602639158690636e-09,1,-3.48344304790249e-11|Freefall
2202.245361328125,1036.541259765625,5218.10595703125|0.007568142842501402,0,0.9999713897705078|1.698538731886856e-08,1,-1.285515166538076e-10|Freefall
2202.249267578125,1036.818115234375,5218.63916015625|0.007568142842501402,0,0.9999713897705078|2.9357567044030475e-08,1,-2.22188614729113e-10|Freefall
2202.253173828125,1037.040771484375,5219.17236328125|0.007568142842501402,0,0.9999713897705078|4.1719179222354796e-08,1,-3.1574573511328197e-10|Freefall
2202.257080078125,1037.208740234375,5219.70556640625|0.007568142842501402,0,0.9999713897705078|5.407023451198256e-08,1,-4.0922296107304135e-10|Freefall
2202.260009765625,1037.2989501953125,5220.10546875|0.007568142842501402,0,0.9999713897705078|6.332660973384918e-08,1,-4.792785612828254e-10|Freefall
2202.264892578125,1037.38134765625,5220.77197265625|0.007568142842501402,0,0.9999713897705078|7.874071883406941e-08,1,-5.959380766640265e-10|Freefall
2202.268798828125,1037.3857421875,5221.30517578125|0.007568142842501402,0,0.9999713897705078|9.10601798409516e-08,1,-6.891761605842817e-10|Freefall
2202.272705078125,1037.3358154296875,5221.83837890625|0.007568142842501402,0,0.9999713897705078|1.0336909639363512e-07,1,-7.823344749802175e-10|Freefall
2202.276611328125,1037.2313232421875,5222.37158203125|0.007568142842501402,0,0.9999713897705078|1.156675111246841e-07,1,-8.754132974075901e-10|Freefall
2202.280517578125,1037.072265625,5222.90478515625|0.007568142842501402,0,0.9999713897705078|1.2795541692867118e-07,1,-9.684125723552484e-10|Freefall
2202.284423828125,1036.85888671875,5223.43798828125|0.007568142842501402,0,0.9999713897705078|1.402328422273058e-07,1,-1.061332466356646e-09|Freefall
2202.288330078125,1036.5908203125,5223.97119140625|0.007568142842501402,0,0.9999713897705078|9.871108375136828e-08,1,-7.470809526566313e-10|Freefall
2202.292236328125,1036.2684326171875,5224.50439453125|0.007568142842501402,0,0.9999713897705078|5.7224781357945176e-08,1,-4.330977243505174e-10|Freefall
2202.296142578125,1035.8914794921875,5225.03759765625|0.007568142842501402,0,0.9999713897705078|1.5773926165252306e-08,1,-1.1938273980494074e-10|Freefall
2202.300048828125,1035.4598388671875,5225.57080078125|0.007568142842501402,0,0.9999713897705078|-2.5641554657340748e-08,1,1.9406450058045976e-10|Freefall
2202.303955078125,1034.9739990234375,5226.10400390625|0.007568142842501402,0,0.9999713897705078|-6.702167354433186e-08,1,5.072441355835622e-10|Freefall
2202.307861328125,1034.4334716796875,5226.63720703125|0.007568142842501402,0,0.9999713897705078|-1.0836647135192834e-07,1,8.201563872489714e-10|Freefall
2202.311767578125,1033.8385009765625,5227.17041015625|0.007568142842501402,0,0.9999713897705078|-9.484480045784949e-08,1,7.178195260415521e-10|Freefall
2202.315673828125,1033.1890869140625,5227.70361328125|0.007568142842501402,0,0.9999713897705078|-8.13346829886541e-08,1,6.155701504084732e-10|Freefall
2202.319580078125,1032.4849853515625,5228.23681640625|0.007568142842501402,0,0.9999713897705078|-6.783610473348745e-08,1,5.134080383051298e-10|Freefall
2202.323486328125,1031.7265625,5228.77001953125|0.007568142842501402,0,0.9999713897705078|-5.434904437606747e-08,1,4.1133310646479515e-10|Freefall
2202.327392578125,1030.91357421875,5229.30322265625|0.007568142842501402,0,0.9999713897705078|-4.0873523232676234e-08,1,3.0934552142092286e-10|Landed
2202.331298828125,1030.0460205078125,5229.83642578125|0.007568142842501402,0,0.9999713897705078|-2.7409477354467526e-08,1,2.0744476969536407e-10|Landed
2202.335205078125,1029.63330078125,5230.36962890625|0.007568142842501402,0,0.9999713897705078|-1.3956935163150774e-08,1,1.0563110108829932e-10|Running
2202.339111328125,1029.7003173828125,5230.90283203125|0.007568142842501402,0,0.9999713897705078|-5.158840021834976e-10,1,3.904395470127886e-12|Running
2202.342041015625,1029.76513671875,5231.302734375|0.007568142842501402,0,0.9999713897705078|9.557369118340375e-09,1,-7.23336043839673e-11|Running
2202.346923828125,1029.835205078125,5231.96923828125|0.007568142842501402,0,0.9999713897705078|2.6331784752642307e-08,1,-1.992884052226529e-10|Running
2202.350830078125,1029.8648681640625,5232.50244140625|0.007568142842501402,0,0.9999713897705078|3.973842055415844e-08,1,-3.00754643411949e-10|Running
2202.354736328125,1029.8812255859375,5233.03564453125|0.007568142842501402,0,0.9999713897705078|5.313360063041728e-08,1,-4.021341870608097e-10|Running
2202.358642578125,1029.89013671875,5233.56884765625|0.007568142842501402,0,0.9999713897705078|6.651734452134406e-08,1,-5.034271888249009e-10|Running
2202.362548828125,1029.89501953125,5234.10205078125|0.0056151458993554115,0,0.9999842643737793|7.985632066720427e-08,1,-4.484119464631675e-10|Running
2202.365478515625,1029.897705078125,5234.63525390625|0.0056151458993554115,0,0.9999842643737793|9.31949770688334e-08,1,-5.233116162628448e-10|Running
2202.368408203125,1029.899169921875,5235.16845703125|0.0039062201976776123,0,0.9999923706054688|7.94664458680927e-08,1,-3.1041580417223713e-10|Running
2202.37060546875,1029.89990234375,5235.70166015625|0.0039062201976776123,0,0.9999923706054688|3.871765841267916e-08,1,-1.5124085317452796e-10|Running
2202.37255859375,1029.900390625,5236.23486328125|0.0021972605027258396,0,0.999997615814209|-1.9352908164904647e-09,1,4.252348473343659e-12|Running
2202.373779296875,1029.900390625,5236.76806640625|0.0021972605027258396,0,0.999997615814209|-4.2554898271873753e-08,1,9.35044264238627e-11|Running
2202.374755859375,1029.900390625,5237.30126953125|0.0004882811917923391,0,0.9999998807907104|-8.308142440682786e-08,1,4.056710176114642e-11|Running
2202.375732421875,1030.76318359375,5237.83447265625|0.0004882811917923391,0,0.9999998807907104|-1.2357192247236526e-07,1,6.03378527697096e-11|Running
2202.3759765625,1031.5716552734375,5238.36767578125|0.0004882811917923391,0,0.9999998807907104|-1.0427445573668592e-07,1,5.091526159017867e-11|Running
