1|true|1376
241.04901123046875,450.666259765625,-38.013389587402344|-0.8580390214920044,1.0722314414124412e-07,0.5135844349861145|9.13252833356637e-08,1,-5.6198128817186443e-08|Running
240.59727478027344,450.67120361328125,-37.842201232910156|-0.8690533638000488,2.1227577917670715e-07,0.4947183430194855|1.8291387959834537e-07,1,-1.0776607695106577e-07|Running
240.13389587402344,450.67388916015625,-37.705413818359375|-0.8833452463150024,4.1486256918688014e-07,0.4687229096889496|3.624479347763554e-07,1,-2.0202959660764463e-07|Running
239.6633758544922,450.6753845214844,-37.59531021118164|-0.8988391160964966,6.128904601609975e-07,0.4382787048816681|5.437314598566445e-07,1,-2.8329759516054764e-07|Running
239.19029235839844,450.6761779785156,-37.49629211425781|-0.9131560921669006,6.772369829377567e-07,0.40761005878448486|6.101901703914336e-07,1,-2.9449259386638005e-07|Running
238.71656799316406,450.6766052246094,-37.400413513183594|-0.9252375364303589,5.941144536336651e-07,0.37938836216926575|5.43178714451642e-07,1,-2.4129658982019464e-07|Running
238.2420654296875,450.6768798828125,-37.30854415893555|-0.9353512525558472,4.706296294898493e-07,0.3537203371524811|4.3604603661151486e-07,1,-1.7746629055181984e-07|Running
237.76705932617188,450.677001953125,-37.219139099121094|-0.9437523484230042,3.687934508889157e-07,0.3306531608104706|3.455017747455713e-07,1,-1.2921492498207954e-07|Running
237.2913360595703,450.67706298828125,-37.13373565673828|-0.9508532881736755,2.952130842004408e-07,0.3096417188644409|2.790231690141809e-07,1,-9.657286170750012e-08|Running
236.81484985351562,450.67706298828125,-37.05264663696289|-0.956942617893219,2.452023295518302e-07,0.2902771234512329|2.334318907060151e-07,1,-7.517436984016967e-08|Running
236.2183380126953,450.67706298828125,-36.95685577392578|-0.9634415507316589,2.0126908850670588e-07,0.2679186761379242|1.9305400655866833e-07,1,-5.700550786968961e-08|Running
235.74046325683594,450.67706298828125,-36.884437561035156|-0.967832624912262,1.72410665300049e-07,0.25159502029418945|1.6621756060430926e-07,1,-4.58669688896407e-08|Running
235.3817901611328,450.67706298828125,-36.83191680908203|-0.9706625938415527,1.489923846520469e-07,0.2404455840587616|1.4411801885216846e-07,1,-3.7856420220805376e-08|Running
234.9032440185547,450.67706298828125,-36.7641487121582|-0.9739582538604736,1.443680162083183e-07,0.22672735154628754|1.40244509339027e-07,1,-3.429542871913327e-08|Running
234.42466735839844,450.67706298828125,-36.696712493896484|-0.976706326007843,1.328115359910953e-07,0.21458028256893158|1.2941845284331066e-07,1,-2.9861606520853456e-08|Running
233.94580078125,450.67706298828125,-36.63113021850586|-0.9790422320365906,1.2804281368516968e-07,0.20365723967552185|1.251016641390379e-07,1,-2.7315477879596983e-08|Running
233.46664428710938,450.67706298828125,-36.567710876464844|-0.9810699224472046,1.1762533347337012e-07,0.1936539113521576|1.1519946951921156e-07,1,-2.3787805503161508e-08|Running
232.98745727539062,451.5425109863281,-36.504581451416016|-0.9829576015472412,2.1318298593087093e-07,0.1838322877883911|2.0928263211317244e-07,1,-4.0618743923914735e-08|Jumping
232.50827026367188,452.3534851074219,-36.441490173339844|-0.9844076037406921,1.9300934184229845e-07,0.1759023219347|1.896419519198389e-07,1,-3.595383901711102e-08|Freefall
232.02908325195312,453.10992431640625,-36.378414154052734|-0.9855390787124634,1.6884453657439735e-07,0.16944824159145355|1.6609736519512808e-07,1,-3.03873797236065e-08|Freefall
231.54989624023438,453.8118896484375,-36.31534194946289|-0.9864671230316162,1.593978566916121e-07,0.1639593094587326|1.570111152204845e-07,1,-2.7516291467577503e-08|Freefall
231.07070922851562,454.4593200683594,-36.25226593017578|-0.9872381687164307,1.5082522963894007e-07,0.1592506617307663|1.487761664975551e-07,1,-2.4789317265572208e-08|Freefall
230.59152221679688,455.0522766113281,-36.18918991088867|-0.9878822565078735,1.6971118554920395e-07,0.15520510077476501|1.6763527810326195e-07,1,-2.6463480296001762e-08|Freefall
230.11233520507812,455.5907287597656,-36.12611389160156|-0.9884222149848938,1.3733955483985483e-07,0.15172849595546722|1.3577086122040782e-07,1,-2.0698916358696806e-08|Freefall
229.63314819335938,456.0746765136719,-36.06303787231445|-0.988876223564148,1.1992678139449708e-07,0.1487409472465515|1.1867847860003167e-07,1,-1.7267987928448747e-08|Freefall
229.15396118164062,456.5041198730469,-35.999961853027344|-0.9892589449882507,1.1354460838219893e-07,0.14617381989955902|1.1248560838339472e-07,1,-1.551043204983671e-08|Freefall
228.67477416992188,456.8790588378906,-35.93688201904297|-0.9895823001861572,1.152947675109317e-07,0.14396809041500092|1.1433281343897761e-07,1,-1.4954977700654126e-08|Freefall
228.19558715820312,457.19952392578125,-35.87380599975586|-0.9898561835289001,1.230391148965282e-07,0.14207299053668976|1.2210902866627293e-07,1,-1.5264966179984185e-08|Freefall
227.7161407470703,457.4654541015625,-35.81257629394531|-0.990147054195404,1.3612958582598367e-07,0.14003129303455353|1.3517484376279754e-07,1,-1.6329243734958254e-08|Freefall
227.2366485595703,457.6769104003906,-35.75166320800781|-0.9904192686080933,1.5499738026392151e-07,0.13809306919574738|1.5396012997825892e-07,1,-1.8192816142459378e-08|Freefall
226.7571563720703,457.8338623046875,-35.69075012207031|-0.9906541705131531,1.610510480531957e-07,0.1363975554704666|1.599982653033294e-07,1,-1.868148125083735e-08|Freefall
226.2776641845703,457.9363098144531,-35.62984085083008|-0.9908543229103088,1.1811371791736747e-07,0.13493594527244568|1.1734581306654945e-07,1,-1.3644350538299932e-08|Freefall
225.7981719970703,457.9842529296875,-35.56892776489258|-0.9910246133804321,7.783691557960992e-08,0.13367949426174164|7.732791118542082e-08,1,-8.999514911067763e-09|Freefall
225.3186798095703,457.97772216796875,-35.50801467895508|-0.9911696314811707,3.9531546036641885e-08,0.13260000944137573|3.926230363049399e-08,1,-4.645110518453066e-09|Freefall
224.8391876220703,457.9166564941406,-35.447105407714844|-0.9912932515144348,2.688057110233899e-09,0.1316726803779602|2.644403140905638e-09,1,-5.063921504344648e-10|Freefall
224.3596954345703,457.8011169433594,-35.386192321777344|-0.9913987517356873,-3.3069660787532484e-08,0.1308760941028595|-3.289827077423979e-08,1,3.4716765018316664e-09|Freefall
223.87997436523438,457.6310729980469,-35.3271369934082|-0.9915431141853333,-6.757363024689766e-08,0.12977765500545502|-6.719873368865592e-08,1,7.267744184247249e-09|Freefall
223.40023803710938,457.4065246582031,-35.268402099609375|-0.9916900992393494,-1.0020237084518158e-07,0.1286497265100479|-9.964115577076882e-08,1,1.0798532734668242e-08|Freefall
222.92050170898438,457.1274719238281,-35.20967102050781|-0.9918192028999329,-1.311861126396252e-07,0.1276504397392273|-1.3045375624187727e-07,1,1.4097652822897544e-08|Freefall
222.44076538085938,456.7939147949219,-35.15093994140625|-0.9919299483299255,-1.609113837730547e-07,0.12678703665733337|-1.6001948210941919e-07,1,1.7219921488731416e-08|Freefall
221.96102905273438,456.4058837890625,-35.09220886230469|-0.9920246005058289,-1.36852790433295e-07,0.12604455649852753|-1.3609873406039696e-07,1,1.4594024655423254e-08|Freefall
221.48129272460938,455.96331787109375,-35.033477783203125|-0.9921054244041443,-9.453065530351523e-08,0.12540662288665771|-9.401560419064481e-08,1,1.0025498653476461e-08|Freefall
220.04208374023438,454.3086853027344,-34.8572883605957|-0.9923047423362732,3.4897290390745184e-08,0.12381938099861145|3.467933851197813e-08,1,-3.915518131947238e-09|Freefall
219.68228149414062,453.8183898925781,-34.81324005126953|-0.9923408031463623,6.770124372224018e-08,0.12353042513132095|6.729750623435393e-08,1,-7.440922100698799e-09|Freefall
219.32247924804688,453.29742431640625,-34.76919174194336|-0.9923685789108276,1.0057530630547262e-07,0.12330711632966995|9.998557004564645e-08,1,-1.097077095835175e-08|Freefall
219.08261108398438,452.93310546875,-34.73982620239258|-0.9923846125602722,1.2251435066445993e-07,0.12317761778831482|1.2180058206467947e-07,1,-1.3324926051438979e-08|Landed
218.48294067382812,452.0631103515625,-34.666412353515625|-0.9924201369285583,8.625541170204087e-08,0.12289111316204071|8.576002841209629e-08,1,-9.320714866589697e-09|Landed
218.00653076171875,452.0401611328125,-34.58547592163086|-0.9918168187141418,7.01580660233958e-08,0.1276693046092987|6.9742355890412e-08,1,-7.726383977058049e-09|Landed
217.6565704345703,452.1116638183594,-34.492122650146484|-0.9903109669685364,1.2421628525771666e-07,0.13886740803718567|1.2325592990691803e-07,1,-1.5515364992779723e-08|Running
217.2143096923828,452.1876220703125,-34.29910659790039|-0.985252320766449,4.187858735349437e-07,0.17110784351825714|4.1378018522664206e-07,1,-6.491801229913108e-08|Running
216.80885314941406,452.23321533203125,-34.03768539428711|-0.975326418876648,0.0000011246524991292972,0.22076773643493652|0.000001104487978409452,1,-2.1477862333085795e-07|Running
216.43421936035156,452.2586975097656,-33.73286819458008|-0.9601570963859558,0.0000018878882883655024,0.2794608473777771|0.000001836003548305598,1,-4.474201489301777e-07|Running
216.07623291015625,452.272705078125,-33.40825271606445|-0.9411150217056274,0.000002205862301707384,0.3380866050720215|0.000002114631570293568,1,-6.381524144671857e-07|Running
215.72552490234375,452.2803039550781,-33.075687408447266|-0.9201810359954834,0.000002033176997429109,0.39149314165115356|0.0000019118133423035033,1,-6.997895525273634e-07|Running
215.37831115722656,452.2844543457031,-32.73945236206055|-0.898892343044281,0.0000016461696077385568,0.43816959857940674|0.0000015121789829208865,1,-6.547315933858044e-07|Running
215.03155517578125,452.2867431640625,-32.40274429321289|-0.8784446716308594,0.0000012512974763012608,0.47784408926963806|0.0000011212049457753892,1,-5.574643751060648e-07|Running
214.6861114501953,452.2879638671875,-32.0646858215332|-0.8592221736907959,9.339869393443223e-07,0.5116025805473328|8.165879989974201e-07,1,-4.541735449947737e-07|Running
214.34091186523438,452.28863525390625,-31.726404190063477|-0.8415667414665222,6.988631753301888e-07,0.5401531457901001|5.974296186650463e-07,1,-3.63019836413514e-07|Running
213.99571228027344,452.28900146484375,-31.388113021850586|-0.8256255984306335,5.189206149225356e-07,0.5642184019088745|4.346736943716678e-07,1,-2.8365414550535206e-07|Running
213.6505126953125,452.2891845703125,-31.04982566833496|-0.8113804459571838,3.82853897917812e-07,0.5845183730125427|3.147390259528038e-07,1,-2.180954368213861e-07|Running
213.30531311035156,452.289306640625,-30.71153450012207|-0.7987458109855652,2.821106193096057e-07,0.6016685962677002|2.279659980786164e-07,1,-1.6624392173980596e-07|Running
212.87380981445312,452.2893371582031,-30.28867530822754|-0.7849002480506897,1.9464852130113286e-07,0.6196221709251404|1.5430165944962937e-07,1,-1.1868058180652952e-07|Running
212.61489868164062,452.2893371582031,-30.034955978393555|-0.7776569128036499,1.577069781433238e-07,0.6286888718605042|1.2374698599160183e-07,1,-9.77817222747035e-08|Running
212.27102661132812,452.2893371582031,-29.695331573486328|-0.7689012885093689,1.4230488432076527e-07,0.6393675208091736|1.1016021517207264e-07,1,-9.009302459617174e-08|Running
211.92868041992188,452.2893371582031,-29.354154586791992|-0.7608347535133362,1.2668377280533605e-07,0.6489456295967102|9.703727954502028e-08,1,-8.14466289966731e-08|Running
211.50271606445312,452.2893371582031,-28.925691604614258|-0.751559853553772,1.3838953805134224e-07,0.6596649289131165|1.0463399746640789e-07,1,-9.057754368768656e-08|Running
211.16348266601562,452.2893371582031,-28.581417083740234|-0.744820237159729,1.331062691178886e-07,0.6672651767730713|9.976473336337222e-08,1,-8.812011742520554e-08|Running
210.82713317871094,452.2893371582031,-28.23430824279785|-0.7383232712745667,1.2686156480867794e-07,0.6744470000267029|9.42160198746933e-08,1,-8.495803172081651e-08|Running
210.54588317871094,452.2893371582031,-28.040664672851562|-0.7661671042442322,7.747053700768447e-07,0.6426414251327515|5.834490934830683e-07,1,-5.099046802570228e-07|Running
210.10281372070312,452.2893371582031,-27.938352584838867|-0.8181939721107483,0.0000032334792194887996,0.5749422907829285|0.000002547911662986735,1,-0.0000019981021068815608|Running
209.62124633789062,452.2893371582031,-27.924076080322266|-0.8623952269554138,0.000004138925305596786,0.5062355399131775|0.0000034161482744821114,1,-0.0000023563250124425394|Running
209.0172576904297,452.2893371582031,-27.91092300415039|-0.903863251209259,0.000003178044153173687,0.4278215169906616|0.0000027761643650592305,1,-0.0000015632011809429969|Running
208.65481567382812,452.2893371582031,-27.903074264526367|-0.9224119186401367,0.0000025011247544171056,0.38620758056640625|0.0000022506537789013237,1,-0.0000011006902695953613|Running
208.1715850830078,452.2893371582031,-27.89261245727539|-0.9414448142051697,0.0000017391113260600832,0.3371671140193939|0.0000016119490737764863,1,-6.570932669092144e-07|Running
207.6883544921875,452.2893371582031,-27.882150650024414|-0.9557832479476929,0.000001263315198229975,0.2940720319747925|0.0000011945994629058987,1,-4.132901949560619e-07|Running
207.2051239013672,452.2893371582031,-27.871688842773438|-0.9665354490280151,9.421478353033308e-07,0.2565331757068634|9.03227771686943e-07,1,-2.6954077725349634e-07|Running
206.72190856933594,452.2893371582031,-27.86122703552246|-0.9745960831642151,7.003875452937791e-07,0.22396992146968842|6.782793207094073e-07,1,-1.756448853029724e-07|Running
206.23867797851562,452.2893371582031,-27.850767135620117|-0.9806444644927979,5.169939072402485e-07,0.19579702615737915|5.045521334068326e-07,1,-1.1342208239284446e-07|Running
205.80450439453125,452.2893371582031,-27.728778839111328|-0.9702304005622864,9.289919375987665e-07,0.2421838492155075|9.069505608749751e-07,1,-2.024948031476015e-07|Running
205.4456787109375,452.2893371582031,-27.435516357421875|-0.9499796032905579,0.0000025314136564702494,0.31231188774108887|0.00000244222042056208,1,-6.76740285143751e-07|Running
205.11073303222656,452.2893371582031,-27.08790397644043|-0.9265609383583069,0.00000292674462798459,0.3761446177959442|0.0000027786484224634478,1,-9.362287869407737e-07|Running
204.77642822265625,452.2893371582031,-26.73885154724121|-0.9026471376419067,0.000002330506504222285,0.4303814470767975|0.0000021620280676870607,1,-8.805167794889712e-07|Running
204.44215393066406,452.2893371582031,-26.389772415161133|-0.879503607749939,0.000001659077611293469,0.47589221596717834|0.0000014944481563361478,1,-7.243344271046226e-07|Running
204.10789489746094,452.2893371582031,-26.04068946838379|-0.8577804565429688,0.000001191226147057023,0.5140162706375122|0.0000010417876410429017,1,-5.78972105813591e-07|Running
203.77362060546875,452.2893371582031,-25.69161033630371|-0.8378005027770996,8.774752018325671e-07,0.545976459980011|7.477361805285909e-07,1,-4.5976602791597543e-07|Running
203.3557891845703,452.2893371582031,-25.255258560180664|-0.8152276873588562,6.094161904002249e-07,0.5791405439376831|5.04922354593873e-07,1,-3.4152245120822045e-07|Running
203.10508728027344,452.30072021484375,-24.993446350097656|-0.8031639456748962,4.943075282426435e-07,0.5957580804824829|4.0317502225661883e-07,1,-2.861763732653344e-07|Running
202.77081298828125,452.3333435058594,-24.644365310668945|-0.7888221144676208,3.5415294519225426e-07,0.6146215796470642|2.832710777056491e-07,1,-2.1265515215418418e-07|Running
202.4365234375,452.3912353515625,-24.29528045654297|-0.7760851383209229,2.5808424197748536e-07,0.6306281089782715|2.0267798106488044e-07,1,-1.598230028321268e-07|Running
202.1022491455078,452.4532470703125,-23.946197509765625|-0.7648748755455017,1.9141540974487725e-07,0.6441788673400879|1.4792048830258864e-07,1,-1.2151086536960065e-07|Running
201.76797485351562,452.49591064453125,-23.597118377685547|-0.7550554275512695,1.4193682318364154e-07,0.6556609272956848|1.0815335826919181e-07,1,-9.193020389375306e-08|Running
201.43370056152344,452.5205078125,-23.248031616210938|-0.7464833855628967,1.4492916022845748e-07,0.6654040217399597|1.0885368340041168e-07,1,-9.568877601395798e-08|Running
201.01583862304688,452.5364685058594,-22.811677932739258|-0.7372217774391174,1.251581238648214e-07,0.6756508350372314|9.28058270233123e-08,1,-8.397777406798923e-08|Running
200.76512145996094,452.5416259765625,-22.54986572265625|-0.7324268221855164,1.2837588769798458e-07,0.6808457970619202|9.44468681041144e-08,1,-8.695137410086318e-08|Running
200.43084716796875,452.5456848144531,-22.200782775878906|-0.7268480658531189,1.2279305394713447e-07,0.6867982745170593|8.960461883589232e-08,1,-8.396076367489513e-08|Running
200.0965576171875,452.54791259765625,-21.851701736450195|-0.7219934463500977,1.1965983048867201e-07,0.6918998956680298|8.666530959544616e-08,1,-8.250911776030989e-08|Running
199.6787109375,452.5493469238281,-21.41534996032715|-0.7167819738388062,1.2676568417191447e-07,0.6972973346710205|9.096917352735545e-08,1,-8.8284608068534e-08|Running
199.42799377441406,452.5498046875,-21.153535842895508|-0.7140985131263733,1.0695311658537321e-07,0.7000452280044556|7.64526362218021e-08,1,-7.479287944534008e-08|Running
199.0937042236328,452.5501708984375,-20.8044490814209|-0.7109887003898621,1.0792865623443504e-07,0.7032034397125244|7.664925760764163e-08,1,-7.598355722393535e-08|Running
198.75941467285156,452.55035400390625,-20.455364227294922|-0.7082929015159607,1.144713408507414e-07,0.7059186697006226|8.08849520694821e-08,1,-8.100239057284853e-08|Running
198.4251251220703,452.55047607421875,-20.106277465820312|-0.7059669494628906,8.390776429223479e-08,0.7082447409629822|5.9049572342928514e-08,1,-5.961317128821975e-08|Running
198.09083557128906,452.55047607421875,-19.757192611694336|-0.7039628028869629,6.642359551278787e-08,0.7102368474006653|4.6466581693493936e-08,1,-4.746705073443991e-08|Running
197.75656127929688,452.55047607421875,-19.40810775756836|-0.7022367715835571,5.8585804652011575e-08,0.7119434475898743|4.067974757049342e-08,1,-4.2164849389791925e-08|Running
197.42227172851562,452.55047607421875,-19.059022903442383|-0.7007509469985962,5.7860717106450466e-08,0.713405966758728|3.988546382061031e-08,1,-4.1926959681859444e-08|Running
197.08798217773438,452.55047607421875,-18.70993995666504|-0.6994724273681641,6.23784615072509e-08,0.714659571647644|4.2758934171160945e-08,1,-4.54338966449086e-08|Running
196.75369262695312,452.55047607421875,-18.360855102539062|-0.6983724236488342,7.075964703062709e-08,0.715734601020813|4.832733324633409e-08,1,-5.1707957027247176e-08|Running
196.41940307617188,452.55047607421875,-18.01177215576172|-0.6974262595176697,8.198699674721865e-08,0.7166565656661987|5.5875371884894776e-08,1,-6.00260250394058e-08|Running
196.08511352539062,452.55047607421875,-17.662687301635742|-0.6966126561164856,9.530978672955825e-08,0.7174474596977234|6.487721293524373e-08,1,-6.985250422530953e-08|Running
195.75082397460938,452.55047607421875,-17.3136043548584|-0.6959131360054016,1.1017417733683033e-07,0.7181259989738464|7.494594456147752e-08,1,-8.079126700977213e-08|Running
195.41653442382812,452.55047607421875,-16.964519500732422|-0.6953117847442627,1.261713578060153e-07,0.7187082767486572|8.579641530559456e-08,1,-9.254951294224156e-08|Running
195.08224487304688,452.55047607421875,-16.615436553955078|-0.6947948336601257,9.029600533949633e-08,0.7192079424858093|6.139487851442027e-08,1,-6.623835702157521e-08|Running
194.74795532226562,452.55047607421875,-16.266353607177734|-0.6943506002426147,3.751265609253096e-08,0.719636857509613|2.5521643465253874e-08,1,-2.75023239737493e-08|Running
194.1654815673828,452.55047607421875,-15.653035163879395|-0.693082332611084,-5.233174249497097e-08,0.7208584547042847|-3.546372795426578e-08,1,3.849918073228764e-08|Running
194.08355712890625,452.55047607421875,-15.564221382141113|-0.6926746368408203,-6.459246293388787e-08,0.7212501764297485|-4.3772001134811944e-08,1,4.751847271222687e-08|Running
193.78578186035156,452.55047607421875,-15.18386173248291|-0.6844992637634277,-3.9440497090481585e-08,0.7290135622024536|-2.5911589318639017e-08,1,2.9771783260912343e-08|Running
193.50209045410156,452.55047607421875,-14.792590141296387|-0.6725175976753235,1.1694640278392399e-07,0.7400811314582825|8.003801355016549e-08,1,-8.528717643230266e-08|Running
193.2449493408203,452.55047607421875,-14.383535385131836|-0.6557066440582275,2.4359556505260116e-07,0.7550157904624939|1.6237153488418699e-07,1,-1.816220134287505e-07|Running
193.0147705078125,452.55047607421875,-13.958674430847168|-0.6339780688285828,4.001812783371861e-07,0.7733510732650757|2.594966588276293e-07,1,-3.0473364631689037e-07|Running
192.80355834960938,452.55047607421875,-13.523992538452148|-0.6094495058059692,5.314792588251294e-07,0.792824923992157|3.335955511829525e-07,1,-4.1392442540200136e-07|Running
192.6068878173828,452.55047607421875,-13.082527160644531|-0.5837588906288147,5.854789151271689e-07,0.8119270205497742|3.5375217066757614e-07,1,-4.667573989536322e-07|Running
192.4156951904297,452.55047607421875,-12.63862133026123|-0.5591455101966858,5.48836851521628e-07,0.8290694952011108|3.1817205581319286e-07,1,-4.474080412819603e-07|Running
192.22509765625,452.55047607421875,-12.194446563720703|-0.5370579361915588,4.434363347627368e-07,0.8435453772544861|2.4641835238981e-07,1,-3.6879509934806265e-07|Running
192.0362548828125,452.55047607421875,-11.749530792236328|-0.5173386335372925,3.3499281926197e-07,0.8557807803153992|1.7849124844815378e-07,1,-2.8354503456284874e-07|Running
191.85462951660156,452.55047607421875,-11.3016357421875|-0.4985547661781311,2.739733986345527e-07,0.866858184337616|1.4019900618222891e-07,1,-2.3542088456451893e-07|Running
191.69520568847656,452.55047607421875,-10.845443725585938|-0.4771515429019928,3.028076207556296e-07,0.8788210153579712|1.4865143782571977e-07,1,-2.638516036768124e-07|Running
191.4500274658203,452.55047607421875,-10.461071968078613|-0.514154851436615,7.489930453630222e-07,0.8576973676681519|3.704926712089218e-07,1,-6.511648962259642e-07|Running
191.07725524902344,452.55047607421875,-10.16865348815918|-0.5627265572547913,0.0000017429814533898025,0.8266431093215942|9.199396231451828e-07,1,-0.000001482268544350518|Running
190.61097717285156,452.55047607421875,-9.78508186340332|-0.6051998138427734,0.00000131511558265629,0.7960736155509949|7.459056519110163e-07,1,-0.0000010849419140868122|Running
190.3465576171875,452.55047607421875,-9.537322044372559|-0.6212800145149231,7.61035096275009e-07,0.7835886478424072|4.5097169731889153e-07,1,-6.136579600024561e-07|Running
190.0209197998047,452.55047607421875,-9.180436134338379|-0.6312103271484375,1.936485034548241e-07,0.7756117582321167|1.3228969919509836e-07,1,-1.4201162912286236e-07|Running
189.70779418945312,452.55047607421875,-8.812286376953125|-0.634742259979248,-2.8226290638144746e-08,0.772723913192749|-9.362215003250185e-09,1,2.8837849441742947e-08|Running
189.40194702148438,452.55047607421875,-8.438045501708984|-0.6351246237754822,-8.511579352443732e-08,0.7724096775054932|-5.269687264330969e-08,1,6.686440201519872e-08|Running
189.1000213623047,452.55047607421875,-8.060626029968262|-0.6340097784996033,-8.643518611961554e-08,0.7733250260353088|-5.9374745120521766e-08,1,6.30925072186983e-08|Running
188.80006408691406,452.55047607421875,-7.681631565093994|-0.6323081851005554,-8.268882112361098e-08,0.7747169733047485|-6.286342824068925e-08,1,5.5426387035595326e-08|Running
188.50184631347656,452.55047607421875,-7.30127477645874|-0.6303064823150635,-7.083561825993456e-08,0.7763463854789734|-6.126411022933098e-08,1,4.1502676850768694e-08|Running
188.20387268066406,452.55047607421875,-6.920719146728516|-0.6284040808677673,-4.990261714965527e-08,0.7778871059417725|-5.39843405533702e-08,1,2.0541076395375057e-08|Running
187.91183471679688,452.55047607421875,-6.535599708557129|-0.6254345774650574,-1.563968154982831e-08,0.7802766561508179|-3.8433444871088795e-08,1,-1.0762748914316944e-08|Running
187.5577850341797,452.55047607421875,-6.046072959899902|-0.6193242073059082,6.375047689743951e-08,0.7851353883743286|8.336482615334262e-09,1,-7.462087836529463e-08|Running
187.28326416015625,452.5164489746094,-5.648296356201172|-0.6128049492835999,1.1344028649773463e-07,0.7902342081069946|5.5411582877695764e-08,1,-1.005825822630868e-07|Running
187.08499145507812,452.4551696777344,-5.344850063323975|-0.6066017746925354,1.1797949639458238e-07,0.7950057983398438|7.052751271885427e-08,1,-9.458720739985438e-08|Running
186.8289794921875,452.3362731933594,-4.934905529022217|-0.5968155264854431,1.306925412336568e-07,0.8023784756660461|8.371856807798395e-08,1,-1.0061087607482477e-07|Running
186.5166015625,452.2452087402344,-4.417777061462402|-0.5837753415107727,1.333768153699566e-07,0.8119152784347534|8.064328937962273e-08,1,-1.0629096180991837e-07|Running
186.33773803710938,452.2530517578125,-4.102502822875977|-0.575020432472229,1.42859164498077e-07,0.8181390166282654|8.327254619189262e-08,1,-1.1608754135750132e-07|Running
186.11656188964844,452.2674865722656,-3.6728150844573975|-0.5604075193405151,1.649335530373719e-07,0.8282170295715332|9.37009474455408e-08,1,-1.3574080526268517e-07|Running
185.91827392578125,452.27716064453125,-3.232131004333496|-0.5417658686637878,2.4181466073969204e-07,0.8405294418334961|1.3380696373133105e-07,1,-2.014475626310741e-07|Running
185.70614624023438,452.2836608886719,-2.6665749549865723|-0.5121224522590637,4.093434711194277e-07,0.858912467956543|2.1638201985751948e-07,1,-3.475667256225279e-07|Running
185.6094207763672,452.2857971191406,-2.3175082206726074|-0.489554762840271,5.537673928301956e-07,0.8719725608825684|2.820629561028909e-07,1,-4.767147174788988e-07|Running
185.53659057617188,452.2874450683594,-1.8401767015457153|-0.44888538122177124,9.86896566246287e-07,0.8935893177986145|4.698737257058383e-07,1,-8.683823011779168e-07|Running
185.5138397216797,452.28851318359375,-1.2368407249450684|-0.3850875496864319,0.0000016869826140464284,0.9228800535202026|7.155043135753658e-07,1,-0.0000015293979913622024|Running
185.55613708496094,452.2889404296875,-0.7558973431587219|-0.32506459951400757,0.0000021779501366836485,0.9456918239593506|8.105209303721495e-07,1,-0.0000020244210645614658|Running
185.62498474121094,452.28912353515625,-0.40033310651779175|-0.27504223585128784,0.0000025454182832618244,0.961432158946991|8.323983706759464e-07,1,-0.0000024093990305118496|Running
185.7640380859375,452.28924560546875,0.06222379580140114|-0.2013823688030243,0.0000030800304102740483,0.9795126914978027|7.991865231815609e-07,1,-0.000002980143335662433|Running
185.92935180664062,452.2893371582031,0.5163155198097229|-0.127041295170784,0.000003294645921414485,0.9918974041938782|6.238649916667782e-07,1,-0.0000032416551221103873|Running
186.144775390625,452.2893371582031,1.0807583332061768|-0.042232539504766464,0.0000028057286272087367,0.999107837677002|2.8560057785398385e-07,1,-0.0000027961616524407873|Running
186.2756805419922,452.2893371582031,1.4187934398651123|0.002178252674639225,0.000002343890855627251,0.999997615814209|1.191022960256305e-07,1,-0.0000023441559733328177|Running
186.45059204101562,452.2893371582031,1.869361400604248|0.05374500900506973,0.0000016900271475606132,0.9985547065734863|-1.8414983316006328e-08,1,-0.0000016914822253966122|Running
186.62550354003906,452.2893371582031,2.3199234008789062|0.09822069108486176,0.0000012288452353459434,0.9951646327972412|-7.92808307892301e-08,1,-0.0000012269912303963793|Running
186.8004608154297,452.2893371582031,2.7704858779907227|0.1363159567117691,9.10355652194994e-07,0.9906654357910156|-9.893300756402823e-08,1,-9.053202916220471e-07|Running
186.9754180908203,452.2893371582031,3.22104811668396|0.16888633370399475,6.751883461220132e-07,0.98563551902771|-9.793547661729463e-08,1,-6.682474236185953e-07|Running
187.15037536621094,452.2893371582031,3.6716110706329346|0.19671785831451416,4.986848693988577e-07,0.9804601669311523|-8.782399163465016e-08,1,-4.910024813398195e-07|Running
187.3690643310547,452.2893371582031,4.234814167022705|0.22616659104824066,3.439258762227837e-07,0.9740886092185974|-7.199059126605789e-08,1,-3.3635953400334984e-07|Running
187.49777221679688,452.2893371582031,4.573689937591553|0.24061059951782227,2.7181965833733557e-07,0.9706217050552368|-6.143343966868997e-08,1,-2.6481799864086497e-07|Running
187.6563262939453,452.2893371582031,5.030243396759033|0.25397220253944397,1.7622917880544264e-07,0.9672115445137024|-4.343462478573201e-08,1,-1.7079820224807918e-07|Running
187.78048706054688,452.2893371582031,5.4971418380737305|0.2568758428096771,1.3208040172685287e-07,0.9664444327354431|-3.66791326200655e-08,1,-1.2691720030488796e-07|Running
187.827880859375,452.2893371582031,5.976963043212891|0.23973773419857025,1.7853682265922544e-07,0.9708377122879028|-4.948708109964173e-08,1,-1.7167947419238772e-07|Running
187.78704833984375,452.2893371582031,6.457218170166016|0.20038551092147827,6.309550144578679e-07,0.9797171354293823|-1.4181641461163963e-07,1,-6.150112312752753e-07|Running
