Mt Sangkala|true|40121
-834.6558227539062,239.88836669921875,-321.5513000488281|0.6384417414665222,0,-0.7696701884269714|-8.460463440940202e-09,1,-7.017958214561304e-09|Running
-834.3864135742188,239.56588745117188,-321.821044921875|0.6478309035301208,0,-0.7617842555046082|-9.95936222381033e-09,1.0000001192092896,-8.469566381563709e-09|Running
-834.0895385742188,239.18890380859375,-322.10516357421875|0.6581394076347351,0,-0.7528961300849915|-1.2644328251099068e-08,1,-1.105295943659712e-08|Running
-833.76611328125,238.75741577148438,-322.4010314941406|0.6692479252815247,0,-0.7430391311645508|-1.5470284608909424e-08,1,-1.3933930453902121e-08|Running
-833.4324340820312,238.2714385986328,-322.69268798828125|0.6810385584831238,0,-0.7322476506233215|-1.80244565939347e-08,1.0000001192092896,-1.676393246441421e-08|Running
-833.0911254882812,237.85476684570312,-322.9775390625|0.6933495998382568,0,-0.7206014394760132|-2.0246702092663327e-08,1.0000001192092896,-1.9481008806110367e-08|Running
-832.6550903320312,237.68228149414062,-323.32452392578125|0.7091789841651917,0,-0.7050285339355469|-2.250139097270676e-08,1,-2.2633855678577675e-08|Running
-832.3883666992188,237.53790283203125,-323.5276794433594|0.71863853931427,0,-0.6953837871551514|-2.3082508349148156e-08,1,-2.3854425990066375e-08|Running
-832.0183715820312,237.2977294921875,-323.7960205078125|0.7316882610321045,0,-0.6816394925117493|-2.4255911057480262e-08,1.0000001192092896,-2.6036879319235595e-08|Running
-831.538330078125,237.0689239501953,-324.1294860839844|0.7479075193405151,0,-0.663802981376648|-2.5556918359370684e-08,1,-2.879500726749029e-08|Running
-831.1392822265625,236.9728240966797,-324.395751953125|0.7603090405464172,0,-0.6495616436004639|-2.4629919437302306e-08,1,-2.8829211018432943e-08|Running
-830.7288208007812,236.86399841308594,-324.6584167480469|0.7723476886749268,0,-0.6352001428604126|-2.3132889381827226e-08,1,-2.812756427772456e-08|Running
-830.4152221679688,236.79061889648438,-324.8504638671875|0.7812943458557129,0,-0.6241627335548401|-2.2650912256949596e-08,1,-2.8353230874245128e-08|Running
-829.8865966796875,236.6734161376953,-325.16253662109375|0.7958945631980896,0,-0.6054352521896362|-2.2446140945930892e-08,1,-2.950730326745088e-08|Running
-829.5670776367188,236.60447692871094,-325.34619140625|0.8040030002593994,0,-0.5946252942085266|-2.127394616024958e-08,1.0000001192092896,-2.8764866044639348e-08|Running
-829.0310668945312,236.4915008544922,-325.64715576171875|0.8165160417556763,0,-0.5773229002952576|-1.7583841938062506e-08,1,-2.4869081016731798e-08|Running
-828.7081909179688,236.42449951171875,-325.82562255859375|0.8232290148735046,0,-0.5677094459533691|-1.5366177663622693e-08,1,-2.2282318212774044e-08|Running
-828.1660766601562,236.32765197753906,-326.1210632324219|0.8333017826080322,0,-0.5528184771537781|-1.164150642551931e-08,1.0000001192092896,-1.754805367681911e-08|Running
-827.8392944335938,236.27842712402344,-326.2982482910156|0.8385370373725891,0,-0.5448446273803711|-9.783267529428485e-09,1,-1.505682867275482e-08|Running
-827.2927856445312,236.21278381347656,-326.5943908691406|0.8459932804107666,0,-0.5331936478614807|-6.6016832001025705e-09,1.0000001192092896,-1.0474580314223658e-08|Running
-826.9642944335938,236.1813201904297,-326.77239990234375|0.849773108959198,0,-0.5271486639976501|-6.172873323606609e-09,1,-9.950782420276028e-09|Running
-826.5255126953125,236.1521759033203,-327.0101623535156|0.8540760278701782,0,-0.5201483368873596|-5.939268632459971e-09,1,-9.752192831058437e-09|Running
-826.0864868164062,236.1248779296875,-327.2479553222656|0.8577594757080078,0,-0.5140514373779297|-5.491543220159656e-09,1,-9.163330538797254e-09|Running
-825.5376586914062,236.09071350097656,-327.54522705078125|0.8616304397583008,0,-0.5075361728668213|-4.572047185291694e-09,1,-7.761840947750898e-09|Running
-825.0986938476562,236.06336975097656,-327.7830505371094|0.8642014265060425,0,-0.5031459927558899|-4.561357069832184e-09,1,-7.834567661291203e-09|Running
-824.7694091796875,236.04286193847656,-327.96142578125|0.8658480048179626,0,-0.5003070831298828|-5.031964178670023e-09,1,-8.708483711927784e-09|Running
-824.3302612304688,236.0201873779297,-328.1994323730469|0.8798442482948303,0,-0.4752623736858368|-3.623480626657738e-09,1.0000001192092896,-6.7080812016229174e-09|Running
-823.7809448242188,236.00491333007812,-328.4971008300781|0.8792983293533325,0,-0.4762713611125946|-2.18861506695589e-09,1.0000001192092896,-4.0406495926959e-09|Running
-823.4512329101562,236.0027313232422,-328.67572021484375|0.8792206645011902,0,-0.47641491889953613|-1.3222420935932178e-09,1.0000001192092896,-2.4401893838899014e-09|Running
-823.0115356445312,236.0034942626953,-328.91387939453125|0.8792206645011902,0,-0.47641491889953613|-1.6728284035760765e-10,1.0000001192092896,-3.087194111461855e-10|Running
-822.5718383789062,236.00448608398438,-329.15203857421875|0.8792206645011902,0,-0.47641491889953613|9.868115213862438e-10,1.0000001192092896,1.8211543384438755e-09|Running
-822.1321411132812,236.005126953125,-329.39019775390625|0.8792206645011902,0,-0.47641491889953613|2.1399193528282012e-09,1.0000001192092896,3.949207627584883e-09|Running
-821.6924438476562,236.00547790527344,-329.62835693359375|0.8792206645011902,0,-0.47641491889953613|3.2920388637336373e-09,1.0000001192092896,6.0754365982518266e-09|Running
-821.2527465820312,236.0056915283203,-329.86651611328125|0.8792206645011902,0,-0.47641491889953613|2.7785076461839253e-09,1.0000001192092896,5.127717805919474e-09|Running
-820.8130493164062,236.00579833984375,-330.10467529296875|0.8792206645011902,0,-0.47641491889953613|1.7107634198154642e-09,1.0000001192092896,3.157202943526727e-09|Running
-820.3733520507812,236.005859375,-330.34283447265625|0.8792206645011902,0,-0.47641491889953613|6.439284105930199e-10,1.0000001192092896,1.1883657391464908e-09|Running
-819.9336547851562,236.00587463378906,-330.58099365234375|0.8792206645011902,0,-0.47641491889953613|-4.21996854127471e-10,1.0000001192092896,-7.787924749536046e-10|Running
-819.384033203125,236.00587463378906,-330.8786926269531|0.8792206645011902,0,-0.47641491889953613|-1.7531249785207592e-09,1.0000001192092896,-3.2353808521179417e-09|Running
-818.9443359375,236.00587463378906,-331.1168518066406|0.8792206645011902,0,-0.47641491889953613|-2.8170084043210863e-09,1.0000001192092896,-5.198770747227854e-09|Running
-818.504638671875,236.00587463378906,-331.3550109863281|0.8792206645011902,0,-0.47641491889953613|-2.4240554008514437e-09,1.0000001192092896,-4.47357884070243e-09|Running
-818.06494140625,236.00587463378906,-331.5931701660156|0.8792206645011902,0,-0.47641491889953613|-1.5463348379540776e-09,1.0000001192092896,-2.853751013276451e-09|Running
-817.625244140625,236.00587463378906,-331.8313293457031|0.8792206645011902,0,-0.47641491889953613|-6.693632315091236e-10,1.0000001192092896,-1.2353055245384326e-09|Running
-817.2954711914062,236.00587463378906,-332.00994873046875|0.8792206645011902,0,-0.47641491889953613|-1.2123848799894255e-11,1.0000001192092896,-2.237448420983057e-11|Running
-816.8557739257812,236.00587463378906,-332.24810791015625|0.8792206645011902,0,-0.47641491889953613|8.635402948264925e-10,1.0000001192092896,1.5936580943787249e-09|Running
-816.4160766601562,236.00587463378906,-332.48626708984375|0.8792206645011902,0,-0.47641491889953613|1.738461374856115e-09,1.0000001192092896,3.2083193879373084e-09|Running
-815.9763793945312,236.00587463378906,-332.72442626953125|0.8792206645011902,0,-0.47641491889953613|2.6126327767883595e-09,1.0000001192092896,4.821596899517999e-09|Running
-815.5366821289062,236.00587463378906,-332.96258544921875|0.8792206645011902,0,-0.47641491889953613|2.181145264401607e-09,1.0000001192092896,4.025289435105606e-09|Running
-814.987060546875,236.00587463378906,-333.2602844238281|0.8792206645011902,0,-0.47641491889953613|1.0988788767818392e-09,1.0000001192092896,2.0279737888984073e-09|Running
-814.54736328125,236.00587463378906,-333.4984436035156|0.8792206645011902,0,-0.47641491889953613|2.3389459813394353e-10,1.0000001192092896,4.3165099272712837e-10|Running
-814.2175903320312,236.00587463378906,-333.67706298828125|0.8792206645011902,0,-0.47641491889953613|-4.1435957442992333e-10,1.0000001192092896,-7.646979161002321e-10|Running
-813.7778930664062,236.00587463378906,-333.91522216796875|0.8792206645011902,0,-0.47641491889953613|-1.278055550280044e-09,1.0000001192092896,-2.3586432806865787e-09|Running
-813.3381958007812,236.00587463378906,-334.15338134765625|0.8792206645011902,0,-0.47641491889953613|-2.141012700462852e-09,1.0000001192092896,-3.951225124865232e-09|Running
-812.8984985351562,236.00587463378906,-334.39154052734375|0.8792206645011902,0,-0.47641491889953613|-2.1984822851095487e-09,1.0000001192092896,-4.057284730407673e-09|Running
-812.4588012695312,236.00587463378906,-334.62969970703125|0.8792206645011902,0,-0.47641491889953613|-1.4514885959826529e-09,1.0000001192092896,-2.678712807124839e-09|Running
-812.0191040039062,236.00587463378906,-334.86785888671875|0.8792206645011902,0,-0.47641491889953613|-7.051322303830432e-10,1.0000001192092896,-1.3013169430919902e-09|Running
-811.469482421875,236.00587463378906,-335.1655578613281|0.8792206645011902,0,-0.47641491889953613|2.2691996892643118e-10,1.0000001192092896,4.1877934453538046e-10|Running
-811.1397094726562,236.00587463378906,-335.34417724609375|0.8792206645011902,0,-0.47641491889953613|7.856746364609535e-10,1.0000001192092896,1.4499574874093923e-09|Running
-810.590087890625,236.00587463378906,-335.6418762207031|0.8792206645011902,0,-0.47641491889953613|1.716138120499977e-09,1.0000001192092896,3.167121898073333e-09|Running
-810.150390625,236.00587463378906,-335.8800354003906|0.8792206645011902,0,-0.47641491889953613|2.459797476817016e-09,1.0000001192092896,4.53954029921988e-09|Running
-809.710693359375,236.00587463378906,-336.1181945800781|0.8792206645011902,0,-0.47641491889953613|2.006260935161208e-09,1.0000001192092896,3.7025416066427397e-09|Running
-809.3809204101562,236.00587463378906,-336.29681396484375|0.8792206645011902,0,-0.47641491889953613|1.3673164822591843e-09,1.0000001192092896,2.523373732188361e-09|Running
-808.9412231445312,236.00587463378906,-336.53497314453125|0.8792206645011902,0,-0.47641491889953613|5.160256666414398e-10,1.0000001192092896,9.523219990370535e-10|Running
-808.5015258789062,236.00587463378906,-336.77313232421875|0.8792206645011902,0,-0.47641491889953613|-3.3453986802989277e-10,1.0000001192092896,-6.173911382134634e-10|Running
-808.0618286132812,236.00587463378906,-337.01129150390625|0.8792206645011902,0,-0.47641491889953613|-1.1843804825772963e-09,1.0000001192092896,-2.185766678763912e-09|Running
-807.6221313476562,236.00587463378906,-337.24945068359375|0.8792206645011902,0,-0.47641491889953613|-2.0334975925351273e-09,1.0000001192092896,-3.752806954082644e-09|Running
-807.1824340820312,236.00587463378906,-337.48760986328125|0.8792206645011902,0,-0.47641491889953613|-2.107825025632337e-09,1.0000001192092896,-3.889977229221131e-09|Running
-806.7427368164062,236.00587463378906,-337.72576904296875|0.8792206645011902,0,-0.47641491889953613|-1.4083586519220148e-09,1.0000001192092896,-2.599116699641968e-09|Running
-806.3030395507812,236.87132263183594,-337.96392822265625|0.8792206645011902,0,-0.47641491889953613|-7.094478338132149e-10,1.0000001192092896,-1.3092814610260461e-09|Running
-805.8633422851562,237.68226623535156,-338.20208740234375|0.8792206645011902,0,-0.47641491889953613|-1.1171770973594786e-11,1.0000001192092896,-2.061743137327099e-11|Running
-805.4236450195312,238.438720703125,-338.44024658203125|0.8792206645011902,0,-0.47641491889953613|6.865080726115025e-10,1.0000001192092896,1.2669462146064348e-09|Running
-804.9839477539062,239.1406707763672,-338.67840576171875|0.8799875974655151,0,-0.47499674558639526|1.4013455951200626e-09,1.0000001192092896,2.5961581773259468e-09|Running
-804.5440063476562,239.78811645507812,-338.9159240722656|0.8807776570320129,0,-0.4735301434993744|2.127417797481712e-09,1.0000001192092896,3.957048910763206e-09|Running
-804.1036376953125,240.38107299804688,-339.1527099609375|0.8816033601760864,0,-0.47199106216430664|2.8666036211433266e-09,1,5.354354737363565e-09|Running
-803.6627807617188,240.91952514648438,-339.38873291015625|0.883171021938324,0,-0.4690510928630829|3.6171208250834752e-09,1.0000001192092896,6.810636055121222e-09|Running
-803.22119140625,241.40347290039062,-339.62335205078125|0.8862379789352417,0,-0.4632302522659302|2.7730786555935083e-09,1,5.3053694770710536e-09|Running
-802.6672973632812,241.93177795410156,-339.9129333496094|0.8913792967796326,0,-0.4532581865787506|1.276993399912385e-09,1,2.511340024824449e-09|Running
-802.2215576171875,242.29310607910156,-340.13958740234375|0.8990416526794434,0,-0.43786317110061646|-5.369817368539032e-10,1,-1.1025566015732124e-09|Running
-801.8847045898438,242.52833557128906,-340.3042297363281|0.9080817103385925,0,-0.4187930226325989|-2.459146664079981e-09,1,-5.33224264742671e-09|Running
-801.4309692382812,242.79429626464844,-340.5142517089844|0.916329562664032,0,-0.4004249572753906|-5.900686161908197e-09,1,-1.3503086648825047e-08|Running
-800.972900390625,243.00575256347656,-340.7146911621094|0.9269089698791504,0,-0.37528643012046814|-6.641574845644982e-09,1.0000001192092896,-1.640383118228783e-08|Freefall
-800.5096435546875,243.16270446777344,-340.9027099609375|0.9352638721466064,0,-0.35395127534866333|-5.555871762652487e-09,1,-1.4680568760638835e-08|Freefall
-800.0421752929688,243.26515197753906,-341.079833984375|0.9446889758110046,0,-0.3279678523540497|-5.291445059896205e-09,1,-1.524164616739654e-08|Freefall
-799.5748291015625,243.31309509277344,-341.2294921875|0.973460853099823,0,-0.22885394096374512|-8.177740085102414e-08,1,-3.478511132470885e-07|Freefall
-799.1099243164062,243.30654907226562,-341.33892822265625|0.9843199253082275,-0.00001525888183095958,-0.17639267444610596|0.000014760541489522438,1.0000001192092896,-0.000004137288669880945|Freefall
-798.6481323242188,243.24549865722656,-341.4086608886719|0.9888718128204346,-0.000015258483472280204,-0.14877021312713623|0.000014725362234457862,1,-0.000004685001385951182|Freefall
-798.076171875,243.09254455566406,-341.440185546875|0.9952411651611328,-0.000015258818166330457,-0.09744281321763992|0.000014893367733748164,1.0000001192092896,-0.000004477775291888975|Freefall
-797.7362670898438,242.95989990234375,-341.4294738769531|0.9919592142105103,-0.000015259032807080075,-0.12655842304229736|0.000014751634807907976,1.0000001192092896,-0.000004946447916154284|Freefall
-797.1764526367188,242.6707000732422,-341.3622741699219|0.9982331991195679,-0.000015258838175213896,-0.05941791459918022|0.00001504713964095572,1,-0.00000401030547436676|Freefall
-796.7350463867188,242.37802124023438,-341.26422119140625|0.9977211356163025,-0.000015258474377333187,-0.06747297197580338|0.000015015496501291636,1,-0.000004108267148694722|Freefall
-796.3004150390625,242.03085327148438,-341.126953125|0.9986644983291626,-0.000015258900020853616,-0.051666636019945145|0.000015078791875566822,1.0000001192092896,-0.00000387576892535435|Freefall
-795.979248046875,241.73471069335938,-340.99835205078125|0.9981056451797485,-0.000015258754501701333,-0.06152329966425896|0.000015040307516756002,1,-0.0000040137397263606545|Freefall
-795.5584716796875,241.2921600341797,-340.79290771484375|0.9997959136962891,-0.000015258468920364976,-0.020202212035655975|0.00001519250599812949,1,-0.000003418597088966635|Freefall
-795.1473388671875,240.7951202392578,-340.548828125|0.9999901056289673,-0.000015258638086379506,-0.004455522168427706|0.00001524462004454108,1.0000001192092896,-0.00000318019010592252|Freefall
-794.733154296875,240.2435760498047,-340.3155212402344|0.9982331991195679,-0.000015258838175213896,-0.05941791459918022|0.000015138682101678569,1,-0.0000024723735805309843|Freefall
-794.3076782226562,239.6375274658203,-340.12078857421875|0.9973897337913513,0,-0.07220562547445297|-2.6763350646774597e-08,1,-3.696871431202453e-07|Freefall
-793.8488159179688,238.9769744873047,-340.0321044921875|0.9983981847763062,0,-0.05657874792814255|1.6994055940244834e-08,1.0000001192092896,2.99879985732332e-07|Landed
-793.2285766601562,238.07464599609375,-340.05712890625|0.9991722106933594,0,-0.04068101942539215|4.696265154535695e-09,1,1.1534562105453006e-07|Landed
-792.85400390625,237.49237060546875,-340.07342529296875|0.9996891021728516,0,-0.02493271790444851|-6.92434554139254e-10,1.0000001192092896,-2.776348928534844e-08|Running
-792.354248046875,237.31556701660156,-340.08709716796875|0.999919056892395,0,-0.012725576758384705|-4.27870516794826e-10,1,-3.36201573247763e-08|Running
-791.854248046875,237.37335205078125,-340.0943603515625|0.9999920129776001,0,-0.003997770603746176|-1.8471826498944743e-11,1,-4.620495097640287e-09|Running
-791.354248046875,237.42918395996094,-340.09698486328125|0.9999998807907104,0,-0.0004882811917923391|1.2016899628153332e-11,1,2.4610610438458025e-08|Running
-790.854248046875,237.4634246826172,-340.0975036621094|0.9999992847442627,0,0.0012512197718024254|-6.7497264721883e-11,1.0000001192092896,5.394513280521096e-08|Running
-790.354248046875,237.48268127441406,-340.0970153808594|0.9999992847442627,0,0.0012512197718024254|-6.476232050633968e-11,1.0000001192092896,5.1759315056187916e-08|Running
-789.854248046875,237.49325561523438,-340.0964050292969|0.9999992847442627,0,0.0012512197718024254|-4.889952678888143e-11,1.0000001192092896,3.908145629338833e-08|Running
-789.354248046875,237.49903869628906,-340.0957946777344|0.9999992847442627,0,0.0012512197718024254|-3.305027779232361e-11,1.0000001192092896,2.6414426201881724e-08|Running
-788.854248046875,237.502197265625,-340.0951843261719|0.9999992847442627,0,0.0012512197718024254|-1.721457351666622e-11,1.0000001192092896,1.3758223005311265e-08|Running
-786.854248046875,237.50564575195312,-340.0927429199219|0.9999992847442627,0,0.0012512197718024254|4.5993091279949994e-11,1.0000001192092896,-3.675857840335084e-08|Running
-785.729248046875,237.50588989257812,-340.09136962890625|0.9999992847442627,0,0.0012512197718024254|1.6412638609297758e-11,1.0000001192092896,-1.3117301023157779e-08|Running
-785.354248046875,237.50592041015625,-340.0909118652344|0.9999992847442627,0,0.0012512197718024254|6.565123011198493e-12,1.0000001192092896,-5.246974854600239e-09|Running
-784.729248046875,237.50592041015625,-340.09014892578125|0.9999992847442627,0,0.0012512197718024254|-7.670508325730019e-12,1.0000001192092896,6.130419727412573e-09|Running
-784.354248046875,237.50592041015625,-340.0896911621094|0.9999992847442627,0,0.0012512197718024254|-1.1015353559851171e-11,1.0000001192092896,8.8036857803786e-09|Running
-783.854248046875,238.37136840820312,-340.0890808105469|0.9999992847442627,0,0.0012512197718024254|-1.5471811332101737e-11,1.0000001192092896,1.2365374502110171e-08|Running
