Mt Sangkala|true|40121
695.2139282226562,431.15966796875,-174.33328247070312|0.8872790932655334,0,0.46123313903808594|1.781257452648788e-08,1.0000001192092896,-3.4266236070834566e-08|Running
695.6563110351562,431.1537170410156,-174.10035705566406|0.8869704008102417,0,0.4618264138698578|1.8937193146939535e-08,1.0000001192092896,-3.63702241656938e-08|Running
696.0979614257812,431.14862060546875,-173.86598205566406|0.8865225315093994,0,0.4626854360103607|2.0157415292487713e-08,1,-3.8622356868245333e-08|Running
696.5391235351562,431.14080810546875,-173.63075256347656|0.8859786987304688,0,0.46372586488723755|2.1523128168610128e-08,1.0000001192092896,-4.112134632805464e-08|Running
696.9802856445312,431.1311340332031,-173.39544677734375|0.8854719996452332,0,0.46469274163246155|2.3030027662684915e-08,1,-4.3883716216441826e-08|Running
697.4214477539062,431.1242980957031,-173.1600799560547|0.8850208520889282,0,0.465551495552063|2.154038725166174e-08,1.0000001192092896,-4.094862049441872e-08|Running
697.8626098632812,431.1202697753906,-172.92471313476562|0.8846394419670105,0,0.4662759006023407|1.0757865709365433e-08,1.0000001192092896,-2.041030278121525e-08|Running
698.3037719726562,431.11962890625,-172.68934631347656|0.8842951655387878,0,0.4669283628463745|-2.1762206620090652e-11,1,4.1214490154040107e-11|Running
698.74560546875,431.1207580566406,-172.455322265625|0.8841677308082581,0,0.4671696722507477|-1.0804837913269694e-08,1.0000001192092896,2.0449292037483247e-08|Running
699.1879272460938,431.122314453125,-172.22215270996094|0.8841999769210815,0,0.46710866689682007|-2.1572983399664736e-08,1.0000001192092896,4.0835960390950277e-08|Running
699.6303100585938,431.1241455078125,-171.98912048339844|0.8842636346817017,0,0.4669879972934723|-2.759691852816104e-08,1.0000001192092896,5.22560554827578e-08|Running
700.0726928710938,431.12701416015625,-171.75608825683594|0.8843274116516113,0,0.4668673872947693|-1.9456910749227063e-08,1.0000001192092896,3.685474680992229e-08|Running
700.5150756835938,431.13134765625,-171.52305603027344|0.8843847513198853,0,0.4667586088180542|-1.1329431615081376e-08,1,2.1466291855176678e-08|Running
700.9574584960938,431.1375732421875,-171.29002380371094|0.8844358921051025,0,0.46666184067726135|-3.2138927075209267e-09,1.0000001192092896,6.0910960719695595e-09|Running
701.3997192382812,431.1458435058594,-171.05702209472656|0.8844673037528992,0,0.4666021168231964|4.890667870682819e-09,1.0000001192092896,-9.27050169963195e-09|Running
701.8418579101562,431.1554260253906,-170.8240509033203|0.8845121264457703,0,0.46651726961135864|1.2984741282195955e-08,1,-2.4618939775677973e-08|Running
702.2839965820312,431.1658630371094,-170.59107971191406|0.8845372796058655,0,0.46646952629089355|2.1070153621849386e-08,1,-3.995402764189748e-08|Running
702.7261352539062,431.177734375,-170.35812377929688|0.8845694661140442,0,0.46640852093696594|2.9145141411390796e-08,1,-5.5275364729823195e-08|Running
703.1682739257812,431.1914978027344,-170.12521362304688|0.8845883011817932,0,0.46637269854545593|3.721325114725005e-08,1.0000001192092896,-7.058390849579155e-08|Running
703.6101684570312,431.20770263671875,-169.89236450195312|0.8846009969711304,0,0.4663488268852234|2.8455716005737486e-08,1.0000001192092896,-5.3976666691823993e-08|Running
704.0520629882812,431.22625732421875,-169.65951538085938|0.8846268057823181,0,0.46629974246025085|1.4102448986363925e-08,1,-2.675404608964982e-08|Running
704.4939575195312,431.24652099609375,-169.4267120361328|0.8846394419670105,0,0.4662759006023407|-2.3383991964998074e-10,1.0000001192092896,4.436515599337554e-10|Running
704.9358520507812,431.2681884765625,-169.1939239501953|0.8846520185470581,0,0.46625199913978577|-1.4555612715128063e-08,1.0000001192092896,2.7617366171739377e-08|Running
705.3775024414062,431.2917175292969,-168.96119689941406|0.8846583366394043,0,0.4662400782108307|-2.8863999190775758e-08,1,5.4767443913306124e-08|Running
705.8191528320312,431.31719970703125,-168.72853088378906|0.8846645355224609,0,0.46622809767723083|-3.1428562863311527e-08,1,5.963547522469526e-08|Running
706.2605590820312,431.3449401855469,-168.4959259033203|0.884684145450592,0,0.46619099378585815|-2.226385120707164e-08,1.0000001192092896,4.2249798326565724e-08|Running
706.70263671875,431.37457275390625,-168.2646484375|0.8848364949226379,0,0.46590176224708557|-1.3093435669020437e-08,1.0000001192092896,2.486693695402664e-08|Running
707.1466674804688,431.4051513671875,-168.03689575195312|0.8854148387908936,0,0.4648016095161438|-3.8637337773650415e-09,1,7.360145382051542e-09|Running
707.5926513671875,431.43603515625,-167.81304931640625|0.8864594101905823,0,0.46280637383461|5.589886775680952e-09,1,-1.070687005721993e-08|Running
708.0400390625,431.4668273925781,-167.5917205810547|0.8877570629119873,0,0.46031227707862854|1.550284700613247e-08,1,-2.9898750142365316e-08|Running
708.4888916015625,431.4970703125,-167.3733673095703|0.889297604560852,0,0.45732906460762024|1.6243868472543e-08,1.0000001192092896,-3.158695704996717e-08|Running
708.9383544921875,431.52691650390625,-167.15614318847656|0.890846848487854,0,0.4543038010597229|1.3043355728825645e-08,1.0000001192092896,-2.5576788686976215e-08|Running
709.38818359375,431.5563049316406,-166.93971252441406|0.8922868967056274,0,0.4514688551425934|5.7969535838253705e-09,1,-1.1457149007298995e-08|Running
709.8384399414062,431.5852355957031,-166.72406005859375|0.8936323523521423,0,0.44879984855651855|-4.505984474434399e-10,1.0000001192092896,8.972136367191297e-10|Running
710.2886352539062,431.61395263671875,-166.50852966308594|0.8948296904563904,0,0.4464077949523926|-3.271686033201604e-09,1.0000001192092896,6.558133147649414e-09|Running
710.7391967773438,431.64263916015625,-166.2936553955078|0.8959236145019531,0,0.44420820474624634|-5.3962887491820766e-09,1,1.0883775658498962e-08|Running
711.1911010742188,431.6715087890625,-166.0816192626953|0.8971689939498901,0,0.4416874349117279|-6.856731182836029e-09,1,1.3927602182661758e-08|Running
711.646240234375,431.7005310058594,-165.87680053710938|0.8990716338157654,0,0.4378015100955963|-6.336761337877306e-09,1,1.3013208288725764e-08|Running
712.1044921875,431.7291259765625,-165.67855834960938|0.901595950126648,0,0.43257930874824524|-1.1331511284851103e-09,1.0000001192092896,2.3617507949325045e-09|Running
712.5632934570312,431.7561340332031,-165.48117065429688|0.9040318131446838,0,0.4274650812149048|4.2743857342486535e-09,1,-9.039757387085956e-09|Running
713.0220947265625,431.7811584472656,-165.2837371826172|0.9061394929885864,0,0.4229790270328522|6.699989896219449e-09,1,-1.4353253696697266e-08|Running
713.4810791015625,431.8039245605469,-165.0863037109375|0.9079499840736389,0,0.4190784990787506|6.943618124921613e-09,1,-1.5043619683297038e-08|Running
713.9401245117188,431.8249206542969,-164.88885498046875|0.9094892144203186,0,0.4157277047634125|6.329754942413501e-09,1.0000001192092896,-1.3847630597751959e-08|Running
714.3991088867188,431.8446044921875,-164.69139099121094|0.9108070135116577,0,0.41283243894577026|3.995888508967482e-09,1,-8.815884910973182e-09|Running
714.8580932617188,431.8633728027344,-164.49392700195312|0.911920428276062,0,0.4103672206401825|2.489104922176466e-09,1.0000001192092896,-5.5313038593851616e-09|Running
715.317138671875,431.8816223144531,-164.2964630126953|0.9128817319869995,0,0.4082241952419281|1.5468228919957028e-09,1,-3.459046160614321e-09|Running
715.776123046875,431.8992919921875,-164.09898376464844|0.9136945605278015,0,0.4064018130302429|5.509797063041333e-10,1.0000001192092896,-1.2387423309334622e-09|Running
716.2352905273438,431.91571044921875,-163.9014434814453|0.9143933057785034,0,0.4048270285129547|-8.049583222202727e-11,1,1.8181801897387828e-10|Running
716.6947631835938,431.9303283691406,-163.70457458496094|0.9150556325912476,0,0.403327614068985|-4.351256577272977e-10,1,9.871978789988134e-10|Running
717.1549682617188,431.9427490234375,-163.50918579101562|0.915781557559967,0,0.4016767740249634|-5.187196228106927e-10,1.0000001192092896,1.1826272183768083e-09|Running
717.6160278320312,431.9527282714844,-163.40158081054688|0.9431865215301514,0,0.3322637379169464|4.694973654295609e-08,1,-1.332747245896826e-07|Running
718.0772094726562,431.9605407714844,-163.43255615234375|0.9709909558296204,0,0.23911620676517487|3.851915675312512e-09,1,-1.564166396406108e-08|Running
718.5374145507812,431.9664306640625,-163.5922393798828|0.9884992241859436,0,0.15122584998607635|-1.8019758130094488e-08,1.0000001192092896,1.1778750774738e-07|Running
718.996826171875,431.9705505371094,-163.7882843017578|0.9972986578941345,0,0.07345464825630188|5.119515922302753e-10,1.0000001192092896,-6.950801267890938e-09|Running
719.4563598632812,431.9732971191406,-163.9853515625|0.9999819993972778,0,0.006011854857206345|8.078525626231681e-10,1.0000001192092896,-1.3437417578643363e-07|Running
719.9155883789062,431.9753112792969,-164.18310546875|0.9986399412155151,0,-0.05213838070631027|-8.19692491660362e-09,1.0000001192092896,-1.5700098288107256e-07|Running
720.374755859375,431.97430419921875,-164.38101196289062|0.9947789907455444,0,-0.10205364972352982|-1.3391366238124647e-08,1.0000001192092896,-1.305337917756333e-07|Running
720.8338623046875,431.9732971191406,-164.5789031982422|0.9894741177558899,0,-0.14471028745174408|-1.4973222661751606e-08,1.0000001192092896,-1.0238122172268049e-07|Running
721.2930297851562,431.9731140136719,-164.77682495117188|0.983452558517456,0,-0.18116632103919983|-1.528008297668748e-08,1.0000001192092896,-8.294718867318807e-08|Running
721.7521362304688,431.97259521484375,-164.9747314453125|0.9772131443023682,0,-0.21226051449775696|-1.4339383902495229e-08,1,-6.601621294066717e-08|Running
722.2112426757812,431.9711608886719,-165.17263793945312|0.9710652828216553,0,-0.2388143092393875|-1.2625292811208055e-08,1,-5.133689029435118e-08|Running
722.671875,431.9765930175781,-165.2828826904297|0.9815731048583984,0,-0.19108693301677704|-3.786931657145942e-08,1,-1.945266490110953e-07|Running
723.1344604492188,431.9832763671875,-165.25453186035156|0.9930163025856018,0,-0.11797790229320526|-8.04119935082781e-08,1.0000001192092896,-6.76825209211529e-07|Running
723.5989379882812,431.989990234375,-165.1011199951172|0.9987764358520508,0,-0.04945359379053116|-4.211480586491234e-08,1,-8.505605251230008e-07|Running
724.0637817382812,431.9961242675781,-164.9180450439453|0.9999452829360962,0,0.010467595420777798|6.7038632423077615e-09,1.0000001192092896,-6.404046644092887e-07|Running
724.5287475585938,432.0010986328125,-164.7342529296875|0.9980725646018982,0,0.06205909326672554|2.4702897505335386e-08,1.0000001192092896,-3.9728720935272577e-07|Running
724.9937744140625,432.0053405761719,-164.55043029785156|0.9943379759788513,0,0.10626372694969177|2.727849590655751e-08,1,-2.552521323195833e-07|Running
725.458740234375,432.0089416503906,-164.36660766601562|0.9895668625831604,0,0.14407405257225037|2.5944533632582534e-08,1,-1.7819898801008094e-07|Running
725.9237060546875,432.0124816894531,-164.1827850341797|0.9843225479125977,0,0.17637787759304047|2.3096138335176875e-08,1.0000001192092896,-1.2889400125004613e-07|Running
726.3887329101562,432.0160217285156,-163.9989471435547|0.9789763689041138,0,0.20397375524044037|1.9268238560243844e-08,1,-9.247832366554576e-08|Running
726.8536987304688,432.01751708984375,-163.8151092529297|0.9737648367881775,0,0.22755666077136993|1.5375100304027e-08,1.0000001192092896,-6.57934222658696e-08|Running
727.3186645507812,432.0173034667969,-163.6312713623047|0.9688324928283691,0,0.24771668016910553|1.1995116899754521e-08,1,-4.691351307428704e-08|Running
727.78369140625,432.01544189453125,-163.44741821289062|0.9642713069915771,0,0.2649167478084564|9.239747633671413e-09,1,-3.3631785356647015e-08|Running
728.2487182617188,432.0118103027344,-163.26356506347656|0.9601011872291565,0,0.2796531319618225|7.057667783527677e-09,1.0000001192092896,-2.4230285333715074e-08|Running
728.7136840820312,432.00653076171875,-163.07972717285156|0.9563431143760681,0,0.2922464609146118|5.349532372633803e-09,1.0000001192092896,-1.7505733751477237e-08|Running
729.1787109375,431.9993591308594,-162.8958740234375|0.9529847502708435,0,0.3030185103416443|4.028910982611933e-09,1.0000001192092896,-1.2670812843396106e-08|Running
729.6434936523438,431.99029541015625,-162.71205139160156|0.9499993920326233,0,0.31225165724754333|3.6634608679975145e-09,1.0000001192092896,-1.1145771416920525e-08|Running
730.1083374023438,431.98089599609375,-162.52821350097656|0.9473706483840942,0,0.3201389014720917|3.5325686820186775e-09,1,-1.0453748977568011e-08|Running
730.5731201171875,431.9708557128906,-162.34437561035156|0.9450539350509644,0,0.32691457867622375|3.213285193481852e-09,1.0000001192092896,-9.289055746819486e-09|Running
731.0379028320312,431.96038818359375,-162.16055297851562|0.9430294632911682,0,0.3327091634273529|3.5112497354106154e-09,1.0000001192092896,-9.952271895485865e-09|Running
731.5027465820312,431.9495544433594,-161.97674560546875|0.9412597417831421,0,0.3376834988594055|3.5310485646533607e-09,1,-9.842453074782043e-09|Running
731.967529296875,431.93450927734375,-161.79293823242188|0.9397159814834595,0,0.3419562578201294|3.2030176289055134e-09,1.0000001192092896,-8.802081730152622e-09|Running
732.43212890625,431.9148864746094,-161.60922241210938|0.938374936580658,0,0.3456191122531891|2.7477486952420804e-09,1.0000001192092896,-7.46028927522957e-09|Running
732.8963012695312,431.8868713378906,-161.42562866210938|0.9372166395187378,0,0.34874773025512695|2.734806825444025e-09,1,-7.34945704294887e-09|Running
733.3602294921875,431.8536682128906,-161.24217224121094|0.9362112283706665,0,0.3514377772808075|2.9795095279894213e-09,1,-7.937252632927994e-09|Running
733.8240966796875,431.8197937011719,-161.0587158203125|0.9353448152542114,0,0.35373732447624207|2.3064234966341246e-09,1,-6.098596738723927e-09|Running
734.2879638671875,431.7858581542969,-160.87527465820312|0.9345871210098267,0,0.35573455691337585|1.982341846229474e-09,1.0000001192092896,-5.208015796398513e-09|Running
734.7517700195312,431.7519226074219,-160.69183349609375|0.9339452385902405,0,0.3574162423610687|1.9309227550223795e-09,1.0000001192092896,-5.045591056074272e-09|Running
735.2156372070312,431.7179870605469,-160.50839233398438|0.9333849549293518,0,0.3588768243789673|2.0926278487820582e-09,1,-5.4426121387507465e-09|Running
735.6795043945312,431.68450927734375,-160.324951171875|0.9329020977020264,0,0.3601301312446594|2.4189026337495534e-09,1,-6.266066776561274e-09|Running
736.1429443359375,431.64306640625,-160.1417236328125|0.932482123374939,0,0.361216276884079|2.8720890110633945e-09,1.0000001192092896,-7.414315827958262e-09|Running
736.6057739257812,431.59515380859375,-159.95870971679688|0.932125449180603,0,0.36213549971580505|2.967138978959838e-09,1,-7.637322774201039e-09|Running
737.0679931640625,431.5401611328125,-159.7759552001953|0.9318172931671143,0,0.36292779445648193|1.7443679833917258e-09,1,-4.478665882601263e-09|Running
737.5291748046875,431.4786376953125,-159.5927734375|0.931498110294342,0,0.3637462854385376|5.466996855219008e-10,1.0000001192092896,-1.400013438512815e-09|Running
737.9885864257812,431.4150695800781,-159.40615844726562|0.9308938980102539,0,0.3652898073196411|-5.654093859774889e-10,1.0000001192092896,1.440872865465792e-09|Running
738.4461059570312,431.3513488769531,-159.21487426757812|0.9298853278160095,0,0.3678494691848755|-1.3653382868739072e-09,1.0000001192092896,3.451433805423676e-09|Running
738.9013671875,431.2876281738281,-159.0181427001953|0.9284167289733887,0,0.3715406358242035|-1.328081866702746e-09,1,3.3186502435000875e-09|Running
739.3532104492188,431.2239990234375,-158.81381225585938|0.9263261556625366,0,0.37672245502471924|6.413705122554347e-10,1.0000001192092896,-1.5770716954577324e-09|Running
739.8008422851562,431.1554260253906,-158.60191345214844|0.9235799312591553,0,0.3834058940410614|3.2850300257791787e-09,1.0000001192092896,-7.913253163849276e-09|Running
740.243408203125,431.0772705078125,-158.38128662109375|0.9200918078422546,0,0.3917027711868286|4.484362658985219e-09,1,-1.0533562466719104e-08|Running
740.6796875,430.993408203125,-158.1505126953125|0.9157379865646362,0,0.401775985956192|4.720856594531142e-09,1,-1.0759895197054448e-08|Running
741.1094360351562,430.8795166015625,-157.9095916748047|0.9105080366134644,0,0.4134913682937622|5.931772406597702e-09,1,-1.306176322657393e-08|Running
741.53125,430.7830505371094,-157.65676879882812|0.9042243957519531,0,0.4270575940608978|8.469103640607045e-09,1.0000001192092896,-1.7931938600668218e-08|Running
741.9430541992188,430.693359375,-157.38783264160156|0.8964080810546875,0,0.4432297348976135|1.2806169458201566e-08,1,-2.5899783651084363e-08|Running
742.3455810546875,430.6048583984375,-157.1048583984375|0.8872035145759583,0,0.46137818694114685|1.842510854999091e-08,1,-3.5430414158099666e-08|Running
742.7382202148438,430.5176086425781,-156.80796813964844|0.8766575455665588,0,0.4811148941516876|2.4214889648987992e-08,1,-4.4122860032302924e-08|Running
743.1259765625,430.43096923828125,-156.50433349609375|0.8657666444778442,0,0.5004479289054871|2.7172466943170548e-08,1,-4.7007919334873804e-08|Running
743.5130004882812,430.34442138671875,-156.1999053955078|0.8556104302406311,0,0.5176205039024353|2.428434875412222e-08,1.0000001192092896,-4.0141266310911305e-08|Running
743.8029174804688,430.2767639160156,-155.97186279296875|0.84876549243927,0,0.5287694334983826|1.976802899150698e-08,1.0000001192092896,-3.173106932763403e-08|Running
744.2849731445312,430.1565246582031,-155.5926971435547|0.8385719060897827,0,0.5447909832000732|1.293636131549647e-08,1,-1.9912350879280893e-08|Running
744.6698608398438,430.0557556152344,-155.2899169921875|0.8314864635467529,0,0.5555450320243835|9.712058712807448e-09,1,-1.453607723078676e-08|Running
745.053466796875,429.9475402832031,-154.9881134033203|0.8253593444824219,0,0.5646079182624817|7.1311165861231984e-09,1.0000001192092896,-1.04244612941784e-08|Running
745.4369506835938,429.83807373046875,-154.6864471435547|0.820012629032135,0,0.5723456144332886|7.061602858016158e-09,1.0000001192092896,-1.011731942668348e-08|Running
745.8203735351562,429.7284851074219,-154.3848114013672|0.8153654336929321,0,0.5789467096328735|6.04648908719696e-09,1.0000001192092896,-8.515634419836715e-09|Running
746.203857421875,429.6187744140625,-154.0832061767578|0.8113378286361694,0,0.5845776796340942|6.126088081259695e-09,1.0000001192092896,-8.502423654022095e-09|Running
746.5873413085938,429.509033203125,-153.78160095214844|0.8078477382659912,0,0.5893913507461548|5.943638914374105e-09,1.0000001192092896,-8.14663358994494e-09|Running
746.9708251953125,429.3992919921875,-153.48001098632812|0.8048153519630432,0,0.5935253500938416|5.911156453208832e-09,1,-8.015478059064662e-09|Running
747.3543090820312,429.28955078125,-153.17843627929688|0.8021993041038513,0,0.59705650806427|5.936702685005457e-09,1,-7.976495908224024e-09|Running
747.7378540039062,429.1798095703125,-152.87681579589844|0.7999414205551147,0,0.6000781655311584|4.727224389711182e-09,1.0000001192092896,-6.301683175280459e-09|Running
748.1209106445312,429.0590515136719,-152.57911682128906|0.798393189907074,0,0.602136492729187|4.751465443320058e-09,1,-6.300128863045984e-09|Running
748.5029296875,428.92724609375,-152.28294372558594|0.7972230315208435,0,0.6036849617958069|5.400822900014646e-09,1.0000001192092896,-7.13229653115377e-09|Running
748.8828125,428.7650146484375,-151.98654174804688|0.7960349321365356,0,0.6052508354187012|4.1966852215580275e-09,1,-5.519543044840702e-09|Running
749.26123046875,428.62091064453125,-151.6900634765625|0.7948513627052307,0,0.6068043112754822|2.61901367260009e-09,1.0000001192092896,-3.430639106127842e-09|Running
749.6392211914062,428.48370361328125,-151.3928680419922|0.7936570048332214,0,0.6083655953407288|1.4622745236891888e-09,1.0000001192092896,-1.9076431545528294e-09|Running
750.0175170898438,428.3486022949219,-151.09521484375|0.7926012873649597,0,0.6097402572631836|7.019448911016468e-10,1,-9.124581090702577e-10|Running
750.3961791992188,428.2147521972656,-150.79736328125|0.7916774749755859,0,0.6109393239021301|2.6459875956952317e-10,1,-3.42876754766408e-10|Running
750.7750854492188,428.0820007324219,-150.4993133544922|0.7908788323402405,0,0.6119728684425354|7.734644175139138e-11,1.0000001192092896,-9.995813204932702e-11|Running
751.1542358398438,427.95050048828125,-150.20106506347656|0.7901756167411804,0,0.612880527973175|8.163467124511214e-11,1,-1.0525007948514187e-10|Running
751.533203125,427.82049560546875,-149.90199279785156|0.7894869446754456,0,0.6137673258781433|2.524988551577678e-10,1,-3.2478847389327825e-10|Running
751.911865234375,427.6909484863281,-149.60218811035156|0.7887520790100098,0,0.6147114634513855|6.111921524443176e-10,1,-7.842363980437028e-10|Running
752.2915649414062,427.5671081542969,-149.30136108398438|0.7880761623382568,0,0.6155776977539062|1.161999052534668e-09,1,-1.4876169185384924e-09|Running
752.6715698242188,427.4470520019531,-148.99937438964844|0.7873613834381104,0,0.6164917945861816|1.8967940551561924e-09,1.0000001192092896,-2.4225179640069427e-09|Running
752.9557495117188,427.3567199707031,-148.7720489501953|0.7867439389228821,0,0.6172796487808228|2.5992215046954925e-09,1,-3.312796259535844e-09|Running
753.42822265625,427.2071838378906,-148.39126586914062|0.785446047782898,0,0.6189301609992981|4.247201257356892e-09,1,-5.389861001958707e-09|Running
753.8048706054688,427.0860290527344,-148.0855712890625|0.784242570400238,0,0.6204543709754944|3.896010625226154e-09,1,-4.9244839317452715e-09|Running
754.1799926757812,426.9630126953125,-147.7788543701172|0.7829381823539734,0,0.6220995783805847|3.2867393251478916e-09,1.0000001192092896,-4.1364978109470485e-09|Running
754.5549926757812,426.83984375,-147.4720001220703|0.7816899418830872,0,0.6236673593521118|3.1972295921889327e-09,1.0000001192092896,-4.0073322438161085e-09|Running
754.93017578125,426.71697998046875,-147.16510009765625|0.7805992960929871,0,0.6250318288803101|3.541302140419589e-09,1,-4.422715527141463e-09|Running
755.3053588867188,426.59417724609375,-146.85818481445312|0.7796675562858582,0,0.6261937618255615|4.223547289683438e-09,1.0000001192092896,-5.258696589294232e-09|Running
755.6806030273438,426.47137451171875,-146.55128479003906|0.7788715958595276,0,0.6271835565567017|5.165405880802609e-09,1.0000001192092896,-6.414689668332585e-09|Running
756.05517578125,426.3459167480469,-146.2447967529297|0.7781820893287659,0,0.6280387043952942|6.30635987874939e-09,1.0000001192092896,-7.814002778161466e-09|Running
756.4285888671875,426.2147216796875,-145.9392547607422|0.7775830626487732,0,0.6287803053855896|7.598365492356152e-09,1.0000001192092896,-9.396541322814755e-09|Running
756.8011474609375,426.0799865722656,-145.6343231201172|0.7770596742630005,0,0.629426896572113|9.00470897846617e-09,1,-1.1116773279695735e-08|Running
757.1737060546875,425.9443359375,-145.32957458496094|0.7766215801239014,0,0.629967451095581|9.112532062260925e-09,1,-1.1233895591544751e-08|Running
757.5466918945312,425.810791015625,-145.02444458007812|0.7762446403503418,0,0.6304317712783813|5.105118994208624e-09,1,-6.285884701640043e-09|Running
757.920166015625,425.6798400878906,-144.7188720703125|0.7759290933609009,0,0.6308200359344482|1.1004778199819043e-09,1,-1.353623324540365e-09|Running
758.2946166992188,425.5537109375,-144.4124755859375|0.7756433486938477,0,0.6311715245246887|-2.902662776804732e-09,1.0000001192092896,3.56706686410746e-09|Running
758.6691284179688,425.4281005859375,-144.10601806640625|0.7753966450691223,0,0.6314746141433716|-6.90648693790763e-09,1,8.480573576719053e-09|Running
759.0436401367188,425.30224609375,-143.79959106445312|0.7752040028572083,0,0.6317110061645508|-7.911078014899431e-09,1,9.708077897130352e-09|Running
759.417236328125,425.17626953125,-143.49203491210938|0.7748260498046875,0,0.6321744322776794|-5.903720623479103e-09,1,7.235909205149937e-09|Running
759.78662109375,425.04644775390625,-143.1810760498047|0.7736811637878418,0,0.6335750818252563|-3.707262052898841e-09,1,4.52707027420729e-09|Running
760.1487426757812,424.9134216308594,-142.86297607421875|0.7710503339767456,0,0.6367741823196411|-1.4758440303186404e-10,1,1.787054254576148e-10|Running
760.50244140625,424.77777099609375,-142.5366973876953|0.76667320728302,0,0.6420376896858215|4.792074737025587e-09,1,-5.722335938429524e-09|Running
760.8480834960938,424.63958740234375,-142.20291137695312|0.7607936263084412,0,0.6489938497543335|6.720286993555646e-09,1.0000001192092896,-7.87796672341301e-09|Running
761.1879272460938,424.50555419921875,-141.86151123046875|0.7537853717803955,0,0.6571207642555237|8.416520813625539e-09,1,-9.654618438048601e-09|Running
761.5198364257812,424.37823486328125,-141.50985717773438|0.7453482747077942,0,0.666675329208374|9.66371516142317e-09,1,-1.080410960696554e-08|Running
761.8402709960938,424.2587890625,-141.1452178955078|0.7348087430000305,0,0.678274393081665|1.4197846454067076e-08,1,-1.5381241169620807e-08|Running
762.14697265625,424.14520263671875,-140.76705932617188|0.7219170928001404,0,0.6919796466827393|2.215286976081643e-08,1.0000001192092896,-2.3111280000875922e-08|Running
762.4348754882812,424.0326232910156,-140.37413024902344|0.705946147441864,0,0.7082655429840088|3.430096384704484e-08,1,-3.4188637698662205e-08|Running
762.7081298828125,423.9217529296875,-139.97042846679688|0.6879173517227173,0,0.7257890701293945|4.7359609567365624e-08,1,-4.488838101224246e-08|Running
762.9685668945312,423.8126525878906,-139.557861328125|0.6685321927070618,0,0.7436832785606384|5.619215670549238e-08,1.0000001192092896,-5.0513794036533e-08|Running
763.2230834960938,423.70538330078125,-139.14105224609375|0.6494784951210022,0,0.7603799700737|5.6651078494951435e-08,1,-4.8388514528596716e-08|Running
763.4749755859375,423.5990905761719,-138.7224578857422|0.6318291425704956,0,0.7751076221466064|4.850273782608383e-08,1,-3.953701721570724e-08|Running
763.7247924804688,423.49359130859375,-138.30238342285156|0.6157222390174866,0,0.787963330745697|3.79937681316278e-08,1.0000001192092896,-2.9688701275176754e-08|Running
763.973388671875,423.3915710449219,-137.8807373046875|0.6012492775917053,0,0.7990615963935852|2.9257565259399598e-08,1.0000001192092896,-2.2014686962279484e-08|Running
764.2214965820312,423.2932434082031,-137.45794677734375|0.5883205533027649,0,0.8086279034614563|2.2487872897158923e-08,1,-1.6361143551080204e-08|Running
764.4698486328125,423.1983337402344,-137.0345001220703|0.5770330429077148,0,0.8167208433151245|1.6915238987280645e-08,1.0000001192092896,-1.1951025058465348e-08|Running
764.71923828125,423.10723876953125,-136.61080932617188|0.5673820972442627,0,0.823454737663269|1.2231604173962296e-08,1.0000001192092896,-8.427899267360317e-09|Running
764.9700927734375,423.0170593261719,-136.18777465820312|0.5593326687812805,0,0.8289433121681213|9.794975497356972e-09,1,-6.6091971895332335e-09|Running
765.2227172851562,422.9236145019531,-135.76651000976562|0.5529242157936096,0,0.8332315683364868|8.626974690173483e-09,1,-5.72477532045923e-09|Running
765.477783203125,422.82611083984375,-135.34764099121094|0.5481547713279724,0,0.8363770246505737|8.503212356458789e-09,1,-5.572937222808605e-09|Running
765.7342529296875,422.7207336425781,-134.9315643310547|0.5446810722351074,0,0.8386434316635132|7.591868467216045e-09,1.0000001192092896,-4.930757580012823e-09|Running
765.9924926757812,422.6177978515625,-134.51600646972656|0.5421797037124634,0,0.8402625322341919|6.647139727533613e-09,1.0000001192092896,-4.289069543972346e-09|Running
766.2520751953125,422.51934814453125,-134.10020446777344|0.5403503775596619,0,0.8414402008056641|4.54220483447898e-09,1,-2.916882291259526e-09|Running
766.5122680664062,422.4256286621094,-133.6836700439453|0.5388752818107605,0,0.8423855304718018|3.0258293648444123e-09,1.0000001192092896,-1.935627658156136e-09|Running
766.7739868164062,422.3406066894531,-133.26620483398438|0.5377194285392761,0,0.8431239128112793|1.8974579685249182e-09,1.0000001192092896,-1.2101424307076059e-09|Running
767.0370483398438,422.2566223144531,-132.84942626953125|0.5370986461639404,0,0.8435195088386536|9.410843215817977e-10,1.0000001192092896,-5.992216167705067e-10|Running
767.3004760742188,422.1725158691406,-132.43280029296875|0.5366770029067993,0,0.8437877297401428|3.752042079807616e-11,1.0000001192092896,-2.3864233505976884e-11|Running
767.5639038085938,422.0820617675781,-132.0175018310547|0.5364409685134888,0,0.8439378142356873|-8.474414503467642e-10,1.0000001192092896,5.386679990948551e-10|Running
767.828369140625,421.9954833984375,-131.60208129882812|0.5364913940429688,0,0.8439058661460876|-1.7339925051373939e-09,1.0000001192092896,1.1023409962618302e-09|Running
768.093017578125,421.9090881347656,-131.18670654296875|0.5365625023841858,0,0.8438606262207031|-2.617639438540209e-09,1,1.6644065015114506e-09|Running
768.3583374023438,421.82342529296875,-130.77162170410156|0.5367984771728516,0,0.8437105417251587|-3.4919671598743207e-09,1.0000001192092896,2.2217130357660153e-09|Running
