bisu|false|19868
3190.3662109375,224.36260986328125,-957.2974243164062|0.20393842458724976,-0.9475990533828735,0.24589665234088898|0.7614057660102844,-0.004353439901024103,-0.6482610106468201|Swimming
3190.812255859375,224.39173889160156,-957.521240234375|0.19717569649219513,-0.9446567893028259,0.2621932625770569|0.7859520316123962,-0.007545704022049904,-0.6182414293289185|Swimming
3191.07763671875,224.40892028808594,-957.65673828125|0.19158045947551727,-0.9441811442375183,0.2679905295372009|0.7979472279548645,-0.00914605800062418,-0.6026579737663269|Swimming
3191.42919921875,224.4314422607422,-957.8385620117188|0.1835055649280548,-0.944705069065094,0.2717684507369995|0.8112104535102844,-0.010617007501423359,-0.5846579074859619|Swimming
3191.778564453125,224.45339965820312,-958.02197265625|0.17502018809318542,-0.946576714515686,0.27085134387016296|0.8218039274215698,-0.011052202433347702,-0.5696632266044617|Swimming
3192.126220703125,224.47491455078125,-958.2059936523438|0.16665497422218323,-0.9494134783744812,0.26615816354751587|0.8305213451385498,-0.010333270765841007,-0.5568909049034119|Swimming
3192.47265625,224.4960479736328,-958.390625|0.15879595279693604,-0.95302814245224,0.25791704654693604|0.8375867009162903,-0.008268059231340885,-0.546241819858551|Swimming
3192.818115234375,224.5169219970703,-958.5762939453125|0.15174613893032074,-0.9571439027786255,0.2466752827167511|0.8432732820510864,-0.00482213357463479,-0.5374634265899658|Swimming
3193.162841796875,224.53749084472656,-958.7628173828125|0.14562131464481354,-0.9615782499313354,0.23272672295570374|0.8478857278823853,0.00008675479330122471,-0.530178964138031|Swimming
3193.506591796875,224.55780029296875,-958.9501953125|0.14073508977890015,-0.9660006165504456,0.21687889099121094|0.8516550660133362,0.006417661905288696,-0.5240633487701416|Swimming
3193.849609375,224.5778045654297,-959.137939453125|0.13752470910549164,-0.9701989889144897,0.19950152933597565|0.854751706123352,0.014472343027591705,-0.5188353061676025|Swimming
3194.192138671875,224.59739685058594,-959.3258056640625|0.13627460598945618,-0.9739279747009277,0.18136568367481232|0.8572760224342346,0.024181049317121506,-0.5142889022827148|Swimming
3194.5341796875,224.61631774902344,-959.5134887695312|0.13731655478477478,-0.9770369529724121,0.16291998326778412|0.8592734932899475,0.035678472369909286,-0.5102706551551819|Swimming
3194.875244140625,224.63446044921875,-959.7006225585938|0.1406601369380951,-0.979424238204956,0.14471670985221863|0.8607264757156372,0.04874064028263092,-0.5067289471626282|Swimming
3195.214599609375,224.65176391601562,-959.8869018554688|0.14609432220458984,-0.981073796749115,0.12708517909049988|0.8615959286689758,0.0630597323179245,-0.5036624670028687|Swimming
3195.55126953125,224.6682891845703,-960.0719604492188|0.1532050520181656,-0.9820225238800049,0.11027231812477112|0.8618406057357788,0.07818460464477539,-0.5011166334152222|Swimming
3195.885498046875,224.6841583251953,-960.2557983398438|0.16104449331760406,-0.9824235439300537,0.09438561648130417|0.8615036606788635,0.09327088296413422,-0.499111145734787|Swimming
3196.216552734375,224.69969177246094,-960.4383544921875|0.1686159372329712,-0.9825185537338257,0.07890437543392181|0.8606328964233398,0.10772896558046341,-0.49770015478134155|Swimming
3196.544921875,224.71507263183594,-960.6198120117188|0.17257514595985413,-0.9831562638282776,0.06017966568470001|0.859377384185791,0.12042888253927231,-0.4969581365585327|Swimming
3196.87158203125,224.73126220703125,-960.7996826171875|0.15623173117637634,-0.9876675605773926,0.010221880860626698|0.857369065284729,0.13046784698963165,-0.49789202213287354|Swimming
3197.19287109375,224.76954650878906,-960.9745483398438|0.01662706397473812,-0.9762173295021057,-0.2161555290222168|0.8538486361503601,0.12635044753551483,-0.5049535632133484|Swimming
3197.311279296875,225.2947998046875,-961.2236938476562|-0.5367022156715393,-0.3959490656852722,-0.745100736618042|0.8427879214286804,-0.20892871916294098,-0.4960416555404663|Swimming
3197.27001953125,227.5214080810547,-961.4205322265625|-0.7361797094345093,-0.6124922037124634,-0.28791099786758423|0.6722154021263123,-0.6123862266540527,-0.4160643517971039|Swimming
3197.27392578125,229.39822387695312,-961.5211791992188|-0.7076258659362793,-0.4738725423812866,-0.524128258228302|0.6977493166923523,-0.5855880975723267,-0.4125923812389374|Swimming
3197.248779296875,230.75836181640625,-961.5945434570312|-0.6304286122322083,-0.5112541913986206,-0.5841052532196045|0.7751378417015076,-0.4548361003398895,-0.43850359320640564|Swimming
3197.18994140625,231.72727966308594,-961.6378173828125|-0.5457090735435486,-0.6179007291793823,-0.5660391449928284|0.8322113156318665,-0.3205370306968689,-0.4524160623550415|Swimming
3197.134033203125,232.385498046875,-961.6787109375|-0.4573548138141632,-0.7157334685325623,-0.5277804136276245|0.8634781241416931,-0.21547961235046387,-0.45604175329208374|Swimming
3197.2919921875,232.6732177734375,-961.7987060546875|-0.3867913484573364,-0.779449999332428,-0.4927982687950134|0.8780285716056824,-0.14793208241462708,-0.45517241954803467|Swimming
3197.57275390625,232.79232788085938,-961.9612426757812|-0.33979666233062744,-0.8180074691772461,-0.464114248752594|0.8844819664955139,-0.11017519235610962,-0.4533795714378357|Swimming
3197.902587890625,232.85122680664062,-962.1380615234375|-0.3067340850830078,-0.8451039791107178,-0.4378509223461151|0.8878098130226135,-0.08821972459554672,-0.4516758322715759|Swimming
3198.25341796875,232.8878631591797,-962.3165283203125|-0.28038591146469116,-0.866761326789856,-0.412442147731781|0.890399158000946,-0.07434675097465515,-0.4490678012371063|Swimming
3198.597412109375,232.9878387451172,-962.48486328125|-0.22124288976192474,-0.8849139213562012,-0.4098523259162903|0.8946479558944702,-0.016900066286325455,-0.4464520215988159|Swimming
3198.92578125,233.14627075195312,-962.641845703125|-0.1557949185371399,-0.8959049582481384,-0.4160315990447998|0.8953456282615662,0.04982173815369606,-0.4425765573978424|Swimming
3199.243896484375,233.3327178955078,-962.7928466796875|-0.09587647765874863,-0.9029102325439453,-0.4189997911453247|0.8921421766281128,0.1087418720126152,-0.43847182393074036|Swimming
3199.5576171875,233.53244018554688,-962.9407958984375|-0.04224945604801178,-0.9076603055000305,-0.41757360100746155|0.8865845203399658,0.15863251686096191,-0.4345153868198395|Swimming
3199.868896484375,233.73724365234375,-963.08740234375|0.0050811669789254665,-0.9109928607940674,-0.4123908281326294|0.8798514604568481,0.20005494356155396,-0.43109095096588135|Swimming
3200.179931640625,233.94236755371094,-963.2337646484375|0.04636599123477936,-0.9135705828666687,-0.40402844548225403|0.8729087114334106,0.23370428383350372,-0.42826706171035767|Swimming
3200.491943359375,234.1451873779297,-963.3800659179688|0.08209088444709778,-0.91580730676651,-0.39313867688179016|0.8664353489875793,0.2605123221874237,-0.4259378910064697|Swimming
3200.80517578125,234.3448944091797,-963.5260620117188|0.11322605609893799,-0.9177507758140564,-0.38067489862442017|0.8606699109077454,0.2820231020450592,-0.42392250895500183|Swimming
3201.119873046875,234.5411376953125,-963.6716918945312|0.14028537273406982,-0.9194981455802917,-0.3672100007534027|0.8557685613632202,0.299136221408844,-0.42211097478866577|Swimming
3201.435546875,234.7339324951172,-963.8167724609375|0.16374613344669342,-0.9211037755012512,-0.3532067835330963|0.8517650365829468,0.31263524293899536,-0.42042306065559387|Swimming
3201.752197265625,234.92356872558594,-963.9612426757812|0.18416360020637512,-0.9225672483444214,-0.33904775977134705|0.8485826253890991,0.32330140471458435,-0.4187884032726288|Swimming
3202.0693359375,235.1106414794922,-964.10498046875|0.20218968391418457,-0.923825740814209,-0.32506200671195984|0.8460329174995422,0.3319532871246338,-0.41717541217803955|Swimming
3202.386474609375,235.2958984375,-964.2490234375|0.21779444813728333,-0.9250591397285461,-0.3111770749092102|0.8439850211143494,0.3386285603046417,-0.41595664620399475|Swimming
3202.703125,235.48052978515625,-964.39404296875|0.23132717609405518,-0.9262752532958984,-0.29749274253845215|0.8422777652740479,0.3437144160270691,-0.4152451753616333|Swimming
3203.019287109375,235.6656036376953,-964.5391235351562|0.2432454377412796,-0.927375853061676,-0.2842634618282318|0.8409748673439026,0.34766659140586853,-0.41459521651268005|Swimming
3203.33349609375,235.8516387939453,-964.684326171875|0.2537553608417511,-0.9283351898193359,-0.27166515588760376|0.8398600220680237,0.3507887125015259,-0.41422510147094727|Swimming
3203.645263671875,236.0383758544922,-964.829833984375|0.26299941539764404,-0.9291580319404602,-0.2598011791706085|0.8388155102729797,0.3532547950744629,-0.4142457842826843|Swimming
3203.954345703125,236.2246551513672,-964.9746704101562|0.27103662490844727,-0.9298598170280457,-0.24879691004753113|0.8380245566368103,0.35510963201522827,-0.4142608344554901|Swimming
3204.2607421875,236.40846252441406,-965.1194458007812|0.2775460481643677,-0.9306336045265198,-0.238514706492424|0.8374819755554199,0.35601845383644104,-0.4145778715610504|Swimming
3204.640380859375,236.63194274902344,-965.3010864257812|0.284024715423584,-0.9316359162330627,-0.22668153047561646|0.8369539976119995,0.3562445640563965,-0.41544899344444275|Swimming
3204.867431640625,236.76217651367188,-965.41162109375|0.28689226508140564,-0.9323980212211609,-0.21983350813388824|0.836694598197937,0.35564109683036804,-0.4164871871471405|Swimming
3205.169921875,236.9302520751953,-965.56396484375|0.28895604610443115,-0.9339690208435059,-0.2102528214454651|0.8363381624221802,0.3531460165977478,-0.4193165600299835|Swimming
3205.473876953125,237.09262084960938,-965.7230224609375|0.2892947494983673,-0.9360942244529724,-0.2000904679298401|0.8359987139701843,0.34889131784439087,-0.4235338866710663|Swimming
3205.779296875,237.2506103515625,-965.8890991210938|0.2882305681705475,-0.9385920166969299,-0.18965265154838562|0.8356100916862488,0.34326308965682983,-0.42886626720428467|Swimming
3206.111572265625,237.30227661132812,-966.0745239257812|0.24399334192276,-0.956666111946106,-0.15892520546913147|0.8488431572914124,0.2899284362792969,-0.4420483708381653|Swimming
3206.4560546875,237.29188537597656,-966.269287109375|0.19071932137012482,-0.9734134078025818,-0.1268559694290161|0.8611235022544861,0.22794058918952942,-0.45443299412727356|Swimming
3206.801025390625,237.27142333984375,-966.4650268554688|0.1456255465745926,-0.9841519594192505,-0.10118356347084045|0.8685916662216187,0.17614533007144928,-0.4631645381450653|Swimming
3207.14501953125,237.2539520263672,-966.659912109375|0.10935010761022568,-0.9906196594238281,-0.0819462388753891|0.8727633953094482,0.13514243066310883,-0.4690634608268738|Swimming
3207.48876953125,237.2418670654297,-966.853759765625|0.08035974949598312,-0.9944432377815247,-0.0680067166686058|0.8749695420265198,0.10305780917406082,-0.47308290004730225|Swimming
3207.831298828125,237.2346649169922,-967.046875|0.05710330605506897,-0.9966710805892944,-0.058189187198877335|0.8760388493537903,0.07797621190547943,-0.47589460015296936|Swimming
3208.173095703125,237.2312774658203,-967.239501953125|0.038335997611284256,-0.9979398250579834,-0.05144412815570831|0.8764554262161255,0.05830709636211395,-0.47793951630592346|Swimming
3208.514892578125,237.2307586669922,-967.431884765625|0.023153608664870262,-0.9986287951469421,-0.04695156216621399|0.8764985799789429,0.04286579042673111,-0.4794921875|Swimming
3208.857421875,237.23236083984375,-967.6243286132812|0.010883784852921963,-0.9989699721336365,-0.04405103623867035|0.8763335347175598,0.030745821073651314,-0.4807226061820984|Swimming
3209.2001953125,237.23561096191406,-967.817138671875|0.0010472285794094205,-0.9991051554679871,-0.04228202998638153|0.8760669827461243,0.021304547786712646,-0.48171859979629517|Swimming
3209.5439453125,237.24008178710938,-968.0103759765625|-0.0067823161371052265,-0.9991249442100525,-0.04127185046672821|0.8757836818695068,0.013986109755933285,-0.4825011193752289|Swimming
3209.88916015625,237.2454833984375,-968.2041625976562|-0.012925018556416035,-0.9990824460983276,-0.040831923484802246|0.8755505084991455,0.008415209129452705,-0.4830532670021057|Swimming
3210.235595703125,237.2515411376953,-968.3984985351562|-0.01769721880555153,-0.9990076422691345,-0.04087207093834877|0.8754196166992188,0.004267046228051186,-0.4833448529243469|Swimming
3210.583740234375,237.2581024169922,-968.59326171875|-0.021318934857845306,-0.9989170432090759,-0.041354551911354065|0.8754166960716248,0.0013279188424348831,-0.4833671748638153|Swimming
3210.932861328125,237.2650604248047,-968.7883911132812|-0.02401079051196575,-0.9988206028938293,-0.042200010269880295|0.8755254745483398,-0.0006329619791358709,-0.4831715226173401|Swimming
3211.282470703125,237.27235412597656,-968.9838256835938|-0.025924604386091232,-0.998725414276123,-0.04330706596374512|0.8757322430610657,-0.0017969246255233884,-0.4827937185764313|Swimming
3211.63330078125,237.27969360351562,-969.1795043945312|-0.02728639543056488,-0.9986359477043152,-0.04451591148972511|0.87598717212677,-0.0024345696438103914,-0.48232829570770264|Swimming
3211.984130859375,237.28688049316406,-969.3755493164062|-0.028231406584382057,-0.9985550045967102,-0.04572656378149986|0.8762680888175964,-0.0027103989850729704,-0.48181620240211487|Swimming
3212.334716796875,237.29347229003906,-969.57177734375|-0.029042284935712814,-0.9984773397445679,-0.04689931496977806|0.8765439391136169,-0.002887977287173271,-0.48131319880485535|Swimming
3212.6845703125,237.29931640625,-969.7691650390625|-0.02977614849805832,-0.9984055757522583,-0.0479552187025547|0.8765591382980347,-0.0030252658762037754,-0.4812846779823303|Swimming
3213.032958984375,237.3042449951172,-969.9667358398438|-0.030585801228880882,-0.9983315467834473,-0.04897544905543327|0.8764364719390869,-0.003229892812669277,-0.48150667548179626|Swimming
3213.3798828125,237.30862426757812,-970.1636352539062|-0.031164046376943588,-0.9982790350914001,-0.049676280468702316|0.8761966824531555,-0.003370551625266671,-0.48194193840026855|Swimming
3213.724853515625,237.31333923339844,-970.3594970703125|-0.031010644510388374,-0.9983068704605103,-0.04921076446771622|0.8757196664810181,-0.0034030452370643616,-0.4828079342842102|Swimming
3214.0673828125,237.3193359375,-970.5545043945312|-0.029721368104219437,-0.9984498023986816,-0.04706035926938057|0.8748534321784973,-0.0032118610106408596,-0.48437708616256714|Swimming
3214.40771484375,237.32725524902344,-970.7508544921875|-0.02722792513668537,-0.9987251162528992,-0.04250558093190193|0.873238205909729,-0.0030680890195071697,-0.48728394508361816|Swimming
3214.7451171875,237.3368377685547,-970.9521484375|-0.023978112265467644,-0.999077320098877,-0.0356307290494442|0.8703005313873291,-0.0033227428793907166,-0.4925098717212677|Swimming
3215.078125,237.3470001220703,-971.1622314453125|-0.02041083574295044,-0.9994428753852844,-0.02640615403652191|0.8656809329986572,-0.004453456494957209,-0.5005763173103333|Swimming
3215.408935546875,237.3566131591797,-971.3785400390625|-0.01721816137433052,-0.9997251629829407,-0.01591101847589016|0.8605517745018005,-0.006715185474604368,-0.5093187093734741|Swimming
3215.722412109375,237.43173217773438,-971.5878295898438|0.022432846948504448,-0.9991922378540039,-0.0333407036960125|0.8549810647964478,0.03645879402756691,-0.517376184463501|Swimming
3216.01708984375,237.56219482421875,-971.7860717773438|0.06671951711177826,-0.9958949685096741,-0.06117003783583641|0.8479054570198059,0.0889066830277443,-0.5226393938064575|Swimming
3216.30126953125,237.72116088867188,-971.9757080078125|0.10721804946660995,-0.9905415177345276,-0.0856260135769844|0.8403835296630859,0.13631051778793335,-0.5245712399482727|Swimming
3216.579345703125,237.89585876464844,-972.1588745117188|0.14362110197544098,-0.9839099645614624,-0.1062738373875618|0.8329788446426392,0.17816992104053497,-0.5238336324691772|Swimming
3216.853271484375,238.07936096191406,-972.335693359375|0.17637059092521667,-0.9764233231544495,-0.12446261197328568|0.8260204195976257,0.21558627486228943,-0.5207810401916504|Swimming
3217.1240234375,238.26736450195312,-972.5064697265625|0.20537914335727692,-0.9685173630714417,-0.14068953692913055|0.819679319858551,0.24877047538757324,-0.515983521938324|Swimming
3217.3935546875,238.4568328857422,-972.67236328125|0.23030483722686768,-0.9607696533203125,-0.15453605353832245|0.8141599297523499,0.2772228717803955,-0.5101873278617859|Swimming
3217.663330078125,238.64573669433594,-972.8358764648438|0.2509412467479706,-0.9537696242332458,-0.16538436710834503|0.8095284104347229,0.3004496395587921,-0.504374623298645|Swimming
3217.934326171875,238.8334503173828,-972.9985961914062|0.26798221468925476,-0.9477517604827881,-0.17306675016880035|0.8057761788368225,0.31895720958709717,-0.4989900290966034|Swimming
3218.2060546875,239.0200958251953,-973.1609497070312|0.282261461019516,-0.9427001476287842,-0.17789019644260406|0.8028562664985657,0.3336242735385895,-0.49408158659935|Swimming
3218.479248046875,239.20594787597656,-973.3234252929688|0.29452192783355713,-0.9385237693786621,-0.1800832897424698|0.8007052540779114,0.3452146649360657,-0.4895895719528198|Swimming
3218.7529296875,239.3912811279297,-973.48583984375|0.30534493923187256,-0.9350899457931519,-0.17992018163204193|0.7992479801177979,0.3543829917907715,-0.48540228605270386|Swimming
3219.02587890625,239.57655334472656,-973.6478881835938|0.3154670000076294,-0.9321224093437195,-0.17784374952316284|0.7982890009880066,0.3620087206363678,-0.48133596777915955|Swimming
3219.297607421875,239.7630157470703,-973.8067626953125|0.3264106810092926,-0.928935706615448,-0.1747412532567978|0.7976811528205872,0.36989128589630127,-0.4763246774673462|Swimming
3219.56787109375,239.9512481689453,-973.9597778320312|0.33850574493408203,-0.9253225922584534,-0.17085668444633484|0.7975367903709412,0.3784976601600647,-0.46976009011268616|Swimming
3219.835693359375,240.1412811279297,-974.1067504882812|0.35157373547554016,-0.9212880730628967,-0.16620516777038574|0.7976391315460205,0.3877333104610443,-0.46198999881744385|Swimming
3220.1005859375,240.3325958251953,-974.2484741210938|0.3650324046611786,-0.9169900417327881,-0.16087457537651062|0.797956645488739,0.39718011021614075,-0.45333555340766907|Swimming
3220.362548828125,240.5244598388672,-974.386474609375|0.37823164463043213,-0.9126259684562683,-0.15509577095508575|0.798344612121582,0.4063918888568878,-0.44440022110939026|Swimming
3220.621826171875,240.7162322998047,-974.52197265625|0.3909042477607727,-0.9082441329956055,-0.14928658306598663|0.7987085580825806,0.4153258204460144,-0.4353953003883362|Swimming
3220.878662109375,240.90724182128906,-974.6558837890625|0.4026508033275604,-0.904000997543335,-0.1437167525291443|0.7990593314170837,0.4237242341041565,-0.42656996846199036|Swimming
3221.134033203125,241.09658813476562,-974.7898559570312|0.41278353333473206,-0.9002313017845154,-0.13853995501995087|0.7994698882102966,0.43097901344299316,-0.41845542192459106|Swimming
3221.388916015625,241.2838134765625,-974.9246826171875|0.4212384521961212,-0.8969866037368774,-0.13406431674957275|0.7998641133308411,0.43710023164749146,-0.41129162907600403|Swimming
3221.64306640625,241.4688720703125,-975.0606689453125|0.428177148103714,-0.8942177891731262,-0.13053326308727264|0.8001752495765686,0.4422813951969147,-0.40510085225105286|Swimming
3221.8974609375,241.65191650390625,-975.19775390625|0.433745801448822,-0.8918797969818115,-0.12812086939811707|0.8003548383712769,0.4466794729232788,-0.39988696575164795|Swimming
3222.1513671875,241.83316040039062,-975.335693359375|0.43805333971977234,-0.8899405002593994,-0.12694543600082397|0.8003681898117065,0.45040249824523926,-0.39566195011138916|Swimming
3222.406005859375,242.0128631591797,-975.4743041992188|0.44119834899902344,-0.8883664011955261,-0.1270792931318283|0.8002074956893921,0.4535449147224426,-0.3923836946487427|Swimming
3222.659912109375,242.19129943847656,-975.613525390625|0.4432998299598694,-0.8871256709098816,-0.12842616438865662|0.7998733520507812,0.4561620056629181,-0.39002418518066406|Swimming
3222.91357421875,242.36868286132812,-975.7529296875|0.44445517659187317,-0.8861801028251648,-0.13093654811382294|0.799376904964447,0.45832306146621704,-0.3885055482387543|Swimming
3223.1669921875,242.5452117919922,-975.892578125|0.4448542892932892,-0.8854777216911316,-0.134290412068367|0.7987427711486816,0.46008220314979553,-0.3877297341823578|Swimming
3223.419921875,242.7209930419922,-976.0322875976562|0.4446099102497101,-0.8849765062332153,-0.13834239542484283|0.7979897260665894,0.4614984095096588,-0.3875972330570221|Swimming
3223.67236328125,242.8961639404297,-976.1720581054688|0.4438944160938263,-0.884623110294342,-0.1428273320198059|0.7971470355987549,0.46263983845710754,-0.38797029852867126|Swimming
3223.92431640625,243.07078552246094,-976.3118896484375|0.4428272545337677,-0.8843779563903809,-0.14757929742336273|0.7962377071380615,0.46356308460235596,-0.3887348175048828|Swimming
3224.175537109375,243.24490356445312,-976.4515991210938|0.44152140617370605,-0.8842023611068726,-0.15246324241161346|0.7952823042869568,0.4643287658691406,-0.38977542519569397|Swimming
3224.4267578125,243.41860961914062,-976.5914916992188|0.4400981664657593,-0.8840562701225281,-0.15734700858592987|0.7942994832992554,0.46500250697135925,-0.3909744620323181|Swimming
3224.677978515625,243.59197998046875,-976.7313842773438|0.4386051297187805,-0.8839209675788879,-0.16220131516456604|0.7932977080345154,0.4656200706958771,-0.3922712802886963|Swimming
3224.92919921875,243.76502990722656,-976.8715209960938|0.43716686964035034,-0.8837532997131348,-0.16692891716957092|0.7922838926315308,0.46625784039497375,-0.3935605585575104|Swimming
3225.2431640625,243.98095703125,-977.0468139648438|0.4355030059814453,-0.8834696412086487,-0.17268045246601105|0.7909801602363586,0.46714192628860474,-0.39513131976127625|Swimming
3225.431640625,244.11032104492188,-977.152099609375|0.4345659613609314,-0.8832824230194092,-0.17596754431724548|0.790214478969574,0.46767494082450867,-0.39603182673454285|Swimming
3225.74560546875,244.32559204101562,-977.327880859375|0.43323349952697754,-0.8828687071800232,-0.18125009536743164|0.7888802886009216,0.46871060132980347,-0.3974648118019104|Swimming
3225.93408203125,244.4545135498047,-977.4334716796875|0.43250352144241333,-0.8826098442077637,-0.18422962725162506|0.7880975604057312,0.4693261384963989,-0.39829039573669434|Swimming
3226.185302734375,244.6261749267578,-977.5744018554688|0.4316949248313904,-0.8822134733200073,-0.18798646330833435|0.7870262265205383,0.4702143669128418,-0.39935967326164246|Swimming
3226.4365234375,244.79757690429688,-977.715576171875|0.4310445785522461,-0.8817781805992126,-0.1914883255958557|0.7859389781951904,0.4711466133594513,-0.4004007875919342|Swimming
3226.687744140625,244.96868896484375,-977.8569946289062|0.43055981397628784,-0.8813099265098572,-0.1947077065706253|0.7848373055458069,0.4721143841743469,-0.401420533657074|Swimming
3226.939697265625,245.1394805908203,-977.9985961914062|0.4302366077899933,-0.8808091282844543,-0.19766560196876526|0.7837164402008057,0.47312062978744507,-0.4024243652820587|Swimming
3227.19189453125,245.30996704101562,-978.1405029296875|0.43006202578544617,-0.8802981376647949,-0.20030426979064941|0.7825899720191956,0.4741252660751343,-0.40343302488327026|Swimming
3227.444091796875,245.4801483154297,-978.2825927734375|0.4300324022769928,-0.8797775506973267,-0.20264151692390442|0.781454861164093,0.47513049840927124,-0.4044494330883026|Swimming
3227.697265625,245.6500244140625,-978.4249877929688|0.4301128685474396,-0.8792864084243774,-0.2045929878950119|0.7803391218185425,0.4760645925998688,-0.4055038392543793|Swimming
3227.950439453125,245.81961059570312,-978.567626953125|0.4302932322025299,-0.8788387179374695,-0.20613162219524384|0.7792536020278931,0.4769037365913391,-0.40660375356674194|Swimming
3228.203857421875,245.98899841308594,-978.7103881835938|0.4305577278137207,-0.8784705400466919,-0.20714619755744934|0.7782281041145325,0.47758060693740845,-0.4077717363834381|Swimming
3228.4580078125,246.15829467773438,-978.8533325195312|0.43089932203292847,-0.8782166242599487,-0.20751231908798218|0.7772960662841797,0.47802942991256714,-0.40902164578437805|Swimming
3228.71240234375,246.3275909423828,-978.9964599609375|0.4313417971134186,-0.8780847787857056,-0.2071506679058075|0.7764732241630554,0.47823241353034973,-0.41034507751464844|Swimming
3228.966796875,246.49705505371094,-979.1397094726562|0.43191754817962646,-0.8781036138534546,-0.20586703717708588|0.7757962346076965,0.4781269133090973,-0.4117461144924164|Swimming
3229.221435546875,246.6668243408203,-979.2830200195312|0.4326513111591339,-0.878250241279602,-0.2036893665790558|0.7752639055252075,0.47774645686149597,-0.41318783164024353|Swimming
3229.475341796875,246.8369598388672,-979.426513671875|0.4336260259151459,-0.8785218000411987,-0.20041945576667786|0.7748866677284241,0.4770731031894684,-0.41467079520225525|Swimming
3229.72900390625,247.00758361816406,-979.5703125|0.43483930826187134,-0.8788799047470093,-0.19617561995983124|0.7746484279632568,0.47616103291511536,-0.4161616265773773|Swimming
3229.982421875,247.1787872314453,-979.7147216796875|0.4363695979118347,-0.8792920112609863,-0.19085898995399475|0.7745174765586853,0.475036084651947,-0.41768819093704224|Swimming
3230.2353515625,247.3507537841797,-979.8600463867188|0.4381328225135803,-0.8797285556793213,-0.1847086250782013|0.7744626998901367,0.4737359881401062,-0.4192632734775543|Swimming
3230.48828125,247.52413940429688,-980.0061645507812|0.44050103425979614,-0.8798508644104004,-0.17838531732559204|0.774170994758606,0.47289636731147766,-0.420747309923172|Swimming
3230.73974609375,247.69924926757812,-980.1529541015625|0.4431919753551483,-0.8796496391296387,-0.17261911928653717|0.7736048102378845,0.47259896993637085,-0.422120600938797|Swimming
3230.992431640625,247.87562561035156,-980.30029296875|0.445625901222229,-0.879365861415863,-0.16772975027561188|0.773005485534668,0.4724770784378052,-0.4233531951904297|Swimming
3231.2451171875,248.0533447265625,-980.4466552734375|0.44844862818717957,-0.8788124322891235,-0.1630416363477707|0.772513210773468,0.47283947467803955,-0.42384687066078186|Swimming
3231.49853515625,248.23228454589844,-980.5919799804688|0.45147058367729187,-0.8781095147132874,-0.15842357277870178|0.7721443772315979,0.4734551012516022,-0.4238317012786865|Swimming
3231.75244140625,248.4127655029297,-980.7353515625|0.45506247878074646,-0.8770890831947327,-0.1537298709154129|0.7719184160232544,0.47462525963783264,-0.4229336380958557|Swimming
3232.00537109375,248.59524536132812,-980.8754272460938|0.4593967795372009,-0.8755688667297363,-0.1494448035955429|0.7716969847679138,0.47674560546875,-0.42094820737838745|Swimming
3232.25732421875,248.7794647216797,-981.0125122070312|0.4639933407306671,-0.8737390041351318,-0.14591212570667267|0.7714102864265442,0.4795113801956177,-0.4183240532875061|Swimming
3232.508544921875,248.96493530273438,-981.1463623046875|0.46838992834091187,-0.8717642426490784,-0.14365920424461365|0.7711929082870483,0.4827417731285095,-0.4149962365627289|Swimming
3232.759521484375,249.15060424804688,-981.2779541015625|0.4717772901058197,-0.8700663447380066,-0.14286603033542633|0.771173894405365,0.48572874069213867,-0.41153183579444885|Swimming
3233.0107421875,249.33560180664062,-981.4082641601562|0.47395002841949463,-0.8687430024147034,-0.14372554421424866|0.7712719440460205,0.48831844329833984,-0.40827035903930664|Swimming
3233.26171875,249.5194091796875,-981.5379638671875|0.47501516342163086,-0.867742121219635,-0.1462334543466568|0.7713639140129089,0.49057239294052124,-0.405384361743927|Swimming
3233.5126953125,249.7017059326172,-981.6676025390625|0.4752700626850128,-0.8669566512107849,-0.1500149667263031|0.7713366150856018,0.492582768201828,-0.4029913544654846|Swimming
3233.763671875,249.88238525390625,-981.7974243164062|0.47503766417503357,-0.8662799000740051,-0.15459086000919342|0.7711145281791687,0.4944373667240143,-0.401140958070755|Swimming
3234.013671875,250.06158447265625,-981.9275512695312|0.4746493995189667,-0.8656201362609863,-0.15940415859222412|0.7706761956214905,0.49621015787124634,-0.39979201555252075|Swimming
3234.26318359375,250.23944091796875,-982.057861328125|0.4743509590625763,-0.8649137020111084,-0.16405923664569855|0.770024836063385,0.4979674518108368,-0.39886102080345154|Swimming
3234.5126953125,250.41600036621094,-982.1883544921875|0.4741969108581543,-0.8641543984413147,-0.1684471070766449|0.7692177295684814,0.4997250437736511,-0.3982197642326355|Swimming
3234.76123046875,250.5912322998047,-982.31884765625|0.47411081194877625,-0.8633605241775513,-0.17270654439926147|0.7683159112930298,0.5014833807945251,-0.3977501094341278|Swimming
3235.009521484375,250.76510620117188,-982.44921875|0.47397103905677795,-0.8625614643096924,-0.17702879011631012|0.7673705816268921,0.5032211542129517,-0.397379994392395|Swimming
3235.257568359375,250.93765258789062,-982.5795288085938|0.47358766198158264,-0.8617957830429077,-0.18172158300876617|0.7664270401000977,0.5049055814743042,-0.39706411957740784|Swimming
3235.5048828125,251.10914611816406,-982.7100830078125|0.47301188111305237,-0.8610299825668335,-0.1867809146642685|0.7654615640640259,0.506584882736206,-0.3967875838279724|Swimming
