bisu|false|19868
3308.121337890625,376.3955993652344,-1769.986328125|-0.553970992565155,-4.05021438609765e-09,-0.832535982131958|-3.912735735411843e-08,1,2.1170505348777624e-08|Running
3307.789306640625,376.40496826171875,-1770.4853515625|-0.553970992565155,-7.221838127513536e-10,-0.832535982131958|-5.809539960210941e-09,1,2.9982283322738112e-09|Running
3307.458251953125,376.4281311035156,-1770.9830322265625|-0.553970992565155,2.6029978172914525e-09,-0.832535982131958|2.747981220352358e-08,1,-1.5158530430881e-08|Running
3307.127197265625,376.46478271484375,-1771.4805908203125|-0.553970992565155,5.925333113054876e-09,-0.832535982131958|6.074073155559745e-08,1,-3.329978781607679e-08|Running
3306.795166015625,376.50067138671875,-1771.979736328125|-0.553970992565155,9.24482446151842e-09,-0.832535982131958|9.397322742188408e-08,1,-5.1425551816919324e-08|Running
3306.463134765625,376.5224609375,-1772.479248046875|-0.553970992565155,7.85279041792819e-09,-0.832535982131958|7.951944525075305e-08,1,-4.348001425569237e-08|Running
3306.132080078125,376.5106506347656,-1772.9769287109375|-0.553970992565155,4.893057958810232e-09,-0.832535982131958|4.919882456988489e-08,1,-2.6859696689029988e-08|Running
3305.801025390625,376.45904541015625,-1773.4744873046875|-0.553970992565155,1.935855697965394e-09,-0.832535982131958|1.8904099619021508e-08,1,-1.0253572213514417e-08|Running
3305.469970703125,376.4038391113281,-1773.9720458984375|-0.553970992565155,-1.0188219157214462e-09,-0.832535982131958|-1.136475358265443e-08,1,6.338371605352222e-09|Running
3305.138916015625,376.3485412597656,-1774.4696044921875|-0.553970992565155,-3.970974216116474e-09,-0.832535982131958|-4.1607755463246576e-08,1,2.2916147202067805e-08|Running
3304.807861328125,376.2932434082031,-1774.9671630859375|-0.553970992565155,-6.920606310245603e-09,-0.832535982131958|-7.182493533264278e-08,1,3.947976523477337e-08|Running
3304.48046875,376.2038879394531,-1775.458984375|-0.553970992565155,-9.867719974465672e-09,-0.832535982131958|-1.0201630828987618e-07,1,5.6029239914323625e-08|Running
3304.1611328125,376.0600280761719,-1775.9388427734375|-0.553970992565155,-6.789864670508905e-09,-0.832535982131958|-7.003482238587821e-08,1,3.844566265343019e-08|Running
3303.8515625,375.8616943359375,-1776.40380859375|-0.553970992565155,-3.714642815566549e-09,-0.832535982131958|-3.808065329735655e-08,1,2.0877097384186527e-08|Running
3303.541259765625,375.60882568359375,-1776.8704833984375|-0.553970992565155,-6.420528553263694e-10,-0.832535982131958|-6.153781484385945e-09,1,3.3235365570760678e-09|Running
3303.21240234375,375.5850524902344,-1777.364501953125|-0.553970992565155,2.4279063204346585e-09,-0.832535982131958|2.5745814369315667e-08,1,-1.4215036259201952e-08|Running
3302.88037109375,375.6781921386719,-1777.863037109375|-0.553970992565155,5.4952375982963986e-09,-0.832535982131958|5.761816268545772e-08,1,-3.17386330550562e-08|Running
3302.54833984375,375.7752990722656,-1778.3624267578125|-0.553970992565155,8.559942088481876e-09,-0.832535982131958|8.946328478032228e-08,1,-4.9247269373609015e-08|Running
3302.21630859375,375.8358154296875,-1778.8619384765625|-0.553970992565155,8.531603867822923e-09,-0.832535982131958|8.90430627009664e-08,1,-4.900169159327561e-08|Running
3301.88427734375,375.8718566894531,-1779.3614501953125|-0.553970992565155,5.414194870212441e-09,-0.832535982131958|5.63988358237566e-08,1,-3.1024637081600304e-08|Running
3301.55224609375,375.89447021484375,-1779.8609619140625|-0.553970992565155,2.299450629905664e-09,-0.832535982131958|2.378249241985486e-08,1,-1.3062932957552675e-08|Running
3301.22021484375,375.90570068359375,-1780.3604736328125|-0.553970992565155,-8.126253003837292e-10,-0.832535982131958|-8.805984386128785e-09,1,4.883434545632781e-09|Running
3300.88818359375,375.89215087890625,-1780.8594970703125|-0.553970992565155,-3.922037805637046e-09,-0.832535982131958|-4.136662212772535e-08,1,2.2814475642007892e-08|Running
3300.55615234375,375.87396240234375,-1781.3587646484375|-0.553970992565155,-7.028786885854288e-09,-0.832535982131958|-7.389944300939533e-08,1,4.073020676287342e-08|Running
3300.22412109375,375.8575744628906,-1781.8582763671875|-0.553970992565155,-8.672422779909539e-09,-0.832535982131958|-9.107503728955635e-08,1,5.0184631561478454e-08|Running
3299.89208984375,375.8412170410156,-1782.3577880859375|-0.553970992565155,-5.935151037306241e-09,-0.832535982131958|-6.22673042016686e-08,1,3.430378114899213e-08|Running
3299.56005859375,375.8248596191406,-1782.8572998046875|-0.553970992565155,-3.200219866883458e-09,-0.832535982131958|-3.348417720872021e-08,1,1.8436493220974626e-08|Running
3299.14501953125,375.8044128417969,-1783.481689453125|-0.553970992565155,2.151581135478864e-10,-0.832535982131958|2.4601702897086852e-09,1,-1.3785650399000815e-09|Running
3298.89599609375,375.7969055175781,-1783.8563232421875|-0.553970992565155,2.2626331919184395e-09,-0.832535982131958|2.4008359744698282e-08,1,-1.3257447584180682e-08|Running
3298.56396484375,375.7691650390625,-1784.3553466796875|-0.553970992565155,4.990558633011233e-09,-0.832535982131958|5.271780878501886e-08,1,-2.9084123553957397e-08|Running
3298.23193359375,375.74884033203125,-1784.8544921875|-0.553970992565155,7.716154826198363e-09,-0.832535982131958|8.14027387718852e-08,1,-4.4897284112721536e-08|Running
3297.89990234375,375.7290344238281,-1785.353515625|-0.553970992565155,8.969811560177732e-09,-0.832535982131958|9.457277627689109e-08,1,-5.215482445919406e-08|Running
3297.56787109375,375.7225036621094,-1785.85302734375|-0.553970992565155,5.815443238077478e-09,-0.832535982131958|6.128021823315066e-08,1,-3.379075508291862e-08|Running
3297.237548828125,375.67822265625,-1786.3494873046875|-0.553970992565155,2.663776088596137e-09,-0.832535982131958|2.8016099662409033e-08,1,-1.5442372713891928e-08|Running
3296.909912109375,375.5804138183594,-1786.8421630859375|-0.553970992565155,-4.851914425785253e-10,-0.832535982131958|-5.219599419348242e-09,1,2.890344186212701e-09|Running
3296.58447265625,375.4281005859375,-1787.3309326171875|-0.553970992565155,-3.6314635742940027e-09,-0.832535982131958|-3.8426904325206124e-08,1,2.1207405609402485e-08|Running
3296.25927734375,375.2491455078125,-1787.8197021484375|-0.553970992565155,-6.775044525397789e-09,-0.832535982131958|-7.160584658549851e-08,1,3.950882287995228e-08|Running
3295.92822265625,375.2334899902344,-1788.3172607421875|-0.553970992565155,-9.915931187265414e-09,-0.832535982131958|-1.0475643819063407e-07,1,5.779461886845638e-08|Running
3295.59619140625,375.2701721191406,-1788.8162841796875|-0.553970992565155,-6.92757584630499e-09,-0.832535982131958|-7.316785399780201e-08,1,4.0364973585838015e-08|Running
3295.27197265625,375.34088134765625,-1789.3038330078125|-0.553970992565155,-3.941773130122783e-09,-0.832535982131958|-4.160624200721941e-08,1,2.2950212397176983e-08|Running
3294.94873046875,375.44244384765625,-1789.7891845703125|-0.553970992565155,-9.585222615626776e-10,-0.832535982131958|-1.0071584455317861e-08,1,5.55032331206462e-09|Running
3294.622314453125,375.5556335449219,-1790.27978515625|-0.553970992565155,2.022181311289728e-09,-0.832535982131958|2.1436141750541537e-08,1,-1.183470743626458e-08|Running
3294.29150390625,375.65521240234375,-1790.777099609375|-0.553970992565155,5.000337477412131e-09,-0.832535982131958|5.29169597029977e-08,1,-2.9204892726397702e-08|Running
3293.95947265625,375.7251892089844,-1791.2764892578125|-0.553970992565155,7.975947902139069e-09,-0.832535982131958|8.437088894197586e-08,1,-4.656024543692183e-08|Running
3293.62744140625,375.75616455078125,-1791.7755126953125|-0.553970992565155,8.029885201210618e-09,-0.832535982131958|8.492635572565632e-08,1,-4.6865064717849236e-08|Running
3293.29541015625,375.74591064453125,-1792.2740478515625|-0.553970992565155,5.1658939348442345e-09,-0.832535982131958|5.46229230735662e-08,1,-3.014118732380666e-08|Running
3292.96337890625,375.7078857421875,-1792.7725830078125|-0.553970992565155,2.304346491399656e-09,-0.832535982131958|2.4345370164269298e-08,1,-1.3431590950574446e-08|Running
3292.63134765625,375.66851806640625,-1793.2711181640625|-0.553970992565155,-5.547555192997322e-10,-0.832535982131958|-5.906326094873293e-09,1,3.263736392256078e-09|Running
3292.30029296875,375.6097106933594,-1793.768310546875|-0.553970992565155,-3.4114140401442228e-09,-0.832535982131958|-3.613218524378681e-08,1,1.9944806695093575e-08|Running
3291.97021484375,375.53326416015625,-1794.26416015625|-0.553970992565155,-6.2656306809572015e-09,-0.832535982131958|-6.633222682239648e-08,1,3.661163461288197e-08|Running
3291.641845703125,375.4237976074219,-1794.757568359375|-0.553970992565155,-9.117409938141918e-09,-0.832535982131958|-9.650648280512542e-08,1,5.3264226806959414e-08|Running
3291.311279296875,375.3558044433594,-1795.254150390625|-0.553970992565155,-7.493158982185832e-09,-0.832535982131958|-7.930720613558151e-08,1,4.377076479045172e-08|Running
3290.9794921875,375.3154602050781,-1795.7525634765625|-0.553970992565155,-4.379737461590594e-09,-0.832535982131958|-4.6346773530103746e-08,1,2.5578511753110433e-08|Running
3290.6484375,375.32061767578125,-1796.249755859375|-0.553970992565155,-1.26898203056669e-09,-0.832535982131958|-1.3414501509600996e-08,1,7.401797841311009e-09|Running
3290.3193359375,375.3638610839844,-1796.7442626953125|-0.553970992565155,1.8391113076887677e-09,-0.832535982131958|1.9489638347636173e-08,1,-1.0759395152604156e-08|Running
3289.99560546875,375.4447937011719,-1797.2305908203125|-0.553970992565155,4.944543885443409e-09,-0.832535982131958|5.236567091060351e-08,1,-2.8905080995400567e-08|Running
3289.66650390625,375.5339050292969,-1797.7252197265625|-0.553970992565155,8.047321031767751e-09,-0.832535982131958|8.521362104829677e-08,1,-4.703527167748689e-08|Running
3289.334716796875,375.60418701171875,-1798.223876953125|-0.553970992565155,8.169051213258172e-09,-0.832535982131958|8.649763572066149e-08,1,-4.774344120050955e-08|Running
3289.003662109375,375.6348876953125,-1798.721923828125|-0.553970992565155,5.31355492938701e-09,-0.832535982131958|5.62581483620761e-08,1,-3.1051907711798776e-08|Running
3288.67431640625,375.61529541015625,-1799.2169189453125|-0.553970992565155,2.460499359813184e-09,-0.832535982131958|2.6044483902865068e-08,1,-1.4374622381296831e-08|Running
3288.344482421875,375.5412292480469,-1799.7081298828125|-0.5543187856674194,-6.50478171326796e-10,-0.8323044180870056|-4.288249311201753e-09,1,2.0744561624042035e-09|Running
3288.01953125,375.41265869140625,-1800.192138671875|-0.554772138595581,-4.769084238631649e-09,-0.8320023417472839|-3.514185209496645e-08,1,1.770023239089369e-08|Running
3287.6884765625,375.2295837402344,-1800.67236328125|-0.5562286376953125,-1.436532581777783e-08,-0.8310292959213257|-6.89715662360868e-08,1,2.8878201163706763e-08|Running
3287.352294921875,374.99200439453125,-1801.1502685546875|-0.5586384534835815,-3.732398923261826e-08,-0.8294113278388977|-9.721820504182688e-08,1,2.0479385298699526e-08|Running
3287.012451171875,374.8790283203125,-1801.6317138671875|-0.5610889792442322,-6.880813430143462e-08,-0.8277555108070374|-9.154636870789545e-08,1,-2.107200991474656e-08|Running
3286.670166015625,374.7967529296875,-1802.116943359375|-0.5632531046867371,-9.323326821686351e-08,-0.8262844085693359|-7.692906933698396e-08,1,-6.039413591452103e-08|Running
3286.32568359375,374.7720031738281,-1802.6048583984375|-0.5651191473007202,-1.0366799330085996e-07,-0.825009286403656|-4.94941581052899e-08,1,-9.175399640071191e-08|Running
3285.98095703125,374.73712158203125,-1803.0941162109375|-0.5667213201522827,-9.67251168049188e-08,-0.8239095211029053|-2.5584601104355897e-08,1,-9.979952153571503e-08|Running
3285.63525390625,374.73614501953125,-1803.584228515625|-0.5680959820747375,-6.826451937058664e-08,-0.8229622840881348|-2.769341866937225e-09,1,-8.103806692361104e-08|Running
3285.28955078125,374.7527770996094,-1804.073974609375|-0.5692754983901978,-4.874702241863815e-08,-0.8221468329429626|1.4910503054466062e-08,1,-6.96167674618664e-08|Running
3284.943115234375,374.7820129394531,-1804.560791015625|-0.5706307888031006,-3.771303269672899e-08,-0.8212067484855652|2.7693193516142856e-08,1,-6.516705042258764e-08|Running
3284.59375,374.81744384765625,-1805.047119140625|-0.5722887516021729,-3.917119073548747e-08,-0.8200522065162659|3.324746700172909e-08,1,-7.096907239656502e-08|Running
3284.244140625,374.85028076171875,-1805.533935546875|-0.5738882422447205,-5.569249239556484e-08,-0.8189336657524109|3.008091198353213e-08,1,-8.90860647473346e-08|Running
3283.89453125,374.8775939941406,-1806.020751953125|-0.5752894282341003,-8.470135526295053e-08,-0.8179499506950378|1.9668847883735907e-08,1,-1.1738693217466789e-07|Running
3283.542236328125,374.89556884765625,-1806.5064697265625|-0.5768375992774963,-6.991542988998845e-08,-0.8168588280677795|-1.463497101283906e-09,1,-8.455712219301859e-08|Running
3283.18798828125,374.8993835449219,-1806.9903564453125|-0.5786588788032532,-7.107490773705649e-08,-0.8155696392059326|-3.17725188381246e-08,1,-6.460448531697693e-08|Running
3282.83349609375,374.8698425292969,-1807.4735107421875|-0.580397367477417,-9.05553818597582e-08,-0.8143333792686462|-7.265863644079218e-08,1,-5.941608449688829e-08|Running
3282.478759765625,374.8367919921875,-1807.9569091796875|-0.581917405128479,-9.204767792425628e-08,-0.8132478594779968|-8.844356358395089e-08,1,-4.9899700371724975e-08|Running
3282.141845703125,374.7699279785156,-1808.416259765625|-0.583226203918457,-7.178113037298317e-08,-0.8123098015785217|-7.701398629933465e-08,1,-3.3071817284735516e-08|Running
3281.826904296875,374.6255187988281,-1808.845947265625|-0.5843499302864075,-5.984109918699687e-08,-0.8115018010139465|-7.048428329881062e-08,1,-2.29865335654722e-08|Running
3281.52001953125,374.3977966308594,-1809.264404296875|-0.5853143334388733,-5.404462655178577e-08,-0.8108064532279968|-6.75779645575858e-08,1,-1.7871434110361406e-08|Running
3281.202880859375,374.114013671875,-1809.6968994140625|-0.5861420035362244,-5.277859216334946e-08,-0.8102083206176758|-6.734929058893613e-08,1,-1.6418425730080344e-08|Running
3280.870849609375,373.77569580078125,-1810.14990234375|-0.5868524312973022,-5.485089005219379e-08,-0.8096939325332642|-6.909802863219738e-08,1,-1.766166590755347e-08|Running
3280.52734375,373.3829040527344,-1810.6187744140625|-0.5874622464179993,-5.938204949984538e-08,-0.8092515468597412|-7.230491405607609e-08,1,-2.0890466245759853e-08|Running
3280.181640625,373.04595947265625,-1811.0899658203125|-0.5879857540130615,-6.572407329485941e-08,-0.8088712692260742|-7.658698564227961e-08,1,-2.5581346818626116e-08|Running
3279.8349609375,372.97955322265625,-1811.5631103515625|-0.5884352326393127,-7.339891539004384e-08,-0.8085443377494812|-8.166102105633399e-08,1,-3.13485450931239e-08|Running
3279.482421875,372.935302734375,-1812.0440673828125|-0.5888211131095886,-8.205388724036311e-08,-0.80826336145401|-8.731791467653238e-08,1,-3.7907515348933885e-08|Running
3279.1279296875,372.9417419433594,-1812.52734375|-0.589152455329895,-9.14290509967941e-08,-0.8080219030380249|-9.340372741917236e-08,1,-4.504829931306631e-08|Running
3278.775146484375,372.9837951660156,-1813.0086669921875|-0.5894370079040527,-1.0133292960290419e-07,-0.807814359664917|-9.980520587760111e-08,1,-5.2616115908676875e-08|Running
3278.422607421875,373.0500183105469,-1813.4891357421875|-0.5896813273429871,-1.1162393320773845e-07,-0.807636022567749|-1.0643786652053677e-07,1,-6.049694434295816e-08|Running
3278.070068359375,373.1231384277344,-1813.9696044921875|-0.5898910760879517,-1.221975196585845e-07,-0.8074828386306763|-1.1323946580432676e-07,1,-6.860648937845326e-08|Running
3277.7158203125,373.1856384277344,-1814.4530029296875|-0.5900712609291077,-8.410454910290355e-08,-0.8073511719703674|-7.610411500991177e-08,1,-4.855098723055562e-08|Running
3277.364013671875,373.2004089355469,-1814.9334716796875|-0.5902259945869446,-2.991034264709924e-08,-0.8072380423545837|-2.441396063090906e-08,1,-1.9202003542773127e-08|Running
3277.033203125,373.13134765625,-1815.3848876953125|-0.5903589129447937,2.412850008681744e-08,-0.8071408271789551|2.716280533832105e-08,1,1.0026373509219866e-08|Running
3276.710205078125,372.97869873046875,-1815.82568359375|-0.5904729962348938,7.804122503785038e-08,-0.8070573806762695|7.8644660561622e-08,1,3.915913993068898e-08|Running
3276.368408203125,372.7698974609375,-1816.2923583984375|-0.5905709862709045,8.167530296532277e-08,-0.8069856762886047|8.062522027785235e-08,1,4.2206934836030996e-08|Running
3276.01513671875,372.5065612792969,-1816.7742919921875|-0.5906552076339722,6.853996126210404e-08,-0.806924045085907|6.610966352127434e-08,1,3.654860236679269e-08|Running
3275.66748046875,372.4888916015625,-1817.248779296875|-0.5907275080680847,5.537888725370976e-08,-0.8068711161613464|5.158559091000825e-08,1,3.0867209233065296e-08|Running
3275.32080078125,372.578125,-1817.7215576171875|-0.5907896161079407,4.2201758532200984e-08,-0.8068256378173828|3.705860862623922e-08,1,2.517014152658703e-08|Running
3274.97412109375,372.69134521484375,-1818.1942138671875|-0.5908429622650146,2.9015620128802766e-08,-0.8067865967750549|2.253271880192642e-08,1,1.9462794043079157e-08|Running
