mount feels|false|16760
938.2134399414062,8.005921363830566,-133.1346893310547|-0.8162599802017212,-1.5736598690807568e-09,0.5776847004890442|-5.044247242125266e-10,1,2.0113359866513747e-09|Running
937.7507934570312,8.005921363830566,-132.80735778808594|-0.8162599802017212,-1.7400093810238104e-08,0.5776847004890442|-4.392652019902243e-09,1,2.39136461743783e-08|Running
937.2881469726562,8.005921363830566,-132.4800262451172|-0.8162599802017212,-3.321299502090369e-08,0.5776847004890442|-8.277555529900837e-09,1,4.579722556741217e-08|Running
936.8255004882812,8.005921363830566,-132.15269470214844|-0.8132213354110718,-4.90939484620867e-08,0.5819545388221741|-1.1919019549111454e-08,1,6.770485327933784e-08|Running
936.3643798828125,8.005921363830566,-131.8232879638672|-0.8081071376800537,-6.509619510097764e-08,0.5890355110168457|-1.5205465331291634e-08,1,8.965257336512877e-08|Running
935.9060668945312,8.005921363830566,-131.4901123046875|-0.8081074357032776,-8.108474958135048e-08,0.589035153388977|-1.9080465207821362e-08,1,1.1148008383088381e-07|Running
935.4480590820312,8.005921363830566,-131.1563262939453|-0.8081071376800537,-7.208395658153677e-08,0.5890355110168457|-1.7037800503771905e-08,1,9.90018236279866e-08|Running
934.9900512695312,8.005921363830566,-130.82252502441406|-0.8081074357032776,-3.812584381535089e-08,0.589035153388977|-9.085253438456675e-09,1,5.226171140293445e-08|Running
934.5320434570312,8.005921363830566,-130.4887237548828|-0.8081071376800537,-4.196745173601357e-09,0.5890355110168457|-1.1394316601354149e-09,1,5.561570315393283e-09|Running
934.0740356445312,8.005921363830566,-130.15492248535156|-0.8081074357032776,2.970334556096077e-08,0.589035153388977|6.799575569260696e-09,1,-4.109866580392918e-08|Running
933.6160278320312,8.005921363830566,-129.8211212158203|-0.8081071376800537,6.357447546179174e-08,0.5890355110168457|1.4731782016497164e-08,1,-8.771902315629632e-08|Running
933.1580200195312,8.005921363830566,-129.48731994628906|-0.8081074357032776,7.08025140738755e-08,0.589035153388977|1.6462605501033067e-08,1,-9.761549790709978e-08|Running
932.7000122070312,8.005921363830566,-129.1535186767578|-0.8081071376800537,5.1421604752022176e-08,0.5890355110168457|1.1999845561661004e-08,1,-7.083519193429311e-08|Running
932.2420043945312,8.005921363830566,-128.81971740722656|-0.8081074357032776,3.205726528676678e-08,0.589035153388977|7.540978508302487e-09,1,-4.4077751226723194e-08|Running
931.7839965820312,8.005921363830566,-128.4859161376953|-0.8122034668922424,1.2842562568948779e-08,0.5833742618560791|3.3936815579949098e-09,1,-1.728941967371611e-08|Running
931.3240356445312,8.005921363830566,-128.1548614501953|-0.8132217526435852,-6.322322221308241e-09,0.5819539427757263|-1.027410045928434e-09,1,9.428254621468568e-09|Running
930.8633422851562,8.005921363830566,-127.8249740600586|-0.8132217526435852,-2.5470839659647027e-08,0.5819539427757263|-5.474920072856548e-09,1,3.6117146606784445e-08|Running
930.4024047851562,8.005921363830566,-127.49520111083984|-0.8132217526435852,-4.460300573327913e-08,0.5819539427757263|-9.9186401314455e-09,1,6.278323638753136e-08|Running
929.9414672851562,8.005921363830566,-127.1654281616211|-0.8132217526435852,-6.371882932398876e-08,0.5819539427757263|-1.4358576549966529e-08,1,8.942653551002877e-08|Running
929.4805297851562,8.005921363830566,-126.83565521240234|-0.8132217526435852,-8.281833174805797e-08,0.5819539427757263|-1.8794727552062795e-08,1,1.1604706884327243e-07|Running
929.0195922851562,8.005921363830566,-126.5058822631836|-0.8142362833023071,-6.399025664904912e-08,0.5805336236953735|-1.4715717533420047e-08,1,8.958686947835304e-08|Running
928.5582275390625,8.005921363830566,-126.17679595947266|-0.8142361640930176,-3.255766145571215e-08,0.5805338025093079|-7.534411317067224e-09,1,4.551478127723385e-08|Running
928.0968017578125,8.005921363830566,-125.84781646728516|-0.8142361640930176,-1.151909456709177e-09,0.5805338025093079|-3.592501574001261e-10,1,1.4803530623552774e-09|Running
927.6353759765625,8.005921363830566,-125.51883697509766|-0.8142361640930176,3.02270173335728e-08,0.5805338025093079|6.809795838336186e-09,1,-4.2516447251728096e-08|Running
927.1739501953125,8.005921363830566,-125.18985748291016|-0.8142361640930176,6.157914356208494e-08,0.5805338025093079|1.3972730528166721e-08,1,-8.647565152841707e-08|Running
926.7125244140625,8.005921363830566,-124.86087799072266|-0.8142361640930176,6.760550519402386e-08,0.5805338025093079|1.5372920714185057e-08,1,-9.489252761341049e-08|Running
926.2510986328125,8.005921363830566,-124.53189849853516|-0.8142361640930176,4.8338552716131744e-08,0.5805338025093079|1.1017727175044456e-08,1,-6.781262129607057e-08|Running
925.7896728515625,8.005921363830566,-124.20291900634766|-0.8152490258216858,2.912217311745735e-08,0.5791105031967163|6.784698136641509e-09,1,-4.073653059322169e-08|Running
925.3278198242188,8.005921363830566,-123.8746337890625|-0.8152490258216858,9.922233701331606e-09,0.5791105031967163|2.4369466444795762e-09,1,-1.3702937451398611e-08|Running
924.8659057617188,8.005921363830566,-123.54647827148438|-0.8152491450309753,-9.261274414029685e-09,0.579110324382782|-1.9070853785052577e-09,1,1.3307523971661794e-08|Running
924.4039916992188,8.005921363830566,-123.21832275390625|-0.8162594437599182,-2.839430912615626e-08,0.577685534954071|-6.2706422276903595e-09,1,4.029153899409721e-08|Running
923.9415283203125,8.005921363830566,-122.89085388183594|-0.8162594437599182,-4.751100490807403e-08,0.577685534954071|-1.0607248412952686e-08,1,6.725586132461103e-08|Running
923.4788818359375,8.005921363830566,-122.56349182128906|-0.8172671794891357,-6.657730722281485e-08,0.5762588977813721|-1.5057610269764155e-08,1,9.41785316399546e-08|Running
923.0158081054688,8.005921363830566,-122.23682403564453|-0.8172671794891357,-8.562732745076573e-08,0.5762588977813721|-1.9386826366485366e-08,1,1.210968036957638e-07|Running
922.66845703125,8.005921363830566,-121.9919204711914|-0.8182722330093384,-6.272767905102228e-08,0.5748308897018433|-1.4346912990959027e-08,1,8.87008724248517e-08|Running
922.0889892578125,8.005921363830566,-121.58463287353516|-0.8182721138000488,-2.4594209335759842e-08,0.5748310685157776|-5.6021214334123215e-09,1,3.481048693743105e-08|Running
921.6253662109375,8.005921363830566,-121.2588882446289|-0.8182721138000488,5.883239673210028e-09,0.5748310685157776|1.3869823067835796e-09,1,-8.260358619338604e-09|Running
921.1617431640625,8.005921363830566,-120.93314361572266|-0.8202753067016602,3.6225465294137393e-08,0.5719688534736633|8.398967743517005e-09,1,-5.128950064658966e-08|Running
920.6970825195312,8.005921363830566,-120.6087875366211|-0.8232617974281311,6.637737470782668e-08,0.5676618218421936|1.5644827655592053e-08,1,-9.424199731711269e-08|Running
920.2308349609375,8.005921363830566,-120.28675079345703|-0.8272075653076172,6.001570795888256e-08,0.5618964433670044|1.4517372193267875e-08,1,-8.543714358211218e-08|Running
919.7623291015625,8.005921363830566,-119.96785736083984|-0.8311132192611694,4.1707099995846875e-08,0.5561032295227051|1.0412356310496307e-08,1,-5.943725867041394e-08|Running
919.2916259765625,8.005921363830566,-119.6522445678711|-0.8368957042694092,2.3613132782429602e-08,0.5473624467849731|6.337125935118593e-09,1,-3.345063248616498e-08|Running
918.81787109375,8.005921363830566,-119.34133911132812|-0.839752197265625,5.6347695398528685e-09,0.542969822883606|1.8187442663020192e-09,1,-7.564830539763534e-09|Running
918.3422241210938,8.005921363830566,-119.03327178955078|-0.8406995534896851,-1.2294752771424555e-08,0.5415018200874329|-2.857601710815061e-09,1,1.82683930205485e-08|Running
917.865966796875,8.005921363830566,-118.7262954711914|-0.8416445851325989,-3.017543193095662e-08,0.5400317907333374|-7.575078342370034e-09,1,4.407131015682353e-08|Running
917.38916015625,8.005921363830566,-118.42015075683594|-0.8416445851325989,-4.804082109899355e-08,0.5400317907333374|-1.2256629489115767e-08,1,6.985717249108347e-08|Running
916.9121704101562,8.005921363830566,-118.11412048339844|-0.8416447043418884,-6.589093004549795e-08,0.5400316119194031|-1.6934201596541243e-08,1,9.562097602611175e-08|Running
916.4351196289062,8.005921363830566,-117.80809020996094|-0.841644823551178,-8.372577298132455e-08,0.5400314331054688|-2.1607787559219105e-08,1,1.2136273142004939e-07|Running
915.9580688476562,8.005921363830566,-117.50205993652344|-0.841644823551178,-5.343197173601766e-08,0.5400314331054688|-1.3830867118258539e-08,1,7.738677965107854e-08|Running
915.4810180664062,8.005921363830566,-117.19602966308594|-0.841644823551178,-2.3164060891645022e-08,0.5400314331054688|-6.060580926003922e-09,1,3.344842980368412e-08|Running
915.0039672851562,8.005921363830566,-116.88999938964844|-0.841644823551178,7.077982644432268e-09,0.5400314331054688|1.7030785670613113e-09,1,-1.0452345655664885e-08|Running
914.5269165039062,8.005921363830566,-116.58396911621094|-0.841644823551178,3.7294178412139445e-08,0.5400314331054688|9.460114469561631e-09,1,-5.4315581365926846e-08|Running
914.0498657226562,8.005921363830566,-116.27793884277344|-0.841644823551178,6.748454950411542e-08,0.5400314331054688|1.7210531666478346e-08,1,-9.814130663698961e-08|Running
913.5728149414062,8.005921363830566,-115.97190856933594|-0.841644823551178,6.087353199291101e-08,0.5400314331054688|1.555491202509529e-08,1,-8.847969468206429e-08|Running
913.0957641601562,8.005921363830566,-115.66587829589844|-0.841644823551178,4.201487868726872e-08,0.5400314331054688|1.0768903102587046e-08,1,-6.101734584262886e-08|Running
912.6187133789062,8.005921363830566,-115.35984802246094|-0.841644823551178,2.3172345819943985e-08,0.5400314331054688|5.986974915828114e-09,1,-3.357848754603765e-08|Running
912.1416625976562,8.005921363830566,-115.05381774902344|-0.841644823551178,4.345921844617351e-09,0.5400314331054688|1.2091256884616541e-09,1,-6.163099364187019e-09|Running
911.6646118164062,8.005921363830566,-114.74778747558594|-0.8416447043418884,-1.4464412778636415e-08,0.5400316119194031|-3.5646503526720608e-09,1,2.122883735466985e-08|Running
911.1875610351562,8.005921363830566,-114.44175720214844|-0.8416447043418884,-3.325866515524467e-08,0.5400316119194031|-8.334352763483821e-09,1,4.859734303863661e-08|Running
910.7105102539062,8.005921363830566,-114.13572692871094|-0.8416447043418884,-5.203684949606213e-08,0.5400316119194031|-1.3099983320330466e-08,1,7.594243811581691e-08|Running
910.2334594726562,8.005921363830566,-113.82969665527344|-0.8416447043418884,-7.079898267647877e-08,0.5400316119194031|-1.7861548684550144e-08,1,1.0326414923156335e-07|Running
909.7564086914062,8.005921363830566,-113.52366638183594|-0.8416447043418884,-7.727971507165421e-08,0.5400316119194031|-1.951918271458908e-08,1,1.1268135580166927e-07|Running
909.2793579101562,8.005921363830566,-113.21763610839844|-0.8416447043418884,-4.697455224800251e-08,0.5400316119194031|-1.1879768280209646e-08,1,6.847007938404204e-08|Running
908.8023071289062,8.005921363830566,-112.91160583496094|-0.8416447043418884,-1.6695301141567143e-08,0.5400316119194031|-4.246869522717134e-09,1,2.4296625156239315e-08|Running
908.3252563476562,8.005921363830566,-112.60557556152344|-0.8416447043418884,1.3558061340290806e-08,0.5400316119194031|3.3795164444683223e-09,1,-1.9839040632518845e-08|Running
907.8482055664062,8.005921363830566,-112.29954528808594|-0.8416447043418884,4.378555829021025e-08,0.5400316119194031|1.0999396060640265e-08,1,-6.393695173301239e-08|Running
907.3711547851562,8.005921363830566,-111.99351501464844|-0.8416447043418884,7.398720924811641e-08,0.5400316119194031|1.861277176828935e-08,1,-1.079971383433076e-07|Running
906.8941040039062,8.005921363830566,-111.68748474121094|-0.8416447043418884,5.5632618511936016e-08,0.5400316119194031|1.400445714949683e-08,1,-8.119125283201356e-08|Running
906.4170532226562,8.005921363830566,-111.38145446777344|-0.8416447043418884,3.729372366478856e-08,0.5400316119194031|9.400078049282001e-09,1,-5.4408289429375145e-08|Running
905.9400024414062,8.005921363830566,-111.07542419433594|-0.8416447043418884,1.897050339039197e-08,0.5400316119194031|4.799627806306717e-09,1,-2.7648237477251314e-08|Running
905.4629516601562,8.005921363830566,-110.76939392089844|-0.8416447043418884,6.629499171850739e-10,0.5400316119194031|2.031020074344525e-10,1,-9.110766030495654e-10|Running
904.9859008789062,8.005921363830566,-110.46336364746094|-0.8416447043418884,-1.7628952519999075e-08,0.5400316119194031|-4.389502983315197e-09,1,2.5803212011510368e-08|Running
904.5088500976562,8.005921363830566,-110.15733337402344|-0.8416447043418884,-3.590521657770296e-08,0.5400316119194031|-8.978191523567602e-09,1,5.2494648627998686e-08|Running
904.0317993164062,8.005921363830566,-109.85130310058594|-0.8416447043418884,-5.4165862906074835e-08,0.5400316119194031|-1.3562967637881229e-08,1,7.916325728274387e-08|Running
903.5547485351562,8.005921363830566,-109.54527282714844|-0.8435260653495789,-7.234108778675363e-08,0.5370882153511047|-1.8420291070242456e-08,1,1.05761188251563e-07|Running
903.076904296875,8.005921363830566,-109.24067687988281|-0.8453971743583679,-6.688244269525967e-08,0.5341382622718811|-1.7290330944774723e-08,1,9.784966437109688e-08|Running
902.5979614257812,8.005921363830566,-108.93775177001953|-0.8481839299201965,-3.805669379630672e-08,0.5297018885612488|-1.0231039127006625e-08,1,5.546306525161526e-08|Running
902.1175537109375,8.005921363830566,-108.63721466064453|-0.8491079211235046,-9.311242443743595e-09,0.5282193422317505|-2.7626971821348434e-09,1,1.3186594927105943e-08|Running
901.6364135742188,8.005921363830566,-108.33776092529297|-0.8518640995025635,1.924230907945912e-08,0.5237628817558289|4.726996127857319e-09,1,-2.9050456262780244e-08|Running
901.1539306640625,8.005921363830566,-108.04058837890625|-0.854597270488739,4.760347138699217e-08,0.5192914009094238|1.2431475404639514e-08,1,-7.121159484313466e-08|Running
900.669921875,8.005921363830566,-107.7459487915039|-0.8564066886901855,7.582805494621425e-08,0.5163018107414246|2.022610701146732e-08,1,-1.1331798077662825e-07|Running
900.1847534179688,8.005921363830566,-107.453125|-0.8545977473258972,5.549221171463614e-08,0.519290566444397|1.4590872510211739e-08,1,-8.28493469384739e-08|Running
899.7003173828125,8.005921363830566,-107.15910339355469|-0.8536888360977173,3.5132959652628415e-08,0.5207834243774414|9.2112939498179e-09,1,-5.2362224778335076e-08|Running
899.2164306640625,8.005921363830566,-106.86412048339844|-0.8536887168884277,1.4791113223111552e-08,0.5207836031913757|3.981010188169876e-09,1,-2.187582204271621e-08|Running
898.7327880859375,8.005921363830566,-106.56901550292969|-0.8536887168884277,-5.533334679341806e-09,0.5207836031913757|-1.2447866071241265e-09,1,8.5845144326413e-09|Running
898.2491455078125,8.005921363830566,-106.27391052246094|-0.8536887168884277,-2.5840400041943212e-08,0.5207836031913757|-6.466112534297963e-09,1,3.9018800634949e-08|Running
897.7655029296875,8.005921363830566,-105.97880554199219|-0.8536887168884277,-4.613009707554738e-08,0.5207836031913757|-1.168297281139985e-08,1,6.942705965684581e-08|Running
897.2818603515625,8.005921363830566,-105.68370056152344|-0.8536887168884277,-6.640244265554429e-08,0.5207836031913757|-1.6895366883318275e-08,1,9.980931992004116e-08|Running
896.7982177734375,8.005921363830566,-105.38859558105469|-0.8536887168884277,-6.383809392218609e-08,0.5207836031913757|-1.6279265935281728e-08,1,9.589523841668779e-08|Running
896.3145751953125,8.005921363830566,-105.09349060058594|-0.8536887168884277,-3.846634655246817e-08,0.5207836031913757|-9.842151094119345e-09,1,5.7728801294842924e-08|Running
894.3800048828125,8.005921363830566,-103.91307067871094|-0.8536887168884277,6.280383502144105e-08,0.5207836031913757|1.585127407111031e-08,1,-9.461084715667312e-08|Running
893.8963623046875,8.005921363830566,-103.61796569824219|-0.8564066290855408,6.436787458596882e-08,0.5163019299507141|1.666941962241708e-08,1,-9.70208873241063e-08|Running
892.9259643554688,8.005921363830566,-103.03244018554688|-0.8564066290855408,2.043918456706706e-08,0.5163019299507141|5.149594528575108e-09,1,-3.104586099311746e-08|Running
