mount feels|false|16760
379.94476318359375,250.8544464111328,-272.50146484375|-0.824782133102417,-7.036764948509244e-09,0.5654506683349609|-9.937138401028278e-08,1,-1.3250134145437187e-07|Freefall
379.47796630859375,250.60264587402344,-272.181640625|-0.8328676819801331,-7.377690014465088e-09,0.5534721612930298|-1.01795293971918e-07,1,-1.3985224711632327e-07|Freefall
379.0068664550781,250.2963409423828,-271.8683776855469|-0.8413794040679932,-7.329717277571035e-09,0.5404449105262756|-9.489274788165858e-08,1,-1.341692410505857e-07|Freefall
378.53082275390625,249.935546875,-271.5624084472656|-0.848060667514801,-7.146925273815441e-09,0.5298991203308105|-9.036766357439774e-08,1,-1.3113879049342358e-07|Freefall
378.1468505859375,249.87950134277344,-271.3193664550781|-0.8569289445877075,-3.772089751663543e-09,0.5154345631599426|-4.4791697462187585e-08,1,-6.714957123676868e-08|Landed
377.88287353515625,249.87840270996094,-271.158935546875|-0.8669025301933289,9.148627966304446e-10,0.49847766757011414|-1.4988186247677504e-09,1,-4.441909062791183e-09|Landed
377.6393127441406,249.87838745117188,-271.0179138183594|-0.8771854639053345,7.186421235871876e-09,0.4801517426967621|4.050178858960862e-08,1,5.902542099534003e-08|Running
377.3965148925781,250.75404357910156,-270.8781433105469|-0.8894649147987366,1.543516781055132e-08,0.4570034444332123|8.081206459564783e-08,1,1.235096220852938e-07|Jumping
377.1322937011719,251.57861328125,-270.7286682128906|-0.902147650718689,1.2057005172039226e-08,0.4314274489879608|3.4186090402954505e-08,1,4.353894311748263e-08|Freefall
376.9103698730469,252.16128540039062,-270.60687255859375|-0.916533887386322,-2.412235133864016e-10,0.39995700120925903|-4.155167232511303e-08,1,-9.461589911552437e-08|Freefall
376.544677734375,253.06900024414062,-270.4102783203125|-0.9177402257919312,0.006289951968938112,0.3971313536167145|0.005849065259099007,0.9999802112579346,-0.0023214099928736687|Freefall
376.4999084472656,253.65774536132812,-270.40203857421875|-0.8891322612762451,0.013789372518658638,0.45744258165359497|0.015887295827269554,0.9998735189437866,0.0007394992280751467|Freefall
376.3898010253906,254.1651611328125,-270.39508056640625|-0.9466638565063477,0.006224685348570347,0.3221626579761505|0.007416941225528717,0.9999694228172302,0.002473455620929599|Freefall
376.2351379394531,254.61830139160156,-270.3717346191406|-0.9626705050468445,0.0012893954990431666,0.2706729471683502|0.0016184528358280659,0.9999982118606567,0.000992502667941153|Freefall
376.0445556640625,255.01602172851562,-270.3347473144531|-0.9706093072891235,-0.0001299917494179681,0.24066071212291718|-0.00009443121234653518,1,0.00015929449000395834|Freefall
375.8169860839844,255.3588104248047,-270.2864074707031|-0.978053867816925,-0.00021532815298996866,0.20835217833518982|-0.00023039231018628925,1,-0.000048033725761342794|Freefall
375.6823425292969,255.64903259277344,-270.3105773925781|-0.9747780561447144,-0.0008466560975648463,0.22317497432231903|-0.0007700631977058947,0.9999995827674866,0.0004302232700865716|Freefall
375.64691162109375,255.8406982421875,-270.4193420410156|-0.9868834614753723,-0.0004915158497169614,0.16143359243869781|-0.0004879363114014268,0.9999998807907104,0.00006181829667184502|Freefall
375.5616455078125,256.0727233886719,-270.63079833984375|-0.9911948442459106,-0.00008440598321612924,0.13241134583950043|-0.0000870365256560035,1,-0.00001407864510838408|Freefall
375.463134765625,256.196044921875,-270.7690734863281|-0.9945681691169739,0.0000039083474803192075,0.10408707708120346|0.0000030246542337408755,1,-0.000008647784852655604|Freefall
375.32794189453125,256.2649230957031,-270.8915710449219|-0.9965686202049255,0.000011663285476970486,0.08277079463005066|0.000011521467968123034,1,-0.000002191015255448292|Freefall
375.155517578125,256.279296875,-270.9992370605469|-0.9976847767829895,0.000005048251750849886,0.0680081844329834|0.000005060152034275234,1,2.7185156348252804e-09|Freefall
374.9302978515625,256.57232666015625,-271.01690673828125|-0.9983787536621094,0.00003735114660230465,0.056920140981674194|0.000029611584977828898,1,-0.00013681572454515845|Landed
374.6537780761719,257.2649841308594,-271.0018615722656|-0.9987329840660095,0.000002964610075650853,0.05032266676425934|0.0000020571296772686765,1,-0.000018085027477354743|Landed
374.3350524902344,258.1130065917969,-270.9856872558594|-0.9991409182548523,-0.000006591968485736288,0.04144146293401718|-0.000005660122496919939,1,0.000022603169782087207|Running
374.0108337402344,258.97845458984375,-270.9694519042969|-0.9994651675224304,-0.000005720403805753449,0.032700855284929276|-0.0000049373902584193274,1,0.000024025501261348836|Jumping
373.6621398925781,259.7894287109375,-270.95294189453125|-0.9996932148933411,-0.0000026648187940736534,0.024768326431512833|-0.0000023599845917487983,1,0.000012336657164269127|Freefall
373.2737731933594,260.5458984375,-270.93670654296875|-0.9998390674591064,-6.18543481323286e-07,0.017938638105988503|-5.645447345159482e-07,1,0.0000030152541512507014|Freefall
372.8455505371094,261.24786376953125,-270.921630859375|-0.9999006390571594,1.128084647916694e-08,0.014097372069954872|1.1117553988526652e-08,1,-1.1661563270592978e-08|Freefall
372.3775329589844,261.89532470703125,-270.90850830078125|-0.999927282333374,7.624322506671888e-08,0.012060157023370266|7.196165086043038e-08,1,-3.554519594217709e-07|Freefall
371.86981201171875,262.48828125,-270.89788818359375|-0.9999301433563232,4.0902961018218775e-08,0.011820622719824314|3.8502719235111726e-08,1,-2.0328283767412358e-07|Freefall
371.3226318359375,263.0267333984375,-270.88995361328125|-0.9999309778213501,5.57413581958599e-09,0.011747792363166809|4.971572931111723e-09,1,-5.13207645269631e-08|Freefall
370.75677490234375,263.51068115234375,-270.8832092285156|-0.9999310970306396,-2.0274226741889834e-08,0.011739380657672882|-1.9517154115078483e-08,1,6.460463453095144e-08|Freefall
370.23583984375,263.9566650390625,-270.9068298339844|-0.9992191195487976,0.00039009875035844743,0.039509858936071396|0.0003110045217908919,0.9999979138374329,-0.0020080124959349632|Freefall
369.8096618652344,264.35784912109375,-271.02349853515625|-0.9989100098609924,0.0005527769098989666,0.046674247831106186|0.0004240627749823034,0.9999960660934448,-0.002767568454146385|Freefall
369.4001770019531,264.7026062011719,-271.1712951660156|-0.9997880458831787,0.00023126743326429278,0.02058573253452778|0.00020874130132142454,0.9999994039535522,-0.0010964014800265431|Freefall
369.0093688964844,264.9927062988281,-271.3418884277344|-0.9997826814651489,0.00005663699266733602,0.020846296101808548|0.00005159783540875651,0.9999999403953552,-0.00024226694949902594|Freefall
368.6412658691406,265.2290344238281,-271.5372009277344|-0.9996569156646729,0.000025833445761236362,0.02619236335158348|0.000023325530492002144,1,-0.00009605540981283411|Freefall
368.29278564453125,265.4110107421875,-271.7472229003906|-0.9993076324462891,0.00005567474363488145,0.03720526397228241|0.00004715100658359006,1,-0.0002299776824656874|Freefall
367.9674377441406,265.544677734375,-271.97015380859375|-0.9980430006980896,0.00027633202262222767,0.06253115087747574|0.00020828125707339495,0.9999994039535522,-0.0010947854025289416|Freefall
367.6723327636719,265.63006591796875,-272.2202453613281|-0.9962880611419678,0.00045050709741190076,0.08608072996139526|0.00030406375299207866,0.9999985098838806,-0.0017143364530056715|Freefall
367.4649353027344,265.6607971191406,-272.42791748046875|-0.9943780303001404,0.0004866134258918464,0.10588723421096802|0.00029773611458949745,0.9999983310699463,-0.00179955898784101|Freefall
367.14398193359375,265.6544494628906,-272.8052978515625|-0.9906951189041138,0.0007317680865526199,0.1360977441072464|0.00039241756894625723,0.9999967217445374,-0.0025202438700944185|Freefall
366.8650817871094,266.820556640625,-273.024169921875|-0.9899808764457703,0.00007153983460739255,0.14120155572891235|0.00003721052053151652,0.9999999403953552,-0.00024576307623647153|Landed
366.52581787109375,268.0084228515625,-273.0746765136719|-0.9882415533065796,-0.00029125632136128843,0.15290026366710663|-0.0001466755202272907,0.9999995231628418,0.0009568679379299283|Landed
366.1527099609375,268.86224365234375,-273.0238342285156|-0.9866252541542053,-0.00011281086335657164,0.16300496459007263|-0.000052900766604579985,0.9999999403953552,0.0003718759398907423|Running
365.7779235839844,269.7481689453125,-272.9668884277344|-0.9854657649993896,0.00009765279537532479,0.16987395286560059|0.00004642719432013109,0.9999999403953552,-0.000305522873532027|Jumping
365.4031066894531,270.6340637207031,-272.909912109375|-0.9848664402961731,0.00031021758331917226,0.1733148992061615|0.00014202235615812242,0.9999995231628418,-0.0009828604524955153|Jumping
365.0283203125,271.51995849609375,-272.85296630859375|-0.984254777431488,0.0005248776287771761,0.17675475776195526|0.00023517616500612348,0.9999985694885254,-0.001659947563894093|Jumping
364.65350341796875,272.4058837890625,-272.7960205078125|-0.9836312532424927,0.0007416259031742811,0.18019162118434906|0.000325890927342698,0.9999971985816956,-0.002336775418370962|Jumping
364.2786865234375,273.2917785644531,-272.73907470703125|-0.9833148717880249,0.0009593269787728786,0.18190926313400269|0.00041824893560260534,0.9999953508377075,-0.003012777538970113|Jumping
363.9039001464844,274.17767333984375,-272.6820983886719|-0.9833146929740906,0.001176849938929081,0.1819089651107788|0.0005146145704202354,0.999993085861206,-0.0036876338999718428|Jumping
363.5290832519531,275.0635681152344,-272.6251525878906|-0.9833144545555115,0.0013941946672275662,0.1819085329771042|0.0006109056994318962,0.9999902844429016,-0.004361910745501518|Jumping
363.1542663574219,275.949462890625,-272.5682067871094|-0.982994794845581,0.0016124884132295847,0.18362636864185333|0.0006994972354732454,0.9999870657920837,-0.005036669783294201|Jumping
362.77947998046875,276.8353576660156,-272.51123046875|-0.9826723337173462,0.0018317272188141942,0.18534232676029205|0.000786840682849288,0.9999833703041077,-0.005711001344025135|Jumping
362.4046936035156,277.72125244140625,-272.4542541503906|-0.982346773147583,0.0020519087556749582,0.18705780804157257|0.0008729297551326454,0.9999792575836182,-0.006384905427694321|Jumping
362.0299072265625,278.6071472167969,-272.3973083496094|-0.9816867709159851,0.002274151658639312,0.19048868119716644|0.0009466027258895338,0.9999746084213257,-0.007059876807034016|Jumping
361.6551208496094,279.4930419921875,-272.34033203125|-0.9806745648384094,0.0024995668791234493,0.19563019275665283|0.0010055036982521415,0.9999695420265198,-0.007736121769994497|Jumping
361.28033447265625,280.3789367675781,-272.2833557128906|-0.97963547706604,0.002728142077103257,0.20076580345630646|0.0010607870062813163,0.9999640583992004,-0.008412087336182594|Jumping
360.9992370605469,281.0433654785156,-272.2406311035156|-0.9782090187072754,0.00290278485044837,0.20760224759578705|0.0010738378623500466,0.9999596476554871,-0.008922012522816658|Jumping
360.5307312011719,282.1507263183594,-272.16943359375|-0.9759777784347534,0.0032019237987697124,0.21784648299217224|0.0010998451616615057,0.9999516606330872,-0.009769928641617298|Jumping
360.1559143066406,283.03662109375,-272.11248779296875|-0.9740375876426697,0.0034465244971215725,0.22636009752750397|0.0011100928531959653,0.999944806098938,-0.010448228567838669|Jumping
359.7811279296875,283.9225158691406,-272.0555114746094|-0.9716112017631531,0.0036975061520934105,0.23655451834201813|0.0010960646905004978,0.9999374747276306,-0.011127778328955173|Jumping
359.4063415527344,284.8083801269531,-271.99853515625|-0.9690778255462646,0.003954830579459667,0.24672366678714752|0.0010748289059847593,0.9999297261238098,-0.011806568130850792|Jumping
359.0315246582031,285.69427490234375,-271.9415588378906|-0.9655345678329468,0.00422062398865819,0.2602405846118927|0.001005109865218401,0.9999215006828308,-0.012487770058214664|Jumping
358.65673828125,286.5801696777344,-271.88458251953125|-0.9618029594421387,0.004494819324463606,0.2737058997154236|0.0009258089703507721,0.9999128580093384,-0.013167353346943855|Jumping
358.2819519042969,287.4660339355469,-271.8276062011719|-0.9573800563812256,0.004778416361659765,0.2887916564941406|0.0008139030542224646,0.9999037981033325,-0.013846460729837418|Jumping
357.90716552734375,288.3519287109375,-271.7706298828125|-0.9542997479438782,0.005068151745945215,0.29880809783935547|0.0007638817769475281,0.9998942613601685,-0.014519833959639072|Jumping
357.5323791503906,289.23779296875,-271.7136535644531|-0.9511145949363708,0.005363981705158949,0.3087916970252991|0.0007067257538437843,0.9998843669891357,-0.015192068181931973|Jumping
357.1368713378906,290.08642578125,-271.6357421875|-0.9491398334503174,0.0027488707564771175,0.31484290957450867|0.0003226368862669915,0.9999698400497437,-0.00775802880525589|Freefall
356.70928955078125,290.881103515625,-271.5354919433594|-0.9470097422599792,0.0006588849937543273,0.32120421528816223|0.00005274924842524342,0.9999982118606567,-0.001895771361887455|Freefall
356.2506103515625,291.6228942871094,-271.4139099121094|-0.9452726244926453,-0.00001246434749191394,0.32628166675567627|-0.000011557631296454929,1,0.000004717503998108441|Freefall
355.761474609375,292.31085205078125,-271.2681884765625|-0.9430028796195984,-0.0000833128287922591,0.332784503698349|-0.00001019494538923027,1,0.0002214615378761664|Freefall
355.2434387207031,292.9444580078125,-271.0955505371094|-0.9412106871604919,-0.00003765934889088385,0.3378201425075531|-0.000002789938889691257,1,0.00010370437667006627|Freefall
354.7108154296875,293.5235290527344,-270.9049987792969|-0.9404905438423157,-0.000008034204256546218,0.33981987833976746|-1.594168281826569e-07,1,0.00002320133353350684|Freefall
354.1778259277344,294.0481262207031,-270.71234130859375|-0.9398499727249146,5.936219622526551e-07,0.34158751368522644|2.423688556518755e-07,1,-0.0000010709746902648476|Freefall
353.6451721191406,294.5181884765625,-270.5187683105469|-0.9397895336151123,0.0000012081054592272267,0.3417538106441498|1.2662842152622034e-07,1,-0.000003186800995536032|Freefall
353.1125793457031,294.9337463378906,-270.3250427246094|-0.9397671818733215,4.922842435917119e-07,0.3418152630329132|2.4149002797457797e-08,1,-0.0000013738116422246094|Freefall
352.5799865722656,295.2947998046875,-270.1313171386719|-0.9397645592689514,8.940954643321675e-08,0.34182247519493103|-5.748577613928774e-09,1,-2.7737161190088955e-07|Freefall
352.0473937988281,295.60137939453125,-269.9375915527344|-0.9397642612457275,-1.483578060401669e-08,0.34182319045066833|-5.4965085816149895e-09,1,2.82905254778143e-08|Freefall
351.5148010253906,295.8534240722656,-269.7438659667969|-0.9397642016410828,-3.728675324055075e-08,0.34182339906692505|-1.866421017737707e-09,1,1.0395063299029061e-07|Freefall
350.9822082519531,296.0509948730469,-269.5501403808594|-0.9397642016410828,-4.719615276371769e-08,0.34182339906692505|1.3354272132559686e-09,1,1.417432002881469e-07|Freefall
350.4496154785156,296.1940612792969,-269.3564147949219|-0.9397642016410828,-3.935879888672389e-08,0.34182339906692505|3.163025841246281e-09,1,1.238396833969091e-07|Freefall
349.9170227050781,296.2826232910156,-269.1626892089844|-0.9397642016410828,-3.1528145427728305e-08,0.34182339906692505|4.989059387838779e-09,1,1.0595145738534484e-07|Freefall
349.3844299316406,296.3166809082031,-268.9689636230469|-0.9397642016410828,-2.370418528130358e-08,0.34182339906692505|6.813530628591025e-09,1,8.807852225345414e-08|Freefall
348.8518371582031,296.2962341308594,-268.7752380371094|-0.9397642016410828,-1.5886913118379198e-08,0.34182339906692505|8.636440007592228e-09,1,7.022085668495492e-08|Freefall
348.4519958496094,296.2901916503906,-268.6297912597656|-0.9397642016410828,-8.076326274419898e-09,0.34182339906692505|1.0457785748485549e-08,1,5.237845002170616e-08|Landed
348.1387023925781,296.32391357421875,-268.5158386230469|-0.9397642016410828,-2.7241789379850445e-10,0.34182339906692505|1.2277570071717037e-08,1,3.4551288052853124e-08|Landed
347.8205261230469,296.49749755859375,-268.4001159667969|-0.9397642016410828,7.524818990134463e-09,0.34182339906692505|1.4095794753643531e-08,1,1.6739358343897948e-08|Running
347.5010681152344,297.3629455566406,-268.2839050292969|-0.9391657114028931,1.5343506021281428e-08,0.34346431493759155|1.5941679976094747e-08,1,-1.0819932727557102e-09|Jumping
347.15826416015625,298.1739196777344,-268.15911865234375|-0.9391657114028931,2.315550950982015e-08,0.34346431493759155|1.775679869808755e-08,1,-1.886348499624546e-08|Freefall
346.7781982421875,298.93035888671875,-268.02056884765625|-0.9391657114028931,3.0960837449356404e-08,0.34346431493759155|1.9570366660559557e-08,1,-3.662977476892593e-08|Freefall
346.3608703613281,299.63232421875,-267.8682861328125|-0.9391657114028931,3.875949516896071e-08,0.34346431493759155|2.1382385639867607e-08,1,-5.438087313791584e-08|Freefall
345.9061584472656,300.2797546386719,-267.70220947265625|-0.9380717873573303,4.6541902776198185e-08,0.3464409410953522|2.259332454457308e-08,1,-7.316612737895412e-08|Freefall
345.4142761230469,300.8727111816406,-267.52166748046875|-0.9357866644859314,5.402098679496703e-08,0.3525667190551758|2.0111981413606372e-08,1,-9.984056248413253e-08|Freefall
344.8906555175781,301.4111633300781,-267.32525634765625|-0.9333513975143433,6.081002368318877e-08,0.35896408557891846|9.736383255187775e-09,1,-1.4408837500923255e-07|Freefall
344.3614807128906,301.8951110839844,-267.121826171875|-0.9302458167076111,4.2918692599869246e-08,0.36693695187568665|-8.652405902864757e-09,1,-1.3890004879613116e-07|Freefall
343.8338317871094,302.3245544433594,-266.913818359375|-0.9270305037498474,2.3211004673839852e-08,0.374985933303833|-3.4298135886956516e-08,1,-1.4668930248262768e-07|Freefall
343.307861328125,302.6994934082031,-266.701171875|-0.9225031733512878,-1.5735240888048452e-10,0.38598957657814026|-6.017776854605472e-08,1,-1.4341534892992058e-07|Freefall
342.7846374511719,303.01995849609375,-266.48248291015625|-0.9202666282653809,-1.505235402987637e-08,0.39129188656806946|-6.764324922414744e-08,1,-1.2061960319442733e-07|Freefall
342.2630615234375,303.285888671875,-266.2606506347656|-0.9199838042259216,-3.036641871290158e-08,0.3919563591480255|-7.9354784077168e-08,1,-1.0878429890226471e-07|Freefall
341.7417907714844,303.4973449707031,-266.03839111328125|-0.9198980331420898,-4.5662154946057854e-08,0.3921577036380768|-9.119236921151241e-08,1,-9.747488860512021e-08|Freefall
341.22052001953125,303.654296875,-265.81610107421875|-0.9198880791664124,-6.094199989092886e-08,0.3921809494495392|-1.0299883257403053e-07,1,-8.619847591262442e-08|Freefall
340.6992492675781,303.7567443847656,-265.59381103515625|-0.9198869466781616,-7.62084297889487e-08,0.39218369126319885|-1.1479275485726248e-07,1,-7.493406428693561e-08|Freefall
340.1780090332031,303.8046875,-265.37152099609375|-0.9198868274688721,-9.146177859520321e-08,0.39218395948410034|-1.265763245328344e-07,1,-6.367957894326537e-08|Freefall
340.0885009765625,303.9285583496094,-265.4027099609375|-0.8770065307617188,-0.006353845354169607,0.48043638467788696|-0.008419155143201351,0.9999622702598572,-0.0021439853589981794|Freefall
340.06292724609375,303.9874267578125,-265.5318908691406|-0.9261289834976196,-0.005855237133800983,0.37716150283813477|-0.005909801460802555,0.9999819993972778,0.001012546825222671|Freefall
340.01312255859375,303.9825134277344,-265.6886291503906|-0.9206805229187012,-0.00203013070859015,0.3903117775917053|-0.0018257357878610492,0.9999979138374329,0.0008946873713284731|Freefall
339.8522033691406,305.2353210449219,-265.7252502441406|-0.9199780225753784,0.0009288473520427942,0.3919687867164612|0.0009555753204040229,0.9999995231628418,-0.0001268942141905427|Landed
339.55029296875,306.50506591796875,-265.6116638183594|-0.9198970198631287,0.0009192980942316353,0.3921589255332947|0.0008419465739279985,0.9999995827674866,-0.0003692216705530882|Landed
339.21929931640625,307.4334716796875,-265.4707336425781|-0.9198879599571228,0.00011248572263866663,0.3921811878681183|0.00008103781146928668,1,-0.00009674104512669146|Running
338.8872375488281,308.3193359375,-265.3290710449219|-0.9198871850967407,-0.0004444423830136657,0.3921828269958496|-0.00042062855209223926,0.9999998807907104,0.0001466446410631761|Jumping
338.55517578125,309.1711730957031,-265.1873779296875|-0.9198868274688721,-0.0010008944664150476,0.39218267798423767|-0.0009218626655638218,0.9999995231628418,0.0003898300346918404|Jumping
338.2008972167969,309.968505859375,-265.036376953125|-0.9198867678642273,-0.0006308493320830166,0.3921835720539093|-0.0005783972446806729,0.9999998211860657,0.00025189536972902715|Freefall
337.81011962890625,310.71136474609375,-264.8697509765625|-0.9198867082595825,-0.00018119516607839614,0.39218413829803467|-0.00016564453835599124,1,0.00007348831422859803|Freefall
337.3825988769531,311.3996887207031,-264.6874694824219|-0.9198867082595825,-0.000012343666639935691,0.39218413829803467|-0.000011088764949818142,1,0.000005464929017762188|Freefall
336.91845703125,312.0335388183594,-264.4895935058594|-0.9198867082595825,0.000015139929928409401,0.39218413829803467|0.000013932636647950858,1,-0.000005924467131990241|Freefall
336.4177551269531,312.61285400390625,-264.2760925292969|-0.9198870062828064,0.000008552982762921602,0.39218348264694214|0.000007839665158826392,1,-0.000003420277607801836|Freefall
335.89752197265625,313.1376953125,-264.0542907714844|-0.9198867082595825,0.000002275111683047726,0.39218413829803467|0.000002078963916574139,1,-9.248219612345565e-07|Freefall
335.3763427734375,313.6080322265625,-263.8320617675781|-0.9205078482627869,8.193471501272143e-08,0.3907241225242615|7.282913827566517e-08,1,-3.812133897440617e-08|Freefall
334.9851379394531,313.9250183105469,-263.6659240722656|-0.9199072122573853,-2.2146888056795433e-07,0.3921360969543457|-2.038915880575587e-07,1,8.646877347473492e-08|Freefall
334.3335266113281,314.38519287109375,-263.38824462890625|-0.9199054837226868,-1.536372309374201e-07,0.3921401798725128|-1.4053490815513214e-07,1,6.21165767711318e-08|Freefall
333.812255859375,314.6920166015625,-263.16595458984375|-0.9198880791664124,-8.283715402512826e-08,0.39218103885650635|-7.47570467751757e-08,1,3.587383901049179e-08|Freefall
333.42132568359375,314.8863830566406,-262.9992370605469|-0.9198868274688721,-2.9776812127124686e-08,0.39218395948410034|-2.5462643549190034e-08,1,1.6201738617382944e-08|Freefall
332.769775390625,315.1421813964844,-262.72137451171875|-0.9198867082595825,5.858147389403712e-08,0.39218413829803467|5.6624244848535454e-08,1,-1.6557486048895953e-08|Freefall
332.37884521484375,315.2547912597656,-262.5546569824219|-0.9198867082595825,1.1155111678817775e-07,0.39218413829803467|1.0583426046650857e-07,1,-3.619621935513351e-08|Freefall
331.727294921875,315.3743591308594,-262.27679443359375|-0.9198867082595825,1.2550603400995897e-07,0.39218413829803467|1.1803481214656131e-07,1,-4.316180834962324e-08|Freefall
331.31591796875,315.4683837890625,-262.15179443359375|-0.8834112882614136,0.0025710759218782187,0.4685914218425751|-0.0015013301745057106,0.9999642968177795,-0.008317002095282078|Freefall
331.0489807128906,315.53839111328125,-262.2552795410156|-0.8651620745658875,0.004648840054869652,0.5014707446098328|-0.0024086732883006334,0.9999069571495056,-0.013425110839307308|Freefall
330.8372802734375,315.6037292480469,-262.5307312011719|-0.9040803909301758,0.0028896222356706858,0.4273526668548584|-0.0006517202127724886,0.9999666810035706,-0.008140194229781628|Freefall
330.5599670410156,316.81390380859375,-262.6593322753906|-0.9166517853736877,-0.0006245019030757248,0.39968621730804443|0.00014170253416523337,0.9999982118606567,0.0018874623347073793|Landed
330.1556091308594,318.2589416503906,-262.5368957519531|-0.9176357388496399,-0.0009509854717180133,0.39742133021354675|0.00011876214557560161,0.9999964237213135,0.0026671001687645912|Landed
329.90765380859375,318.8953857421875,-262.43017578125|-0.917113184928894,-0.00021948097855784,0.3986268937587738|0.00001708443414827343,0.9999998211860657,0.0005898982635699213|Running
329.576904296875,319.7812805175781,-262.2867431640625|-0.9164195656776428,0.0005647873040288687,0.40021848678588867|-0.00008480931865051389,0.9999986886978149,-0.0016053918516263366|Jumping
329.24615478515625,320.66717529296875,-262.143310546875|-0.9150165915489197,0.0013555883197113872,0.40341392159461975|-0.00019318968406878412,0.9999927878379822,-0.0037984566297382116|Jumping
328.9154052734375,321.5530700683594,-261.9999084472656|-0.9136014580726624,0.0021528967190533876,0.40660521388053894|-0.0003090997342951596,0.9999819993972778,-0.0059892297722399235|Jumping
328.5846252441406,322.43896484375,-261.85650634765625|-0.9114575982093811,0.002960246056318283,0.41138342022895813|-0.0004429970576893538,0.9999664425849915,-0.008177091367542744|Jumping
328.25384521484375,323.3248291015625,-261.7131042480469|-0.9107362627983093,0.003770488779991865,0.41297128796577454|-0.0005596880218945444,0.999946117401123,-0.01036395039409399|Jumping
327.9230651855469,324.2107238769531,-261.5697021484375|-0.9092859625816345,0.004587158560752869,0.4161466360092163|-0.0006982017075642943,0.9999210238456726,-0.012547648511826992|Jumping
327.59228515625,325.0965881347656,-261.42626953125|-0.909283459186554,0.005403146613389254,0.4161423146724701|-0.0008004236151464283,0.9998911619186401,-0.014731427654623985|Jumping
327.26153564453125,325.9824523925781,-261.2828674316406|-0.9092803597450256,0.006218448281288147,0.4161376953125|-0.0009025694453157485,0.9998565316200256,-0.016913259401917458|Jumping
326.9307556152344,326.8683166503906,-261.13946533203125|-0.9092766642570496,0.007033058442175388,0.41613274812698364|-0.0010046514216810465,0.9998171925544739,-0.019093135371804237|Jumping
326.6000061035156,327.7541809082031,-260.9960632324219|-0.9092723727226257,0.007846973836421967,0.41612765192985535|-0.0011066836304962635,0.9997731447219849,-0.02127104625105858|Jumping
326.26922607421875,328.6400146484375,-260.8526611328125|-0.9085391759872437,0.008663718588650227,0.4177097678184509|-0.0012458260171115398,0.9997243285179138,-0.023445015773177147|Jumping
325.9384765625,329.52587890625,-260.7092590332031|-0.9085337519645691,0.00947975367307663,0.41770392656326294|-0.0013477853499352932,0.9996708631515503,-0.025618964806199074|Jumping
325.6076965332031,330.4117126464844,-260.56585693359375|-0.9085276126861572,0.010295074433088303,0.4176979959011078|-0.0014497339725494385,0.9996126890182495,-0.027790918946266174|Jumping
325.25531005859375,331.2575378417969,-260.39898681640625|-0.9085198044776917,0.005341718439012766,0.4178076386451721|-0.0007491307915188372,0.9998958706855774,-0.014412762597203255|Freefall
324.86724853515625,332.0497131347656,-260.21649169921875|-0.9085618853569031,0.0013243756256997585,0.41774824261665344|-0.00018401606939733028,0.999993622303009,-0.0035704688634723425|Freefall
324.4432373046875,332.790283203125,-260.0220947265625|-0.9085701107978821,0.000005814088581246324,0.41773244738578796|-4.5246313362667934e-08,1,-0.000014016622117196675|Freefall
323.9836120605469,333.47760009765625,-259.8124694824219|-0.9085687398910522,-0.00015038286801427603,0.41773533821105957|0.0000212533359444933,0.9999999403953552,0.0004062212537974119|Freefall
323.48828125,334.1106872558594,-259.58563232421875|-0.9079046845436096,-0.00007140559318941087,0.4191766679286957|0.000010364634363213554,1,0.00019279625848867|Freefall
322.97467041015625,334.6892395019531,-259.3487243652344|-0.9078639149665833,-0.000016216876247199252,0.4192649722099304|0.0000023553739083581604,1,0.000043779560655821115|Freefall
322.46026611328125,335.2132568359375,-259.11114501953125|-0.9078403115272522,6.232884857126919e-07,0.41931605339050293|-9.18593414667157e-08,1,-0.0000016853208535394515|Freefall
321.94586181640625,335.6827697753906,-258.8735046386719|-0.9078375697135925,0.0000021683408704120666,0.4193219840526581|-3.158864956276375e-07,1,-0.000005854962182638701|Freefall
321.43145751953125,336.0977478027344,-258.63580322265625|-0.9078373312950134,9.507686513643421e-07,0.41932255029678345|-1.3834895185027563e-07,1,-0.000002566918965385412|Freefall
320.91705322265625,336.458251953125,-258.39813232421875|-0.9078372120857239,1.9756322444663965e-07,0.41932275891304016|-2.8692568321275758e-08,1,-5.332679506864224e-07|Freefall
320.40264892578125,336.7642517089844,-258.16046142578125|-0.9078372120857239,-1.6941395841740814e-08,0.41932275891304016|2.4912987228731254e-09,1,4.5795488290423236e-08|Freefall
319.88824462890625,337.0157470703125,-257.92279052734375|-0.9078370332717896,-4.350905413730288e-08,0.4193231761455536|6.3336789146717365e-09,1,1.1747265205030999e-07|Freefall
319.373779296875,337.2127380371094,-257.6850891113281|-0.9071710705757141,-4.9263825019352225e-08,0.42076194286346436|7.2186532307227935e-09,1,1.326459795336632e-07|Freefall
318.85968017578125,337.3552551269531,-257.4466857910156|-0.9071300029754639,-4.1925179772306365e-08,0.420850545167923|5.755731891099458e-09,1,1.120264130349824e-07|Freefall
318.47412109375,337.4263610839844,-257.26776123046875|-0.906416118144989,-3.6401448966216776e-08,0.4223858416080475|4.769853401143109e-09,1,9.641640019708575e-08|Freefall
317.83197021484375,337.47674560546875,-256.96856689453125|-0.9063930511474609,-2.723901282308816e-08,0.42243534326553345|2.5767503686324744e-09,1,7.000967627845966e-08|Freefall
