Mt Newbie|true|53710
6357.634765625,809.3201904296875,2474.29443359375|-0.0004882811917923391,0,0.9999998807907104|2.603372273313198e-08,1,1.27117786782871e-11|Running
6357.634765625,809.3480224609375,2474.79443359375|-0.0004882811917923391,0,0.9999998807907104|-8.613971758109074e-10,1,-4.206040897514196e-13|Running
6357.634765625,809.3143920898438,2475.41943359375|-0.0004882811917923391,0,0.9999998807907104|-3.444796092821889e-08,1,-1.682029342198188e-11|Running
6357.634765625,809.2362670898438,2475.91943359375|-0.0004882811917923391,0,0.9999998807907104|-6.129135954324738e-08,1,-2.992742165197626e-11|Running
6357.634765625,809.1595458984375,2476.41943359375|-0.0004882811917923391,0,0.9999998807907104|-8.81118111806245e-08,1,-4.3023345303039306e-11|Running
6357.634765625,809.1819458007812,2476.91943359375|-0.0004882811917923391,0,0.9999998807907104|-6.092291471304634e-08,1,-2.974751694972966e-11|Running
6357.634765625,809.2523803710938,2477.41943359375|-0.0004882811917923391,0,0.9999998807907104|-3.375726720378225e-08,1,-1.64830406268468e-11|Running
6357.634765625,809.2966918945312,2477.79443359375|-0.0004882811917923391,0,0.9999998807907104|-1.3398278930765173e-08,1,-6.542128384162682e-12|Running
6357.634765625,809.3348388671875,2478.29443359375|-0.0004882811917923391,0,0.9999998807907104|1.3726721981299761e-08,1,6.702500967431524e-12|Running
6357.634765625,809.341552734375,2478.91943359375|-0.0004882811917923391,0,0.9999998807907104|4.760035210438218e-08,1,2.3242359425967862e-11|Running
6357.634765625,809.30908203125,2479.41943359375|-0.0004882811917923391,0,0.9999998807907104|7.4673202732356e-08,1,3.6461524771658205e-11|Running
6357.634765625,809.30224609375,2479.79443359375|-0.0004882811917923391,0,0.9999998807907104|8.142579588366061e-08,1,3.975868939631866e-11|Running
6357.634765625,809.3018798828125,2480.29443359375|-0.0004882811917923391,0,0.9999998807907104|5.433970784451958e-08,1,2.6533060470956826e-11|Running
6357.634765625,809.3331909179688,2480.91943359375|-0.0004882811917923391,0,0.9999998807907104|2.0514686838168927e-08,1,1.0016936932699672e-11|Running
6357.634765625,809.3500366210938,2481.29443359375|-0.0004882811917923391,0,0.9999998807907104|2.370281471097968e-10,1,1.1573639995595547e-13|Running
6357.634765625,809.3644409179688,2481.79443359375|-0.0019531212747097015,0,0.9999980926513672|-2.6744350734020372e-08,1,-5.223506002738354e-11|Running
6357.6337890625,809.31787109375,2482.41943359375|-0.0019531212747097015,0,0.9999980926513672|-6.043871536576262e-08,1,-1.1804436594875511e-10|Running
6357.6318359375,809.3248291015625,2482.91943359375|-0.0019531212747097015,0,0.9999980926513672|-8.736828505107042e-08,1,-1.706411817403719e-10|Running
6357.63037109375,809.3423461914062,2483.29443359375|-0.0039062201976776123,0,0.9999923706054688|-6.726119039512923e-08,1,-2.6273902498097357e-10|Running
6357.62841796875,809.3596801757812,2483.79443359375|-0.0039062201976776123,0,0.9999923706054688|-4.049567436936741e-08,1,-1.5818622800534143e-10|Running
6357.62646484375,809.3698120117188,2484.29443359375|-0.0039062201976776123,0,0.9999923706054688|-1.3753037819697056e-08,1,-5.3722803983191625e-11|Running
6357.62451171875,809.37548828125,2484.79443359375|-0.005371016450226307,0,0.9999855756759644|1.292824247656199e-08,1,6.943880193066576e-11|Running
6357.62255859375,809.336669921875,2485.29443359375|-0.007324022240936756,0,0.9999731779098511|3.954083993562563e-08,1,2.896057837986632e-10|Running
6357.61767578125,809.3278198242188,2485.91943359375|-0.012694289907813072,0,0.9999194145202637|7.260842949108337e-08,1,9.217867580346706e-10|Running
6357.61328125,809.2994384765625,2486.29443359375|-0.01611512340605259,0,0.9998701810836792|7.920533562355558e-08,1,1.2765694057392807e-09|Running
6357.60546875,809.2423706054688,2486.79443359375|-0.01611512340605259,0,0.9998701810836792|5.288301707651044e-08,1,8.523270422777784e-10|Running
6357.595703125,809.327880859375,2487.41943359375|-0.014158736914396286,0,0.9998997449874878|1.996590803798881e-08,1.0000001192092896,2.827203748889673e-10|Running
6357.587890625,809.3974609375,2487.91943359375|-0.012694289907813072,0,0.9999194145202637|-6.391752016554619e-09,1,-8.114529187475128e-11|Running
6357.58203125,809.4395751953125,2488.41943359375|-0.012694289907813072,0,0.9999194145202637|-3.2721914067224134e-08,1,-4.154149246815564e-10|Running
6357.57763671875,809.4537353515625,2488.79443359375|-0.012694289907813072,0,0.9999194145202637|-5.245476941695415e-08,1,-6.659297002720166e-10|Running
6357.5703125,809.4389038085938,2489.41943359375|-0.012694289907813072,0,0.9999194145202637|-8.53147881230143e-08,1,-1.0830979446652123e-09|Running
6357.564453125,809.3858032226562,2489.91943359375|-0.012694289907813072,0,0.9999194145202637|-5.9173199673523413e-08,1,-7.512222510719369e-10|Running
6357.56005859375,809.3488159179688,2490.29443359375|-0.012694289907813072,0,0.9999194145202637|-3.9581664168508723e-08,1,-5.025015958892709e-10|Running
6357.552734375,809.3580932617188,2490.91943359375|-0.012694289907813072,0,0.9999194145202637|-6.956982101513631e-09,1,-8.832106573875009e-11|Running
6357.546875,809.3682250976562,2491.41943359375|-0.012694289907813072,0,0.9999194145202637|1.9117688765390994e-08,1,2.42705022746037e-10|Running
6357.54248046875,809.234375,2491.79443359375|-0.012694289907813072,0,0.9999194145202637|3.8659077716829415e-08,1,4.907890760463829e-10|Running
6357.53662109375,808.9671020507812,2492.29443359375|-0.012694289907813072,0,0.9999194145202637|6.469478819326469e-08,1,8.213206226237446e-10|Running
6357.53076171875,808.6453247070312,2492.79443359375|-0.012694289907813072,0,0.9999194145202637|9.07082693402117e-08,1,1.1515698394859442e-09|Running
6357.52490234375,808.2691040039062,2493.29443359375|-0.012694289907813072,0,0.9999194145202637|6.178733968909e-08,1,7.844096483466956e-10|Running
6357.51904296875,807.83837890625,2493.79443359375|-0.012694289907813072,0,0.9999194145202637|3.289109784532229e-08,1,4.175627621449962e-10|Running
6357.51318359375,807.3530883789062,2494.29443359375|-0.012694289907813072,0,0.9999194145202637|4.019535815302788e-09,1,5.102926414757292e-11|Running
6357.505859375,806.6698608398438,2494.91943359375|-0.012694289907813072,0,0.9999194145202637|-3.2035242014671894e-08,1,-4.0669742573662404e-10|Running
6357.5,806.0619506835938,2495.41943359375|-0.012694289907813072,0,0.9999194145202637|-6.08513630595553e-08,1,-7.725270978475862e-10|Running
6357.494140625,805.7783203125,2495.91943359375|-0.01611512340605259,0,0.9998701810836792|-8.955683483691246e-08,1,-1.443406727474894e-09|Running
6357.486328125,805.8411865234375,2496.41943359375|-0.01611512340605259,0,0.9998701810836792|-6.276342645605837e-08,1,-1.011571715281434e-09|Running
6357.478515625,805.9097290039062,2496.91943359375|-0.020996591076254845,0,0.9997795820236206|-3.612291621379882e-08,1.0000001192092896,-7.586253292224399e-10|Running
6357.46875,805.9525146484375,2497.41943359375|-0.02294877916574478,0,0.9997366666793823|-9.529627753579462e-09,1,-2.1875092015566366e-10|Running
6357.4599609375,805.971923828125,2497.79443359375|-0.02294877916574478,0,0.9997366666793823|1.0394773042321503e-08,1,2.3861018716431204e-10|Running
6357.4482421875,805.9873657226562,2498.29443359375|-0.024900702759623528,0,0.9996899366378784|3.6891755428314355e-08,1,9.189155547595362e-10|Running
6357.4365234375,805.995849609375,2498.79443359375|-0.024900702759623528,0,0.9996899366378784|6.336879465607126e-08,1,1.5784169526966707e-09|Running
6357.4248046875,806.0004272460938,2499.29443359375|-0.024900702759623528,0,0.9996899366378784|8.982270571777917e-08,1,2.2373423114174784e-09|Running
6357.4130859375,806.0029296875,2499.79443359375|-0.024900702759623528,0,0.9996899366378784|6.158879983786392e-08,1,1.5340799741636602e-09|Running
6357.4013671875,806.0042724609375,2500.29443359375|-0.024900702759623528,0,0.9996899366378784|3.337891385513103e-08,1,8.314162136535685e-10|Running
6357.38671875,806.005126953125,2500.91943359375|-0.026364458724856377,0,0.9996523857116699|-1.7955158471139043e-09,1,-4.735426634150386e-11|Running
6357.373046875,806.0054931640625,2501.41943359375|-0.026364458724856377,0,0.9996523857116699|-2.99135507475512e-08,1,-7.889288111684323e-10|Running
6357.359375,806.0057373046875,2501.91943359375|-0.026364458724856377,0,0.9996523857116699|-5.80076324752099e-08,1,-1.5298716737888185e-09|Running
6357.345703125,806.0057373046875,2502.41943359375|-0.024900702759623528,0,0.9996899366378784|-8.61021334230827e-08,1,-2.144668442838338e-09|Running
6357.333984375,806.0057373046875,2502.91943359375|-0.02294877916574478,0,0.9997366666793823|-6.067919144925327e-08,1,-1.3928800335349933e-09|Running
6357.322265625,806.0057373046875,2503.41943359375|-0.01953229308128357,0,0.9998092651367188|-3.5178661761392505e-08,1.0000001192092896,-6.872510338595816e-10|Running
6357.3125,806.0057373046875,2503.91943359375|-0.01611512340605259,0,0.9998701810836792|-9.62106394553075e-09,1,-1.5506475270488096e-10|Running
6357.3046875,806.0057373046875,2504.41943359375|-0.014158736914396286,0,0.9998997449874878|1.5956990395693538e-08,1.0000001192092896,2.2595349202791937e-10|Running
6357.298828125,806.0057373046875,2504.79443359375|-0.014158736914396286,0,0.9998997449874878|3.5127921904631876e-08,1.0000001192092896,4.974168299476389e-10|Running
6357.291015625,806.0057373046875,2505.29443359375|-0.012694289907813072,0,0.9999194145202637|6.069448232892682e-08,1,7.705354132525599e-10|Running
6357.28369140625,806.0057373046875,2505.91943359375|-0.012694289907813072,0,0.9999194145202637|7.949084590563871e-08,1,1.009161199050368e-09|Running
6357.27783203125,806.0057373046875,2506.41943359375|-0.012694289907813072,0,0.9999194145202637|5.2474359080179056e-08,1,6.661783902295326e-10|Running
6357.2734375,806.0057373046875,2506.79443359375|-0.012694289907813072,0,0.9999194145202637|3.222705302619033e-08,1,4.0913253340768563e-10|Running
6357.26611328125,806.0057373046875,2507.41943359375|-0.012694289907813072,0,0.9999194145202637|-1.4887964194798542e-09,1,-1.890073687838001e-11|Running
6357.26171875,806.0057373046875,2507.79443359375|-0.012694289907813072,0,0.9999194145202637|-2.1701181296407412e-08,1,-2.755032868506646e-10|Running
6357.255859375,806.0057373046875,2508.29443359375|-0.010741567239165306,0,0.9999423027038574|-4.868145708769589e-08,1,-5.22945353687021e-10|Running
6357.25,806.0057373046875,2508.79443359375|-0.00878872349858284,0,0.9999613761901855|-7.568998938722871e-08,1,-6.652440820431593e-10|Running
6357.24609375,806.0057373046875,2509.29443359375|-0.00878872349858284,0,0.9999613761901855|-7.537256152545524e-08,1,-6.624542026045788e-10|Running
6357.2412109375,806.0057373046875,2509.91943359375|-0.00878872349858284,0,0.9999613761901855|-4.0877431217722915e-08,1,-3.592743047509117e-10|Running
6357.23828125,806.0057373046875,2510.29443359375|-0.010741567239165306,0,0.9999423027038574|-2.022540002144524e-08,1,-2.1726502541508097e-10|Running
6357.232421875,806.0057373046875,2510.79443359375|-0.012694289907813072,0,0.9999194145202637|7.236326204917987e-09,1,9.186742339073461e-11|Running
6357.22509765625,806.0057373046875,2511.41943359375|-0.014158736914396286,0,0.9998997449874878|4.148239085566274e-08,1.0000001192092896,5.873971864467364e-10|Running
6357.2197265625,806.0057373046875,2511.79443359375|-0.01611512340605259,0,0.9998701810836792|6.196651725076663e-08,1,9.987276561318481e-10|Running
6357.2119140625,806.0057373046875,2512.29443359375|-0.01611512340605259,0,0.9998701810836792|8.927074901521337e-08,1,1.4387958602313233e-09|Running
6357.2021484375,806.0057373046875,2512.91943359375|-0.01611512340605259,0,0.9998701810836792|5.4936528215421276e-08,1,8.85423900864879e-10|Running
6357.1943359375,806.0057373046875,2513.41943359375|-0.01611512340605259,0,0.9998701810836792|2.749509420141294e-08,1,4.43144382300531e-10|Running
6357.1884765625,806.0057373046875,2513.79443359375|-0.01611512340605259,0,0.9998701810836792|6.929508522546257e-09,1,1.1168438396325087e-10|Running
6357.1787109375,806.0057373046875,2514.41943359375|-0.014158736914396286,0,0.9998997449874878|-2.7375623545822236e-08,1.0000001192092896,-3.8764311205419233e-10|Running
6357.1708984375,806.0057373046875,2514.91943359375|-0.014158736914396286,0,0.9998997449874878|-5.47944125628419e-08,1.0000001192092896,-7.75897457394592e-10|Running
6357.1630859375,806.0057373046875,2515.41943359375|-0.014158736914396286,0,0.9998997449874878|-8.21900840719536e-08,1.0000001192092896,-1.1638244812317566e-09|Running
6357.1572265625,806.0057373046875,2515.79443359375|-0.012694289907813072,0,0.9999194145202637|-7.538226043379836e-08,1,-9.570013670412436e-10|Running
6357.14990234375,806.0057373046875,2516.41943359375|-0.007324022240936756,0,0.9999731779098511|-4.114967211421572e-08,1,-3.0138921913724914e-10|Running
6357.14697265625,806.0057373046875,2516.79443359375|-0.007324022240936756,0,0.9999731779098511|-2.0620246843350287e-08,1,-1.5102719075343884e-10|Running
6357.14306640625,806.0057373046875,2517.29443359375|-0.007324022240936756,0,0.9999731779098511|6.731881718735622e-09,1,4.9305774740826536e-11|Running
6357.13818359375,806.0057373046875,2517.91943359375|-0.007324022240936756,0,0.9999731779098511|4.088920491085446e-08,1,2.994814951584601e-10|Running
6357.13427734375,806.0057373046875,2518.41943359375|-0.007324022240936756,0,0.9999731779098511|6.818882525294612e-08,1,4.99429830824738e-10|Running
6357.13134765625,806.0057373046875,2518.79443359375|-0.007324022240936756,0,0.9999731779098511|8.864824252441394e-08,1,6.492791304602008e-10|Running
6357.12744140625,806.0057373046875,2519.29443359375|-0.007324022240936756,0,0.9999731779098511|6.146770203940832e-08,1,4.502029027353416e-10|Running
6357.12353515625,806.0057373046875,2519.79443359375|-0.007324022240936756,0,0.9999731779098511|3.431036077472527e-08,1,2.5129659464440124e-10|Running
6357.11962890625,806.0057373046875,2520.29443359375|-0.007324022240936756,0,0.9999731779098511|7.176205407688485e-09,1,5.2560095165077314e-11|Running
6357.11572265625,806.0057373046875,2520.79443359375|-0.007324022240936756,0,0.9999731779098511|-1.9934788042519358e-08,1,-1.4600674835829608e-10|Running
6357.11083984375,806.0057373046875,2521.41943359375|-0.007324022240936756,0,0.9999731779098511|-5.3790980558687806e-08,1,-3.9397690665410323e-10|Running
6357.10791015625,806.0057373046875,2521.79443359375|-0.007324022240936756,0,0.9999731779098511|-7.408735314129444e-08,1,-5.42631994893128e-10|Running
6357.10400390625,806.0057373046875,2522.29443359375|-0.007324022240936756,0,0.9999731779098511|-7.420321423978748e-08,1,-5.43480538350849e-10|Running
6357.10009765625,806.0057373046875,2522.79443359375|-0.007324022240936756,0,0.9999731779098511|-4.740517312029624e-08,1,-3.4720584740632887e-10|Running
6357.09521484375,806.0057373046875,2523.41943359375|-0.007324022240936756,0,0.9999731779098511|-1.3939284393416074e-08,1,-1.0209436768215951e-10|Running
6357.09130859375,806.0057373046875,2523.91943359375|-0.01757970079779625,0,0.9998455047607422|1.2566875540187539e-08,1,2.2095604512717415e-10|Running
6357.08349609375,806.0057373046875,2524.41943359375|-0.03516026586294174,0,0.9993817210197449|3.862015418576448e-08,1,1.3587349023680417e-09|Running
6357.0673828125,806.0057373046875,2524.91943359375|-0.0527382418513298,0,0.9986083507537842|6.418462561441629e-08,1,3.3897018525408384e-09|Running
6357.04248046875,806.0057373046875,2525.41845703125|-0.06494700163602829,0,0.9978887438774109|7.667259893651135e-08,1.0000001192092896,4.990190927145477e-09|Running
6357.01953125,806.0057373046875,2525.792724609375|-0.06836634129285812,0,0.9976602792739868|5.748750808720615e-08,1,3.939427895005565e-09|Running
6356.97802734375,806.0057373046875,2526.41650390625|-0.06836634129285812,0,0.9976602792739868|2.556078193549638e-08,1,1.7515953132374307e-09|Running
6356.94482421875,806.0057373046875,2526.91552734375|-0.06494700163602829,0,0.9978887438774109|-3.7471130365229754e-11,1.0000001192092896,-2.4387863690328304e-12|Running
6356.919921875,806.0057373046875,2527.289794921875|-0.056146010756492615,0,0.9984225630760193|-1.9387693228622993e-08,1,-1.0902614366870012e-09|Running
6356.8916015625,806.0057373046875,2527.788818359375|-0.04736793786287308,0,0.9988775253295898|-4.539116105206631e-08,1,-2.152501732410883e-09|Running
6356.86181640625,806.0057373046875,2528.41259765625|-0.03857376426458359,0,0.9992557764053345|-7.813245161969462e-08,1,-3.0161075859069797e-09|Running
6356.841796875,806.0057373046875,2528.91259765625|-0.0297864843159914,0,0.999556303024292|-7.682668012876093e-08,1,-2.289412659450818e-09|Running
