Mt Newbie|true|53710
6370.17236328125,809.3821411132812,2380.62841796875|-0.7128202319145203,0,0.701346755027771|-5.2508958958696894e-08,1,-5.336796604638039e-08|Running
6369.67236328125,809.3821411132812,2380.62255859375|-0.6966565251350403,0,0.7174049019813538|-2.953244404579891e-08,1.0000001192092896,-2.8678321939423768e-08|Running
6369.17236328125,809.3821411132812,2380.628173828125|-0.6840385794639587,0,0.7294458150863647|-5.2673811978820595e-09,1,-4.939492370681364e-09|Running
6368.67236328125,809.3821411132812,2380.642822265625|-0.6775904297828674,0,0.7354394793510437|1.972790286686177e-08,1,1.8176121940882695e-08|Running
6368.17236328125,809.3821411132812,2380.66259765625|-0.6723567843437195,0,0.740227222442627|4.5113882407576966e-08,1,4.0977450765922185e-08|Running
6367.7138671875,809.3821411132812,2380.770263671875|-0.6685059666633606,0,0.7437067627906799|7.073424512782367e-08,1,6.358186510624364e-08|Running
6367.3203125,809.3821411132812,2381.01708984375|-0.665938138961792,0,0.746006965637207|6.029667076745682e-08,1,5.382503331929911e-08|Running
6366.97998046875,809.3821411132812,2381.374755859375|-0.6620575189590454,0,0.7494530081748962|3.7726127999349046e-08,1,3.332679554546303e-08|Running
6366.6484375,809.3821411132812,2381.7490234375|-0.6567225456237793,0,0.7541323304176331|1.4925484848049564e-08,1,1.2997589671215337e-08|Running
6366.31982421875,809.3821411132812,2382.125732421875|-0.6500268578529358,0,0.7599111795425415|-8.237523552168113e-09,1,-7.046364824958573e-09|Running
6366.0751953125,809.3821411132812,2382.410400390625|-0.6421035528182983,0,0.7666178941726685|-2.5981412576925322e-08,1,-2.1761502821959766e-08|Running
6365.673828125,809.3821411132812,2382.888671875|-0.6339423060417175,0,0.7733802795410156|-5.601904362606547e-08,1,-4.59189877233257e-08|Running
6365.3564453125,809.3821411132812,2383.27490234375|-0.623145341873169,0,0.7821060419082642|-8.086385605565738e-08,1,-6.442851940846595e-08|Running
6365.04345703125,809.3821411132812,2383.665283203125|-0.6148192286491394,0,0.7886680364608765|-6.642481764629338e-08,1,-5.1782567567215665e-08|Running
6364.7353515625,809.3821411132812,2384.05908203125|-0.6053369641304016,0,0.7959693074226379|-3.8338871632959126e-08,1,-2.915682451032353e-08|Running
6364.43212890625,809.3821411132812,2384.456298828125|-0.5952625870704651,0,0.8035312294960022|-9.634980813189031e-09,1,-7.137673119217425e-09|Running
6364.1337890625,809.3821411132812,2384.857421875|-0.5869515538215637,0,0.809622049331665|1.9665247208422443e-08,1,1.4256710478832701e-08|Running
6363.83984375,809.3821411132812,2385.261474609375|-0.5771431922912598,0,0.8166429996490479|4.95554601798176e-08,1,3.5022154065700306e-08|Running
6363.55029296875,809.3821411132812,2385.66943359375|-0.5654714107513428,0,0.8247678875923157|8.017884312039314e-08,1,5.497163968470886e-08|Running
6363.33740234375,809.3821411132812,2385.978271484375|-0.5526705384254456,0,0.8333998322486877|7.601886409247527e-08,1,5.0412040764058474e-08|Running
6363.0595703125,809.3821411132812,2386.394287109375|-0.5395108461380005,0,0.8419786691665649|5.116136492233636e-08,1,3.27824345447425e-08|Running
6362.7216796875,809.264892578125,2386.919921875|-0.5229799747467041,0,0.8523449897766113|1.9194509093267698e-08,1,1.1777324893103014e-08|Running
6362.458984375,809.2617797851562,2387.34521484375|-0.5068280696868896,0,0.8620471954345703|-7.0805104002147345e-09,1,-4.16288292726108e-09|Running
6362.20458984375,809.3377685546875,2387.775390625|-0.4868032932281494,0,0.8735116124153137|-3.415320648514353e-08,1,-1.9033397080647774e-08|Running
6361.95947265625,809.4032592773438,2388.211181640625|-0.4686613976955414,0,0.8833779096603394|-6.192729529175267e-08,1,-3.285449423628961e-08|Running
6361.7236328125,809.4427490234375,2388.652099609375|-0.44525963068008423,0,0.8954014778137207|-9.066286565939663e-08,1.0000001192092896,-4.508425988092313e-08|Running
6361.49951171875,809.46484375,2389.098876953125|-0.42144128680229187,0,0.9068556427955627|-8.851370836282513e-08,1,-4.113480400746994e-08|Running
6361.287109375,809.4769287109375,2389.55126953125|-0.4009212851524353,0,0.91611248254776|-5.392704593987219e-08,1.0000001192092896,-2.3600268406198666e-08|Running
6361.0849609375,809.4835815429688,2390.008544921875|-0.37694013118743896,0,0.9262376427650452|-1.8506359111825077e-08,1,-7.53131690345299e-09|Running
6360.70703125,809.4891967773438,2390.933837890625|-0.35254108905792236,0,0.9357963800430298|5.4270092419983484e-08,1,2.0445087400844386e-08|Running
6360.61328125,809.9287719726562,2391.165283203125|-0.3012481927871704,0,0.9535457491874695|7.397935775088627e-08,1.0000001192092896,2.33718697728591e-08|Running
6360.52587890625,810.3546752929688,2391.3994140625|-0.2929876148700714,0,0.956116259098053|9.292063651855642e-08,1,2.8474147484303103e-08|Running
6360.3740234375,811.1656494140625,2391.875732421875|-0.28077808022499084,0,0.9597727656364441|1.3112989449837187e-07,1.0000001192092896,3.836158057879402e-08|Running
6360.23291015625,811.922119140625,2392.35546875|-0.26761865615844727,0,0.9635248780250549|1.3595634129615064e-07,1.0000001192092896,3.7761818560966276e-08|Running
6360.13232421875,812.4536743164062,2392.71630859375|-0.2538924217224121,0,0.9672324657440186|1.1433502322688582e-07,1,3.0012220264552525e-08|Running
6360.0048828125,813.11474609375,2393.19970703125|-0.24219094216823578,0,0.9702286124229431|8.54744612865943e-08,1,2.133635312873139e-08|Running
6359.85302734375,813.8644409179688,2393.80615234375|-0.23534847795963287,0,0.9719110727310181|4.9481702291132024e-08,1,1.1982004721744488e-08|Running
6359.7353515625,814.4028930664062,2394.292236328125|-0.23241256177425385,0,0.9726172685623169|2.066081172813483e-08,1.0000001192092896,4.937021014228549e-09|Running
6359.619140625,814.8868408203125,2394.778564453125|-0.2339085191488266,0,0.9722585678100586|-8.092795766856398e-09,1,-1.946985905831866e-09|Running
6359.53125,815.2140502929688,2395.143310546875|-0.2339085191488266,0,0.9722585678100586|-2.9659041445029288e-08,1,-7.135450008632915e-09|Running
6359.384765625,815.6912841796875,2395.751220703125|-0.2339085191488266,0,0.9722585678100586|-4.0807147883015205e-08,1,-9.81749082029637e-09|Freefall
6359.267578125,816.01171875,2396.237548828125|-0.2339085191488266,0,0.9722585678100586|-4.476324022562039e-08,1,-1.0769258373954926e-08|Freefall
6359.150390625,816.2776489257812,2396.723876953125|-0.2339085191488266,0,0.9722585678100586|-4.8714646538883244e-08,1,-1.1719897941020463e-08|Freefall
6359.033203125,816.4890747070312,2397.210205078125|-0.2339085191488266,0,0.9722585678100586|-5.266260316716398e-08,1,-1.266970706126358e-08|Freefall
6358.681640625,816.7965087890625,2398.669189453125|-0.2339085191488266,0,0.9722585678100586|-6.448613021348137e-08,1,-1.5514242335257222e-08|Freefall
6358.21240234375,816.4432983398438,2400.614501953125|-0.2182745486497879,0,0.9758874177932739|-5.515930823207782e-08,1,-1.233735869021757e-08|Freefall
6358.13427734375,816.2799682617188,2400.981201171875|-0.2011844366788864,0,0.9795534014701843|-4.150946608660888e-08,1,-8.525373296208727e-09|Freefall
6358.05908203125,816.0860595703125,2401.3486328125|-0.19874481856822968,0,0.9800512790679932|-2.3838055085434462e-08,1,-4.8341246561278695e-09|Freefall
6357.95947265625,815.7797241210938,2401.8388671875|-0.1918889284133911,0,0.981416642665863|-1.9840429299478046e-09,1,-3.8792483114669096e-10|Freefall
6357.86328125,815.4188842773438,2402.32958984375|-0.18064670264720917,0,0.9835480451583862|2.0465000361014063e-08,1,3.758774180795399e-09|Freefall
6357.75048828125,814.8912353515625,2402.944580078125|-0.1645573526620865,0,0.9863675236701965|4.9833708715141256e-08,1,8.313841171059266e-09|Freefall
6357.66796875,814.4078369140625,2403.437744140625|-0.1455221027135849,0,0.9893549680709839|7.466821472235097e-08,1,1.0982787124191873e-08|Freefall
6357.59521484375,813.8699340820312,2403.9326171875|-0.1279403418302536,0,0.9917818307876587|7.142435975993067e-08,1,9.213777296679382e-09|Freefall
6357.53125,813.2775268554688,2404.428466796875|-0.11083343625068665,0,0.9938390254974365|6.000515639925652e-08,1.0000001192092896,6.6918057761711225e-09|Freefall
6357.48974609375,812.7974243164062,2404.80126953125|-0.09278099238872528,0,0.9956865310668945|5.2193435351455264e-08,1,4.863537128585449e-09|Freefall
6357.431640625,811.9291381835938,2405.423828125|-0.07811512798070908,0,0.9969443082809448|4.026944466772875e-08,1.0000001192092896,3.155294470147396e-09|Freefall
6357.39306640625,811.1732177734375,2405.92236328125|-0.06152704730629921,0,0.9981054067611694|3.140858240158195e-08,1.0000001192092896,1.936145466174821e-09|Freefall
6357.3623046875,810.36279296875,2406.42138671875|-0.04980367794632912,0,0.9987590312957764|8.037364551682913e-09,1,4.007876808209687e-10|Landed
6357.330078125,809.2731323242188,2407.045166015625|-0.04394577443599701,0,0.9990339279174805|-2.0918720977647354e-08,1,-9.201783779388961e-10|Landed
6357.3134765625,809.073974609375,2407.41943359375|-0.04052373394370079,0,0.9991785883903503|-3.8146588110521407e-08,1,-1.5471129932720373e-09|Running
6357.29345703125,809.1227416992188,2407.91943359375|-0.03857376426458359,0,0.9992557764053345|-6.100638927364344e-08,1,-2.354998862585944e-09|Running
6357.27392578125,809.1935424804688,2408.41943359375|-0.03516026586294174,0,0.9993817210197449|-6.137606334277734e-08,1,-2.1593338228598213e-09|Running
6357.25634765625,809.2390747070312,2408.91943359375|-0.0297864843159914,0,0.999556303024292|-3.9477519919728365e-08,1,-1.176418518156197e-09|Running
6357.23681640625,809.2693481445312,2409.54443359375|-0.02148466184735298,0,0.9997692108154297|-1.2246997194154119e-08,1.0000001192092896,-2.6318333623542856e-10|Running
6357.23095703125,809.2764282226562,2409.79443359375|-0.007324022240936756,0,0.9999731779098511|-1.3975011148303906e-09,1,-1.0235604031016976e-11|Running
6357.2216796875,809.2913208007812,2410.91943359375|0.0014648421201854944,0,0.999998927116394|4.716135748594752e-08,1,-6.908401628535898e-11|Running
6357.2216796875,809.2936401367188,2411.41943359375|0.019044164568185806,0,0.9998186826705933|6.854538270317789e-08,1.0000001192092896,-1.3056261627397703e-09|Running
6357.24951171875,809.2959594726562,2412.91943359375|0.019044164568185806,0,0.9998186826705933|1.14913731863453e-07,1.0000001192092896,-2.1888328927133216e-09|Running
6357.26171875,809.296142578125,2413.54443359375|0.020508507266640663,0,0.9997897148132324|5.3158839108391476e-08,1.0000001192092896,-1.0904377401033116e-09|Running
6357.2666015625,809.296142578125,2413.79443359375|0.020508507266640663,0,0.9997897148132324|2.847635016678396e-08,1.0000001192092896,-5.841302996856257e-10|Running
6357.2763671875,809.296142578125,2414.29443359375|0.020508507266640663,0,0.9997897148132324|-2.0856983695693998e-08,1.0000001192092896,4.2783557252512594e-10|Running
6357.2861328125,809.296142578125,2414.79443359375|0.020508507266640663,0,0.9997897148132324|-7.014816105765931e-08,1.0000001192092896,1.4389366365108458e-09|Running
6357.29833984375,809.296142578125,2415.41943359375|0.020508507266640663,0,0.9997897148132324|-9.541907530774552e-08,1.0000001192092896,1.957314532674559e-09|Running
6357.30810546875,809.3073120117188,2415.91943359375|0.020508507266640663,0,0.9997897148132324|-7.209443708688923e-08,1.0000001192092896,1.4788602564763664e-09|Running
6357.31787109375,809.3291625976562,2416.41943359375|0.020508507266640663,0,0.9997897148132324|-4.878968695720687e-08,1.0000001192092896,1.0008140982620262e-09|Running
6357.32763671875,809.3575439453125,2416.91943359375|0.019044164568185806,0,0.9998186826705933|-2.5518232860122225e-08,1.0000001192092896,4.86061524362924e-10|Running
6357.33740234375,809.37841796875,2417.41943359375|0.017091520130634308,0,0.9998539686203003|-2.28274199542966e-09,1,3.90212306911053e-11|Running
6357.345703125,809.390625,2417.91943359375|0.015623092651367188,0,0.9998779296875|2.092759032734648e-08,1.0000001192092896,-3.2699359886478874e-10|Running
6357.3515625,809.3961181640625,2418.29443359375|0.013670597225427628,0,0.9999065399169922|3.8303156202346145e-08,1.0000001192092896,-5.236759914595268e-10|Running
6357.361328125,809.4011840820312,2418.91943359375|0.010253367014229298,0,0.9999474287033081|6.721363376982481e-08,1,-6.892022508253604e-10|Running
6357.3671875,809.3700561523438,2419.41943359375|0.0068357777781784534,0,0.999976634979248|9.02925592072279e-08,1,-6.172343192112351e-10|Running
6357.3701171875,809.3109130859375,2419.79443359375|0.0034179487265646458,0,0.999994158744812|1.0756960477920074e-07,1,-3.67669533707371e-10|Running
6357.37255859375,809.2637939453125,2420.41943359375|0.0014648421201854944,0,0.999998927116394|7.165370163875195e-08,1,-1.0496147700989056e-10|Running
6357.373046875,809.2744750976562,2420.91943359375|-0.0004882811917923391,0,0.9999998807907104|3.007294324675058e-08,1,1.4684054319702433e-11|Running
6357.373046875,809.2837524414062,2421.41943359375|-0.0004882811917923391,0,0.9999998807907104|-1.1465357552253863e-08,1,-5.5983191173114566e-12|Running
6357.373046875,809.2882690429688,2421.79443359375|0.0034179487265646458,0,0.999994158744812|-4.266781417072707e-08,1,1.4583724505801143e-10|Running
6357.375,809.3009033203125,2422.41943359375|0.0048827542923390865,0,0.9999880790710449|-9.465300365718576e-08,1,4.6217288329764017e-10|Running
6357.376953125,809.3191528320312,2422.91943359375|0.0048827542923390865,0,0.9999880790710449|-7.289261105825062e-08,1,3.5592093161618266e-10|Running
6357.37841796875,809.3370361328125,2423.29443359375|0.0048827542923390865,0,0.9999880790710449|-5.658450419332439e-08,1,2.7629151744257285e-10|Running
6357.38037109375,809.3563842773438,2423.79443359375|0.0048827542923390865,0,0.9999880790710449|-3.485661181912292e-08,1,1.7019829989806112e-10|Running
6357.38232421875,809.3679809570312,2424.29443359375|0.0048827542923390865,0,0.9999880790710449|-1.3147276156644239e-08,1,6.419568349125271e-11|Running
6357.38427734375,809.3744506835938,2424.79443359375|0.0048827542923390865,0,0.9999880790710449|8.5435187813232e-09,1,-4.171640116679143e-11|Running
6357.38623046875,809.3779907226562,2425.29443359375|0.0048827542923390865,0,0.9999880790710449|3.0215790758347794e-08,1,-1.4753803734279813e-10|Running
6357.388671875,809.3801879882812,2425.91943359375|0.0048827542923390865,0,0.9999880790710449|5.728010421535146e-08,1,-2.79687994986233e-10|Running
6357.39013671875,809.3809814453125,2426.29443359375|0.0048827542923390865,0,0.9999880790710449|7.350482178480888e-08,1,-3.589102626211371e-10|Running
6357.39208984375,809.381591796875,2426.79443359375|0.0048827542923390865,0,0.9999880790710449|9.512160659141955e-08,1,-4.644609974402414e-10|Running
6357.39453125,809.3819580078125,2427.41943359375|0.0048827542923390865,0,0.9999880790710449|6.426766674394457e-08,1,-3.1380698040095467e-10|Running
6357.396484375,809.3821411132812,2427.91943359375|0.0048827542923390865,0,0.9999880790710449|2.8043368516250666e-08,1,-1.3693050859853173e-10|Running
6357.3984375,809.3821411132812,2428.41943359375|0.0048827542923390865,0,0.9999880790710449|-8.149991792549827e-09,1,3.9794879197474486e-11|Running
6357.39990234375,809.3821411132812,2428.79443359375|0.0048827542923390865,0,0.9999880790710449|-3.527472358655359e-08,1,1.722398612624687e-10|Running
6357.40234375,809.3821411132812,2429.41943359375|0.008300495333969593,0,0.9999655485153198|-8.055518918581583e-08,1,6.686710074532698e-10|Running
6357.40625,809.3821411132812,2429.91943359375|0.011717945337295532,0,0.9999313354492188|-7.282228153826509e-08,1,8.533861395321196e-10|Running
6357.41064453125,809.3821411132812,2430.29443359375|0.011717945337295532,0,0.9999313354492188|-5.603545005783417e-08,1,6.56665444243032e-10|Running
6357.41796875,809.3821411132812,2430.91943359375|0.011717945337295532,0,0.9999313354492188|-2.807990462372345e-08,1,3.290613614925775e-10|Running
6357.423828125,809.3821411132812,2431.41943359375|0.011717945337295532,0,0.9999313354492188|-5.737341268741147e-09,1,6.723446799306032e-11|Running
6357.42822265625,809.3821411132812,2431.79443359375|0.011717945337295532,0,0.9999313354492188|1.1007044165012303e-08,1,-1.2898879186984402e-10|Running
6357.435546875,809.3821411132812,2432.41943359375|0.011717945337295532,0,0.9999313354492188|3.8890426878879225e-08,1,-4.557471899868659e-10|Running
6357.44140625,809.3821411132812,2432.91943359375|0.011717945337295532,0,0.9999313354492188|6.117579687270336e-08,1,-7.169038696019925e-10|Running
6357.447265625,809.3821411132812,2433.41943359375|0.011717945337295532,0,0.9999313354492188|8.344262880655151e-08,1,-9.778432508156243e-10|Running
6357.45166015625,809.3821411132812,2433.79443359375|0.011717945337295532,0,0.9999313354492188|8.631950265680643e-08,1,-1.0115566162482992e-09|Running
6357.458984375,809.3821411132812,2434.41943359375|0.011717945337295532,0,0.9999313354492188|4.5100115642071614e-08,1,-5.285170079361023e-10|Running
6357.46484375,809.3821411132812,2434.91943359375|0.011717945337295532,0,0.9999313354492188|1.2156285755793306e-08,1,-1.4245647717014975e-10|Running
6357.46923828125,809.3821411132812,2435.29443359375|0.011717945337295532,0,0.9999313354492188|-1.2533232229827718e-08,1,1.4687381866274052e-10|Running
6357.4765625,809.3821411132812,2435.91943359375|0.010253367014229298,0,0.9999474287033081|-5.36014432839238e-08,1,5.496241795022172e-10|Running
6357.482421875,809.3821411132812,2436.41943359375|0.010253367014229298,0,0.9999474287033081|-8.642098237032769e-08,1,8.861525957470917e-10|Running
6357.48828125,809.3821411132812,2436.91943359375|0.008300495333969593,0,0.9999655485153198|-6.351235981583159e-08,1,5.2720222631919e-10|Running
6357.4921875,809.3821411132812,2437.41943359375|0.008300495333969593,0,0.9999655485153198|-4.063688052724501e-08,1,3.3731786808210984e-10|Running
6357.49609375,809.3821411132812,2437.91943359375|0.0068357777781784534,0,0.999976634979248|-1.7819669295704443e-08,1,1.2181414210665764e-10|Running
6357.4990234375,809.3821411132812,2438.29443359375|0.0068357777781784534,0,0.999976634979248|-7.114123179441378e-10,1,4.863169762725494e-12|Running
6357.50390625,809.3821411132812,2438.91943359375|0.0048827542923390865,0,0.9999880790710449|2.7730550300475443e-08,1,-1.3540307763904025e-10|Running
6357.505859375,809.393310546875,2439.41943359375|0.0034179487265646458,0,0.999994158744812|5.0440654320027534e-08,1,-1.7240457672595966e-10|Running
6357.5078125,809.4151611328125,2439.91943359375|0.0034179487265646458,0,0.999994158744812|7.312481642429702e-08,1,-2.499383200404992e-10|Running
6357.50927734375,809.4367065429688,2440.29443359375|0.0034179487265646458,0,0.999994158744812|9.012514823325546e-08,1,-3.080449229031501e-10|Running
6357.51171875,809.4642944335938,2440.91943359375|0.0034179487265646458,0,0.999994158744812|5.189642848790754e-08,1,-1.7738036039993688e-10|Running
6357.51318359375,809.4740600585938,2441.29443359375|0.0034179487265646458,0,0.999994158744812|2.8978776711596765e-08,1,-9.904854714193334e-11|Running
6357.515625,809.4833374023438,2441.91943359375|0.0034179487265646458,0,0.999994158744812|-9.184709881537856e-09,1,3.139304788346564e-11|Running
6357.517578125,809.4622802734375,2442.41943359375|0.0034179487265646458,0,0.999994158744812|-3.9686181452225355e-08,1,1.356461193369185e-10|Running
6357.51953125,809.4202880859375,2442.91943359375|0.0034179487265646458,0,0.999994158744812|-7.01616187370746e-08,1,2.3981022723162937e-10|Running
6357.521484375,809.3994140625,2443.41943359375|0.0034179487265646458,0,0.999994158744812|-7.351521702503305e-08,1,2.512726970937962e-10|Running
6357.52294921875,809.3756713867188,2443.79443359375|0.0034179487265646458,0,0.999994158744812|-5.5713158531034424e-08,1,1.9042584176176547e-10|Running
6357.52490234375,809.3673095703125,2444.29443359375|0.0034179487265646458,0,0.999994158744812|-3.199480502757979e-08,1,1.0935724548133408e-10|Running
6357.52734375,809.37353515625,2444.91943359375|0.0034179487265646458,0,0.999994158744812|-2.3753341515941884e-09,1,8.118817250435395e-12|Running
6357.529296875,809.3524169921875,2445.41943359375|0.0034179487265646458,0,0.999994158744812|2.129749177015583e-08,1,-7.279415958905133e-11|Running
6357.53125,809.3381958007812,2445.91943359375|0.0034179487265646458,0,0.999994158744812|4.49501129651253e-08,1,-1.536380744848742e-10|Running
6357.53271484375,809.3162231445312,2446.29443359375|0.0034179487265646458,0,0.999994158744812|6.26763281275089e-08,1,-2.1422573437401837e-10|Running
6357.53515625,809.2711791992188,2446.91943359375|0.0034179487265646458,0,0.999994158744812|9.219480290312276e-08,1,-3.1511895870472983e-10|Running
6357.53662109375,809.2760009765625,2447.29443359375|0.0034179487265646458,0,0.999994158744812|6.891034587397371e-08,1,-2.3553342609616834e-10|Running
6357.5390625,809.2858276367188,2447.91943359375|0.0034179487265646458,0,0.999994158744812|3.01360358889724e-08,1,-1.0300403585628004e-10|Running
6357.541015625,809.29052734375,2448.41943359375|0.0034179487265646458,0,0.999994158744812|-8.536306661532933e-10,1,2.917683022268802e-12|Running
6357.54296875,809.2931518554688,2448.91943359375|0.0034179487265646458,0,0.999994158744812|-3.181684959940867e-08,1,1.0874898898061147e-10|Running
6357.544921875,809.2945556640625,2449.41943359375|0.0034179487265646458,0,0.999994158744812|-6.275362807173224e-08,1,2.1448993969830354e-10|Running
6357.546875,809.29541015625,2449.91943359375|0.0034179487265646458,0,0.999994158744812|-8.000056084256357e-08,1,2.7343941000346206e-10|Running
6357.54833984375,809.2957763671875,2450.29443359375|0.0034179487265646458,0,0.999994158744812|-6.219315906719203e-08,1,2.1257426374710064e-10|Running
6357.55029296875,809.2960205078125,2450.79443359375|0.0034179487265646458,0,0.999994158744812|-3.846769303095243e-08,1,1.3148136746021777e-10|Running
6357.55224609375,809.2962036132812,2451.29443359375|0.0034179487265646458,0,0.999994158744812|-1.4762470357254642e-08,1,5.04576623538977e-11|Running
6357.5546875,809.2962036132812,2451.91943359375|0.0034179487265646458,0,0.999994158744812|1.4840599860121984e-08,1,-5.072470568578957e-11|Running
6357.556640625,809.2962036132812,2452.41943359375|0.0034179487265646458,0,0.999994158744812|3.8500321153378536e-08,1,-1.3159288936304137e-10|Running
6357.55810546875,809.2962036132812,2452.79443359375|0.0034179487265646458,0,0.999994158744812|5.6231854728139297e-08,1,-1.9219871527642596e-10|Running
6357.560546875,809.2962036132812,2453.41943359375|0.0034179487265646458,0,0.999994158744812|8.575918286624074e-08,1,-2.9312222094013407e-10|Running
6357.5625,809.2962036132812,2453.91943359375|0.0034179487265646458,0,0.999994158744812|6.857193568521325e-08,1,-2.34376712482387e-10|Running
6357.564453125,809.2962036132812,2454.41943359375|0.0034179487265646458,0,0.999994158744812|3.780966650879236e-08,1,-1.292322499013565e-10|Running
6357.56591796875,809.2962036132812,2454.79443359375|0.0034179487265646458,0,0.999994158744812|1.4755204169603076e-08,1,-5.043282458316867e-11|Running
6357.568359375,809.2962036132812,2455.41943359375|0.0034179487265646458,0,0.999994158744812|-2.3636106405433566e-08,1,8.07874739328085e-11|Running
6357.56982421875,809.2962036132812,2455.79443359375|0.0034179487265646458,0,0.999994158744812|-4.665123043423591e-08,1,1.5945245124271423e-10|Running
6357.57177734375,809.2962036132812,2456.29443359375|0.0034179487265646458,0,0.999994158744812|-7.731514273245921e-08,1,2.6426075216967604e-10|Running
6357.57373046875,809.2962036132812,2456.79443359375|0.0034179487265646458,0,0.999994158744812|-6.74029720926228e-08,1,2.30381241861366e-10|Running
6357.57568359375,809.2962036132812,2457.29443359375|0.0034179487265646458,0,0.999994158744812|-4.3988357845137216e-08,1,1.503508290090494e-10|Running
6357.57763671875,809.2962036132812,2457.79443359375|0.0034179487265646458,0,0.999994158744812|-2.0593736493879078e-08,1,7.038875038389847e-11|Running
6357.57958984375,809.2962036132812,2458.29443359375|0.0034179487265646458,0,0.999994158744812|2.780915941968942e-09,1,-9.505083352345789e-12|Running
6357.58203125,809.2962036132812,2458.91943359375|0.0034179487265646458,0,0.999994158744812|3.1971179481615764e-08,1,-1.0927649757297431e-10|Running
6357.58349609375,809.2962036132812,2459.29443359375|0.0034179487265646458,0,0.999994158744812|4.947039045077872e-08,1,-1.6908824340688966e-10|Running
6357.58544921875,809.2962036132812,2459.79443359375|0.0034179487265646458,0,0.999994158744812|7.278523384002256e-08,1,-2.4877766513498045e-10|Running
6357.58740234375,809.2962036132812,2460.29443359375|0.0034179487265646458,0,0.999994158744812|8.268499840369259e-08,1,-2.826147371681742e-10|Running
6357.58935546875,809.2962036132812,2460.79443359375|0.0034179487265646458,0,0.999994158744812|5.2407870043680305e-08,1,-1.7912846206336042e-10|Running
6357.59130859375,809.2962036132812,2461.29443359375|0.0034179487265646458,0,0.999994158744812|2.2156575241183418e-08,1,-7.573048438347385e-11|Running
6357.59375,809.2962036132812,2461.91943359375|0.0034179487265646458,0,0.999994158744812|-1.562122875498062e-08,1,5.339286998640169e-11|Running
6357.59521484375,809.3041381835938,2462.29443359375|0.0034179487265646458,0,0.999994158744812|-3.8268563429255664e-08,1,1.3080075911275912e-10|Running
6357.59716796875,809.326904296875,2462.79443359375|0.0034179487265646458,0,0.999994158744812|-6.844246058790304e-08,1,2.339341775847714e-10|Running
6357.599609375,809.362548828125,2463.41943359375|0.0034179487265646458,0,0.999994158744812|-6.625990067732346e-08,1,2.264742560154076e-10|Running
6357.6015625,809.3814697265625,2463.91943359375|0.0034179487265646458,0,0.999994158744812|-4.3263955973316115e-08,1,1.478748512528938e-10|Running
6357.603515625,809.392333984375,2464.41943359375|0.0034179487265646458,0,0.999994158744812|-2.0287640012384145e-08,1,6.934251783885514e-11|Running
6357.60546875,809.3983764648438,2464.91943359375|0.0034179487265646458,0,0.999994158744812|2.6690591958811183e-09,1,-9.122760706581357e-12|Running
6357.607421875,809.3767700195312,2465.41943359375|0.0034179487265646458,0,0.999994158744812|2.5606167852743056e-08,1,-8.752108066056863e-11|Running
6357.60888671875,809.3390502929688,2465.79443359375|0.0034179487265646458,0,0.999994158744812|4.279615239966006e-08,1,-1.4627590805282864e-10|Running
6357.61083984375,809.2470703125,2466.29443359375|0.0034179487265646458,0,0.999994158744812|6.569901245256915e-08,1,-2.245571645298483e-10|Running
6357.61328125,809.2330322265625,2466.91943359375|0.0034179487265646458,0,0.999994158744812|8.115195981872603e-08,1,-2.773748730700021e-10|Running
6357.615234375,809.252197265625,2467.41943359375|0.0034179487265646458,0,0.999994158744812|5.144638848264549e-08,1,-1.7584214639931872e-10|Running
6357.61669921875,809.266845703125,2467.79443359375|0.0034179487265646458,0,0.999994158744812|2.9183848226921327e-08,1,-9.974947950963653e-11|Running
6357.619140625,809.2694702148438,2468.41943359375|0.0034179487265646458,0,0.999994158744812|-7.88871812318348e-09,1,2.6963391588918917e-11|Running
6357.62109375,809.2694702148438,2468.91943359375|0.0034179487265646458,0,0.999994158744812|-3.751829424913922e-08,1,1.2823635209269213e-10|Running
6357.62255859375,809.2408447265625,2469.29443359375|0.0034179487265646458,0,0.999994158744812|-5.972388095187853e-08,1,2.041343483139002e-10|Running
6357.62451171875,809.18017578125,2469.79443359375|0.0034179487265646458,0,0.999994158744812|-8.930921069350006e-08,1,3.0525607042086733e-10|Running
6357.626953125,809.2461547851562,2470.41943359375|0.0034179487265646458,0,0.999994158744812|-5.661323498884485e-08,1,1.9350226976300178e-10|Running
6357.62890625,809.3038330078125,2470.91943359375|0.0034179487265646458,0,0.999994158744812|-3.048156926865886e-08,1,1.0418504947651286e-10|Running
6357.63037109375,809.3319091796875,2471.29443359375|0.0034179487265646458,0,0.999994158744812|-1.0897460711589702e-08,1,3.72471810339281e-11|Running
6357.63232421875,809.3392944335938,2471.79443359375|0.0034179487265646458,0,0.999994158744812|1.5195183777905186e-08,1,-5.1936663303386865e-11|Running
6357.63427734375,809.3078002929688,2472.29443359375|0.0014648421201854944,0,0.999998927116394|4.1218275015353356e-08,1,-6.037832733785109e-11|Running
6357.634765625,809.2268676757812,2472.79443359375|0.0014648421201854944,0,0.999998927116394|6.722174816786719e-08,1,-9.84693507288803e-11|Running
6357.634765625,809.2213745117188,2473.29443359375|0.0014648421201854944,0,0.999998927116394|7.995933515303477e-08,1,-1.1712793235307828e-10|Running
6357.634765625,809.2875366210938,2473.91943359375|0.0014648421201854944,0,0.999998927116394|4.622837579404404e-08,1,-6.771734561983322e-11|Running
