Mt Freestyle|true|13238
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161535501480103,-6.054621692896944e-09,0.4008274972438812|1.4544668580640518e-08,1,-1.8138795354616377e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161534905433655,-1.6040786476878566e-08,0.4008276164531708|3.8533968904630456e-08,1,-4.8056179480227e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161535501480103,-2.6018435406172102e-08,0.4008274972438812|6.250277095887213e-08,1,-7.794800183091866e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161534905433655,-2.637575491348798e-08,0.4008276164531708|6.336115632166184e-08,1,-7.901848420033275e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161535501480103,-1.7125058704436924e-08,0.4008274972438812|4.113868357080719e-08,1,-5.130459967972456e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161534905433655,-7.882259289715421e-09,0.4008276164531708|1.8935208956349925e-08,1,-2.3614388666715058e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161535501480103,1.3526599840218978e-09,0.4008274972438812|-3.2493165935676416e-09,1,4.052149726874177e-09|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161534905433655,1.0579694453838329e-08,0.4008276164531708|-2.5414893300990116e-08,1,3.1695041258217316e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161535501480103,1.979886121716845e-08,0.4008274972438812|-4.756153515472761e-08,1,5.931431346084537e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161534905433655,2.901015960787845e-08,0.4008276164531708|-6.968927834805072e-08,1,8.690997077565044e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161535501480103,2.3923909964196355e-08,0.4008274972438812|-5.747088849261672e-08,1,7.167235338556566e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161534905433655,1.4080792531956376e-08,0.4008276164531708|-3.3825426015710036e-08,1,4.21839416731018e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161535501480103,4.2460737148530825e-09,0.4008274972438812|-1.0200144728855776e-08,1,1.2720746234151648e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161534905433655,-5.580252260273255e-09,0.4008276164531708|1.3404955367946059e-08,1,-1.6717272899313684e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161535501480103,-1.5398198272009722e-08,0.4008274972438812|3.698989559097754e-08,1,-4.613013260268417e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161534905433655,-2.5207764764445528e-08,0.4008276164531708|6.05547043619481e-08,1,-7.551784619863611e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161535501480103,-2.5649569579400122e-08,0.4008274972438812|6.161600651921617e-08,1,-7.684142389052795e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161534905433655,-1.673558891468474e-08,0.4008276164531708|4.02026536505673e-08,1,-5.0136797824507084e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161535501480103,-7.82921372177725e-09,0.4008274972438812|1.8807574164725338e-08,1,-2.345501037837039e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161534905433655,1.0695614394151676e-09,0.4008276164531708|-2.569225276971565e-09,1,3.203979082044839e-09|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161535501480103,9.960747782145063e-09,0.4008274972438812|-2.392777176396521e-08,1,2.984018010465661e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161534905433655,1.8844344751300923e-08,0.4008276164531708|-4.526808439209162e-08,1,5.6453615115970024e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161535501480103,2.7720364670358322e-08,0.4008274972438812|-6.659016094090475e-08,1,8.304431986516647e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161534905433655,2.290448897213082e-08,0.4008276164531708|-5.5021420308776214e-08,1,6.861697698923308e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9161535501480103,1.5875288639222163e-08,0.4008274972438812|-3.8135812729933605e-08,1,4.755904114972509e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9175487160682678,4.018380739267968e-09,0.39762333035469055|-9.850747773043622e-09,1,1.2625416268008394e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.924353301525116,-6.061774193710789e-09,0.38153764605522156|1.2844545871359969e-08,1,-1.5230801508892e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9308769702911377,-1.673357097331518e-08,0.3653329014778137|3.50306343932516e-08,1,-4.345526960491952e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9377235174179077,-2.8052072664763728e-08,0.3473825752735138|5.662428392838592e-08,1,-7.209875008129529e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9389318823814392,-3.383863145245414e-08,0.34410300850868225|6.755890780141272e-08,1,-8.60050022311043e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9389318823814392,-2.2704346847035595e-08,0.34410300850868225|4.506429363004827e-08,1,-5.6982806029282074e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9389318823814392,-1.1579589731525175e-08,0.34410300850868225|2.2588919179611366e-08,1,-2.7985416650722073e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9389318823814392,-4.6434844858112e-10,0.34410300850868225|1.327634391312671e-10,1,9.87182890987981e-10|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9389318823814392,1.064138466233544e-08,0.34410300850868225|-2.23041869418239e-08,1,2.993501269088483e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9389318823814392,2.173761792789719e-08,0.34410300850868225|-4.4721950587245374e-08,1,5.88580917337822e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9389318823814392,3.2824356566152346e-08,0.34410300850868225|-6.712053846058552e-08,1,8.775644033676144e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9389318823814392,2.7465198115805833e-08,0.34410300850868225|-5.599985186677259e-08,1,7.298642401565303e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9389318823814392,1.6634162491868665e-08,0.34410300850868225|-3.3726745840567673e-08,1,4.368736838955556e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.935273289680481,6.181374523350769e-09,0.35392633080482483|-1.1928780629943958e-08,1,1.4057432551339843e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.932778537273407,-4.016189603106568e-09,0.3604499101638794|1.0208356826524323e-08,1,-1.5275205100806488e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.930876612663269,-1.4020045568940986e-08,0.36533379554748535|3.250429259082921e-08,1,-4.4445489066902155e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9250185489654541,-2.345935889991324e-08,0.37992197275161743|5.5395997122786866e-08,1,-7.312808492088152e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.9126182794570923,-2.72980713589277e-08,0.4088127613067627|6.850570599681305e-08,1,-8.615555202595715e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.8899533152580261,-1.9577239385171197e-08,0.45605170726776123|4.97482837147345e-08,1,-5.4152650363903376e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.8467822074890137,-1.500819379884888e-08,0.5319397449493408|3.112596402843337e-08,1,-2.1334592759103543e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.7950411438941956,-1.3747908589323288e-08,0.6065555214881897|9.79643655085738e-09,1,9.824885793818794e-09|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.7367468476295471,-1.5801031594264714e-08,0.67616868019104|-1.4251735791503961e-08,1,3.8897031373608115e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.6877434253692627,-2.038814805871425e-08,0.7259538173675537|-4.0029398462593235e-08,1,6.600709667736737e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.6684890389442444,-2.3572395591031636e-08,0.7437220215797424|-6.03074994387498e-08,1,8.59021227483936e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.6826545596122742,-1.9201037204652494e-08,0.7307412028312683|-4.9619693243130314e-08,1,7.26305628973023e-08|Running
-903.9716186523438,18.36591911315918,-830.7742919921875|0.7028083205223083,-3.5763585426451527e-09,0.7113792300224304|-1.150419404183367e-08,1,1.6392947443932826e-08|Running
-903.9715576171875,18.36591911315918,-830.7744140625|0.8182697892189026,-6.96136339684017e-08,0.574834406375885|6.796550167109672e-08,1,2.4354003258508783e-08|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.8664900660514832,-1.1207879424546263e-07,0.49919429421424866|1.0607198674961182e-07,1,4.040204260036262e-08|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.8692725896835327,-1.2417969230682502e-07,0.49433305859565735|1.1598356763897755e-07,1,4.725225721813331e-08|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9097611308097839,-1.0096032809769895e-07,0.41513219475746155|9.629545161260467e-08,1,3.216921484749946e-08|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9189416170120239,-5.431829208646377e-08,0.394393652677536|5.018422299940539e-08,1,2.0796282029778013e-08|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9276512265205383,-7.501141929822097e-09,0.3734476864337921|3.868165343590135e-09,1,1.047759656813696e-08|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9276502728462219,3.927597802544369e-08,0.37345001101493835|-4.286670929332104e-08,1,1.3103220730670273e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9250186681747437,9.761164676547196e-08,0.37992164492607117|-1.0123720528554259e-07,1,-1.0437267938812056e-08|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9209864139556885,9.626374009030769e-08,0.3895947337150574|-9.897933495039979e-08,1,-1.3103671037129061e-08|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.919619619846344,7.034838489516915e-08,0.39281007647514343|-7.133478163723339e-08,1,-1.2086058376326037e-08|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9182411432266235,4.4488821515642485e-08,0.3960217237472534|-4.371751671783386e-08,1,-1.0973126407520795e-08|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,1.866827226137957e-08,0.3976256251335144|-1.614725242404802e-08,1,-9.688500668403321e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,-7.1302239668114e-09,0.3976256251335144|1.1380243414294e-08,1,-8.32866930977616e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,-3.290668360023119e-08,0.3976256251335144|3.88842309462234e-08,1,-6.970006349860114e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,-5.866113284014318e-08,0.3976256251335144|6.63647341525575e-08,1,-5.612510012298344e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,-8.439358367695604e-08,0.3976256251335144|9.382176813232945e-08,1,-4.2561767443771714e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,-1.1010405387423816e-07,0.3976256251335144|1.2125535420182132e-07,1,-2.9010112090332996e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,-7.15810628548752e-08,0.3976256251335144|7.831745563180448e-08,1,-7.015246716868262e-10|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,-3.309097351689161e-08,0.3976256251335144|3.541623527780757e-08,1,1.4960932492869006e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,5.366243005511251e-09,0.3976256251335144|-7.448348604555122e-09,1,3.691845940068106e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,4.379061380177518e-08,0.3976256251335144|-5.0276327101528295e-08,1,5.885735010480175e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,8.218216862587724e-08,0.3976256251335144|-9.306773307571348e-08,1,8.077758906210875e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,8.791465688773314e-08,0.3976256251335144|-9.910064591167611e-08,1,7.582307226527973e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,6.10299082381971e-08,0.3976256251335144|-6.84221390656603e-08,1,4.402804343328626e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,3.416812432988081e-08,0.3976256251335144|-3.7769822824884614e-08,1,1.2260061854618698e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,7.329272300182765e-09,0.3976256251335144|-7.143674984888548e-09,1,-1.9480868029830845e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,-1.948666117357334e-08,0.3976256251335144|2.3456324882431545e-08,1,-5.119478174719916e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,-4.627969829584799e-08,0.3976256251335144|5.403019898153616e-08,1,-8.288170150194674e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,-7.304985416567433e-08,0.3976256251335144|8.457796951688579e-08,1,-1.1454166504165642e-08|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,-9.979715542840495e-08,0.3976256251335144|1.1509965958111934e-07,1,-1.4617462795740721e-08|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9175477623939514,-7.935663859370834e-08,0.3976256251335144|9.133007949913008e-08,1,-1.117401016159647e-08|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9168524742126465,-4.3256754622689186e-08,0.3992260992527008|4.951949961196078e-08,1,-5.373704592415152e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9154525399208069,-7.2642749593399e-09,0.40242600440979004|7.743780727764715e-09,1,4.3538833649492403e-10|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9147477746009827,2.8659016493293166e-08,0.4040253460407257|-3.401546777581643e-08,1,6.080206560454826e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.91404128074646,6.451315215372233e-08,0.405621200799942|-7.574882232574964e-08,1,1.164731067149205e-08|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.91404128074646,8.549980634597887e-08,0.405621200799942|-1.000884424229298e-07,1,1.4755549671008339e-08|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.91404128074646,6.197690538556344e-08,0.405621200799942|-7.238681831722715e-08,1,1.03239941040556e-08|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9133312702178955,4.436795819628969e-08,0.40721744298934937|-5.1644043708165555e-08,1,6.876330171934342e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9126185774803162,1.507824087809695e-08,0.4088120758533478|-1.708437125103046e-08,1,1.2555247952406035e-09|Running
-903.9715576171875,18.36591911315918,-830.7743530273438|0.9126179218292236,-8.33098123820264e-09,0.40881359577178955|1.0546326478788615e-08,1,-3.164731587901315e-09|Running
-903.9039916992188,18.36591911315918,-830.7440795898438|0.9126179218292236,-3.17201980237769e-08,0.40881359577178955|3.815341642621206e-08,1,-7.581189009897571e-09|Running
-903.7283935546875,18.36591911315918,-830.6654052734375|0.9126179218292236,-5.508942990672949e-08,0.40881359577178955|6.573691990752195e-08,1,-1.1993879667215879e-08|Running
-903.4447021484375,18.36591911315918,-830.538330078125|0.9126179218292236,-7.843868132795251e-08,0.40881359577178955|9.329684758085932e-08,1,-1.6402808000748337e-08|Running
-903.052978515625,18.36591911315918,-830.3628540039062|0.9126179218292236,-1.0176798781458274e-07,0.40881359577178955|1.2083323497336096e-07,1,-2.0807977563208624e-08|Running
-902.5570068359375,18.36591911315918,-830.140625|0.9126179218292236,-6.590834544795143e-08,0.40881359577178955|7.816039016006471e-08,1,-1.326331577899964e-08|Running
-902.0256958007812,18.36591911315918,-829.902587890625|0.9126179218292236,-3.007934523679978e-08,0.40881359577178955|3.552399974182663e-08,1,-5.725091067887433e-09|Running
-901.4933471679688,18.36591911315918,-829.6640625|0.9126179218292236,5.719038131957177e-09,0.40881359577178955|-7.075954489010883e-09,1,1.8067027873769348e-09|Running
