Mt Freestyle|true|13238
1400.7064208984375,257.40087890625,-101.84381103515625|0.9992900490760803,-1.0589665144777882e-08,-0.037674807012081146|6.514790484857258e-09,1,-1.0828189545009081e-07|Freefall
1401.2894287109375,257.830322265625,-101.86564636230469|0.9990844130516052,-8.575455012760358e-09,-0.0427829883992672|5.380121237408275e-09,1,-7.48021591334691e-08|Freefall
1402.0181884765625,258.2904968261719,-101.89685821533203|0.9988555908203125,-7.719039629705549e-09,-0.047828324139118195|6.137923502791409e-09,1,-3.320502273140846e-08|Freefall
1402.455078125,258.5257263183594,-101.91771697998047|0.9984839558601379,-8.190959022158495e-09,-0.055043842643499374|7.737888552128425e-09,1,-8.444200005897073e-09|Freefall
1403.03759765625,258.7916564941406,-101.9495620727539|0.9983749985694885,-9.901227393527279e-09,-0.05698579549789429|1.131244875551829e-08,1,2.4441856538715e-08|Freefall
1403.6201171875,259.00311279296875,-101.98289489746094|0.998263418674469,-1.1849291325916056e-08,-0.058908332139253616|1.5248529550149215e-08,1,5.7254343488466475e-08|Freefall
1404.20263671875,259.1600646972656,-102.01725006103516|0.9982527494430542,-1.3887772709608726e-08,-0.059088900685310364|1.92421278910615e-08,1,9.00462424624493e-08|Freefall
1404.78515625,259.26251220703125,-102.05176544189453|0.998248815536499,-1.5923834695286132e-08,-0.05915500223636627|2.3229457468687542e-08,1,1.228119685947604e-07|Freefall
1405.36767578125,259.3104553222656,-102.08628845214844|0.9984310269355774,-1.8134363344302074e-08,-0.055995870381593704|2.6890424109637934e-08,1,1.5561627719762328e-07|Freefall
1405.9501953125,259.3039245605469,-102.11908721923828|0.9986960291862488,-1.535987692591334e-08,-0.05105159059166908|2.2305957969592782e-08,1,1.3549028210491088e-07|Freefall
1406.53271484375,259.24285888671875,-102.14897155761719|0.9988721609115601,-1.1528319632247985e-08,-0.047480516135692596|1.6179825479412102e-08,1,9.758227292877564e-08|Freefall
1406.9696044921875,259.16131591796875,-102.16981506347656|0.9991098642349243,-9.058177319332117e-09,-0.04218357428908348|1.1985007652981494e-08,1,6.913026595611882e-08|Freefall
1407.6983642578125,258.957275390625,-102.20071411132812|0.999244213104248,-5.953804116387573e-09,-0.038871876895427704|6.795100926382247e-09,1,2.151068478895013e-08|Freefall
1408.2813720703125,258.73272705078125,-102.22332000732422|0.9992634057998657,-3.968507744644967e-09,-0.038375791162252426|3.332481179896263e-09,1,-1.6637606847780262e-08|Freefall
1408.8643798828125,258.45367431640625,-102.2456283569336|0.9993277788162231,-1.981038888487774e-09,-0.03666042536497116|-2.6422938489978343e-11,1,-5.47577947429545e-08|Freefall
1409.4473876953125,258.1201171875,-102.26705932617188|0.9994428157806396,-1.2319524567150353e-10,-0.03337815776467323|-2.978541857601158e-09,1,-9.287742841479485e-08|Freefall
1410.005615234375,257.7320861816406,-102.28744506835938|0.9995608329772949,1.6013709247530983e-09,-0.029634088277816772|-5.486046283920132e-09,1,-1.3100675744226464e-07|Freefall
1410.5240478515625,257.2895202636719,-102.306396484375|0.9997052550315857,3.058481468087848e-09,-0.02427673526108265|-6.733551050075448e-09,1,-1.51300611150873e-07|Freefall
1410.8868408203125,256.9218444824219,-102.31964874267578|0.9998190402984619,2.9761813014062e-09,-0.019023790955543518|-5.382461587544185e-09,1,-1.264367455178217e-07|Freefall
1411.44189453125,256.2409362792969,-102.33993530273438|0.999904990196228,2.6221340654331016e-09,-0.013783128000795841|-3.7941072505986995e-09,1,-8.500338566364007e-08|Freefall
1411.8411865234375,255.63487243652344,-102.35452270507812|0.9999470710754395,2.2234090124584327e-09,-0.010289501398801804|-2.75737566113321e-09,1,-5.1880125084835527e-08|Freefall
1412.2008056640625,254.9743194580078,-102.36766815185547|0.9999470710754395,1.8250302380451444e-09,-0.010289622470736504|-2.018298195238799e-09,1,-1.8772428944657804e-08|Freefall
1412.520751953125,254.25926208496094,-102.37935638427734|0.9999769330024719,1.3114130892333264e-09,-0.006796323694288731|-1.2142532535008854e-09,1,1.4300060691141425e-08|Freefall
1412.8009033203125,253.48971557617188,-102.38960266113281|0.9999872446060181,7.405031032803322e-10,-0.005049819126725197|-5.014051396301511e-10,1,4.7349089982162695e-08|Freefall
1413.04150390625,252.66566467285156,-102.39839172363281|1,-2.9785410249338895e-12,0.00019048014655709267|-1.2330110023273111e-11,1,8.036874987737974e-08|Freefall
1413.242431640625,251.787109375,-102.40573120117188|0.9999932050704956,-8.610847035406266e-10,0.003683899762108922|4.434699552025023e-10,1,1.133629510263745e-07|Freefall
1413.4532470703125,250.85406494140625,-102.41197204589844|0.9999643564224243,-2.0756028007440364e-09,0.008441535755991936|8.405333096206391e-10,1,1.4631218903105037e-07|Freefall
1413.703857421875,249.86651611328125,-102.4171142578125|0.999908983707428,-3.4005271931647485e-09,0.013490517623722553|1.4570903372757016e-09,1,1.4406930404220475e-07|Freefall
1413.994140625,248.824462890625,-102.42078399658203|0.9998534321784973,-4.628471383938404e-09,0.017122281715273857|2.8022233422575482e-09,1,1.0668312455663909e-07|Freefall
1414.323974609375,247.72792053222656,-102.42266082763672|0.9997521638870239,-6.551581943625706e-09,0.022261692211031914|5.01035213318346e-09,1,6.928815565743207e-08|Freefall
1414.597412109375,246.8697509765625,-102.42262268066406|0.999662458896637,-8.594056133404138e-09,0.025980981066823006|7.525262191165893e-09,1,4.123531738287056e-08|Freefall
1415.045654296875,245.67782592773438,-102.41534423828125|0.99960857629776,-1.1623644269320721e-08,0.02797745354473591|1.1520977949430744e-08,1,3.830806782900709e-09|Landed
1415.6915283203125,244.50946044921875,-102.39755249023438|0.9996047019958496,-1.543644323476201e-08,0.028115522116422653|1.6649172707161597e-08,1,-4.289966426540559e-08|Landed
1416.2110595703125,244.3727569580078,-102.3829345703125|0.9996041655540466,-1.848342456867158e-08,0.028133366256952286|2.074931870765795e-08,1,-8.024925790550697e-08|Running
1416.7301025390625,244.30174255371094,-102.36831665039062|0.9996041655540466,-1.8686884928342806e-08,0.0281344186514616|2.1523648641164073e-08,1,-1.0052609411559388e-07|Running
1417.248779296875,244.15869140625,-102.35372924804688|0.9996041655540466,-1.0371308256651446e-08,0.02813463844358921|1.2336727195361163e-08,1,-6.968405585894288e-08|Running
1417.767333984375,243.9526824951172,-102.33914184570312|0.9995535016059875,-2.117099162646241e-09,0.029880551621317863|3.279324811700235e-09,1,-3.8846710737061585e-08|Running
1418.2855224609375,243.69216918945312,-102.32377624511719|0.9994997382164001,6.075809633188101e-09,0.0316263772547245|-5.8240812172982714e-09,1,-8.051567412792338e-09|Running
1418.8035888671875,243.37716674804688,-102.30751037597656|0.9994997978210449,1.4261725134190328e-08,0.0316261388361454|-1.4987499241669866e-08,1,2.2711486025173144e-08|Running
1419.3216552734375,243.00765991210938,-102.29112243652344|0.9994997978210449,2.2440650226940306e-08,0.0316261388361454|-2.4143089305539434e-08,1,5.3448275139089674e-08|Running
1419.8392333984375,242.58364868164062,-102.27473449707031|0.9994997978210449,3.061259334913302e-08,0.0316261388361454|-3.329086339931564e-08,1,8.41588203570609e-08|Running
1420.3563232421875,242.12669372558594,-102.25837707519531|0.9994997978210449,3.877755716530373e-08,0.0316261388361454|-4.2430826852069004e-08,1,1.1484313944265523e-07|Running
1420.8734130859375,241.91513061523438,-102.24201965332031|0.9994997978210449,2.4691489741712758e-08,0.0316261388361454|-2.7137611269267836e-08,1,7.691565429013281e-08|Running
1421.3900146484375,241.8009796142578,-102.22566223144531|0.9994997978210449,1.061745358299504e-08,0.0316261388361454|-1.185745457377152e-08,1,3.9020545017365293e-08|Running
1421.9066162109375,242.6766357421875,-102.20930480957031|0.9995535016059875,-3.5114735563723798e-09,0.029880549758672714|3.4778138147117943e-09,1,1.1784433429085084e-09|Jumping
1422.447998046875,243.50120544433594,-102.19255065917969|0.9995535016059875,-1.7628330795105285e-08,0.02988053672015667|1.8731874718014296e-08,1,-3.665195791313636e-08|Freefall
1423.0242919921875,244.2712860107422,-102.17523193359375|0.9995996356010437,-3.181614616210027e-08,0.02829531766474247|3.393728320588707e-08,1,-7.448390704212215e-08|Freefall
1423.607177734375,244.9868621826172,-102.1586685180664|0.9996867775917053,-4.6321250835035244e-08,0.02502734400331974|4.9149349479193916e-08,1,-1.1238530817081482e-07|Freefall
1424.190185546875,245.64793395996094,-102.14398956298828|0.999692976474762,-5.459139629238052e-08,0.02477692812681198|5.792966462081495e-08,1,-1.3401511012034462e-07|Freefall
1424.62744140625,246.1079864501953,-102.1332015991211|0.9997349977493286,-4.609408676969906e-08,0.02301938273012638|4.8731170210203345e-08,1,-1.139981975484261e-07|Freefall
1425.356201171875,246.8065948486328,-102.11636352539062|0.9997363686561584,-3.201822451615044e-08,0.02296011708676815|3.387528479947832e-08,1,-8.049316591041134e-08|Freefall
1425.939208984375,247.30416870117188,-102.10299682617188|0.9997377395629883,-2.0775019038410392e-08,0.022900082170963287|2.2010809175299073e-08,1,-5.3712412295681133e-08|Freefall
1426.522216796875,247.74725341796875,-102.08963012695312|0.9997378587722778,-9.541643919419585e-09,0.022896379232406616|1.016142192611369e-08,1,-2.6952449161399272e-08|Freefall
1427.105224609375,248.13583374023438,-102.07626342773438|0.9997729063034058,1.7010248765103597e-09,0.02131068706512451|-1.6964130100660668e-09,1,-2.3448973318629385e-10|Freefall
1427.688232421875,248.46990966796875,-102.06377410888672|0.9997749924659729,1.2874129318163341e-08,0.021213209256529808|-1.3438779866703499e-08,1,2.647530017441113e-08|Freefall
1428.271240234375,248.74948120117188,-102.05143737792969|0.9997761845588684,2.40353212888067e-08,0.02115694060921669|-2.5165713068986406e-08,1,5.316268314459194e-08|Freefall
1428.854248046875,248.9745635986328,-102.03910827636719|0.999776303768158,3.5187252223067844e-08,0.021150417625904083|-3.688386840394742e-08,1,7.982659866456743e-08|Freefall
1429.437255859375,249.1451416015625,-102.02677917480469|0.999776303768158,4.632970984630447e-08,0.02114969864487648|-4.85923337123495e-08,1,1.064675743123189e-07|Freefall
1430.020263671875,249.26121520996094,-102.01445007324219|0.999776303768158,5.7462646196881906e-08,0.021149607375264168|-6.029084431702358e-08,1,1.3308576285453455e-07|Freefall
1430.603271484375,249.32278442382812,-102.00212097167969|0.999776303768158,6.171516275799149e-08,0.02114950679242611|-6.476729197402165e-08,1,1.436269059240658e-07|Freefall
1431.186279296875,249.32986450195312,-101.98979187011719|0.999776303768158,4.536015651979142e-08,0.021149521693587303|-4.761301042321975e-08,1,1.0601669941934233e-07|Freefall
1431.769287109375,249.28244018554688,-101.97746276855469|0.999776303768158,2.901913553898794e-08,0.021149536594748497|-3.047339802719762e-08,1,6.84386307625573e-08|Freefall
1432.352294921875,249.18051147460938,-101.96513366699219|0.999776303768158,1.2692080275655826e-08,0.02114955149590969|-1.3348432581494762e-08,1,3.089267508471494e-08|Freefall
1432.935302734375,249.0240936279297,-101.95280456542969|0.999776303768158,-3.62101593154307e-09,0.021149566397070885|3.761893019316176e-09,1,-6.62120269723232e-09|Freefall
1433.518310546875,248.81317138671875,-101.94047546386719|0.999776303768158,-1.9920165073017415e-08,0.02114958129823208|2.0857591209733073e-08,1,-4.41030216791205e-08|Freefall
1434.101318359375,248.54774475097656,-101.92814636230469|0.999776303768158,-3.6205381803711134e-08,0.021149596199393272|3.7938676200610644e-08,1,-8.155281960853245e-08|Freefall
1434.53857421875,248.3129119873047,-101.91889953613281|0.999776303768158,-4.841015766032797e-08,0.021149488165974617|5.073989584047922e-08,1,-1.0961917240592811e-07|Freefall
1435.12158203125,247.95211791992188,-101.90657043457031|0.999776303768158,-5.7716327717116656e-08,0.02114950306713581|6.05039929268969e-08,1,-1.3116790853473503e-07|Freefall
1435.850341796875,247.4244842529297,-101.89115905761719|0.999776303768158,-4.327169378370854e-08,0.021149521693587303|4.5369102252834637e-08,1,-9.869061301515103e-08|Freefall
1436.433349609375,246.94105529785156,-101.87882995605469|0.999776303768158,-3.172711160459585e-08,0.021149536594748497|3.3272836930109406e-08,1,-7.273376922967145e-08|Freefall
1437.016357421875,246.40313720703125,-101.86650085449219|0.999776303768158,-2.01924006404397e-08,0.02114955149590969|2.1186918885973682e-08,1,-4.679911924654334e-08|Freefall
1437.599365234375,245.8107147216797,-101.85416412353516|0.9998086094856262,-8.646729554584454e-09,0.01956423744559288|9.057853134208926e-09,1,-2.0925417842931893e-08|Freefall
1438.182373046875,245.16378784179688,-101.84268188476562|0.9998672008514404,2.747782446022029e-09,0.01629573665559292|-2.8282660657907854e-09,1,4.915893025980722e-09|Freefall
1438.7657470703125,244.4623565673828,-101.83309173583984|0.999895453453064,1.3801702891669265e-08,0.014459035359323025|-1.4247818924673084e-08,1,3.0750783253097325e-08|Freefall
1439.3492431640625,243.70643615722656,-101.82466125488281|0.9999387264251709,2.4618255878294804e-08,0.011071535758674145|-2.524635434042466e-08,1,5.659125434931411e-08|Freefall
1439.9327392578125,242.89601135253906,-101.81812286376953|0.9999708533287048,3.4973201223920114e-08,0.0076356385834515095|-3.560355210652233e-08,1,8.241772064820907e-08|Freefall
1440.5162353515625,242.0310821533203,-101.81361389160156|0.999983549118042,4.493175254083326e-08,0.005734660197049379|-4.5552830840733805e-08,1,1.081715268469452e-07|Freefall
1441.0997314453125,241.11166381835938,-101.81028747558594|0.9999848008155823,5.4776592151029035e-08,0.005510981660336256|-5.551496684574886e-08,1,1.338294453034905e-07|Freefall
1441.6832275390625,240.1377410888672,-101.80711364746094|0.9999974370002747,6.453348078139243e-08,0.0022682882845401764|-6.489575810064707e-08,1,1.5963942701091582e-07|Freefall
1442.2667236328125,239.10931396484375,-101.80567932128906|0.9999998807907104,4.759775507068298e-08,0.00047954972251318395|-4.7654932444629594e-08,1,1.1922217879600794e-07|Freefall
1442.8502197265625,238.02639770507812,-101.80540466308594|0.9999991059303284,3.043962948368062e-08,-0.0013166613643988967|-3.0335918665969075e-08,1,7.878845309505778e-08|Freefall
1443.4337158203125,236.88897705078125,-101.80615234375|0.9999891519546509,1.2889552536421434e-08,-0.004655264783650637|-1.2711001140530698e-08,1,3.838438900061192e-08|Freefall
1444.0172119140625,235.69705200195312,-101.80878448486328|0.9999788999557495,-5.078235165711931e-09,-0.006499716080725193|5.064687336187035e-09,1,-2.1007837691655595e-09|Freefall
1444.6007080078125,234.45062255859375,-101.81258392333984|0.9999511241912842,-2.3461533160684667e-08,-0.009888701140880585|2.304117607820899e-08,1,-4.262273733957045e-08|Freefall
1445.1842041015625,233.1497039794922,-101.81826782226562|0.9999112486839294,-4.2477591222223055e-08,-0.013324840925633907|4.1372288706043037e-08,1,-8.322599853727297e-08|Freefall
1445.7677001953125,231.79428100585938,-101.82599639892578|0.9998586773872375,-6.218477466291006e-08,-0.016811292618513107|6.011000408534528e-08,1,-1.239204578951103e-07|Freefall
1446.350830078125,230.3843536376953,-101.83576965332031|0.9997938871383667,-5.874739628097814e-08,-0.02030312269926071|5.638200661906012e-08,1,-1.1707622604717471e-07|Freefall
1446.933837890625,228.91993713378906,-101.84756469726562|0.9997533559799194,-4.779260720511047e-08,-0.022210020571947098|4.5709509066682585e-08,1,-9.429862757315277e-08|Freefall
1447.4635009765625,227.40101623535156,-101.85926055908203|0.9997075796127319,-3.695829420280461e-08,-0.02418113872408867|3.523908986835522e-08,1,-7.152298309165417e-08|Landed
1447.97802734375,225.8275909423828,-101.8716049194336|0.9996150732040405,-2.6065457348067866e-08,-0.027744190767407417|2.472107318851613e-08,1,-4.8799435603541497e-08|Landed
1448.4921875,225.49517822265625,-101.8855972290039|0.9995648264884949,-1.5143079679091898e-08,-0.029498349875211716|1.4381989821288244e-08,1,-2.6013267984126287e-08|Running
1449.13427734375,225.55149841308594,-101.90441131591797|0.9994556307792664,-1.4051124708203133e-09,-0.03299137204885483|1.4866211595077061e-09,1,2.4460777847679083e-09|Running
1449.904296875,225.4192352294922,-101.92955780029297|0.9993342757225037,1.517852865617897e-08,-0.03648292273283005|-1.3852036850892091e-08,1,3.661201830595928e-08|Running
1450.1607666015625,225.3303985595703,-101.93869018554688|0.9990549683570862,2.0779712173180087e-08,-0.04346417635679245|-1.8707261517647567e-08,1,4.808855891269559e-08|Running
1450.5450439453125,225.165771484375,-101.95486450195312|0.998977541923523,2.920617347967891e-08,-0.045209117233753204|-2.6286183896218063e-08,1,6.518302342328752e-08|Running
1451.0570068359375,224.89857482910156,-101.97786712646484|0.9988135099411011,4.051070590094241e-08,-0.04869868978857994|-3.6267930880740096e-08,1,8.80066011177405e-08|Running
1451.5682373046875,224.57687377929688,-102.00252532958984|0.9985446333885193,5.192170249301853e-08,-0.05393210053443909|-4.6007148313265134e-08,1,1.1090818219372522e-07|Running
1452.07861328125,224.20068359375,-102.0296859741211|0.9980355501174927,3.9909529903070506e-08,-0.06265037506818771|-3.4698366846441786e-08,1,8.426647468695592e-08|Running
1452.5872802734375,223.76998901367188,-102.06095123291016|0.9975734353065491,1.9746357438066298e-08,-0.06962203979492188|-1.693850926187679e-08,1,4.0920234312125103e-08|Running
1453.093994140625,223.2847900390625,-102.09577941894531|0.9967890381813049,-8.412616159247932e-10,-0.08007287979125977|6.468476865251205e-10,1,-2.4539015264224417e-09|Running
1453.600341796875,224.1604461669922,-102.13105773925781|0.9958950877189636,-2.1850356191066567e-08,-0.09051527827978134|1.7762026516265905e-08,1,-4.597279357199113e-08|Jumping
1454.131103515625,224.98501586914062,-102.17201232910156|0.995300829410553,-4.3530814508585536e-08,-0.09683138877153397|3.501455481114135e-08,1,-8.964860143123587e-08|Freefall
1454.698486328125,225.75509643554688,-102.2242202758789|0.9946264028549194,-6.725855428157956e-08,-0.10352931171655655|5.369970779156574e-08,1,-1.3375350249589246e-07|Freefall
1455.2781982421875,226.47067260742188,-102.28437042236328|0.9935266971588135,-6.057443613372016e-08,-0.11359906196594238|4.796111241489598e-08,1,-1.1376671693597018e-07|Freefall
1455.8577880859375,227.13174438476562,-102.35041809082031|0.9922977089881897,-5.8588621953958864e-08,-0.12387585639953613|4.721999502521612e-08,1,-9.47103444559616e-08|Freefall
1456.4365234375,227.7383270263672,-102.42254638671875|0.9915746450424194,-6.051883616464693e-08,-0.1295364797115326|5.1074511731030725e-08,1,-7.623061293315914e-08|Freefall
1457.0150146484375,228.2904052734375,-102.49816131591797|0.9908567070960999,-6.409445774124833e-08,-0.13491833209991455|5.677096481804256e-08,1,-5.8128229341036786e-08|Freefall
1457.5931396484375,228.78797912597656,-102.57681274414062|0.9903540015220642,-6.875799130057203e-08,-0.13856028020381927|6.380193440236326e-08,1,-4.0209865659335264e-08|Freefall
1458.1707763671875,229.23106384277344,-102.65763092041016|0.989854633808136,-7.404098312235874e-08,-0.14208386838436127|7.15742913826034e-08,1,-2.247153041423644e-08|Freefall
1458.7481689453125,229.61964416503906,-102.740478515625|0.9893510341644287,-7.986493955058904e-08,-0.14554905891418457|8.000252904594163e-08,1,-4.908009110238254e-09|Freefall
1459.3253173828125,229.95372009277344,-102.82532501220703|0.9878713488578796,-8.726435396511079e-08,-0.15527471899986267|9.016621760338239e-08,1,1.1645620467959361e-08|Freefall
1459.901611328125,230.23329162597656,-102.91561889648438|0.986492931842804,-9.852548998878774e-08,-0.16380389034748077|1.0439549669172266e-07,1,2.722725511716817e-08|Freefall
1460.47705078125,230.4583740234375,-103.01107788085938|0.9850186109542847,-1.1345029093945413e-07,-0.17244800925254822|1.2247859615399648e-07,1,4.171350198589607e-08|Freefall
1461.0517578125,230.6289520263672,-103.11156463623047|0.9840436577796936,-1.312144348730726e-07,-0.17792703211307526|1.434136009947906e-07,1,5.57015660263005e-08|Freefall
1461.625732421875,230.74502563476562,-103.21537780761719|0.9833636283874512,-1.356089285309281e-07,-0.18164780735969543|1.4940775372451753e-07,1,6.228111715245177e-08|Freefall
1462.199462890625,230.8065948486328,-103.32135009765625|0.9832909107208252,-9.658163691028676e-08,-0.18204115331172943|1.0704138020400933e-07,1,4.763306549193658e-08|Freefall
1462.773193359375,230.8136749267578,-103.42761993408203|0.9832660555839539,-5.7599990554990654e-08,-0.18217523396015167|6.470506974665113e-08,1,3.305780538198633e-08|Freefall
1463.346923828125,230.76625061035156,-103.5339126586914|0.9832631945610046,-1.865120857758029e-08,-0.18219071626663208|2.2398479515572944e-08,1,1.851022801702129e-08|Freefall
1463.920654296875,230.66432189941406,-103.64020538330078|0.9832628965377808,2.0264330657937535e-08,-0.18219251930713654|-1.9872508971729985e-08,1,3.976182494369596e-09|Freefall
1464.494384765625,230.50790405273438,-103.74649810791016|0.983262836933136,5.914662182249231e-08,-0.18219275772571564|-6.210741787526786e-08,1,-1.0545399220518448e-08|Freefall
1464.9246826171875,230.35482788085938,-103.82621765136719|0.983262836933136,8.828652653392055e-08,-0.1821925938129425|-9.375990828175418e-08,1,-2.1428455454497453e-08|Freefall
1465.4984130859375,230.10302734375,-103.93251037597656|0.9832628965377808,1.2711066688098072e-07,-0.18219254910945892|-1.3593164283065562e-07,1,-3.592833763832459e-08|Freefall
1466.215576171875,229.71163940429688,-104.06538391113281|0.9838165640830994,1.1178254055721482e-07,-0.17917869985103607|-1.1992842985364405e-07,1,-3.463041409190737e-08|Freefall
1466.789306640625,229.33721923828125,-104.16995239257812|0.9844318628311157,8.621703528888247e-08,-0.1757664680480957|-9.290838676179192e-08,1,-2.984039326747734e-08|Freefall
1467.363525390625,228.90829467773438,-104.27252960205078|0.9850385189056396,6.005986108448269e-08,-0.17233431339263916|-6.536330232620458e-08,1,-2.509953844764823e-08|Freefall
1467.938232421875,228.42486572265625,-104.37310791015625|0.9853651523590088,3.347223653804576e-08,-0.17045678198337555|-3.7472950964456686e-08,1,-2.0253244414902838e-08|Freefall
1468.512939453125,227.88694763183594,-104.47251892089844|0.9859383702278137,6.563429799655296e-09,-0.16710937023162842|-9.281957424889242e-09,1,-1.548690953256937e-08|Freefall
1469.088134765625,227.29452514648438,-104.57007598876953|0.9862460494041443,-2.0718520232776427e-08,-0.16528388857841492|1.9214741797668466e-08,1,-1.0697100094603229e-08|Freefall
1469.663330078125,226.64759826660156,-104.66648864746094|0.9868006110191345,-4.8313459899418376e-08,-0.16194014251232147|4.799255393095336e-08,1,-5.893410648383224e-09|Freefall
1470.239013671875,225.9461669921875,-104.76102447509766|0.9870985746383667,-7.628183595898008e-08,-0.1601138561964035|7.70913004544127e-08,1,-1.1561963608741621e-09|Freefall
1470.814697265625,225.19024658203125,-104.85442352294922|0.9873858690261841,-1.0442748532568658e-07,-0.15833242237567902|1.0633669944581925e-07,1,3.586543284583854e-09|Freefall
1471.390869140625,224.37982177734375,-104.94680786132812|0.9874123334884644,-1.326440326465672e-07,-0.15816719830036163|1.3564384460096335e-07,1,8.170991883105216e-09|Freefall
1471.967041015625,223.514892578125,-105.03903198242188|0.9876719117164612,-1.6088482368559198e-07,-0.15653803944587708|1.6494763599439466e-07,1,1.296372875714269e-08|Freefall
1472.543212890625,222.59547424316406,-105.13040161132812|0.9876883029937744,-1.2153955708527064e-07,-0.15643464028835297|1.248160970135359e-07,1,1.1121835008509606e-08|Freefall
1473.119384765625,221.62155151367188,-105.22161865234375|0.9879440665245056,-8.224733960560116e-08,-0.15481138229370117|8.473530499486515e-08,1,9.472199913318491e-09|Freefall
1473.695556640625,220.59312438964844,-105.3119888305664|0.9884458184242249,-4.318978241713012e-08,-0.15157459676265717|4.489943705721089e-08,1,7.856737482825338e-09|Freefall
1474.272216796875,219.5102081298828,-105.4004898071289|0.9889588356018066,-4.654709950813185e-09,-0.14819036424160004|5.604578134921212e-09,1,5.992205842630938e-09|Freefall
1474.84912109375,218.37278747558594,-105.48698425292969|0.9899235367774963,3.284916161305773e-08,-0.14160285890102386|-3.264430148419706e-08,1,3.7696930021979824e-09|Freefall
1475.4266357421875,217.1808624267578,-105.56974792480469|0.9908714890480042,6.828477694398316e-08,-0.13480998575687408|-6.880342340309653e-08,1,8.117101435445306e-10|Freefall
1476.004638671875,215.93443298339844,-105.64848327636719|0.991787314414978,1.0139773110040551e-07,-0.12789805233478546|-1.0261333471817125e-07,1,-2.9153739422582703e-09|Freefall
1476.5831298828125,214.63351440429688,-105.7231674194336|0.9922677874565125,1.3273177046357887e-07,-0.12411534786224365|-1.3463007064729027e-07,1,-6.907343585993431e-09|Freefall
1477.161865234375,213.27809143066406,-105.7955551147461|0.9932728409767151,1.6251695456048765e-07,-0.11579771339893341|-1.6501707023053314e-07,1,-1.200388677347064e-08|Freefall
1477.7413330078125,211.8681640625,-105.86331939697266|0.9945627450942993,1.1991592430149467e-07,-0.10413927584886551|-1.2184419517780043e-07,1,-1.215467282378313e-08|Freefall
1478.3214111328125,210.40374755859375,-105.92430114746094|0.9957480430603027,7.06173821640732e-08,-0.0921182706952095|-7.21187589647343e-08,1,-1.2969612939173203e-08|Freefall
1478.7183837890625,209.26966857910156,-105.96205139160156|0.9970277547836304,3.048793217885759e-08,-0.0770435705780983|-3.1659443067155735e-08,1,-1.3984410962564198e-08|Landed
1479.3531494140625,207.81454467773438,-106.0119857788086|0.9983440637588501,-3.678301752074731e-08,-0.057524777948856354|3.6009453197038965e-08,1,-1.448409392423855e-08|Landed
1479.861328125,207.70663452148438,-106.04265594482422|0.9992004632949829,-9.060190109266841e-08,-0.0399799607694149|9.012406110286975e-08,1,-1.375429725669619e-08|Running
1480.370849609375,207.6056365966797,-106.06437683105469|0.9997465014457703,-8.966087960970981e-08,-0.022516032680869102|8.951059982109655e-08,1,-7.682258384988927e-09|Running
1480.882080078125,207.4501495361328,-106.07722473144531|0.9999988079071045,-7.060018702986781e-08,-0.0015562624903395772|7.060051387952626e-08,1,1.532112908764205e-10|Running
1481.395751953125,207.2401580810547,-106.07962036132812|0.9997378587722778,-5.1706301462672855e-08,0.02289584092795849|5.1540492762569556e-08,1,7.83199993747985e-09|Running
1481.9119873046875,206.9756622314453,-106.06967163085938|0.9986173510551453,-3.302634254964687e-08,0.052567921578884125|3.226633893405051e-08,1,1.5306232725720292e-08|Running
1482.43115234375,206.6566619873047,-106.04464721679688|0.9963231682777405,-1.4602670184160615e-08,0.08567498624324799|1.2738025745306913e-08,1,2.2310832292760097e-08|Running
1482.95068359375,207.53231811523438,-106.01760864257812|0.9925110340118408,3.5162965872359564e-09,0.12215523421764374|-7.075168895198658e-09,1,2.870025817003352e-08|Jumping
1483.489990234375,208.3568878173828,-105.97581481933594|0.9886199831962585,1.2289755879635322e-08,0.15043455362319946|-1.777030078642383e-08,1,3.5087136751599246e-08|Freefall
1484.0546875,209.12696838378906,-105.90433502197266|0.9841763973236084,-1.3266525655808437e-08,0.17719149589538574|5.516239465208628e-09,1,4.423221611205008e-08|Freefall
1484.6282958984375,209.84254455566406,-105.80342102050781|0.9794859290122986,-7.410531566165446e-08,0.2015126347541809|6.370979832581725e-08,1,5.807311964645123e-08|Freefall
1485.1995849609375,210.5036163330078,-105.6861343383789|0.9749475121498108,-1.2414112404712796e-07,0.22243502736091614|1.132675961912355e-07,1,6.164118104834415e-08|Freefall
1485.7684326171875,211.11019897460938,-105.5565414428711|0.9711819291114807,-1.5483222171042144e-07,0.23833930492401123|1.4633316425261e-07,1,5.335290964580963e-08|Freefall
1486.3349609375,211.6622772216797,-105.41756439208984|0.9688530564308167,-1.4058672093142377e-07,0.24763642251491547|1.360644716896786e-07,1,3.537545012477494e-08|Freefall
1486.9000244140625,212.15985107421875,-105.27304077148438|0.9677909016609192,-1.114403360702454e-07,0.25175541639328003|1.1165183622097175e-07,1,1.3444429569631211e-08|Freefall
1487.4644775390625,212.60293579101562,-105.12609100341797|0.9672520756721497,-8.305101317773733e-08,0.25381770730018616|8.815425189823145e-08,1,-8.732139455958077e-09|Freefall
1488.0286865234375,212.99151611328125,-104.97799682617188|0.9671885371208191,-5.48262200084082e-08,0.25405973196029663|6.485771564257448e-08,1,-3.110849888798839e-08|Freefall
