MT Varsha|true|8344
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,1.0303050146376336e-07,0.4816772937774658|-9.669563638681211e-08,1,-3.797440584207834e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,5.9489515535915416e-08,0.4816772937774658|-5.583178719348325e-08,1,-2.1926307880448803e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,1.5985733625711873e-08,0.4816772937774658|-1.5002852293832802e-08,1,-5.891921173173387e-09|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,-4.920025276078377e-08,0.4816772937774658|4.617514548499457e-08,1,1.8133974322154245e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,-9.261115962999611e-08,0.4816772937774658|8.691691988360617e-08,1,3.413413196540205e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,-1.1430270774326345e-07,0.4816772937774658|1.0727475086014238e-07,1,4.212908066847376e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,-8.403360851616526e-08,0.4816772937774658|7.88667620099659e-08,1,3.0972657327765774e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,-5.379037304464873e-08,0.4816772937774658|5.048304529964298e-08,1,1.9825771246928525e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,-2.357297823607496e-08,0.4816772937774658|2.212357941289156e-08,1,8.688408215107302e-09|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,6.61859678174892e-09,0.4816772937774658|-6.211654746124395e-09,1,-2.4394370967684154e-09|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,3.678437465737261e-08,0.4816772937774658|-3.4522678049597744e-08,1,-1.3557771794125983e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,6.692437892752423e-08,0.4816772937774658|-6.280951225789977e-08,1,-2.466660653510644e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,9.703862957621823e-08,0.4816772937774658|-9.107218090775859e-08,1,-3.576595020149398e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,1.2712715147245035e-07,0.4816772937774658|-1.1931069821002893e-07,1,-4.685580634600228e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,8.287370434345576e-08,0.4816772937774658|-7.777818922249935e-08,1,-3.0545116658231564e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,3.865806519343096e-08,0.4816772937774658|-3.628116473919363e-08,1,-1.424836426622278e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,-5.519796175690317e-09,0.4816772937774658|5.180404549776085e-09,1,2.0344652629233906e-09|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,-4.9659909961974336e-08,0.4816772937774658|4.660654795429764e-08,1,1.8303381921214168e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,-9.376230991620105e-08,0.4816772937774658|8.79973001133294e-08,1,3.4558397032924404e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,-1.0049922849475479e-07,0.4816772937774658|9.431999359321708e-08,1,3.704145257188429e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,-6.991853496174372e-08,0.4816772937774658|6.561956666928381e-08,1,2.5770191314222757e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,-3.9363968085126544e-08,0.4816772937774658|3.694365702244795e-08,1,1.450856146334445e-08|Running
-894.7199096679688,132.2769012451172,-904.3870239257812|0.8763486742973328,-8.835511877691715e-09,0.4816772937774658|8.292251330033196e-09,1,3.256554581554383e-09|Running
-894.6536254882812,132.2769012451172,-904.3505859375|0.8763487339019775,2.16701216970705e-08,0.48167720437049866|-2.0337731498898393e-08,1,-7.987043915136383e-09|Running
-894.4813842773438,132.2769012451172,-904.2559204101562|0.8763487935066223,5.214969789335555e-08,0.4816771149635315|-4.89432565586867e-08,1,-1.922104431173466e-08|Running
-894.1170654296875,132.2769012451172,-904.0557250976562|0.8763487935066223,9.021256630603602e-08,0.48167702555656433|-8.466580680988045e-08,1,-3.325005693000094e-08|Running
-893.7064208984375,132.2769012451172,-903.8300170898438|0.8763487935066223,1.206336008863218e-07,0.48167702555656433|-1.1321638027084191e-07,1,-4.4462492354568894e-08|Running
-892.3069458007812,132.2769012451172,-903.0608520507812|0.8763487935066223,-1.946118377560424e-09,0.48167702555656433|1.8264793011368852e-09,1,7.172551996781351e-10|Running
-891.6060180664062,132.20069885253906,-902.6755981445312|0.8763487935066223,-6.311823597116017e-08,0.48167702555656433|5.9237404315126696e-08,1,2.3263739379331128e-08|Running
-891.3723754882812,132.19265747070312,-902.5471801757812|0.8763487935066223,-8.349152835762652e-08,0.48167702555656433|7.835803472744374e-08,1,3.0772813630619567e-08|Running
-890.9050903320312,132.19137573242188,-902.2903442382812|0.8763487935066223,-1.0611230294443885e-07,0.48167702555656433|9.958795743614246e-08,1,3.911026169589604e-08|Running
-890.5546264648438,132.1913604736328,-902.0977172851562|0.8763487935066223,-8.235392101596517e-08,0.48167702555656433|7.729036610726325e-08,1,3.0353540125815925e-08|Running
-890.0873413085938,132.1913604736328,-901.8408813476562|0.8763487935066223,-5.069975728133613e-08,0.48167702555656433|4.758246063829574e-08,1,1.868663801474213e-08|Running
-889.5032348632812,132.1913604736328,-901.5198364257812|0.8763487935066223,-1.1170080860267717e-08,0.48167702555656433|1.0483277357309362e-08,1,4.117019170024605e-09|Running
-889.1527709960938,132.1913604736328,-901.3272094726562|0.8763487935066223,1.2527461734634926e-08,0.48167702555656433|-1.1757212980967324e-08,1,-4.61728788536675e-09|Running
-888.6854858398438,132.1913604736328,-901.0703735351562|0.8763487935066223,4.410056675396845e-08,0.48167702555656433|-4.1389029092897545e-08,1,-1.6254329437970227e-08|Running
-888.2182006835938,132.1913604736328,-900.8135375976562|0.8763487935066223,7.564669601833884e-08,0.48167702555656433|-7.099552590261737e-08,1,-2.78814340504141e-08|Running
-887.7509155273438,132.1913604736328,-900.5567016601562|0.8763487935066223,1.0716587439674186e-07,0.48167702555656433|-1.005767344963715e-07,1,-3.9498612380839404e-08|Running
-887.2836303710938,132.1913604736328,-900.2998657226562|0.8763487935066223,8.688250119348595e-08,0.48167702555656433|-8.154048458663965e-08,1,-3.2022683171817334e-08|Running
-886.8163452148438,132.1913604736328,-900.0430297851562|0.8763487935066223,4.936527631116405e-08,0.48167702555656433|-4.633002603782188e-08,1,-1.819479322762163e-08|Running
-886.3490600585938,132.1913604736328,-899.7861938476562|0.8763487935066223,1.1880101347117034e-08,0.48167702555656433|-1.1149642986651997e-08,1,-4.37871250369426e-09|Running
-885.8817749023438,132.1913604736328,-899.5293579101562|0.8763487935066223,-2.5573054784899796e-08,0.48167702555656433|2.4000689435865752e-08,1,9.425568769927395e-09|Running
-885.4144897460938,132.1913604736328,-899.2725219726562|0.8763487935066223,-6.299421784206061e-08,0.48167702555656433|5.912099609872712e-08,1,2.321806036320595e-08|Running
-884.9472045898438,132.1913604736328,-899.0156860351562|0.8763487935066223,-1.0038341713425325e-07,0.48167702555656433|9.421130187092785e-08,1,3.699877382246086e-08|Running
-884.4799194335938,132.1913604736328,-898.7588500976562|0.8763487935066223,-8.606966162005847e-08,0.48167702555656433|8.077763169467289e-08,1,3.172308637999777e-08|Running
-884.0126342773438,132.1913604736328,-898.5020141601562|0.8763487935066223,-5.4551819061998685e-08,0.48167702555656433|5.119767720884738e-08,1,2.0106410758558013e-08|Running
-883.5453491210938,132.1913604736328,-898.2451782226562|0.8763487935066223,-2.3060898968196852e-08,0.48167702555656433|2.164299317541918e-08,1,8.49965342553105e-09|Running
-883.0780639648438,132.1913604736328,-897.9883422851562|0.8763487935066223,8.403116424915424e-09,0.48167702555656433|-7.88643728100169e-09,1,-3.0971936126888977e-09|Running
-882.6107788085938,132.1913604736328,-897.7315063476562|0.8763487935066223,3.9840251986333897e-08,0.48167702555656433|-3.739063814123256e-08,1,-1.468413834970761e-08|Running
-882.1434936523438,132.1913604736328,-897.4746704101562|0.8763487935066223,7.125053258505432e-08,0.48167702555656433|-6.686963160973391e-08,1,-2.6261188779130862e-08|Running
-881.6762084960938,132.1913604736328,-897.2178344726562|0.8763487935066223,1.0263398309007243e-07,0.48167702555656433|-9.632343989096626e-08,1,-3.782835378274285e-08|Running
-881.2089233398438,132.1913604736328,-896.9609985351562|0.8763487935066223,9.870377937204466e-08,0.48167702555656433|-9.263488465194314e-08,1,-3.637978096548977e-08|Running
-880.7416381835938,132.1913604736328,-896.7041625976562|0.8763487935066223,5.9505161686956853e-08,0.48167702555656433|-5.584643147926727e-08,1,-2.1932139659952554e-08|Running
-880.2743530273438,132.1913604736328,-896.4473266601562|0.8763486742973328,2.0340033657362255e-08,0.48167723417282104|-1.9089405611794064e-08,1,-7.496842258092329e-09|Running
-879.8070678710938,132.1913604736328,-896.1904907226562|0.8763486742973328,-1.879162958573488e-08,0.48167723417282104|1.7636200055903828e-08,1,6.926148099495322e-09|Running
-879.3397827148438,132.1913604736328,-895.9336547851562|0.8763486742973328,-5.788985291133031e-08,0.48167723417282104|5.433041749824952e-08,1,2.133682563965067e-08|Running
-878.8724975585938,132.1913604736328,-895.6768188476562|0.8763486742973328,-9.695467184656081e-08,0.48167723417282104|9.099327513695243e-08,1,3.573520146460396e-08|Running
-878.4052124023438,132.1913604736328,-895.4199829101562|0.8763486742973328,-9.954779045528994e-08,0.48167723417282104|9.3426947955777e-08,1,3.6690973814756944e-08|Running
-877.9379272460938,132.1913604736328,-895.1631469726562|0.8763486742973328,-6.571594468596231e-08,0.48167723417282104|6.167530841594271e-08,1,2.422134670609921e-08|Running
-877.3538208007812,132.1913604736328,-894.8421020507812|0.8763486742973328,-2.346679295328613e-08,0.48167723417282104|2.2023918688773847e-08,1,8.649281291184252e-09|Running
-877.0033569335938,132.1913604736328,-894.6494750976562|0.8763486742973328,1.8610364360682752e-09,0.48167723417282104|-1.7465805468575013e-09,1,-6.859839918327282e-10|Running
-876.5360717773438,132.1913604736328,-894.3926391601562|0.8763486742973328,3.5606227299922466e-08,0.48167723417282104|-3.3416874600789015e-08,1,-1.3123708342277496e-08|Running
-876.0687866210938,132.1913604736328,-894.1358032226562|0.8763486742973328,6.932258145297965e-08,0.48167723417282104|-6.506010663542838e-08,1,-2.5550814797270505e-08|Running
-875.0173950195312,132.1913604736328,-893.5579223632812|0.8763486742973328,9.087837327115267e-08,0.48167723417282104|-8.52904875614513e-08,1,-3.349580168787725e-08|Running
-874.0828247070312,132.1913604736328,-893.0442504882812|0.8763486742973328,1.372983327030397e-08,0.48167723417282104|-1.2885643663196333e-08,1,-5.060476926388446e-09|Running
-873.7323608398438,132.1913604736328,-892.8516235351562|0.8780257701873779,-1.5179734802472922e-08,0.47861337661743164|1.4216677612921558e-08,1,5.635291788763652e-09|Running
-872.9129638671875,132.1913604736328,-892.4046020507812|0.8821731209754944,-8.263464934543663e-08,0.4709252715110779|7.747757990728132e-08,1,3.033605011637519e-08|Running
-872.7955322265625,132.1913604736328,-892.3414306640625|0.8821731209754944,-9.226283026464444e-08,0.4709252715110779|8.650017946365551e-08,1,3.387946989619195e-08|Running
-872.20751953125,132.1913604736328,-892.0272216796875|0.882994532585144,-8.77041443914095e-08,0.4693832993507385|8.224552772162497e-08,1,3.2131087124298574e-08|Running
-871.8543701171875,132.1913604736328,-891.8392944335938|0.8838120102882385,-6.390174434045548e-08,0.4678421914577484|5.996265173280335e-08,1,2.3311345742627054e-08|Running
-871.2651977539062,132.1913604736328,-891.5272827148438|0.8918498754501343,-2.4190052627659497e-08,0.4523315131664276|2.316119029899255e-08,1,7.812295699238803e-09|Running
-870.9090576171875,132.1913604736328,-891.3451538085938|0.8980827331542969,-3.5271324749786004e-10,0.4398266077041626|9.674336887144364e-10,1,-1.1734675453567434e-09|Running
-870.4306030273438,132.1913604736328,-891.1095581054688|0.9033936262130737,3.1437334513384485e-08,0.4288122057914734|-2.8758950776364145e-08,1,-1.2725104525657116e-08|Running
-869.94921875,132.1913604736328,-890.8800048828125|0.9092963337898254,6.322942169845192e-08,0.41614916920661926|-5.862047558480299e-08,1,-2.3852106068034118e-08|Running
-868.9798583984375,132.1913604736328,-890.43505859375|0.9136084914207458,1.0901892721904005e-07,0.4065950810909271|-1.0161740959802046e-07,1,-3.9794876727228257e-08|Running
-868.6148071289062,132.1913604736328,-890.271728515625|0.9164266586303711,7.95857175717174e-08,0.4002027213573456|-7.448377914442972e-08,1,-2.830266332409792e-08|Running
-868.1262817382812,132.1913604736328,-890.0577392578125|0.9164266586303711,4.037076806184814e-08,0.4002027213573456|-3.796554182144973e-08,1,-1.3938276310909714e-08|Running
-867.8818969726562,132.1913604736328,-889.9510498046875|0.9164276719093323,2.0775846820697552e-08,0.40020042657852173|-1.971814889145662e-08,1,-6.76058675708191e-09|Running
-867.5153198242188,132.1913604736328,-889.791015625|0.9164276719093323,-8.6008622446343e-09,0.40020042657852173|7.638394805553617e-09,1,4.0000611711832335e-09|Running
-866.7821655273438,132.1913604736328,-889.470947265625|0.9157267808914185,-6.729398194238456e-08,0.40180158615112305|6.229194582374475e-08,1,2.5514035328910722e-08|Running
-866.5379028320312,132.1913604736328,-889.3639526367188|0.9157265424728394,-8.68416520916071e-08,0.4018020033836365|8.049656230468827e-08,1,3.267482640012531e-08|Running
-865.805419921875,132.1913604736328,-889.0424194335938|0.9157270193099976,-9.089260544214994e-08,0.40180104970932007|8.44071976757732e-08,1,3.3844251845494e-08|Running
-865.439208984375,132.1913604736328,-888.8816528320312|0.9150238633155823,-6.56550298572256e-08,0.4033997654914856|6.098117211195131e-08,1,2.4431855649709178e-08|Running
-865.0731811523438,132.1913604736328,-888.7203979492188|0.9150238037109375,-4.043361556682612e-08,0.40339988470077515|3.7629341420597484e-08,1,1.48782239861589e-08|Running
-864.3411254882812,132.1913604736328,-888.3977661132812|0.9150238633155823,9.960779756568172e-09,0.4033997654914856|-9.02946784009373e-09,1,-4.210713555607981e-09|Running
-863.97509765625,132.1913604736328,-888.2364501953125|0.9150238037109375,3.513378032948822e-08,0.40339988470077515|-3.233646950207003e-08,1,-1.3746014992932487e-08|Running
-863.487060546875,132.1913604736328,-888.0213623046875|0.9150238633155823,6.86727119614261e-08,0.4033997654914856|-6.338925828686115e-08,1,-2.645024821390507e-08|Running
-863.1210327148438,132.1913604736328,-887.8600463867188|0.9150238037109375,9.38081186063755e-08,0.40339988470077515|-8.666145845381834e-08,1,-3.597131481569704e-08|Running
-862.6329956054688,132.1913604736328,-887.6449584960938|0.9150238633155823,1.0935592342775635e-07,0.4033997654914856|-1.0108020376264903e-07,1,-4.1807478368127704e-08|Running
-862.1449584960938,132.1913604736328,-887.4298706054688|0.9150238037109375,7.109031230356777e-08,0.40339988470077515|-6.574484956445303e-08,1,-2.710019408880271e-08|Running
-861.6569213867188,132.1913604736328,-887.2147827148438|0.9150238633155823,3.285737548708312e-08,0.4033997654914856|-3.043966501081741e-08,1,-1.2405444671514942e-08|Running
-861.1688842773438,132.1913604736328,-886.9996948242188|0.9150238037109375,-5.342921216566765e-09,0.40339988470077515|4.8353743231643875e-09,1,2.2767454588290548e-09|Running
-860.6808471679688,132.1913604736328,-886.7846069335938|0.9150238633155823,-4.351060312046684e-08,0.4033997654914856|4.008029819146941e-08,1,1.6946403391671083e-08|Running
-860.1928100585938,132.1913604736328,-886.5695190429688|0.9150238037109375,-8.1645701754951e-08,0.40339988470077515|7.52951265781121e-08,1,3.160354467013349e-08|Running
-859.7047729492188,132.1913604736328,-886.3544311523438|0.9150238633155823,-1.0238416336960654e-07,0.4033997654914856|9.445746940173194e-08,1,3.9547188634969643e-08|Running
-859.2167358398438,132.1913604736328,-886.1393432617188|0.9150238037109375,-7.103493260274263e-08,0.40339988470077515|6.555666942631433e-08,1,2.7389756240836505e-08|Running
-858.7286987304688,132.1913604736328,-885.9242553710938|0.9150238633155823,-3.97124679807348e-08,0.4033997654914856|3.6680543047395986e-08,1,1.524268355979075e-08|Running
