bayiii|true|1391
-65.62452697753906,12.026640892028809,9.609213829040527|-0.9999991655349731,1.0501576497290444e-07,0.001294424058869481|1.0500811953306766e-07,1,-5.9780815853116565e-09|Running
-66.29118347167969,12.026640892028809,9.61369514465332|-0.9999955892562866,7.558812598063014e-08,0.002977656666189432|7.557931525070671e-08,1,-3.071738863269502e-09|Running
-66.62451171875,12.026640892028809,9.616037368774414|-0.999993085861206,3.6683800885839446e-08,0.0037250667810440063|3.6684603799130855e-08,1,1.4687996652273938e-10|Running
-67.02450561523438,12.026640892028809,9.61948013305664|-0.9999889731407166,4.058616998037223e-09,0.00469587417319417|4.07627842591296e-09,1,3.751413846231344e-09|Running
-67.49110412597656,12.026640892028809,9.62581729888916|-0.999977707862854,9.175524340321317e-09,0.00667526014149189|9.223178665251908e-09,1,7.108091448770892e-09|Running
-67.95771026611328,12.026640892028809,9.63236141204834|-0.9999641180038452,8.500079928808191e-08,0.008474762551486492|8.507981874572579e-08,1,8.96365737190763e-09|Running
-68.6242904663086,12.026640892028809,9.642805099487305|-0.9999405145645142,1.1827330581581919e-07,0.010909579694271088|1.1826777779333497e-07,1,-1.1518839215796106e-09|Running
-69.29086303710938,12.026640892028809,9.65331745147705|-0.9999200701713562,5.0874117363264304e-08,0.012641655281186104|5.0788521832600964e-08,1,-7.091895515287661e-09|Running
-70.3572769165039,12.026640892028809,9.675511360168457|-0.9998565912246704,9.64924922186583e-08,0.016933515667915344|9.620141128152682e-08,1,-1.8004159940687714e-08|Running
-71.42367553710938,12.026640892028809,9.699694633483887|-0.9997970461845398,8.314212607274385e-08,0.020146317780017853|8.32222895041923e-08,1,3.140713689120389e-09|Running
-72.48995208740234,12.026640892028809,9.72996711730957|-0.9996991157531738,1.001617775386876e-07,0.02452811785042286|1.0036340825081425e-07,1,6.989131495771517e-09|Running
-73.55587005615234,12.026640892028809,9.769925117492676|-0.9995075464248657,1.1340934236159228e-07,0.03137882798910141|1.1317890624695792e-07,1,-9.119943911173323e-09|Running
-74.22206115722656,12.026640892028809,9.79465103149414|-0.9994345903396606,1.1467678007193172e-07,0.033622417598962784|1.1448494063870385e-07,1,-7.63089147426399e-09|Running
-75.28797912597656,12.026640892028809,9.834177017211914|-0.9993675947189331,-1.4721660335226261e-08,0.03555853292346001|-1.463040977256469e-08,1,2.826400891109415e-09|Running
-76.35389709472656,12.026640892028809,9.87293815612793|-0.9993486404418945,-7.170876870077336e-08,0.036086734384298325|-7.152606684712737e-08,1,6.353885861898334e-09|Running
-77.42005920410156,12.026640892028809,9.904682159423828|-0.999457836151123,9.472879014538194e-08,0.03292391076683998|9.453562910266555e-08,1,-7.4234578484322356e-09|Running
-77.88656616210938,12.026640892028809,9.916548728942871|-0.9995148181915283,1.0046731091506444e-07,0.031147249042987823|1.003189566972651e-07,1,-6.325684420716016e-09|Running
-78.28642272949219,12.026640892028809,9.926569938659668|-0.9995543956756592,7.245277799938776e-08,0.02985060028731823|7.240257104967895e-08,1,-2.7627058418744355e-09|Running
-78.81962585449219,12.026640892028809,9.938424110412598|-0.9996125102043152,9.028961756030185e-08,0.027835218235850334|9.0314159706395e-08,1,-3.754819510870533e-10|Running
-79.88616943359375,12.026640892028809,9.955658912658691|-0.9997649788856506,1.0483870482858038e-07,0.021678907796740532|1.0476096434786086e-07,1,-4.721677271390945e-09|Running
-80.61942291259766,12.026640892028809,9.945359230041504|-0.9999581575393677,1.818507513462464e-07,0.00915075745433569|1.8181367522629444e-07,1,-4.883485171802704e-09|Running
-81.28594207763672,12.026640892028809,9.932703018188477|-0.9999997615814209,1.416754287220101e-07,-0.0007128004217520356|1.4167703454859293e-07,1,-2.194384896014867e-09|Running
-81.88580322265625,12.026640892028809,9.919251441955566|-0.9999712109565735,1.3116823538439348e-07,-0.007591852452605963|1.3118025776748254e-07,1,-1.085509571119303e-09|Running
-82.35236358642578,12.026640892028809,9.908681869506836|-0.9999347925186157,1.251020336212605e-07,-0.011421546339988708|1.2511505076417961e-07,1,-4.2492503959934425e-10|Running
-82.88556671142578,12.026640892028809,9.896599769592285|-0.9998934268951416,1.0642255432458114e-07,-0.01460031047463417|1.0643229586548841e-07,1,1.0961908464279801e-10|Running
-83.28546905517578,12.026640892028809,9.887537956237793|-0.999866247177124,1.0679206496888582e-07,-0.016356052830815315|1.0679926276679907e-07,1,4.33656083265177e-10|Running
-83.81867980957031,12.026640892028809,9.87545394897461|-0.9998357892036438,8.116060712382023e-08,-0.018122674897313118|8.11644653708754e-08,1,5.22610010822433e-10|Running
-84.41853332519531,12.026640892028809,9.861858367919922|-0.9998085498809814,4.17351664339094e-08,-0.019565822556614876|4.173364587245487e-08,1,4.858925484185761e-10|Running
-84.95173645019531,12.026640892028809,9.849776268005371|-0.9997907280921936,3.0511912996189494e-08,-0.02045731246471405|3.050581653951667e-08,1,6.099042382246012e-10|Running
-85.41828918457031,12.026640892028809,9.839200973510742|-0.999779224395752,2.9613774543690852e-08,-0.021012308076024055|2.9603665296917825e-08,1,7.922330569343217e-10|Running
-85.88484191894531,12.026640892028809,9.828627586364746|-0.9997705221176147,3.297856565609436e-08,-0.021422624588012695|3.2964397433943304e-08,1,1.0144566298109225e-09|Running
-86.55134582519531,12.026640892028809,9.81352424621582|-0.999761164188385,4.16500327560243e-08,-0.02185426838696003|4.162999189816219e-08,1,1.3719679836654564e-09|Running
-87.08454895019531,12.026640892028809,9.80143928527832|-0.9997560381889343,5.041727035859367e-08,-0.02208874560892582|5.039251504967979e-08,1,1.6773126221281132e-09|Running
-87.75105285644531,12.026640892028809,9.786330223083496|-0.9997515678405762,6.232660609839513e-08,-0.022289961576461792|6.229586091421879e-08,1,2.0734793881871383e-09|Running
-88.48429107666016,12.026640892028809,9.77451229095459|-0.9997954964637756,1.096054162985638e-07,-0.02022208273410797|1.0957282370327448e-07,1,2.7197837315640072e-09|Running
-89.21760559082031,12.026640892028809,9.773465156555176|-0.9999068975448608,1.1956404932789155e-07,-0.013645141385495663|1.195748353666204e-07,1,2.5321153160340337e-11|Running
-89.88418579101562,12.026640892028809,9.782724380493164|-0.9999895095825195,1.392700710312056e-07,-0.004578772932291031|1.3927561326454452e-07,1,-8.922740324379674e-10|Running
-90.28408813476562,12.026640892028809,9.790863990783691|-0.9999997615814209,1.3732122283727222e-07,0.0006566329975612462|1.37320185444878e-07,1,-1.614713474040741e-09|Running
-90.68395233154297,12.026640892028809,9.80092716217041|-0.9999838471412659,1.2632608559215441e-07,0.005679752677679062|1.263156974573576e-07,1,-2.1877870626241247e-09|Running
-91.21708679199219,12.026640892028809,9.81580924987793|-0.9999306797981262,1.2561405071664922e-07,0.011772743426263332|1.2558754747260537e-07,1,-2.9911488841349865e-09|Running
-91.68358612060547,12.026640892028809,9.828912734985352|-0.9998742341995239,1.196215748677787e-07,0.015857860445976257|1.1958215395679872e-07,1,-3.433888062787105e-09|Running
-92.1500244140625,12.026640892028809,9.843464851379395|-0.9998090863227844,1.152357782530089e-07,0.019538501277565956|1.1518469023030775e-07,1,-3.740010079411604e-09|Running
-92.7497329711914,12.026640892028809,9.861946105957031|-0.9997329711914062,1.0705543473932266e-07,0.023107461631298065|1.0699339014763609e-07,1,-3.9214658187347595e-09|Running
-93.48271942138672,12.026640892028809,9.884498596191406|-0.9996598958969116,7.995021888973497e-08,0.026079392060637474|7.989047645651226e-08,1,-3.3327021142781632e-09|Running
-93.94916534423828,12.026640892028809,9.898850440979004|-0.9996271133422852,9.116465804481777e-08,0.02730664610862732|9.108629939191815e-08,1,-4.113547724671207e-09|Running
-94.34896850585938,12.026640892028809,9.911152839660645|-0.9996063709259033,1.1684977607728797e-07,0.028054874390363693|1.1674244859705141e-07,1,-5.463603791611149e-09|Running
-94.68214416503906,12.026640892028809,9.921405792236328|-0.999592661857605,9.123767341634448e-08,0.028540145605802536|9.11513140522402e-08,1,-4.326988989333813e-09|Running
-95.2818603515625,12.026640892028809,9.939861297607422|-0.9995726943016052,-1.0412190221131823e-08,0.02923053689301014|-1.040494179704865e-08,1,4.0007647195139384e-10|Running
-95.81494140625,12.026640892028809,9.956262588500977|-0.999559760093689,-9.496677932929742e-08,0.029669973999261856|-9.487946783792722e-08,1,4.350415583331824e-09|Running
-96.48129272460938,12.026640892028809,9.976771354675293|-0.9995482563972473,-5.0404935336700873e-08,0.0300537571310997|-5.035690264776349e-08,1,2.35508479384805e-09|Running
-96.881103515625,12.026640892028809,9.989076614379883|-0.9995434880256653,-7.326870776758199e-10,0.03021208569407463|-7.301667048764671e-10,1,9.445566551136153e-11|Running
-97.28091430664062,12.026640892028809,10.00137996673584|-0.9995399713516235,4.921801632917777e-08,0.030329274013638496|4.9174463612189356e-08,1,-2.1819022144597966e-09|Running
-97.68072509765625,12.026640892028809,10.013684272766113|-0.9995371699333191,9.930443667371947e-08,0.030420813709497452|9.921447485794488e-08,1,-4.466821579285352e-09|Running
-98.28044128417969,12.026640892028809,10.03213882446289|-0.9995339512825012,5.1538840750708914e-08,0.030526811257004738|5.1491301888972885e-08,1,-2.34337127480444e-09|Running
-99.013427734375,12.026640892028809,10.054695129394531|-0.9995312094688416,-4.941605880048883e-08,0.030617011711001396|-4.937262332305181e-08,1,2.1747168510444226e-09|Running
-99.5465087890625,12.026640892028809,10.071098327636719|-0.9995298981666565,-1.050194740059851e-07,0.03065912425518036|-1.0492571789200156e-07,1,4.666997011071317e-09|Running
-99.87968444824219,12.026640892028809,10.081351280212402|-0.9995293021202087,-6.274819952523103e-08,0.03067771904170513|-6.269188901342204e-08,1,2.7973405813952468e-09|Running
-100.21286010742188,12.026640892028809,10.09160327911377|-0.9995288848876953,-2.0517116894325227e-08,0.030692271888256073|-2.0498257313761314e-08,1,9.291002966982376e-10|Running
-100.67930603027344,12.026640892028809,10.105956077575684|-0.9995283484458923,3.8535777235892965e-08,0.030708670616149902|3.850222896062405e-08,1,-1.683781891692604e-09|Running
-101.21238708496094,12.026640892028809,10.122359275817871|-0.9995279312133789,1.0592138011134011e-07,0.030722973868250847|1.058279863741518e-07,1,-4.665964503658415e-09|Running
-101.74546813964844,12.026640892028809,10.138763427734375|-0.999527633190155,5.146234727249066e-08,0.03073335997760296|5.141673398156854e-08,1,-2.2744839345278933e-09|Running
-102.27854919433594,12.026640892028809,10.155166625976562|-0.9995273947715759,-2.0277571621818424e-08,0.030740801244974136|-2.0260122468584996e-08,1,8.791028460741757e-10|Running
-102.81163024902344,12.026640892028809,10.17156982421875|-0.9995272159576416,-9.189412253363116e-08,0.030746106058359146|-9.181371041222519e-08,1,4.027192357369813e-09|Running
-103.34471130371094,12.026640892028809,10.187973022460938|-0.999527096748352,-7.266450552378956e-08,0.030749907717108727|-7.260076273496452e-08,1,3.189294162098122e-09|Running
-103.87779235839844,12.026640892028809,10.204376220703125|-0.9995270371437073,9.19969267432208e-10,0.030752627179026604|9.19372300511867e-10,1,-3.3552726569352487e-11|Running
-104.21096801757812,12.026640892028809,10.214628219604492|-0.9995269775390625,4.6846452050886e-08,0.030753878876566887|4.680569887227648e-08,1,-2.0450803273064366e-09|Running
-104.61077880859375,12.026640892028809,10.226930618286133|-0.9995269775390625,1.0189346966171797e-07,0.03075506165623665|1.0180458076547438e-07,1,-4.456113256168237e-09|Running
-105.01058959960938,12.026640892028809,10.239233016967773|-0.9995269179344177,8.317386601675025e-08,0.03075600229203701|8.310124144372821e-08,1,-3.6395138014455597e-09|Running
-105.61017608642578,12.026640892028809,10.26146125793457|-0.9994729161262512,2.2683556366587254e-08,0.03246345371007919|2.26615615162018e-08,1,-1.0454563881268086e-09|Running
-106.20974731445312,12.026640892028809,10.283952713012695|-0.9994202256202698,1.976569485862001e-08,0.03404645249247551|1.9738299883442778e-08,1,-1.1407642608318724e-09|Running
-106.60942077636719,12.026640892028809,10.299890518188477|-0.9993798732757568,4.427052502364859e-08,0.035211365669965744|4.421021770895095e-08,1,-2.491231887447043e-09|Running
-107.0757064819336,12.026640892028809,10.318604469299316|-0.9993371963500977,1.0143449458155374e-07,0.03640314191579819|1.0130152361398359e-07,1,-5.497227562045737e-09|Running
-108.14149475097656,12.026640892028809,10.361373901367188|-0.9992612600326538,3.2051115539388775e-08,0.038431450724601746|3.201664711127705e-08,1,-1.512298952732749e-09|Running
-108.67433166503906,12.026640892028809,10.38440990447998|-0.9992113709449768,2.074137661622899e-08,0.039706598967313766|2.0727707550349805e-08,1,-7.559511350230252e-10|Running
-109.00735473632812,12.026640892028809,10.398889541625977|-0.999184250831604,2.796533848936633e-08,0.040383480489254|2.794505249426038e-08,1,-1.0668185224105287e-09|Running
-109.34037780761719,12.026640892028809,10.413370132446289|-0.9991621971130371,4.195745617607827e-08,0.04092603176832199|4.192077440734465e-08,1,-1.7544417030279646e-09|Running
-109.74000549316406,12.026640892028809,10.430744171142578|-0.9991403222084045,6.450621015119395e-08,0.041455499827861786|6.444094680091439e-08,1,-2.910553131840743e-09|Running
-110.00641632080078,12.026640892028809,10.442328453063965|-0.9991284012794495,8.19562373521876e-08,0.041742973029613495|8.186817979094485e-08,1,-3.819077054600939e-09|Running
-110.40604400634766,12.026640892028809,10.459705352783203|-0.9991135001182556,1.1038925151751755e-07,0.042098268866539|1.1026324386875785e-07,1,-5.315166529129556e-09|Running
-110.73906707763672,12.026640892028809,10.474185943603516|-0.9991033673286438,1.1756559814557477e-07,0.042338088154792786|1.1742697125782797e-07,1,-5.761276788973646e-09|Running
-111.1386947631836,12.026640892028809,10.491560935974121|-0.9990934729576111,4.107710793732622e-08,0.04257053881883621|4.102479778111956e-08,1,-2.1024484375686825e-09|Running
-111.6715316772461,12.026640892028809,10.514727592468262|-0.9990830421447754,-5.955303450377869e-08,0.04281388223171234|-5.949191006493493e-08,1,2.7018365322817317e-09|Running
-112.2043685913086,12.026640892028809,10.537893295288086|-0.9990754127502441,-8.523920058678414e-08,0.04299253597855568|-8.514627580780143e-08,1,3.992630226434812e-09|Running
-112.73714447021484,12.026640892028809,10.56270980834961|-0.9990378618240356,-3.084210575821089e-08,0.04385608062148094|-3.0807793649501036e-08,1,1.458263731990428e-09|Running
-113.33631134033203,12.026640892028809,10.59450626373291|-0.9989202618598938,9.524345045974769e-08,0.04645701125264168|9.510116427691173e-08,1,-5.273040226683179e-09|Running
-113.86869812011719,12.026640892028809,10.626274108886719|-0.9987544417381287,1.181252429205415e-07,0.049895308911800385|1.1791796339366556e-07,1,-7.097946230771868e-09|Running
-114.26795196533203,12.026640892028809,10.650294303894043|-0.9986429810523987,1.157718827471399e-07,0.0520784929394722|1.1553325407476223e-07,1,-7.59244489501043e-09|Running
-114.73359680175781,12.026640892028809,10.681142807006836|-0.9984706044197083,1.1686888967687992e-07,0.05528517812490463|1.165959631066471e-07,1,-8.162180265003371e-09|Running
-115.13272094726562,12.026640892028809,10.707804679870605|-0.9983340501785278,1.0814216011567623e-07,0.05769908055663109|1.0787530868583417e-07,1,-7.739595631051088e-09|Running
-115.5318374633789,12.026640892028809,10.734466552734375|-0.9982220530509949,1.12489885850664e-07,0.05960461497306824|1.1219692197528275e-07,1,-8.261858752689477e-09|Running
-115.99748229980469,12.026640892028809,10.765572547912598|-0.9981167912483215,7.841198623737e-08,0.06134200841188431|7.819537017894618e-08,1,-5.931883872989374e-09|Running
-116.39659881591797,12.026640892028809,10.792236328125|-0.9980458617210388,6.954519449209329e-08,0.062485385686159134|6.933756679927683e-08,1,-5.491256338530093e-09|Running
-116.92864990234375,12.026640892028809,10.829415321350098|-0.9979254007339478,1.040683628161787e-07,0.06438098102807999|1.0373526748708173e-07,1,-8.516499505617503e-09|Running
-117.59355163574219,12.026640892028809,10.87811279296875|-0.9977349638938904,1.0380928472386586e-07,0.06726788729429245|1.0347522305664825e-07,1,-8.450364852308212e-09|Running
-118.12547302246094,12.026640892028809,10.917174339294434|-0.9976171255111694,7.543990676595058e-08,0.06899286806583405|7.519565770053305e-08,1,-6.137225394553525e-09|Running
-118.65711212158203,12.026640892028809,10.959474563598633|-0.997429609298706,9.650953103346183e-08,0.07165293395519257|9.617820495577689e-08,1,-8.074225732457307e-09|Running
-119.18854522705078,12.026640892028809,11.0044527053833|-0.9971816539764404,1.0288159302263011e-07,0.07502461969852448|1.0250081317053628e-07,1,-8.92592044721141e-09|Running
-119.58686065673828,12.026640892028809,11.041126251220703|-0.9969289302825928,1.1179778880432423e-07,0.0783119648694992|1.1134861921391348e-07,1,-1.0102326974958942e-08|Running
-119.91873168945312,12.027141571044922,11.07231616973877|-0.9967172145843506,1.1233340302396755e-07,0.08096137642860413|1.1185080950326665e-07,1,-1.0496032487594675e-08|Running
-120.44955444335938,12.029205322265625,11.123908042907715|-0.9963629245758057,1.1949093448038184e-07,0.0852111279964447|1.1892569062865732e-07,1,-1.1709563985107252e-08|Running
-120.847412109375,12.032061576843262,11.165034294128418|-0.9960529208183289,1.2577741870245518e-07,0.0887611135840416|1.2514185243617248e-07,1,-1.272529992490945e-08|Running
-121.24485778808594,12.035914421081543,11.2097749710083|-0.9956376552581787,1.3506463858448114e-07,0.09330391883850098|1.3432989476314106e-07,1,-1.4155215666278309e-08|Running
-121.64207458496094,12.040443420410156,11.256593704223633|-0.995173454284668,1.314517845685259e-07,0.09813164919614792|1.3066855331089755e-07,1,-1.4408298554258181e-08|Running
-122.30347442626953,12.048572540283203,11.339964866638184|-0.9942456483840942,1.3856129044143017e-07,0.10712431371212006|1.37597169214132e-07,1,-1.6391282997574308e-08|Running
-123.22845458984375,12.060256004333496,11.464179992675781|-0.9928393959999084,1.3444578428334353e-07,0.11945674568414688|1.3330327419680543e-07,1,-1.7554738107605772e-08|Running
-123.62247467041016,12.073508262634277,11.520824432373047|-0.9922401905059814,1.3557541933550965e-07,0.12433569878339767|1.343246935903153e-07,1,-1.844246000359817e-08|Running
-124.01121520996094,12.110564231872559,11.5787992477417|-0.9916341304779053,1.2584153807893017e-07,0.12908056378364563|1.2460046150408743e-07,1,-1.7690224396460508e-08|Running
-124.39124298095703,12.178339958190918,11.638677597045898|-0.9909270405769348,1.3356805084185908e-07,0.13440075516700745|1.321544544907738e-07,1,-1.9439047704850054e-08|Running
-124.83309173583984,12.29055118560791,11.71033000946045|-0.9900758862495422,1.3215533556376613e-07,0.14053361117839813|1.306339214579566e-07,1,-2.005097421431401e-08|Running
-125.18885803222656,12.4295654296875,11.76916790008545|-0.9893921613693237,1.3026549083861028e-07,0.14526909589767456|1.2866001952716033e-07,1,-2.044670743828192e-08|Running
-125.6009750366211,12.620108604431152,11.837465286254883|-0.9887242317199707,1.2582037811625923e-07,0.14974769949913025|1.2416543881954567e-07,1,-2.04009769078084e-08|Running
-126.01309204101562,12.821613311767578,11.905760765075684|-0.9882001876831055,1.1493956009189787e-07,0.15316781401634216|1.1335202998452587e-07,1,-1.9097081249697112e-08|Running
-126.42520141601562,13.027397155761719,11.974058151245117|-0.9877979755401611,1.0320908216954194e-07,0.15574073791503906|1.0172173858791211e-07,1,-1.7519869999205184e-08|Running
-126.83727264404297,13.234671592712402,12.04235553741455|-0.9874913096427917,1.1368665298050473e-07,0.15767334401607513|1.1198319782579347e-07,1,-1.9687654173594638e-08|Running
-127.30839538574219,13.470234870910645,12.119267463684082|-0.9873183965682983,5.475953912537079e-08,0.15875276923179626|5.3909637642846064e-08,1,-9.660087840757114e-09|Running
-127.7083740234375,13.690893173217773,12.180874824523926|-0.987514853477478,7.074967722786596e-09,0.15752577781677246|6.922961315325438e-09,1,-1.5136609743393592e-09|Running
-127.98357391357422,13.86857795715332,12.220930099487305|-0.9878466725349426,2.4955580713026393e-08,0.15543153882026672|2.4546931598479205e-08,1,-4.548471821408384e-09|Running
-128.2988739013672,14.095335960388184,12.265585899353027|-0.9883191585540771,1.0331842759114807e-07,0.1523982733488083|1.0182606757780377e-07,1,-1.7597141521719095e-08|Running
-128.76979064941406,14.440459251403809,12.32995891571045|-0.9890908002853394,1.1876637273644519e-07,0.14730729162693024|1.171977430658444e-07,1,-1.9328089351233757e-08|Running
