MT Cinlok|true|40325
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5768245458602905,0,-0.8168680667877197|2.789019903914891e-09,1,-1.969443053084774e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5768245458602905,0,-0.8168680667877197|4.422947696980373e-08,1,-3.12322754325578e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5768144130706787,0,-0.8168752789497375|7.528678480639428e-08,1,-5.316172746461234e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5768144130706787,0,-0.8168752789497375|6.283458020561739e-08,1,-4.436894229797872e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5768245458602905,0,-0.8168680667877197|4.7284164139682616e-08,1,-3.338931620078256e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5796927213668823,0,-0.814835250377655|3.7839953392904135e-08,1.0000001192092896,-2.6920222495618873e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5796927213668823,0,-0.814835250377655|2.5413115167793876e-08,1.0000001192092896,-1.8079479247035124e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5796927213668823,0,-0.814835250377655|1.2996883569371676e-08,1.0000001192092896,-9.246284626840406e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5796927213668823,0,-0.814835250377655|5.912509926098153e-10,1.0000001192092896,-4.20629697739372e-10|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5796927213668823,0,-0.814835250377655|-1.1803790833653238e-08,1.0000001192092896,8.397490702805044e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5796927213668823,0,-0.814835250377655|-2.4188251401824346e-08,1.0000001192092896,1.7208083846753652e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5796927213668823,0,-0.814835250377655|-3.65621417586226e-08,1.0000001192092896,2.601115589584424e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5796927213668823,0,-0.814835250377655|-4.8925464568583266e-08,1.0000001192092896,3.4806713955504165e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5796927213668823,0,-0.814835250377655|-6.43647766196409e-08,1.0000001192092896,4.579059975640121e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5796927213668823,0,-0.814835250377655|-6.376287586817853e-08,1.0000001192092896,4.536239117669538e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5796927213668823,0,-0.814835250377655|-2.9919480226681117e-08,1.0000001192092896,2.1285412543647908e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5796927213668823,0,-0.814835250377655|-2.87077006611014e-09,1.0000001192092896,2.0423325253204894e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5754064917564392,0,-0.8178675770759583|2.407447041719024e-08,1,-1.693747009312574e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5668033957481384,0,-0.8238531351089478|4.4342037597289163e-08,1.0000001192092896,-3.050691432804342e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5567022562026978,0,-0.8307121396064758|4.426641098120854e-08,1,-2.966516277069786e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5479390621185303,0,-0.8365183472633362|3.519948776897763e-08,1.0000001192092896,-2.3056486497807782e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|2.6046445000815766e-08,1.0000001192092896,-1.680258598923956e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|1.6740838049145168e-08,1.0000001192092896,-1.0799531047211985e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|7.4431838470445655e-09,1.0000001192092896,-4.801605335558179e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|-1.8465221574004431e-09,1.0000001192092896,1.1911932551456061e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|-1.3447490232465498e-08,1.0000001192092896,8.674988727364052e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|-2.0402120881612973e-08,1.0000001192092896,1.316142750340532e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|-3.198326581355104e-08,1.0000001192092896,2.0632436203982252e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|-4.1239275105908746e-08,1.0000001192092896,2.660349629479697e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|-5.048737250490376e-08,1.0000001192092896,3.256945291241209e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|-5.7418247934037936e-08,1.0000001192092896,3.704056794617827e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|-3.490138311690316e-08,1.0000001192092896,2.251491793003879e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|-6.782361339219278e-09,1.0000001192092896,4.375308115811549e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|1.0074628242762174e-08,1.0000001192092896,-6.499152771510808e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|3.2533804983359005e-08,1.0000001192092896,-2.09875903323109e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|3.761966738125011e-08,1.0000001192092896,-2.4268484111189537e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|2.9443754101521336e-08,1.0000001192092896,-1.899419466155905e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|2.12748307859556e-08,1.0000001192092896,-1.372441360558696e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|1.3112889440947129e-08,1.0000001192092896,-8.45913739055959e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|4.957922072890142e-09,1.0000001192092896,-3.198360243317211e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|-3.1900737607060137e-09,1.0000001192092896,2.0579196124970167e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|-1.133110494322409e-08,1.0000001192092896,7.309707061864401e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|-1.946517969031447e-08,1.0000001192092896,1.2557006101587831e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|-2.5561170957644208e-08,1.0000001192092896,1.6489536847075215e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|-3.3683079436741536e-08,1.0000001192092896,2.1728986610014545e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5420911312103271,0,-0.840319812297821|-4.179804591331049e-08,1.0000001192092896,2.6963959953718586e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5391740798950195,0,-0.8421944379806519|-4.997050240262979e-08,1.0000001192092896,3.199118836505477e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5332539081573486,0,-0.8459552526473999|-3.667045689326187e-08,1,2.3115482861157943e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5123961567878723,0,-0.8587492108345032|-1.7160147081085597e-08,1,1.0239070924455973e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.49582672119140625,0,-0.8684215545654297|2.1724180232496337e-09,1.0000001192092896,-1.2403456040033234e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.47290557622909546,0,-0.8811131715774536|2.0955170043635007e-08,1.0000001192092896,-1.1246928721675431e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4512006938457489,0,-0.8924225568771362|3.276875659707912e-08,1.0000001192092896,-1.6567584637527943e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.43238285183906555,0,-0.9016901850700378|2.4895003392089166e-08,1.0000001192092896,-1.1937773436443422e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|1.4697448591505236e-08,1,-7.0164758447788245e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|1.0612957623834518e-08,1,-5.066563613098651e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|6.530213703115351e-09,1,-3.1174856029991815e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|-1.6300439886762774e-09,1,7.781734701062248e-10|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|-9.783327925561025e-09,1,4.670503539472293e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|-1.996514065183419e-08,1,9.531241573768057e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|-2.8102762783532853e-08,1,1.3416094013507518e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|-3.420142036247853e-08,1,1.6327557972317663e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|-3.133454384851575e-08,1,1.4958926541908113e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|-1.748247235866529e-08,1,8.346029645167619e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|-3.6422362903465455e-09,1,1.7387822293102317e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|1.0186177235027571e-08,1,-4.862821256779171e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|2.4002778431508887e-08,1,-1.1458785031948082e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|2.7420346881967816e-08,1,-1.3090312833696771e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|2.0452199933629345e-08,1,-9.763760466796612e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|1.3490002004346024e-08,1,-6.440048050393443e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|6.533752205939436e-09,1,-3.119174918353451e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|-2.1532058358531003e-09,1,1.0279277429248168e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|-7.360929199506927e-09,1,3.514064372822645e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|-1.4299370576509318e-08,1,6.8264358610292675e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|-2.12318873593631e-08,1,1.013597827892454e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|-2.815848176851432e-08,1,1.3442694068999117e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4308188557624817,0,-0.9024385213851929|-3.0305439935318645e-08,1,1.4467639530835186e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.43238285183906555,0,-0.9016901850700378|-1.8050828387572437e-08,1.0000001192092896,8.655820948888504e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.43400558829307556,0,-0.9009102582931519|-5.759867249821582e-09,1.0000001192092896,2.774765306412519e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.43712690472602844,0,-0.8993999361991882|6.63378996179631e-09,1,-3.2241587177850306e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.44806787371635437,0,-0.8939995765686035|1.9367051962149162e-08,1,-9.706663917086189e-09|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.4759449362754822,0,-0.8794750571250916|2.7800469482031076e-08,1.0000001192092896,-1.5044761880744772e-08|Running
149.6024932861328,531.0315551757812,-1670.7613525390625|-0.5258449912071228,0,-0.8505804538726807|1.792746395778977e-08,1,-1.1083097994912805e-08|Running
149.6024627685547,531.0315551757812,-1670.7613525390625|-0.612880527973175,0,-0.7901756167411804|6.981784483883757e-09,1,-5.415251358442674e-09|Running
149.60243225097656,531.0315551757812,-1670.7613525390625|-0.7177894115447998,0,-0.6962601542472839|-2.1005427952580646e-10,0.9999998807907104,2.1654943116455883e-10|Running
149.60243225097656,531.0315551757812,-1670.76123046875|-0.8232000470161438,0,-0.5677515268325806|-2.5344402132532196e-09,1.0000001192092896,3.674761162031359e-09|Running
149.60240173339844,531.0315551757812,-1670.760986328125|-0.9317731261253357,0,-0.3630411922931671|-3.371808388052955e-09,1,8.654005512198637e-09|Running
149.6024169921875,531.0315551757812,-1670.76123046875|-0.9869523644447327,0,-0.16101300716400146|-1.286746709183717e-09,1.0000001192092896,7.8872988140688e-09|Running
149.60243225097656,531.0315551757812,-1670.761474609375|-0.9984968900680542,0,0.05480998009443283|4.964315070132841e-10,1,9.043705340161523e-09|Running
149.60243225097656,531.0315551757812,-1670.7611083984375|-0.9624432921409607,0,0.27148300409317017|3.0923419380712858e-09,1.0000001192092896,1.0962762253541314e-08|Running
149.6024169921875,531.0315551757812,-1670.7608642578125|-0.8908839225769043,0,0.4542311728000641|4.700359657050512e-09,1.0000001192092896,9.21881948556802e-09|Running
149.60240173339844,531.0315551757812,-1670.7607421875|-0.8319845795631409,0,0.5547987818717957|5.396489921594139e-09,1,8.092657211022924e-09|Running
149.6023712158203,531.0315551757812,-1670.7606201171875|-0.7907084822654724,0,0.6121929287910461|5.179162432256135e-09,1,6.6894068062595125e-09|Running
149.60238647460938,531.0315551757812,-1670.7606201171875|-0.7813092470169067,0,0.6241440773010254|5.446402884246027e-09,1,6.817856945673384e-09|Running
149.60238647460938,531.0315551757812,-1670.7606201171875|-0.781487762928009,0,0.6239206194877625|5.626677346270981e-09,1.0000001192092896,7.047658456826866e-09|Running
149.60238647460938,531.0315551757812,-1670.7606201171875|-0.7814996242523193,0,0.6239057779312134|5.808331593470939e-09,1.0000001192092896,7.27547178058785e-09|Running
149.60238647460938,531.0315551757812,-1670.7606201171875|-0.7814996242523193,0,0.6239057779312134|5.990209661632662e-09,1.0000001192092896,7.503291321597771e-09|Running
149.60238647460938,531.0315551757812,-1670.7606201171875|-0.7814996242523193,0,0.6239057779312134|5.408431924536217e-09,1.0000001192092896,6.774560468159052e-09|Running
149.60238647460938,531.0315551757812,-1670.7606201171875|-0.7814996242523193,0,0.6239057779312134|2.53772691749532e-09,1.0000001192092896,3.178737273401566e-09|Running
149.60238647460938,531.0315551757812,-1670.7606201171875|-0.7814996242523193,0,0.6239057779312134|-3.305243578832773e-10,1.0000001192092896,-4.140122966678206e-10|Running
149.60238647460938,531.0315551757812,-1670.7606201171875|-0.7814996242523193,0,0.6239057779312134|-3.196331199717406e-09,1.0000001192092896,-4.003700038168745e-09|Running
149.60238647460938,531.0315551757812,-1670.7606201171875|-0.7814996242523193,0,0.6239057779312134|-6.059692303495012e-09,1.0000001192092896,-7.590323924944187e-09|Running
149.60238647460938,531.0315551757812,-1670.7606201171875|-0.7814996242523193,0,0.6239057779312134|-8.920606475726345e-09,1.0000001192092896,-1.1173884040260873e-08|Running
