ducky|true|2775
1465.2591552734375,-13.967297554016113,-1740.260498046875|0.5944600105285645,-2.0197258265852724e-07,0.8041251301765442|1.2231909352067305e-07,1,1.6074460518211708e-07|Running
1465.6005859375,-13.967297554016113,-1739.7122802734375|0.5835070013999939,-1.9053221933518216e-07,0.8121080994606018|1.1326486060170282e-07,1,1.5323253421684058e-07|Running
1465.8026123046875,-13.967297554016113,-1739.381591796875|0.5771711468696594,-1.806680529625737e-07,0.8166232109069824|1.0621884882766608e-07,1,1.4616483667850844e-07|Running
1466.0679931640625,-13.967297554016113,-1738.9383544921875|0.568753182888031,-1.6947868175520853e-07,0.8225082159042358|9.817646429155502e-08,1,1.381633580876951e-07|Running
1466.394775390625,-13.967297554016113,-1738.3812255859375|0.55827796459198,-1.6450110251753358e-07,0.8296539783477783|9.356651986536235e-08,1,1.3531543174849503e-07|Running
1466.588134765625,-13.967297554016113,-1738.0452880859375|0.5521684288978577,-1.5938449848817982e-07,0.833732545375824|8.968628151251323e-08,1,1.317719551252594e-07|Running
1466.904541015625,-13.967297554016113,-1737.4822998046875|0.5419086217880249,-1.529684823253774e-07,0.8404374122619629|8.449971744539653e-08,1,1.275256948929382e-07|Running
1467.091552734375,-13.967297554016113,-1737.142822265625|0.5358627438545227,-1.502685904597456e-07,0.844305157661438|8.209745772091992e-08,1,1.2587348408032994e-07|Running
1467.3367919921875,-13.967297554016113,-1736.68798828125|0.5277203321456909,-1.4708172102473327e-07,0.8494181632995605|7.915848243555956e-08,1,1.239768323557655e-07|Running
1467.6358642578125,-13.967297554016113,-1736.11572265625|0.5170690417289734,-1.5617499116160616e-07,0.8559436798095703|8.243268467822418e-08,1,1.3266247833598754e-07|Running
1467.87109375,-13.967297554016113,-1735.6556396484375|0.5086619853973389,-1.5714452672455081e-07,0.8609662652015686|8.165926601577667e-08,1,1.3427651879283076e-07|Running
1468.101806640625,-13.967297554016113,-1735.1934814453125|0.5003533959388733,-1.5043588064145297e-07,0.8658213019371033|7.690920966751946e-08,1,1.2930392756516085e-07|Running
1468.3282470703125,-13.967297554016113,-1734.72900390625|0.49205753207206726,-1.4620796662256907e-07,0.8705626726150513|7.351025743673745e-08,1,1.26397210920004e-07|Running
1468.6055908203125,-13.967297554016113,-1734.145751953125|0.4816038906574249,-1.4584075813672825e-07,0.8763890266418457|7.180885575053253e-08,1,1.2694971474047634e-07|Running
1468.768798828125,-13.967297554016113,-1733.794189453125|0.47543513774871826,-1.4391204672392632e-07,0.8797507882118225|6.997771606620518e-08,1,1.257653821085114e-07|Running
1469.03515625,-13.967297554016113,-1733.205810546875|0.46497464179992676,-1.4254268876356946e-07,0.8853240013122559|6.782289574402967e-08,1,1.2538545490770048e-07|Running
1469.19189453125,-13.967297554016113,-1732.8514404296875|0.45876994729042053,-1.4183103758114157e-07,0.888555109500885|6.660940243818914e-08,1,1.2522873760190123e-07|Running
1469.396240234375,-13.967297554016113,-1732.3768310546875|0.450348824262619,-1.4135102333057148e-07,0.8928527235984802|6.520207307403325e-08,1,1.2542643901269912e-07|Running
1469.595947265625,-13.967297554016113,-1731.9002685546875|0.44181835651397705,-1.4414916904570418e-07,0.8971045613288879|6.52774119203059e-08,1,1.285339692458365e-07|Running
1469.79345703125,-13.967297554016113,-1731.4227294921875|0.4336721897125244,-1.3746252136570547e-07,0.9010707139968872|6.11275083883811e-08,1,1.231348534247445e-07|Running
1469.9388427734375,-13.956445693969727,-1731.0634765625|0.42772814631462097,-1.2832035167775757e-07,0.9039074182510376|5.626874255426628e-08,1,1.1533551713682755e-07|Running
1470.177001953125,-13.917947769165039,-1730.463134765625|0.4178953766822815,-1.2010022487629612e-07,0.9084951281547546|5.14414928431961e-08,1,1.0853450049808089e-07|Running
1470.365478515625,-13.865294456481934,-1729.9820556640625|0.4105457663536072,-1.3473548676756764e-07,0.9118399620056152|5.662955615548526e-08,1,1.2226537648984959e-07|Running
1470.5509033203125,-13.824728965759277,-1729.4998779296875|0.40353715419769287,-1.3554100064538943e-07,0.9149632453918457|5.605621211657308e-08,1,1.2341506305801886e-07|Running
1470.7340087890625,-13.82563591003418,-1729.0167236328125|0.39683473110198975,-1.2822414419133565e-07,0.9178900718688965|5.218527121542138e-08,1,1.1713299841176195e-07|Running
1470.914794921875,-13.88104248046875,-1728.5328369140625|0.3904325067996979,-1.3511584029402002e-07,0.9206315279006958|5.40362918854953e-08,1,1.2384793990349863e-07|Running
1471.09326171875,-13.983274459838867,-1728.0479736328125|0.3842965364456177,-1.2707090490948758e-07,0.9232097268104553|4.99846954937766e-08,1,1.1683365386261357e-07|Running
1471.2694091796875,-14.033238410949707,-1727.5621337890625|0.37838980555534363,-1.296220801805248e-07,0.9256463646888733|5.017557569431119e-08,1,1.1952313627716649e-07|Running
1471.4002685546875,-14.025583267211914,-1727.1973876953125|0.37418344616889954,-1.223841934461234e-07,0.9273546934127808|4.688406818331714e-08,1,1.1305377967119057e-07|Running
1471.6153564453125,-14.00985336303711,-1726.58837890625|0.36730432510375977,-1.269435188078205e-07,0.9301007986068726|4.77174069146713e-08,1,1.1763962959321361e-07|Running
1471.7857666015625,-14.002263069152832,-1726.1007080078125|0.3621408939361572,-1.3384872943333903e-07,0.9321233630180359|4.960251942520699e-08,1,1.2432434459697106e-07|Running
1471.9547119140625,-13.997978210449219,-1725.6124267578125|0.35731032490730286,-1.2829883644371876e-07,0.933985710144043|4.69324739071908e-08,1,1.194122916103879e-07|Running
1472.6263427734375,-13.993250846862793,-1723.6572265625|0.3399352729320526,-1.1272454969457613e-07,0.9404488205909729|3.916429491823692e-08,1,1.0570614961125102e-07|Running
1473.12158203125,-13.992867469787598,-1722.1881103515625|0.33100804686546326,-1.0324477273115917e-07,0.9436279535293579|3.46655006921992e-08,1,9.72525384668188e-08|Running
1473.774169921875,-13.99280071258545,-1720.22705078125|0.32266607880592346,-7.439274440912413e-08,0.9465128779411316|2.4280549126842743e-08,1,7.031942317325957e-08|Running
1474.1217041015625,-13.992796897888184,-1718.98291015625|0.30588608980178833,-1.3606022264411877e-07,0.9520680904388428|4.317010748877692e-08,1,1.2904023094506556e-07|Running
1474.1822509765625,-13.992796897888184,-1718.6011962890625|0.29190593957901,-3.238746728584374e-07,0.9564470052719116|9.901959430180796e-08,1,3.084020931964915e-07|Running
1474.25537109375,-13.992796897888184,-1717.9595947265625|0.26296085119247437,-8.707719985068252e-07,0.9648064970970154|2.4884829485927185e-07,1,8.347110451722983e-07|Running
1474.327392578125,-13.992796897888184,-1717.31787109375|0.23686523735523224,-8.355298746209883e-07,0.9715425372123718|2.186540797310954e-07,1,8.066947998486285e-07|Running
1474.3994140625,-13.992796897888184,-1716.67626953125|0.21499793231487274,-5.632526267618232e-07,0.9766144752502441|1.3189006153879745e-07,1,5.477048716784338e-07|Running
1474.4715576171875,-13.992796897888184,-1716.03466796875|0.19688284397125244,-3.6797649727304815e-07,0.9804270267486572|7.756975151096412e-08,1,3.59745627065422e-07|Running
1474.5528564453125,-13.992796897888184,-1715.26416015625|0.17785832285881042,-2.6237739803036675e-07,0.9840561151504517|5.010349113376833e-08,1,2.5757279331628524e-07|Running
1474.629638671875,-13.992796897888184,-1714.4927978515625|0.1614776998758316,-1.9959574615313613e-07,0.986876368522644|3.4844418905777275e-08,1,1.9654858363082894e-07|Running
1474.6934814453125,-13.992796897888184,-1713.85009765625|0.15033690631389618,-1.586242035500618e-07,0.9886348247528076|2.554890166095447e-08,1,1.5656262064567272e-07|Running
1474.732177734375,-13.992796897888184,-1713.46435546875|0.14482443034648895,-1.488096472712641e-07,0.989457368850708|2.2932960419552728e-08,1,1.470385626589632e-07|Running
1474.796630859375,-13.992796897888184,-1712.8216552734375|0.13703814148902893,-1.2918295055897033e-07,0.9905657768249512|1.8781781463417246e-08,1,1.2781497105152084e-07|Running
1474.8448486328125,-13.992796897888184,-1712.3072509765625|0.13107365369796753,-1.3035536028382921e-07,0.9913726449012756|1.8131091295003898e-08,1,1.2909258373383636e-07|Running
1474.904541015625,-13.992796897888184,-1711.6639404296875|0.12437625974416733,-1.265554629981125e-07,0.9922351241111755|1.6811286585038943e-08,1,1.2543854666091647e-07|Running
1474.964111328125,-13.992796897888184,-1711.0206298828125|0.11874396353960037,-1.2197611454212165e-07,0.9929249286651611|1.546321648504545e-08,1,1.2099600610326888e-07|Running
1475.0238037109375,-13.992796897888184,-1710.377197265625|0.11409041285514832,-1.0744037837184806e-07,0.9934703707695007|1.3029738177294803e-08,1,1.0665019800626396e-07|Running
1475.06982421875,-13.992796897888184,-1709.862548828125|0.11063778400421143,-1.1050386206079565e-07,0.9938607811927795|1.2832920504024514e-08,1,1.097578845588032e-07|Running
1475.1156005859375,-13.992796897888184,-1709.347900390625|0.10754706710577011,-1.0190030508283598e-07,0.9941999912261963|1.1478404005060838e-08,1,1.012531072319689e-07|Running
1475.161376953125,-13.992796897888184,-1708.833251953125|0.10487113893032074,-1.0819449158816496e-07,0.9944857954978943|1.1810502797970912e-08,1,1.0754895640729956e-07|Running
1475.207275390625,-13.992796897888184,-1708.318603515625|0.10256879031658173,-1.0320567866983765e-07,0.9947259426116943|1.1036571656575234e-08,1,1.0261487659590784e-07|Running
1475.2530517578125,-13.992796897888184,-1707.803955078125|0.10059027373790741,-8.052924727053323e-08,0.9949279427528381|8.417929464599183e-09,1,8.008870366893461e-08|Running
1475.2989501953125,-13.992796897888184,-1707.289306640625|0.0988905057311058,-7.12984302708719e-08,0.9950982928276062|7.219804754043935e-09,1,7.093214549058757e-08|Running
1475.3448486328125,-13.992796897888184,-1706.774658203125|0.09743030369281769,-7.198107709882606e-08,0.9952423572540283|7.052025630116532e-09,1,7.163480830740809e-08|Running
1475.390625,-13.992796897888184,-1706.260009765625|0.09617593884468079,-7.99708104182173e-08,0.9953643679618835|7.631318688083866e-09,1,7.960588987998563e-08|Running
1475.440185546875,-13.992796897888184,-1705.745849609375|0.09589453041553497,-9.140050138967126e-08,0.9953914880752563|8.55856630010976e-09,1,9.099915132537717e-08|Running
1475.5140380859375,-13.992796897888184,-1705.104248046875|0.09844190627336502,-1.1617709816391653e-07,0.9951428174972534|1.07887068168111e-08,1,1.1567690449965085e-07|Running
1475.58349609375,-13.992796897888184,-1704.5924072265625|0.10285184532403946,-1.1378031672393263e-07,0.9946966767311096|1.1027803559215954e-08,1,1.1324667070766736e-07|Running
1475.685302734375,-13.992796897888184,-1703.9544677734375|0.11153921484947205,-1.313965185545385e-07,0.9937600493431091|1.4281229532286943e-08,1,1.3061865899999248e-07|Running
1475.8006591796875,-13.992796897888184,-1703.319091796875|0.12257036566734314,-1.2631716117539327e-07,0.9924598336219788|1.5191391256053066e-08,1,1.2540068894395517e-07|Running
1475.9312744140625,-13.992796897888184,-1702.6865234375|0.1357995867729187,-1.686492083763369e-07,0.9907363057136536|2.2391098752905236e-08,1,1.671569833661124e-07|Running
1476.040283203125,-13.992796897888184,-1702.1815185546875|0.14623090624809265,-1.8491562059352873e-07,0.9892504811286926|2.6299911581872948e-08,1,1.8303732929325633e-07|Running
1476.1524658203125,-13.992796897888184,-1701.67724609375|0.156061053276062,-1.6849587325395987e-07,0.9877474308013916|2.5676877513092222e-08,1,1.6652911938308534e-07|Running
1476.266357421875,-13.992796897888184,-1701.17333984375|0.16508306562900543,-1.4303255113645719e-07,0.9862796664237976|2.3251697456316833e-08,1,1.4113044244368211e-07|Running
1476.4971923828125,-13.992796897888184,-1700.16650390625|0.1811370700597763,-1.417888171317827e-07,0.9834578633308411|2.5565176642317056e-08,1,1.394650723796076e-07|Running
1476.786865234375,-13.992796897888184,-1698.907958984375|0.19622814655303955,-1.265422895357915e-07,0.9805582761764526|2.49512392969109e-08,1,1.240580616013176e-07|Running
1476.931640625,-13.992796897888184,-1698.27880859375|0.20154069364070892,-1.1643018638096692e-07,0.9794801473617554|2.3793228720592197e-08,1,1.1397360566434145e-07|Running
1477.1053466796875,-13.992796897888184,-1697.523681640625|0.20634302496910095,-1.0407031680870205e-07,0.9784797430038452|2.2034312152641178e-08,1,1.0171257258662081e-07|Running
1477.336181640625,-13.992796897888184,-1696.516845703125|0.21120589971542358,-8.646733817840868e-08,0.9774416089057922|1.8888734132360696e-08,1,8.43814405016019e-08|Running
1477.5096435546875,-13.992796897888184,-1695.76171875|0.2139085978269577,-8.421113051326756e-08,0.9768536686897278|1.8779443777816596e-08,1,8.209422475147221e-08|Running
1477.654296875,-13.992796897888184,-1695.1324462890625|0.21565160155296326,-1.0057225097170885e-07,0.9764703512191772|2.267388410359672e-08,1,9.79882202045701e-08|Running
1477.8568115234375,-13.992796897888184,-1694.25146484375|0.2175966203212738,-1.0391639904128169e-07,0.9760388135910034|2.3579689312214214e-08,1,1.012106736197893e-07|Running
1478.0015869140625,-13.992796897888184,-1693.6221923828125|0.21868497133255005,-5.001706071539047e-08,0.9757955074310303|1.1393835208650671e-08,1,4.870426195680011e-08|Running
1478.1173095703125,-13.992796897888184,-1693.1187744140625|0.21939170360565186,-9.852100468776825e-09,0.9756368398666382|2.3020911843474323e-09,1,9.580451099111542e-09|Running
1478.261962890625,-13.992796897888184,-1692.489501953125|0.22013118863105774,3.790346525534005e-08,0.9754703044891357|-8.516368943389807e-09,1,-3.693474681654152e-08|Running
1478.377685546875,-13.992796897888184,-1691.9862060546875|0.22062751650810242,7.46740909107757e-08,0.9753581285476685|-1.6850973949544823e-08,1,-7.274897484421672e-08|Running
1478.5223388671875,-13.992796897888184,-1691.35693359375|0.22114969789981842,1.193998429016574e-07,0.9752398729324341|-2.6992751145371585e-08,1,-1.1631026097802533e-07|Running
1478.6380615234375,-13.992796897888184,-1690.853515625|0.22150050103664398,8.170821530484318e-08,0.9751602411270142|-1.8485563302306218e-08,1,-7.959067005458564e-08|Running
1478.7537841796875,-13.992796897888184,-1690.35009765625|0.22179852426052094,4.361488237236699e-08,0.9750925302505493|-9.885511076390685e-09,1,-4.2480369444319876e-08|Running
1478.840576171875,-13.992796897888184,-1689.9725341796875|0.22199232876300812,1.485364098385844e-08,0.9750484228134155|-3.3909426377931595e-09,1,-1.4461720709846304e-08|Running
1478.9852294921875,-13.992796897888184,-1689.34326171875|0.22227290272712708,-3.3333826365833374e-08,0.9749844670295715|7.492214848525691e-09,1,3.248104007980146e-08|Running
1479.0994873046875,-13.992796897888184,-1688.83935546875|0.22218365967273712,-7.198869411695341e-08,0.9750048518180847|1.622330714212694e-08,1,7.013722580495596e-08|Running
1479.2701416015625,-13.992796897888184,-1688.08349609375|0.22187475860118866,-9.516348598026525e-08,0.9750751852989197|2.1465806909759522e-08,1,9.271158774026844e-08|Running
1479.4129638671875,-13.992796897888184,-1687.45361328125|0.22172048687934875,-5.6384596547331967e-08,0.9751102924346924|1.2729215015383488e-08,1,5.492944765705943e-08|Running
1479.556396484375,-13.992796897888184,-1686.82373046875|0.2217273861169815,-1.769018531661004e-08,0.9751086831092834|4.01197741695114e-09,1,1.7229483617597907e-08|Running
1479.700439453125,-13.992796897888184,-1686.19384765625|0.22188493609428406,2.0917442000722986e-08,0.9750728607177734|-4.685806409554516e-09,1,-2.038589386188505e-08|Running
1479.8172607421875,-13.992796897888184,-1685.6904296875|0.22236834466457367,5.13162063953132e-08,0.9749627113342285|-1.153428907940679e-08,1,-5.000329394988512e-08|Running
1479.9361572265625,-13.992796897888184,-1685.1875|0.22329585254192352,7.949390834482983e-08,0.9747506976127625|-1.7879550284760626e-08,1,-7.74572228579018e-08|Running
1480.0882568359375,-13.992796897888184,-1684.5599365234375|0.22521618008613586,1.0521510773742193e-07,0.9743087887763977|-2.3642741098228726e-08,1,-1.0252435345137201e-07|Running
1480.2452392578125,-13.992796897888184,-1683.9334716796875|0.2280419021844864,1.0713862508282546e-07,0.9736513495445251|-2.392224018876732e-08,1,-1.0443508102753185e-07|Running
1480.3768310546875,-13.992796897888184,-1683.433837890625|0.23143914341926575,7.235896504198536e-08,0.9728493690490723|-1.5668554453895922e-08,1,-7.065086293778222e-08|Running
1480.5457763671875,-13.992796897888184,-1682.810546875|0.23646420240402222,-5.4682491423818647e-08,0.9716402292251587|1.4482806953708405e-08,1,5.275391501413651e-08|Running
1480.718017578125,-13.992796897888184,-1682.1881103515625|0.24160298705101013,-1.0156577445741277e-07,0.9703751802444458|2.478475025213811e-08,1,9.849561877217639e-08|Running
1480.8577880859375,-13.992796897888184,-1681.6905517578125|0.24560731649398804,-1.0899332636427062e-07,0.9693694114685059|2.624051731459076e-08,1,1.0578884257483878e-07|Running
1480.9993896484375,-13.992796897888184,-1681.1934814453125|0.2495029717683792,-1.0884107126685194e-07,0.9683740139007568|2.64843968977857e-08,1,1.0557194940474801e-07|Running
1481.1802978515625,-13.992796897888184,-1680.5733642578125|0.25462806224823,-1.1647977515849561e-07,0.9670390486717224|2.9369244813892692e-08,1,1.1271679767332898e-07|Running
1481.3272705078125,-13.992796897888184,-1680.078125|0.2587066888809204,-1.192566401186923e-07,0.965955913066864|3.09192600411734e-08,1,1.1517877140931887e-07|Running
1481.518310546875,-13.992796897888184,-1679.461181640625|0.2647928297519684,-1.2572533591992396e-07,0.9643053412437439|3.354302435809586e-08,1,1.2116844061438314e-07|Running
1481.673095703125,-13.992796897888184,-1678.9681396484375|0.2696230411529541,-1.2648642666590604e-07,0.9629659652709961|3.435075512925323e-08,1,1.217329383962351e-07|Running
1481.86669921875,-13.992796897888184,-1678.3524169921875|0.27495890855789185,-1.1180970460600292e-07,0.9614560008049011|3.0899762748504145e-08,1,1.0745529976929902e-07|Running
1482.021728515625,-13.992796897888184,-1677.8597412109375|0.2785738706588745,-1.1405224853433538e-07,0.9604148268699646|3.201204279434933e-08,1,1.0946783390863857e-07|Running
1482.1771240234375,-13.992796897888184,-1677.3670654296875|0.28164663910865784,-1.0843781694802601e-07,0.9595181941986084|3.089337141659598e-08,1,1.0394467153673759e-07|Running
1482.4053955078125,-13.992796897888184,-1676.6265869140625|0.2845747470855713,-9.572882930797277e-08,0.9586538672447205|2.7752196984920374e-08,1,9.161936276314009e-08|Running
1482.590087890625,-13.992796897888184,-1676.0078125|0.28517019748687744,-5.481342668645084e-08,0.9584769010543823|1.6291096471832134e-08,1,5.2341054157523104e-08|Running
1482.7677001953125,-13.992796897888184,-1675.3868408203125|0.283794641494751,-1.7606327062935634e-08,0.9588850736618042|5.903723732103572e-09,1,1.6613963538247845e-08|Running
1482.907470703125,-13.992796897888184,-1674.889404296875|0.2821125388145447,1.917426883935036e-09,0.9593813419342041|5.509045997165174e-10,1,-2.1606048061784122e-09|Running
1483.047119140625,-13.992796897888184,-1674.391845703125|0.28048428893089294,9.359804487019119e-09,0.9598585963249207|-1.336292188014454e-09,1,-9.36074862067926e-09|Running
