Mt Seru|true|32212
-601.5928344726562,364.0058288574219,-171.93911743164062|-0.0034789827186614275,0,-0.9999939203262329|-2.655983699639819e-08,1.0000001192092896,9.24017737324867e-11|Running
-601.591064453125,364.0058288574219,-172.43763732910156|-0.0034789827186614275,0,-0.9999939203262329|-4.163706890381036e-08,1.0000001192092896,1.4485551647069883e-10|Running
-601.5927124023438,364.0058288574219,-172.93760681152344|0.0017700167372822762,0,-0.9999984502792358|-3.030239881240959e-08,1,-5.3635835356447004e-11|Running
-601.5922241210938,364.0058288574219,-173.43760681152344|0.006958051584661007,0,-0.9999758005142212|-1.8823218539409936e-08,1,-1.3097609108392305e-10|Running
-601.589111328125,364.0058288574219,-173.93760681152344|0.008727962151169777,0,-0.9999619722366333|-7.308875726863562e-09,1.0000001192092896,-6.379401867873113e-11|Running
-601.5848999023438,364.0058288574219,-174.43760681152344|0.0104981092736125,0,-0.9999449253082275|4.246461404733282e-09,1.0000001192092896,4.4582271901960624e-11|Running
-601.579833984375,364.0058288574219,-174.93760681152344|0.012207052670419216,0,-0.9999254941940308|1.5840118550158877e-08,1,1.9337556556031643e-10|Running
-601.5737915039062,364.0058288574219,-175.4375457763672|0.012207052670419216,0,-0.9999254941940308|2.742439697556165e-08,1,3.347959964816738e-10|Running
-601.5676879882812,364.0058288574219,-175.93748474121094|0.012207052670419216,0,-0.9999254941940308|3.899877754065528e-08,1,4.760956073823763e-10|Running
-601.5615844726562,364.0058288574219,-176.4374237060547|0.012207052670419216,0,-0.9999254941940308|3.727058839331221e-08,1,4.5499795597869763e-10|Running
-601.5554809570312,364.0058288574219,-176.93736267089844|0.012207052670419216,0,-0.9999254941940308|2.2256866571979117e-08,1,2.7171098704315e-10|Running
-601.5493774414062,364.0058288574219,-177.4373016357422|0.012207052670419216,0,-0.9999254941940308|7.2559696029372844e-09,1,8.858060118743794e-11|Running
-601.5432739257812,364.0058288574219,-177.93724060058594|0.012207052670419216,0,-0.9999254941940308|-7.732110063329856e-09,1,-9.439331261074102e-11|Running
-601.5371704101562,364.0058288574219,-178.4371795654297|0.012207052670419216,0,-0.9999254941940308|-2.270738264087413e-08,1,-2.7721086537368933e-10|Running
-601.5310668945312,364.0058288574219,-178.93711853027344|0.012207052670419216,0,-0.9999254941940308|-3.7669860120104204e-08,1,-4.598722236348607e-10|Running
-601.5249633789062,364.0058288574219,-179.4370574951172|0.012207052670419216,0,-0.9999254941940308|-3.2853655795861414e-08,1,-4.010762000294932e-10|Running
-601.5188598632812,364.0058288574219,-179.93699645996094|0.012207052670419216,0,-0.9999254941940308|-2.1455747400977998e-08,1,-2.6193094915250015e-10|Running
-601.5127563476562,364.0058288574219,-180.4369354248047|0.012207052670419216,0,-0.9999254941940308|-1.0067574329752915e-08,1,-1.2290457540586885e-10|Running
-601.5066528320312,364.0058288574219,-180.93687438964844|0.012207052670419216,0,-0.9999254941940308|1.3108696350627724e-09,1,1.6003047845214446e-11|Running
-601.5005493164062,364.0058288574219,-181.4368133544922|0.012207052670419216,0,-0.9999254941940308|1.2679594263431682e-08,1,1.5479201254109398e-10|Running
-601.4944458007812,364.0058288574219,-181.93675231933594|0.012207052670419216,0,-0.9999254941940308|2.403861110167327e-08,1,2.9346244878603045e-10|Running
-601.4883422851562,364.0058288574219,-182.4366912841797|0.012207052670419216,0,-0.9999254941940308|3.5387909491646496e-08,1,4.320142577007857e-10|Running
-601.4822387695312,364.0058288574219,-182.93663024902344|0.0104981092736125,0,-0.9999449253082275|4.017691068725071e-08,1.0000001192092896,4.218048410553621e-10|Running
-601.476806640625,364.0058288574219,-183.43661499023438|0.0104981092736125,0,-0.9999449253082275|2.5446654561278592e-08,1.0000001192092896,2.67156463618079e-10|Running
-601.4716796875,364.0058288574219,-183.93661499023438|0.008727962151169777,0,-0.9999619722366333|1.0793261395747322e-08,1.0000001192092896,9.420676044813447e-11|Running
-601.4672241210938,364.0058288574219,-184.43661499023438|0.005249031353741884,0,-0.9999862909317017|-3.717500307587329e-09,1.0000001192092896,-1.95135435587801e-11|Running
-601.46435546875,364.0058288574219,-184.93661499023438|0.0017700167372822762,0,-0.9999984502792358|-1.8087943587374866e-08,1,-3.201601483926453e-11|Running
-601.4631958007812,364.0058288574219,-185.43661499023438|-0.0034789827186614275,0,-0.9999939203262329|-3.225070699386379e-08,1.0000001192092896,1.1220033235836979e-10|Running
-601.464599609375,364.0058288574219,-185.93661499023438|-0.005249031353741884,0,-0.9999862909317017|-3.3850046321504124e-08,1.0000001192092896,1.7768239657378615e-10|Running
-601.4671020507812,364.0058288574219,-186.43661499023438|-0.007019084878265858,0,-0.9999754428863525|-2.3019715911232197e-08,1.0000001192092896,1.6158130389243297e-10|Running
-601.470458984375,364.0058288574219,-186.93661499023438|-0.008727962151169777,0,-0.9999619722366333|-1.2251625491899176e-08,1.0000001192092896,1.0693579355347538e-10|Running
-601.4747314453125,364.0058288574219,-187.43661499023438|-0.008727962151169777,0,-0.9999619722366333|-1.4907396428398556e-09,1.0000001192092896,1.3011614355407097e-11|Running
-601.4791259765625,364.0058288574219,-187.93661499023438|-0.007019084878265858,0,-0.9999754428863525|9.309498061327304e-09,1.0000001192092896,-6.5345756583568e-11|Running
-601.4827880859375,364.0058288574219,-188.43661499023438|-0.005249031353741884,0,-0.9999862909317017|2.0151162516413024e-08,1.0000001192092896,-1.0577554110380305e-10|Running
-601.4855346679688,364.0058288574219,-188.93661499023438|-0.0034789827186614275,0,-0.9999939203262329|3.103421519767835e-08,1.0000001192092896,-1.0796815524960479e-10|Running
-601.4874267578125,364.0058288574219,-189.43661499023438|-0.0034789827186614275,0,-0.9999939203262329|4.1906549341774735e-08,1.0000001192092896,-1.4579304430384354e-10|Running
-601.4891357421875,364.0058288574219,-189.93661499023438|-0.0017700167372822762,0,-0.9999984502792358|3.313519769676532e-08,1,-5.864994601090245e-11|Running
-601.4901733398438,364.0058288574219,-190.43661499023438|-0.0017700167372822762,0,-0.9999984502792358|1.7818953423898165e-08,1,-3.153989569515403e-11|Running
-601.4911499023438,364.0058288574219,-190.93661499023438|0,0,-1|2.4459443359603483e-09,1,0|Running
-601.4912719726562,364.0058288574219,-191.43661499023438|0,0,-1|-1.2914995295432163e-08,1,0|Running
-601.4912719726562,364.0058288574219,-191.93661499023438|0,0,-1|-2.8262812534762816e-08,1,0|Running
-601.4912719726562,364.0058288574219,-192.43661499023438|0.0017700167372822762,0,-0.9999984502792358|-3.722591657151497e-08,1,-6.58905985329028e-11|Running
-601.4905395507812,364.0058288574219,-192.93661499023438|0.0034789827186614275,0,-0.9999939203262329|-2.6806814545921043e-08,1.0000001192092896,-9.326101002571363e-11|Running
-601.4888916015625,364.0058288574219,-193.43661499023438|0.008727962151169777,0,-0.9999619722366333|-1.625840972963033e-08,1.0000001192092896,-1.419081796516508e-10|Running
-601.4849243164062,364.0058288574219,-193.93661499023438|0.0174560584127903,0,-0.9998476505279541|-5.483269838180149e-09,1,-9.573086073855208e-11|Running
-601.47900390625,364.0058288574219,-194.3115692138672|0.024475235491991043,0,-0.9997004270553589|2.730865089617396e-09,1,6.685859504917957e-11|Running
-601.4642944335938,364.0058288574219,-194.93641662597656|0.024475235491991043,0,-0.9997004270553589|1.640898794619261e-08,1,4.017342014606129e-10|Running
-601.4551391601562,364.0058288574219,-195.3113250732422|0.024475235491991043,0,-0.9997004270553589|2.460884473975966e-08,1,6.024877263755002e-10|Running
-601.4398803710938,364.0058288574219,-195.93617248535156|0.024475235491991043,0,-0.9997004270553589|3.826360028824638e-08,1,9.367912001678746e-10|Running
-601.4276733398438,364.0058288574219,-196.43605041503906|0.024475235491991043,0,-0.9997004270553589|4.239532458427675e-08,1,1.0379465065213367e-09|Running
-601.4154663085938,364.0058288574219,-196.93592834472656|0.024475235491991043,0,-0.9997004270553589|2.6187468193938912e-08,1,6.41136532752995e-10|Running
-601.4032592773438,364.0058288574219,-197.43580627441406|0.024475235491991043,0,-0.9997004270553589|9.993465610591556e-09,1,2.4466573211867626e-10|Running
-601.3910522460938,364.0058288574219,-197.93568420410156|0.024475235491991043,0,-0.9997004270553589|-6.18670359386897e-09,1,-1.5146640885976836e-10|Running
-601.3788452148438,364.0058288574219,-198.43556213378906|0.024475235491991043,0,-0.9997004270553589|-2.2353047413048444e-08,1,-5.472600705935804e-10|Running
-601.3666381835938,364.0058288574219,-198.93544006347656|0.024475235491991043,0,-0.9997004270553589|-3.850557916962316e-08,1,-9.427155722718794e-10|Running
-601.3544311523438,364.0058288574219,-199.43531799316406|0.024475235491991043,0,-0.9997004270553589|-3.409378379615191e-08,1,-8.347034730071812e-10|Running
-601.3422241210938,364.0058288574219,-199.93519592285156|0.024475235491991043,0,-0.9997004270553589|-2.2838516855472335e-08,1,-5.591456186948562e-10|Running
-601.3300170898438,364.0058288574219,-200.43507385253906|0.024475235491991043,0,-0.9997004270553589|-1.1592866222542852e-08,1,-2.8382315941932745e-10|Running
-601.3178100585938,364.0058288574219,-200.93495178222656|0.020934943109750748,0,-0.9997808933258057|-4.4851036773430053e-10,1.0000001192092896,-9.391596875185648e-12|Running
-601.3070678710938,364.0058288574219,-201.43482971191406|0.01397696603089571,0,-0.9999023675918579|1.0504054515081407e-08,1.0000001192092896,1.4682914606378716e-10|Running
-601.299560546875,364.0058288574219,-201.9347686767578|0.008727962151169777,0,-0.9999619722366333|2.131008081107666e-08,1.0000001192092896,1.8600064544127548e-10|Running
-601.2948608398438,364.0058288574219,-202.43475341796875|0.0017700167372822762,0,-0.9999984502792358|3.1925356580586595e-08,1,5.6508502738195077e-11|Running
-601.29345703125,364.0058288574219,-202.93475341796875|0,0,-1|4.248095564207688e-08,1,0|Running
-601.2933349609375,364.0058288574219,-203.43475341796875|-0.0017700167372822762,0,-0.9999984502792358|3.325694208911045e-08,1,-5.88654402999822e-11|Running
-601.2940673828125,364.0058288574219,-203.93475341796875|-0.0034789827186614275,0,-0.9999939203262329|1.754034784084979e-08,1.0000001192092896,-6.102293670373626e-11|Running
-601.2957153320312,364.0058288574219,-204.43475341796875|-0.005249031353741884,0,-0.9999862909317017|1.901075075139147e-09,1.0000001192092896,-9.978938682320138e-12|Running
-601.2982177734375,364.0058288574219,-204.93475341796875|-0.007019084878265858,0,-0.9999754428863525|-1.3655781394561473e-08,1.0000001192092896,9.585344323825851e-11|Running
-601.3015747070312,364.0058288574219,-205.43475341796875|-0.008727962151169777,0,-0.9999619722366333|-2.9134538337416416e-08,1.0000001192092896,2.542948351891283e-10|Running
-601.3047485351562,364.0058288574219,-205.80975341796875|-0.0104981092736125,0,-0.9999449253082275|-4.068095549314421e-08,1.0000001192092896,4.2709666359108667e-10|Running
-601.3102416992188,365.0791320800781,-206.43475341796875|-0.012207052670419216,0,-0.9999254941940308|-5.983270767728754e-08,1,7.304353788484264e-10|Running
-601.3161010742188,365.87646484375,-206.93470764160156|-0.012207052670419216,0,-0.9999254941940308|-4.799028729962629e-08,1,5.858636353828217e-10|Jumping
-601.3206787109375,366.4386901855469,-207.30966186523438|-0.013854919001460075,0,-0.9999040365219116|-3.9162948439752654e-08,1,5.426515348183614e-10|Freefall
-601.3292846679688,367.3076171875,-207.93458557128906|-0.01391594298183918,0,-0.9999032020568848|-2.4456715763676584e-08,1,3.4037120344443395e-10|Freefall
-601.3363647460938,367.9414367675781,-208.4345245361328|-0.01397696603089571,0,-0.9999023675918579|-1.270131111397177e-08,1.0000001192092896,1.7754311909534692e-10|Freefall
-601.3434448242188,368.520751953125,-208.93446350097656|-0.015563979744911194,0,-0.9998788833618164|-1.009633598947346e-09,1,1.5715821005679587e-11|Freefall
-601.3511962890625,369.04559326171875,-209.4344024658203|-0.015686020255088806,0,-0.9998769760131836|1.0668222749643519e-08,1,-1.6736255437077574e-10|Freefall
-601.3590087890625,369.5158996582031,-209.93434143066406|-0.015686020255088806,0,-0.9998769760131836|2.2337523830628925e-08,1,-3.5042996282541594e-10|Freefall
-601.3668212890625,369.9317321777344,-210.4342803955078|-0.015747040510177612,0,-0.9998760223388672|3.399044956609032e-08,1,-5.35315347605092e-10|Freefall
-601.3746337890625,370.2930603027344,-210.93421936035156|-0.015747040510177612,0,-0.9998760223388672|4.563644750987805e-08,1,-7.187281325649053e-10|Freefall
-601.3824462890625,370.5998840332031,-211.4341583251953|-0.015747040510177612,0,-0.9998760223388672|5.727243390651893e-08,1,-9.019831548329194e-10|Freefall
-601.3899536132812,370.9405517578125,-211.90927124023438|-0.015747040510177612,0,-0.9998760223388672|3.6221404542402524e-08,1,-5.704506311765556e-10|Climbing
-601.3967895507812,371.2903747558594,-212.3446807861328|-0.015747040510177612,0,-0.9998760223388672|1.5188375002139765e-08,1,-2.3920160296952986e-10|Climbing
-601.3956298828125,371.55474853515625,-212.28074645996094|-0.010253836400806904,0.00021362159168347716,-0.9999474287033081|-0.000008239840099122375,1,0.0002137173287337646|Climbing
-601.3941040039062,371.9000549316406,-212.18202209472656|-0.015747040510177612,0.000030517519917339087,-0.9998760223388672|-8.87444230102119e-07,1,0.00003053528052987531|Climbing
-601.3931884765625,372.24993896484375,-212.12295532226562|-0.015747040510177612,-0.000030517519917339087,-0.9998760223388672|3.6849735352006974e-07,1,-0.00003052710962947458|Climbing
-601.3928833007812,372.59991455078125,-212.10336303710938|-0.015747040510177612,0,-0.9998760223388672|3.8034445992707333e-07,1,-5.990042240000548e-09|Climbing
-601.3928833007812,372.94989013671875,-212.10256958007812|-0.015747040510177612,0,-0.9998760223388672|1.6440361294556283e-09,1,-2.5891913613129702e-11|Climbing
-601.3928833007812,373.29986572265625,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|-4.354638249992604e-08,1,6.858116852193064e-10|Climbing
-601.3928833007812,373.64984130859375,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|-1.102177371592461e-08,1,1.7358184334348437e-10|Climbing
-601.3928833007812,373.99981689453125,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|2.339156646158358e-09,1,-3.683936142251376e-11|Climbing
-601.3928833007812,374.34979248046875,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|4.628770255976633e-09,1,-7.289846504221487e-11|Climbing
-601.3928833007812,374.69976806640625,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|5.923562085285994e-09,1,-9.329013950232223e-11|Climbing
-601.3928833007812,375.04974365234375,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|5.350892617883574e-09,1,-8.427117337284074e-11|Climbing
-601.3928833007812,375.39971923828125,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|2.9131574930119086e-09,1,-4.587929688937287e-11|Climbing
-601.3928833007812,375.74969482421875,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|4.775063122686163e-10,1,-7.520243976155694e-12|Climbing
-601.3928833007812,376.09967041015625,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|-1.9560624231473867e-09,1,3.080601398974814e-11|Climbing
-601.3928833007812,376.44964599609375,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|-4.387550323059486e-09,1,6.90994969576586e-11|Climbing
-601.3928833007812,376.79962158203125,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|-4.949255671959918e-09,1,7.794579565123527e-11|Climbing
-601.3928833007812,377.14959716796875,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|-3.6435758854480582e-09,1,5.7382654183868453e-11|Climbing
-601.3928833007812,377.49957275390625,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|-2.3390120951205517e-09,1,3.683708546531328e-11|Climbing
-601.3928833007812,377.84954833984375,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|-1.0355635238212813e-09,1,1.6309084291399323e-11|Climbing
-601.3928833007812,378.19952392578125,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|2.6677049458356805e-10,1,-4.2013666851081766e-12|Climbing
-601.3928833007812,378.54949951171875,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|1.5679910703170208e-09,1,-2.469427960727355e-11|Climbing
-601.3928833007812,378.89947509765625,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|2.8680990915574966e-09,1,-4.5169673557055035e-11|Climbing
-601.3928833007812,379.24945068359375,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|4.167095557505718e-09,1,-6.562755894279348e-11|Climbing
-601.3928833007812,379.59942626953125,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|5.464980912250894e-09,1,-8.606794443810628e-11|Climbing
-601.3928833007812,379.94940185546875,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|4.246247797823344e-09,1,-6.687413123263042e-11|Climbing
-601.3928833007812,380.29937744140625,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|2.1904122959881533e-09,1,-3.449678737110773e-11|Climbing
-601.3928833007812,380.64935302734375,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|1.363344437343983e-10,1,-2.1471301299424983e-12|Climbing
-601.3928833007812,380.99932861328125,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|-1.9159869246720973e-09,1,3.0174866078036544e-11|Climbing
-601.3928833007812,381.34930419921875,-212.10255432128906|-0.015747040510177612,0,-0.9998760223388672|-3.9665537521216265e-09,1,6.246922423791545e-11|Climbing
-601.3928833007812,381.69927978515625,-212.10255432128906|-0.019226042553782463,0,-0.9998152256011963|-4.477246573486582e-09,1.0000001192092896,8.609563756367677e-11|Climbing
-601.3928833007812,382.04925537109375,-212.10255432128906|-0.024475235491991043,0,-0.9997004270553589|-3.1579154846639312e-09,1,7.731388446119425e-11|Climbing
-601.3928833007812,382.39923095703125,-212.10255432128906|-0.024475235491991043,0,-0.9997004270553589|-1.839400631808985e-09,1,4.503325490290422e-11|Climbing
-601.3928833007812,382.74920654296875,-212.10255432128906|-0.024475235491991043,0,-0.9997004270553589|-5.220107679448915e-10,1,1.2780164947157058e-11|Climbing
-601.3928833007812,383.09918212890625,-212.10255432128906|-0.024475235491991043,0,-0.9997004270553589|7.94254995106769e-10,1,-1.944540362064373e-11|Climbing
-601.3928833007812,383.44915771484375,-212.10255432128906|-0.024475235491991043,0,-0.9997004270553589|2.1093973234798113e-09,1,-5.164346728037117e-11|Climbing
-601.3928833007812,383.79913330078125,-212.10255432128906|-0.024475235491991043,0,-0.9997004270553589|3.423417549441865e-09,1,-8.381405985913304e-11|Climbing
-601.3928833007812,384.14910888671875,-212.10255432128906|-0.024475235491991043,0,-0.9997004270553589|4.7363162281044424e-09,1,-1.1595719523471715e-10|Climbing
-601.3928833007812,384.49908447265625,-212.10255432128906|-0.024475235491991043,0,-0.9997004270553589|6.048094469690568e-09,1,-1.480728872849113e-10|Climbing
-601.3928833007812,384.84906005859375,-212.10255432128906|-0.024475235491991043,0,-0.9997004270553589|3.87342247165634e-09,1,-9.483133722731907e-11|Climbing
-601.3928833007812,385.19903564453125,-212.10255432128906|-0.024475235491991043,0,-0.9997004270553589|1.7006064334523785e-09,1,-4.1635216108115713e-11|Climbing
-601.3928833007812,385.54901123046875,-212.10255432128906|-0.024475235491991043,0,-0.9997004270553589|-4.703552547447032e-10,1,1.1515505562997852e-11|Climbing
-601.3928833007812,385.89898681640625,-212.10255432128906|-0.024475235491991043,0,-0.9997004270553589|-2.6394646468475003e-09,1,6.462087809300243e-11|Climbing
-601.3928833007812,386.24896240234375,-212.10255432128906|-0.024475235491991043,0,-0.9997004270553589|-4.806723463701701e-09,1,1.1768093444164407e-10|Climbing
-601.3928833007812,386.59893798828125,-212.10255432128906|-0.024475235491991043,0,-0.9997004270553589|-5.089622945320116e-09,1,1.246070469029803e-10|Climbing
-601.3928833007812,386.94891357421875,-212.10255432128906|-0.022705115377902985,0,-0.9997422695159912|-3.5434619682916946e-09,1.0000001192092896,8.04754526906315e-11|Climbing
-601.3928833007812,387.29888916015625,-212.10255432128906|-0.022705115377902985,0,-0.9997422695159912|-2.0007309142755503e-09,1.0000001192092896,4.543853834859668e-11|Climbing
-601.3928833007812,387.64886474609375,-212.10255432128906|-0.02966316044330597,0,-0.9995599985122681|-2.4249394159348014e-10,1.0000001192092896,7.196303015294392e-12|Climbing
-601.3928833007812,387.99884033203125,-212.10255432128906|-0.03320305794477463,0,-0.9994486570358276|1.6219042775489356e-09,1,-5.3881888534279554e-11|Climbing
-601.3928833007812,388.34881591796875,-212.10255432128906|-0.036682069301605225,0,-0.9993269443511963|3.5918439333926244e-09,1,-1.3184500713414593e-10|Climbing
-601.3928833007812,388.69879150390625,-212.10255432128906|-0.038390930742025375,0,-0.999262809753418|5.611044073816629e-09,1,-2.155721157137691e-10|Climbing
-601.3928833007812,389.04876708984375,-212.10255432128906|-0.038390930742025375,0,-0.999262809753418|7.630807985492538e-09,1,-2.9316993277461734e-10|Climbing
-601.3928833007812,389.39874267578125,-212.10255432128906|-0.038390930742025375,0,-0.999262809753418|5.099595412616509e-09,1,-1.9592265310119927e-10|Climbing
-601.3928833007812,389.74871826171875,-212.10255432128906|-0.038390930742025375,0,-0.999262809753418|2.5705000350484397e-09,1,-9.87566903254411e-11|Climbing
-601.3928833007812,390.09869384765625,-212.10255432128906|-0.036682069301605225,0,-0.9993269443511963|1.1129555610445152e-10,1,-4.085301107820127e-12|Climbing
-601.3928833007812,390.44866943359375,-212.10255432128906|-0.03491213917732239,0,-0.9993904829025269|-2.2789921061416862e-09,1.0000001192092896,7.961301756731487e-11|Climbing
-601.3928833007812,390.79864501953125,-212.10255432128906|-0.03320305794477463,0,-0.9994486570358276|-4.6026631395079676e-09,1,1.5290678445634143e-10|Climbing
-601.3928833007812,391.14862060546875,-212.10255432128906|-0.03320305794477463,0,-0.9994486570358276|-6.92292445592102e-09,1,2.2998906945570496e-10|Climbing
-601.3928833007812,391.49859619140625,-212.10255432128906|-0.03320305794477463,0,-0.9994486570358276|-4.910690520887329e-09,1,1.63139890485553e-10|Climbing
-601.3928833007812,391.84857177734375,-212.10255432128906|-0.02966316044330597,0,-0.9995599985122681|-3.0158473496300076e-09,1.0000001192092896,8.949894297893835e-11|Climbing
-601.3928833007812,392.19854736328125,-212.10255432128906|-0.022705115377902985,0,-0.9997422695159912|-1.3614889216029269e-09,1.0000001192092896,3.0920731253214484e-11|Climbing
-601.3928833007812,392.54852294921875,-212.10255432128906|-0.01397696603089571,0,-0.9999023675918579|-1.0518335707358339e-14,1.0000001192092896,1.470287863126793e-16|Climbing
-601.3928833007812,392.8110046386719,-212.10255432128906|-0.005249031353741884,0,-0.9999862909317017|8.008038121509742e-10,1.0000001192092896,-4.203502129707104e-12|Climbing
-601.3928833007812,393.24847412109375,-212.10255432128906|0.0034789827186614275,0,-0.9999939203262329|1.7682393327334012e-09,1.0000001192092896,6.151711518659342e-12|Climbing
-601.3928833007812,393.59844970703125,-212.10255432128906|0.015747040510177612,0,-0.9998760223388672|2.1258828031278654e-09,1,3.3480513500494524e-11|Climbing
-601.3928833007812,393.94842529296875,-212.10255432128906|0.024475235491991043,0,-0.9997004270553589|1.1325888005231377e-09,1,2.772868393230432e-11|Climbing
-601.3922729492188,394.2643737792969,-212.12738037109375|0.02966316044330597,0,-0.9995599985122681|3.4440889029596633e-10,1.0000001192092896,1.0220753063339139e-11|Running
-601.3905639648438,394.52581787109375,-212.19189453125|0.03283674269914627,0,-0.9994606971740723|-3.195466391492374e-10,1.0000001192092896,-1.0498532598823829e-11|Freefall
-601.3875732421875,394.7327575683594,-212.29612731933594|0.036193881183862686,0,-0.9993448257446289|-9.000538092607258e-10,1.0000001192092896,-3.2597799459743726e-11|Freefall
-601.3831176757812,394.88519287109375,-212.44004821777344|0.03808620199561119,0,-0.999274492263794|-1.4523569014102122e-09,1.0000001192092896,-5.5354918565564404e-11|Freefall
-601.3770141601562,394.9831237792969,-212.6236572265625|0.04150360822677612,0,-0.999138355255127|-1.9159978048577386e-09,1,-7.958939757246597e-11|Freefall
-601.3692016601562,395.02655029296875,-212.8469696044922|0.044921766966581345,0,-0.998990535736084|-2.3167519014322124e-09,1,-1.0417774976012595e-10|Freefall
-601.3592529296875,395.0155029296875,-213.1099395751953|0.04681406915187836,0,-0.9989036321640015|-2.172621416107745e-09,1,-1.0182087811783092e-10|Freefall
-601.3425903320312,394.82830810546875,-213.4900665283203|0.04882799834012985,0,-0.9988071918487549|-1.5689941568197696e-09,1,-7.670233198586729e-11|Freefall
-601.3187255859375,394.5755920410156,-213.98095703125|0.048888884484767914,0,-0.9988042116165161|-9.664039568590965e-10,1,-4.7302974037766177e-11|Freefall
-601.2943115234375,394.369384765625,-214.48019409179688|0.052368227392435074,0,-0.9986279010772705|-4.871584247112537e-10,1.0000001192092896,-2.5546675885834702e-11|Freefall
-601.2683715820312,394.3660583496094,-214.97952270507812|0.05761730298399925,0,-0.9983388185501099|-1.9310993082388705e-10,1.0000001192092896,-1.1144987710487442e-11|Freefall
-601.239990234375,394.375732421875,-215.4787139892578|0.05761730298399925,0,-0.9983388185501099|9.994893801490434e-11,1.0000001192092896,5.768370590214511e-12|Landed
-601.211181640625,394.3564147949219,-215.9778594970703|0.05761730298399925,0,-0.9983388185501099|3.927566605277377e-10,1.0000001192092896,2.266723440891294e-11|Landed
-601.182373046875,394.3424377441406,-216.4770050048828|0.05761730298399925,0,-0.9983388185501099|6.85312806503191e-10,1.0000001192092896,3.9551577291074835e-11|Running
-601.153564453125,394.34454345703125,-216.9761505126953|0.05761730298399925,0,-0.9983388185501099|6.098175853175292e-10,1.0000001192092896,3.519450703093341e-11|Running
-601.124755859375,394.3471984863281,-217.4752960205078|0.05761730298399925,0,-0.9983388185501099|4.118398400088097e-10,1.0000001192092896,2.3768584322958475e-11|Running
-601.095947265625,394.3489074707031,-217.9744415283203|0.05761730298399925,0,-0.9983388185501099|2.1403259720109702e-10,1.0000001192092896,1.2352500099177544e-11|Running
-601.067138671875,394.349853515625,-218.4735870361328|0.05761730298399925,0,-0.9983388185501099|1.639536076347703e-11,1.0000001192092896,9.462282303182579e-13|Running
-601.038330078125,394.3503723144531,-218.9727325439453|0.05761730298399925,0,-0.9983388185501099|-1.8107206012363264e-10,1.0000001192092896,-1.04502439687848e-11|Running
-601.009521484375,394.3506774902344,-219.4718780517578|0.05761730298399925,0,-0.9983388185501099|-3.783690305514398e-10,1.0000001192092896,-2.1836877792114073e-11|Running
-600.9879150390625,394.3507995605469,-219.8462371826172|0.05761730298399925,0,-0.9983388185501099|-5.262307256614918e-10,1.0000001192092896,-3.037044574161207e-11|Running
-600.951904296875,394.3509216308594,-220.4701690673828|0.05761730298399925,0,-0.9983388185501099|-4.107084117244142e-10,1.0000001192092896,-2.3703285861875756e-11|Running
-600.923095703125,394.3509216308594,-220.9693145751953|0.05761730298399925,0,-0.9983388185501099|-2.4602550552366154e-10,1.0000001192092896,-1.419891287879338e-11|Running
-600.894287109375,394.3509216308594,-221.4684600830078|0.052368227392435074,0,-0.9986279010772705|1.1147031908631533e-10,1.0000001192092896,5.8455232841703175e-12|Running
-600.8677368164062,394.3509216308594,-221.96775817871094|0.045410431921482086,0,-0.9989684820175171|7.263238344101808e-10,1.0000001192092896,3.301673864863908e-11|Running
-600.8445434570312,394.3509216308594,-222.46719360351562|0.03491213917732239,0,-0.9993904829025269|1.7285739506434084e-09,1.0000001192092896,6.038502337046836e-11|Running
-600.8262329101562,394.3509216308594,-222.9668731689453|0.0174560584127903,0,-0.9998476505279541|3.3721438974509965e-09,1,5.887330900566923e-11|Running
-600.8162231445312,394.3509216308594,-223.46676635742188|-0.0034789827186614275,0,-0.9999939203262329|3.579340601689296e-09,1.0000001192092896,-1.245253986731365e-11|Running
-600.81640625,394.3509216308594,-223.9667510986328|-0.020934943109750748,0,-0.9997808933258057|2.462108072975866e-09,1.0000001192092896,-5.155538843060192e-11|Running
