Mt Seru|true|32212
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9982096552848816,0,-0.0598132349550724|4.3730494919680396e-11,1.0000001192092896,7.298084359064205e-10|Running
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9982096552848816,0,-0.0598132349550724|2.20766720876453e-11,1.0000001192092896,3.6843261774777147e-10|Running
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9982096552848816,0,-0.0598132349550724|4.4144072078311503e-13,1.0000001192092896,7.367105189781675e-12|Running
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9982096552848816,0,-0.0598132349550724|-2.1175282013952135e-11,1.0000001192092896,-3.5338953985331045e-10|Running
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9982096552848816,0,-0.0598132349550724|-4.277349308079437e-11,1.0000001192092896,-7.138372115633729e-10|Running
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9982096552848816,0,-0.0598132349550724|-6.435323107734092e-11,1.0000001192092896,-1.0739766853617994e-09|Running
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9982096552848816,0,-0.0598132349550724|-6.316222544988648e-11,1.0000001192092896,-1.0541002515296327e-09|Running
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9981019496917725,0,-0.06158410385251045|-4.4069695809279e-11,1.0000001192092896,-7.142435531903857e-10|Running
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9981019496917725,0,-0.06158410385251045|-2.327677287028429e-11,1.0000001192092896,-3.7724981472031516e-10|Running
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9981019496917725,0,-0.06158410385251045|-2.501654482525706e-12,1.0000001192092896,-4.054465443936728e-11|Running
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9981019496917725,0,-0.06158410385251045|1.8255648728815466e-11,1.0000001192092896,2.958717715273451e-10|Running
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9981019496917725,0,-0.06158410385251045|3.8995199430624794e-11,1.0000001192092896,6.320005074833546e-10|Running
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9981019496917725,0,-0.06158410385251045|5.971697442097579e-11,1.0000001192092896,9.678411405644738e-10|Running
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9981019496917725,0,-0.06158410385251045|5.0295930614785433e-11,1.0000001192092896,8.151530006550445e-10|Running
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9981019496917725,0,-0.06158410385251045|3.084549282661442e-11,1.0000001192092896,4.99917107710246e-10|Running
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9981019496917725,0,-0.06158410385251045|1.1411746547729251e-11,1.0000001192092896,1.8495172060539744e-10|Running
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9981019496917725,0,-0.06158410385251045|-8.005346385786538e-12,1.0000001192092896,-1.2974372964880132e-10|Running
-689.1250610351562,50.005916595458984,-874.9994506835938|0.9981019496917725,0,-0.06158410385251045|-2.740580332116771e-11,1.0000001192092896,-4.441695899970455e-10|Running
-689.039794921875,50.005916595458984,-875.0046997070312|0.9981019496917725,0,-0.06158410385251045|-4.6789593033391697e-11,1.0000001192092896,-7.583252914500349e-10|Running
-688.8182373046875,50.005916595458984,-875.0183715820312|0.9981019496917725,0,-0.06158410385251045|-4.128336908437724e-11,1.0000001192092896,-6.690851761526062e-10|Running
-688.4602661132812,50.005916595458984,-875.0404663085938|0.9981019496917725,0,-0.06158410385251045|-2.7494317586529426e-11,1.0000001192092896,-4.4560416467831487e-10|Running
-687.9833984375,50.005916595458984,-875.0698852539062|0.9981019496917725,0,-0.06158410385251045|-1.371706827985042e-11,1.0000001192092896,-2.2231438912001522e-10|Running
-687.48486328125,50.005916595458984,-875.1006469726562|0.9981019496917725,0,-0.06158410385251045|4.83595809068222e-14,1.0000001192092896,7.837702925908574e-13|Running
-686.98583984375,50.005916595458984,-875.1314086914062|0.9981019496917725,0,-0.06158410385251045|1.380194569744475e-11,1.0000001192092896,2.2369001095867702e-10|Running
-686.48681640625,50.005916595458984,-875.1621704101562|0.9981019496917725,0,-0.06158410385251045|2.7543724245848722e-11,1.0000001192092896,4.4640488527925015e-10|Running
-685.98779296875,50.005916595458984,-875.1929321289062|0.9981019496917725,0,-0.06158410385251045|4.127368585793434e-11,1.0000001192092896,6.689282461280754e-10|Running
-685.48876953125,50.005916595458984,-875.2236938476562|0.9981019496917725,0,-0.06158410385251045|4.7296666583207525e-11,1.0000001192092896,7.665434953452177e-10|Running
-684.98974609375,50.005916595458984,-875.2544555664062|0.9981019496917725,0,-0.06158410385251045|3.023867961582383e-11,1.0000001192092896,4.900823635800577e-10|Running
-684.49072265625,50.005916595458984,-875.2852172851562|0.9981019496917725,0,-0.06158410385251045|1.3195293815937426e-11,1.0000001192092896,2.1385791748596006e-10|Running
-683.99169921875,50.005916595458984,-875.3159790039062|0.9981019496917725,0,-0.06158410385251045|-3.833483010196037e-12,1.0000001192092896,-6.212978048703022e-11|Running
-683.49267578125,50.005916595458984,-875.3467407226562|0.9981019496917725,0,-0.06158410385251045|-2.0847676016066963e-11,1.0000001192092896,-3.378811119780778e-10|Running
-682.99365234375,50.005916595458984,-875.3775024414062|0.9981019496917725,0,-0.06158410385251045|-3.7847287803760565e-11,1.0000001192092896,-6.133961671928034e-10|Running
-682.49462890625,50.005916595458984,-875.4082641601562|0.9981019496917725,0,-0.06158410385251045|-4.00313671100605e-11,1.0000001192092896,-6.487937964649859e-10|Running
-681.99560546875,50.005916595458984,-875.4390258789062|0.9981019496917725,0,-0.06158410385251045|-2.7419013240437273e-11,1.0000001192092896,-4.443836687517688e-10|Running
-681.49658203125,50.005916595458984,-875.4697875976562|0.9981019496917725,0,-0.06158410385251045|-1.4817435473046814e-11,1.0000001192092896,-2.4014817912032527e-10|Running
-680.99755859375,50.005916595458984,-875.5005493164062|0.9981019496917725,0,-0.06158410385251045|-2.2266678518373384e-12,1.0000001192092896,-3.6087910437743176e-11|Running
-680.49853515625,50.005916595458984,-875.5313110351562|0.9981019496917725,0,-0.06158410385251045|1.0353292008435933e-11,1.0000001192092896,1.677972066849165e-10|Running
-679.99951171875,50.005916595458984,-875.5620727539062|0.9981019496917725,0,-0.06158410385251045|2.292245386559255e-11,1.0000001192092896,3.715073249033196e-10|Running
-679.50048828125,50.005916595458984,-875.5928344726562|0.9981019496917725,0,-0.06158410385251045|3.5480739873916534e-11,1.0000001192092896,5.750411813387757e-10|Running
-679.00146484375,50.005916595458984,-875.6235961914062|0.9981019496917725,0,-0.06158410385251045|4.1265702660497894e-11,1.0000001192092896,6.687988496345554e-10|Running
-678.50244140625,50.005916595458984,-875.6543579101562|0.9981019496917725,0,-0.06158410385251045|2.676671558010657e-11,1.0000001192092896,4.338118197999563e-10|Running
-678.00341796875,50.005916595458984,-875.6851196289062|0.9981019496917725,0,-0.06158410385251045|1.228018815108145e-11,1.0000001192092896,1.9902668402238533e-10|Running
-677.50439453125,50.005916595458984,-875.7158813476562|0.9981019496917725,0,-0.06158410385251045|-2.1939390408565185e-12,1.0000001192092896,-3.555746669325899e-11|Running
-677.00537109375,50.005916595458984,-875.7466430664062|0.9981019496917725,0,-0.06158410385251045|-1.6655631734918686e-11,1.0000001192092896,-2.6994009805214603e-10|Running
-676.50634765625,50.005916595458984,-875.7774047851562|0.9981019496917725,0,-0.06158410385251045|-3.110495194746932e-11,1.0000001192092896,-5.041221884383162e-10|Running
-676.00732421875,50.005916595458984,-875.8081665039062|0.9981019496917725,0,-0.06158410385251045|-4.5541747456523396e-11,1.0000001192092896,-7.381013023000094e-10|Running
-675.50830078125,50.005916595458984,-875.8389282226562|0.9981019496917725,0,-0.06158410385251045|-3.1823571555733565e-11,1.0000001192092896,-5.157689275669952e-10|Running
-675.00927734375,50.005916595458984,-875.8696899414062|0.9981019496917725,0,-0.06158410385251045|-1.8117167488451713e-11,1.0000001192092896,-2.9362740017191413e-10|Running
-674.51025390625,50.005916595458984,-875.9004516601562|0.9981019496917725,0,-0.06158410385251045|-4.422484514016167e-12,1.0000001192092896,-7.16758111196647e-11|Running
-674.01123046875,50.005916595458984,-875.9312133789062|0.9981019496917725,0,-0.06158410385251045|9.260445708869636e-12,1.0000001192092896,1.5008530529492248e-10|Running
-673.51220703125,50.005916595458984,-875.9619750976562|0.9981019496917725,0,-0.06158410385251045|2.29316426958448e-11,1.0000001192092896,3.716562613220731e-10|Running
-673.01318359375,50.005916595458984,-875.9927368164062|0.9981019496917725,0,-0.06158410385251045|3.659104616526854e-11,1.0000001192092896,5.930360646999588e-10|Running
-672.51416015625,50.005916595458984,-876.0234985351562|0.9981019496917725,0,-0.06158410385251045|3.68440521147928e-11,1.0000001192092896,5.971365624191094e-10|Running
-672.01513671875,50.005916595458984,-876.0542602539062|0.9981019496917725,0,-0.06158410385251045|2.3707830837382815e-11,1.0000001192092896,3.8423603188064703e-10|Running
-671.51611328125,50.005916595458984,-876.0850219726562|0.9981019496917725,0,-0.06158410385251045|1.0582892201460581e-11,1.0000001192092896,1.7151836895212824e-10|Running
-671.01708984375,50.005916595458984,-876.1157836914062|0.9981019496917725,0,-0.06158410385251045|-2.5307809233682255e-12,1.0000001192092896,-4.101671086109704e-11|Running
-670.51806640625,50.005916595458984,-876.1465454101562|0.9981019496917725,0,-0.06158410385251045|-1.5633182248731003e-11,1.0000001192092896,-2.5336913123119587e-10|Running
-670.01904296875,50.005916595458984,-876.1773071289062|0.9981019496917725,0,-0.06158410385251045|-2.8724399595003725e-11,1.0000001192092896,-4.655402729980551e-10|Running
-669.52001953125,50.005916595458984,-876.2080688476562|0.9982096552848816,0,-0.0598132349550724|-4.4430362167169335e-11,1.0000001192092896,-7.414883707035358e-10|Running
-669.02099609375,50.005916595458984,-876.2381591796875|0.9985069632530212,0,-0.05462492257356644|-4.046390306156056e-11,1,-7.396530055103767e-10|Running
-668.521728515625,50.005916595458984,-876.2658081054688|0.9986912608146667,0,-0.05114607512950897|-2.34282333116953e-11,1.0000001192092896,-4.5746564869553197e-10|Running
-668.0224609375,50.005916595458984,-876.2916259765625|0.9988660216331482,0,-0.047608647495508194|-2.0650846484226992e-12,1,-4.332706415866028e-11|Running
-667.52294921875,50.005916595458984,-876.3157348632812|0.9988660216331482,0,-0.047608647495508194|1.7786114595019775e-11,1,3.731663589245926e-10|Running
-667.0234375,50.005916595458984,-876.3396606445312|0.9989461898803711,0,-0.04589769244194031|3.92402881022047e-11,1.0000001192092896,8.540502749454504e-10|Running
-666.52392578125,50.005916595458984,-876.3626708984375|0.9989461898803711,0,-0.04589769244194031|6.135110475202765e-11,1.0000001192092896,1.3352838834634895e-09|Running
-666.0244140625,50.005916595458984,-876.3856201171875|0.9989461898803711,0,-0.04589769244194031|6.124529355888697e-11,1.0000001192092896,1.332981058865812e-09|Running
-665.52490234375,50.005916595458984,-876.4085693359375|0.9989461898803711,0,-0.04589769244194031|3.895144623511371e-11,1.0000001192092896,8.477636925796617e-10|Running
-665.025390625,50.005916595458984,-876.4315185546875|0.9989461898803711,0,-0.04589769244194031|1.6676651379277097e-11,1.0000001192092896,3.6296113337108693e-10|Running
-664.52587890625,50.005916595458984,-876.4544677734375|0.9989461898803711,0,-0.04589769244194031|-5.579057615195948e-12,1.0000001192092896,-1.2142611915955115e-10|Running
-664.0263671875,50.005916595458984,-876.4774169921875|0.9989461898803711,0,-0.04589769244194031|-2.781570460075322e-11,1.0000001192092896,-6.053984535903112e-10|Running
-663.52685546875,50.005916595458984,-876.5003662109375|0.9989461898803711,0,-0.04589769244194031|-5.003332123609816e-11,1.0000001192092896,-1.0889565915661592e-09|Running
-663.02734375,50.005916595458984,-876.5233154296875|0.9989461898803711,0,-0.04589769244194031|-7.223192183269944e-11,1.0000001192092896,-1.5721008939095782e-09|Running
-662.52783203125,50.005916595458984,-876.5462646484375|0.9989461898803711,0,-0.04589769244194031|-5.912896561266479e-11,1.0000001192092896,-1.2869199039755586e-09|Running
-662.0283203125,50.005916595458984,-876.5692138671875|0.9989461898803711,0,-0.04589769244194031|-3.428138675709569e-11,1.0000001192092896,-7.46121664452204e-10|Running
-661.52880859375,50.005916595458984,-876.5921630859375|0.9989461898803711,0,-0.04589769244194031|-9.455069539809902e-12,1.0000001192092896,-2.0578606874099847e-10|Running
-661.029296875,50.005916595458984,-876.6151123046875|0.9989461898803711,0,-0.04589769244194031|1.535000598851255e-11,1.0000001192092896,3.3408714683602625e-10|Running
-660.52978515625,50.005916595458984,-876.6380615234375|0.9989461898803711,0,-0.04589769244194031|4.013396559532367e-11,1.0000001192092896,8.735008272253708e-10|Running
-660.0302734375,50.005916595458984,-876.6610107421875|0.9988660216331482,0,-0.047608647495508194|6.437179261853387e-11,1,1.350569767133436e-09|Running
-659.53076171875,50.005916595458984,-876.6846313476562|0.9988660216331482,0,-0.047608647495508194|6.388801293555346e-11,1,1.3404195531308005e-09|Running
-659.03125,50.005916595458984,-876.7085571289062|0.9988660216331482,0,-0.047608647495508194|4.030744835126221e-11,1,8.456812472523723e-10|Running
-658.53173828125,50.005916595458984,-876.7324829101562|0.9988660216331482,0,-0.047608647495508194|1.674706207044352e-11,1,3.5136621390208234e-10|Running
-658.0322265625,50.005916595458984,-876.7564086914062|0.9988660216331482,0,-0.047608647495508194|-6.793141570093919e-12,1,-1.4252533875325213e-10|Running
-657.53271484375,50.005916595458984,-876.7803344726562|0.9988660216331482,0,-0.047608647495508194|-3.031318598911703e-11,1,-6.3599392419178e-10|Running
-657.033203125,50.005916595458984,-876.8042602539062|0.9988660216331482,0,-0.047608647495508194|-5.3813089401222314e-11,1,-1.1290399726249234e-09|Running
-656.53369140625,50.005916595458984,-876.8281860351562|0.9988660216331482,0,-0.047608647495508194|-7.729288042934712e-11,1,-1.6216641363087092e-09|Running
-656.0341796875,50.005916595458984,-876.8521118164062|0.9988660216331482,0,-0.047608647495508194|-7.422942122081722e-11,1,-1.5573903278109924e-09|Running
-655.6595458984375,50.005916595458984,-876.8700561523438|0.9988660216331482,0,-0.047608647495508194|-5.204747050013836e-11,1,-1.091995938118373e-09|Running
-655.03515625,50.005916595458984,-876.8999633789062|0.9988660216331482,0,-0.047608647495508194|-1.5109257595069536e-11,1,-3.170038398447872e-10|Running
-654.53564453125,50.005916595458984,-876.9238891601562|0.9988660216331482,0,-0.047608647495508194|1.4412879743852525e-11,1,3.023932770851445e-10|Running
-654.0361328125,50.005916595458984,-876.9478149414062|0.9988660216331482,0,-0.047608647495508194|4.390976818258174e-11,1,9.21260678854452e-10|Running
-653.53662109375,50.005916595458984,-876.9717407226562|0.9988660216331482,0,-0.047608647495508194|7.3381398180139e-11,1,1.5395981156629546e-09|Running
-653.037109375,50.005916595458984,-876.9956665039062|0.9988660216331482,0,-0.047608647495508194|7.528035139703348e-11,1,1.579439579124653e-09|Running
-652.53759765625,50.005916595458984,-877.0195922851562|0.9988660216331482,0,-0.047608647495508194|4.9642057825538544e-11,1,1.0415285300879873e-09|Running
-652.0380859375,50.005916595458984,-877.0435180664062|0.9988660216331482,0,-0.047608647495508194|2.402571197546166e-11,1,5.040778905396337e-10|Running
-651.53857421875,50.005916595458984,-877.0674438476562|0.9988660216331482,0,-0.047608647495508194|-1.5687077288203954e-12,1,-3.291269340399694e-11|Running
-651.0390625,50.005916595458984,-877.0913696289062|0.9988660216331482,0,-0.047608647495508194|-2.7141225031335203e-11,1,-5.69443769915523e-10|Running
-650.53955078125,50.005916595458984,-877.1152954101562|0.9988660216331482,0,-0.047608647495508194|-5.2691850882524705e-11,1,-1.105515456956141e-09|Running
-650.0400390625,50.005916595458984,-877.1392211914062|0.9988660216331482,0,-0.047608647495508194|-7.822061748319342e-11,1,-1.64112867739874e-09|Running
-649.54052734375,50.005916595458984,-877.1631469726562|0.9988660216331482,0,-0.047608647495508194|-7.630353987542193e-11,1,-1.6009069625511074e-09|Running
-649.041015625,50.005916595458984,-877.1870727539062|0.9988660216331482,0,-0.047608647495508194|-4.6975829476325615e-11,1,-9.85589054813829e-10|Running
