tali|true|1067
2342.771728515625,900.532470703125,527.4782104492188|-0.9969987869262695,2.6168592626163445e-08,0.07741709053516388|2.9307930304867114e-08,1,3.94148038651565e-08|Running
2342.326416015625,900.326904296875,527.5127563476562|-0.9969987869262695,3.6111398316052146e-08,0.07741709053516388|4.044353474341733e-08,1,5.439052941369482e-08|Running
2341.881103515625,900.121337890625,527.5473022460938|-0.9969987869262695,4.6049954960381e-08,0.07741709053516388|5.1574378545637956e-08,1,6.935985652489762e-08|Running
2341.435791015625,899.915771484375,527.5818481445312|-0.9969987869262695,5.598426255915001e-08,0.07741709053516388|6.270046526424267e-08,1,8.43227851987649e-08|Running
2340.990478515625,899.710205078125,527.6163940429688|-0.9969987869262695,5.6438242523881854e-08,0.07741709053516388|6.320890832967052e-08,1,8.500656889509628e-08|Running
2340.545166015625,899.504638671875,527.6509399414062|-0.9969987869262695,4.741796999496728e-08,0.07741709053516388|5.310651118861642e-08,1,7.142035940432834e-08|Running
2340.099853515625,899.299072265625,527.6854858398438|-0.9969987869262695,3.840155571310788e-08,0.07741709053516388|4.300843059468207e-08,1,5.7839955047711555e-08|Running
2339.654541015625,899.093505859375,527.7200317382812|-0.9969987869262695,2.9388990796519465e-08,0.07741709053516388|3.2914670100581134e-08,1,4.4265352272532255e-08|Running
2339.209228515625,898.887939453125,527.7545776367188|-0.9969987869262695,2.0380280574272547e-08,0.07741709053516388|2.2825220824529424e-08,1,3.0696551078790435e-08|Running
2338.763916015625,898.682373046875,527.7891235351562|-0.9969987869262695,1.1375419717296609e-08,0.07741709053516388|1.2740084542883778e-08,1,1.7133547913772418e-08|Running
2338.318603515625,898.476806640625,527.8236694335938|-0.9969987869262695,2.3744091137700707e-09,0.07741709053516388|2.659259923376567e-09,1,3.576339890898339e-09|Running
2337.873291015625,898.271240234375,527.8582153320312|-0.9969987869262695,-6.622753900842326e-09,0.07741709053516388|-7.4172561426166794e-09,1,-9.975074988233246e-09|Running
2337.427978515625,898.065673828125,527.8927612304688|-0.9969987869262695,-1.5616070214719002e-08,0.07741709053516388|-1.748946409918517e-08,1,-2.352070005429141e-08|Running
2336.982666015625,897.8554077148438,527.9273071289062|-0.9969987869262695,-2.4605542492395216e-08,0.07741709053516388|-2.7557367943131794e-08,1,-3.706053774976681e-08|Running
2336.537353515625,897.649169921875,527.9618530273438|-0.9969987869262695,-3.359117073387097e-08,0.07741709053516388|-3.762096767445655e-08,1,-5.05945862983026e-08|Running
2336.092041015625,897.4434814453125,527.9963989257812|-0.9969987869262695,-4.2572960268216775e-08,0.07741709053516388|-4.768026329315944e-08,1,-6.412285102896931e-08|Running
2335.646728515625,897.2378540039062,528.0309448242188|-0.9969987869262695,-5.15509093190758e-08,0.07741709053516388|-5.773526368102466e-08,1,-7.764533904719428e-08|Running
2335.201416015625,897.0322875976562,528.0654907226562|-0.9969987869262695,-6.05250249918754e-08,0.07741709053516388|-6.778596173262486e-08,1,-9.116204324755017e-08|Running
2334.756103515625,896.8267211914062,528.1000366210938|-0.9969987869262695,-5.972569283585472e-08,0.07741709053516388|-6.689074183441335e-08,1,-8.995811384693297e-08|Running
2334.088134765625,896.5183715820312,528.15185546875|-0.9969987869262695,-4.387762686519636e-08,0.07741709053516388|-4.914144824397226e-08,1,-6.608795644069687e-08|Running
2333.865478515625,896.4155883789062,528.1691284179688|-0.9969987869262695,-3.859719654997207e-08,0.07741709053516388|-4.322754776353577e-08,1,-5.813463843651334e-08|Running
2333.420166015625,896.2100219726562,528.2036743164062|-0.9969987869262695,-2.8039721655659378e-08,0.07741709053516388|-3.140353399544438e-08,1,-4.223309701956168e-08|Running
2332.974853515625,896.0044555664062,528.2382202148438|-0.9969987869262695,-1.7486758707718764e-08,0.07741709053516388|-1.958457573891792e-08,1,-2.633835194387757e-08|Running
2332.529541015625,895.7988891601562,528.2727661132812|-0.9969987869262695,-6.938308150239436e-09,0.07741709053516388|-7.770668553064297e-09,1,-1.0450396992212063e-08|Running
2332.084228515625,895.5933227539062,528.3073120117188|-0.9969987869262695,3.6056346797153083e-09,0.07741709053516388|4.0381884502949106e-09,1,5.430768279524045e-09|Running
2331.638916015625,895.3877563476562,528.3418579101562|-0.9969987869262695,1.4145070892368494e-08,0.07741709053516388|1.5841997935694963e-08,1,2.1305146091776805e-08|Running
2331.193603515625,895.1821899414062,528.3764038085938|-0.9969987869262695,2.4680002042032356e-08,0.07741709053516388|2.7640762567671118e-08,1,3.7172743105884365e-08|Running
2330.748291015625,894.9766235351562,528.4109497070312|-0.9969987869262695,3.521043012710834e-08,0.07741709053516388|3.9434482346223376e-08,1,5.3033559765935934e-08|Running
2330.302978515625,894.7710571289062,528.4454956054688|-0.9969987869262695,4.57363533712396e-08,0.07741709053516388|5.1223164376779096e-08,1,6.888759429557467e-08|Running
2329.857666015625,894.5654907226562,528.4800415039062|-0.9969987869262695,5.625778243256718e-08,0.07741709053516388|6.300680155391092e-08,1,8.473485735294162e-08|Running
2329.189697265625,894.2571411132812,528.5318603515625|-0.9969987869262695,5.269902914051272e-08,0.07741709053516388|5.902112576450236e-08,1,7.937471480090608e-08|Running
2328.967041015625,894.1543579101562,528.5491333007812|-0.9969987869262695,4.829155386687489e-08,0.07741709053516388|5.408490366676233e-08,1,7.273622770753718e-08|Running
2328.521728515625,893.9487915039062,528.5836791992188|-0.9969987869262695,3.947943127968756e-08,0.07741709053516388|4.4215624939170084e-08,1,5.946350256635924e-08|Running
2328.076416015625,893.7432250976562,528.6182250976562|-0.9969987869262695,3.0671074568999757e-08,0.07741709053516388|3.4350563282714575e-08,1,4.619645110892634e-08|Running
2327.631103515625,893.5376586914062,528.6527709960938|-0.9969987869262695,2.1866481958454642e-08,0.07741709053516388|2.44897186973958e-08,1,3.2935069782524806e-08|Running
2327.185791015625,893.3320922851562,528.6873168945312|-0.9969987869262695,1.3065652559873797e-08,0.07741709053516388|1.4633087630500086e-08,1,1.967935325808412e-08|Running
2326.740478515625,893.1265258789062,528.7218627929688|-0.9969987869262695,4.268585485078802e-09,0.07741709053516388|4.780670970205847e-09,1,6.429302423782701e-09|Running
2326.295166015625,892.9209594726562,528.7564086914062|-0.9969987869262695,-4.524721042287183e-09,0.07741709053516388|-5.067533948022174e-09,1,-6.815086717182339e-09|Running
2325.849853515625,892.7153930664062,528.7909545898438|-0.9969987869262695,-1.3314268798580997e-08,0.07741709053516388|-1.4911529788719236e-08,1,-2.005381638525705e-08|Running
2325.404541015625,892.5098266601562,528.8255004882812|-0.9969987869262695,-2.21000604483379e-08,0.07741709053516388|-2.4751317440063758e-08,1,-3.328688791270906e-08|Running
2324.959228515625,892.3042602539062,528.8600463867188|-0.9969987869262695,-3.088209510337947e-08,0.07741709053516388|-3.458690045476942e-08,1,-4.651430884905494e-08|Running
2324.513916015625,892.0986938476562,528.8945922851562|-0.9969987869262695,-3.966037454006255e-08,0.07741709053516388|-4.4418275280122543e-08,1,-5.973607386522417e-08|Running
2324.068603515625,891.8931274414062,528.9291381835938|-0.9969987869262695,-4.8434902311100814e-08,0.07741709053516388|-5.4245450797907324e-08,1,-7.295219006664411e-08|Running
2323.623291015625,891.6875610351562,528.9636840820312|-0.9969987869262695,-5.7205681969207944e-08,0.07741709053516388|-6.406842345541008e-08,1,-8.616265745331475e-08|Running
2323.177978515625,891.4819946289062,528.9982299804688|-0.9969987869262695,-5.666119662350866e-08,0.07741709053516388|-6.345862146872605e-08,1,-8.534256323855516e-08|Running
2322.732666015625,891.2764282226562,529.0327758789062|-0.9969987869262695,-4.68074219384107e-08,0.07741709053516388|-5.242272749228505e-08,1,-7.05008957879727e-08|Running
2322.287353515625,891.0708618164062,529.0673217773438|-0.9969987869262695,-3.6957857219022117e-08,0.07741709053516388|-4.139155151960949e-08,1,-5.566557703673425e-08|Running
2321.842041015625,890.8652954101562,529.1018676757812|-0.9969987869262695,-2.7112504241699753e-08,0.07741709053516388|-3.036508644527203e-08,1,-4.083659632669878e-08|Running
2321.396728515625,890.6597290039062,529.1364135742188|-0.9969987869262695,-1.727135945372993e-08,0.07741709053516388|-1.934333759834317e-08,1,-2.6013950105152617e-08|Running
2320.951416015625,890.4541625976562,529.1709594726562|-0.9969987869262695,-7.434420634666594e-09,0.07741709053516388|-8.32629787339556e-09,1,-1.1197640148452592e-08|Running
2320.506103515625,890.2485961914062,529.2055053710938|-0.9969987869262695,2.3983142138916946e-09,0.07741709053516388|2.6860322854815877e-09,1,3.6123397606502294e-09|Running
2320.060791015625,890.0430297851562,529.2400512695312|-0.9969987869262695,1.2226846202167962e-08,0.07741709053516388|1.3693655986912745e-08,1,1.8415990510334268e-08|Running
2319.615478515625,889.8374633789062,529.2745971679688|-0.9969987869262695,2.2051176884474444e-08,0.07741709053516388|2.469657367498712e-08,1,3.321331476513478e-08|Running
2319.170166015625,889.6318969726562,529.3091430664062|-0.9969987869262695,3.1871305594677324e-08,0.07741709053516388|3.5694789346507605e-08,1,4.800431696594387e-08|Running
2318.724853515625,889.4263305664062,529.3436889648438|-0.9969987869262695,4.168724032638238e-08,0.07741709053516388|4.6688303001474196e-08,1,6.278899888911837e-08|Running
2318.279541015625,889.2207641601562,529.3782348632812|-0.9969987869262695,5.1498975750519094e-08,0.07741709053516388|5.7677116416243734e-08,1,7.756736408737197e-08|Running
2317.834228515625,889.0151977539062,529.4127807617188|-0.9969987869262695,6.13065225252285e-08,0.07741709053516388|6.866123669624358e-08,1,9.233941256070466e-08|Running
2317.388916015625,888.8096313476562,529.4473266601562|-0.9969987869262695,5.21249710061511e-08,0.07741709053516388|5.8378208933618225e-08,1,7.851023298144355e-08|Running
2316.943603515625,888.6040649414062,529.4818725585938|-0.9969987869262695,4.294734523568877e-08,0.07741709053516388|4.809957943052723e-08,1,6.468696511774397e-08|Running
2316.498291015625,888.3984985351562,529.5164184570312|-0.9969987869262695,3.377364166112784e-08,0.07741709053516388|3.782534108154323e-08,1,5.086959831146487e-08|Running
2316.052978515625,888.1929321289062,529.5509643554688|-0.9969987869262695,2.4603862058825143e-08,0.07741709053516388|2.7555493886666227e-08,1,3.705813966803362e-08|Running
2315.607666015625,887.9873657226562,529.5855102539062|-0.9969987869262695,1.5437999323353324e-08,0.07741709053516388|1.7290037845896222e-08,1,2.3252582082022855e-08|Running
2315.162353515625,887.7817993164062,529.6200561523438|-0.9969987869262695,6.276055675158432e-09,0.07741709053516388|7.0289685183411166e-09,1,9.45292288889732e-09|Running
2314.717041015625,887.5762329101562,529.6546020507812|-0.9969987869262695,-2.8819719943840028e-09,0.07741709053516388|-3.227714318043695e-09,1,-4.340839687699827e-09|Running
2314.271728515625,887.3706665039062,529.6891479492188|-0.9969987869262695,-1.2036085017541609e-08,0.07741709053516388|-1.3480012661659657e-08,1,-1.8128707424125423e-08|Running
2313.826416015625,887.1651000976562,529.7236938476562|-0.9969987869262695,-2.1186284726582016e-08,0.07741709053516388|-2.3727929843175843e-08,1,-3.191068387309315e-08|Running
2313.381103515625,886.9595336914062,529.7582397460938|-0.9969987869262695,-3.0332575562397324e-08,0.07741709053516388|-3.397146741690449e-08,1,-4.568677169913826e-08|Running
2312.935791015625,886.7539672851562,529.7927856445312|-0.9969987869262695,-3.947495486045227e-08,0.07741709053516388|-4.421062627102401e-08,1,-5.9456972678617603e-08|Running
2312.490478515625,886.5484008789062,529.8273315429688|-0.9969987869262695,-4.861342617346054e-08,0.07741709053516388|-5.444540818189125e-08,1,-7.322128681153117e-08|Running
2312.045166015625,886.3428344726562,529.8618774414062|-0.9969987869262695,-5.7747993054135804e-08,0.07741709053516388|-6.467581670221989e-08,1,-8.697971765059265e-08|Running
2311.599853515625,886.1372680664062,529.8964233398438|-0.9969987869262695,-5.740336916915112e-08,0.07741709053516388|-6.4289849888155e-08,1,-8.646065197126518e-08|Running
2311.154541015625,885.9317016601562,529.9309692382812|-0.9969987869262695,-4.758564031703827e-08,0.07741709053516388|-5.3294318291818854e-08,1,-7.167322735313064e-08|Running
2310.709228515625,885.7261352539062,529.9655151367188|-0.9969987869262695,-3.7772103667066403e-08,0.07741709053516388|-4.230348693567976e-08,1,-5.689213011805805e-08|Running
2310.263916015625,885.5205688476562,530.0000610351562|-0.9969987869262695,-2.7962760995592362e-08,0.07741709053516388|-3.1317352267024035e-08,1,-4.211735316062004e-08|Running
2309.818603515625,885.3150024414062,530.0346069335938|-0.9969987869262695,-1.8157610526259305e-08,0.07741709053516388|-2.0335914285851686e-08,1,-2.7348885822675584e-08|Running
2309.373291015625,885.1094360351562,530.0691528320312|-0.9969987869262695,-8.356653147245652e-09,0.07741709053516388|-9.359169439449033e-09,1,-1.2586728992403096e-08|Running
2308.927978515625,884.9038696289062,530.1036987304688|-0.9969987869262695,1.4401153602960903e-09,0.07741709053516388|1.612882938317739e-09,1,2.1691199947326822e-09|Running
2308.482666015625,884.6983032226562,530.1382446289062|-0.9969987869262695,1.1232695662499736e-08,0.07741709053516388|1.2580245289939285e-08,1,1.691866380326701e-08|Running
2308.037353515625,884.4927368164062,530.1727905273438|-0.9969987869262695,2.102109064594515e-08,0.07741709053516388|2.3542920501995468e-08,1,3.1661905097735143e-08|Running
2307.592041015625,884.2871704101562,530.2073364257812|-0.9969987869262695,3.080529964449852e-08,0.07741709053516388|3.450091057288773e-08,1,4.6398845654493925e-08|Running
2307.146728515625,884.0816040039062,530.2418823242188|-0.9969987869262695,4.0585330651765616e-08,0.07741709053516388|4.545421461443766e-08,1,6.112949080261387e-08|Running
2306.701416015625,883.8760375976562,530.2764282226562|-0.9969987869262695,5.036117656231909e-08,0.07741709053516388|5.640283617935893e-08,1,7.585383343666763e-08|Running
2306.256103515625,883.6704711914062,530.3109741210938|-0.9969987869262695,6.013284092887261e-08,0.07741709053516388|6.734677526765154e-08,1,9.057189487293726e-08|Running
2305.810791015625,883.4649047851562,530.3455200195312|-0.9969987869262695,5.1215618412925323e-08,0.07741709053516388|5.7359780925025916e-08,1,7.714079686138575e-08|Running
2305.365478515625,883.2593383789062,530.3800659179688|-0.9969987869262695,4.230220085332803e-08,0.07741709053516388|4.7377053391528534e-08,1,6.371544003513918e-08|Running
2304.920166015625,883.0537719726562,530.4146118164062|-0.9969987869262695,3.339259535550809e-08,0.07741709053516388|3.739859266715939e-08,1,5.0295813736056516e-08|Running
2304.474853515625,882.8482055664062,530.4491577148438|-0.9969987869262695,2.4486800143108667e-08,0.07741709053516388|2.742439697556165e-08,1,3.6881925069565114e-08|Running
2304.029541015625,882.6426391601562,530.4837036132812|-0.9969987869262695,1.5584811663416076e-08,0.07741709053516388|1.7454466316735306e-08,1,2.3473768706594456e-08|Running
2303.584228515625,882.4370727539062,530.5182495117188|-0.9969987869262695,6.686627251895061e-09,0.07741709053516388|7.488797137966685e-09,1,1.0071341094430863e-08|Running
2303.138916015625,882.2315063476562,530.5527954101562|-0.9969987869262695,-2.207752425320564e-09,0.07741709053516388|-2.4726130032348692e-09,1,-3.3253582110148727e-09|Running
2302.693603515625,882.0259399414062,530.5873413085938|-0.9969987869262695,-1.1098330254810662e-08,0.07741709053516388|-1.2429764773003171e-08,1,-1.671633320654564e-08|Running
2302.248291015625,881.8203735351562,530.6218872070312|-0.9969987869262695,-1.9985108679065888e-08,0.07741709053516388|-2.2382661057918085e-08,1,-3.010158522442907e-08|Running
2301.802978515625,881.6148071289062,530.6564331054688|-0.9969987869262695,-2.8868088364220057e-08,0.07741709053516388|-3.2331303856381055e-08,1,-4.3481119149646474e-08|Running
2301.357666015625,881.4092407226562,530.6909790039062|-0.9969987869262695,-3.774727019845159e-08,0.07741709053516388|-4.22756940565705e-08,1,-5.685493320584101e-08|Running
