tali|true|1067
4287.0166015625,1192.1630859375,3646.03857421875|-0.999991238117218,4.1742524103938194e-08,-0.004182938486337662|4.1811738071828586e-08,1,-1.645859626364654e-08|Freefall
4286.525390625,1192.46630859375,3646.03662109375|-0.9999634027481079,2.9449653382584984e-08,-0.008557821623980999|2.9546651347800434e-08,1,-1.1207998973361555e-08|Freefall
4286.0341796875,1192.7559814453125,3646.032958984375|-0.9999627470970154,1.7587401757168664e-08,-0.008628624491393566|1.7641069050000624e-08,1,-6.143471953379276e-09|Freefall
4285.54296875,1193.0321044921875,3646.028564453125|-0.9999622702598572,5.806287450837999e-09,-0.008689403533935547|5.815925518959375e-09,1,-1.0838863140349986e-09|Freefall
4285.0517578125,1193.2945556640625,3646.024169921875|-0.9999143481254578,-5.699555938321055e-09,-0.013089065439999104|-5.752411880166619e-09,1,4.00051458626649e-09|Freefall
4284.560546875,1193.5433349609375,3646.01806640625|-0.9999133348464966,-1.673313398953269e-08,-0.01316660176962614|-1.6853867634836206e-08,1,9.058668481998211e-09|Freefall
4284.0693359375,1193.7784423828125,3646.01171875|-0.9999125003814697,-2.7678215275273033e-08,-0.013229801319539547|-2.7867390173241802e-08,1,1.4114797330933015e-08|Freefall
4283.578125,1193.9998779296875,3646.00537109375|-0.9999122023582458,-3.860873576400081e-08,-0.013251296244561672|-3.8866172502594054e-08,1,1.9169647202943452e-08|Freefall
4283.0869140625,1194.2078857421875,3645.9990234375|-0.9999120831489563,-4.9533351642594425e-08,-0.013258516788482666|-4.985889390241027e-08,1,2.422285838576954e-08|Freefall
4282.595703125,1194.4022216796875,3645.99267578125|-0.9999120831489563,-6.045311806701648e-08,-0.013261067681014538|-6.084667347749928e-08,1,2.9274163537706954e-08|Freefall
4282.1044921875,1194.5828857421875,3645.986328125|-0.9998444318771362,-7.114121558515762e-08,-0.017638515681028366|-7.175295735351028e-08,1,3.404923276661975e-08|Freefall
4281.61328125,1194.7498779296875,3645.978271484375|-0.999843180179596,-8.139232221537895e-08,-0.017709456384181976|-8.209749324805671e-08,1,3.9091830217330426e-08|Freefall
4281.1220703125,1194.9031982421875,3645.969482421875|-0.999754786491394,-9.124188693476754e-08,-0.02214299514889717|-9.223369090705091e-08,1,4.376948936624103e-08|Freefall
4280.630859375,1195.0430908203125,3645.958984375|-0.9997527599334717,-1.0053179977376203e-07,-0.022234469652175903|-1.0164234254261828e-07,1,4.881671955558886e-08|Freefall
4280.1396484375,1195.1693115234375,3645.9482421875|-0.9996439814567566,-1.0939147188082643e-07,-0.02668110840022564|-1.1085611362204872e-07,1,5.34152064801674e-08|Freefall
4279.6484375,1195.2818603515625,3645.935791015625|-0.999641478061676,-1.1767426144615456e-07,-0.02677476406097412|-1.1928266019367584e-07,1,5.8474139308373196e-08|Freefall
4279.1572265625,1195.3807373046875,3645.922607421875|-0.999639630317688,-1.2585012143517815e-07,-0.026843326166272163|-1.276017940199381e-07,1,6.35426076200929e-08|Freefall
4278.666015625,1195.4659423828125,3645.909423828125|-0.9996390342712402,-1.3400926945905667e-07,-0.02686656266450882|-1.3590182845746313e-07,1,6.861706935978873e-08|Freefall
4278.1748046875,1195.53759765625,3645.896240234375|-0.9996387958526611,-1.4216296051472455e-07,-0.026874491944909096|-1.4419548222122103e-07,1,7.369227006392975e-08|Freefall
4277.68359375,1195.595703125,3645.883056640625|-0.9996387362480164,-1.5031277200705517e-07,-0.026877250522375107|-1.5248488693941908e-07,1,7.876633389969356e-08|Freefall
4277.1923828125,1195.64013671875,3645.869873046875|-0.9996387362480164,-1.5845900236399757e-07,-0.02687818557024002|-1.607705115702629e-07,1,8.383861427319061e-08|Freefall
4276.701171875,1195.6708984375,3645.856689453125|-0.9996387362480164,-1.3570090118264488e-07,-0.02687847800552845|-1.3769239615157858e-07,1,7.224200260225189e-08|Freefall
4276.2099609375,1195.68798828125,3645.843505859375|-0.9996387362480164,-1.1295249890963532e-07,-0.026878518983721733|-1.1462410753892982e-07,1,6.065040736302763e-08|Freefall
4275.71875,1195.6915283203125,3645.830322265625|-0.9995117783546448,-9.006978984871239e-08,-0.031244292855262756|-9.163139935708386e-08,1,4.854874191551062e-08|Freefall
4275.2275390625,1195.6815185546875,3645.8154296875|-0.9995095729827881,-6.676366837155001e-08,-0.0313151590526104|-6.795458773467544e-08,1,3.696590766821828e-08|Freefall
4274.736328125,1195.6578369140625,3645.800048828125|-0.999360978603363,-4.3148414619054165e-08,-0.035744477063417435|-4.407365139513786e-08,1,2.5096795752688195e-08|Freefall
4274.2451171875,1195.6204833984375,3645.782958984375|-0.9993576407432556,-1.899019608231356e-08,-0.03583734855055809|-1.9488419766844345e-08,1,1.3553028033186365e-08|Freefall
4273.75390625,1195.5694580078125,3645.765380859375|-0.9993551969528198,5.254475521354607e-09,-0.03590519726276398|5.185168294730147e-09,1,2.0233976716355073e-09|Freefall
4273.2626953125,1195.5048828125,3645.747802734375|-0.999354362487793,2.9499821252443326e-08,-0.035928186029195786|2.986037372920691e-08,1,-9.498757336245944e-09|Freefall
4272.771484375,1195.4267578125,3645.730224609375|-0.9993540644645691,5.373596678737158e-08,-0.03593602031469345|5.4526406501054225e-08,1,-2.101578822077954e-08|Freefall
4272.2802734375,1195.3349609375,3645.712646484375|-0.9991872310638428,7.812175795152143e-08,-0.040309809148311615|7.948728608653255e-08,1,-3.227314593345909e-08|Freefall
4271.7890625,1195.2294921875,3645.693359375|-0.9991843700408936,1.029270606522914e-07,-0.040381330996751785|1.0477906897676803e-07,1,-4.374668094442313e-08|Freefall
4271.2978515625,1195.1103515625,3645.67333984375|-0.999181866645813,1.2779644009697222e-07,-0.040442321449518204|1.3013598731959064e-07,1,-5.521655310758433e-08|Freefall
4270.806640625,1194.9775390625,3645.6533203125|-0.9991810321807861,1.201158141839187e-07,-0.04046308621764183|1.2233303436914866e-07,1,-5.2320377363912485e-08|Freefall
4270.3154296875,1194.831298828125,3645.63330078125|-0.9991807341575623,1.1243900388535621e-07,-0.0404701866209507|1.1453320070131667e-07,1,-4.942815579056514e-08|Freefall
4269.82421875,1194.67138671875,3645.61328125|-0.9991806745529175,1.0476544076709615e-07,-0.04047253727912903|1.0673640815639374e-07,1,-4.65380622927114e-08|Freefall
4269.3330078125,1194.497802734375,3645.59326171875|-0.9991806149482727,9.709512482913851e-08,-0.040473442524671555|9.894284147549115e-08,1,-4.3649464487316436e-08|Freefall
4268.841796875,1194.310546875,3645.5732421875|-0.9991806149482727,8.942807738776537e-08,-0.04047367349267006|9.115255750202778e-08,1,-4.076220605497838e-08|Freefall
4268.3505859375,1194.109619140625,3645.55322265625|-0.9991806149482727,8.176429844297672e-08,-0.040473759174346924|8.336560597399512e-08,1,-3.787620173056894e-08|Freefall
4267.859375,1193.895263671875,3645.533203125|-0.9991806149482727,7.410380220562729e-08,-0.040473755449056625|7.558197268053846e-08,1,-3.4991440855947076e-08|Freefall
4267.3681640625,1193.667236328125,3645.51318359375|-0.9991806149482727,6.644658157028971e-08,-0.04047376289963722|6.780166472708515e-08,1,-3.210791277297176e-08|Freefall
4266.876953125,1193.425537109375,3645.4931640625|-0.9991806149482727,5.879263653696398e-08,-0.040473777800798416|6.002469632448992e-08,1,-2.9225617481642985e-08|Freefall
4266.3857421875,1193.170166015625,3645.47314453125|-0.9991806149482727,5.114197065836379e-08,-0.04047379270195961|5.225104970918437e-08,1,-2.6344549652890237e-08|Freefall
4265.89453125,1192.901123046875,3645.453125|-0.9991806149482727,4.349457682906177e-08,-0.040473807603120804|4.448072843388218e-08,1,-2.3464711063070354e-08|Freefall
4265.4033203125,1192.6185302734375,3645.43310546875|-0.9991806149482727,3.585045149634425e-08,-0.040473822504282|3.671373249858334e-08,1,-2.0586099935826496e-08|Freefall
4264.912109375,1192.3223876953125,3645.4130859375|-0.9991806149482727,2.8209596436568063e-08,-0.04047383740544319|2.895005835057418e-08,1,-1.7708718047515504e-08|Freefall
4264.4208984375,1192.0125732421875,3645.39306640625|-0.9991806149482727,2.0572011649733213e-08,-0.040473852306604385|2.11897059898547e-08,1,-1.4832563621780537e-08|Freefall
4263.9296875,1191.6890869140625,3645.373046875|-0.9991806149482727,1.293769535948286e-08,-0.04047386720776558|1.343267452824648e-08,1,-1.1957634882264756e-08|Freefall
4263.4384765625,1191.3519287109375,3645.35302734375|-0.9991806149482727,5.3066462335493725e-09,-0.04047376289963722|5.678960857125048e-09,1,-9.08393449350342e-09|Freefall
4262.70166015625,1190.82080078125,3645.322998046875|-0.9991806149482727,-6.1338054635484696e-09,-0.04047396406531334|-5.945386405414865e-09,1,-4.775682072022391e-09|Freefall
4262.4560546875,1190.636962890625,3645.31298828125|-0.9991806149482727,-9.945657630794358e-09,-0.04047367349267006|-9.818513113657446e-09,1,-3.3402094423706785e-09|Freefall
4261.96484375,1190.259033203125,3645.29296875|-0.9991806149482727,-1.75669168100967e-08,-0.040473807603120804|-1.7562276966032186e-08,1,-4.701881661794971e-10|Freefall
4261.4736328125,1189.867431640625,3645.27294921875|-0.9991806149482727,-2.5184913710063483e-08,-0.040473822504282|-2.5302728801079866e-08,1,2.39860975526085e-09|Freefall
4260.982421875,1189.462158203125,3645.2529296875|-0.9991806149482727,-3.2799654547943646e-08,-0.04047383740544319|-3.3039867730622063e-08,1,5.266183045193884e-09|Freefall
4260.5048828125,1189.043212890625,3645.233642578125|-0.9991806149482727,-4.041113399466667e-08,-0.04047365114092827|-4.07736990837293e-08,1,8.132532869353781e-09|Landed
4260.02001953125,1188.61083984375,3645.214111328125|-0.9991806149482727,-4.801936626108727e-08,-0.04047347232699394|-4.850422286040157e-08,1,1.0997655230937653e-08|Landed
4259.53515625,1188.49853515625,3645.194580078125|-0.9991806149482727,-5.562434424177809e-08,-0.040473490953445435|-5.6231446166066235e-08,1,1.3861544800874981e-08|Landed
4259.04833984375,1188.3935546875,3645.175048828125|-0.9991806149482727,-6.322607504216649e-08,-0.04047349840402603|-6.395536189529594e-08,1,1.6724211349128382e-08|Landed
4258.56005859375,1188.265869140625,3645.155029296875|-0.9991806149482727,-7.082455510953878e-08,-0.04047349840402603|-7.167598425894539e-08,1,1.9585655763876275e-08|Landed
4258.072265625,1188.2320556640625,3645.135498046875|-0.9991806149482727,-7.841978799660865e-08,-0.04047349840402603|-7.939330259887356e-08,1,2.244587804511866e-08|Landed
4257.5849609375,1188.1448974609375,3645.115966796875|-0.9991806149482727,-8.601176659794874e-08,-0.04047349840402603|-8.71073240205078e-08,1,2.530487819285554e-08|Running
4257.09765625,1188.5843505859375,3645.096435546875|-0.9991806149482727,-9.360051222984112e-08,-0.04047349840402603|-9.481804141842076e-08,1,2.816265798344375e-08|Jumping
4256.60693359375,1189.01025390625,3645.076416015625|-0.9991806149482727,-1.0118599647057636e-07,-0.04047369956970215|-1.0252546900346715e-07,1,3.1019215640526454e-08|Freefall
4256.11572265625,1189.422607421875,3645.056396484375|-0.9991806149482727,-1.0876824063643653e-07,-0.04047377407550812|-1.1022959256479226e-07,1,3.387457780945624e-08|Freefall
4255.37890625,1190.0155029296875,3645.0263671875|-0.9991806149482727,-1.2013551042855397e-07,-0.040473952889442444|-1.2177959263226512e-07,1,3.8155331338884935e-08|Freefall
4255.13330078125,1190.206298828125,3645.016357421875|-0.9991806149482727,-1.239229874272496e-07,-0.040473658591508865|-1.2562793472170597e-07,1,3.9581685484790796e-08|Freefall
4254.64208984375,1190.57763671875,3644.996337890625|-0.9991806149482727,-1.3149549715762987e-07,-0.04047379270195961|-1.3332217463357665e-07,1,4.24333919113451e-08|Freefall
4254.15087890625,1190.9354248046875,3644.976318359375|-0.9991806149482727,-1.3906476681313507e-07,-0.040473807603120804|-1.410131176271534e-07,1,4.5283897520675964e-08|Freefall
4253.65966796875,1191.2796630859375,3644.956298828125|-0.9991806149482727,-1.466307963937652e-07,-0.040473822504282|-1.4870077791329095e-07,1,4.813318810192868e-08|Freefall
4253.16845703125,1191.6102294921875,3644.936279296875|-0.9991806149482727,-1.5419360011037497e-07,-0.04047383740544319|-1.5638514128113457e-07,1,5.098126365510325e-08|Freefall
4252.67724609375,1191.9271240234375,3644.916259765625|-0.9991806149482727,-1.6175316375210969e-07,-0.040473852306604385|-1.6406623615239369e-07,1,5.382812062748599e-08|Freefall
4252.18603515625,1192.2303466796875,3644.896240234375|-0.9991806149482727,-1.6930950152982405e-07,-0.04047386720776558|-1.7174403410535888e-07,1,5.6673766124504255e-08|Freefall
4251.69482421875,1192.52001953125,3644.876220703125|-0.9991806149482727,-1.4432391992613702e-07,-0.04047376289963722|-1.4640664858234231e-07,1,4.849465184975088e-08|Freefall
4251.20361328125,1192.796142578125,3644.856201171875|-0.9991806149482727,-1.1934902488519583e-07,-0.040473777800798416|-1.2108009173061873e-07,1,4.031900147083434e-08|Freefall
4250.71240234375,1193.05859375,3644.836181640625|-0.9991806149482727,-9.43847950907184e-08,-0.04047379270195961|-9.57643706556155e-08,1,3.214683275132302e-08|Freefall
4250.22119140625,1193.307373046875,3644.816162109375|-0.9991806149482727,-6.943123764813208e-08,-0.040473807603120804|-7.045945693562317e-08,1,2.3978147467573763e-08|Freefall
4249.72998046875,1193.54248046875,3644.796142578125|-0.9991806149482727,-4.448834189929585e-08,-0.040473822504282|-4.5165357676069107e-08,1,1.5812942066872893e-08|Freefall
4249.23876953125,1193.763916015625,3644.776123046875|-0.9991806149482727,-1.9556104291496013e-08,-0.04047383740544319|-1.9882069324239637e-08,1,7.651216549220408e-09|Freefall
4248.74755859375,1193.971923828125,3644.756103515625|-0.9991806149482727,5.3654769516242595e-09,-0.040473852306604385|5.3904152252926e-09,1,-5.070307507182292e-10|Freefall
4248.25634765625,1194.166259765625,3644.736083984375|-0.9991806149482727,3.027640715913549e-08,-0.04047386720776558|3.065209952524128e-08,1,-8.661801942366765e-09|Freefall
4247.76513671875,1194.346923828125,3644.716064453125|-0.9991806149482727,5.517669166010819e-08,-0.04047376289963722|5.590298712832009e-08,1,-1.681310202172881e-08|Freefall
4247.27392578125,1194.513916015625,3644.696044921875|-0.9991806149482727,8.006632867818553e-08,-0.040473777800798416|8.114308513995638e-08,1,-2.496092221804247e-08|Freefall
4246.78271484375,1194.667236328125,3644.676025390625|-0.9991806149482727,1.049453359769359e-07,-0.04047379270195961|1.0637239000743648e-07,1,-3.310527318944878e-08|Freefall
4246.29150390625,1194.80712890625,3644.656005859375|-0.9991806149482727,1.2981369934550457e-07,-0.040473807603120804|1.3159090883618774e-07,1,-4.1246153159590904e-08|Freefall
4245.80029296875,1194.933349609375,3644.635986328125|-0.9991806149482727,1.217771341543994e-07,-0.040473822504282|1.234499649171994e-07,1,-3.883223698153415e-08|Freefall
4245.30908203125,1195.0458984375,3644.615966796875|-0.9991806149482727,1.1374399377928057e-07,-0.04047383740544319|1.1531251686847099e-07,1,-3.641935464315793e-08|Freefall
4244.81787109375,1195.144775390625,3644.595947265625|-0.9991806149482727,1.0571429953643019e-07,-0.040473852306604385|1.071785362682931e-07,1,-3.400749903903488e-08|Freefall
4244.32666015625,1195.22998046875,3644.575927734375|-0.9991806149482727,9.768804432042089e-08,-0.04047386720776558|9.904804443294779e-08,1,-3.159667372187869e-08|Freefall
4243.83544921875,1195.3016357421875,3644.555908203125|-0.9991806149482727,8.96652210258253e-08,-0.04047376289963722|9.092102715158035e-08,1,-2.918688934983038e-08|Freefall
4243.34423828125,1195.3597412109375,3644.535888671875|-0.9991806149482727,8.16458367580708e-08,-0.040473777800798416|8.279749152961813e-08,1,-2.677811927753737e-08|Freefall
4242.85302734375,1195.4041748046875,3644.515869140625|-0.9991806149482727,7.362987730630266e-08,-0.04047379270195961|7.467743046163378e-08,1,-2.4370381268568053e-08|Freefall
4242.36181640625,1195.4349365234375,3644.495849609375|-0.9991806149482727,6.561734977594824e-08,-0.040473807603120804|6.656084394762729e-08,1,-2.196366644113823e-08|Freefall
4241.87060546875,1195.4520263671875,3644.475830078125|-0.9991806149482727,5.7608250614293866e-08,-0.040473822504282|5.8447728434884993e-08,1,-1.955797834796158e-08|Freefall
4241.37939453125,1195.45556640625,3644.455810546875|-0.9991806149482727,4.960257626862585e-08,-0.04047383740544319|5.0338083923406884e-08,1,-1.7153318765394943e-08|Freefall
4240.88818359375,1195.445556640625,3644.435791015625|-0.9991806149482727,4.1600326738944204e-08,-0.040473852306604385|4.2231906860479285e-08,1,-1.474968414072464e-08|Freefall
4240.39697265625,1195.421875,3644.415771484375|-0.9991806149482727,3.360150202524892e-08,-0.04047386720776558|3.412920079881587e-08,1,-1.234707447395067e-08|Freefall
4239.90576171875,1195.384521484375,3644.395751953125|-0.9991806149482727,2.560609679846948e-08,-0.04047376289963722|2.6029956856632452e-08,1,-9.945492429608294e-09|Freefall
4239.41455078125,1195.33349609375,3644.375732421875|-0.9991806149482727,1.7614114611319565e-08,-0.040473777800798416|1.793418036299954e-08,1,-7.544930014091733e-09|Freefall
4238.92333984375,1195.2689208984375,3644.355712890625|-0.9991806149482727,9.625550134728655e-09,-0.04047379270195961|9.84186776520346e-09,1,-5.145392556471506e-09|Freefall
4238.43212890625,1195.1907958984375,3644.335693359375|-0.9991806149482727,1.640404256875172e-09,-0.040473807603120804|1.7530172868873706e-09,1,-2.746878724479984e-09|Freefall
4237.94091796875,1195.0989990234375,3644.315673828125|-0.9991806149482727,-6.341325686776145e-09,-0.040473822504282|-6.332373292394777e-09,1,-3.4938968385134217e-10|Freefall
4237.44970703125,1194.9935302734375,3644.295654296875|-0.9991806149482727,-1.4319640584403714e-08,-0.04047383740544319|-1.4414305304910613e-08,1,2.0470765083047127e-09|Freefall
4236.95849609375,1194.8743896484375,3644.275634765625|-0.9991806149482727,-2.2294543100542796e-08,-0.040473852306604385|-2.2492779194749346e-08,1,4.4425201295439365e-09|Freefall
4236.46728515625,1194.7415771484375,3644.255615234375|-0.9991806149482727,-3.026603323519339e-08,-0.04047386720776558|-3.0567797182357026e-08,1,6.8369412353774806e-09|Freefall
4235.97607421875,1194.5953369140625,3644.235595703125|-0.9991806149482727,-3.8234112764712336e-08,-0.04047376289963722|-3.863936015591207e-08,1,9.230345376920468e-09|Freefall
4235.48486328125,1194.4354248046875,3644.215576171875|-0.9991806149482727,-4.619878168909963e-08,-0.040473777800798416|-4.6707466339057646e-08,1,1.1622725004656331e-08|Freefall
4234.99365234375,1194.2618408203125,3644.195556640625|-0.9991806149482727,-5.416004356106896e-08,-0.04047379270195961|-5.477212638993478e-08,1,1.401408322720954e-08|Freefall
4234.50244140625,1194.0745849609375,3644.175537109375|-0.9991806149482727,-6.211789838062032e-08,-0.040473807603120804|-6.28333367558298e-08,1,1.640442270911535e-08|Freefall
4234.01123046875,1193.8736572265625,3644.155517578125|-0.9991806149482727,-7.007235325318106e-08,-0.040473822504282|-7.089109033131535e-08,1,1.8793741674016928e-08|Freefall
4233.52001953125,1193.6593017578125,3644.135498046875|-0.9991806149482727,-7.802339752061016e-08,-0.04047383740544319|-7.894540487995982e-08,1,2.118203923373585e-08|Freefall
4233.02880859375,1193.4312744140625,3644.115478515625|-0.9991806149482727,-8.597104539376232e-08,-0.040473852306604385|-8.699627329633586e-08,1,2.3569320717342634e-08|Freefall
4232.53759765625,1193.1895751953125,3644.095458984375|-0.9991806149482727,-9.391529687263755e-08,-0.04047386720776558|-9.504369558044345e-08,1,2.5955582572123603e-08|Freefall
4232.04638671875,1192.9342041015625,3644.075439453125|-0.9991806149482727,-1.0185613774638114e-07,-0.04047376289963722|-1.0308767173228262e-07,1,2.834084078529031e-08|Freefall
4231.55517578125,1192.6651611328125,3644.055419921875|-0.9991806149482727,-1.0979358933127514e-07,-0.040473777800798416|-1.111282088572807e-07,1,3.0725068711490167e-08|Freefall
4231.06396484375,1192.382568359375,3644.035400390625|-0.9991806149482727,-1.1772764452189222e-07,-0.04047379270195961|-1.191653069554377e-07,1,3.3108282337934725e-08|Freefall
4230.57275390625,1192.08642578125,3644.015380859375|-0.9991806149482727,-1.2565830331823236e-07,-0.040473807603120804|-1.2719897313218098e-07,1,3.549047633555347e-08|Freefall
4230.08154296875,1191.776611328125,3643.995361328125|-0.9991806149482727,-1.3358557282572292e-07,-0.040473822504282|-1.3522918607122847e-07,1,3.787165780977375e-08|Freefall
4229.59033203125,1191.453125,3643.975341796875|-0.9993481040000916,-1.4130563386061112e-07,-0.03610283136367798|-1.428743132692034e-07,1,4.087052474233133e-08|Freefall
4229.09912109375,1191.115966796875,3643.95703125|-0.9994986057281494,-1.4811848814133555e-07,-0.0316627062857151|-1.4958501992623496e-07,1,4.394844665966957e-08|Freefall
4228.60791015625,1190.7652587890625,3643.94091796875|-0.9996311664581299,-1.5352232196619298e-07,-0.027158554643392563|-1.5485862547848228e-07,1,4.710040713007402e-08|Freefall
4228.11669921875,1190.4010009765625,3643.927001953125|-0.9996352791786194,-1.5791417240507144e-07,-0.02700643055140972|-1.593117673337474e-07,1,4.959871091614332e-08|Freefall
4227.62548828125,1190.0230712890625,3643.913818359375|-0.9997458457946777,-1.6180457862446929e-07,-0.022545482963323593|-1.6303650340887543e-07,1,5.2803454053673704e-08|Freefall
4227.13427734375,1189.6314697265625,3643.90234375|-0.999748170375824,-1.6508522548974724e-07,-0.022440943866968155|-1.663682809294187e-07,1,5.530771929329603e-08|Freefall
4226.64306640625,1189.2261962890625,3643.89111328125|-0.9998380541801453,-1.679475332139191e-07,-0.017994951456785202|-1.6902856714295922e-07,1,5.855367746221418e-08|Freefall
4226.15185546875,1189.120849609375,3643.881591796875|-0.9998397827148438,-1.260014101944762e-07,-0.01789996214210987|-1.2683251782164007e-07,1,4.529502106720429e-08|Landed
4225.6708984375,1189.017578125,3643.872802734375|-0.999841034412384,-8.397716300123648e-08,-0.017830898985266685|-8.456160571768123e-08,1,3.2023070417608324e-08|Landed
4225.1875,1188.9884033203125,3643.864013671875|-0.9998414516448975,-4.196026281988452e-08,-0.017807360738515854|-4.2300801084138584e-08,1,1.8746890262377747e-08|Landed
4224.703125,1188.9024658203125,3643.855224609375|-0.999841570854187,3.982692300952273e-11,-0.017799435183405876|-5.761623469990873e-11,1,5.4739954791216405e-09|Landed
4224.2294921875,1188.87646484375,3643.846923828125|-0.9998416304588318,4.2022090696036685e-08,-0.01779666356742382|4.216747129248688e-08,1,-7.793713230341837e-09|Landed
4223.75,1188.791259765625,3643.83837890625|-0.9998416304588318,8.398642847851079e-08,-0.017795829102396965|8.437449139364617e-08,1,-2.1055798882230192e-08|Landed
4223.26123046875,1188.669921875,3643.82958984375|-0.9998416304588318,8.804023821085138e-08,-0.017795514315366745|8.847547405821388e-08,1,-2.3670343907156166e-08|Running
4222.77099609375,1189.109375,3643.82080078125|-0.9998416304588318,9.209231421891673e-08,-0.017795395106077194|9.257470168222426e-08,1,-2.6283752063704924e-08|Jumping
4222.27978515625,1189.5352783203125,3643.81201171875|-0.9998416304588318,9.614266360813417e-08,-0.01779549941420555|9.667218847653203e-08,1,-2.8896032233660662e-08|Freefall
4221.78857421875,1189.9476318359375,3643.80322265625|-0.9999099373817444,1.0040633213748151e-07,-0.013420827686786652|1.008441330441201e-07,1,-3.194435649334082e-08|Freefall
4221.29736328125,1190.3463134765625,3643.796142578125|-0.9999108910560608,1.0510022718790424e-07,-0.013350173830986023|1.0557111096431981e-07,1,-3.456714381400161e-08|Freefall
4220.80615234375,1190.7313232421875,3643.78955078125|-0.9999116063117981,1.0987206877643985e-07,-0.013294252566993237|1.103761206877607e-07,1,-3.718114527373473e-08|Freefall
4220.31494140625,1191.1026611328125,3643.783203125|-0.999911904335022,1.146516623862226e-07,-0.013273468241095543|1.1518993403569766e-07,1,-3.978819407279843e-08|Freefall
4219.82373046875,1191.46044921875,3643.77685546875|-0.9999604821205139,1.1965397561652935e-07,-0.008889088407158852|1.200401982259791e-07,1,-4.291406696665945e-08|Freefall
4219.33251953125,1191.8046875,3643.772216796875|-0.9999611377716064,1.2509940461313818e-07,-0.00881615187972784|1.2550572137115523e-07,1,-4.5534402914881866e-08|Freefall
4218.84130859375,1192.13525390625,3643.767822265625|-0.9999616742134094,1.3062496861948603e-07,-0.00875446479767561|1.3105146479119867e-07,1,-4.814516429973992e-08|Freefall
4218.35009765625,1192.4521484375,3643.763427734375|-0.9999618530273438,1.3615844807191024e-07,-0.00873358454555273|1.3660687159244844e-07,1,-5.074721087794387e-08|Freefall
4217.85888671875,1192.75537109375,3643.759033203125|-0.9999619126319885,1.4169104645134212e-07,-0.008726444095373154|1.421619799657492e-07,1,-5.334544894708415e-08|Freefall
4217.36767578125,1193.0450439453125,3643.754638671875|-0.9999619722366333,1.4722154162427614e-07,-0.008724034763872623|1.4771519829537283e-07,1,-5.594161578414969e-08|Freefall
4216.87646484375,1193.3211669921875,3643.750244140625|-0.9999619722366333,1.527497346387463e-07,-0.008723187260329723|1.5326618552080618e-07,1,-5.8536340219461636e-08|Freefall
4216.38525390625,1193.5836181640625,3643.745849609375|-0.9999619722366333,1.5827558286218846e-07,-0.00872289389371872|1.5881485637692094e-07,1,-6.11298389685544e-08|Freefall
4215.89404296875,1193.8323974609375,3643.741455078125|-0.9999619722366333,1.637990862946026e-07,-0.008722863160073757|1.64361168231153e-07,1,-6.372216887484683e-08|Freefall
4215.40283203125,1194.0675048828125,3643.737060546875|-0.9999619722366333,1.693202165142793e-07,-0.008722799830138683|1.699051210835023e-07,1,-6.631339743989884e-08|Freefall
4214.91162109375,1194.2889404296875,3643.732666015625|-0.9999619722366333,1.58751632284293e-07,-0.008722844533622265|1.5930281449527683e-07,1,-6.249504025390706e-08|Freefall
4214.42041015625,1194.4969482421875,3643.728271484375|-0.9999619722366333,1.3210363647431222e-07,-0.008722766302525997|1.3256463660127338e-07,1,-5.2271239781020995e-08|Freefall
4213.92919921875,1194.6912841796875,3643.723876953125|-0.9999619722366333,1.0546704487524039e-07,-0.008722806349396706|1.0583788423446094e-07,1,-4.20517842769641e-08|Freefall
4213.43798828125,1194.8719482421875,3643.719482421875|-0.9999619722366333,7.884183617079543e-08,-0.00872284546494484|7.912255028941217e-08,1,-3.183669505801845e-08|Freefall
4212.94677734375,1195.0389404296875,3643.715087890625|-0.9999619722366333,5.222800680826367e-08,-0.008722765371203423|5.241863831884075e-08,1,-2.1625975676897724e-08|Freefall
4212.462890625,1195.1922607421875,3643.710693359375|-0.9999619722366333,2.562555145857459e-08,-0.008722719736397266|2.572614121731931e-08,1,-1.141960659367669e-08|Freefall
4211.98876953125,1195.3321533203125,3643.70654296875|-0.9999619722366333,-9.65531543606346e-10,-0.00872262567281723|-9.549472324010821e-10,1,-1.2175949137827047e-09|Freefall
4211.5244140625,1195.4583740234375,3643.70263671875|-0.9999619126319885,-2.7545222991420815e-08,-0.00872549507766962|-2.7624629694855685e-08,1,8.980060250962651e-09|Freefall
4211.06982421875,1195.5709228515625,3643.69873046875|-0.9999619126319885,-5.411353853901346e-08,-0.008725497871637344|-5.428290350550924e-08,1,1.9173359788737798e-08|Freefall
4210.625,1195.6697998046875,3643.69482421875|-0.9999619126319885,-8.067048895554763e-08,-0.008725499734282494|-8.092977310525384e-08,1,2.9362304587721155e-08|Freefall
4210.1904296875,1195.7550048828125,3643.69091796875|-0.9999619126319885,-1.0721607424102331e-07,-0.008725499734282494|-1.0756523494137582e-07,1,3.954689731244798e-08|Freefall
4209.76611328125,1195.82666015625,3643.68701171875|-0.9999619126319885,-1.3375029084272683e-07,-0.008725499734282494|-1.3418930677744356e-07,1,4.97271344102046e-08|Freefall
4209.3515625,1195.884765625,3643.68359375|-0.9999619126319885,-1.2600155230302335e-07,-0.008725499734282494|-1.2641672242352797e-07,1,4.702990352711822e-08|Freefall
4208.94677734375,1195.92919921875,3643.68017578125|-0.9999619126319885,-1.1825613199789586e-07,-0.008725499734282494|-1.1864747762047045e-07,1,4.4333823723263777e-08|Freefall
