paralel|true|1828
3959.53369140625,-132.1864471435547,2395.134033203125|0.8640202283859253,0.00003366130476933904,0.5034571290016174|-0.000030343881007866003,1,-0.000014784932318434585|Running
3959.98291015625,-132.2269287109375,2395.7119140625|0.804124116897583,0.00002146127553714905,0.5944614410400391|-0.00001797671939129941,1,-0.00001178505590360146|Running
3960.349609375,-132.31442260742188,2396.236572265625|0.7543393969535828,0.000015096296010597143,0.6564846038818359|-0.000011856334822368808,1,-0.000009372032764076721|Running
3960.701904296875,-132.37644958496094,2396.769775390625|0.7091231942176819,0.000010595927960821427,0.7050846219062805|-0.000007828837624401785,1,-0.000007154202648962382|Running
3961.49853515625,-132.52911376953125,2397.98974609375|0.6236097812652588,0.000005752038305217866,0.7817357778549194|-0.0000037449517549248412,1,-0.00000437059406976914|Running
3962.294677734375,-132.6829071044922,2399.212890625|0.5783081650733948,0.0000011430373660914483,0.8158183693885803|-6.802496841373795e-07,1,-9.18885120881896e-07|Running
3962.5185546875,-132.76126098632812,2399.55615234375|0.5746551752090454,-1.2154649198237166e-07,0.8183956146240234|7.13912058358801e-08,1,9.838904446723973e-08|Running
3962.5185546875,-132.75709533691406,2399.55615234375|0.5746551752090454,5.4099547952546345e-08,0.8183956146240234|-3.286864469487227e-08,1,-4.302492229157906e-08|Running
3962.5185546875,-132.75677490234375,2399.55615234375|0.5746551752090454,3.809006443589169e-08,0.8183956146240234|-2.2447441239137333e-08,1,-3.078037735804173e-08|Running
3962.5185546875,-132.7567596435547,2399.55615234375|0.5746551752090454,-9.230190300968388e-08,0.8183956146240234|5.6415785820718156e-08,1,7.317033379194982e-08|Running
3962.5185546875,-132.7567596435547,2399.55615234375|0.5746551752090454,2.0935453370896084e-10,0.8183956146240234|-3.961235783833672e-10,1,2.2336296007230416e-11|Running
3962.5185546875,-132.7567596435547,2399.55615234375|0.5746551752090454,8.841434606665644e-08,0.8183956146240234|-5.422005955324494e-08,1,-6.996189938490716e-08|Running
3962.5185546875,-132.7567596435547,2399.55615234375|0.5746551752090454,-2.0940397860158555e-08,0.8183956146240234|1.3061447035056517e-08,1,1.641573987853917e-08|Running
Replay 12|true|555
3962.5185546875,-132.7567596435547,2399.55615234375|0.5746551752090454,1.257449588898396e-09,0.8183956146240234|-7.811292168646844e-10,1,-9.879935758405622e-10|Running
3962.454345703125,-132.7537841796875,2398.95947265625|0.9935861229896545,0.0008599460124969482,0.11307459324598312|-0.0008251820108853281,0.9999995827674866,-0.0003542462072800845|Running
3962.38134765625,-132.73707580566406,2397.49658203125|0.6587743759155273,0.00038457312621176243,-0.7523404955863953|-0.00029851857107132673,0.9999999403953552,0.00024977614521048963|Running
3962.369873046875,-132.72898864746094,2396.39697265625|0.3718428313732147,0.00005921400588704273,-0.9282956719398499|-0.000020792600480490364,1,0.00005545908061321825|Running
3962.35888671875,-132.7248077392578,2394.931640625|0.15737612545490265,0.000019166007405146956,-0.987538754940033|-0.0000034761246752168518,1,0.00001885389065137133|Running
3962.435302734375,-132.73052978515625,2393.55810546875|0.09461556375026703,8.288405979328672e-07,-0.9955138564109802|-3.5411876098123685e-08,1,8.292100233120436e-07|Running
3962.55126953125,-132.7500457763672,2392.09716796875|0.08283409476280212,-6.062794710715025e-08,-0.9965633749961853|7.087803677308102e-09,1,-6.024788490321953e-08|Running
3962.729248046875,-132.78089904785156,2390.64013671875|0.10190758109092712,2.258097850926788e-07,-0.9947938919067383|-1.9310208543288354e-08,1,2.2501338037272944e-07|Running
3962.900390625,-132.8074951171875,2389.55322265625|0.12349648028612137,4.2235501496179495e-07,-0.9923450350761414|-4.368901684870252e-08,1,4.2017600776489417e-07|Running
3963.210693359375,-132.85943603515625,2388.122314453125|0.17051810026168823,0.0000011438276033004513,-0.9853545427322388|-1.6780933265181375e-07,1,0.000001131788621933083|Running
3963.637451171875,-132.9351806640625,2386.72265625|0.23552659153938293,0.000002177788928747759,-0.9718679189682007|-4.5378470758805634e-07,1,0.0000021308560462784953|Running
3964.26025390625,-133.0410614013672,2385.399658203125|0.3378356099128723,0.000005767034053860698,-0.9412051439285278|-0.0000017473188336225576,1,0.000005500105544342659|Running
3964.649169921875,-133.13426208496094,2384.785400390625|0.3938075304031372,0.000006803943051636452,-0.919192910194397|-0.0000024423420654784422,1,0.0000063557172325090505|Running
3964.90576171875,-133.20062255859375,2384.411376953125|0.42539742588996887,0.000006099357960920315,-0.9050066471099854|-0.0000023873656118666986,1,0.000005617393981083296|Running
3965.75,-133.42137145996094,2383.232177734375|0.5118449926376343,0.000004358813384897076,-0.8590778112411499|-0.0000021080163605802227,1,0.000003817855940724257|Running
3966.157958984375,-133.5299835205078,2382.749267578125|0.5462854504585266,0.000004015875674667768,-0.8375990390777588|-0.0000020846489405812463,1,0.000003434891596043599|Running
3967.14892578125,-133.79385375976562,2381.70068359375|0.6237175464630127,0.000004290793640393531,-0.7816498279571533|-0.000002565174781921087,1,0.0000034425252124492545|Running
3967.767333984375,-133.95901489257812,2381.181884765625|0.6702641844749451,0.0000056414446589769796,-0.7421225905418396|-0.00000363009007742221,1,0.000004323174835008103|Running
3968.130859375,-133.990478515625,2380.905517578125|0.6941423416137695,0.000005305736067384714,-0.7198377251625061|-0.000003545562094586785,1,0.000003951739472540794|Running
3968.579833984375,-133.9866485595703,2380.587890625|0.7211802005767822,0.000004826966687687673,-0.6927474737167358|-0.0000033684300433378667,1,0.0000034611769024195382|Running
3969.327392578125,-133.90036010742188,2380.079833984375|0.7598060965538025,0.000003808773271885002,-0.6501497626304626|-0.000002816384039761033,1,0.0000025668971375125693|Running
3970.538330078125,-133.667724609375,2379.294189453125|0.8049890398979187,0.0000023141881229093997,-0.5932896733283997|-0.0000018254290807817597,1,0.0000014238200947147561|Running
3971.161865234375,-133.5387725830078,2378.930908203125|0.8228754997253418,0.0000017334788253720035,-0.5682217478752136|-0.0000014008927564646,1,0.000001021992829919327|Running
3972.389892578125,-133.1851806640625,2378.234619140625|0.8493313193321228,0.00000102427202364197,-0.527860164642334|-8.575681249567424e-07,1,5.605889441540057e-07|Running
3973.40869140625,-132.32354736328125,2377.69580078125|0.8692284226417542,6.697248977616255e-07,-0.49441075325012207|-5.751696221523162e-07,1,3.4338074783590855e-07|Running
3974.563232421875,-131.5137939453125,2377.104248046875|0.8810133934020996,2.387500614986493e-07,-0.47309133410453796|-2.0835001635077788e-07,1,1.1666016064282303e-07|Running
3975.8291015625,-131.17666625976562,2376.42041015625|0.8813827037811279,-8.718244259853236e-08,-0.4724029004573822|7.55201767788094e-08,1,-4.364974870441074e-08|Running
3976.367431640625,-131.08384704589844,2376.078369140625|0.8740964531898499,5.763600938735181e-07,-0.4857524037361145|-5.016858040107763e-07,1,2.837624322182819e-07|Running
3977.589599609375,-130.9854278564453,2375.266357421875|0.8527153134346008,8.378051461477298e-07,-0.5223758816719055|-7.11935001618258e-07,1,4.416881722590915e-07|Running
3978.622802734375,-130.9931182861328,2374.50537109375|0.830731213092804,0.000001035739387589274,-0.5566737651824951|-8.578562642469478e-07,1,5.803964313599863e-07|Running
3979.786865234375,-130.98936462402344,2373.611083984375|0.8100794553756714,5.642035034725268e-07,-0.5863201022148132|-4.5454197561412e-07,1,3.3426857726226444e-07|Running
3980.95458984375,-130.98416137695312,2372.72412109375|0.8019152879714966,1.2900052581699128e-07,-0.5974377393722534|-1.0000487549177706e-07,1,8.169067200469726e-08|Running
3982.178955078125,-130.96701049804688,2371.91650390625|0.8181942701339722,4.742119585898763e-07,-0.574941873550415|-3.823722920515138e-07,1,2.8064948764949804e-07|Running
3982.968505859375,-130.95233154296875,2371.45068359375|0.833164632320404,9.036444339471927e-07,-0.5530250668525696|-7.41418091365631e-07,1,5.17012892942148e-07|Running
3984.26806640625,-130.92431640625,2370.76953125|0.862336277961731,0.0000014764706293135532,-0.506335973739624|-0.0000012542595868580975,1,7.798718115736847e-07|Running
3985.572998046875,-131.0652618408203,2370.113037109375|0.8803505897521973,5.488133183462196e-07,-0.474323570728302|-4.779881237482186e-07,1,2.698920411603467e-07|Running
3986.87060546875,-131.44696044921875,2369.475830078125|0.8904787302017212,1.8918349553587177e-07,-0.45502492785453796|-1.6698865579201083e-07,1,8.897018943798685e-08|Running
3987.84326171875,-129.0141143798828,2368.99853515625|0.8973743915557861,0.000002566202283560415,-0.44126996397972107|-0.000002276520035593421,1,0.0000011859214055220946|Jumping
3989.208740234375,-126.5333023071289,2368.472412109375|0.9178391695022583,0.0000016993989220281946,-0.39695245027542114|-0.000001540806692901242,1,7.18439252977987e-07|Freefall
3990.628173828125,-124.92449188232422,2368.105712890625|0.9485828876495361,0.000005224299457040615,-0.3165288269519806|-0.000004890066520601977,1,0.0000018502774992157356|Freefall
3992.061767578125,-124.18769073486328,2367.79296875|0.9660146832466125,0.000002157536528102355,-0.25848713517189026|-0.000002067811465167324,1,6.189876557982643e-07|Freefall
3993.499267578125,-124.32288360595703,2367.495849609375|0.9739437103271484,5.840072958562814e-07,-0.22678984701633453|-5.659547923642094e-07,1,1.446235984303712e-07|Freefall
3994.129638671875,-124.6562271118164,2367.375732421875|0.9762486219406128,4.1107597326117684e-07,-0.21665312349796295|-3.994377379967773e-07,1,9.750811358344436e-08|Freefall
3994.581298828125,-124.99652862548828,2367.297607421875|0.9779175519943237,3.8217939390960964e-07,-0.20899102091789246|-3.7210205050541845e-07,1,8.753605840183809e-08|Freefall
3995.487060546875,-125.93257904052734,2367.15283203125|0.9813449382781982,4.868238079325238e-07,-0.1922551989555359|-4.757332590088481e-07,1,1.0384820114950344e-07|Freefall
3996.93994140625,-128.13877868652344,2366.952392578125|0.9866288900375366,5.854514597558591e-07,-0.16298294067382812|-5.754897642873402e-07,1,1.0833429797685312e-07|Freefall
3997.67138671875,-129.56887817382812,2366.89794921875|0.9902899861335754,0.000001429636313332594,-0.13901720941066742|-0.0000014106524304224877,1,2.3508901847435482e-07|Freefall
3998.220947265625,-130.78451538085938,2366.876953125|0.9929288625717163,0.00000187642683613376,-0.11871099472045898|-0.0000018567388906376436,1,2.764459452464507e-07|Freefall
3998.770263671875,-132.12277221679688,2366.864990234375|0.9950893521308899,0.0000018810808342095697,-0.09898064285516739|-0.0000018663356513570761,1,2.4156292965926696e-07|Freefall
3999.59423828125,-134.36009216308594,2366.865966796875|0.9976222515106201,0.0000018708569768932648,-0.06891908496618271|-0.0000018626618611961021,1,1.8317159344860556e-07|Freefall
4000.32666015625,-135.2994842529297,2366.883056640625|0.9990472197532654,0.0000010259419696012628,-0.0436420701444149|-0.0000010246913006994873,1,5.1027747360876674e-08|Landed
4001.05908203125,-135.03610229492188,2366.908447265625|0.9997594952583313,8.558810691283725e-07,-0.021931909024715424|-8.552545409656886e-07,1,3.794689718006339e-08|Running
4002.24951171875,-134.9158477783203,2366.9501953125|0.9999925494194031,4.1853175503092643e-07,0.0038641956634819508|-4.185591251371079e-07,1,6.275005404177136e-09|Running
4003.71435546875,-134.8979034423828,2367.001220703125|0.9997621774673462,1.3069957560674084e-07,0.021808674558997154|-1.3071502280581626e-07,1,-7.168942106616782e-10|Running
4004.6298828125,-134.89654541015625,2367.035400390625|0.9996169805526733,1.1797612131658752e-07,0.027673721313476562|-1.1797897769838528e-07,1,-1.5295914534974031e-09|Running
4006.0947265625,-134.89620971679688,2367.090087890625|0.9994524121284485,1.2336646193489287e-07,0.03308817744255066|-1.2335007681940624e-07,1,-2.536145515819044e-09|Running
4007.5595703125,-134.89620971679688,2367.14501953125|0.9993636608123779,4.971371225792609e-08,0.03566903620958328|-4.9698890336458135e-08,1,-1.3022185552102883e-09|Running
4008.2919921875,-134.89620971679688,2367.17236328125|0.999342143535614,4.353379168264837e-08,0.036267511546611786|-4.351317173245661e-08,1,-1.35788857935637e-09|Running
4009.7568359375,-134.89620971679688,2367.22314453125|0.9993841052055359,4.7842679151699485e-08,0.03509196266531944|-4.780819651273305e-08,1,-1.8217267694353723e-09|Running
4010.4892578125,-134.89620971679688,2367.22802734375|0.9996019005775452,1.1893288842657057e-07,0.028214480727910995|-1.1891608409086984e-07,1,-2.2734674143265465e-09|Running
4010.85546875,-134.89620971679688,2367.22802734375|0.9997055530548096,1.2035781082886388e-07,0.02426471933722496|-1.203544712780058e-07,1,-1.5979856327064113e-09|Running
4011.587890625,-134.89620971679688,2367.225830078125|0.9998572468757629,1.3639399298881472e-07,0.01689574494957924|-1.3640018892147054e-07,1,-7.852623551407589e-10|Running
4013.052734375,-134.89620971679688,2367.221923828125|0.999981164932251,1.1966136526098126e-07,0.006138321943581104|-1.1966807278440683e-07,1,7.253692646536081e-10|Running
4013.693603515625,-134.89620971679688,2367.22021484375|0.9999935030937195,1.0853432286239695e-07,0.0036097688134759665|-1.0853900533902561e-07,1,1.1019267720513426e-09|Running
4014.1513671875,-134.89620971679688,2367.2333984375|0.999976634979248,1.2090569612155377e-07,0.006838258355855942|-1.2091756218524097e-07,1,1.3209067173391986e-09|Running
4014.792236328125,-134.89620971679688,2367.260986328125|0.9998864531517029,1.650978020961702e-07,0.015069912187755108|-1.6512282741132367e-07,1,4.1589007238052034e-10|Running
4015.43310546875,-134.89620971679688,2367.302978515625|0.999648928642273,3.1979112691260525e-07,0.02649601735174656|-3.198393301317992e-07,1,-2.418192535103003e-09|Running
4015.98095703125,-134.89620971679688,2367.35107421875|0.9992522597312927,4.810909217667358e-07,0.038663577288389206|-4.811103053725674e-07,1,-8.803414885960592e-09|Running
4016.71142578125,-134.89620971679688,2367.4248046875|0.9984602332115173,5.340276629794971e-07,0.055471889674663544|-5.338225719242473e-07,1,-1.8514807464953265e-08|Running
4017.43994140625,-134.89620971679688,2367.515625|0.9972776174545288,6.305137389972515e-07,0.07373881340026855|-6.29780060990015e-07,1,-3.320121777505847e-08|Running
4018.07568359375,-134.89620971679688,2367.602294921875|0.9960735440254211,5.411322945292341e-07,0.08852978050708771|-5.400006557465531e-07,1,-3.673265780435031e-08|Running
4018.71142578125,-134.89620971679688,2367.690185546875|0.9949312210083008,3.5329142633599986e-07,0.10055763274431229|-3.5217340155213606e-07,1,-2.887014893815376e-08|Running
4019.43798828125,-134.89620971679688,2367.7919921875|0.9938231110572815,1.9213756274893967e-07,0.11097589135169983|-1.9131769590785552e-07,1,-1.803651272780371e-08|Running
4020.07373046875,-134.89620971679688,2367.880859375|0.9930559992790222,1.474910931165141e-07,0.11764241009950638|-1.4674159842797962e-07,1,-1.50324730441298e-08|Running
4020.70947265625,-134.89620971679688,2367.969970703125|0.992458164691925,1.2535421944903646e-07,0.12258397042751312|-1.246444583102857e-07,1,-1.3458626213491698e-08|Running
4021.43603515625,-134.89620971679688,2368.06298828125|0.9922399520874023,9.209352214156752e-08,0.12433769553899765|-9.151566615628326e-08,1,-1.0359059388065361e-08|Running
4022.073486328125,-134.89620971679688,2368.134521484375|0.9925439357757568,4.7382261669781656e-08,0.12188742309808731|-4.704136458144603e-08,1,-5.67442404175722e-09|Running
4022.8037109375,-134.89620971679688,2368.207275390625|0.9932194948196411,1.2732233756196365e-07,0.11625402420759201|-1.2660555626098358e-07,1,-1.354984391355174e-08|Running
4023.44287109375,-134.89620971679688,2368.2685546875|0.9938057065010071,1.3230891227067332e-07,0.11113163083791733|-1.316672495477178e-07,1,-1.311279529403464e-08|Running
4024.17333984375,-134.89620971679688,2368.33349609375|0.9944522380828857,1.2625534395738214e-07,0.10518936067819595|-1.2571267404837272e-07,1,-1.1789164311437617e-08|Running
